Ayssi comensan las paraulas de Albucasim .	Thus begins the language of Albucasis.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the moisture is in the proper pancreas, then the abscess will gradually decline in parts, like the figure of an egg, and it is estimated that it is another egg.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the moisture is between the crown of the genitals and the white swelling, then it is estimated to be a hundred times worse.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And when you want to know the color of the moisture, then you extract the color of the moisture from the abscess and measure it with a graduated glass; according to what is found in the footprints of the glass, judge of that which is contained in the glass.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	Therefore, when we come to the treatment of it with iron, then you command the patient that they be flebotomized if it is possible, and sometimes see the blood of the patient.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And if it is necessary to place the patient in a supine position on their back for some reason, then place something under their buttocks.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	And then place yourself on the left side of the patient, and command the assistant to follow on their right, who extends their arm at an angle of one and a half spans from the groin to the partition of the belly.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	And then take a wide spatula and split open the groin from the middle towards the penis.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And then make the incision straight and equally distant from the line that should be made on the thighs, until it reaches the white cartilage, including it.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	And then scrape that, and observe, and guard yourself so that you do not inscribe that; and your scraping should be the same as the one that is suspended above and subtly examined according to the amount possible.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	And then puncture the white cartilage with a wide needle and extract all the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	And then separate between two labia of the section under the unciform, and extend the hook to the parts above; do not touch the cord that contains the genitals, and incise the hook in that manner that is possible for you.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And then incise that in its entirety or in parts, and more importantly its subtle layer, because if you do not examine the incision of it exquisitely, it is not secure that the water will not return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	If the wound process of that part of its cord during your operation, then when you have completed the section of the hook, return to that, and then adjust the two labia of the cord of the genitals with a stitch, and then care for that as with the other wounds until it is healed.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if the wound is corrupted by another illness, then cover it with what you have said that suspends it, and extract the wound, and then care for that as with what we have mentioned.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	If water is added in two parts, equal amounts, then you know that two are hernias; if it is to your view that it is an operation, then do so.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	And then you wipe the sweat, and enter into the sections with wool submerged in oil or rose oil; and place another piece of wool that you have submerged in vinegar and oil, and expand it over two genetius and the navel of the belly; and place cloths and powders on top, and tie them with a bandage according to this form:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And then place two cloths and fold them with wool according to this form; and make the ends like those that are pressed from the side or from wet wool, and attach them to the structure in the buckle of the boots, and the first one holds the buttocks inside the back, and the second one holds the part of the thigh, and two ends on top of two cushions and two other ends on top of two ankles, and all the structure should be adjusted in the buckle of the boots.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	And sometimes this hernia is medicated artificially with a cautery instead of a section made with iron; and you should take a thin-bladed cautery and insert it into the groove of the ginatius, and ignite it after we have recommended that it be discovered before the white cipher containing the water, and then you take a cautery in this form:
e es asemblat a letra greca.	and it is shaped like the Greek letter.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then pierce that cipher, and ignite it before all the moisture is expelled.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then extend the cipher with your fingers, and scrape with your fingers, and scrape with a thin-bladed cautery ignited; and insert it according to what is possible inside you so that you eradicate all of it; and guard yourself from the heat that the fire does not touch.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And you should know that this operation is safer and longer than a section of the flank, and better than an operation with a knife.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	But if you have resistance to an abscess at the time of section or at the time of cauterization, or flow of pus, then cover what resistance it causes to you for that, according to the cure that is appropriate to it, as soon as it is said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	If the patient is too weak, and does not want the second operation due to its horror, then administer anesthesia as I have recommended; and when you are certain that this hernia is incarcerated.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	Then make the patient lie on some elevated boards, approach the abscess in the lowest part of their back, and stop the incision according to its length.
E sia la apercio ampla entro que corro tota l‘aygua.	And make the opening wide enough for all the pus to drain out.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	Then place your hand over the area and hold it there, so that all the pus continues to drain out.
E aprop cura aquel entro que la plagua sia sanada.	And then care for them until the wound is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	But if there is resistance to the drainage of the wound at that time, then you should not make an incision: because the white membrane in the orifice of the wound causes resistance and prevents the exit of the pus, then you should place a pen or instrument in the wound from which the pus is extracted, as shown; or adjust a small drainage tube on the pressure of the wound.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And you will know that the water returns, and it is applied close to the months or environment of those; and when it is applied, then it should be pierced according to that manual method, which the patient has passed through her days.
Capitol .lxiii.	Chapter 63.
De seccio sobre hernia carnosa e la curacio de lu.	On incision over fleshy hernia and its treatment.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	Know that in the incision of this hernia, there is great fear of losing the major dispositions; therefore, I see the dismissal of it and being saved by that better method.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And you should remember the operation in that and the species of abscesses.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Therefore, say that the abscesses do not occur in those parts where the muscles are connected and it is done for various reasons: either due to excessive acute pain, which is poured into the muscles, or due to impact.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And its color is according to the color of the part, and it is not dark in pain, and it is a heavy abscess.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	When the abscess is highly inflamed, its color is dark, and it does not hurt much.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	Some vaginal discharges are caused by the inflammation of the uterus, or by the inflammation of those parts that have already been pierced, or by the inflammation of veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	This is known as the discharge of pus when it comes out with the thighs, and it does not hurt much.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	This is not discharged from the vagina due to any cause of compression on the thighs.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	It is possible to make incisions on this specific area and on other parts of the body; you should insert the needle of the genetius, and then lift up the skin above, and extract that white thread, and remove the suspensory ligaments of the veins, and tie them, and then insert the suspensory ligament where you have removed all the parts of the skin.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	If the skin has already been attached to those parts, then you should remove it and insert that.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	If there is adhesion due to some cause of the kidneys, or between those that are between the ribs, then you should remove all that adhesion and insert it at the beginning with a round incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	However, if the flesh is native to the place of adhesion that is behind, then you should insert all of that which is there, and extract it as we have said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	Therefore, when your operation is completed, then fill the wound with a piece of wool soaked in rose oil and wine; and then cure it with the other cure until it is healed.
Capitol .lxiv.	Chapter LXIV.
De la curacio de hernia que es de vitz.	Of the cure of a hernia that is in the thigh.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	The thigh is an abscess involuted by some swelling similar to a blister in softening of the testicles, and it is difficult to move and walk on the patient.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And in the cure of this illness, there is fear for that which precedes it.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, we must first perform the operation on that second part where they will make the first ones.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And say that you should place the patient on an elevated cushion; and then remove the suspensory ligaments of the testicles from their parts behind; and then remove the spermatic cord from its attachments to the abdomen, and extend it vigorously.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	And then insert the sharp, narrow needle through the cross section of the vessels where the vessels are exposed.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And then extract all the parts that we have mentioned in the extraction of archery, which are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then insert a double-bladed needle in those places where the accident occurred, and another one at the end of them.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And then insert those needles in the middle of the section, and extract what has been added from the fetid and corrupted humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then proceed to cure the pain with the remedies for other pains in which you wish to be able to generate healing by causing the vessels that would not otherwise be harmed by that.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	If it happens that you have access to all the basins, then cover them so that the testicles are removed or that the testicles for that reason become damaged by the vessels, so that they are deprived of all nourishment from the beginning of the vessels, and that they are supported, or that something happens so that it is not harmfully affected.
Capitol .lxv.	Chapter 65
De la cura de hernia entestinal.	Of the cure of internal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The occurrence of this hernia is due to a section that extends over the abdomen from the sides of the miracle of the belly, so that some of the intestines can be pushed out through that rupture.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And this rupture is either of the abdomen or of excision of it, and these two species occur due to various causes: by impact, or by shaking, or by shouting, or by lifting a heavy cause, or by similar things.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	When the gout, due to its prolonged extension, occurs infrequently and not suddenly, it is as if the body is trying to contain the intestine within itself because the swelling of the joint compresses the intestine.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	When the gout occurs due to the section of the joint, which causes sudden and intense pain; the abscess appears to be different from the usual one, and this is due to the intestine, and the condition of the patient is similar to the parts affected by the joint.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	Sometimes the intestine is pushed out through the abdominal wall, and this condition is called an inguinal hernia.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	Sometimes the intestine is pushed out due to gas, and sometimes it moves within the abdominal cavity, where it is held, and this is a great inconvenience for the patient, and sometimes it causes severe pain, especially when pressed.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	In the treatment of this disease, iron is used with caution, as it may cause harm to the stomach.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	The method of the operation for that is that you command the patient to return the intestine to its cavity with your hand at the parts near its cavity and obey his return, and then place it on his neck between your hands, and raise his legs.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	And then tie the cord that is the cord of the testicles to the parts above, and insert the cord of the testicles completely through the long; and then place two needles in the second section where it would be necessary to open the section with those.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	And if the second section is as much as possible that from there it has been cut off.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	And then scrape that white flesh which is below the cord of the testicles, until it is exposed from each part.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	Then you insert your finger in that which is the testicle, in that which is between the white flesh, which is below the cord of the cut, and between the white flesh second, and remove that adherence which is in the part behind the cut.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And then bring the sheet under the testicles to the divided parts, and place the white cylinder on the left side of the sheet, and raise the hook on the right side to the part of the section; and command the assistant to extend the hook and you dissolve the adhesion that is behind after the solution is completed.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And then wrap the sheet around the testicles so that there is no cause of the intestine being wrapped in the white cylinder.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	If you find any cause, then place it on the abdomen behind.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And then take a needle that is thick and made of iron, and insert it from the back of the white cylinder, which is the division of the testicles, the section; and insert its extremities into the four iron points, and place a cloth over them in the shape of a cross; and tie it to the white cylinder which we said was behind the division of the testicles with a strong rope of two parts.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then gently wrap the extremities of the feet and tie those with strong tape quickly, before any of the vessels that inflame them cannot be treated for fear of post-operative infection.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And then place another piece of tape second from the first tape, long on both sides of the abdomen, which is left behind the scrotum, as much as the size of the testicles, and insert it all along the roundness, and remove it from there.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	And then insert it into the part behind the scrotum, cutting through the section that contains the seminal vessels and blood vessels as we have recommended in what we have said.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And then administer submerged wool in oil, and place it on the wound; and administer the tape that we have recommended (and some white tape of the scrotum is cauterized, which we have said to avoid bleeding from the seminal vessels, because sometimes those tapes fall off).
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	If the patient's breathing is delayed, then apply a cold water enema and place your hand on the area where the second one will fall.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And then treat the wound with the other remedy for wounds until it is healed.
Capitol .lxvi.	Chapter 66.
De hernia ventosa.	Of inflammatory hernia.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this hernia, no one has seen anything that can be cured with iron.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	And the first ones said that it should be done as we have recommended in the hernia that is alive; which is that you should tie the veins close to the section above the patient's bed; and then dry in the middle location around the pus that causes this, until the veins fall.
E cura la plagua segon que havem dit entro que sia sanada.	And treat the wound as we have said until it is healed.
Capitol .lxvii.	Chapter 67.
De la disropcio que es fayta en les anguonars.	Of the dislocation that is made in the elbows.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Some women have broken their elbows there as we have said, and indicate the location.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	And do not give any cause for hernias in the groin; and if you do, it is rare; and return to it in all hours.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	However, if the time is prolonged, a fissure is adjusted in the groin before it is discovered in the groin; and this is done by the extension of the groin, which is as we have said, causing the groin to be stretched, and then it becomes soft, and the area becomes inflamed and swells.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	And the cure of it is with a pointed cautery as we have said before.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	And some wounds are cured with iron according to this method: and it is that the patient lies on his back between your hands, and then the area of the abscess inflammation is cut through the width according to the amount of three fingers.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	And then the white thread that is pulled through the opening before it is discovered.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	And then take the rag and place it over the area of the groin inflammation, and press that on the belly button.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	And then bring the two prominent spots on the outer part of the thigh bone and adjust one of those sutures to the other.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	And then extract the end of the thigh bone, and do not insert the needle from the thigh bone completely, nor extend the wound, nor any other cause that you know in the treatment of intestinal hernia.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	And then cure that with the treatment of wounds, and as you insert the needles, clean that and restore the wound before it is consolidated; because the thigh bone contracts and the prominence of rupture is not adjusted.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	And cauterization is better in this place, because it is more likely to be beneficial.
Capitol .lxviii.	Chapter 68.
De mollificacio de la codena dels testiculs.	On the softening of the ligaments of the testicles.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	The ligaments of the testicles are softened in some men by the fact that the tissues that are between them are softened, and the protection of it is lost.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	Therefore, it is necessary for the one who is sought in the treatment of it that he makes the patient lie on his side, and inserts the entire ligament which is softened over the natural ligament; and then adjust two lips to the suture.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	And if you wish, apply three or four stitches with softened thread at the beginning of the wound and make a firm suture.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	Then insert between the stitches; and cure by treating the other wounds until they are healed and the wounds close.
Capitol .lxix.	Chapter 69.
De castracio.	On Castration.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	You should know that castration in our law is excommunicated, but by cause it is allowed to me to remember of it in this book; and it is not necessary to remember of it except for two reasons, one of which is that the doctor knows it when he is asked about it from someone who knows its cure; and the other reason is that we have had an ancient necessity for castration of other animals for our uses, such as horses, and mules, and pigs, and similar animals.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	And therefore it is said that castration is done in two ways: either by attrition, or by incision through the section.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	In that place where it is done for traction, the method of the operation is to make a cut on the animal's tail between its testicles, so that they soften and hang down.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	And then take those things with your hand inside before they are resolved and do not appear from the touch.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	In castration done by incision and division, hold the animal and take the scrotum of its testicles with your hand on the right side.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	And then tie the suspensory ligaments, and incise on each side of the testicle through which two blood vessels pass.
E aprop inscideys aquels pus que auras quascu excorjat.	And then incise those that will be extracted from each side.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	Do not leave any of them on the ones from the epididymis, but cut the thin one that is over the vessels.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	This method of castration is better than the one done by traction, because traction leaves no cause of the testicles for the animal to want gout.
E aprop cura la plagua entro que sia sanada.	And then cure the wound until it is healed.
Capitol .lxx.	Chapter 70.
De la cura de hermafrodozia.	Of the treatment of hernias.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	Hernias in men occur in two ways: one is when it appears where the space is between the testicles, and the other is when it appears where two testicles are, with a bulge in that area.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	And sometimes it contains urine, which is located between the testicles.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	And in women, there is a special type: it is that the bulge of the hernia over the pelvis is like two testicles of a man, but with a small amount of tissue at the opening where the penis of a man and two testicles are.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	And the treatment is of three kinds: one for men and one for women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And it is that you should insert those fleshy parts adjusted inside so that the opening of that does not escape, and then cure those wounds with the treatment of other wounds.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	And in the second special case of men, where urine is found in the sac surrounding the testicles, there is no treatment or operation in it.
Capitol .xxi.	Chapter 21.
De lentinge e de carn eminent per causas de las femnas.	Of lentils and meat that are prominent among the causes of women's illnesses.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	Lentils are often adjusted according to natural causes until they become ripe and are cooked properly; and some women are magnified in certain ways before intercourse, as in men, and also during it.
