Ayssi comensan las paraulas de Albucasim .	And now begins the words of Albucasis.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	And if there is putrefaction in the wound and it does not adhere to the bone, then insert all of that and drain that, and care for that.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	If in these areas there is an artery or vein from which blood can flow, and it is not removed by medicine, then you should look for the uncut artery, and if you find it, then you should cut it with a sharp instrument or tie it; and if necessity requires that what we have said does not work, then you should cauterize where the blood is flowing.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	And if these wounds are simple and small, then the cause of them is easily found; however, you should powder them with this powder, which becomes solid after it has been applied, so that air cannot move them.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	The method of the powder is as follows: take one part of broken olive oil, two parts of dragon's blood, and three parts of extinguished charcoal; grind all of this into a fine powder, and then fill the wound, and tightly bind it with a good bandage so that it adheres to the wound and coagulates with the blood.
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	Then tightly bind it above the wound and leave it in place, do not remove it until it is healed, because the medicine cannot be removed from there until it is healed.
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	And some people used to do that alone with cauterization, when it was not in your presence and with a sound mind.
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	And this surgical operation is performed on the large wounds when it is necessary to place it over those and to straighten them, and their recent wounds are sound, which the air has not altered.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	And if the air has altered them, and especially when it is in summer, then this powder should not be placed in that position, but rather cure those with what we have said, whether you place it on those wounds with digestible ointments, or you place it on those feet with flour of eggs and honey mixed with water; and then cure those with the other cure until they are healed.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	But if an accident occurs to the broken wound in the bone, and it is small, then you extract that with this method.
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	And I will direct the cure of the fractures of the head in that which is poisonous.
De las plaguas del col.	Of the plagues of the neck
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	However, if the plague occurs in the neck, there is no difference in medical treatment, and between the plague of the head when it is simple.
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	However, if the nerves of the neck are cut or the artery, then if it is nerves, not in the engine but that cure of it should be avoided with that which causes strong hemostasis, such as zinc and similar to their quartz and contractor.
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	And do not place anything over the plague of all blood, because the substance of the nerves is blood and the continuation of it is to the brain, which is the most important of all the members.
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	And if that which is cured by deceptive medicines, such as washing with warm water, some vinegar in olive oil, rotted or not, and then when it is washed with warm water and the others pearls following this manner, and find humor.
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	If the pain is great, then administer stitching or cut the lips of the wound, and then cure it with powders until it is healed.
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	If the pain is deep or accidents occur in the lower part of the wound, then pierce it at the most prominent point.
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	If the pain has already cut an artery and blood flow occurs, then separate or dry it, tie it, or cauterize it if necessary to prevent that from happening.
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	If the pain has already cut the spine of the gallbladder or completely, and the veins of the collar are saved, then adjust the wound edges of the codex with stitching on the neck of the gallbladder and do not touch that; equalize it in front and reduce it to its natural shape, and apply a structure decent, and leave it for several days; and then cure it with ointments in which there is stipticitat and excitacio until it is healed.
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	If the pain has already reached the bones, then prick that area, and if there are fragments of bone, extract all that you can from it; and what is not accessible to you, leave it until the pain subsides, and let the body's own healing process take place.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	And if the pain is recent, then powder that area with the powder that was recommended to you.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	If the pain is caused by a fistula, then cure that area with the ointment that will soon be remembered to come to its own capital.
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	Of the neck pains or similar ones that are caused between the ribs and are treated with a spatula, a cauterizer, a lancet, or a similar instrument.
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	If the pain is caused by a lancet or a cauterizer, and if you consider the depth of the wound, then know that the pain is mortal.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	And if there is no depth and the pain is recent to its own source, then you place powder on the first hour of the wound, and do not strengthen it so that it does not remain in the depth of the wound and that it returns to the body and that nothing harms the patient, but rather place something attractive there, and remove those bad-smelling dressings.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	If the vomit is not present, then place your hand on the orifice of the wound to let out that which comes from the humidities; and make the patient lie on their side so that the liquid in them flows out.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	If the wound has passed three days or more without causing spasm, heart pain, or stricture of the abdomen, and if other signs are good, then you can consider the wound to be healed; and then treat that with cold compresses and the other cure until it is fully healed.
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	If the healing of the wound is excused, and it has been opened for a long time, then you can consider it to be a fistula; and therefore treat that by its own capital (or main) method.
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	And if the wound is caused by a cut or a gash, and it is simple on the surface of the chest or back, then treat that with water that precedes stitching, if it is large, or with powder, if it is small.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	If there has already been an incision in the bone, and you have already separated it from the surrounding tissue, then twist the plate and pull to extract those pieces, if they are separated.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	If they are not separated, then loosen the tissue that surrounds the plate, which is facilitated by its extraction.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	And of the other plates in the other members, the remedy for healing is the same as that which we have mentioned.
De las plaguas del ventre.	Of the plates of the belly.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The disposition that occurs in the belly is either large, or small, or mixed.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	Some veins in the belly or intestines, so that incision of them and stitching of them is done more forcefully and more subtly.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	And small disruption is done difficultly by another method, and it is known that the reduction of them is more difficult, so unless you restrain their incision to their proper place as soon as possible, because they open and swell, making the treatment difficult.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	And the best disruption is to move it, since in that case it is not difficult to reduce the hernia, as it is difficult in the two special cases mentioned.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	You should know that there are four methods for stitching the belly, but two stitches are common and suitable for stitching other parts of the body.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	And two other types of stitches are common for other parts of the body, but they are more appropriate for the stitching of the belly.
E yeu recomti a tu quascuna am exposicio e declaracio.	I advise you to have each of these exposures and declarations.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	Therefore say that when the part is small and there is no cause of the hernia in that case, and it is difficult to reduce it, then one of the two methods mentioned is used: either by patience of the disruption as we have said, or when the hernia becomes inflamed due to the cold of the air.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	And when that is the case, then cover it with a cloth that you soak in warm water alone, or that you boil in water with salt, pepper, and spices, and apply to the hernia before the inflammation is resolved.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	Some wounds are made in that place where there is a stoppage, and it is better to use water alone for the resolution of the inflammation.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	And when you see that the inflammation has been resolved, then you moisten the intestine with water in which salt and vinegar are dissolved, because for this the instrument of the patient is relieved from pain.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	However, if the instrument of the patient is removed from this cure, then divide the disruption with a small instrument that is not sharp-edged.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	The first cure is best when it is appropriate that it is not dry, and it is not necessary to occupy it too quickly or inappropriately.
Del instrument, sec se la forma de lu:	Of the instrument, if its shape is like this:
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	One part of it is sharp-edged, and the other part is not sharp-edged, and its tip is thin, and it is not as thin as a needle, but rather blunt at the end.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	And when the wound is enlarged and the intestine comes out, then cover it so that its reduction is according to its natural form in its proper place, if possible over water, because that is better.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	When the disruption is widespread and in the lower part of the abdomen, then let it rest on its back, and place its legs upwards as high as possible; and if it is in the upper part above the abdomen, then place its head and chest upwards as high as possible.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	And similarly, if the disruption is in one of the two parts of the abdomen, then place your understanding and consideration quickly above it so that the part where the pain is higher than the other.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	And thus, administer this in the major and minor wounds.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	And in the minor wounds, place what is prepared by you between your most skilled fingers, which should hold the disruption completely and adjust its lips, and remove from one to another until some stitch causes another.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	And this is the common method of suture: you take a needle, or count a second needle according to the width of the wound; and leave some distance from the end of the disruption of the said ring, and strengthen the needle once, or do not put it in the two ends of the thread that are on the other side of the part that is behind the thread of the parts that are inside, until you make that penetrate into that part; and you have added two ends of the thread and two ends of the cylinder, and it has been made four times.
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	And then apply strong pressure with the needle in the circle of the needle, and some stitches of two parts together, and then add the two lips and the wound by addition of decency; and then leave the largest of the aforementioned and place another needle in that, and then tie that with the same as the first needle; and do not stop doing this until the needles are all completed inside the wound.
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	And the needles should be of medium size, because thin needles easily penetrate the flesh; and large ones are difficult to insert into the wound, and therefore it is better to use needles of medium size.
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	And do not let the needle be stuck at both ends of the wound planned, because the flesh should not be penetrated too easily and the wound should heal before its consolidation.
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	And they should not be prolonged for stitching so that the wound is not prevented from healing.
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	And then carefully insert the tips of the needles to prevent the patient from feeling pain; and place cotton balls on the expanded parts of the wound, which hold the tips of the needles; and leave them in place until you know that the wound has consolidated.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	And these types of needle stitches in skilled hands are most suitable for small wounds, as they have one or two or more needles in their stitching.
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	The second stitch is also similar: and you administer the four tips of the needle, two on each side of the cipher, in a row, with a needle that is evenly wrapped in thinness and thickness.
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	And then when the needle has penetrated these four tips, reduce the needle from that part of the wound where it began, so that the true retraction of the wound is not too high, and so that the stitch is the second stitch of strong fabric.
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	And pause between each stitch the amount of the thick part of the wound.
E aquesta sutura sabo les homes.	And this stitch is for women.
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	And this stitch was used to close the wound that occurred in a man's abdomen, which was punctured with a knife, and it was the rupture of the main wound of a palm, and it was located around two palms from the intestine at the lower part of the member; and then you reduced that because the intestine had been open for 24 hours.
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	And the wound was consolidated in the space of 15 days or so, and then it was closed and healed; and after that, apply this ointment for a while, and take care of him.
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	And other doctors had thought that he would not be healed; and by a miracle of fire, what you did not close with that wound, which was in the place where the wound was not at all or any medicine, but kept over the wound for two days and abluted assiduously with honey water until the fire healed.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	May you direct two types of sutures according to the narrative of Paracleus.
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	And if you begin with the suture of the sinew, and insert the needle from the part of the foreskin to the part of the glans.
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	And so, when the needle penetrates the sinew and the other thread follows the correct and longest path of the whole body, and leave the end of the cord in which you inserted the needle; and let the other end of the thread from the part of the glans to the part of the foreskin in the other side of the penis.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	And so, when you have made the other thread penetrate, then make the other thread penetrate in another direction at the other end of the thread from the part of the glans to the part of the foreskin; and leave the end of the cord that is on this side, and let the needle penetrate in the other end of the thread from the part of the glans to the part of the foreskin.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	And make the other thread penetrate in the way that makes the thread penetrate in the cord at the end of the needle, which is in the part where all that penetrates.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	And then begin by approaching this patient from the side that is closest to the chin in the other direction, and extract the needle from the codex that penetrates, and then return it to that codex and cover the end of the codex that is on the other side with the extracted part; and extract the needle from the codex that is near it.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	Do this twice and another time, and do this once more approaching from another direction until you have covered all that is deformed according to that example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	The advantage of this method of suturing is that you approach the sutura of pellicies, which covers the wounds, so that you approach the chin once from the side of the end of the codex, and then complete it from the other direction.
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	The second special method of suturing, which is called "Gualia", and this is recommended for use in this case, is that you approach that second semilitut, which doctors cover with that, so that you add all the parts to its corresponding part at the convenient place by nature; and then apply the end of another part to the other end of it, and then do this according to your recommendation.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	When you have the needle at the end of the mirror, near your own hand, and make it penetrate into the part of the body from that spot, and let two other ends of the cord; and then rotate the needle and make it penetrate from the fore to the other two ends of the cord.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	And then rotate those needles, and make each one penetrate from the part of the body into the other two ends of the mirror on the opposite side.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	This method of suture is better than the common stitching and is the stitching mentioned earlier in this text.
Aquest es le sermo de Gualia	This is the word of Guillaume.
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	And moreover, they say that the stitching of the belly is corrected with two needles, so that you insert each one with a true thread, and begin with the insertion of the needle of which you are supposed to use, and make that penetrate into the other side according to the second stitching of those that join the hearts equally.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	And you know that when the disruption occurs in the middle of the abdomen, then the suture of it is more difficult than in other parts of the abdomen.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	The diagnosis of plague is judgment of the other plagues.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	The cause is that when you obtain the plague recently from the same person who has been exposed to air that alters it, and reduce the intestine and clean it and prepare it inappropriately, then place powder on that fleshy substance.
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	And if the air has already altered the plague, then place powder on that alcohol which you have present before they make hard and coagulate, and are consolidated and solid; and cure it as is the cure of the other plagues until it is healed.
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	And if you do not have the medicines present, then place powder on that as soon as it begins to get warm, cold, and exchange those two vegetables daily, as you have been taught, until it is healed, because you do not need other medicine in cases of simple plagues.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	If you fear that the plague may spread to the main members, then apply warm linen soaked in quality oil or rose oil, and place it around the affected areas.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	And if you feel pain or putrefaction in your intestines, then apply this stinging black ointment, and especially if the poison has reached the intestine and is causing severe pain inside its cavity.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	You should know that the pus from the large intestine is less dangerous than the pus in the small intestines.
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	It is difficult to cure the intestine known as "genu" because it does not receive any healing from the plague that is in it; and this is due to the large number of veins that are in it, its great length, its thinness, and its proximity to the nature of nerves.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	If that which proceeds from the plague is a thread, and you are able to remove it, then reduce it according to your rightfulness, and reduce the intestines equally.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	If it has passed into the space and is already done correctly or not, then you should apply a firm pressure on the area that is darkened by the patient, so that blood flows from it, as there are veins and arteries in the skin.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	And then insert that other thread, and place two ends of the loose skin from the part that is left behind the wound, so that the attraction of the patient's wound can be taken from the cavity of the skin and the emission of the wound discharge.
Rememoracio de las plaguas quan accideysso en le budel.	Remembrance of wounds that occur in the abdomen.
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When a disruption occurs in the abdomen and it is small, it is possible that it can be repaired in some people, because they have seen that one who was wounded in their own belly by percussion of an arrow and the wound was on the right side of the stomach, and the wound was old and had formed a fistula, and they were able to manage and ventilate it.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	Then they continued the treatment of it so that it was not considered in the healing of it, but they subtly introduced that which is whole and the area is consolidated.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	And if you have already seen the location that has been consolidated, apply pressure over the patient's abdomen to prevent any further damage; and do not attempt to move them at all for this injury, keeping them in a comfortable position while eating and drinking, and then place them in bed and let them rest.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	And some experienced doctors have said that when there is an abscess in the intestine, and it is small, you should treat it like this: first, take large needles; then adjust the two lips of the abscess and place one of those needles with the open mouth over the two lips of the abscess; when you place them on top of each other and strengthen your bite, cut off the head of the needle, which adheres and does not dissolve.
