Ayssi comensan las paraulas de Albucasim .	And now begin the words of Albucasis.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	In women, there is a special type: and it is that the fold of skin over the pubic bone is similar to two testicles of a man, a little bit above the vaginal opening, where there is the penis of a man and two testicles.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	And the treatment is of three kinds: one from men and one from women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And it is that you should insert those parts adjusted inside until the opening of that, and then treat those wounds with the treatment of other wounds.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	And in the second type of men, where there is urine in the scrotum of the testicles, there is no treatment or operation in that.
Capitol .xxi.	Chapter 21
De lentinge e de carn eminent per causas de las femnas.	Of lentils and meat that cause diseases in women.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	Lentils are often adjusted according to natural causes until they become soft and are cooked properly; some women are magnified in certain ways within which it is spread as in men and through intercourse.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	Therefore, you should have the excess of lentils on your hand or in an ounce and incised.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	And do not incise too much, mainly at the beginning of the wound, so that it does not cause blood to flow out.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	And then care should be taken for the cure of the wound until it is healed.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	Meat that is not cooked in the cauldron of the mother until it fills that one, and often it is placed at the parts deformed according to its similarity to the meat (and for this reason, firstly they called this "bad stomach"); therefore, you should incise it as you would with lentils, and care for it until it is healed.
Capitol .lxxii.	Chapter 72.
De curacio de alratica.	Of the cure of arthritis.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	Arthritis is when the joint of the woman is not perforated, or is very small.
E es o natural o accidental.	And it is either natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	Accidental is caused by previous disease, and that is made from meat not well adjusted or from thin or thick fibers.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	And it is made in the forehead of the woman, or in her ribs, or in the most sensitive part of her, or in the lowest part of her, and it prevents crying out and engaging in sexual intercourse and menstruation, and very strongly prevents menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And the knowledge of that is made by regularly looking at the moon, if the obstruction is obvious, then proceed; but if it is not obvious, then you should look at it with your eyes or with a mirror.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	But if the obstruction is from thin fibers, and it is directed towards the two lips, then you should cover and disrupt that.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And place your hand on both of his lips, and then press them together with the fingers indicated for holding the nose.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	And the woman should be on her back, with her legs extended, and then extend both lips with force until the thin wire is broken and the obstruction is removed.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	And then take wool and pour oil into it and place it on the area to prevent the wound from being consolidated.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	If the wire is thick and hard, then cut it with a sharp knife or a saw.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	If the obstruction is made of flesh, then suspend it with a hook and cut it.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	And apply the remedies that stop bleeding from wounds without infection, such as honey, sulfur, and salt, adjusted to the size of the wound.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	And then administer a wide-mouthed glass tube to prevent the pus from being consolidated again.
E tengua aquela per alcus jorns e aministra calgua de li sec.	Hold that position for several days and administer some of that liquid.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	And then, apply the other treatment of consolidation until it is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	Sometimes certain events occur in the main native land of other creatures, and then it is necessary to follow this method.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	However, if it is for a cranial abscess, then do not make any incision into the cranial abscess in any way.
Capitol .lxxiii.	Chapter LXXIII.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	Of the treatment of hemorrhages, tail, and red blotches that occur in the womb of women.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	Hemorrhages are appreciated from the openings of veins until blood flows continuously; and when these hemorrhages are stopped, they are thus.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	I have already mentioned in the division the types of these and their symptoms, and I will now say which receive treatment and which do not.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	Therefore, say that hemorrhages and their stops when they are in the womb and do not appear to the senses, then in those cases there should not be made incision with a needle.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	Those that are in the major orifices of the body, upon which one feels pain, are those that are cured.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	And if you place the finger in the most painful area and then extend it with a sharp instrument or cloth, and scrape those areas with the razor.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	And then powder those areas with one of the scraping powders, such as mustard and similar to those.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	And then soak their feet in cold water for an hour, and then place that area in cold water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	If the discharge from the wound persists, then make that area into a poultice with bread and scraps of millet, grains, and similar ingredients.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	And then take ordinary flour and mix it with honey and vinegar, and make a poultre with that mixture on the back of their hand.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	And if the wound is suppurating, it is good; and if not, make it adhere with two bandages, and scarify the breasts with that.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	And then take wool and apply it to the affected area with coliandre or arnagloza or guarravier or vinegar, making it stick to the area; and then care for the area until it is healed.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	May I ask which one you have already mentioned in the second part that I said earlier?
E cura aquel entro que sia sanat.	And care for it until it is healed.
Capitol .lxxiv.	Chapter 74.
De perforacio de eyssedura accident en la mayre.	Of the perforation of a hernia accident in the great.
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	Special types of accidental abscesses in the great, such as carbuncle and lapident abscess and ulcers and adhubelat and erpetromens and fistulas emorroyas and raguarrias and thyl and other abscesses.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	I have already mentioned these diseases and the types of those and their symptoms, and their treatments in the division.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	And if you want to know in this treatise about abscess surgery which is done in the great when it comes to abscesses that collegeysso sania, and if you want to know how the operation of it is done with a knife.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	Then consider whether the pain from the abscess in its beginning is sharp and caused by percussion, flexion, and fever, and if it swells and becomes hard over that sensation, then do not pierce it, but cure it with a remedy that helps with its maturation until the intensity of the accidents ceases.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	Then consider whether you should apply a cushion on a bed that has two cushions; and lie on your back over it and adjust your feet to the part of the bed that is farthest from the belly, and expand your thighs, and place your hands under your head, and apply a suitable bandage to this wound.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	Then the midwife should follow the left side and administer the instrument that is inserted into the major opening, the form of which will be found in those causes that will be mentioned.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	And consider when you want to administer this instrument that you should place your hand on the opening of the major opening of the woman, and that what enters into the major opening should not be wider than the opening of the major opening and should not harm the patient.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	If the tool is larger than the point of the main instrument, then you should place powder on the surface of the main instrument's point to prevent the tool from entering the main instrument's point.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	And you should place the thread that is coming out of the tool above and let the assistant hold the tool and rotate the thread into the main instrument's opening.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	When the cauterization is ready, and it touches the hand and the lion and is wet, then you should remove that from the main instrument's head with a sponge.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	And when the pus is evacuated, then you should place a sponge soaked in rose oil or clear oil in which there is some stupidity; and place the cloth in the section of the main instrument's point.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	And then clean the main instrument and place a cloth soaked in water in which there are some flowers on the penetential.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	And then it should be cured after two days with the appropriate ointment that is suitable for that until it is healed.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	Some wounds are washed with the largest and flattest cloth, which is crushed with water and honey, and then return to the wound, which is filled with lily or astrology longue water, and then return to the wound.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	And if the wound is deeply embedded in the largest cloth, then you should not be prohibited from treating it with iron, having care for that which we have said in the division.
Capitol .lxxv.	Chapter 75.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	To teach midwives in what manner the fetuses are best treated when they are not in a natural position.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	It is necessary that the midwife knows the natural position of the fetus by smell of it, and when you see the woman giving birth to the parts below and desiring to smell the air, and over that is removed by what is on her, and the head of the fetus is fastened on its own head, and the second part is hanging or suspended from the navel.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	Therefore, when you see those signs, make sure that the patient's belly is gently compressed so that the fetus does not move too much, as it may cause harm when raised above its head, and the second sign is called superfluity, which is beneficial for good delivery.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu i, o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	If this is another part of the body that is not natural and not usable, because when the fetus is on its feet and the head of the patient is in front of the head of the fetus, and the hand of the patient is on the foot of the fetus, or the head of the fetus is on the hand of the patient, or the hand of the patient is on the belly of the fetus, and it is strongly turned over its own neck, and similar to the figures of the patient not usable.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	It is necessary for the midwife to be wise and subtle in all these causes, and to guard against error and deception.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And by showing all the figures of those, and what kind of engine is in them so that it can be understood for that and stand on that.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the fitting is done on the patient's head due to natural heat, and it is very painful for the woman, and the difficulty of that part is great, and sometimes the virtue of it has already been weakened, then do that procedure, or what the women had before, and evaporate the condensation from the patient with fenugreek oil and warm humidifying.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	And then insert the menstrual pad between the patient's legs and tear that second skin, or dry it with a cloth until that water is removed from it.
E preme le ventre de la femna entro que deyssenda le fet.	And press the woman's belly until the child is born.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	But if it does not come out, then cover the woman with a mixture of honey and fenugreek oil.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And then command the woman, and the midwife, that she be calm and do that sucking with a condition; and give her mouth and nose for an hour, because the child is often born quickly.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if the two mothers of the child are not born at the beginning, then gradually cover them with that facility small by small.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	If the patient does not obey the instrument, then pause the foot on a chopping block and lift the feet off the ground, and then carefully place the chopping block on the ground; and the foot should be held so that it does not fall due to the concussion.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if the hands are not intact and the flesh is dead, then insert those and remove the remaining flesh from the body or apply a bandage to the wound on the patient's chest and remove that equal part, which will be for the wound.
De eyssiment del embrio sobre les sieus pes.	Of the umbilical cord on its feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the patient is lying on its feet, then cover those with you and gradually turn the patient into a smaller one, and then equalize that, and then take a foot of it and extend those little by little.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	If they are not inserted into the spaces, then command that patient to express itself, and make that external part conditioned, which will be for the wound if God wills.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	And if that is not possible, then gradually return the patient little by little until you reach the second natural figure, which will be possible at that time.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	And if it is prohibited to use all that we have recommended, then take some mallow and dissolved gum, and grind it well in the mortar for good percussion, and then apply this mixture to the lower part of the woman's belly.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	And then make that ointment in clear water until it reaches the desired consistency.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And when the parts placed on the patient are softened, then apply mithridate and rest it on that.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And when the subfumigation lasts for an hour, then apply it on a cloth, and then make that powder and extract the mouth of the patient, and lift it from there, and press the lowest part of the belly against the stomach with strong compression, which will relieve the pain.
Eyssiment del fet sobre les sieus denols e las suas mas.	The relief of the pain in its lower parts and hands.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	When the pain is relieved in this manner, then gradually engage your fingers into her vagina; and place the woman's body on her back, and her feet downwards, and those be on the bed, and complete her hands.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	And then gently place your hand on their belly little by little, and gradually remove what is between their feet from the soles of their feet until it is prepared in the part that was previously mentioned.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	And if the matter is not forgotten, then take their feet and move them vigorously, and gradually place your hand on what is over their hypochondriacs until the matter can be reached above.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	And then gently insert your hands and equalize the patient little by little, and command the woman to express herself until the matter is forgotten.
Eyssiment del fet latutidinalment pendent una de las suas mas.	The patient lies completely on one of their sides.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	If possible, reduce the abdomen of the patient, but if you cannot do that, then lift the woman and make her go to the bathroom.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	And if she cannot go to the bathroom, then make her lie on her left side, and shake the parts of her vigorously, and gradually administer laxatives that you have and recommend them for enemas.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	When the child is born, then make that sign on the brazen tablet, and study the reduction of the womb, and equalize the figure of the woman, and make her vomit and command her to understand whether she has been delivered.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	The child is lying on its back, with its hands expanded and its foot at the side of its mother.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	The midwife should hold the child's womb and gradually turn it, and that should facilitate.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And when it is equalized and how much it is, then pause over the child's chest with that which we have recommended for oil and mucilage.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	And then command the child to gradually open its mouth, and when you have done that, then make that sign on a brazen tablet and command it to be inclined over the right side, and then command it to understand; and make it vomit.
Exitus foetus praeparati super latus.	The exit of the prepared child is on the side.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When the midwife inserts her hand into the mother's womb in this manner, consider, and then you insert the second finger into that which should be emptied of moisture.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if the fetus is suspended over the face and neck of the patient, then insert your hand into the abdomen to prevent it from being retained and dying.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	And then gently push the fetus towards the parts that are not covered by the second sheet, and send the woman to get some rags, and let the midwife do her job, if God wills.
Exitus geminorum aut foetuum multorum.	The outcome of many twins or multiple fetuses.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	Know that the rags used for twins or multiple fetuses are not natural, and sometimes three or four are needed, but that is strange and causes distress; but it is a natural cause, and not a living one.
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	And count those, whether they are multiplied, one by one, and they are separated by the cord in the navel of each of those, and some rags are used as if it is a fetus born naturally, and its use is with some rags for unnatural purposes, as we have recommended.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	If it is difficult to remove them from their position and they reach the condition we have mentioned about the unnatural figures, then cure those as we have reported.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And if the midwife is skilled and does what facilitates and subtlety, and is timely, and has engineering according to all figures according to what is prepared by the engineer leading to health.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	Remember that which is formed in the womb from embryos and aborts.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Some women give birth to one, two, three, four, five, six, seven, and more than ten, and it is already verified that one woman aborts six times, and another gives birth to all of them, the cause of which is made by the measurement of the glorious saints.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And all of this should be in the knowledge of the midwife that it is very useful for that part which resembles that, and therefore pause on that which she knows.
Capitol .lxxvi.	Chapter 76.
De extraccio del fet quan es mort.	Of the extraction of the fetus when it is dead.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you treat a dead fetus that we have mentioned in the division of medicine and it is not deformed, and you find that the woman is of healthy virtue and not affected by any of the accidents for which she is feared to be lost.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	Then the woman should be lying on her left side, with her head leaning to one side and her legs raised.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	And the assistant should hold two of her hands or be lying on her left side to prevent the woman's body from extending during the extraction of the fetus.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	Then you should moisten the mouth of the woman with oil and a mixture of mint, fennel, and sesame seeds.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	And the midwife should place her hand on those oils and mixtures, and then insert her hand in the womb to help with the extraction of the fetus, and then press on the area where the umbilical cord is attached to the fetus.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	In these cases: then you consider whether the fetus is ready to be born and then you feel for the umbilical cord in the neck of the fetus, or in the collarbone, or in the mouth, or in the palate, or behind the beard, or in the shoulder blades, or in the locations appropriate for the ribs.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	If the swelling is on his feet, then in the plantar fascia, or in the middle of the back.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	And hold the needle with the bent part of the hand, and place the curve of the hand over that place between the thumb and index finger, and insert the hand with ease and put the needle in any of those places we have mentioned, until you reach the cause of the pain.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	Then place and hold another needle in the same position, or the third if necessary, so that it is attached equally, and not stretched too much.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	And let the needle be inserted at all parts, so that the pain of the tooth is relieved as it is done in the extraction of the tooth.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	And hold in that place where the extension is softened; and if any part of it is held, then hold some oil and insert those experiments and turn those that are held.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	Therefore, if the part of the flesh is forgotten, then move the needles to another place that is more appropriate; and do this until all the flesh is forgotten.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	If the limb is bent towards the other and it is not possible to reduce it by traction, then cover that area with a cloth; then extract it from within so that everything is removed, and incise it at the joint or in the groin.
E ayssi cove que fassas en l’autra ma e en les dos pes.	And do the same in the other limb and on both feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	If the head of the bone is large, or if there is an accident in the traction, or if it is not properly adjusted to the cap, then insert spines between the said parts and saw through the head and extract the bone, or use an instrument called "alundat", the shape of which will be shown in the figures of other instruments in the capital.
