Ayssi comensan las paraulas de Albucasim .	And now begins the words of Albucasis.
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	But if you do not have the medicines present, then place it on the first thing that comes to hand, before it starts to rot and change color, and exchange those two vinegars daily, as you have been taught, until it is healed, because you do not need any other medicine in such simple dispositions when the plagues are present.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	If you are afraid that the plague may spread to the main members, then apply lion's wool soaked in quality oil or rose oil, and place it around the areas where the pain is, and leave it there.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	And if you feel pain or putrefaction in your intestines, then apply that which is used for that purpose, and if the poison reaches the intestine and is made to penetrate into its cavity, then apply a strong stiptic black tea, and more so if the poison has reached the intestine and is made to penetrate into its cavity.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	And you should know that the pus from a large intestine is less harmful than the pus from small intestines.
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	It is difficult to heal the intestine that is called “gegunu” from all plague, because it has many veins in it, and its size is large, and its nature is similar to that of nerves.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	If that which proceeds from the wound is clotted blood, and you obtain it recently, reduce it according to your right hand, by which you will equalize the intestines equally.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	If it has passed through the wound and is already white or black, then place your hand firmly on the spot that is darkened by it, to prevent blood from flowing out, which contains veins and arteries in the cloth.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	And then introduce that which is another ligament, and place two extremities of the flesh hanging from the part of the wound on either side of the wound, so that the attraction of it should be from the cavity of the cloth and emission of the wound's blood.
Rememoracio de las plaguas quan accideysso en le budel.	Remembrance of the wounds that occur in the intestine.
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When disruption occurs in the intestine and it is small, it is possible that it can be restored in some people, because they have seen that one who was wounded in his belly by piercing of a lance and the wound was the part direct of the stomach, and the wound was old and made a fistula, and eyssic of its management and ventositat.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	Then I continued the cure of him, although he was not yet ready for healing, but I subtly introduced that which cures and consolidates the area.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	And when I saw that the area was consolidated, I placed over the patient a poultice to prevent any further harm from occurring in his own belly; and he did not suffer from that harm and remained in his usual positions, eating and drinking, and then he was bathed and exercised in his bed.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	And it has been said by many experienced doctors that when a wound occurs in the intestine, and it is small, one should proceed as follows: and you should take large needles; and then adjust the two lips of the wound and place one of those needles with the mouth opening over the two lips of the wound; then when you place it on those and strengthen your mouth, cut off the cap of the wound, where it adheres and does not dissolve.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	And then place another needle near the first one, and do not cease to do this until you have done this with all the wound.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	And then reduce that space and place a cushion under it; and those who are close to the patient should remain outside the intestine until it is healed; and do not cause any harm to the patient.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	It is also possible that the intestine can be pierced with a thin needle instead of a sharp object; and you should take the end of these needles, which is blunt, and place it on the outside of the intestine, wrapped in cloth, and then insert that needle into the wound, and reduce it to the disruption.
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	And this method of stitching is only the second way of trust and hope.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	But if the wound is large and wide, especially in one of the intestines, then it is not possible to sew it up, but only to relieve it, and not heal it completely.
De curacio de zuchem e fistula.	Of the treatment of fistulas and abscesses.
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	You should know that any wound and abscess that becomes inflamed and suppurates, and is then made into an ulcer, and does not consolidate and does not heal completely and constantly bleeds in some part of the body, universally it is called a fistula, and we call it a sinus.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	And in truth, a fistula is a hard, white, painless tumor that is located where the bone is usually located; and to remember this, it is called a bone cancer, that is, pain.
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	And in wet men, the one that gets a lot of sweat; and if the moisture is removed in a few hours.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	And some times this moisture is moved, and it is little, and it is thick, and it is thin.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	And I have already said in the division, as I said about the wounds, that any ulcer that is not healed or is not in the bare flesh is not that but one of these causes: of which one is because of pus under the skin; or because of malice of the ulcer; or because between the ulcer and the lips there is hard flesh that prevents new flesh from forming; or because of moisture in the legs; or because that ulcer itself is rotten and the matter that is at it is of bad quality; or because the medicine is inconvenient for its cure; or when corruption catches in the region, and it is pestilence; or because of the nature of the region, as it is difficult to digest diseases in Saragossa, where it is difficult to heal abscesses by nature; or because there are bones, or because there are many bones.
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	Now that all those causes have been shown, along with their symptoms and their cures in the division of medicine.
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	And I will show you how to perform the cure for a fistula, which is caused by surgical means.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	And you should know that fistulas can occur in all the parts of the body; among those that come to the great veins, arteries, nerves, spleen, intestine, bladder, or some part of the ribs, or some of the vertebrae of the back, or some joint composed of muscle and skin; and these are the ones that are closest to the main body parts.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	And among these fistulas that follow this method are difficult to cure, do not receive treatment, and require hard work and ignorance.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	And if the depth of the fistula does not reach these places that were mentioned, and you wait and trust in its cure, and you want to know about it, then take a probe of iron or steel, and if the fistula goes straight, and you follow it.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	If the fistula is twisted, then use a thin probe to investigate it, as the weight of the person's body can alleviate and straighten the twist.
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	If the fistula is too horrific to be investigated with a probe, it may not be possible to proceed with this method.
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	Then clean the orifices with their respective solutions, as the moisture used to clean one will spread to the others and cause them to rot.
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	And then carefully examine, according to the method that you know how to use, whether there are bones or nerves here, and whether the long fistula or the short one is in its cavity, or if it is a fistula with many openings that is entirely above your strength, your endurance, the patient's pain, and the invention of the pain due to your compression on the area, and similar to the meanings and causes of the accidents to the abscess.
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	And when you have found all these causes in standstill, then proceed to treatment with confidence: and it is that you consider whether it is an apparent fistula near the joint or in the bone, or of nerves, or of an artery, or of a vein, or of one of the places that I have mentioned to you.
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	Then dry the fistula after it has been opened and remove any pus that is in that filter and rotten flesh, and also remove anything that is born in the orifices of the flesh, or from the gallbladder and similar, and cure that within which it is healed.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	If the fistula is of long and deep depth, and is straight, then cut it as much as possible in front of you, and remove all the rotten flesh from that; and apply cotton pads soaked in acute medicines, and introduce those into the cavity of the fistula, which you have understood with iron.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	And do that to it for some time until the acute medicine has corroded everything that is in the cavity of the fistula of the corruption.
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	And then restore it with the ointments that generate healthy flesh until it is healed.
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	If it does not heal by that, then cauterize it according to what we have recommended.
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	If the cause of the fistula is bone and it must be confirmed to you, then inquire about that and seal the second one as we have recommended, unless you prevent any cause of vein or nerve or main member present as we have said.
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	If the bone is revealed to you and it is in any corruption or blackness, then remove that which the corruption covers entirely; and cure that with which the flesh within is healed.
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	And if it does not heal and there is no way to do so as before, then know that you have not reached the complete eradication of the corruption; and then you reveal it again in the second and most precise way, and make the reason for it and its cleansing with a strong fortification, and then restore that.
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	And therefore if it is healed, good; and if not, then know that that corruption is in the depths of the body far away, which has not been achieved, and therefore you cannot enter there except by leaving that.
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	If the broken bone is small, or it is possible to pull it out, then use fine forceps that are suitable for this.
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	And if you have the strength to extract all of them, then do so carefully, and do not leave any of them without cause by your strength.
Mays si a tu fa contrarietat alcuna causa de las humiditatz, e en lor inscizio no ha temor ni error, lahoras inscideys aquelas liaments o carns si so aqui, e deliura les osses.	But if there is any resistance due to the moisture, and they do not cause fear or mistake at the beginning, then insert those ligaments or flesh if they are present, and remove the bones.
Mays si a tu no es preparacio de ostar les osses de la tua hora, lahoras pausa sobre la plagua aquo que poyresca la plagua aquela, e layssa aquela entro que aquo es al enviro de aquels osses de carns e de liamentz, e guarda la plagua que no sia consolidada, e sia constrengida la seccio la qual tu has inscidida en la tua operacio.	But if you do not have the preparation of a bone to replace those bones of your hour, then place that which can harden that area over those bones of flesh and ligaments, and guard that it is not consolidated, and strengthen the section that you have incised in your operation.
Habantz, si temes, pausa sobre lu coto submers en sopre trissat am oli, o coto submers en anguent egipciac, o en alcu dels enguentz vertz, quar quan poyriran aquelas liaments, e les osses son de lor seperatz la ablacio, e de aquels atraccio es alleujada.	However, if you fear, then place over those ligaments three times in oil, or under the anointing of Egyptian oil, or in any of the ointments, because when they harden those ligaments, and the bones are separated from them by the setting, and the attraction of those is alleviated.
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	If there is a large bone like those of the leg or thigh or similar to those, and that which is corrupted from it is only the face of it, then rub that resin only behind where that blackness and corruption is, and then restore the wound.
Mays si aquo que de lu es corrumpyt es gran partida, e la corrupcio ja ha conseguida la medulla del os, lahoras es causa necessaria cerrar aquel e aquel tot inscidir entro al loc on es pervenguda la corrupcio, e lahoras cura aquel entro que sia consolidada.	If that which is corrupted from it is a large part, and the corruption has already reached the marrow of the bone, then it is necessary to close that and that entirely incise into the area where the corruption reaches, and then cure it while it is consolidated.
E yeu recomti a tu aquo que endevenc ad un home en la sua coyssa per que pausez aquela a eyssempli e adjutori sobre la tua operacio.	And I recommend that you use that which has been encountered in a man's thigh for placing a cushion and assistant over your operation.
Foc un home jove per etat entorn xxx ans, al qual accideys dolor en la sua cueyssa, e de las partidas dedintz mauguda es sobre la materia dedintz le cors entro que la materia es pervenguda a la cueyssa, e es materia de apostema am gran apostema, e no foc a lu causa extrinseca.	A young man around the age of thirty, who experienced pain in his thigh, and from the parts that were affected, it was clear that the matter had spread throughout the body where the matter reached the thigh, and that matter was a large abscess, and not an external cause.
E adonc foc extendut le temps am aquela per la error dels metges entro que l’apostema es hubert, e acorrero de lu materias motas, e la sua curacio foc aprop pausada entro que la camba foc fistulada, e faytz son en lu motz orrificis les quals totz getavan poyredura e las humiditatz del cos.	And then the doctor extended the flame to that part of the body where the abscess was located, and matter flowed from it, and his cure was paused with the flame close until the bed became fistulated, and then points were made in the sores which all poured out and removed the humidity from the wound.
E adonc le curec multitut de metges entorn dos ans, e no foc en aquels savia ma en la art, entro que yeu fu appelat.	And then all the doctors took care of him for about two years, and not in those ways but in the heart, until he was called.
E vi la camba de lu e las materias que corrian de lu aquels orrificis per gran cors; e ja le cos de aquel home era tot stabozit e la color de lu era citrina.	And he saw the bed of that person and the matters that flowed from it through those openings, and all the wounds of that man were stable and the color of the wound was yellowish.
E adonc yeu intromesi la tenta ad un de aquels orrificis e pervenguec la tenta al os.	And then he inserted the tent into one of those openings and reached the tent to the bone.
E aprop yeu e perscrutat tostz les orrificis e trobegui aquels pervenir a lor de totas partidas de la camba.	And then he approached and examined all the openings and found that they reached from all parts of the bed.
E adonc yeu me coytegui e inscidegui sobre un dels orrificis aquels entro que descrobegui una partida del os, e atrobegui aquel corromput, e ja era terros e corrumput e denigrat; e era ja corrumpuda una partida de la camba entro que havia penetrat entro a la mezola.	And then he showed and inserted into one of the openings that reached inside where he described a piece of bone, and at the same time he removed that corrupt part, and it was already rotten and corrupted and decayed; and a part of the bed had already penetrated into the intestine.
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	And then apply that which I had discovered and prepared from the exposed bone.
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	And then apply that which was not in the bone but rather the corruption that I had removed and applied, which had already been destroyed.
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	And then apply a consolidating medical treatment for a long time, and it was not consolidated.
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	And then apply that which I had repeated and discovered again on the bone secondly, and again continued the corruption of the bone.
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	And then apply that which I had discovered from that corruption, and then applied it to make the cure of it and its restoration, and it was not restored.
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	And then I discovered another way and did not cease to gradually incise the bone particularly, and performed the restoration of it, and it was not restored until I had incised about a palm of it, and that extracted its marrow, and then applied that with medicine, and it was consolidated and healed.
E no es necessaria iteracio en la operacio de lu e seccio de lu sino per la disposicio de la freulesa de lu e per la paucitat de la tollerancia de lu e paor de lu de mort, quar a lu accidia en totas horas per superfluitat de evacuacio sincopi mala.	It is not necessary to repeat the operation on the patient and sectioning of the patient except for the disposition of the lady's maid and the scarcity of the patient's tolerance and fear of death, because the accident in all hours is due to excessive evacuation syncope.
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	Therefore, healing is for the entire cure, and nothing is in place of hard meat; and it is good to arrange the patient in their own body and restore the patient's virtue; and it is conducted in its arrangements and does not do anything against the patient in ambulation or harm in any cause.
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	However, if the bone is in place of the body already rotten, then you should proceed with this method: and that you take a strong thread and that thread at the end of that bone, and command that it be stretched; and pause that thread of wool thicker than the first thread; and put it on the flesh that is left after the bone, and extend the outside of it to pull the flesh to the parts left, and you uncover the flesh over the place that you want to sew so that the stitch does not hurt the flesh.
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	Pause the table beside the bones correctly, because when you do that, it is not prohibited to use the saw that does not dry out the rotten flesh.
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	Cover the sawing over the rotten area gradually, because if it is in the concavity of the bone corruption and does not appear on its surface, and force the sawing of it another way.
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	And if the bone is rotten and not eminent, advance from one continuous part to another, and the corruption is in the middle or in a part of it, then you remove the flesh from all parts; and place the saw beside, and use the saw of the first part where the corruption is continued until the sawing of the other part is completed.
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	And if the sawing is in the location of the corruption, do it gradually, as we have said.
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	And if the corruption is at the joint, insert into that rotten joint, and saw the bone where the other part continues.
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	And if the corruption is in the continuation of two joints, then do not saw in the ratio but rather in a line.
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	And if the corruption is in the chest or foot, it is difficult; however, you should inquire about the corruption in whatever way it appears to you, and cut that, and remove it according to each disposition that is possible for you, and let everything be corrected by you, when no contrary wind or nerve comes.
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	And you should know what are the saws and the serrations to cut these bones, according to the position of the bones, and the preparation of those, and the size of those, and the subtlety and greatness and purity of those, and their hardness and rarity; therefore, you should prepare all kinds of instruments suitable for that operation.
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	And you should know that that operation means to you on the specialty of the instrument that you need; when you are great in study and long and knowledgeable of the ways of this art, and testimony of the ways of illnesses, then you will have already learned all these things for yourself, what is suitable for each instrument for each illness.
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	And you will find the number of simple instruments that you will use in this chapter, which you will process according to your prohibition, which you will experience on the others.
Forma de serra:	Saw blade.
Forma de autra serra:	Other saw blade.
Forma de autra serra:	Other saw blade.
Forma de autra serra gran:	Large other saw blade.
Forma de ray:	Ruler.
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	The head of this ruler should be in the shape of a star-shaped crown, and its points should be in the form of asterisks.
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	And it is not advisable to use those when the joints are damaged, or if the mouth is very wide open.
Forma de razori major dels autres:	Larger razor than the others.
Forma de razori menor:	Smaller razor.
Forma de razori lat:	Broad razor.
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	Make the other saw blade in a way that is not too sharp, with a curved edge and a dull point, and the handle of the saw should be made of wood.
Forma de lu:	Shape of it.
Forma de razori en la qual ha concavitat:	A form of a razor that has a hollow:
Forma de razori autra subtil:	Another form of a thin razor:
Forma de autra razori de curvada extremitat:	A form of another curved-ended razor:
Forma de rasori petit semblant a tenta:	A form of a small razor similar to a needle:
Forma de incisori am le qual so inscidit les osses:	A form of an incisor that can cut through bones:
Forma de inscisori autra minor:	Another form of a smaller incisor:
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	A form of another incisor that resembles a ray, with its end shaped like a saw, and is used in certain places in the ratio of bones:
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	A form of a ray that is suitable for the ratio of the one that is pierced through bones:
E la extremitat de lu es triangulada e de aguda extremitat.	And its end is triangular and has a sharp end.
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	And it is made of Indian iron, and similarly covered with a coating that all the causes that we have mentioned about razors and incisors and saws.
De inscizio extremitatz e de la serratura dels osses.	Of the cutting ends of bones and the sawing of bones.
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	The ends can be sharp or due to an intrinsic cause or an extrinsic cause, or when you have cured that corruption by the use of those medicines and the cure does not follow, or sometimes the corruption causes the member to die without any cause, then cover that member within that area where the corruption is, so that the patient may escape from that death or harm that is greater than the member.
E le senhal de aquel al qual accideys, es que·l membre es fayt negre entro que sia cujat que foc la ja comburit, o se poyreys aprop la negror entro que la poyredura aquela ane entro aquel membre que siec lu e que prengua tot le cors; e donc coyta te am inscizio de aquel.	And the limb of the one who suffered, it is that the member was made black before it was cooked by fire, or if it was poorly cooked, then bring the blackness inside before the wound enters that member and takes over the whole body; and thus you should begin to treat that.
E semblantment si es causa de la corrupcio percussio de alcunas causas venenosas ayssi cum de scorpio mari o de vupera o de rutela e de semblantz.	And similarly, if it is caused by corruption due to certain poisonous causes such as from a scorpion marsh or from viper or from ruta and the like.
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	And if the corruption or poison is at the end of that limb, then you should insert it and not give space to the corruption so that it does not enter into the body.
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	And similarly, if it enters the body, then you should insert that of the root of the torch, and not give space to the corruption until it takes hold in the arm of the torch.
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	And if that fails, then insert the arm into the body at the joint.
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	And if another corruption passes around the body, then in that case the patient dies; and administering another cause in cure is of no use in treatment.
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	And similarly, when decay has caused the death of the foot, then you insert that into one of the bones.
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	And if you take the sole of the foot, then you insert the entire foot.
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	But if it is possible to enter the knee, then you insert the thigh into the joint of the knee.
