Ayssi comensan las paraulas de Albucasim .	And now begins the words of Albucasis.
Las formas de spatimis, les quals so amaguatz entre los ditz deves la perforacio dels apostemas e no les percebo les malautes, e so de tres specias: gran, migier e pauc.	The shapes of spatulas, which are hidden between the mentioned punctures for the opening of abscesses and do not pierce the patients, and there are three kinds: large, medium, and small.
E aquestas so las formas de aquels:	These are the shapes of those:
Las formas de ventozas am las quals es abscindit le flux del sanc, e so de tres specias; gran, migiera e pauca; las formas de lu:	The shapes of those: which are cut off from the flow of the blood, and there are three kinds: large, medium, and small; the shapes of which are:
Sian faytas de eram citri, redondas am alcuna longitut , e sian subtils.	These are the shapes of eggs, round in some cases and thin.
E cove que sian aquestas specias de ventosas deves tu grans, migieras e paucas, per so que per aquelas abscindas flux de sanc am velocitat en necessitat, e lahoras quan a tu primieyrament no es medicina.	And make sure that these types of breezes are strong and few, so that for those who need to expel blood quickly, they can do so with velocity, and later when you first begin, there is no medicine.
Enpero no uses de aquelas ad abscidir sanc en tot loc del cors, e non uses sino en locs carnoses, ayssi cum en les lacertis de las cambas e de las coyssas, e en les lacertz dels brasses, e de las mamillas e del ventre e dels engonars, e semblantz a lor dels lacertz carnoses humitz.	However, do not use these to abscess blood in every part of the body, and only use them in fleshy places, such as on the backs of the thighs, and on the chest, and on the breasts, and on the belly, and on the groin, and similar to those fleshy parts.
E alcunas veguadas son faytz de aquels strumentz autres petitz semblantz scorsas de fisacs segon aquesta forma; per les quals lo sanc es abscindit quan es fayt per fleubotomia, o deves inscizio de vena o de arceria.	Some veins are made of these other tools, similar to lancets, in this form; through which the blood is expelled when it is done by phlebotomy, or you must begin from a vein or an artery.
E alcunas veguadas son faytas redondas segon aquesta forma:	And some veins are made round in this form:
Capitol .xlvii.	Chapter 47.
De la cura de las mamillas dels homes las quals so asembladas de femnas.	Of the treatment of male breasts that are similar to those of women.
Alcunas veguadas so infladas las mamillas de alcus homes deves le compliment del dormir cum comensan esser pellutz, e aprop so infladas las mamillas, e so asembladas las mamillas de las femnas, e romano apostemosas, lejas.	Some women inflate their breasts with air to enhance their appearance as they begin to lose their youthful fullness, and then deflate the inflated breasts, assemble the sagging breasts of women, and apply them far away.
E ad aquel que avoreys aquo, cove que inscidisca aquelas am seccio lunar segon aquesta forma, de la linha de .B. entro a la linha de .G., e aprop excorja la groceza tota, e aprop uempla la plagua de medicament encarnatiu, e aprop ajusta las doas labias de la plagua am cosidura, e cura aquel entro que sia sanat.	And to those who apply that, cut those lunar-shaped amulets according to this shape, from the line of .B. to the line of .G., and then remove the entire scab, place the ointment on the wound, adjust the edges of the wound with a matching bandage, and cure that before it becomes healthy.
Mays si la mamilla declina a las partidas dejos e es mollificada per la sua magnitut ayssi cum endeve a las femnas, lahoras sia fendut en dos latz sieus pus sobiras, am dos seccios semblantz a figura lunar, de las quals quascuna sia contenguda en l’autra deves la fi de quascuna, entro que sia que la linha major contengua la menor segon aquesta forma de la linha de .B. e la linha de .G. E aprop excorja la codena la qual es entre dos labias de la plagua, e osta la pingueza, e aministra aquo que havem dit de la sutura e de las polveras aquo que es necessari en la curacio entro que sia sanat.	And if the breast declines to the parts behind and is softened by its own weight, as it often happens to women, then cut it into two parts, similar to lunar shapes, each containing the other at the tip of each, so that the longer line contains the shorter one according to this form of the line of .B. and the line of .G. Then remove the scab that is between the edges of the wound, eliminate the pus, and administer what we have said about the suture and the powders that are necessary for healing before it becomes healthy.
E si tu non conpleysses la inscizio de aquo que cove inscidir per la inquietut del malaute, e per flux de sanc, lahoras cove que huemplas la plagua de coto submergit en enguent corrosiu e layssa aquel entro que aquo corroda que es romas de la grayssa, e aprop cura aquel entro que sia sanat.	If you do not complete the initial incision as required by the patient's uneasiness and bleeding, then cover the wound with a cloth soaked in corrosive liquid and leave it to be eaten away by that which is like a leech, and then cure the area where it has been eaten away.
Capitol .xlviii.	Chapter 48.
De perforacio de apostemas que veno dejos le titillic.	About the puncturing of abscesses that come from the breasts.
Aquetz apostemas que veno dejos le titillic so de las specias de scrophulas, durs, las quals conte una pel que es sac.	These abscesses that come from the breasts are of the species of scrofulous, hard ones, which contain a pus.
E de aquelas so alcunas que conteno humiditatz; e aquelas que conteno humiditatz cove que sian inscididas am seccio lunar segon aquesta figura: de la linha de .G. a la linha de .B. E cum es tot evacuat aquo que es en le apostema de la sania, lahoras tu le comple de coto viel e leysa le entro al autra dia.	And of those that contain moisture, some are incised with a lunar section according to this figure: from the line of .G. to the line of .B. And as soon as all that is in the abscess is evacuated, then you close it with stitches and leave it until the next day.
E aprop le coto sia ostat e sia curat am enguent convenient ad aquo, entro que sia sanat.	And as soon as the wound is closed, it should be treated with an appropriate liquid until it is healed.
E si le apostema de las specias dels nodes es, e de las scrophulas, lahoras tu scindeys sobre aquel ayssi cum havem dit en la seccio sobre las scrophulas engualment.	And if the abscess of the glands under the armpits and the scrofulous ones is present, then you should lance them as we have described in the section on scrofula equally.
May si la plagua es extenduda en aysso que yesca poyredura, lahoras administra en lu cauteri segon que en aquo havem denant dit.	And if the plague is extended to an area that cannot be reached by a lancet, then administer the cautery according to what we have said in that case.
Capitol .xlix.	Chapter 49.
De seccio de apostemas que accideysso per arceria o per vena.	Of the incision of abscesses that occur by puncture or by vein.
Quan arceria es rompuda, e la codena es consolidada la qual es sobre aquela, lahoras motas veguadas accideys apostema E les senhals per les quals es conoguda que imflamacio e apostema sian per la arteria o per vena: quar quan apostema es per arceria es lonc agreguat en le preon del cors; e que quan inpelleysses le apostema am les tieus ditz, sentes en lu quays sia stridor.	When the puncture is broken, and the skin over it is consolidated, then abscesses and signs occur by which inflammation and abscess are known to be caused by artery or vein: because when the abscess is by puncture, it is longer attached to the front of the body; and that when you press the abscess with your fingers, you feel a noise in the area.
E aquel que es per vena es redon al manifest del cors.	And that which is by vein is round like the belly.
E seccio sobre aquest apostema es error, e majorment en aquel que es dejos las aysselhas, e en les angonars, e en le col, e en motz locs del cors; e es mot gran, donc cove que la sua curacio am ferr sia esquivada, e aquel que es en las extramitatz, o al cap, cove que sia evitat.	And incision over this abscess is wrong, and especially in those that are near the armpits, and in the elbows, and in the back, and in many places of the body; and it is great, therefore be careful that its treatment is avoided, and that which is on the outside, or on the head, should be avoided.
Mays sobre aquel que es de lor per imflacio de l’orrifici de la arceria, scindeys en la codena seccio en le lonc; e aprop huebre la seccio am uncis e aprop la arceria, e deliura de las tunicas entro que sia descuberta.	Over the affected area, which is their own due to inflammation of the orifice of the archery, cut through the dry section in the long; and then remove the section with tweezers and remove the archery, and remove the tunics within which it is discovered.
E aprop met sobre aquel agulha e fay aquela penetrar entro al autre latz, e estrenh la arceria am fiel doble en dos locs, — la qual causa yeu a tu eyssenhegui en extraccio de doas arcerias les quals so en les templars.	And then place the needle on that side and make it penetrate into the other side, and stretch the archery with a double fold in two places, — which causes you to have seen in extraction of two archeries that were in the temples.
E aprop punh le loc le qual es entre dos liamentz am spatum entro que yesca le sanc tot que es en lu, e sia dissolvut le apostema.	And then push the area between two limbs apart by an inch and a half into which the swelling is completely within it, and dissolve the abscess.
E aprop administra curacio en la qual es engendrat poyre entro que caian les liamentz; e aprop cura aquel am enguentz convenientz ad aquo entro que sia sanat.	And then administer treatment in which pus is generated within it until the limbs fall; and then cure that with suitable remedies to that until it is healed.
E si es apostema per seccio de vena, lahoras cove que tu tenguas am la tua ma aquo que es a tu possible del apostema am la codena, e aprop intromet la agulha dejos le loc le qual tu has tengut dejos la tua ma, e fay aquela penetrar; e sia en aquela fil doble entro que tu extraguas aquel del autre latz, e aprop ligua le apostema am bo liament segon que yeu he dit a tu en le liament de uva4 de doas partz am doas extremitatz del fil.	And if the abscess is due to the section of the vein, then make sure you have your hand on that which is at your possible distance from the abscess and the cut, and then introduce the needle behind the area where you had your hand, and make it penetrate; and then double it in that thread until you remove the other side, and then tie the abscess with a string according to what I have told you in the thread of two parts of two extremities of the thread.
Mays si temes que extraguam le fil, lahoras entromet le fiel am aquela agula dejos tot le apostema deves la inscizio de la agulha primieyra, e strenh les tieus fiels en quatre locs.	If you are afraid of puncturing the skin, then insert the needle at an angle to the entire abscess from the beginning of the needle, and strengthen the four threads in different places.
Aprop secca le apostema en le mieg loc de lu entro que quan es yssit aquo que es en lu, lahoras tu inscideys la superfluitat de la codena, e layssa aquo que de lu es liat.	Then dry the abscess at the middle place of the patient before he lies down, so that when he lies down with that, you insert the excess of the bandage, and leave what is left from it.
E aprop pausa sobre lu pulvil le qual has submergit en vi e oli, e aprop administra la curacio la qual es fayta am calguas e enguentz entro que sia sanat.	And then place the cushion that you have soaked in wine and oil on him, and then administer the cure that is made with garlic and onions until he is healed.
Capitol l del apostema le qual accideys per torcio de nervis.	Chapter 1 of the abscess that occurs due to twisting of nerves.
Ayssi cum accideys apostema en arceria e en vena, e semblantment accideys apostema en les nervis quan accideys en lor percussio o accideys per trebal superfluable, e per semblantz.	Such as abscess in the arc and in the vein, and similarly abscess in the nerves when it occurs due to their impact or excessive work, and so on.
E es fayt le mays de lu en les locs dels adjutoris o del talo, o en tot loc en le qual so maugudas las juncturas.	And it is made in the most painful places of the helpers or the heel, or in any place where there are many joints.
E es apostema greu, e es asemblat a la color del autre cors, e es en las majors de lu disposicios ses de lor e quan es streyt am vehementia, sent en lu le malaute semblant stupor.	When the abscess is large and resembles the color of the other body, and it is in the upper part of the leg, and when it is pressed with force, the patient feels a similar shock as if struck by lightning.
E no es apostema agreguat en le preon del cors, e per so es dejos la codena, e el es maugut a tota partida e no va a las partidas denant ni detras.	And the abscess is not attached to the front of the body, and for this reason it is left untreated, and it spreads throughout the entire body and does not go towards the front or back.
Donc aquo de aquels que es en las juncturas no cove que sia envasit am ferr, quar fort leu endevenguera contracio.	Therefore, those who have it at the joints should not be pierced with iron, as it may cause contraction.
Mays aquel que es en le cap o en le front fen la codena am spatum.	But those who have it on the head or forehead should use a needle.
Mays si es apostema pauc, lahoras te aquel am les forfecs e abscindeys aquel de razitz.	But if it is a small abscess, then use forceps and remove the one from the root.
E si es gran, lahoras tu le suspen am unci, e excorja aquel, e aprop osta aquel; e ajusta la plagua am sutura, e cura aquel entro que sia sanat.	And if it is large, then hang it with an umbilical cord, and scrape it, and remove it; and place the wound on a bandage, and cure it before it heals.
Capitol .li.	Chapter 51
De seccio de apostema le qual accideys de cheil que accideys al ventre.	About the rupture of an abscess that occurs in the mouth and also in the abdomen.
Endeveno ad alcus homes motas veguadas en les ventres de aquels e en las autras partidas del cors de aquels theils les quals son apelatz funguals per similitut de aquels am funges, dels quals la razitz es subtil e·l cap de aquel es gros; e ja las labias de aquels so conversas, e es de aquels que es petit, e es de aquels que es mot magnificat.	When the male genitalia are swollen in the bellies of those who have them and in other parts of their bodies, which are called fungal due to their similarity to mushrooms, with a subtle head and a large base; and their labia are already open, and they are from those who are small, and they are from those who are very magnificent.
E yeu ja e vist un, e en le ventre de lu eran dos theils les quals eran mays a funges semblantz, e no era diferencia entre aquels blancs, de menuda razitz.	And I have seen one, and in his belly were two parts that were more like mushrooms, and there was no difference between those white ones, of smaller size.
E ja las labias de aquels eran enversadas e se fendian, e humiditat corria de aquel tot temps.	And their labia were turned inside out and they were deformed, and moisture ran from it all the time.
Donc yeu inscidegui aquels e atrobegui en la un en pes quays xviii unc. e l’autre quays vi unc.	Therefore, I inserted those and again in one foot, eighteen unciae, and the other, sixteen unciae.
E la operacio en la inscizio de lor es que consideres lahoras si·l malaute es humit, e la color de atheil es blanca, humit, de subtil razitz; lahoras tu le inscideys am spatum lat, e sian en la presencia tua cauteris en le foc, quar motas veguadas deves la seccio de lu es expellit mot sanc; e si te ventz le sanc, cauteriza aquel.	And the operation at the insertion of theirs is that you consider whether the patient is wet, and the color of the thigh is white, wet, of subtle size; then you insert it with a spatula, and in your presence cauterize it in the fire, because swollen parts of it are expelled by drying; and if you find the dry, cauterize that.
E si vezes le malaute pauruc e temeros, guarda te de inscizio am ferr; mays lahoras pren fiel de plom recent fayt, e strenh am aquel atheil, la manieyra del qual es aquela que havem dita; e leyssa aquel per dos dias.	If you see the patient is weak and afraid, first take a sharp knife; then later take a recent blood clot, strengthen that wound, the one we have mentioned; and leave it for two days.
E aprop ajusta en la strictura del fil de plom; donc, no cesses strenher le plom granre devetz en theil, entro que sia abscindit e cayha per se ses trebalh.	Then adjust it in the structure of the blood clot; therefore, do not cease to strengthen the large wound in the thigh until it is completely removed and falls off on its own.
Mays si theil es de grossa razitz, lahoras en la inscizio de lu es alcuna causa de temor e de paor, e majorment en aquel que es en le ventre.	However, if the thigh is of great size, then there may be some cause for fear and terror, especially in one that is in the belly.
Mays possibla es que tu inscindas la maytat de lu , e aprop cauteriza aquel per que no retorne.	However, it is possible that you incise the abdomen of the patient, and then cauterize that so that it does not return.
E aprop cura aquel entro que sia sanada la plagua.	And then care for it until it is healed.
E guarda te que tu no presumas inscidir theil le qual es de fusca color, de pauc sentiment, de leg reguardament, quar aquel es absi cancros.	And be careful not to incise the thigh that is dark in color, has little feeling, and is regularly shaped, as that is cancer.
E yeu vindre am rememoracio de cranc aprop aysso.	And you will remember this for future reference.
Capitol .lii.	Chapter 52
De curacio de eminencia del umbilic.	Of the cure of the abdominal area.
Eminencia del umbilic es fayta per motas causas; o per fissuras del ciphac le qual es sobre le ventre, e yeys de lu la tela o budel segon que endeve en las autras rupturas; o per sanc le qual flueys de vena o de arceria segon que es denant dit, o per ventositat coarctada en lu.	The abdominal area is affected by various causes; either by fissures of the navel which are on the stomach, and from there the intestine or hernia comes out according to what is mentioned in other ruptures; or by ulcers which flow with blood or with an artery according to what is called this, or by constricted ventosity in it.
Mays si es per fissura del ciphac e per yssiment de la tela, lahoras la color del apostema es semblant a la color del cors; e es leon ses dolor, e aprop appar de divers situament.	If it is by fissure of the navel and by protrusion of the intestine, then the color of the abscess is similar to the color of the body; and it is lion's pain, and appears in different positions.
E si es per egressio del budel, lahoras le situament de aquel am lu de aquo que havem recontat, de mays vehement diversitat, e cum tu premes aquel am les tieus ditz es occultat, e aprop retorna; e fort leu es am lu so, e es magnificat mot deves le introt de banh e vehement trebalh.	And if it is by protrusion of the intestine, then the position of that one is towards that which we have mentioned, with greater diversity, and when you press that one with the fingers as indicated, it disappears, and then return; and very often it is towards that, and it is a magnificent sign that the intestine must be introduced and great labor.
Mays si per humiditat, lahoras es leon e no es occultat quan premes am la tua ma, ni es constrengut, ni es cregut.	If it is by moisture, then it is lion's pain and does not disappear when you press your hand, nor is it constricted, nor is it cracked.
E si es per sanc, lahoras am aquestz senhals apareys le apostema a negror declinant.	And if it is for abscess, then use these signs to locate the pus declining.
Mays si es per carn nada, lahoras es apostema greu, gros e dur, e es ficat segon una quantitat.	But if it is for meat, then use these signs to locate the abscess, which is large, hard, and fixed in place.
Mays si es per ventositat, lahoras le tocament de lu es leon.	But if it is for swelling, then use these signs to locate the touch of it, which is like a lion.
E la operacio en lu es que consideras lahoras si la eminencia de l’umbilic es per sanc de arceria, o de vena, o per ventositat; lahoras cove que sias prohibit de la curacio de lu, quar en aquela es temor e paor ayssi cum t’e ensenhat en le capitol en le qual he dit les apostemas per arceria e per vena.	And the operation in it is considered as follows: whether the prominence of the navel is due to abscess from artery, vein, or swelling; then it should be prohibited from treatment, because in that case there is fear and panic as you were taught in the chapter where he mentioned the abscesses from artery and vein.
E si la eminencia del umbilic es per le budel o per la tela, lahoras cove que comandes al malaute que tengua le ale sieu, e sia stant extendut; e aprop senha am tenta en le circuit de tot le umbilic, e aprop comanda a lu que stia envers entre las tuas mas sobre le sieu dos, e aprop circunda am spatum lat en le circuit del umbilic sobre le loc le qual has senhat am la tenta; e aprop exten la maytat del apostema a las partidas desus am unci gran; e aprop lia en le circuit am fiel fort o am ceda e la manieyra del liar decent.	And if the prominence of the navel is due to hernia or skin, then command the patient to hold their own hand, and be standing extended; and then use a probe in the entire circumference of the umbilicus, and command that it be held between your hands on the sieu dos, and then wrap the space lat around the circuit of the umbilicus over the location you have previously marked with the tent; and then extend the margin of the abscess to the parts above the ankle; and then apply a firm or gentle knot and the method of tying the ligature.
E aprop huebre le mieg del apostema extendut sobre le liament e intromet le dit tieu en aquel indic e quereys le budel; e si tu l’as atrobat ni guardat per le liament, lahoras tu extratz alxorati e impelleys le budel a las partidas dedintz del ventre.	And then approach the abscess with a sponge extended over the skin and introduce the pointed instrument into that point and try to draw out the intestine; and if you have not done so before or do not protect it with the skin, then remove the pus and push the intestine to the parts of the abdomen.
E si has atrobada la tela, lahoras pren aquel am unci; e inscideys las superfluitatz de lu.	And if you have found the skin, then take that needle and scrape off the excess of it.
Mays si es contraria a tu arceria o vena, lahoras circunda aquel mot, e aprop retorna a la tua operacio; e pren dos agulhas e met en aquelas dos fiels fortz e entromet dos agulhas en le circuit le qual has feyt entorn le apostema en manieyra de crotz, las quals fassas penetrar; e aprop strenh le apostema en quatre partidas sobre las agulhas.	But if it is against your arc or vein, then circle that point, and return to your operation; and take two needles and put them in those two fields strong and introduce two needles around the abscess in the manner of a cross, which you make penetrate; and then strengthen the abscess in four parts over the needles.
E si tu vols, osta las agulhas e leyssa le loc entro que poyresca la carn extenduda e caia per si; o inscideys aquel quan es subtiliat e se poyreys, e aprop cura aquel am aquo que cove dels enguentz entro que sia sanat.	And if you want, remove the needles and let the place where the flesh extends and falls out; or scrape that which becomes thin and seeps, and then heal that which covers the mouth with water inside that it is healed.
E si la eminencia del ombilic es de carn nada en lu o per humiditat, lahoras cove que tu conquaves le apostema ayssi cum havem dit e estraguas le sanc o la humiditat, la qual atrobas en lu, e aprop cura aquel am aquo que cove e que consolide le loc.	If the prominence of the navel is made of flesh and there is no pus or moisture in it, then cover it as we have said and remove the pus or the moisture that is in it, and then care for that wound with something that covers and heals it.
Capitol .liii.	Chapter 43.
De curacio de cranc.	About the cure of the neck.
Ja havem dit, en la divisio, de specia de cranc e en qual manieyra es via a la curacio de lu am medicinas, e que es squivador en lu la curacio am ferr per so que no sia ulcerat; e havem dit cranc engendrat en la mayra e cautela de la curacio de lu.	We have said, in the division, about the neck and how to cure it with medicine, and that it is necessary to be careful in its cure so that it does not become ulcerated; and we have said that the neck generates in the most and greatest care of its cure.
E diyssero les antics que alcunas veguadas cranc es en loc on es possibla la eradicacio de lu, ayssi cum de cran le qual es en las mamillas o en la coyssa e a lor semblantz dels membres allocat a estrayre tot aquel, e majorment quan es comensant petit.	The ancients said that some neck wounds are in a place where it is possible to eradicate them, such as a wound on the neck that is in the mamillas or on the cushion and similar to the members allocated to stray all of that, and more so when they begin small.
Mays quan es antiquat e es gra, no cove que te propries a lu, quar yeu non pogui sanar de aquel alcu ni no he vist autre, ni que sia pervengut ad aquo.	But when it is old and large, do not cover it yourself, because I have not seen any other that can heal from that or has reached that.
E la operacio en lu es quan es allocat ayssi cum havem dit, es que tu precedescas e laysses le malaute e purgues de colera negra alcunas veguadas, e aprop sagna aquel, si es atrobada replecio manifesta.	And the operation is performed as we have said, by preceding and laying the patient down, and purging them of black bile for some time, and then stitching it up, if found to be manifest bleeding.
E aprop prepara le malaute am preparacio en le qual sia locat am operacio, e aprop prohiceys en le trauc uncis les quals cove ad aquel; e aprop concava de tota part am la codena sego bona perexcrutacio entro que no romangua alcuna causa de las razitz de lu.	And then prepare the patient for the operation, and prohibit them from eating anything that could cause any of the reasons for the operation. And then examine everything thoroughly until there is no cause for the operation.
E layssa correr le sanc, e no abscidas aquel leugierament, e exprem les locs, e abstergeys le sanc gros tot am la tua ma o am instrument am le qual es a tu possible dels instruments.	And let the blood flow, and do not stop it in that way, and express the places, and wipe off the blood completely with your hand or with an instrument that is as clean as possible among the instruments.
Mays si a tu fa contrarietat de sanc gros inscizio de vena o de arceria, lahoras cauterisa aquela entro que·l flux del sanc sia cessat, e aprop cura aquel am l’autra curacio entro que sia sanat.	But if you find resistance of heavy bleeding from the vein or artery, then cauterize it while the blood flow is still going on, and then care for it with another method until it is healed.
Capitol .liv.	Chapter 44
De curacio de ydropici.	Of the cure of hydropsy.
Nos ja havem recomtat, en la divisio, de las specias de ydropici de l’aygua, e les senhals de quascuna especia, de la curacio de lu am medicinas.	We have already discussed, in the division, of the species of hydropathy of water, and the symptoms of each species, of its cure with our medicines.
E aquela la qual es curada am ferr no es sino la specia de althitas sola, e no es aproximat am ferr a la specia de timpanistres ni a la especia de yposarcha, quar aquo es mortal.	And that which is cured by iron is not just the species of althitas alone, and it is not approximated to the species of timpanists or the species of hypostasis, because that is fatal.
E quan tu ja has medicat aquesta especia de ydropici timpanistre am medicinas e no comfereys la tua medicacio, lahoras considera, quar si al malaute ja es conseguida debelitat, o es am aquel autra malautia otra ydropici, ayssi cum si es en lu tos o cos de ventre e semblant ad aquels, lahoras guarda te que no le mediques am ferr, quar temor es sobre aquo.	And when you have already treated this species of hydropathy timpanist with your medicines and do not compare your medication, then consider, because if the patient has already been weakened, or is another patient with another hydropathy, such as if it is in the throat or stomach and similar to those, then be careful not to treat it with iron, because there is fear about it.
Mays si tu vezes le malaute de vertut exuberant, e am lu no es autra malautia sino ydropici tant solament, e no enfant ni vielh, lahoras la manieyra de la operacio de lu es que tu eleves le malaute entre las tuas mas, e le ministre aprop lu exprema le ventre de lu am la sua ma, enpellen la aygua a la partida dejos del pentenilh, e aprop pren spatum spinos segon aquesta forma:	But if you see the patient of great virtue, and it is not another disease but hydropathy only, and not in infants or the elderly, then the method of the operation for that is that you lift the patient between your hands, and give them water to the exact part of their belly with their hand, pushing the water to the part behind the navel, and then take a sponge according to this form:
sia de dos partz agudas lonc, de aguda extremitat ayssi cum spatum; mays empero sia en lu alcuna brevitat petit a petit, per so que en la operacio am aquel no passes entro al budel, e que ledas aquel.	Should be two sharp points long, from the sharp end with a spatula; but rather should be in some shortness little by little, so that in the operation that one does not pass into the intestine, and that it does not tear that one.
E aprop considera si la generacio de ydropici es de part dels budels, quar lahoras cove que tu am la seccio te alonhes del ombelic per la quantitat de tres ditz a las partidas dejos, en le dreyt de lu sobre le pentenilh.	And then consider whether the generation of hydrocele is from the intestines, because it is customarily believed that you have the section along the abdomen for the amount of three fingers behind it, on the right side of it over the peritoneum.
Mays si la generacio de hydropici es per malautia del fietge, lahoras la tua seccio sia sinistra del ombilic per tres ditz.	But if the generation of hydrocele is due to a defect in the diaphragm, then your section should be on the left side of the umbilicus for three fingers.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	And if the generation of that one is due to the left side, then your section should be on the right side.
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	And do not let your section be on the side on which you want to place the patient so that the excess does not flow to that place.
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	And then perforate with the instrument all the capsule, and enter into that section, and raise your hand between the capsule and the syphac, and you excise that one; and if the amount of one nail or approximately.
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	And then, approach and pierce the skin until it reaches the space where the water is located.
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	Then, extract that and insert an instrument of which this is the shape:
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	And it is similar to a silver needle; it is made of silver or of thin iron, to which at the lowest part of it there is a small hole, and on its sides three holes: two from one side and one from the other side; and it is made at its tip incised according to the manner of a pen, as follows:
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	And at the upper part of it is a ring, which when the instrument reaches the water, then slightly above the instrument, and thus evacuate the water in small quantities, because if you evacuate from there too much, very often the patient dies from the resolution of their spirit animal, or accidents occur to them that are approaching death.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	Do not evacuate from there according to the quantity of the water and according to what means to you the dispositions of the patient regarding the benefit of their leg and their good.
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	And then remove the instrument, and release the liquid that causes this, which is usually held back by the cord that you recommended to cut in order to pierce that second one with that method.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	And then repeat the process on the other side if the patient tolerates it, and remove a small amount of liquid each time, and do this for several days until the danger passes, and be careful not to let too much of the liquid out.
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	However, if you are worried about the patient and let out a large amount of liquid, then treat that area with a burial in sand and a poultice made of bread dough, and expose it to sunlight for a long time; and treat that area with desiccative medicines until it is healed.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	And cauterize the stomach, and the muscle and the skin around it as soon as you have finished removing the liquid, following the method that I previously mentioned.
Capitol .lv.	Chapter LV.
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	Of the treatment of children who are born without a natural opening for urine.
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	Some children are born from the womb of their mother with the head of their umbilical cord not pierced (or it is straight or it is not in its place).
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	Therefore, carefully pierce the umbilical cord as soon as it is born with a thin needle according to this form.
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	And then place a thin nail with a thick head on it and tie it for three days or fourteen days.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	And when they want to urinate, remove it; and then return it.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	And if you do not place the head, it is possible that the urine that passes over the area does not clean this wound.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	And if the one who was tied is straight, it should be treated with a nail as we have said, for three days until it is healed.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	And if the one who was tied is not in its place, it causes a fistula, which is because of those who are born and the umbilical cord is not in its place so that they cannot urinate to the parts below, until the umbilical cord raises the umbilical cord to the parts above; and it is not at birth, because then the sperm cannot reach the mother correctly, and it is a malady due to a lack of nutrition.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	The method of operation in this case is that the patient should be placed on their back, and then extend the head of the knife towards the left hand of the operator, and insert the point of the knife into the second incision, as if writing with a pen, or so that no part is torn, so that the edge of the knife resembles the edge of the knife and that the tissue falls into the second incision after the operation.
