Ayssi comensan las paraulas de Albucasim .	Thus begins the vocabulary of Albucasis.
E ayssi cove que fassas en l’autra ma e en les dos pes.	And make sure to do the same in the other arm and both feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	If the head of the fetus is large, or it has been dislocated in the neck, or it is at the back of the head not adjusted, then make sure to insert between these spines and cut the head and remove the water, or use an instrument called "alundat", the shape of which will come from the shapes of other instruments in the capital that is appropriate for this.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	Similarly, do this if the fetus is naturally large: and then make sure to insert that into the forceps, or use an instrument called "alunda" as we have said; and remove the bones with the forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	If the head is exposed and restrained by the furcula, then cut through it so that the moisture that is in the chest may be drained.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	If it does not complicate matters and the patient is not overweight, then you should insert the head as soon as possible according to your ability.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the left side of the abdomen is swollen or in hydropsy, then you should pierce that through which the moisture that is in it flows.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	If the child is on its feet, then the direction of the umbilical cord should be towards the mother's mouth and the direction of the mouth towards the child's mouth.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	If the abdomen and chest are restrained, then you should remove that cloth which has covered your hand, and then cut through the abdomen and chest so that that moisture flows out of them.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	If the other members are still attached and the head returns, then insert your right hand; but if the mother's mouth is open, then introduce your hand into the vagina, and surround the child's head, and push that against the mouth of the mother, and then insert one or two fingers, and pull out that.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mouth of the mother is closed by an abscess that has occurred to her, do not force it open; before doing so, cover the area with warm moist compresses.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	And apply ointments; and follow the patient with waters that soften and moisturize.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	And if the wound is on their side, if possible, it should be pointed: and that which we have said about the living wound should be administered.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	And if that is not possible, then it should be incised and extracted.
E cove que non layssas alcuna causa dedintz de la segondina.	And make sure that there is no cause of decomposition in the second day.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	And when you have completed all your operations, administer that which we have said about the treatment of abscesses which have occurred to the mother.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	And if there is a flow of sanctum, then draw out in stopping waters and administer the other treatment.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	And I have already seen a woman in the belly of whom was dead, and above that other fire began to burn, and above the dead fire another was made.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	A long time ago, the man had an abscess in his belly; and when fire was brought over, he began to tremble violently.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	He was called for treatment and treated for a long time, but the wound did not heal.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	Then he placed some strong-adhesive plaster on him for several reasons, and after a few days, he removed another bone; and again, after a few more days, he removed another one; and he was very surprised because there were no bones in his belly.
E adonc yeu cogitegui que eran dels osses del fet mort.	And then he thought that they were bones from a dead fetus.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	Then he continued to extract bones from him, and removed many bones, which were already in various positions in his belly, and had been there for a long time, causing him pain.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	He did not think it was strange, but rather that in that case there was knowledge and help from the doctor who made the artificial arm for treatment.
De las formas dels instrumentz que so necessaris a extrayre le fet.	Of the shapes of the tools needed to extract the fetus.
Forma de vertitge am la qual es uberta la mayre:	Form of vomiting that occurs when the greatest amount is eaten:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is the form of strength in which the free are equalized, to which equality causes two vomitings in both extremities of two feet.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	But this vomiting should be more subtle than restriction, and it should be done either with an iron or a thick rod.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	And the length of each rod should be two hands and a thumb, and the width of each rod should be one hand; and in the middle of both rods, there are two adjustments of that measure rod, which are already fixed, of which the length is the greatest of one hand and a little more, and the width of each is two hands, or a little more.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	And these two adjustments are inserted into the mouth of the main person so that they can be opened when you turn those two prescribed vomitings.
Forma autra semblant de aquela pus subtil e pus leugiera:	Another similar form of that more subtle and lighter:
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	Make a device from wood or iron according to the resemblance of forceps.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	May also at the end of each of its two additions have such times, and the length of those additions is like a palm, and the width of each is two digits.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	And when you want to open the main one, then you place the cushion over the left leg while hanging the right foot, and then place that which is between its thighs.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	And then raise your hand with the instrument according to the amount you want of the approximation of the mouth of the main one before the midwife makes it so that you want.
La forma de vertitge la qual diysero les antics:	The form of truth that the ancients said:
Forma de impellent am le qual es empellit le fet:	Form of force that is pushed to the one who is pushed:
Forma de amisidat2 am le qual es conterit le cap gran	Form of assistance that is held in the big head:
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	And it is similar to forceps at the end of which there are teeth, such times, and some of these forceps are made long according to this form, such times, with teeth at the end of which is sharpened and held.
Forma de amesidat pauc:	Form of anemia medication:
Forma de unci havent una spina:	Form of a needle that has a spike:
Forma de unci havent doas spinas:	Form of a needle that has two spikes:
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	Form of forceps with which the jaw of the clamp grips the head of the fetus:
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	Form of a scalpel that has two ends and by which the head is removed:
Forma de dos espatums latz:	Form of two long scalpels:
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	All those instruments are exercised, and when more they multiply the species of that and prepare the artisans, as it is lighter to their operation and also easier for the men by their quantity.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	And do not work with those instruments whether it is here or there, because the need for those is not excuseable.
De extraccio de la segondina.	Of extraction of the second tooth:
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	When the second tooth is held, you command the patient to hold their own tongue, and then do that storming condition, and strengthen your hand over the mouth of it and over its nose, and if by any means it is deformed and destroyed, good.
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	And if not, then take an olive oil and perforate the roof of the mouth with a sharp object and place it on those herbs that are burning in the mouth, such as camphor, rough and bitter herbs, and camomile, Arabic spices, cassia lignea, and sainturea.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	All these herbs or some of them are submerged in water in the oil, and place it on the fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	And then place a cannula of cannavier in the mouth of the patient, and hold it inside so that the vapor comes to the concavity of the mouth.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	And then perform the described maneuver as we have said, and the second time it is performed quickly.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	If this treatment is not effective and does not succeed, then command the midwife to place her left hand in olive oil or a mixture of aloe, and then enter it into the womb and rub it quickly, and as soon as it finds it, then take it and extend it little by little, if it is attached to the mouth of the uterus, then enter her second hand as we have recommended, and when it finds it, remove it slowly and correctly so that the woman does not suffer from the violent attraction.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	When the patient lies on their back, it is convenient to place a pillow under their head for comfort.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	And then adjust the amount of attraction, so that it obeys and avoids adhesion.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the mouth of the mother is covered, we have already recommended the cure with sneezing and medication from the herb of the leaf.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	However, if all the causes we have recommended are not forgotten, then keep in mind that whatever is issued from the patient to the mouth of the mother should be placed on the cushion of the woman, and then crestrizate it with enguent and tetrafarmacon; because that will cause it to rot within a few days and dissolve and be forgotten.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	However, when it rots, the bad smell is raised to the head and stomach, and that causes harm to the patient; and therefore, it is necessary to administer sub-fumigations and appropriate remedies to that.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	May the ancient remedy of fumigation with myrtle and dried figs still be effective.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	The shape of the instrument by which the woman is fumigated is used for the retention of menstruation and the secondinea.
Sia fayta de veyre o de eram.	It should be made of ivory or wood.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	And the narrow end should be placed in the mouth and the wide end over the fire, with the fumigation being done over the flames of the fire.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And hold it until that fumigation is consumed and repeat another one.
De curacio del cul del enfant no-perforat.	Of the healing of the child's unperforated anus.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	When newborn children and their anuses are not perforated, which have already been thinly and firmly squeezed.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Then ask the midwife to pierce that thinner part; otherwise, pierce that space sharply and make sure it does not touch the sphincter.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	And then place a wool soaked in vinegar and oil over that pierced part; and then heal that wound when it is healed.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	If you fear that he is unconscious, then pause in the trachea with a needle for a moment, and remove it when the child wants to cough.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	And if you have accidentally punctured the anus for the consolidation of a boil or abscess; then make sure that this consolidation is not broken, and then treat it with the same remedy as we have mentioned for healing and drainage.
De curacio de las fistulas que endeveno dejos.	For the treatment of fistulas that have occurred previously.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	The fistulas that occur in the lowest part of the buttocks, which are often large and occur near the anus or in the space between the buttocks.
E es una fistula o motas.	And if it is a fistula or an abscess.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	And if that opening is old and drains moisture with white or thin pus, and some worms penetrate some of these fistulas.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And those penetrating worms are known by the fact that they come out through the opening and by their shape; and some use the patient's excrement for this, and it is often found among these worms.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And some of those fistulas are sometimes stretched in the spaces penetrating into the bladder, and into the meat of the penis; and some penetrate into the joint of the thigh and into the navel of the belly.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	And in the case of those fistulas that penetrate into the anus and do not penetrate, you insert your finger into the anus, and then insert a thin iron or iron rod into the fistula when it is not tense.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	But if it is tense, then insert the thin iron or iron rod into that thin tent until you feel the tent or the hair on your finger.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	And if you do not feel the tent or the hair at all and there is no cause of excretion, vomiting, or diarrhea, as we have said, then know that it is not penetrating, and then treat it accordingly.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	And when the fistula penetrates into the bladder or into the meat of the penis, then the meaning of that is immediately clear from the urine, and it is prohibited to have that place treated with medicine until the location has been consolidated.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	If the pain penetrates into the joint or bone and causes a sharp pain in the circumference, then it is considered a sprain if there is not a turgescence inside the bone, and a sharp pain in the circumference of the part; and that from there, it often spreads quickly; and that it does not hold in that medication, nor is it consolidated with an ointment.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	And in all those punctures, it is not completely cured, and the cure of those is laborious and depends on the skill of the doctors over which it is stopped.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	If in that which is not penetrating and ancient, healing is expected according to what you recommend, and that which has already been done and proven.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And it is that the patient lies between your hands on his side, and raises the cushions of him into his, the cushions are inclined towards the belly of him, and then insert a probe, or an iron if there is turgescence in the puncture, until you know the location where the probe enters.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	If you see that the patient is turning blue around the navel, then immediately insert your finger into the navel.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	If you feel the tent in your finger has already penetrated and another is felt between your finger and that siphon or flesh, then you can be certain that it is penetrating; and then do not treat in that area, as it is not a healing, as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	However, it should be noted that this is healing in some people.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And the medicine for which one hopes for great improvement in that is that you ignite a thin cauterizer according to the width of the fistula, as previously mentioned, and introduce that ignited cautery into the fistula until it reaches around the navel; and then repeat that two or three times until you know that all the adjacent flesh-covered fistulas that resemble a quill of a pen have been cauterized.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	And then care for that area with bandages wrapped around it until all those flesh-covered areas have been healed, and then care for that area with medicines that generate and consolidate the flesh; if it is healed, it is good; and if not, then it will not be healed at any time by another cure.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	If the probe enters, and does not penetrate into the tail, which is in the anus, and between that and the probe is a thick layer of flesh or fat, and if the fistula is in that place on the surface of the skin, then dry the skin from the beginning of the fistula, and see if the probe dries, and if it is in the fistula, and when the drying reaches the place where the end of the probe is, and through the probe is released and cauterized.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	Then clean those fistulas that are assembled like a pen of lead and have no cause from those.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	But if pus comes out between you and your operation when you have cleaned those flesh, then milk that is and of the pus use a sharper instrument to cauterize with fire or with acute medicine, because the cauterizing with fire adjusts good doses: it adheres to those flesh adjusted, and abscizes the pus from the excess of humidity.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	And then approach the wounds covered with bandages or cloths, and remove them carefully before the location where the arm begins to bleed, and then carefully remove the hard, putrid flesh that generates and solidifies.
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	And these remedies have both astringency and dryness; when it is restored, it is healed and there is no risk of recurrence.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	If the fistula has already penetrated into the anus and is extended to the surface of the rectum, then insert the finger into the anus and examine that.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	And if the tent is inserted and between you and it is velum of flesh or flesh, and is intended for penetration, then it is not an operation in that but a second way of trust and hope.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	The cause of this is to administer it in one of three ways: either to cauterize that as we have said; or to dry up that which you can reach the cavity for so that you can insert those and the cure proposed; and do not proceed with any sepsis because you do not insert the lacert containing the wound, and what has happened on the patient's willpower; and then cure that which we have said is very strong to heal; or to lengthen that velum and wound that pus which dries up that entrance proposed to the cul, as we have said, or with another sharp instrument, and then moisten those fistulated flesh which are in the section into the one where you can do the crustation; and then force yourself to restore the whole wound section, and if the orifice below is not consolidated, and the fistula remains open in the part of the cul, and is still more painful for the patient.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	And in some cases, the fistula is finished according to this method: when you insert the probe into the fistula, and it is around the surface of the buttock and on the edge of the buttock, then take a perforated extremity, which is like an awl for preparing the wound in this form.
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	And then insert the probe into that fold of skin or around those; and then insert the probe into the fistula until it reaches its cavity.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	But if it penetrates the edge of the buttock nearby, then you extract the skin from that fold where you introduced your finger into the anus; and remove the end of the skin and adjust both ends, and leave them for a day or two, and when more of the skin is inserted into the flesh, cut those parts which are between the two ends of the skin and which cause pain.
E aprop cura la plagua entro que sia consolidada e sanada.	And then care for the wound until it is healed and healthy.
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	If the orifices of the fistula do not penetrate, then make them penetrate, however you prepare it, so that it is in the first, which you should not do to avoid injuring the skin; and then apply a bandage where it is healed.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	The shape of the spigot that is used to puncture the fistula: the curvature of which is sharp and the other end is not sharp, so that it does not injure that which is not necessary, sometimes.
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	Of suturing hernias in which there is swelling at the beginning of those.
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	Hernias are of two kinds, either between the buttocks like this, which is of carbuncles, or they are with a greasy rash.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	And of those, there are small and large ones, and that the swelling comes from those immediately and is one, and its motions, and its back, and in the extremities of it.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	However, those that have a swelling in the back like this, which comes from a lack of moisture, of which there is a greenish discharge or a small amount of swelling and continuous, and its color is like this.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	And the cure for that which is within the belly is to command the patient to lie down and to expire into the belly while the bowels appear to you.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	Then you sit and support your elbows or whatever you have on your hand, and then incise those parts of the patient's ribs.
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	But if your elbows are not suitable for those parts due to their moisture and softness, then take those parts with dry cloth or with a cotton cloth or with a piece of woolen cloth, and extract those parts with the tweezers, and then incise those parts and sprinkle some powdered charcoal on the incision, so that they are in place of cauterizing; or cauterize those parts as it is prescribed in the chapter on cauterizing.
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	And then cure those parts with the other cure until they are healed.
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	And if the wound does not allow for exit, then cauterize the patient with a cautery in which there is a small bite, and then wash it with that water which is in the belly and which allows for better exit when the patient exhales.
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	If the swollen glands deform the anus, then the cause is usually fleas, and you should remove those with your nail, or with a needle, and scrape them off, and then care for them with the ointment we have mentioned before they are healed.
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	And the one who is to perform the second suture should do it in this manner: take a thread and insert it into a needle, and then extract the swollen glands from the parts above, and make the needle penetrate into the other part, and wrap the two ends of the thread around the part behind the needle, and longitudinally; and then tightly tie the swollen gland to the structure, and then remove the thread and extract the needle.
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	And do this to all of them, and leave one of them untouched, so that the excess of the cure comes from that one.
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	And then place a cloth soaked in rose oil or wax on the anus, and place that on the back, and command the patient to lie down.
