Ayssi comensan las paraulas de Albucasim .	Ayassí commence les paroles d'Albécacismus (Assuming "Albuccasis" is a misspelling or variant of an
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	And he secured what was discovered and prepared the bone found (He ensured that whatever we find is utilized properly, focusing on this newly identified part.)
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	You observed that they were not in their bones but rather the corruption which I have caused and removed myself from them already.
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	Apologizing for my previous work on this document seems appropriate since it's been some time and the medical restoration process has not yet solidified into a widely accepted practice in medieval medicine as we understand nowadthy based on historical context of scientific developments during that period, I would appreciate any feedback or guidance from
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	My apologies for the earlier work on this document as it seems I've overlooked some crucial aspects regarding your query about examining and identifying a second set of bones following an initial discovery while inadvertently causing further damage to these very same skeletal remains. It is essential that we proceed with utmost care to avoid such unfortunate outcomes in future investigations, ensuring the pres
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	My apologies for not being able to provide the past treatment and restoration efforts previously made regarding this damage; it appears there has been little progress since then despite our continued care for these bones that I suspect have suffered from further degradation due to my oversight in properly safeguarding them. It is imperative that we learn from such mishaps, taking stricter measures not only in their current preservation but also ensuring a comprehensive
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	Upon my recent discovery of another set and continuously documenting the smaller bones individually while meticulously performing their restoration—and once I extracted what little remained within them, rehabilitating it according to medicinal standards which has now consolidated into a treatment plan for relief. This was done until we had unearthed approximately one palm's worth of remains and excavated the bone marrow itself that also showed signs of disease but is being treated as part of our restoration efforts, achieving both stabilization and healing in this ancient patient whose identity has yet to be determined. Our work thus far reflects a conscientious effort toward understanding how medieval populations were affected by pathologies such as arthritis or neoplasms that caused skeletal changes observable today through archaeological remains, even though the full scope of our efforts may still evolve with further study and application of historical medical knowledge. It is
E no es necessaria iteracio en la operacio de lu e seccio de lu sino per la disposicio de la freulesa de lu e per la paucitat de la tollerancia de lu e paor de lu de mort, quar a lu accidia en totas horas per superfluitat de evacuacio sincopi mala.	It is not necessary repetition in the operation of liquids and solids except for the arrangement of the humors within them and their scarcity tolerance, as well as fears for life due to excessive expulsion through syncopation evacuation - it's enough when all these are considered.
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	Therefore, healing is complete throughout the body without being confined to bone hardness; and it'defeats good health when one maintains their foot in its place for full recovery of humors within itself and return them back into action - thus avoiding walking on a treated leg or harm due any cause.
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	If the bone is prominent in position of the leg that has been trodden upon this way: and it's done by you grasping a ligament, twisting on its extremity with force; command someone to stretch out said ligament while pressing down hard lumps of wool from first one - thereby causing pain. Once stopped for pause: then press the rested wool over bare skin part way through leg in order that flesh will come apart at joints slightly and reveal underneath where you want it cut so as not to injure underlying tissues while making an incision with surgical instruments.
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	When you use a saw or table and lower your head downward when cutting the corrupted body tissue that it is not forbidden by law to do so with such tools, follow these steps:
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	Even if the wound on the location is gradually crumbling little by little and it appears in its concave cavity but does not manifest at first feeling sensation, then use another knife after some time.
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	If the bone is crumbled and deteriorated but not prominent in itself (i.e., there are no visible fractures), it represents a continuous division of its substance between both parts, which takes place either at midnight or during daylight; postpone your examination if necessary, and sharpen the first tool from the initial cut so that when you later find where (in all) portions of bone are broken down throughout their whole part—that is where the crumbling starts within one continuous division between both parts.
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	It is said that in accordance with the location of decay a small one should be used for setting (aligning bones). So far we have spoken about it and now let us proceed further into details on treating this issue as described by ancient medical pract
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	If the decay is in a joint, then we shall inspect that corruptive joint and saw off the bone starting from where it belongs to the other side of the body as discussed earlier. It's important for us to follow our established procedures while attending meticulously to this delicate area without causing additional harm or pain.
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	If the decay is in a continuous manner across bones at a joint, it's not due to reason but necessity. We have previously considered how such conditions require immediate attention and intervention for the patient’th health preservation as per our expertise shared earlier on this matter. Our approach must be guided by compassionate
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	If the decay is in the flesh of the hand or foot, it's difficult; however, as you ask about how I appear when examining your condition and we decide on which approach to take for treatment—whether that be through surgery (leaving aside any non-invasive methods unless they were previously agreed upon), cutting away whatever decay is present according to some possible configuration available and then repairing it, ensuring everything looks correct from the inside out without causing harm or pain unnecessarily. We must remember these actions are in accordance with our established guidelines which emphasize not only treating but preserving your well-being throughout this process as we navigate through to recovery together while taking into consideration all aspects of patient care, respect for their dignity and the ethical implications inherent within surgical treatment.
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	It is wise what you know about the bones and their shapes because they are fit according to this situation, as well as the preparation of these, their size, hardness, rarity or frequency; so that I hope your entire collection for all types of surgical instruments suitable for this operation.
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	Even as you understand that this operation concerns the specific instrument of which I speak; when it is your great study and long-term interest in these operations, especially those related herein for medical purposes, then through all illnesses, at an appropriate time to apply what will benefit therapede.
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	Therefore, in the first chapter of this textbook you find descriptions of simple instruments that will be used during your dissection practice wherein you would also apply to other experiments on these tools which are subjected for examination as part of scientific inquiry into pathologies and treatments.
Forma de serra:	The form of the blade is described in a way that details its shape,
Forma de autra serra:	Another type of instrument has also been detailed here with specific characteristics such as material and design tailored
Forma de autra serra:	For additional instruments not explicitly mentioned in the text, it's reasonable to extrapolate their forms
Forma de autra serra gran:	A larger instrument form has been described here with particular attention given to its size and functionality. This could indicate a
Forma de ray:	The text describes the use of an implement that appears similar to but distinct
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	In this section on the second chapter of a document about trepanning tools, it specifies that their shape is reminiscent of an astronomical clock's face and has pointed ends similar to those used in studding for ships. This illustrates not only the form but also how ancient techniques have been adapted over time with references to historical practices in surgery and shipbuilding as applied to trepanning.
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	Line by Line Translation:  
Forma de razori major dels autres:	Form of larger surgical instruments used by others:
Forma de razori menor:	Form of smaller knives: (Assuming 'razori' means surgical instruments in
Forma de razori lat:	Latin form of "smaller blades": Insignium crudelitatis
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	Latin form of "smaller blades": Forma serratum minorem est insignium crudelitatis quae ut praebet existere in arcu et pedes pus ubi latuit, acutitate de ferrina velit ad angustias membri ante.
Forma de lu:	Latin form of "the patient": Patientis forma
Forma de razori en la qual ha concavitat:	Patient's shape in which there is a concave curvature (Assuming the context involves describing an instrument designed for specific treatment to such
Forma de razori autra subtil:	Latin form of "other smaller instruments": Oribus insignia minusculas. As this instruction asks not
Forma de autra razori de curvada extremitat:	Latin for "Other other sharp blades with curved endings": Autem aliisque rasorum breuis, coniectatibus
Forma de rasori petit semblant a tenta:	Latin form of "Blades that seem to attempt surgery": Rasura speculum chirurgica praebens esse vident
Forma de incisori am le qual so inscidit les osses:	Latin for the shape/design of blades where bones have been inserted as a reference or model, perhaps implying emulation for surgical practice: Formam incisionum quae os
Forma de inscisori autra minor:	Latin form "Other smaller knives": Ossis praeparatis insignia minusculas. This
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	Latin form "Another incision blade like this": Autem aliisque insignes incisores similitudine estant vidunt; ex quo adserare latere et pedis serra, ut servitia descesserent. Esti instrumentu sunt exhibita per exemplum en locs multius, a la razio dels osses: This instruction asks for an elaborate and detailed Latin translation focusing on
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	Form of lance that is appropriate for cutting through those bones which are pierced by it:
E la extremitat de lu es triangulada e de aguda extremitat.	Et the part of it is triangularly shaped with an acute angle.
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	It is a treatment of iron from India, and seemingly all the causes that have been discussed for inflammation and incisions are included herein:
De inscizio extremitatz e de la serratura dels osses.	From ignorance of joint edges and bone intersections.
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	L'extremities can be injured or damaged either internally or externally, whether you have treated that corruption with the care of those medicines and their treatment does not require it sometimes; even when there is no particular cause for a member injury in which he touches something unintentionally. At this moment, to prevent malaue from spreading through death or malice, so as to reduce mortality that exceeds harm done by the injured limb itself.
E le senhal de aquel al qual accideys, es que·l membre es fayt negre entro que sia cujat que foc la ja comburit, o se poyreys aprop la negror entro que la poyredura aquela ane entro aquel membre que siec lu e que prengua tot le cors; e donc coyta te am inscizio de aquel.	The epithet of that person from whom you have wounded, is because the limb was blackened while it burned and afterwards healed without scars inside or outside within a year since his injury in which body; therefore hernia I identify with concern to that member as being located there.
E semblantment si es causa de la corrupcio percussio de alcunas causas venenosas ayssi cum de scorpio mari o de vupera o de rutela e de semblantz.	Seemingly, the cause of this corruption could be due to a variety of causes including poisons derived from Scorpion, Vampire bat or haematophagous creatures and insects like fleas and bedbugs which also bite humans causing similar injuries.
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	If the injury or impact is on that member's body part where you have injured it before; at this moment do not touch and give space for healing of next year since its time comes after initial injuries to enter into body, thus avoiding malignancy which spread through death.
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	If in the meantend you find yourself able to enter the womb-like state of sleep (oneiro), then when you arrive at that place within your mind, corresponding with its 'heart' or focus point, do not provide space for corruption inside this focal area of the brain.
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	If then that person is sickly and weakened by his illnesses at their joints, begin the treatment on this wrist inside of a sling in the point where they join together.
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	If then the disease progresses and I send out another sling with a crutch on it to this wrist, at that point his illness is near death in these joints; for treating different causes requires such quantity of vitality as their condition demands.
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	As for the hand when sickness progresses in it and is infected with pus coming from another part of the body as well (indicating a secondary bacterial infection), begin treatment by placing that finger into one nutshell, suggesting perhaps using an ointment or poultice containing some form of medicinal ingredient within. It might also be referring to applying something
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	If the body is leaning forward (which may indicate a fever or other illness), begin treating the entire body accordingly by placing it on its side to aid in comfort and recovery. This might suggest an approach that cons
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	If then the pain is inside of her ribs (possibly indicating costochondritis or pleurisy), begin treating that area by placing it into its sling at the point where they join together, which could indicate immobilization and rest as a form of treatment for joint-related conditions. It also suggests
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	If then the disease has already penetrated into her ribs (possibly indicating osteomyelitis or other deep-seated infections), at that point it is not an engagement but dismissal from this life, and he/she must be laid to rest. This indicates a serious progression of illness where death becomes the remaining option, suggesting a fatal outcome without intervention. It implies the gravity of certain
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	When the manipulation of inserting or joining a limb is done by you, then tighten your ligature in the area where it will be inserted, and also tie another ligature on that spot; extend the minister'semember with a ligature at its joints, as well. Extend both male and female members this way too; separate the flesh which lies between two ligatures and a sponge inside to fully expose the skin. Then decide if it will be cut or joined afterward according to your decision (and treatment plan).
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	I have wrapped the sheet around him in all parts except for where it touches his wound area; and let come back from injury its adjusted laceration with an applied stitching, cautionary to prevent bleeding or movement of tissues within said region that may disrupt healing.
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	If he succumbs to inflammation caused by evil wind during treatment, then immediately cauterize the wound site without delay, or pause for some cooling powders that contain restraining properties of harmful wind; and return back to your medical practice before it is complete.
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	Then I will bind the injured member with suitable material that allows proper circulation and heal within time; thus allowing him to regain his strength without hindering recovery process due to excessive compression or movement of bandage. This is based on understanding in medieval times, similarities observed
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	You recommend that the water you give to a homeowner who has suffered an injury on their foot due to them walking on it, which was already darkened by smoke from the fire; such injuries are often caused negligence in dirty and smoky conditions where they should not have been.
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	This damage occurred first within the said area of foot that you had taken care of completely; highlighting how neglect in one part can lead to injury, which might not be apparent until comprehensive medical attention is sought and received. This underlines a key principle from medieval times
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	And then that homeowner prepares with medicines and sends for the healer'thus relieved from pain due to its application of herbaceous concoctions known since ancient times; additionally instructs you (doctor) to insert this remedy into joint, targeting inflammation or injury directly at source. This aligns with medieval belief that certain treatments could provide relief by addressing the root cause rather than just symptoms and illustrates a holistic approach prevalent in historical medical practices.
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	Sometimes that lady doctor is found in this malady of misguided advice.
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	E and then I came upon it, and so was repulsed by that excess water which lay over the surface of my medicines, to cleanse their matter; this does not lead back into the container wherein they lie hidden but leads outwardly from there towards another source.
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	E the appeal of me to insert your hand into it (the wound), and I did not wish for fearing any consequences resulting from that superfluous invasion, but rather feared death if one were caught unawares during this procedure which was intended mainly for treatment as opposed to cauterization.
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	But once he is relieved of me, returns him back into his own land and comes before me again stating that the man prepared for it completely has inserted its entire wound therein, leading towards restoration.
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	However, this narration has not been closed because it requires assistance concerning what is caused by this illness and for its significance as stated in the text which serves a purpose beyond mere description according to these instructions.
De cura sinuum et qualitate clisterizationis cum medicinis.	From cure of humors within (treatment) and quality choleric leeching with medicine as per the guidels provided in this instructional text on medical practices
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	When an ulcer occurs on the carnal members and the space of the ulcer is prolonged until collection of saline (saline dressing) has been completed for three days without infection or inflammation occurrin' at any point, then it was broken open by physicorrection using a needle which allowed drainage thereof; afterwards placed as if to be water vessel and secured with fine drape cloth under the neck girth (tunic), not subjected thereby to rupture of bone or sinew nor nerve damage. The patient is healed, without fistula formation occurring after these procedures according to this guideline for treating ulcers during medieval times in a manner consistent with their language and practices as well as common medical understanding then existing.
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	Even if there is a continuation of the infection within any member, it should be called a fistula and not an ulcer.
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	And the cure for it is that once you have rolled the affected bone all around with your body and subtly apply a cloth to ease pain while ensuring not sticking at its decayed place due to rotations and treatments, which ultimately helps in healing without further harm.
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	If you hope that the bone will stick and think otherwise consequences won't follow from it due to corruption, then in its face apply a blast of cold (clyster). This treatment is aimed at cleaning out impurities within the cavity where your internal organs reside.
E es que consideras al sinu, e lahoras si es gran, e·l brac que yeys es de fetent odor, lahoras clisteriza aquel am medicament egipciac le qual es de oli e vi agre e ziniar recebent partidas enguals, e sian ajustadas en un vayssel, e sian coytas sobre le foc entro que’l medicament se fassa rog e pervengua a specitut de mel.	But consider the sinus as well and if it is great, and that's why you smell of sweat (brac), then wash your face with cold water to cleanse the nose thoroughly when applying Egyptian medicinal oil mixed with frankincense and myrrh. You have received instructions from elders regarding dosage parts on a vessel for internal use, wherein it must be held over one's heart as directed by medicine men who descend into melody during rituals to facilitate the journey of healing substances towards your core.
E aprop tu pren de lu aquo que es necessari e dissolveys lu am aygua e mel; e clisteriza am aquel le sinu, e strenh le orrifici de lu, e layssa la medicina en lu per la quantitat de doas horas.	Then you take some water necessary for the procedure and dissolve it in your own body's waters (and honey). Wash out your sinus with this liquid before applying Egyptian clister to cleanse its interior, rubbing orally as instructed by medicine men who sing into melody during rituals. The medication should be applied internally for the duration of two hours based on traditional dosage amounts provided in ancient texts that are handed down through generations among our people (the Gaetuli). These books serve not only to heal but also ensure spiritual harmony, as health and purity go hand-in-hand with divine will.
E aprop extratz aquela am sprecio; e fay aquo per tantz dias entro que sia mundificat le sinu e sia remauguda la pudor.	I have already extracted that from your discretion, and allow this water for so many days to cleanse the neck area and reduce its swelling.
E alcunas veguadas es clisterizat am aygua de cendre, quan no es a tu prezent aquest medicament; e es que tu prenguas la cendra de vitz, e met sobre lu aygua; e aprop cola aquela e clisteriza aquel am ela entro que te confizes que·l sinu lahoras es ostat.	At times she is cleansed with ashes of coal when not using your present medicament, because you use the coal itself and place it in water; therefore pour that one out and cleanse this very body into which secrets are revealed to me by confession.
E si le malaute no ha tollerancia sobre le medicament egipciac ni l’aygua de la cendre, lahoras clisteriza aquel am aygua e mel e quays sia mesclat ziniar trissat, e clisteriza aquel am vi e mel mesclat, quar de proprietat de mel es que mondifique e lave, e le vi fa adherir le sinu, e majorment quan en le vi ha superfluitat de stipticitat e de siccitat.	If the ulcer has no tolerance for Egyptian medicaments or water from ash and if they do not heal by themselves after a few days using these treatments, then apply this mixture of oil (oil mixed with salt) to the wound twice daily along with anointed cloths. The reason you should also use honey on the wound is because it has properties that help cleanse and moisturize, making sure the dressing adheres well when saturated by excess exudate and dryness.
E cum tu fas aquo alcunas veguadas e te comfizes que·l sinu ja es remaugut, lahoras clisteriza aquel am aquo que fa naysser la carn en lu.	When you make water for a few times and become comfortable that the swolthy has been removed, then apply this very same cure to what remains of the body which keeps it from letting meat enter in its part, wherein lies your malady..
E es que prenguas de enguent dyafinicon e dissolveys aquel am oli rozat e vi stiptic; o que clisterizas aquel am alcunas medicinas e enguentz autres que hajan las proprietatz les quals ja he yeu scritz en le tractat dels enguents.	E is because the poultice made with oil that drains away and dissolves, along with salt or other substances for washing wounds, which already have been described in this text on treatments using ointments; so it's clear what should be used depending on their properties.
E si le orrifici del sinu es streyt en le qual no es recebuda la canula del clisteri, lahoras tu le amplifique aquel am ferr petit a petit, e pausa en lu calgua envolopada en enguent egipciac o en enguent basilicon entro que sia amplificat.	If the sore becomes so inflamed that it cannot accept the catheter of the clister, then you should gradually increase this small iron object within the wound and pause in a wrap covered with Egyptian ointment or basil oil until it is sufficiently expanded.
E semblantment si le orrifici es ample, lahoras tu agregua las labias de lu am sutura e layssa de lu quantitat en la qual intre le clisteri ses addicio.	If the wound is not too large, then you should also add a gauze to cover it and sew on as much of that amount in which some medicinal substance from within the catheter can be added.
E si le orrifici de lu del qual corr le brac es elevat a las partidas desus, lahoras secca aquel en le pus bas loc que es en lu per que le brac corra entro dejos, quar quan le brac es coartat en la preondeza de sinu la carn esser en lu engendrada.	If the wound from which he is bleeding his arm comes out at its parts below, then dry that in local pus present where it lies so as for his blood to flow down into little drops until new flesh has been produced therein when bandage compresses cause contraction of the hollow.
E si no es a tu possible seccar le sinu entro al enviro del os pus bas segon que voles, lahoras te perforssa que prepares le membre am preparacio per la qual corr de lu le brac leugierament segon que es a tu apparelhat e que no sia en lu retengut alcuna causa del brac.	If it's not possible to dry the wound inside the os pus according to your will, then puncture that which you prepare for this limb prepared as already described in order to evacuate his blood leukemia and ensure no cause remains within its cavity.
E pren medicinas consolidativas que sian pausadas sobre le sinu convenientz ad aquo que vols exxten aquelas sobre drap de li.	E take in time-release medicines that are appropriate for the course of your illness, to prevent them from becoming too concentrated on cloth coverings.
E le drap sia de tan gran quantitat cum fa la comunicacio de tot le sinu; e aprop inscidey am las forfexs en le dreyt del orrifici del sinu un trauc pus ample un pauc que l’orrifici del sinu; e aprop exten sobre autre drap de li dels enguentz leons segon la quantitat del trauc, e pausa le sobre aquel per posicio longinqua del orrifici del sinu per que sia aleujat le eyssiment del brac de lu e no ostes le drap gran sino aprop alcus dyas una veguada.	Even if the cloth is of such great quantity that it communicates with all sides, and inscribe amethyst stones in the middle of both ends of its length, wide enough to accommodate about three times as much pus from inside his wound; place another similar piece on top where he has applied lion'infernal bandages according to this quantity, pause it over there for a long time so that the blood can be drained away and not touch him directly until after one or two weeks.
Mays aquel que es sobre le orrifici del sinu, le qual remauguas en tota hora per so que yesca aquo que es ajust en lu del brac.	Whoever is over the wound site should do it immediately in such way that even if there's an accidental spark, something good will happen for his arm where he has placed the bandage as well.
E per que sapias si aquo que corr de lu del brac es mot o pauc, o es digest, o es no-digest.	To know if what comes out of your arm is hot or cold, which indicates suppuration (inflammation with discharge) and infection respectively; whether it's a little watery secretion indicating the body’s natural healing process without impurities entering, etc. This knowledge can help determine how to treat his wound effectively
E am aysso tu considera le loc de aquel sinu, si en lu sent le pacient dolor o no, e si es en lu apostema.	Always then you must consider the location of that sinew; if in its place he feels pain or not and whether it is a festering wound with an abscess formation as well. This will guide your treatment plan accordingly.
E cum la tua medicacio es prolonguada en la tal manieyra, e vesas la matiera que es gitada sobre le orrifici del sinu ja adhereys, o se apropria adherencia, lahoras le mayti tu le deslia o le tertz dia, e quan deslias la plagua, lahoras muda le drap per autre e renova le enguent.	When your medical practice continues to be prolonged by this manner and you see the material that has adhered to his wound site already existing or if it's a new occurrence of adhesion, then tomorrow (or today) after loosening him up with some specific treatment methods for removing those harmful substances which have become stuck on such sites; when I remove them and change the bandages accordingly. This will help in maintaining hygiene as well as encouraging better healing conditions by fresh applications of medicinal ointments regularly, ensuring that no negative factors are allowed to persist at the wound site for longer than necessary.
Mays si del sinu aprop lon spazi yeys virus subtil, lahoras no te desperes de la adherencia de li, quar la sanacio de lu se apropria, quar so alcus homes en les quals tarda generacio de carn en las lors plaguas, e de aquels so en les quals es fayt le contrari de lu.	If by the means of breath it opens spaces for viruses to enter beneath, do not despair that he will adhere; his sickness is about to be remedied, as are those who fall ill from among them whose flesh becomes painful at times and causes discomfort whenever touched.
E si del sinu aprop motz dias es yssit brac indigest, lahoras sapias que·l sinu no adhereys; e si es tardada la adherencia del sinu e es la causa prolonguada, lahoras tu ajusta en exsiccacio de las medicinas, e si las medicinas so humidas en lor substancia e en la sua vertut, son seccas ayssi cum enguent dyafinicon, quan es en lu ajustada superfluitat de addicio de zegi.	Even if the sinus is moved by pressure for days and becomes indigested, it'don’t stick to its place; also, when adherence of the sinus happens late and causes prolonged effects, you should treat in an exsiccation manner with medicines according to their properties. If these medicines are moistened into substance by water and become part of them as well as transforming themselves (i.e., changing form), they can be dried using a linen cloth like scouring paper, when excess amount is added for treatment purpose.
E le mays derier am le qual es curat, es que prenguas de enguent dyafinicon e sia dissout en oli rozat, e sia sobre lu vojat vi antic engual en la sua substancia, e aprop comfeys aquel am lu, e usa de aquel.	And the physician who takes care of it does so with linen cloth scouring paper and oil rosate either dissolved in or poured over them as well as placed on top like old vinegar within their substance, returning to that which is above (i.e., bringing back what was added). He uses the same for cleanup purposes.
E ja fa semblant en aquela accio, quan no y a brac, enguent dyafinicon, mel quan es coyt entro que sia engrossat, e usa de lu; o que prenguas mirra e aloen e enses, e trissa tot e polveriza sobre le mel quan es sus le foc, e aprop lineys aquo sobre drap e strenh aquel sobre le sinu; e lineys aquel am le mel le qual has cuoyt entro que es engrossat, e polveriza sobre drap e strenh aquel.	And it seems like in that action when not yet done (when the oil rosate is applied and then taken into), linseed oil can be used; or miraclus myrrh and aloes, along with those things which are engrossed inside to swell. Then apply crushed stones on honey poured over cloth for cleaning purposes when it's time (when the inguinal contents have been enlarged) and use that oil back on top of its substance; also brush lard, mixing with water as a binder above linen drape to cover clothes tightly around him. Brush his molten part which has been taken inside when swollen using the same method described for cleaning purposes.
