Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	And thus, the patient is subject to a subtle burning sensation.
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	And apply a poultice of a soft leaden substance to that part of the body, to be sure.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	And when the bladder needs to be opened, apply it.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	Then you may have to use other methods, because the patient's intestines are swollen.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	Mays aquel del qual le trauc es amplificat es que le dolor es de la altre costat.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	This ma can cause the legs to swell.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	The translation is a bit off, but I believe the text describes the process of treating a patient suffering from a condition that causes pain in the foot.
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	And if you have a wound in your legs, apply a cautery to stop the bleeding.
Capitol .lvi.	**Capitol .lvi.**
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	The foreskin should be treated for inflammation and infection.
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	This sentence refers to a condition where there are painful lumps in the body caused by an imbalance of humors.
E de aquela una es maligna e autra es no-maligna.	And one of these humors is bad and another is good, but which is which?
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	For you have not yet seen the patient's disease, but if there is another case, treat it as you would normally treat such ailments.
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	And if the humors are malignant, they should be treated by a physician by applying a treatment to them.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	And if the condition is present outside the body, it is called a foreign injury to the foreskin.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	Then you have to apply a poultice on their legs to soothe them.
E aprop cura aquel am l’autra curacio entro que sia sana.	And if you wish to cure them, prepare for it carefully.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	And if blood flow to the leg is disrupted, it is through the use of moon-shaped cauterization that it is treated.
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	When the body's blood is cold, it causes the veins to be blocked.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	And if you place a cushion under their legs, you must place another on the penis, so that he doesn't urinate out of it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	Then apply a poultice to the patient's legs; and apply another cushion on their feet.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	Then return the patient's legs and place a cushion on their thighs to protect them from the heat of the cautery.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	Then one should separate the foreskin from the head of the penis, so that the water does not make it stick out.
E aprop sia curat am vi stiptic entro que sia consolidat.	And here you treat the patient's legs with wine that will consolidate the healing process.
Capitol .lvii.	Another treat them with a hot cautery on the legs.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	And it is said that the cause of pain in the legs is due to something else.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	When a doctor wants to remove something from the patient's body, they will use a cautery, but if they want to continue to treat them, they should use their hands.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	And if it is necessary to make an incision, you should use a heated cautery tool.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	This is a guess: "And if the patient's legs are to be treated"
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	Cease to be so if you wish for it to remain hidden.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	Another person will apply the bandage to the affected leg or foot.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	The child's body must be treated by a doctor.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	And if the patient has humors from the foot, which are to be cauterized by a physician, he will feel pain, but it is said that the pain in the legs is caused by the same way as the one in the feet.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	This is the way to treat a child suffering from a disease by using a cautery on their legs.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	And if it is necessary to treat the ailment with a cushion, etc., then rejoice because you can now do so effectively.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	And he kept his hand on the bandage to keep the wound from being infiltrated by the cold humors that are in your gut, and no one could touch it with a cautery because...
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	And then place your hand on their intestine, to prevent the infection from spreading further.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	Place the bandage on a lower part of the leg, because there may be other causes for pain.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	Then apply a bandage to the wound after treating it with a poultice of fresh herbs and honey for pain relief.
La forma de las forfexs a mondificacio, aquesta es la forma:	This is a description of how to use forceps during childbirth, but it's unclear if it refers to a specific type of modification or technique.
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	The intestines are swollen or painful, then you need to use a hot cautery on the affected area.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	And if there are errors in the body's cleansing, it is said to be the case of the entire intestine or the foot being affected.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	Then you must use your hand to stop the pain from spreading further in the body than the foot, which is where it belongs.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you can't get them to hold still.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	After three days have passed, if the pain persists, the patient should be treated with a poultice and a cautery applied to the affected area.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And so if you have to apply a cautery, be careful that it does not burn the flesh.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And therefore, treat that limb carefully, as the other parts of the body are treated in this manner.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	and if it is necessary to cauterize the foot, apply the cautery on the other side.
E mays cura aquel am aquo que havem dit entro que sia sanat.	And if there's anything I can do to help, I will try to translate it accurately.
Capitol .lviii.	Translation: Another servant will be on their knees, holding their legs.
De curacio de urina retenguda en la vesiqua.	And so the treatment for the retention of urine in the bladder is called.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Then apply a cushion to the patient's legs so that they are covered.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	And if there is no urine passing through, place your hand on their leg to prevent its swelling.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	Then place a cushion upon his legs.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	Then you must put your hand on the neck of the bladder, to prevent its overflow.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	And if the cause of the ailment be not removed by means of a lancet, then apply a burn to the patient's legs.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	And if you wish to know what the cause of his urine might be, hold your hand over the wound on his leg, which is where the doctors would have a cushion put.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And make sure there's a cushion under them: one for the legs, and another for the feet.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	Then place a cushion on the patient's body so that they will be able to apply it to their own belly and another one already in place.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	And if it is necessary to let the patient's urine drain, they should use a catheter.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Then apply the other cauteries as needed to restore balance to the patient's humors.
Capitol .lix.	Chapter 59
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	Let the bladder be cleansed by a similar method used for the foot.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	And thus you make an incision to release the pressure from the veins of the body.
sino que en la extramitat de lu es sorda, so es clausa.	But if the first member is closed off, it should be opened up again.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that place there are three cushions: two on the legs of the one who has been affected by the injury, and one on their hands.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	At the beginning, place a cushion under their legs.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	When it becomes necessary to stop the flow of urine or the humors in the body of a patient.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	Then apply the cauteri to the patient's legs; otherwise, the patient's bladder will be affected.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	This is a text written in a language similar to Latin and French that describes how doctors treat gout.
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And if you make a piece of silver or other metal, it's said to be made of thin sheets.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	Then place a cushion under their legs.
E aprop entromet la extremitat del cristeri en la vergua.	And then apply it to the patient’s legs.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	And then apply a hot poultice to the bladder.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	And if you want to treat pain in the joints, place your hand on the area of the body where the patient has pain and apply the cushion to the area around their feet.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	Then place a cushion over their legs to prevent the swelling from spreading.
Capitol .lx.	Capitol .lx.
De extraccio de peyra.	From the text, I think this means:
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	Nos already have explained the difference between stone in the kidneys and stones formed in the bladder, and the signs of one or the other.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	And if they are suffering from pain in their legs, it is important to take note of the location of the pain and any other ailments the patient has.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	And if a stone forms in the bladder, it is called a stone.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And if it is necessary to treat the patient, that is what they are for.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	The text describes an individual experiencing gout in their feet.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	And then you should apply your hand to the affected area of the body.
Mays en les joves es migiera per aquo quar es entre aquels.	May it be called gout if in young people, and then apply hot water to the affected area.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And if there is no pain in the legs, it’s considered a milder ailment.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	Gout is sometimes called a disease of the humors that affects the joint pain.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	And then place your hand on the affected area to treat it.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	And if you wish to stop the disease spreading from the legs to the rest of the body.
E aprop perquier aquela e tota aquela deforo.	And so you will cauterize that area and leave the burn open to heal properly.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	Therefore if you feel the pain in the legs, cauterize the area immediately to prevent it from spreading.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	If you do not properly apply cushions to the knee, then it is young, it will be painful for them.
E perquier de la peyra entro que stia dejos le tieu dit.	And if you do that, the patient will be able to stand up again.
E converteys aquela petit a petit entro al col de la vesica.	And you should carefully apply heat to the area of the body where it hurts.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	Then place your hand upon them to prevent the pain from spreading.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And have the minister apply pressure with their hands to the affected area, while another part of the body is placed under a cushion for comfort.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And if it is necessary to treat a wound on the legs or thighs, treat them first with a hot cautery.
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	And if it is necessary to treat a person's humors, use a cushion to elevate the body part affected by gout.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	Then you must know that the human body is already familiar with the pain from the burn.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And from their legs and feet, which are now exposed to the elements, they will be afflicted by gout, a pain in the bones.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Then you have to make sure that the affected part is properly cauterized.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	When you place a tool on the body, it should be placed in a way that does not cause harm to the bones or muscles.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	If you cannot remove the pain by other means, then cauterize it with fire and vitriol.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	This is a description of how to treat a patient with pain in their bowels and feet.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	"And if there is a large swelling in the legs, put a cushion under them, for when one has a large swelling, there are two possible causes."
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	And treat them with cushions to hold whatever is swollen or inflamed in the joints so that they don't protrude further.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	So apply a hot cautery to the cavity after you have opened it.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And apply a cloth to their skin, for if they are affected by an ailment caused by them, it is customary to use a poultice.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then you should place your hand on the patient's legs, keeping them elevated.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And when the patient has been given a potion to relieve the pain, apply the dia-balm to their body.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	And when there is an inflammation of the joints in the body, it is known as gout.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	And apply heat to the patient's feet as needed for the treatment.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	You have already been treated by the physicians for the ailment.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if there are small stones, you should use a hot iron to cauterize the area where the injury is located.
de triangulada extramitat, agut, ficat en fust.	From the first sentence it appears that "de" means "of",  "fust" means "body", and "extramitat" likely refers to a part of the body, perhaps the leg?
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	Then place a cushion under them, and on their legs.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	...and placed a cushion on their legs, to prevent them from procreating ...
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	And then apply the cautery to the point of pain on the legs, so that it is easier for you to close it back up again.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	When your hands are used to hold and press on the stone, another cushion will be placed on the feet.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	And so you should cauterize the patient's body above the knee, and apply pressure.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	And there place upon the foot a cushion, and the other one on the thigh, which will help control the pain in their legs.
E aprop extratz aquela.	And then place a cushion on their legs.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	Then apply the cauteries to the affected areas, and carefully treat them with the appropriate methods.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	And when the bowel has been opened, it is customary to apply a cautery on the intestine to prevent the infection from spreading to other parts of the body, but the pain remains in the legs and feet.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And if the patient's legs are blistered, you should apply a cushion to their legs, and collect the pus as we previously mentioned.
Capitol .lxi.	And then apply cauterization to their joints.
De extraccio de peyra de las femnas.	Another common practice used by doctors is to apply a cauterizing agent to help reduce swelling and inflammation.
Peyra en las femnas pauc es engendrada.	It is said that it is rare for stones to be engendered in women.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	It is difficult to treat these ailments, and they are often associated with pain in the joints, but if you must make them, then it's best to do so carefully, avoiding infection of the body by the blood.
La una de lor es quar la femna fort leu es verges.	The woman's illness is caused by an imbalance of humors in her body.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And if it is necessary to cauterize the intestines or abdomen, then use this method for women and men.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	This sentence suggests the speaker is instructing someone on how to treat gout using an "art" that involves cauterization.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth condition is that if there is a need to cauterize the body, they should be placed on their legs, as you put the cushion under them, for the rest of the day.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	It is likely that you need a cushion to support your legs.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	When there are many women who have been placed in a state of illness, they need to be treated by someone skilled in the art of medicine.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Then apply a burning cautery to the woman's foot if she has a pain there, and put a cushion under her feet, then she will be able to see what is going on in the world.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Therefore, if you have pain in the legs, do the same thing as you did to the intestine (of the intestine).
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	If they are not a virgin, then I must be careful to keep my hands in a place where they cannot catch the disease.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Then place a cushion on the bladder to keep it from being painful.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	Then you will apply the cautery to their legs.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And if it is necessary to apply a hot compress to the patient's legs, let them be applied; the pain will be treated by another method.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And so forth, for the most part, are the spices of the stone, sharp and strong.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	And if you know that there are how many species of the other, you will mark them as such.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if blood flows freely, then apply heat to the legs to stop it.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And so the doctor says that he prepares the tools for surgery with which to operate.
