Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albuccassis.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	When it is about to burst, it is raised to the head and stomach, and that affects the patient; therefore, it is necessary to administer sub-fumigations and appropriate remedies.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	When some of the ancients are mentioned, they were known for sub-fumigation with cumin and dried figs.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	The form of the instrument with which a woman is sub-fumigated should be designed for the prevention of menstruation and afterbirth.
Sia fayta de veyre o de eram.	It can be made of glass or clay.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	Place the thin end inside the vagina and the wide end over the fire, and the sub-fumigation should be held over the arms of the fire.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And let that be inside which is consumed that sub-fumigation and they repeat another one.
De curacio del cul del enfant no-perforat.	Treatment of an unperforated child's rectum. (Guessing from the context that "cul" means rectum, and "enfant" means child.)
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	When children are newborn and their rectums are not perforated, they should be carefully examined and prepared.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Therefore, the midwife should carefully perform the examination; otherwise, if not possible, perform it with a sharp spatula, ensuring that she does not harm the rectal lining.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	Then place a piece of wool soaked in vinegar and oil over it, and clean it with warm water. (Guessing that "lana" means wool, "enfusa" means soaked, "vi e oli" means vinegar and oil, "enguent" means wash, and "entro" means water.)
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	If you are concerned about it being infected, place a cannula over it for several days and remove it when the child wants to defecate. (Guessing that "trauc" means hole, "canula" means cannula, "opilat" means infected, and "degerir" means to defecate.)
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	It often happens that the rectum becomes infected due to an abscess or hemorrhoid; therefore, the abscess or hemorrhoid should be incised, and it should be treated with the remedy and lead we mentioned earlier. (Guessing that "opilacio" means infection, "consolidacio" means abscess or hemorrhoid, "inscidida" means incision, and "aquo" refers to a previously mentioned remedy.)
De curacio de las fistulas que endeveno dejos.	Treatment of fissures that have developed. (Guessing that "fistulas" are fissures or ulcers in the rectum, and "endeveno" means develop.)
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	Fissures that develop near the anus have thin and narrow discharge, while those that develop around the rectum or in the space between the buttocks are thicker and more pronounced. (Guessing that "las fistulas" refers to fissures or ulcers in the rectal area, "endeveno" means develop, "pus bassa" means thin discharge, "nodacio" means narrow, "grossetut" means thickness, "prop del cul" means around the rectum, and "en l’espazi de la una partida" means in the space between the buttocks.)
E es una fistula o motas.	Is it a fissure or an abscess? (Guessing that this is a question about whether the issue is a fissure or an abscess.)
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	If the narrowing is old and exudes thick, foul-smelling white or yellow pus, some of these fissures may penetrate. (Guessing that "aquela nodacio" refers to the narrowing of the fissure or abscess, "antiquada" means old, "corr" means exude, "humiditat aygosa blanca" means thick white pus, "poyridura subtil" means thin yellow pus, and "alcunas veguadas" means some of these fissures.)
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And those that penetrate are known by the discharge that comes out of them and by their swelling; some patients may need an evacuation, and in many cases, worms come out of them. (Guessing that "aquelas penetrantz" refers to fissures or abscesses that have penetrated deeper into the tissue, "egressio" means discharge, "ventosetat" means swelling, and "malaute de egressio" means an evacuation is needed.)
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And in some cases, these fissures can extend into the bladder or the muscle of the scrotum; and they can penetrate through the joints of the hips and reach the kidney. (Guessing that "aquelas fistulas" refers to fissures or abscesses, "l’espazi penetrantz entro a la vesica" means extend into the bladder, "entro al meat de la vergua" means extend into the muscle of the scrotum, "penetrantz entro la junctura de la coyssa e entro al notz de la coeta" means penetrate through the joints of the hips and reach the kidney.)
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	The way to determine if a fissure has penetrated into the rectum or not is to insert your finger into the rectum and try to feel for it, using a thin tool such as an earam (a probe) or iron. (Guessing that "aquo en que es conoguda" means the way to determine, "fistula penetrant entro al cul e no-penetrant" means if the fissure has penetrated into the rectum or not, "tu metas le tieu dit endic en le cul" means insert your finger into the rectum, and "entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat" means try to feel for it using a thin probe or iron, but be careful not to hurt yourself.)
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	If it is too dangerous to insert your finger, you can try feeling for the fissure with a thin probe or horsehair until you feel resistance in your rectum. (Guessing that "Mays si en aquela es turtuositat" means if it is too dangerous, "entromet en aquela tenta subtil de plom o de pels de caval" means use a thin probe or horsehair, and "entro que tu sentas la tenta o le pel en le tieu dit" means until you feel resistance in your rectum.)
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	If you do not feel the fissure at all or there is no cause for evacuation, worms, or swelling as we previously mentioned, then you should know that it is not penetrating, and you can proceed with treatment. (Guessing that "si no sentas aquela de tot" means if you do not feel the fissure at all, "ni procezeys del trauc alcuna causa de egestio ni verm ni ventositat" means or there is no cause for evacuation, worms, or swelling, and "e lahoras coyta te a la curacio" means then you can proceed with treatment.)
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	When the fissure penetrates into the bladder or the muscle of the scrotum, the nature of the problem is evidently the passing of urine and prohibition of that area with medication should be implemented. (Guessing that "la fistula es penetrant entro a la vesica o entro al meat de la vergua" means when the fissure penetrates into the bladder or the muscle of the scrotum, and "la significacio de lu es eyssiment de urina de aquela" means the nature of the problem is evidently the passing of urine.)
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	If the fissure penetrates through the joints of the hips or into the bone and causes pain in the surrounding area, then the sign is that it will pass through if there is no danger to the bone, causing pain in the surrounding area; and it usually produces pus quickly; and the treatment is not effective and not consolidated with washing. (Guessing that "la tenta perve entro aqui si en lu no es turtuositat entro al os" means if the fissure will pass through if there is no danger to the bone, "envencio de dolor en le circuit de la partida" means causing pain in the surrounding area of the hips, "que de lu yeys poyredura tostemps" means it usually produces pus quickly, and "ni es consolidada am enguent" means it is not consolidated with washing.)
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	In all cases of penetrating fissures, there is no cure, and the treatment is difficult and uncertain for the doctors who handle them. (Guessing that "E en totas aquelas fistulas penetrant" means in all cases of penetrating fissures, "no es curacio de tot" means there is no cure, and "la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz" means the treatment is difficult and uncertain for the doctors who handle them.)
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	In that which is not penetrating and not ancient, healing by iron is hoped for, according to what I will recommend to you, and what I have proven.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	The patient lies between your hands on their back and raises their chest towards them, the thighs are inclined towards the belly of the patient, and you attempt to enter through it with lead, or iron if it is in an abscess, until you know the place where you will find it.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	And if the pain is around the neck, then you must enter your finger into the neck.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	And if you find a tender spot with your finger that penetrates when pressed, then you know that it is an abscess or flesh, and then you certainly know that it is penetrating; do not work on that, because healing is not in that, as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	But some say that it heals in some men sometimes.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And of the medicine in which healing is hoped for, it is that you ignite cautery thinly according to the size of the abscess, as previously said, and enter the fire into the abscess until it reaches around the neck; and then repeat this two or three times until you know that all the flesh around the abscessed area have been adjusted.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	And heal that by wrapping it with lint until the flesh around it has withered, and heal that with medicines that cause and consolidate the flesh, and if it heals, it is good; and if not, do not heal it within a certain time by another cure.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	And if a tender spot is within, and does not penetrate into the anus that is covered by flesh or abscess, and sometimes the abscess appears on what seems to be a bladder, and the abscess has soaked the skin around it, then dry the skin from the beginning of the abscess, and you will see the abscess dry up, and continue drying until the dryness reaches the place where the tip of the tender spot is, and through the tender spot is freed and catches.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	Then clean those abscessed areas that resemble a bird's feather quill, and do not leave any cause for them to remain.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	But if there is bleeding that comes between you and your action when you lance those areas, then take the milk and a simple instrument is cauterizing with fire or sharp medicine, as cauterization with fire has good properties: it adjusts the healing of those abscessed areas, and the abscess drains due to the drying of the humors.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	Then heal that by wrapping it with lint or gauze until the place festers, and then heal the ulcer with hard flesh-generating and consolidating medicines.
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	And those medicines in which there is drying and stopping; when it has been restored, it is healed and you do not fear relapse.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	But if the abscess has already penetrated into the anus and is extended from the surface of the body, then enter your finger into the anus and examine it.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	And therefore, if the tender spot is covered by abscess or flesh, and it seems to be about to penetrate, then it is not an operation in that, but according to faith and hope.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	The cause is to administer it in one of three ways: or cauterize that as previously said; or cut it open until you can achieve the hollowing out so that it is possible for you to enter and heal properly; and do not press down on the abscess for fear of tearing the rectum, and accidentally injure the patient in that way without their consent; and then heal it with what was previously said, which will work easily; or lengthen the covering and clean the pus that is cut open near the anus, as previously said, or with a sharp instrument at its tip, and then clean the abscessed areas that are in the incision with percrustation; and then force yourself to restore the entire ulcer with incision, and if the opening of the pus does not consolidate, and the abscess remains open in the anus division, it will be easier for the patient.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	And sometimes the abscess is closed in this way: when you insert your finger into the abscess and it is on the side of the anus around the surface of the body with skin, then take a sharp instrument for perforating, which is like a hollow needle for preparing the bowels as follows:
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	and insert it into the abscess that is wrapped in five fields or around those areas; and then insert a sharp needle into the abscess until you achieve the hollowing out.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	But if it penetrates into the margin of the anus from inside, then you remove the thread that has passed through as you insert your finger into the anus; and extract the tip of the thread and adjust both ends, strengthen each one, and leave it for a day or two until the thread sinks in more deeply when the surrounding flesh has sunk in around the two ends of the thread and they are closed.
E aprop cura la plagua entro que sia consolidada e sanada.	Then treat the wound until it is healed and consolidated.
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	If the ulcers of the fistula are not penetrating, then make them penetrate, in whatever way you prepare, as long as it is not causing pain, because it is not your job to do anything that causes injury; and return it to its place when it has healed.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	The form of the pointed spatula used to incise the fistula: the curve is sharp on one side and flat on the other, so as not to injure anything that is not necessary, such as sometimes happens.
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	Stitching hemorrhoids where blood flows upon their incision.
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	Hemorrhoids can be of two types: either like charcoal that is located near the anus or like grease from boiling.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	And small and large hemorrhoids that blood flows from them all the time and is one type, and are multiple, and outside the anus, and at the ends of it.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	However, those that are outside the anus are in months of little humidity, from which a clear water or a small amount of blood with continuous flow, and they are of the same color as the body.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	And the treatment of the one that is inside the anus is to instruct the patient to sit down and wait for the anus to dry up and the hemorrhoids to appear to you.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	Then you should cut them with scissors or whatever you have at hand, and return the cuts to their original position.
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	However, if the scissors are not present in them due to their humidity and softening, then take those with rough cloth or cotton or woolen swab, and pull them out with your fingers, and incise them and sprinkle some caudal powders near the incision, so that they are like cauterization; or cauterize them as prescribed in the section on cauterizing.
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	Then treat those with the other treatment until they are healed.
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	And if the anus does not obstruct the outlet, then pierce the patient with a catheter through which there is a small opening, and wash it with water that comes from the anus and gently encourages the evacuation of the patient when he squeezes.
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	However, if the hemorrhoids are outside the anus, the cause is light, and you take them with your nails or scissors and incise them, and treat them as I said before until they are healed.
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	And for the incised one, it is necessary to administer suturing of them in this way: take fine gauze and insert it into a needle and extract the hemorrhoids on the top part, and make the needle penetrate the wound of the other side, and wrap the two ends of the gauze on the side deeper than the needle, and transversely; tighten the hemorrhoid with strong stitches, and knot the gauze and extract the needle.
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	And do this to all of them, leaving one unstitched and not sewing it, so that the excess blood can flow from it.
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	And place a cloth soaked in rose oil or wax on the anus and wait for it to dry, and cover that over the anus and instruct the patient to rest.
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	And leave that inside until it is contained; and when it is healed, treat those with enemas or the other treatment until they are healed.
De curacio de fistulas.	On fistula treatment.
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	Multiple watched over by the excision of a wound or by constriction of nature.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And since they are ancient and not very effective in medicine, it is necessary that you cauterize them with the point of the spatula or your nail until they become wet and the discharge above them is stopped, which prevents consolidation; then treat them until they are consolidated.
Lahoras tu osta aquelas am razio pus vehement que la primieyra entro que mot sancno e sian excoriadas; e aprop cura aquelas entro que sian sanadas.	Then you remove them with great caution before they start to bleed and are ulcerated, and treat them until they are healed.
De curacio de almesamir, so es clau.	On the treatment of fistulas, it is essential.
Sapias que alamermar, so es clau, e no es si no notz redon segon la color del cors semblant a cap de claviel, e es fayt en tot le cors e majorment en las partidas dejos les pes e als ditz, e endeve per aquels dolor deves le anament.	Know that alamir (a form of fistula) is essential, and it is not redon (round) as the head of a nail, and it is found throughout the body but more in the lower parts of the legs and arms, and it should be treated by those pains.
E adonc cove que sia inscidit aquo que es en le circuit del clau, e sia tengut am les forfexs o am unci, e sia eradicat de la sua razit; e aprop cura aquel.	And so it is necessary to incise the area around the nail, and keep it with scissors or scissors, and remove it from its place, and treat it.
E si vols, cauteriza le segont que es precedit en le sieu capitol.	And if you want, cauterize those as described in the section on cauterizing.
Mays de veruca es eminencia petita aspre fistulada redonda sobre la superficia del cos, e motas veguadas veno en las mas dels enfantz.	However, a wart is a small rough round fistula on the surface of the body, and multiple watched over by many children.
E curacio de lu es que estendas e inscidas aquela, o que estrenhas aquela am fiel o am pel entro que caja.	And the treatment is to stretch it out and incise it, or tighten it with gauze or thread until it is contained.
E si vols, cauteriza aquo, segon que havem dit, am foc o am medicina acuta.	And if you want, cauterize that, as I said before, with fire or sharp medicine.
E ja so eradicadas enversas e no-enversas am le instrument le qual yeu diyre.	And they have been removed inverted and non-inverted with the instrument that I will describe.
Mays formica es eminencia petita feutrada o fistulada grossa sobre la superficia del cos anant mot en le preon, e quan le freg atroba aquela es centit en lu semblant de mordificacio de formigua, e es fayta entorn le cos.	Mays formica is a small, pimple-like or fistula-sized elevation on the surface of the body that moves like an ant, and when it is touched, it becomes inflamed like an ant bite, and it appears around the body.
E curacio de lu es que prenguas una canula de pena de auca o de pena de voltor, e sia fort, e pausa aquela sobre la formigua entro que la contengua le cercle de la canula de las partidas de lu; e aprop revolveys la tua ma am la canula entro que inscidas aquo que es en le circuit de la formigua, e pauses aquela en le preon de la carn, e que eradiques la formigua de la sua razit.	The treatment for it is to take a sharp needle or a lancet, and press it into the ant-like elevation, holding it with the circle of the canula from its edges; then turn your hand with the canula inside until you penetrate what is in the circle of the ant-like elevation, and press it on the skin, and excavate the ant-like elevation from its root.
E si vols, fay aquo am canula de eram o de ferr segon aquesta forma:	And if you wish, do it with an earthenware needle or an iron one, following this method:
Sia la partida desus de la canulha trahent a subtilitat, sorda (so es no-perforada), envolopada per so que sobre le dit la aprencio de lu sia ablaviada e la revolucio de aquela.	Make the incision above the needle thin and dull (meaning not penetrating through) and wrap it, so that when you apply pressure on the spot, the pus inside is expressed and the rotation of it is facilitated.
E si vols cauteriza la formiga segon que es denant dit en la cauterizacio de atheyl en le capitol de cauteri.	And if you wish to cauterize (or burn) the ant-like elevation as described in the cauterization of atheyl under the "cauterization" section of the chapter on cautery.
De forma dels instrumentz que so aministratz a dar cristeri.	Regarding the instruments that are administered for making an incision.
Alcunas veguadas es fayt cristeri de argent o de lato o de eram fondut o malleat; e alcunas veguadas es fayt de aquels instrumentz petit e gran segon aquels als quals so aministratz, quar aquel que es aministrat en la curacio dels petitz enfants sia petit; e de aquel dels quals los culs son freuls o doloyrozes, les cristeris de aquels sian petitz.	Sometimes, an incision is made with a silver or copper needle, or melted lead or hammered; and sometimes it is made with small or large instruments depending on those administered, because the one used in the treatment of small children should be small; and for those whose backs are thin or painful, the incisions should be small.
La forma de cristeri gran e pauc:	The form of large and small incisions:
Le cap de la canula de lu desus en le qual es liada la borsa sia ampla segon aquesta manieyra; e sia a lu distinacio la on la borsa es liada ayssi cum vezes.	The head of the canula (needle) above where the pouch is tied should be wide, following this method: and it should have a distinct location where the pouch is tied in the same way as sometimes occurs.
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	And the end of the pus below, which is inserted into the rectum, should be dull (meaning not perforated) but not leon (unclear what this term means), finely pointed; and on one side there are two cuts, and on the other side one cut, and the size of the cut should correspond to the thickness of the rays and large pus, with a small cut for thin or small pus.
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	And the pouch in which the animal urine or sheep's wool medicine is placed should be a span (approximately 9 inches) long.
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	And it should be perforated by many cuts, as it is rotated; and if the space between the cuts is thicker than the finger.
E aprop entromet en aquels traucs fiel fort de fiel cru le qual sia de detz fiels, o enviro aquels; e ajusta am aquel la borsa; e quan es pausada en lu la borsa, sia streyt en le cap del cristeri entre dos distingentz am fort costriccio, e aprop cristeriza am aquel quascun trauc: Mays la qualitat de cristerizar am aquel es que tu omples la borsa de la medicina, que sia escalfada segon la quantitat de la tolleransa del malaute; e guarda te que no sia trop cauda ni trop freja.	And it should be introduced into those cuts faithfully and deeply with a sharp instrument, or cover them; and place the pouch over it; and when the pouch is placed inside, it should be tight at the head of the needle between two distinct locations with strong pressure, and cauterize each cut: However, the quality of cauterizing with this method is that you fill the pouch with the medicine, which should be heated according to the tolerance of the patient; and make sure it is not too hot or too cold.
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	And place the patient on their back, and raise their legs and place a cushion under them (or a blanket); and then anoint the edge of the cautery with oil or albumen of egg or mucilage of fennel or similar; and introduce it gently into the rectum with ease, and the assistant should take the pouch and press it firmly and repeatedly with force until everything that is in the incision is expelled from the intestine; and then remove the incision and the patient raises their legs to the wall.
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	And if the medicine is lacking in that place, it should be increased; and if it remains there for an entire night, it is more harmful in treatment.
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	If the disease of the belly and its symptom is treated with cauterization, then do so repeatedly until it heals.
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	If there is an emorroid or abscess in the buttock, then use a subtle cautery and lion-like cautery among those that are called cauterizers.
De curacio de las plaguas.	On the treatment of sores.
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	I have already said in the division of the treatment of sores what is appropriate for the free person, and now I will say the treatment of those with money according to what is suitable.
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	Therefore, I say that sores are differentiated according to what causes them and according to the place on which they occur.
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	And the causes that many times are made by blows, incisions with a knife or sword, or strikes with a spear, staff, arrow, or similar, are such as these.
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	But sores that occur in the parts of the body are such as those that fall on the head, neck, feet, abdomen, or throat and similar to those of the limbs.
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	And I recommend the treatment of some sores based on this reasoning and rule for other sores.
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	And I begin with simple sores of the head, since the composition will come at the beginning of the third chapter.
