Ayssi comensan las paraulas de Albucasim .	Thus commence the words of Albucasis.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	And you often encounter blackness and corruption in the genitals and foreskin, therefore it is necessary to remove all the already damaged areas that are about to rot or have already rotted; then apply liniment over that area with honey mixed with flour of oats, crushed walnuts and hulled barley.
E aprop cura aquel am l’autra curacio entro que sia sana.	And cure it with the other remedy until it is healed.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	But if there is bleeding, administer lunar cautery in this manner:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	because cauterization helps in two ways at the same time: for bleeding and when an ulcer is rotten.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	And if the head of the penis is rotten and destroyed completely at that time, you must insert a lead pipe into the foreskin so that the patient can urinate through it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the adhesion of the foreskin to the head of the penis (and this adhesion does not occur except in those whose foreskin is healthy and circumcision has not been required; and when adhesion occurs due to an ulcer or abscess), you must cut with a dull knife until the adhesion is dissolved and the head of the penis is released from all sides.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	If it is difficult to detach them exactly, you must cut with a knife of some sort on the head of the penis and the foreskin; this is because when the foreskin is thin, it is easily perforated due to its thinness.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	Approach separating between the foreskin and the head of the penis with a thin knife, which has been softened in warm water to prevent it from sticking again.
E aprop sia curat am vi stiptic entro que sia consolidat.	Then be cautious to cure it when it is stiff and consolidated.
Capitol .lvii.	Capital, Chapter VII.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	On the purification of children and the cure for those who suffer from circumcision.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a continuous plague like other diseases; however, since it comes from our action and our will, and that of children is inherently required, it is necessary to assign the best operation and way to perform it with least risk to health.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	Therefore, it is said that the ancients did not mention circumcision in any of their books, because they did not use it according to their laws, and only acquired it through experience, which is due to the fact that I have discovered most craftsmen and barbers using circumcision with a knife and torch; and they use lime and incision with the nail.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	And I have already prohibited all these methods and do not find a better purification with forceps, lime, or incision with the nail, because more often the skin is torn above, because the skin of the foreskin has two layers, and the lower layer remains, which is easily exposed to further incision and certain pain.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	And the purification that is performed by an apothecary, and is called "digital," which is used by cobblers, is not assured of the incision at the end of the male organ, because deep cuts can enter it.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	However, in the operation with the nail, deep wounds can easily spoil your operation.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	And the skin of a child is naturally short, and many times it does not require purification in this manner, and I have seen that.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	However, the purification performed with forceps and lime and the nail has been found beneficial by experience, because the forceps are of proportional incision, so that the sharpness above is equal to the sharpness below; therefore, when you press your hand proportionally in two areas, and make an incision accordingly according to a comparison in one time; and it causes compression of the lime on the penis with a shape containing the skin of the entire area, from which no error can occur.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	The method of the first operation is to keep the child more if it is of those who can understand a little, that you do not let him put lime on his penis except for one day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	And approach him in every way possible that is within your power regarding the understanding of the child.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	And approach him and make him stand between your hands, but do not let him be agitated; and hide the forceps in your hand or under your foot, so that the child does not see it nor any other of the instruments.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	And approach your hand to the penis of the child and blow on the skin, then pull it back until the head of the penis is exposed, and proceed with purification of that which is accumulated in the foreskin due to dirt.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	And approach the designated area with the lime, and apply it below the penis, and then apply a small amount of lime over it; then take your finger and hold it at the base of the penis, pushing down on the lime and keeping good grip, and make an incision between two layers of lime.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	And approach the skin slightly and stretch the foreskin upward, and let the blood flow slowly, which is better; then sprinkle powder on it and over the powder lay a cloth in which is spread mustard oil recently made with fresh hops boiled in water; leave that on for another day; and cure it with medicine until it heals.
La forma de las forfexs a mondificacio, aquesta es la forma:	The shape of the forceps for purification, this is its shape:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	The outer parts should not be sharp and the inner parts should be, that there is no projection of the handle, and the length of the two points should be equal to the length of two handles joined together.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	However, the error in purification is that deep wounds can tear the entire skin, or if you make an incision it must be partial.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	Therefore, you should stretch the skin at your discretion with your nail before the incision and make the incision accordingly.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you cannot hold it with your nail, then pull it out with oil and make the incision.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	However, if it has been three days and the inflammation remains at the base of the penis, you should remove it with care and cut the inflammation cautiously, then excise it easily and make an incision according to your discretion.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And be careful of the head of the penis, as that will not help you.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	Therefore, cure it with what has been recommended for the inflammation in the treatise on powders.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	If the skin is incised too much and opens up at the edges, that will not help you.
E mays cura aquel am aquo que havem dit entro que sia sanat.	However, cure it with what has been said until it heals.
Capitol .lviii.	Capital, Chapter VIII.
De curacio de urina retenguda en la vesiqua.	Treatment for retained urine in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retention of urine in the bladder is caused by obstruction due to stones or clotted blood, or poure or meat, similar to those mentioned in the methods of treatment division.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	If the urine is not dissolved and the retention is due to a stone that is in the neck of the bladder, then the patient must be bent over on all fours.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	Then place the patient's feet on their back and extend their belly from the area above their waist, and have the patient strain as much as possible.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	Thus, the neck of the bladder is compressed to expel the stone at the back parts so that the urine can be released.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	If the above remedy is not effective and the cause is severe for the patient, then it is necessary to administer extraction using an instrument called a syringe, which has the following form: It should be made of silver and have a conical shape, like a bird's feather cannula with the same fineness as a long ray in the shape of a palm and a half, and at its tip, it should have a fine tube.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	The method of emptying the urine with the syringe is to fold the thread and place it in the wool or cotton, ensuring good lubrication; then insert the thread into the part behind the syringe, and cut off any excess wool if necessary, but introduce the thread into the cannula with vigor. Next, move the syringe towards the body and the albumen of egg white.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	Have the patient lie down on a bed and compress the bladder and scrotum with wet oil cloths, olive oil, and egg whites.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	Then insert the syringe gently into the scrotum until it reaches the bladder; then fold the scrotum above the anus; push the syringe through that area; push the syringe towards the bladder, ensuring that the patient is positioned correctly and not twisted.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	Then stretch the thread little by little until the urine soaks the cotton.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Then remove it and treat the urine, using a syringe, and continue to press and use the syringe until the bladder is emptied and the patient finds relief.
Capitol .lix.	Chapter LIX.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	On the quality of clysters for the bladder with a syringe and similar instruments that are suitable for this purpose.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When an ulcer or boil occurs in the bladder, or blood clots within it, or there is a hardened pus, and you want to distill waters and medicines in that area, then use an instrument called a clamp, which has the following form:
sino que en la extramitat de lu es sorda, so es clausa.	If outside of it is silent, it is closed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that place there are three holes: two from one side as sometimes happens.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	At the beginning there is a hollow place where something is hidden and in accordance with its quantity, it should be added to it until some cause is pulled from the humidities, and when it is expelled, it should also be pulled back, and when it is expelled long, as happens in clamp shells made of a substance called naphta used in naval battles.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	When you want to stop the humidity in the bladder, insert the end of the clamp shell into the humidity and pull with it whatever is hidden inside the parts above, as the humidity is expelled into the hollow of the clamp shell.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	Then insert the end of the clamp shell into the anus as we have recommended in the syringe; and pull with it the humidity as you pull it, since that humidity reaches the bladder immediately, and the patient suffers from it.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	The shape of a subtle cyst with which the bladder is cysticized, and that is the shape:
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And it should be made of silver or lead, with a head shaped like a small feather and the body canning inside it.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	Then take the bladder by hand and stop the humidity that you want to crystallize in the bladder, then tie it between two strong ligatures with a double stitch, and heat up that humidity over the fire.
E aprop entromet la extremitat del cristeri en la vergua.	Then insert the end of the cyst into the anus.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	And hold your hand on the bladder with the humidity and the structure until the patient feels that the humidity has already reached the bladder.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	But if the bladder is not present, then take a piece of parchment and make a circle out of it; perforate it completely around its entire circumference; and insert a strong thread through these holes in such a way that they are turned around; and apply the circle also in this way so that it is attached as in an amulet, since you stop there whatever you want from the humidities, oils, and waters.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	Then tie it with the instrument in the same way as you did with the bladder, and press with your hand until the humidity reaches the bladder.
Capitol .lx.	Capital LX. (This is the number for the 60th chapter)
De extraccio de peyra.	On the removal of stone.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already said in the division the types of stones and their cure with medicine, as well as the difference between stone produced in the lungs and stone produced in the bladder, and the signs of that.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	And we have said which type of stone requires surgical operation and incision.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	And the stone produced in the bladder itself is that which is embedded in the bladder.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And we will tell it with clear exposure and concise language.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	Therefore, we say that stone produced in the bladder is most often seen in children; and among its signs is that the urine that comes out of the bladder is similar to water in its subtlety, and appears in sand; the patient scratches his anus frequently, and moves up and down a lot, and his buttocks are swollen, and with that, the feces come out.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	Child healing is easier before they turn 14 years old; it is difficult to cure the elderly.
Mays en les joves es migiera per aquo quar es entre aquels.	In young ones, healing is more easily achieved; it is difficult in the old.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	The larger the stone and the easier the healing; if it is small, it is contrary to that.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	Therefore, when treating that condition, at the beginning we must clean the patient with a clyster which extracts all the crevice within their intestines; for that crevice sometimes prevents the stone from appearing, you should investigate for it.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	Then place the patient with their feet and have them sit in a warm and comfortable position to encourage the stone to descend to the bladder's opening or to pass out of the body at some point.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	Then prepare the patient's bladder using your hands, and remove their clothes from that area so that the entire bladder is exposed at the sides.
E aprop perquier aquela e tota aquela deforo.	Then pierce it completely.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	If you feel the stone in the space (i.e., if you can locate it), cut through it immediately.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	If you do not feel it entirely with your touch, then you must anoint it with oil using the index finger of your left hand (or right if the patient is a child or young person), and insert it into their anus.
E perquier de la peyra entro que stia dejos le tieu dit.	Then pierce the stone that was inside.
E converteys aquela petit a petit entro al col de la vesica.	And gradually push it towards the neck of the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	Then press on it with your finger and expel it outwards from the bladder at the location where you pierced it.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	Command the assistant to press on the bladder with their hand; command another assistant to extend the legs apart using their right hand, and use their left hand to remove the covering that is below the legs, in the area where the piercing was made.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	Then insert a spatula with a sharp edge into the area:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	Cut the area between the anus and the genitals, not too deep, but along the left side; make the incision on that stone and your finger should be in the anus, making a transverse incision so that the incision outside is wide and narrow inside, according to the amount of the stone that can be exposed there, and not too much, for strong pressure on your finger pressing the stone during the incision is necessary, but it should be done without difficulty.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	Know that some stones have an angle and edges, which makes their removal difficult.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And of this type is one resembling a walnut, round, and easily removed.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	If it has an angle or edges, fit it into the groove (i.e., place it in the channel formed by the pelvis and pubic bones).
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	If it is not easily removed or cannot be grasped, then press on it or squeeze it gently with appropriate pressure, the end of which should be like a file against the stone, and do not let go; or insert a sharp, curved instrument below it.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	But if you cannot press on it, expand the opening a little and if you see blood flow, cauterize it with diluted vinegar.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	But if there are more than one stones, first press your hand on the opening of the bladder and then pierce it; then press a little on them; proceed similarly with larger numbers of stones.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	If the stone is very large, ignorance is that you pierce it with a large incision, because the patient may suffer from one of two causes: either death or continuous urine discharge, due to which the area is not completely consolidated.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	Administer an emetic to expel it out of the body if possible, or use forceps to extract it through the fracture once the bladder is broken open.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	When you have completed your task, fill the wound with aloes and dragon's blood (a type of resin), and cauterize it.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	Place a cloth soaked in oil and vinegar or rose oil and water on the wound, to allow it to heal without an abscess.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then reposition the patient on their back and do not remove the bandages for three days.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	When you have removed the bandages, apply warm water and oil to the area, and treat it with antibiotics and antiseptics until it is healed.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	If an abscess forms in the wound, apply cautery and caustic substances to it, similar to if blood is present in the urine (and this is known as hematuria), then insert your finger into the wound and drain the blood, for if it remains, it causes the bladder to decay and putrefy.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	Wash the wound with warm water, vinegar, and salt, and use appropriate antibiotics until it is healed.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	It is essential during the entire healing process that you watch over them and adjust the medications applied to the area.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	If the stone is small and lodged in the scrotum and urination is prohibited, treat it with what I have previously recommended before piercing, for this treatment is often accused of causing piercing; and I have already explained that you should use a sharp, pointed instrument like this:
de triangulada extramitat, agut, ficat en fust.	Of a triangular shape, sharp, inserted into a wooden rod.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	Then take the file, and bind it to that part behind the stone so that it does not return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	Then insert the iron into the stone with ease, piercing through it until the piercer reaches that pebble.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	Rotate the piercer in that small stone little by little, and you perform the perforation on it until the other side is able to penetrate; for urine will be released soon.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	Place your hand on the fractured part of the stone that is separated from the bladder, for it is closed and forgotten by the urine, and the patient will be healed.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	But if this cure is not suitable for some reason that prevents it, then bind a file behind the stone, and another file on top of the stone.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	Then strike the stone in that bladder between two layers.
E aprop extratz aquela.	Then extract it.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	Then loosen the ligaments and unclot the blood in that wound.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	No, it is not necessary to bind a file behind the stone, but only for preventing its return to the bladder; and another ligament on top of it, for when the file is loosened near the exit of the stone, it returns to its place and heals the wound.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And for that reason, when you bind the file on top, you should raise the patient's thighs or else it will not work and the wound will heal in this manner as we have said.
Capitol .lxi.	Chapter LXI.
De extraccio de peyra de las femnas.	On the extraction of stones in women.
Peyra en las femnas pauc es engendrada.	Stones in women are rarely formed.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	If a stone (peyra) appears in any of those [parts], then the cure is difficult and forbidden due to excessive methods.
La una de lor es quar la femna fort leu es verges.	The one who has a female and is weakly built is a virgin.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second one is because you do not find a woman who knows how to keep herself chaste or is married.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	The third one is because you do not have a woman skilled in this art, especially when it involves surgery.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	The fourth is that the location of the incision on the stone in women is far from the location of the stone, requiring deep incisions and causing fear.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	But if necessity forces you to do it, then you must take a woman skilled and obedient.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	But if you are deprived of the former, then seek one skilled and discreet, or present a married woman knowledgeable in the affairs of women, or a woman who is proficient in this art to some extent.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Therefore present her and order her to do everything you command, from the investigation of the stone at the beginning; for this reason she is to examine whether the woman is a virgin, in which case she must place her hand on the woman's stomach and feel for the stone.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Then if she finds it, separate it from her, and then order her to incise it.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	But if she is not a virgin, order the married woman to insert her hand into the patient's vagina and search for the stone; then place her left hand on the bladder, and press it firmly with good judgment.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Then if she finds it, you must carefully draw it out of the urinary bladder through the vagina, until its virtue reaches the place where the incision was made.
