Praefatio.	Prefatory.
Et modus exitus Vrinae per ipsum est, ut accipias filum duplicatum, et liges in extremitate eius lanam, aut cotum, ligatura bona: et intromittas extremitatem fili in inferiori parte Siringae: et incide cum forficibus si superfluit aliquid ex lana, uerum intromitte in cannulam cum uehementia, sicut alzer.	And the method of extracting the urine is as follows: take a doubled thread and bind in its extremity lanum or cotton, a good ligation: and insert the extremity of the thread into the lower part of the siringa: and pierce with shears if there is anything remaining of the lanum. True, insert into the needle with caution as much as possible.</start_of_turn
Deinde inunge siringam cum oleo, aut cum butyro, et albugine oui: et fac sedere infirmum super sedem, et embroca uesicam, et ipsius uirgam cum oleis humidis, et oleo oliuae, et aqua tepida.	Then apply the sponge with oil, or butter, or alum, and make the sick man sit on a seat, and embroke the wound, and pour oil on the wound with warm oil and water.
Deinde intromitte siringam in uirgam cum facilitate, donec perueniat ad radicem uirgae.	Then introduce the sponge into the wound until it reaches the root of the wound
Deinde dupla ipsam superius a parte umbilici.	Then double the upper part from the navel
Deinde impelle siringam intra ipsam, donec perueniat ad Vesicam, et sentiat eam infirmus iam peruenisse ad rem uacuam: et non fit hoc secundum hunc ordinem, nisi quoniam meatus, in quo uadit, est in quo est tortuositas.	Then push the sponge inside the wound until it reaches the belly, and let the sick man feel that the wound has gone deep enough: do not do this according to this order except in the case where the wound is twisted
Deinde extende filum cum lana paulatim.	Then draw out the thread with the wool gradually.
Vrina enim sequetur lanam.	The thread follows the wool.
Deinde extrahe eam, et fac currere Vrinam per uiam urinae: et itera siringam, et non cesses facere illud, donec euacuetur uesica, et inueniat infirmus alleuiationem.	Then draw out the wound, and make the urine run through the opening: and repeat the sponge, and do not stop doing this until the wound is evacuated and the sick man feels relief.
¶ De qualitate clisterizationis uesicae cum Clepshydra.	As for the quality of the dressing of the wound with Clepshydra.
Caput LIX.	Chapter 59.</start_of_turn>
Quando accidit in uesica ulcus, aut sanguis in ea congelatur, aut coartatur in ea pus, et uis distillare in eam aquas et medicinas: tunc fiat cum instrumento quod nominatur Clepshydra, et haec est forma eius.	When it happens that there is a wound in the wound, or the blood is frozen in it, or is clotted in it with pus, and the discharge is distilled into the water and medicines: then make use of an instrument called Clepshydra, and this is its form
Est enim surda, id est, clausa.	It is deaf, that is, closed
Et in eo sunt tria foramina, duo ex parte una, et unum ex parte altera, sicut uides.	And in it are three holes, two from one side, and one from the other side, like urine
Et locus concauus, in quo est illud quod impellit, sit secundum quantitatem quod opilet ipsum sine additione, donec quando trahitur cum eo aliquid, ex humiditatibus attrahatur: et quando impellitur, cum eo expellatur ad longinquum: secundum quod facit clepshydra, qua proiicitur naphta, id est, ignis graecus in praeliis martis.	And the part which drives it, where that which is driving is located, should be according to the quantity that it desires without addition, until when it is pulled with it something is drawn along with it: and when it is driven out, when it is driven out far off: according to what the Clepshydra does which ejects naphtha, that is, Greek fire in the battles of Mars.
Cum ergo uis proiicere humiditates in uesicam, intromitte extremitatem clepshydrae in humiditatem, et trahe cum eo quod impellit ad superiora, humiditas enim trahitur in concauitatem clepshydrae.	When the humidity is to be projected downwards into the cavity, introduce the extremity of the sponge into the humidity, and draw it out with what drives it upwards, for the humidity is thus drawn into the concavity of the sponge.
Deinde intromitte extremitatem eius in uirgam, secundum quod narrauimus in siringa.	Then introduce its extremity into the cavity, as we mentioned in the syringe.
Deinde impelle humiditatem cum eo quod impellit illa namque humiditas peruenit ad uesicam statim, ita quod sentit eam infirmus.	Then drive the humidity with what drives it, and immediately the humidity will reach the cavity, as the patient feels it
Forma clisteris subtilis quo clisterizatur uesica.	Form a soft blister in which the cavity is closed.</start_of_turn>
Fiat ex argento, aut auricalco: cuius caput altius sit simile alcama paruo, et sub eo sinus inter quem cadat ligamentum.	Make it of silver or gold: whose head is like a small dish, and under it the sinus where the ligament is located.</start_of_turn>
Deinde accipe uesicam arietis, et pone in ea humiditatem, qua uis clisterizare uesicam.	Then take hold of the bladder with air, and put in it the humidity which will cause the bladder to swell.</start_of_turn
Deinde liga eam inter duos sinus ligatura forti cum filo duplo: et calefac illam humiditatem parumper super ignem.	Then bind the two sinuses together with strong thread with a double knot: and warm up the humidity slightly over the fire.</start_of_turn
Deinde intromitte extremitatem clisteris in uirgam, postea stringe manum tuam super uesicam cum humiditate strictura decenti, donec sentiat infirmus, quod illa humiditas iam peruenit ad uesicam.	Then introduce the extremity of the blister into the cavity, then close the hand over the bladder with the humidity until the patient feels that the humidity has reached the bladder.</start_of_turn
Si autem non est tibi praesens uesica, tunc accipe frustum pergameni, et fac ex eo circulum, et perfora ipsum ab omni rotunditate sua.	If however the patient does not have a bladder, then take a piece of gut and make a circle from it, and pierce it through from all its roundness.</start_of_turn
Deinde intromitte filum forte in illis foraminibus, sicut reuoluuntur.	Then introduce strong thread firmly through these holes, as they are being rotated.</start_of_turn
Deinde aggrega circulum, sicut aggregatur alsofratu: postquam tu ponis in eo illud quod uis ex humiditatibus, et oleis, et aquis.	Then gather the circle, as they gather alum, and when you have placed in it what you wish of humdities, and oils, and waters.</start_of_turn
Deinde liga ipsum in instrumento: et fac cum eo sicut fecisti cum uesica ex expressione cum manu tua, donec perueniat humiditas ad uesicam.	Then bind the tissue firmly to the instrument: and do as you would do with a bladder when expressing it with your hand, until moisture reaches the bladder.
¶ De extractione Lapidis.	Regarding the extraction of a stone.
Caput LX.	Chapter 60
Iam diximus in diuisione species Lapidis, et curationem eius cum medicinis: et dixi differentiam inter Lapidem generatum in renibus, et uesica, et signa illius totius: et dixi Lapidem in quo cadit operatio cum manu et sectio: et est Lapis generatus in uesica proprie: et ille qui figitur in uirga: et ego sum narrans illud cum expositione manifesta et abbreuiatione.	We have already spoken concerning the types of stones and their treatment with doctors: and we have spoken of the difference between a stone generated in the intestines and a bladder stone, and the signs of the former: and we have spoken of the method in which the operation is performed with the hand and section: and this is the stone that is generated in the bladder itself: and that which appears in the urine. And I will speak of this with a clear explanation and brevity.
Dico ergo, quod Lapis generatus in uesica, plurimum accidit pueris.	I say therefore, that the stone that is generated in the bladder mostly happens to children.
Et ex signis eius est, quod urina egreditur ex uesica similis aquae in subtilitate sua: et apparet in ea harena alba, et fricat infirmus uirgam suam, et laborat cum ea, et multotiens pendet.	And from the signs of it, it is known that the urine comes out of the bladder like water in its fluidity: and there appears in it white sand, and it irritates the painful area of the urine, and it works with it, and it hangs over much.
Deinde erigitur, et egreditur cum eo anus in multis eorum.	Then it is erected, and comes out with the anus in many people.
Et est facilis sanatio puerorum, ex eo usquequo consequuntur quatuordecim annos.	And it is easy to heal the children of this, until they reach the age of fourteen
Et est difficilis in senibus.	And it is difficult in old age
In iuuenibus autem est media, in eo quod est inter illud: et eius cuius Lapis est maior, curatio facilior: et si paruus, est econuerso illius cura.	In young people, however, it is middle-aged, in which there is between these two: and the larger the stone, the easier the cure: and if it is small, the cure is more sparing
Cum ergo peruenimus ad curationem, oportet in primis, ut mundificemus infirmum cum clisteri, quod extrahat totum stercus quod est in intestinis suis: ipsum enim quandoque prohibet inuentionem Lapidis apud inquisitionem.	When we come to the treatment, it is necessary in the first place to empty the patient with a catharsis, which extracts all the stool that is in his intestines: for it often hinders the discovery of the stone during the examination
Deinde accipiatur infirmus cum pedibus suis, et concutiatur, et moueatur ad inferiora: ut descendat Lapis ad profundum uesicae, aut saliat de loco alto aliquotiens.	Then he shall take the patient with his feet and thrust him forward, and move him downwards: that the stone may descend into the depth of the bladder, or that it may leap from a high place.
Deinde fac eum sedere inter manus tuas praeparatum, et manus eius sint sub coxis ipsius, ut fiat uesica tota decliuis ad inferiora.	Then make him sit between your hands prepared, and let his hands rest under his buttocks, so that the bladder may be completely tilted downwards
Deinde perquire eum, et tange eum extrinsecus.	Then ask him and touch him externally.
Si ergo sentis Lapidem in spacio, tunc propera statim cum sectione super ipsum.	If you feel the stone in the space, then immediately seize it with a section above it
Quod si non cadat sub tactu tuo omnino, tunc oportet ut abstergas digitum indicem cum oleo manus sinistrae, si infirmus est puer: aut digitum medium si est iuuenis completus: et intromittas ipsum in anum suum, et perquire de Lapide, donec stat sub digito tuo: et conuerte eum paulatim ad collum uesicae.	If it does not fall under your touch at all, then you must pull out the index finger of your left hand if the patient is young: or the middle finger if he is complete; and insert it into his rectum, and ask about the stone, until it is under your finger: and bring it slowly up to the neck of the bladder
Deinde preme super ipsum cum digito tuo, et impelle ipsum ad exteriora aduersus locus, cuius sectionem uis: et praecipe ministro, ut premat uesicam manu sua, et praecipe alii ministro, ut extendat testiculos manu sua dextra ad superiora: et alia manu sua, ut remoueat cutem, quae est sub testiculis in parte a loco in quo est sectio.	Then press above it with your finger, and push it outwards against the place where the section is: and command the minister to grasp the bladder with his hand, and command another minister to extend the testicles of his right hand upwards: and another hand to move the skin which is under the testicles on the part where the section is
Deinde intromitte Spatumile incidens, cuius forma haec est.	Then insert Sponge of the kind that has this shape
Et finde in eo quod est inter anum et testiculos, et non in medio, ad latus natis sinistrae: et sit sectio super ipsum lapidem, et digitus tuus sit in ano: et fiat sectio transuersa, ut sit sectio exterius ampla, et interius stricta, secundum quantitatem quod sit possibile egressio Lapidis ex ea non maior.	And find it between the rectum and the testicles, and not in the middle, at the side of the left hip: and let the section be above the stone, and your finger be in the rectum: and make a transverse incision, so that the external incision is wide and the internal one is narrow, according to the quantity that is possible for the stone to pass out of it.
Fortasse enim comprimit digitus, qui est in ano Lapidem apud sectionem, et egreditur absque difficultate.	Perhaps the finger which is in the rectum will grasp the stone at the section, and will come out without difficulty
Et scias, quod ex Lapide est cui sunt anguli et margines, quare fit difficilis exitus eius propter illud.	And know that from the Stone [bone] there is that which has angles and margins, whereby its exit becomes difficult on account of these things.
Et ex eo est lenis, similis glandulae, et rotundus: et fit facilis egressus eius.	And from this [substance] it is soft, like a gland, and round: and makes its egressus easy.
Ei ergo cui sunt anguli, et margines, adde in fissura.	Therefore, in the fissure [of the bone] where there are angles and margins, add [something] to make the passage easier.
Quod si non egreditur ita, tunc oportet ut ingenies super ipsum: aut stringas super eum cum gesti decenter, cuius extremitas sit sicut Luna, quae stringat super Lapidem, et non euadat ab ea: aut ut intromittas sub eo instrumentum subtile, curuatae extremitatis.	If it does not come out thus, then it is necessary that you bring about an incision above it: or that you bind above it with a bandage whose extremity is like the Moon, which binds upon the Stone, and does not slip from it: or that you introduce beneath it a subtle instrument, with curved extremities
Si autem non potes super cum, tunc amplifica foramen parumper.	Or if these things do not suffice, then enlarge the opening nearby.
Quod si uincit te aliquid ex sanguine, abscinde ipsum cum zegi.	If anything from the blood incites you, cut it off with a saw
Si uero lapis est plus quam unus, tunc impelle in primis magnum ad os uesicae.	If there is more than one bone, then impale the large one first to the bone of the buttocks.
Deinde incide super ipsum.	Then make an incision above it.
Postea impelle paruum post illud: et similiter fac si sunt plures duobus.	Then impale the small one afterwards: and do the same if there are more than two
Quod si magnus est ualde, tunc ignorantia est ut seces super ipsum sectione magna.	If the great one is hollow, then ignorance is not to cut above it with a great section
Quoniam accidit infirmo una duarum rerum, aut ut moriatur, aut accidit ei distillatio urinae assidua: proptera, quia non consolidatur locus omnino.	For it happens to a sick person one of two things, either that he dies, or that his urine becomes excessively concentrated: because the place is not consolidated in any way.
Verum administra expulsionem eius, donec egrediatur: aut ingenia in fractura eius cum forficibus, donec extrahas eum frustatim.	Truly manage its expulsion until it comes out: or bring about a fracture of its fracture with forceps until you have removed it broken
Cum ergo compleueris operationem tuam, tunc imple uulnus thure, et aloe, et sanguine draconis: et stringe ipsum, et pone super ipsum pannum infusum oleo et uino, aut oleo rosato, et aqua frigida: ut sedetur apostema calidum.	When you have completed your operation, then apply a cloth of wool, aloe, and dragon's blood: and bind it up, and place upon it a soaked bandage of oil and wine, or of rose oil and cold water: so that the swelling will subside
Deinde resupina infirmum super collum suum, et non soluas ligamentum, usque ad diem tertium.	Then rest the patient supine above his shoulder, and do not loosen the ligaments, until the third day.
Cum ergo solueris ipsum, embroca locum cum aqua, et oleo multo.	When you have finished loosening it, embroider the place with water, and pour much of it in
Deinde cura ipsum cum unguento dyafinicon, et unguento basilicon, donec sanetur.	Then care for it with fine unguents, and with aloe, until it is healed
Si autem accidit in uulnere apostema calidum additum, et corrosi, et illi similia: sicut si congeletur sanguis in uesica, et prohibeatur ex eo urina: et cognoscitur illud ex egressione sanguinis cum urina.	If, however, in the wound a hard swelling is added, and pus, and similar things: thus also if blood is congealed in the bladder, and is withheld from it by urine: this is known from the discharge of blood with urine.
Intromitte ergo digitum tuum in uulnus, et extrahe illum sanguinem.	Introduce your finger into the wound, and extract the clot of blood.
Nam si remanet, prouocat ad corruptionem uesicae, et putrefactionem eius.	For if it remains, it causes corruption of the bladder, and its putrefaction.
Deinde ablue uulnus cum aceto, et aqua, et sale: et oppone omni speciei cum eo quod conuenit ex curatione, usquequo sanetur.	Then wash the wound with vinegar, and water, and salt: and oppose all things which are harmful with what is useful for the cure, until it is healed
Et oportet in horis curationis totius, ut liges duas coxas, et aggreges, caussa medicinarum quae ponuntur super locum.	And take care in the hours of the cure of the whole thing, as to bind up two thighs, and to apply pressure, which are the causes of the medicines which are placed upon the place
Quod si lapis est paruus, et sit in meatu uirgae, et figitur in eo, et prohibetur urinae exitus: tunc cura ipsum cum eo quod narro antequam peruenias ad sectionem.	Which if the stone is small, and lies in the meat of the bladder, and appears in it, and hinders the discharge of urine: then care for it with that which I have mentioned before until you reach the section
Multotiens enim a sectione excusaris per hanc curationem, iam enim probaui illud.	Many times indeed is one excused from section by this cure, for I prove this to you.
Et est, ut accipias Perforatorium ex ferro alferico, cuius haec est forma, triangulatae extremitatis, acutum, fixum in ligno.	And it is that you take a perforator of iron, which has this form, triangular extremities, acute, fixed in wood
Deinde accipe filum, et liga cum eo uirgam sub lapide ut non redeat ad uesicam.	Then take thread, and bind with it under the stone so that it does not return to the bladder
Deinde intromitte ferrum perforans in uirgam cum facilitate, donec perueniat Perforatorium ad ipsum lapidem: et reuolue Perforatorium manu tua in ipso lapide paulatim: et coneris perforationem eius, donec facias ipsum penetrare a parte altera.	Then insert the perforating iron into the abscess with ease, until it reaches the Perforatorium itself: and withdraw the Perforatorium gradually from the same stone: and make the perforation, until you make it penetrate from the other side.
Urina namque absoluitur statim.	The urine is indeed immediately expelled.
Deinde preme manum tuam super illud quod remansit ex lapide ab exteriori parte uirgae.	Then place your hand over that which remains of the stone from the outside of the abscess
Ipse enim frangitur, et egreditur cum urina, et sanatur infirmus.	It itself will break, and goes out with the urine, and the patient is healed
Si autem non praeparatur tibi haec curatio, propter aliquid quod prohibet ab illo: tunc liga filum sub lapide, et filum aliud supra lapidem.	But if these things are not prepared for him, because of something that hinders it: then bind a thread under the stone, and a thread above the stone.
Deinde seca super lapidem in ipsa uirga inter duas ligaturas.	Then dry upon the stone within the abscess between two ligatures.
Deinde extrahe ipsum.	Then extract it.
Postea solue ligamentum, et mundifica sanguinem congelatum, qui fit in uulnere.	Then loosen the ligature, and bind the frozen blood, which forms in the wound.
Et non est necessarium ligamentum fili sub lapide, nisi ut non redeat ad uesicam: et ligamentum aliud desuper, nisi ut quando soluitur filum post egressionem lapidis, redeat cutis ad locum suum, et cooperiat uulnus: et propter illud necesse est tibi illud quando ligas filum superius, ut eleues cutem ad superiora, ut redeat apud complementum tuum, et cooperiat uulnus, sicut diximus.	And it is not necessary to bind a thread under the stone, except when it does not withdraw from the cavity: and bind the other thread above, except when you loosen the thread after the withdrawal of the stone, the skin returns to its place, and closes the wound: and for this reason it is necessary for you to bind the upper thread when you elevate the skin to its proper position, so that the skin returns to its original place, and closes the wound, as we have said
¶ De extractione Lapidis mulierum.	Of the extraction of stones from women.
Caput LXI.	Chapter 61.</start_of_turn>
Parum generatur Lapis in mulieribus.	Stones are not often formed in women
Si autem accidat alicui earum lapis, tunc difficilis est curatio, et prohibetur propter modos multos.	If, however, it happens to any of them that a stone should form, then its cure is difficult, and is prohibited on account of many things
Vnus eorum est: quod mulier fortasse est uirgo.	One of them is: perhaps a woman is a madman.
Et secundus est, quia tu non inuenis mulierem quae detegat seipsam medico, quando est casta, aut ex habentibus maritos.	Secondly, you will not find a woman who will confess to being a doctor when she is chaste or married to men.
Tertius est, quia tu non inuenis mulierem bene scientem hanc artem, praecipue operationem cum manu.	The third is that you will not find a woman who knows this art well, especially performing operations with her hand.
Et quartus est longinquitas a loco lapidis: quare indiget sectione profunda, et in illo est timor.	Moreover, the distance from the stone place [an anatomical landmark] is great: where a deep incision is needed, and there is fear.
Quod si necessitas prouocat ad illud, tunc oportet ut accipias mulierem medicam, bene scientem: et parum inuenitur.	If need compels you to reach that point, then you must take a female doctor who knows well how to do so: and few are found
Si uero priuaris ea, tunc quaere medicum castum, subtilem, et praesenta mulierem obstetricem bene doctam in re mulierum, aut mulierem quae in hac arte innuit partem artis: fac ergo eam praesentem, et praecipue ei, ut faciat totum quod praecipis ei ex inquisitione super lapidem.	If you desire these things beforehand, then seek a chaste and prudent doctor, and present a skilled female midwife or a woman who has learned a part of this art: make her do everything that is required of her from the inquiry concerning the stone
In primis quod est, ut aspiciat si mulier est uirgo: tunc oportet ut intromittat digitum in anum eius, et quaerat lapidem.	Firstly, that she is perhaps a madman: then you must insert your finger into her belly and search for the stone.</start_of_turn>
Si ergo inuenit ipsum, coartet eum sub digito suo, et tunc praecipe obstetrici, ut intromittat digitum suum in uuluam infirmae, et inquirat super lapidem, postquam ponit manum suam sinistram super uesicam, et comprimit eam compressione bona.	If you find it, grasp it under your finger and then command the midwife to insert her finger into the lower belly of the patient and inquire about the stone after placing your left hand on the vulva and compressing it gently.</start_of_turn>
Si ergo inuenit lapidem, tunc oportet ut gradatim moueat eum ab orificio uesicae ad inferiora cum summa uirtutis suae, donec perueniat cum eo ad radicem coxae.	If you find the stone, then you must gradually move it from the opening of the vulva downwards with all your skill until you have brought it down to the root of the coccyx.</start_of_turn>
Deinde secet super eum apud oppositionem medietatis uuluae apud radicem coxae, ex quacunque parte praeparatur ei, et sentit lapidem in illa parte: et digitus eius non remoueatur a lapide, coartans sub eo: et sit sectio parua in primis.	Then cut above it at the middle of the vagina at the root of the coccyx from whichever side is most convenient for you, and feel the stone in that place: and do not move your finger from the stone, holding it under it: and make a small incision at first.</start_of_turn
Deinde intromittat radium super illam sectionem.	Then he introduces radium through the opening.
Si ergo sentit lapidem, tunc addat in sectionem secundum quantitatem proportionatam quod lapis egreditur ab ea.	If he feels a stone, then he adds to the section a quantity proportionate to the amount of stone which projects from it
Et scias, quod species lapidis sunt multae.	And know that there are many kinds of stones
Ex his enim est paruus, et magnus, lenis et asper, longus, et rotundus habens ramos.	Of these there are small and large, soft and hard, long and round having a branch.
Scias ergo species eius, ut significetur tibi per hoc super illud quod uis.	You know therefore the kind of these things, as it is signified by this over that which you wish to apply it
Si ergo uincit te sanguis, tunc adde in loco zegi tritum, et tene ipsum hora una, donec abscindatur sanguis.	If blood flows, then add on the edge a little burnt earth, and keep it for one hour, until the blood is clotted.
Deinde redi ad operationem tuam, donec egrediatur lapis: et fac, ut praepares tecum ex instrumentis, quae dixi in extractione lapidis in uiris, ut adiuueris per ea in operatione tua.	Then return to your operation, until the stone comes out: and make ready with me the instruments which I mentioned in the extraction of the stone from the bladder, so that you may aid me in this operation
Quod si uincit te fluxus sanguinis, et scis quod expulsio sanguinis est ex arteria quae incisa est: tunc pone puluerem super locum, et stringe eum cum puluillis strictura decenti: et non mutes illud: et dimitte lapidem, et non extrahas ipsum.	If blood flows, and you know that the evacuation of blood is from the artery which has been cut: then put powder on the place and bind it with threads: and do not move it: and let go of the stone, and do not extract it
Fortasse enim morietur mulier infirma.	Perhaps the woman is too weak.
Deinde cura uulnus.	Then care for the patient.
Cum ergo sedatur acuitas sanguinis post dies, et putrefit locus, tune redi ad operationem tuam, donec egrediatur lapis.	When the acute pain of the blood has ceased after a few days, and the place has become putrid, then return to your operation, until the stone comes out
¶ De sectione suiper Herniam aquosam.	Of the incision of the super Herniam aquosam
Caput LXII.	Chapter 122
Ramex aquosa non est, nisi aggregatio humiditatis in sifac albo, quod est sub cute testiculi continente ouum: et nominatur sifac.	The swelling is not of the aquosa radix, except for the collection of moisture in the white membrane which is under the testicles containing urine: and it is called a hernia.
Et quandoque est in panniculo proprio sibi, quem praeparauit ei natura in parte oui, donec putetur: quod est ouum aliud, et est cutis testiculi inter sifac album, quod diximus: et non fit illud nisi raro.	And when it is within the proper cavity itself, which the nature has prepared for it in part or otherwise, until it is required: that is, another thing, and is the skin of the testicles between the white fat, which we have mentioned: it does not happen except rarely.
Et generatio quidem huius ramicis, est ex debilitate quae accidit testiculis: quare effunditur ad eos haec materia.	And the generation of these seeds is from the weakness that happens to the testicles: whereupon it flows out to them.
Et quandoque accidit ex percussione super testiculos.	And when it happens from a blow upon the testicles
Et haec humiditas est habens colores multos.	And this moisture has many colors.
Aut enim est color eius decliuis ad citrinitatem, aut est sanguineus rubeus, aut faeculentus, niger, aut est aquosus albus, et est illud quod est plus.	Or its color is like the slopes of citrons, or it is reddish-bloody, or greenish-yellow, or black like dung, or white like water, and this is better
Et signa quibus scitur ubi sit aggregatio aquae, sunt ista.	And the signs by which you know where the accumulation of water is, are these
Nam si est in sifac albo quod diximus, tunc apostema est rotundum ad longitudinem parumper sicut figura oui: et non apparet testiculus, quoniam humiditas continet eum ab omni parte.	For if it is in the white fat which we have mentioned, then the swelling is round to the length like the figure of an olive: and the testicle does not appear, because the moisture contains it from all sides.
Et si est humiditas in panniculo proprio sibi, tunc apostema est rotundum cum parte oui, et propter hoc extimat homo quia est ouum aliud.	And if the moisture is in the proper cavity itself, then the swelling is round with a part like an olive, and for this reason the man knows that it is another thing.
Et si humiditas est inter cutem testiculorum et sifac album, tunc cadit sub sensu.	And if the moisture is between the skin of the testicles and the white fat, then it lies under the skin.
Quando ergo uis cognitionem coloris humiditatis, tunc experire colorem humiditatis in apostemate cum Intromisso quadrato, cuius forma praecessit.	When therefore one understands the color of the moisture, then to experience the color of the moisture in the swelling with the introduction of a square, whose form preceded it
Secundum illud ergo quod egreditur in uestigio Intromissi, iudica de illo quod est inter ipsum.	According to that therefore as it comes out in the trace of the introduction, judge about that which is between it
Cum ergo uenimus ad curationem cum ferro, tunc oportet ut praecipias infirmo, ut phlebotometur si possibile est ei illud, et uides corpus eius plenum.	When therefore we come to the treatment with iron, then it is necessary to remove the patient, to perform phlebotomy if possible, and to fill the body with liquids.
Deinde resupinetur super dorsum suum super rem altam parum, et pone sub eo pannos multos.	Then the thing rests upon its back upon a high thing nearby, and put under it many cushions.
Deinde sede tu super sinistram eius, et praecipe ministro, ut sedeat a dextra eius, qui extendat uirgam eius ad unum duorum laterum cutis testiculorum, et ad partem mirach uentris.	Then sit thou on its left side, and command the minister, that he sit on its right side, who shall extend his arm to one of the two sides of the skin of the testicles, and to the part near the navel.
Deinde accipe spatumile latum, et seca cutem testiculorum ex medio per longitudinem, usque prope pectinem: et fiat sectio secundum rectitudinem aequedistantis lineae quae diuidit cutem testiculorum, donec perueniat ad sifac album comprehendens: et excoria ipsum et obserua, uel caue ex hoc, ut seces ipsum: et sit excoriatio tua qua ipsum excorias, ex parte quae suspenditur cum ouo plus: et subtiliter scrutare cum excoriatione secundum quantitatem quod tibi possibile est.	Then take a broad sponge, and dry the skin of the testicles from the middle along their length, until near the navel: and make a cut according to the equality of a straight line which divides the skin of the testicles, until it reaches the white membrane which includes the testicles: and scrape it away, or cut it out directly, as thou wilt: and let thy scraping be from that side which hangs down with the greater part. And scrape gently according to the quantity that thou canst manage.
Deinde perfora sifac plenum aqua perforatione ampla, et extrahe totam aquam.	Then pierce the full bladder with a wide perforation, and drain out all the water.
Deinde separa inter duo labia sectionis cum uncinis, et extende sifac ad superiora, et non tangas cutem testiculorum comprehendentem: et incide sifac qualitercunque est possibile tibi incidere ipsum, aut cum totalitate sua, aut frustatim, praecipue latus eius subtile.	Then separate between the two lips of the incision with hooks, and extend the bladder upwards, and do not touch the testicles included: and cut the bladder as thou wilt, either completely or in fragments, especially its broad side slightly
Nam si tu non exquisite perscrutaris, in incisione eius non fit securitas, quin aqua redeat.	For if thou dost not carefully scrutinize it, in its incision there will be no security, that the water will not return
Si autem procedit ouum exterius a cute sua in hora operationis tuae: tunc quando compleueris sectionem sifac, reduc ipsum.	But if anything exterior to the skin comes out in the hour of thy operation: then when thou hast completed the cutting of the bladder, reduce it.
Deinde aggrega duo labia cutis testiculorum cum sutura.	Then join together the two lips of the skin of the testicles with a suture.
Deinde cura ipsum sicut reliqua uulnera, donec sanetur.	Then care for it like the rest of the wound, until it is healed
Quod si inuenis ouum corruptum ex nigredine alia, tunc oportet ut liges uasa, quae sunt suspensorium, timens fluxum sanguinis.	And if thou find anything corrupted from blackness else, then it is necessary that thou bind up the parts which are the support, fearing the flow of blood.
Deinde abscinde testiculum cum suspensorio, et extrahe ouum: postea cura illud cum eo quod diximus.	Then remove the testicle with the holder, and extract the seed: afterwards care for it as we have said.
Si uero aqua est aggregata in duabus partibus, tunc scias quia sunt duae ramices: seca ergo partem aliam secundum quod fecisti in altera aequaliter.	If indeed water is gathered in two parts, then you know that there are two roots: dry therefore the other part equally as you did in the other
Et si aequatur tibi, ut sit operatio una, tunc fac: deinde absterge sanguinem.	And if it is made equal, so that the operation be one, then do so: then draw off the blood.
Et intromitte in sectiones lanam submersam in oleo, aut in oleo rosato: et pone deforis lanam aliam quam submersisti in uino et oleo, et expande eam super duos testiculos, et mirach uentris: et pone desuper pannos duplicatos, et sunt puluilli: et liga eos desuper cum ligamento, quod est habens sex secundum hanc formam.	And introduce into the incisions the lancet submerged in oil, or in rose oil: and place outside the lancet another lancet than you submerged in wine and oil, and expand between two testicles, and look inside: and place over them two layers of cloths, and there are sponges: and ligate above with a ligament which is having six like this shape.
Deinde sumantur duo panni, et suantur, et impleantur la na carminata, secundum hanc similitudinem: et fiant extremitates quibus premitur ex coto, aut lana humida: et aggregentur cum strictura in lumbari bracharum: et una extremitatum accipiat super anum usque ad dorsum, et secunda accipiat ad partem pectinis: et duae extremitates super duas coxas inferius, et duae extremitates aliae super duo inguina, et aggregetur strictura tota in lumbari bracharum.	Then soak up two cloths, and wash, and apply the carmine ointment, according to this likeness: and let the extremities which are sent forth from the flank, or wet lancet: and gather with the tightening in the lumbar region of the flanks: and one extremity will take over the top of one until the shoulder, and the second will take over at the part of the loin: and two extremities on two thighs below, and two extremities on two groins, and gather the whole tightening in the lumbar region of the flanks.
Et, quandoque artificialiter medicatur haec ramex cum cauterio loco sectionis cum ferro: et est, ut accipias cauterium cultellare subtile, et seces cum eo cutem testiculorum: et est ignitum, secundum quod narrauimus: donec quando detegitur sifac album continens aquam: tunc accipe cauterium, secundum hanc formam.	And when it is medically necessary to sew up this wound with cautery in the place of the incision with a knife: and it is that you take the cautery with a fine knife, and cut with it the skin of the testicles: and it is ignited, according as we have said: until it is recognized that there is a white sponge containing water: then take the cautery, according to this shape
Assimilatur literae graecae.	Like the Greek letters.
Deinde perfora cum eo illud sifac, et est ignitum, donec egrediatur humiditas tota.	Then pierce with it that sponge, and it is ignited, until the total humidity comes out
Deinde extende sifac cum uncinis, et excoria cum cauterio subtili ignito, et incide ipsum secundum quod possibile est tibi, donec eradices totum eius.	Then extend the sponge with hooks, and burn away the boils with a gentle flame, and cut through it as much as you can, until you have excised all of it.
Et caue ex ouo, ne tangat ipsum ignis.	And burn from outside, so that the flame does not touch it.
Et scias, quod haec operatio est saluior, et longinquior a fluxu sanguinis, et melior quam operatio cum sectione.	You know that this operation is safer and more lasting than one with excision
