Praefatio.	Prefatory Note.
Et est, ut ponas super duo labia puluillos.	And it is necessary to place over two lips two cushions.</start_of_turn>
Deinde pone indices tuos duarum manuum simul, et mulier sit super dorsum suum expansis cruribus suis.	Then place your two fingers of both hands together, and the woman should sit with her buttocks spread wide.</start_of_turn
Deinde extende duo labia cum fortitudine, donec disrumpatur sifach subtile, et aperiatur opilatio.	Then stretch out the two lips with force, until the thin membrane is broken and the opening is created.</start_of_turn
Deinde accipe lanam, et imbibe eam in oleo, et pone ipsam super locum: et coeat mulier omni die, ut non consolidetur locus uice alia.	Then grasp wool, and soak it in oil, and place it on the place: and the woman should abstain from all food until the place has healed.</start_of_turn
Si autem sifach est grossum, spissum: tunc oportet ut seces ipsum cum spatumili lato simili folio myrti.	If the membrane is thick and tough: then it is necessary to cut it with a knife like the edge of a myrtle leaf.</start_of_turn
Si autem opilatio est ex carne nata, tunc suspende eam cum uncinis, et incide eam: et sint tecum medicinae quae fluxum sedant sanguinis absque mordicatione, sicut acacia, et sanguis draconis, et thus aggregatum cum albugine oui.	If the opening is from natural flesh: then suspend it with hooks, and cut it through: and be with physicians who will cause the flow of blood without causing damage, such as acacia, and dragon's blood, and thus it will be aggregated with albumin or urine.</start_of_turn>
Deinde administra cannulam ex plumbo amplam, ut non consolidetur uulnus uelociter, teneat eam diebus aliquot: et administra licinium ex lino sicco, deinde curetur reliqua curatione, donec sanetur.	Then administer a wide lead cannula, so that it does not cause the wound to heal too quickly, keep it for a few days: and administer vinegar from dry wine, then care for the rest of the treatment until it heals.</start_of_turn
Et quandoque nasciur in matrice natiuitas carnium aliarum: oportet ergo ut incidantur secundum hunc modum: dum non est apostema cancerosum apostemati enim canceroso quod est in matrice, non fiat contrarietas cum ferro omnino.	And when there is birth in the matrix of other meats: it is necessary to do this in this way: while there is no cancerous tumor in the matrix, do not use iron in any way.</start_of_turn
¶ De cura hemorroidarum, Athehelil, et Bothor rubeae in uuluis mulierum.	Concerning the care of hemorrhoids, Athehelil, and Bothor of the red in the veins of women.
Caput LXXIII.	Concerning the care of hemorrhoids, Athehelil, and Bothor of the red in the veins of women.
Hemorroides quidem sunt apertio orificiorum uenarum, donec currit ex eis sanguis multus assidue.	Hemorrhoids are indeed the opening of the veins of the rectum, from which blood flows out in large quantities due to excess.
Cum ergo antiquantur hemorroides, fiunt thelil: et iam dixi in diuisione species earum, et signa ipsarum: et dicam hic quae ex eis recipiunt curationem, et quae non.	When the hemorrhoids have become large, they cause pain: and as I have already mentioned in the discussion of their kinds, and their signs: here I will tell you what is to be received for their treatment, and what is not
Dico ergo, quod hemorroides quae sunt in orificio matricis, et non apparent sensui: tunc non est ei curatio cum ferro.	I say, therefore, that hemorrhoids which are in the belly and not visible to the eye: then there is no treatment for them with iron.
Quae autem ex eis sunt in orificio matricis super quas cadit sensus, sunt quae curantur.	Those which are in the belly and over which sense falls are those which are cured.
Oportet ergo ut intromittas mulierem in domum frigidam.	It is necessary therefore that the woman be put into a cold house
Deinde extende athehelil cum forficibus, aut cum panno aspero, et incide eas ex radicibus suis.	Then stretch out Athehelil with forceps, or with rough cloth, and cut away the roots from them
Deinde pulueriza super eas apud fluxum sanguinis ex uno puluerum incisiuorum absque mordificatione: sicut acacia, et sanguis draconis, et thus, et similia eis.	Then powder over the roots with one of the powders mentioned above, without causing any damage: like acacia, and dragon's blood, and thus, and similar things.
Deinde impellat pedes eius ad parietem hora una.	Then press her feet against the wall for an hour.
Postea depone eam in aquam frigidam.	Then put her down in cold water.
Quod si perseuerat fluxus sanguinis: tunc fac eam sedere in decoctione sumach, et corticum granatorum, et gallarum, et similium.	If the bleeding persists: then make her sit in a decoction of rue, and nutmeg seeds, and barley, and similar things.
Deinde accipe farinam hordei, et confice eam cum melle et aceto, et fac emplastrum cum eo super dorsum eius.	Then take barley flour, and mix it with honey and vinegar, and make a plaster with it on her back
Si ergo abscinditur sanguis cum eo, bonum est: et si non, fac adhaerere dorso uentosas, et mammillis, absque scarificatione.	If the bleeding stops with this: good. And if not, make the edges of the wound adhere to each other, and give her milk, without causing any damage
Deinde accipe lanam, et submerge in succo tarathit, aut succo arnoglossae, aut succo ramorum alaulat, id est, aglanter, uino pontico, et fac adhaerere loeo.	Then take wool and soak it in grease of poppy seeds, or in almond oil, or in fat of asses, that is, beeswax, wine of Ponticus, and make it adhere to the wound.
Cum ergo quiescit apostema, tunc cura locum cum unguentis, donec sanetur.	When the swelling has subsided, then care for the place with unguents until it has healed.</start_of_turn>
Albarth uero rubeum est simile capitibus alhaasse, et est asperi aspectus.	However, it is red like a head of garlic, and has a rough appearance.</start_of_turn>
Oportet ergo ut incidas quod apparet ex eo, secundum quod dixi in thelil aequaliter: et cura ipsum, donec sanetur.	It is necessary therefore that you cut away what appears from it, as I said a little while ago: and care for it until it has healed.</start_of_turn>
¶ De perforatione Exiturae quae accidit in matrice.	Of the perforation of the Exitura which happens in the matrix.</start_of_turn>
Caput LXXIIII.	The head is seventy-four.</start_of_turn
Accidunt in matrice species multae apostematum, sicut cancer, et apostema lapideum, et ulcera, et adubelati, et alekilati, id est, herpes, aestiomemus, et fistulae, et hemorroides, et ragadiae, et thelil, et apostema calidum.	Many kinds of swellings happen in the matrix, such as cancer, and stone abscess, and ulcer, and tumor, and carbuncle, and herpes, and aestioma, and fistula, and hemorrhoids, and carbuncles, and gangrene.</start_of_turn
Et ego quidem iam dixi omnes has aegritudines et species earum, et signa ipsarum, et earum curationes in diuisione: necesse est ut dicam in hoc tractatu apostema calidum quod accidit in matrice, quando est ex apostematibus quae colligunt saniem, et uis scire qualiter fit eius apertio cum ferro.	And I will say also that I mentioned all these diseases and their signs and their cures in detail: it is necessary to say in this treatise the carbuncle which happens in the matrix, when it is from swellings which join health, and to know how to open it with a knife.</start_of_turn
Oportet ergo ut consideres.	You must consider this.</start_of_turn
Tunc si dolor apostematis in incaeptione sua est acutus cum percussione sua, et flamma, et febre: et uides ipsum rubere: si cadit super ipsum sensus, tunc non properes cum perforatione eius: et cura ipsum cum eo eo quod iuuat super maturationem, donec quando quiescat acuitas accidentium.	When the pain of the swelling is acute with percussion, flame and fever: and you see it turning red: if it falls over your senses, do not attempt to perforate it: care for it with something that will promote maturation, until the acute pain of the accident has subsided.</start_of_turn
Tunc oportet ut facias sedere mulierem super sedem quae labeat duo sedilia, et reclinetur, uel appodietur super dorsum suum, et aggreget pedes suos ad partem inferiorem uentris: et sint coxae eius expansae, et ponat brachia sua sub genibus suis, et liget utraque ligamento conueniente ad illud.	Then it is necessary that you make her sit upon a seat which beats two seats beneath her, and that she recline or is supported upon her back, and that she gather her feet to the lower part of her belly: and that her knees be spread wide, and that she place her arms under her knees, and that she tie each ligament conveniently to that.
Deinde sedeat obstetrix a latere dextro, et administra instrumentum quo aperitur orificium matricis.	Then let the midwife sit to the right, and manage the instrument with which the opening of the birth passage is made.
Cuius forma uenit in eis quae sunt post.	Whose shape comes in the shape of an egg which is behind
Et oportet quando uis administrare hoc instrumentum, ut figas cum Radio profundum matricis mulieris: ut non sit illud quod ingreditur ex instrumento plus, quam profundum matricis, et laedat infirmam.	And it is necessary that when you administer this instrument that the liver is placed with the ribs at the depth of the woman's belly: so that it does not go in deeper than the belly, and does not damage the lower part
Si autem fuerit instrumentum magis quam profundum, tunc oportet ut ponas puluillos super tecturam profundi matricis: ut prohibeatur introitus instrumenti totius in profundum matricis: et oportet ut ponat uertiginem, quae currit in instrumento, ex latere superiore: et ut teneat instrumentum, et ut reuoluat minister uertiginem, donec aperiatur profundum matricis.	If however the instrument is greater than the depth of the belly, then you must place sponges upon the covering of the depth of the belly: so that the entrance of the whole instrument into the belly is prohibited: and you must place a bandage which runs in the instrument from the upper side: and that you hold the instrument and that you rotate the minister of the bandage until the depth of the belly is opened.
Cum ergo apparet Exitura, et tangitur manu, et est lenis et mollis: tunc oportet ut seces ipsam apud caput suum cum spatumili lato.	When therefore the opening appears, and the hand touches it, and it is soft and gentle: then it is necessary that you cut her near her head with a broad spatula.
Cum ergo euacuatur sanies, tunc oportet ut ponas in uulnus licinium submersum in oleo rosaceo: aut oleo uiridi, in quo sit quaedam stipticitas: et pone licinium, et extrahe sectionem in profundo matricis.	When therefore the blood is evacuated, then it is necessary that you put on a compress soaked in warm rose-water: or in green oil, in which there is some astringency: and put on the compress, and draw out the section from the depth of the belly
Et pone exterius super matricem, et super pectinem lanam mundam submersam in aqua, in qua bullitae sunt maluae.	And put externally on the belly, and on the flanks a warm wool blanket soaked in water in which there are bubbles.
Deinde curetur post duos dies cum unguento quod conuenit ad illud, donec sanetur.	Then he cares for two days with the unguent that agrees with it, until it is healed.
Et quandoque abluitur matrix et uulnus, ita quod clisterizatur cum aqua et melle: deinde cum aqua in qua bullita est radix lilii, aut aristolochia longa: deinde redeat ad unguentum.	When the matrix and the vulnus have been bathed, it is to be plastered with water and honey: then with water in which the root of lily or long aristolochia has been boiled: then return to the unguent.
Quod si uulnus absconditum fuerit interius in matrice, tunc oportet ut prohibearis ex curatione eius cum ferro, imo cura ipsum cum eo quod diximus in diuisione.	If the vulnus has been hidden inside the matrix, then it is necessary to keep it away from its cure with iron, or to care for it in the way we have mentioned in the previous instruction
¶ Doctrinae Obstetricum, qualiter medicentur embriones uiui, secundum figuram non naturalem egressi.	Concerning the obstetrics of women, how to treat the embryos of the womb, according to the unnatural figure of their emergence.
Caput Lxxu.	Chapter 72.
Necesse est Obstetrici, ut cognoscat in primis figuram partus naturalis.	It is necessary for the Obstetrician to first learn the natural figure of delivery.
Ex signis ergo eius est, quod quando uides mulierem comprimi ad inferiora, et desiderat odorare aerem, et alleuiatur super eam quod super ipsam est de partu, et festinat exitus embrionis: tunc scias quod iste partus est secundum figuram naturalem, et est exitus eius super caput suum, et secundina cum eo: aut suspensa, uel pendens ex umbilico.	When women are squeezed in childbirth and desire to smell the air, and groan over what is above them during delivery, and hasten the birth of the embryo: then you know that this delivery is natural, and that the head comes out first, and the second with it, or that it is suspended or hanging from the navel
Cum ergo uides haec signa, tunc oportet ut comprimatur uenter eius, ut descendat embrio uelociter.	When you see these signs, then it is necessary to compress the womb, so that the embryo comes down more quickly.
Nam quando descendit super caput suum, descendit secundina cum eo, et mundatur ex illis superfluitatibus mundificatione bona.	For when it descends over the head, it descends with the second part and comes out with them together with the good delivery
Qui autem est praeter hunc partum, est innaturalis, illaudabilis.	Whoever is beyond this delivery is unnatural and harmful
Quoniam quandoque egreditur foetus super pedes suos, et egreditur corpus eius ante caput ipsius, et pedes eius, et manus eius una, aut pes eius unus: aut egreditur caput eius et manus eius: aut egreditur uentrinus: et fortasse conuertitur super collum suum, et similia ex figuris illaudabilibus.	For when the fetus comes out over its feet, and its body comes out before the head, and the feet and hands together, or one foot alone: or the head and the hand: or the belly: and perhaps it turns over on its neck, and similar things from the unnatural figures.
Necesse est ergo Obstetrici, ut sit prudens, subtilis in istis rebus omnibus, et caueat sibi ab errore et decaeptione: et ego sum ostendens omnem figuram ex eis, et qualiter est ingenium in ea, et significetur per illud, et stetur super ipsum.	It is necessary for the Obstetrician to be prudent, discreet in all these matters, and to beware of error and neglect: for I shall demonstrate every figure from these [instruments], and how each is designed, and it will be understood thereby, and I shall stand above it.
Quando egreditur foetus super caput suum egressione sua naturali, et uehemens fit illud super mulierem, et difficilis fit ei partus, et uides uirtutem eius iam debilitatam: tunc fac eam sedere super sedem, aut mulieres teneant eam: et uapora uuluam eius cum foenugraeco decocto, et cum oleis humidis.	When the fetus emerges over its head during its natural expulsion, and the latter is difficult for the woman, and its virtue is impaired: then let her sit down, or let the women hold her: and let steam rise from her moisture with vinegar and decocted henbane, and with oily substances.
Deinde intromittat Obstetrix inter digitos suos Spatumile paruum, et findat cum eo secundinam, et secet eam ungue suo, donec currat quod est in ea ex humiditate: et preme uentrem mulieris, donec descendat foetus.	Then the Obstetrician inserts his fingers between the [vaginal] lips of the Sponge, and finds the second one, and severs it with his nail, until it runs out from the moisture: and he grasps the woman's belly, until the fetus descends
Si autem non descendit, tunc oportet ut clisterizetur mulier ex mucillagine foenugraeci, cum oleo sisamino.	If it does not descend, then it is necessary to instill the woman with [a solution of] vinegar from henbane, with slippery elm.
Deinde praecipe ei post clistere, ut comprimatur: et fac eam sternutare cum condisi, et tene os eius et nasum ipsius hora una.	Then command her to lie down after instilling, so as to compress: and let her breathe steadily for an hour.
Foetus enim egredietur statim.	The fetus will immediately come out.
Quod si egrediantur duae manus foetus in primis, iunc oportet ut reducas eas cum facilitate paulatim.	If two hands of the fetus emerge at once, it is necessary to reduce them gradually with ease
Si autem non obedit in introitu, tunc pone mulierem super sedem, et eleua pedes eius sursum: deinde concute sedem super terram: et mulier teneatur, ut non cadat apud concussionem.	If it does not obey in the delivery, then let the woman sit down and elevate her feet above the ground: then press the seat down to the earth: and the woman should be held so that she does not fall from the concussion
Si ergo non egrediuntur manus, et moritur foetus: tunc incide eas, et extrahe residuum foetus: et liga manum eius cum panno, et extrahe ipsum cum aequalitate: nam ipse egredietur.	If the hands do not come out, and the fetus dies: then cut through the ease and extract the fetus: and tie up the hand with a cloth, and extract it with evenness: for it will come out itself.
¶ Exitus embrionis super pedes suo.	The fetus has emerged from its feet.
Quando egreditur foetus super pedes suos, tunc oportet ut impellat eos sursum: deinde conuertat foetum paulatim: postea aequet ipsum.	When the fetus emerges from its feet, then it is necessary to urge it upwards: afterwards, gradually convert the fetus: finally, equalize it itself.
Deinde accipiat unum pedum eius, et extendat eum paulatim.	Then grasp one of its feet and extend it gradually.
Cum ergo egrediuntur usque ad coxas, tunc praecipe ei, ut comprimatur, et fac eam sternutare cum condisi: egredietur enim, si Deus uoluerit.	When it has emerged as far as the thighs, then command it to lie down, so that it will compress and rest: it will then go out, God willing.
Et si non egreditur cum eo quod narrauimus, tunc reduc foetum paulatim, donec ponas eum secundum figuram naturalem.	If it does not come out as we have described, then gradually reduce the fetus until you have set it according to its natural shape
Nam ipse egredietur tunc egressu facili.	For indeed it will go out of itself then
Quod si prohibeatur cum eo toto quod narrauimus: tunc accipe ex mucillagine alteae, et oleo sisamino, et gummi soluto: et percute totum in mortario percussione bona: deinde line cum eo uuluam mulieris, et inferius uentris eius.	If it is obstructed as we have described: then take from the high slime, and blood clots, and gum dissolved in water: and pierce all through in the belly with a good blow: then join with the woman's urine and the lower part of her belly.
Deinde fac eam sedere in aqua tepida, donec consequatur hypocundria.	Then make her sit in warm water, until the afterbirth follows naturally.
Cum ergo uides quod iam calefacta sunt inferiora eius, tunc fac ei sief de myrrha: et suppone ipsum.	When the lower parts are softened by the heat, then give her a sieve of myrrh: and support her
Quando ergo tenet sief hora una, tunc fac eam sedere super sedem.	When she has held the sieve for an hour, then make her sit on a seat
Deinde fac eam sternutare: et stringe ipsius os et nasum: et preme inferiorem partem uentris compressione facili.	Then command her to sneeze: and strain her jaw and nose: and compress the lower part of her belly gently
Nam foeus egredietur statim.	For the fetus will go out immediately.
¶ Exitus foetus super genua et manus.	The fetus has emerged from its knees and hands
Quando egreditur secundum hanc formam, tunc ingeniet in intromittendo manus suas paulatim.	When it appears in this form, then it will gradually withdraw its hands inwards.
Deinde resupinetur mulier super collum suum, et pendeant pedes eius ad inferiora: et ipsa sit iacens super lectum, et complicet manus suas.	Then the woman lies upon her shoulder, and her feet hang down below: she lies upon the bed, and she covers her hands.
Deinde preme supra uentrem eius paulatim.	Then she slowly raises her belly upwards
Deinde extrahe quod est sub pedibus eius ex puluinaribus, donec sit praeparata in inferiori parte.	Then pull out what is under her feet from the shoes, until it is prepared in the lower part.
Quod si non egreditur foetus, tunc accipe pedes eius, et moue eos motu uehementi.	If the fetus does not come out, then grasp her feet and move them up and down
Deinde preme quod est supra hypocundria paulatim, donec ascendat foetus ad superiora.	Then slowly press what is above the navel upwards, until the fetus ascends to the upper parts
Deinde intromittat manus suas, et aequet foetum paulatim: et praecipe mulieri, ut comprimatur, donec egrediatur foetus.	Then put in your hands, and gently support the fetus: and command the woman to press, until the fetus comes out.
¶ Exitus foetus latitudinaliter pendens ex manibus.	The fetus comes out hanging laterally from the hands
Ingenietur in reductione manus eius.	It is completed in the reduction of her hand
Si autem non potest reducere eam, tunc eleua mulierem, et fac eam ambulare.	But if it is not possible to reduce the hand, then raise up the woman, and make her walk.
Si uero ambulare non potest, tunc fac eam iacere super lectum: et concute crura eius concussione uehementi.	If she is unable to walk, then make her lie on the bed: and strike her thighs with a blow which is enough to cause her to groan
Deinde administra linimentum quod praeparasti ex mucillaginibus.	Then apply the liniment which you prepared from mucilages.
Quod si accipit eam partus, tunc fac eam sedere super sedem.	If she gives birth, then make her sit on a seat
Deinde stude in reductione manus, et aequa foetum secundum figuram naturalem: et fac sternutare mulierem, et praecipe ei, ut comprimat se, donec egrediatur.	Then watch in the reduction of the hand, and equal the fetus according to its natural figure: and command the woman to breathe steadily, and tell her to press, until it comes out
¶ Exitus foetus super collum suum, expansis manibus, et est facies eius ad dorsum matris suae.	The fetus comes out on her shoulder, with her hands spread out, and her face is towards the mother's back
Oportet ut teneat Obstetrix manum foetus, deinde reuoluat eum paulatim, et aequet eum cum facilitate.	The obstetrix must hold the hand of the fetus firmly, then gradually release it, and equalize it with ease.
Cum ergo aequatur, tunc pone super uuluam eius quod narrauimus ex oleo et mucillaginibus.	When it is equal, then place above its belly what we have mentioned from wax and mucus
Deinde praecipe ei, ut moueatur paulatim.	Then command it to move gradually.
Cum ergo feceris illud, tunc fac eam sedere super sedem, et praecipe ei ut inclinetur ad latus dextrum.	When you have done this, then make it sit on its seat, and command it to incline to the right side.
Deinde praecipe ei, ut comprimatur: et fac eam sternutare cum condisi.	Then command it to press: and make it exhale with a cough.
¶ Exitus foetus praeparati super latus.	The fetus is prepared for birth on the right side.
Quando descendit ad orificium matricis secundum hunc modum cum secundina, tunc scinde secundinam cum ungue tuo, donec euacuetur ex humiditate.	When it descends to the opening of the womb in this manner with the second [finger], then tear the second [finger] with your thumb, until it is evacuated from the moisture
Si ergo suspenditur super faciem foetus, et collum eius, tunc incide eam ex umbilico: ut non retineatur, et moriatur.	If it is suspended on the face of the fetus, and its neck, then cut it from the navel: so that it does not remain and does not die
Deinde impelle foetum ad interiora, donec ponas eam secundum quod oportet: et praecipe mulieri, ut comprimat se aliquotiens: ipse enim egredietur exitu leui.	Then push the fetus inwards, until you have placed it according to what is required: and command the woman to press slightly: for it will go out through the easy birth opening itself.
¶ Exitus Geminorum, aut foetuum multorum.	Birth of twins, or many fetuses.
Scias, quod Gemini multotiens nascuntur: et quandoque nascuntur tres, et quatuor.	You know that twins are often born together: and sometimes three or four are born together.
Verumtamen illud extraneum est, et raro contingit.	However, this is an unusual thing, and is rarely found.
Quinque uero est res extra naturam, et non uiuunt penitus: et continet eos, quamuis multiplicentur, secundina una: et separantur per sifach, distinguens inter eos ligatum in umbilico cuiusque eorum.	Five or more is beyond nature, and does not endure: and continues with them, although multiplied, the second one being joined to one: and they are separated by the navel of each of them
Et quandoque egrediuntur sicut egreditur foetus unus exitu naturali, facili: et egrediuntur exitu illaudabili, sicut narrauimus.	And sometimes they come out like a single fetus through the natural birth opening, easily: and sometimes they come out through an unnatural opening, as we have narrated.
Quod si difficiles fuerint quidam eorum apud partum, et perueniunt ad illud quod diximus ex figuris innaturalibus, tunc cura eos sicut narrauimus: et sit ob stetrix subtilis, et faciat quod facit cum facilitate et tarditate, et ingenietur secundum omnem figuram cum eo quod praeparatur ei ex ingenio ducente ad salutem.	If some things are difficult at the part, and they reach that which we mentioned from unnatural figures, then care for them as we have said: and let the obstretrix be slight, and let her do what she does with ease and tardiness, and she shall adapt herself to every figure as she is prepared from the ingenuity leading to safety.
¶ Rememoratio eius quod formatur in matrice ex embrionibus, et abortiuntur.	Remember that which is formed in the womb from embryos, and which abort.
Quandoque formatur in matrice unus, et duo, et tres, et quatuor, et quinque, et sex, et septem, et plures decem: et iam uerificatum est apud me, quod mulier abortiendo emisit septem, et alia quindecim, omnes formatos.	When one, two, three, four, five, six, seven, or more than ten are formed in the womb: and I have seen it verified that a woman has aborted seven, and another fifteen, all of whom were formed.
Quod factum est mensuratione gloriosi sapientis.	That which is done by the measurement of the glorious sage.
Hoc ergo totum oportet ut sit in scientia Obstetricis.	Therefore all this pertains to the science of Obstetrics
Fortasse enim perueniet ad eam simile illius: opponat ergo ei cum illo quod oportet	Perhaps therefore it will reach that which is like this: oppose to it what pertains to it
¶ De extractione foetus mortui.	Of the extraction of a dead fetus.
Caput LXXVI.	Chapter LXXVI.
Quando curas foetum mortuum cum eo quod dixi in diuisione ex medicatione, et non egreditur, et cogeris uti operatione cum manu, tunc oportet ut consideres.	When you care for a dead fetus with that which I said in the discourse from the medicine, and it does not go out, and you must do what you will with your hands, then you must consider it
Si ergo mulier est sanae uirtutis, et non est cum aliquo ex accidentibus, ex quibus timetur super eam perditio: tunc oportet ut resupinetur mulier super lectum, super dorsum suum, et sit caput eius inclinatum inferius, et crura eius eleuata: et ministra teneat eam a duabus partibus, aut ligetur ad lectum, ut non extrahatur corpus eius apud extractionem foetus.	If a woman is of sound virtue and is not with any of the things from which she is afraid to lose her life during childbirth: then it must be that she rests on her seat, on her back, and let her head be inclined downwards, and her legs be elevated: and the minister shall keep hold of her from two parts, or she shall be bound to the bed, so that her body is not pulled out during the extraction of the fetus
Deinde humecta os matricis ex oleis humidis cum mucillagine alteae, et foenugraeci, et seminis lini.	Then moisten the os matrice with oils which are humid with mucilage of high rank, and fennel, and linseed seed.
Deinde inungat Obstetrix manum suam cum istis oleis et mucillaginibus: deinde intromittat eam in matricem cum facilitate.	Then let the Obstetrix put his hand into the matrix with ease after having moistened it with these oils and mucilages.
Deinde quaerat cum ea locum in quo figat uncinos ex foetu, et loca conuenientia ad illud.	Then he seeks the place where the ribs are joined to the fetus, and the convenient place for it
Considera ergo tunc, si foetus est praeparatus ut descendat super caput suum: tunc fige uncinos in oculos eius, aut in collo eius, aut in ore eius, aut in palato ipsius, aut sub barba eius, aut in furcula ipsius, aut in locis propinquis costis, et sub hypocundriis.	Consider now therefore, if the fetus is ready to descend upon his head: then fix the ribs to his eyes, or to his neck, or to his mouth, or to his palate, or under his beard, or under his armpits, or in the adjacent parts of the ribs, and under the hypopomus
Si autem descensus est super pedes eius, tunc in pectine, et costis eius mediis.	If, however, the descent is upon his feet, then in the loin, and in the middle ribs.
Et oportet, ut teneat uncinum cum manu dextra: et ponat curuitatem eius in eo quod est inter digitos sinistrae manus: et intromittat cum manu cum facilitate, et figat uncinum in aliquo illorum locorum quae diximus, donec perueniat ad rem uacuam.	And it is necessary that he grasp the rib with his right hand: and let his curvature rest in that which is between the left thumb and the little finger: and he introduces it with the hand with ease, and fixes the rib in one of those places which we mentioned until it comes to a halt
Deinde figat in oppositione eius uncinum alium, aut tertium, si indiges: ut sit contractio aequalis, et non declinet ad partem.	Then he fixes the other rib, or the third if necessary: so that there is an equal tension, and it does not incline to one side
Deinde extendatur extensione aequali, et non sit extensio secundum rectitudinem tantum, imo moueatur ad omnem partem, ut alleuietur exitus eius: sicut fit cum dente apud eradicationem eius.	Then extend with an equal extension, and do not be extended only in a straight line, but move towards all parts, so as to alleviate its exit: as it is done with a tooth when it is extracted.
Et oportet in eo quod est inter illud, ut mollificetur extensio.	And it is necessary between these to soften the extension.
Quod si retineatur ex eo pars, tunc oportet ut inungat Obstetrix quosdam digitos cum oleo, et intromittat eos ex parte, ut reuoluat cum eis quod retinetur.	Which if it is retained from this side, then let the Obstetrix grasp any digit with oil, and introduce it from the side, so as to rotate with it what is retained
Si ergo egreditur pars foetus, tunc permutentur uncini ad locum alium qui sit altior: fac hoc donec egrediatur foetus totus.	If therefore the limb of the fetus comes out, then change the nails to another place which is higher: do this until the fetus comes out entirely
Si ergo egreditur manus ante alia, et non est possibile reducere eam, propter coartationem eius: tunc oportet, ut inuoluatur super eam pannus.	If the hand has gone beyond another, and it is not possible to restore it, because of its compression: then it is necessary to cover over the wound.
Deinde extrahe eam donec quando egreditur tota, incide eam aut in iunctura plantae, aut in cubito: et ita oportet ut facias in manu altera, et in duobus pedibus.	Then withdraw the hand until it has gone beyond all the way, cut the palm of the hand or at the base of the plant, or at the elbow: and thus it is necessary that you make in the hand the other way around, and in two feet.
Si autem caput foetus est magnum, aut accidit ei coartatio in exitu, aut est in capite eius aqua aggregata: tunc oportet ut intromittat inter digitos Spatumile spinosum, et findat cum eo caput, et extrahat aquam: aut disrumpat ipsum cum instrumento quod nominatur Almisdac: cuius forma uenit cum formis reliquorum instrumentorum in capitulo quod est post hoc.	If however the head of the fetus is large, or if there is compression for him in the birth, or there is water in his head: then it is necessary that he introduce between the fingers the Spatumile spinosum, and find it with the head, and extract the water: or break it with the instrument which is called Almisdac: whose form comes with the forms of the other instruments in the chapter which follows.
Similiter faciat si foetus est magni capitis natura, tunc oportet ut seces algengematu: aut extrahas ipsum cum misdach, sicut diximus.	Likewise do as concerning a fetus of great head-size; then it is necessary that you cut through the membrane. Or extract him with the hook, as we have said.
Deinde attrahas ossa cum forcipibus.	Then draw out the bones with forceps.
Quod si egrediatur caput, et coartetur apud furculam: tunc findatur, donec effundatur humiditas quae est in pectore.	When the head has gone out, and is compressed at the rib: then it is found, until the moisture which is in the chest is drained out
Si autem non complicatur, neque obedit ad exitum: tunc incide caput frustatim, secundum quod possibile est tibi.	When however it does not complicate, neither does it obey the going out: then cut off the head roughly, as much as is possible for you
Quod si inferius uentris est apostematum, aut est in eo hydropisis: tunc oportet ut perfores ipsum, donec currat humiditas ex eo.	When however the lower belly is apostematized, or there is water in it: then it is necessary that you perforate it, until the moisture is run out of it.
Si uero foetus est super pedes suos, tunc attractio eius est facilis, et directio eius ad os matricis est leuis.	When however the fetus is above his feet: then the traction of him is easy, and the direction of him towards the maternal bone is gentle
Si autem coartatur apud uentrem, aut pectus: tunc oportet ut extrahas ipsum cum panno quem inuoluisti super manum tuam: et findat uentrem, aut pectus, donec currat quod est in eis.	When however it is compressed at the belly, or the chest: then it is necessary that you extract it with the cloth which you have covered over your hand: and find the belly, or the chest, until it is run out of it.
Si autem auferuntur reliqua membra, et redit caput: tunc intromittat Obstetrix manum sinistram.	If, however, the other limbs are removed and the head remains: then the Obstetrix inserts his left hand into the head.
Si ergo os matricis est apertum, tunc intromittat manum in profundum matricis, et quaerat cum ea caput, et attrahat ipsum cum digitis usque ad os matricis: deinde intromittat in eo uncinum unum, aut uncinos duos, et attrahat ipsum cum eo.	If the mouth of the uterus is open: then he inserts his hand into the depth of the uterus, and grasps the head, and pulls it towards the os of the uterus: then he inserts into it one or two fingers and pulls them with it.</start_of_turn>
Quod si os matricis coartatur, propter apostema calidum quod accidit ei: tunc non oportet ut laboretur super ipsum, imo oportet tunc administrare effusionem rerum humidarum, pinguium: et administra emplastra: et sedeat in aquis quae mollificant et humectant.	If the os of the uterus is closed, because of a thick clot which has occurred to it: then it is not necessary to work above it, indeed it is necessary at that time to administer an effusion of liquid things, fats: and administer plasters: and sit in water which softens and moistens.</start_of_turn>
Quod si foetus est super latus suum, tunc possibile est ut aequetur: tunc administretur quod diximus in foetu uiuo.	If the fetus is above its side: then it is possible to equalize it: then is administered what we said concerning the fetus above.</start_of_turn>
Quod si non est possibile illud, tunc incidatur frustatim, et extrahatur.	If that is not possible, then it is done hastily, and it is extracted.</start_of_turn>
Et oportet ut non dimittas aliquid ex secundina intus omnino.	And it is necessary that you do not let anything fall out of the second part entirely.</start_of_turn>
Cum ergo compleueris operationem tuam, tunc administra quod diximus in apostematibus calidis quae accidunt in matricibus.	When you have completed your operation, then administer what we said concerning the clots which occur in the uterus.</start_of_turn
Quod si accidat fluxus sanguinis, tunc descendat in aquis stipticis, et administra reliquam curationem.	If blood flows: then descends into styptic waters, and administer the rest of the treatment.</start_of_turn
