Praefatio.	Prefatory.
Deinde intromitte extremitatem clisteris in uirgam, postea stringe manum tuam super uesicam cum humiditate strictura decenti, donec sentiat infirmus, quod illa humiditas iam peruenit ad uesicam.	Then insert the extremity of the enema into the belly, then draw your hand over the belly with the moisture tightly bound down until the sick man feels that the moisture has reached the belly.</start_of_turn>
Si autem non est tibi praesens uesica, tunc accipe frustum pergameni, et fac ex eo circulum, et perfora ipsum ab omni rotunditate sua.	If however the belly is not present, then take a piece of sponge, and make a circle of it, and pierce it through from all its roundness.</start_of_turn
Deinde intromitte filum forte in illis foraminibus, sicut reuoluuntur.	Then insert a strong thread firmly through those holes like loops.</start_of_turn>
Deinde aggrega circulum, sicut aggregatur alsofratu: postquam tu ponis in eo illud quod uis ex humiditatibus, et oleis, et aquis.	Then gather the circle like a ball of yarn: when you have put in it what you wish of moisture, oil and water.</start_of_turn
Deinde liga ipsum in instrumento: et fac cum eo sicut fecisti cum uesica ex expressione cum manu tua, donec perueniat humiditas ad uesicam.	Then bind it with an instrument: and do it like you did with the belly when expressing with your hand until the moisture reaches the belly.</start_of_turn
¶ De extractione Lapidis.	¶ On Lapide Extraction.
Caput LX.	Chapter 60.</start_of_turn>
Iam diximus in diuisione species Lapidis, et curationem eius cum medicinis: et dixi differentiam inter Lapidem generatum in renibus, et uesica, et signa illius totius: et dixi Lapidem in quo cadit operatio cum manu et sectio: et est Lapis generatus in uesica proprie: et ille qui figitur in uirga: et ego sum narrans illud cum expositione manifesta et abbreuiatione.	We have spoken in the treatise on the kinds of Lapis, and their treatment by physicians: and we have spoken of the difference between the Lapis which is generated in the bowels and the belly, and the sign of the whole: and we have spoken of the Lapis in which the operation is performed with the hand and section: and it is the Lapis which is generated in the belly itself: and that which appears in the gut: I will speak of this with manifest explanation and abbreviation.</start_of_turn
Dico ergo, quod Lapis generatus in uesica, plurimum accidit pueris.	I say, therefore, that the stone generated in the bladder commonly occurs in children.
Et ex signis eius est, quod urina egreditur ex uesica similis aquae in subtilitate sua: et apparet in ea harena alba, et fricat infirmus uirgam suam, et laborat cum ea, et multotiens pendet.	And from its signs it is known that the urine flows from the bladder like water in its substance: and there appears in it white sand, and it irritates the painful area, and it works with it, and is often suspended
Deinde erigitur, et egreditur cum eo anus in multis eorum.	Then it rises up and flows out with it through the anus in many cases.
Et est facilis sanatio puerorum, ex eo usquequo consequuntur quatuordecim annos.	And the healing of children from this is easy, from which time until they are fourteen years of age
Et est difficilis in senibus.	It is difficult in old age.
In iuuenibus autem est media, in eo quod est inter illud: et eius cuius Lapis est maior, curatio facilior: et si paruus, est econuerso illius cura.	In young people, however, it is middle-aged; in which there is between these two: and its intensity is such that the greater the stone, the easier the cure: and if it is small, the cure is more difficult
Cum ergo peruenimus ad curationem, oportet in primis, ut mundificemus infirmum cum clisteri, quod extrahat totum stercus quod est in intestinis suis: ipsum enim quandoque prohibet inuentionem Lapidis apud inquisitionem.	When we come to the cure, it is necessary at first to loosen the patient with a catharsis, which pulls out all the stool that is in his intestines: for it often hinders the discovery of the stone during the investigation
Deinde accipiatur infirmus cum pedibus suis, et concutiatur, et moueatur ad inferiora: ut descendat Lapis ad profundum uesicae, aut saliat de loco alto aliquotiens.	Then the patient is taken with his feet and is beaten, and is moved downwards: so that the stone may go down to the depth of the bladder, or come out from its high place somewhat
Deinde fac eum sedere inter manus tuas praeparatum, et manus eius sint sub coxis ipsius, ut fiat uesica tota decliuis ad inferiora.	Then make him sit between your hands prepared, and your hands are under his buttocks, so that the bladder may be completely emptied downwards
Deinde perquire eum, et tange eum extrinsecus.	Then ask him, and touch him externally.
Si ergo sentis Lapidem in spacio, tunc propera statim cum sectione super ipsum.	If you feel the stone in the space, then act immediately with a cut above it
Quod si non cadat sub tactu tuo omnino, tunc oportet ut abstergas digitum indicem cum oleo manus sinistrae, si infirmus est puer: aut digitum medium si est iuuenis completus: et intromittas ipsum in anum suum, et perquire de Lapide, donec stat sub digito tuo: et conuerte eum paulatim ad collum uesicae.	If it does not come under your touch at all, then you must remove the index finger of your left hand if the patient is a child: or the middle finger if he is an adult: and insert it into his rectum, and inquire about the stone, until it is under your finger: and gradually bring it up to the neck of the bladder.
Deinde preme super ipsum cum digito tuo, et impelle ipsum ad exteriora aduersus locus, cuius sectionem uis: et praecipe ministro, ut premat uesicam manu sua, et praecipe alii ministro, ut extendat testiculos manu sua dextra ad superiora: et alia manu sua, ut remoueat cutem, quae est sub testiculis in parte a loco in quo est sectio.	Then immediately above itself with your finger, and push it outwards against the site of the incision: and command the minister on your left hand, that he cut away the flesh of your left hand from above; and command another minister on your right hand, that he extend your testicles of your right hand upwards; and another of your hands, that he move the skin which is under your testicles in the part from the place of the incision.
Deinde intromitte Spatumile incidens, cuius forma haec est.	Then immediately insert the sponge, which has this shape.
Et finde in eo quod est inter anum et testiculos, et non in medio, ad latus natis sinistrae: et sit sectio super ipsum lapidem, et digitus tuus sit in ano: et fiat sectio transuersa, ut sit sectio exterius ampla, et interius stricta, secundum quantitatem quod sit possibile egressio Lapidis ex ea non maior.	And find in it what is between the uterus and the testicles, and not in the middle, at the side of the left hip: and let the incision be above the upper stone, and your finger be in the anus: and make the incision transverse, so that the external incision is wide, and the internal one is narrow, as much as is possible to prevent the escape of the stone from it not greater
Fortasse enim comprimit digitus, qui est in ano Lapidem apud sectionem, et egreditur absque difficultate.	Perhaps therefore it compresses the finger which is in the anus the stone at the incision, and it comes out without difficulty
Et scias, quod ex Lapide est cui sunt anguli et margines, quare fit difficilis exitus eius propter illud.	And you know that from the stone there are angles and margins, because of which it is difficult for it to come out on account of that.
Et ex eo est lenis, similis glandulae, et rotundus: et fit facilis egressus eius.	And from it is soft, like a gland, and round: and it makes its exit easy.
Ei ergo cui sunt anguli, et margines, adde in fissura.	Therefore add to it those which have angles and margins, in the fissure.
Quod si non egreditur ita, tunc oportet ut ingenies super ipsum: aut stringas super eum cum gesti decenter, cuius extremitas sit sicut Luna, quae stringat super Lapidem, et non euadat ab ea: aut ut intromittas sub eo instrumentum subtile, curuatae extremitatis.	If it does not come out like this, then you must take an instrument of good size over the upper part: or grasp it with your thumb which is like a crescent, which grasps the stone and does not slip from it: or that you introduce under it an instrument which is fine and flexible, curved at its extremities.
Si autem non potes super cum, tunc amplifica foramen parumper.	Or if you cannot do this, then widen the opening a little more.
Quod si uincit te aliquid ex sanguine, abscinde ipsum cum zegi.	If blood flows to you from it, cut it off with a cautery.</start_of_turn>
Si uero lapis est plus quam unus, tunc impelle in primis magnum ad os uesicae.	If there is more than one stone, push in the first one to the os vesicae opening.
Deinde incide super ipsum.	Then cut above it (the stone).
Postea impelle paruum post illud: et similiter fac si sunt plures duobus.	Afterwards push in the small one afterwards: and do the same if there are more than two.
Quod si magnus est ualde, tunc ignorantia est ut seces super ipsum sectione magna.	If the big one is wide, then ignorance is like cutting above it with a large section
Quoniam accidit infirmo una duarum rerum, aut ut moriatur, aut accidit ei distillatio urinae assidua: proptera, quia non consolidatur locus omnino.	For indeed, with two things a sick man is either dead or receives an excessive concentration of urine: because the place is not solidified at all
Verum administra expulsionem eius, donec egrediatur: aut ingenia in fractura eius cum forficibus, donec extrahas eum frustatim.	But give him an emetic until it goes out: or break it with forceps until you have removed it frustratedly
Cum ergo compleueris operationem tuam, tunc imple uulnus thure, et aloe, et sanguine draconis: et stringe ipsum, et pone super ipsum pannum infusum oleo et uino, aut oleo rosato, et aqua frigida: ut sedetur apostema calidum.	When you have finished the operation, then put on a sponge of wool, aloe and dragon's blood: and bind it tightly, and place above it a soaked bandage of oil and wine, or of rose water and cold water: so that the swelling will subside
Deinde resupina infirmum super collum suum, et non soluas ligamentum, usque ad diem tertium.	Then keep the patient resting on his chest, and do not stretch the ligaments, until the third day.
Cum ergo solueris ipsum, embroca locum cum aqua, et oleo multo.	When you have healed it, bandage the place with much water and oil.
Deinde cura ipsum cum unguento dyafinicon, et unguento basilicon, donec sanetur.	Then care for it with rue ointment and balm ointment, until it is healed
Si autem accidit in uulnere apostema calidum additum, et corrosi, et illi similia: sicut si congeletur sanguis in uesica, et prohibeatur ex eo urina: et cognoscitur illud ex egressione sanguinis cum urina.	If however in the wound there is added a soft swelling and pus, and similar things: like when blood congeals in the bladder and is prohibited from going out by urine: and it is known from the discharge of blood with the urine.
Intromitte ergo digitum tuum in uulnus, et extrahe illum sanguinem.	Insert your finger into the wound and extract the blood clot.</start_of_turn>
Nam si remanet, prouocat ad corruptionem uesicae, et putrefactionem eius.	For if it remains, it causes corruption of the bladder and its putrefaction.</start_of_turn>
Deinde ablue uulnus cum aceto, et aqua, et sale: et oppone omni speciei cum eo quod conuenit ex curatione, usquequo sanetur.	Then bathe the wound with vinegar, vinegar, and salt: and oppose every kind of dressing with that which is suitable for the cure, until it is healed.
Et oportet in horis curationis totius, ut liges duas coxas, et aggreges, caussa medicinarum quae ponuntur super locum.	It is necessary throughout the process of treatment, as you bind two thighs together, and unite them, the cause of the medicines which are placed above the place
Quod si lapis est paruus, et sit in meatu uirgae, et figitur in eo, et prohibetur urinae exitus: tunc cura ipsum cum eo quod narro antequam peruenias ad sectionem.	If the stone is small, and is in the urine passage, and is fixed in it, and hinders the flow of urine: then treat it with that which I mentioned before you reach the section.
Multotiens enim a sectione excusaris per hanc curationem, iam enim probaui illud.	Many are excused from the section for this treatment, because I have proved it to be good
Et est, ut accipias Perforatorium ex ferro alferico, cuius haec est forma, triangulatae extremitatis, acutum, fixum in ligno.	And it is, that you take a perforator of iron, which has this form, triangular extremities, acute, fixed in wood.
Deinde accipe filum, et liga cum eo uirgam sub lapide ut non redeat ad uesicam.	Then take thread, and bind with it the urine under the stone so that it does not return to the bladder.
Deinde intromitte ferrum perforans in uirgam cum facilitate, donec perueniat Perforatorium ad ipsum lapidem: et reuolue Perforatorium manu tua in ipso lapide paulatim: et coneris perforationem eius, donec facias ipsum penetrare a parte altera.	Then introduce the perforating iron into the urine with ease, until the perforator reaches the stone: and withdraw the perforator from the stone little by little: and close the perforation of it, until you make it penetrate from the other side
Urina namque absoluitur statim.	The urine will indeed vanish immediately.
Deinde preme manum tuam super illud quod remansit ex lapide ab exteriori parte uirgae.	Then press your hand over that which remains from the stone from the outside of the urine passage.
Ipse enim frangitur, et egreditur cum urina, et sanatur infirmus.	It will break itself, and go out with the urine, and the patient will be healed
Si autem non praeparatur tibi haec curatio, propter aliquid quod prohibet ab illo: tunc liga filum sub lapide, et filum aliud supra lapidem.	If, however, this treatment is not prepared for him, because of something which hinders it: then bind thread under the stone, and thread above the stone
Deinde seca super lapidem in ipsa uirga inter duas ligaturas.	Then dry over the stone in the urine between two ligatures.
Deinde extrahe ipsum.	Then extract it.
Postea solue ligamentum, et mundifica sanguinem congelatum, qui fit in uulnere.	Then suture the ligament and bind the frozen blood which is in the wound.
Et non est necessarium ligamentum fili sub lapide, nisi ut non redeat ad uesicam: et ligamentum aliud desuper, nisi ut quando soluitur filum post egressionem lapidis, redeat cutis ad locum suum, et cooperiat uulnus: et propter illud necesse est tibi illud quando ligas filum superius, ut eleues cutem ad superiora, ut redeat apud complementum tuum, et cooperiat uulnus, sicut diximus.	And it is not necessary to pass the thread under the stone, except that it does not return to the orifice: and another ligament must be passed above, except that when the thread is drawn out after the stone has gone, the skin should return to its place and cohere with the wound: and for this reason it is necessary that you should pass the thread above when you elevate the skin to its proper position, so that the skin returns to its original place and coheres with the wound, as we have said.</start_of_turn>
¶ De extractione Lapidis mulierum.	On the extraction of the stone from women.</start_of_turn>
Caput LXI.	Chapter 61.</start_of_turn
Parum generatur Lapis in mulieribus.	The stone is rarely generated in women.</start_of_turn
Si autem accidat alicui earum lapis, tunc difficilis est curatio, et prohibetur propter modos multos.	If, however, it should happen to any of them to have a stone, then its cure is difficult, and is prohibited because of the many methods.</start_of_turn
Vnus eorum est: quod mulier fortasse est uirgo.	One of them is: perhaps the woman is a virgin.</start_of_turn
Et secundus est, quia tu non inuenis mulierem quae detegat seipsam medico, quando est casta, aut ex habentibus maritos.	And the second is, because you do not find a woman who confesses herself to a physician when she is chaste, or from having had husbands.</start_of_turn
Tertius est, quia tu non inuenis mulierem bene scientem hanc artem, praecipue operationem cum manu.	The third is, because you do not find a woman who is well-skilled in this art, especially in performing the operation with the hand.</start_of_turn
Et quartus est longinquitas a loco lapidis: quare indiget sectione profunda, et in illo est timor.	And the fourth is the distance of the stone from the place: because it demands a deep incision, and there is fear in that.</start_of_turn
Quod si necessitas prouocat ad illud, tunc oportet ut accipias mulierem medicam, bene scientem: et parum inuenitur.	And if necessity compels you to do this, then you must take a female physician who is well-skilled: and it is rarely found.</start_of_turn
Si uero priuaris ea, tunc quaere medicum castum, subtilem, et praesenta mulierem obstetricem bene doctam in re mulierum, aut mulierem quae in hac arte innuit partem artis: fac ergo eam praesentem, et praecipue ei, ut faciat totum quod praecipis ei ex inquisitione super lapidem.	If indeed you desire beforehand the secrets of this art, then seek out a learned and experienced physician, well-versed in women's matters, or one who has received instruction in this field. Do this immediately and especially request that he perform everything which he is commanded to do from the inquiry concerning the stone.
In primis quod est, ut aspiciat si mulier est uirgo: tunc oportet ut intromittat digitum in anum eius, et quaerat lapidem.	Firstly, if she is a maid, he must insert his finger into her anus and search for the stone.
Si ergo inuenit ipsum, coartet eum sub digito suo, et tunc praecipe obstetrici, ut intromittat digitum suum in uuluam infirmae, et inquirat super lapidem, postquam ponit manum suam sinistram super uesicam, et comprimit eam compressione bona.	If he finds it, he should grasp it under his finger and then command the midwife to insert his finger into the lower belly of the patient and inquire about the stone, after placing his left hand over the flank and applying good pressure
Si ergo inuenit lapidem, tunc oportet ut gradatim moueat eum ab orificio uesicae ad inferiora cum summa uirtutis suae, donec perueniat cum eo ad radicem coxae.	If he finds the stone, he must gradually move it from the opening of the bladder to the lower parts with all his skill, until it reaches the root of the hip bone.
Deinde secet super eum apud oppositionem medietatis uuluae apud radicem coxae, ex quacunque parte praeparatur ei, et sentit lapidem in illa parte: et digitus eius non remoueatur a lapide, coartans sub eo: et sit sectio parua in primis.	Then he should place his hand above the middle of the belly, at the root of the hip bone, from whichever side is most convenient for him, and he will feel the stone in that place: and his finger should not be moved from the stone, holding it under pressure: and make a small incision at first.
Deinde intromittat radium super illam sectionem.	Then insert the radium through that incision.
Si ergo sentit lapidem, tunc addat in sectionem secundum quantitatem proportionatam quod lapis egreditur ab ea.	If he feels the stone, then add to the incision as much as the stone has gone out of it.
Et scias, quod species lapidis sunt multae.	And know that there are many kinds of stones.
Ex his enim est paruus, et magnus, lenis et asper, longus, et rotundus habens ramos.	Among these there is a small one, a large one, a soft one and a rough one, a long one and a round one with a branch.
Scias ergo species eius, ut significetur tibi per hoc super illud quod uis.	You know therefore the kind of stone, as it is signified by this above all that you desire
Si ergo uincit te sanguis, tunc adde in loco zegi tritum, et tene ipsum hora una, donec abscindatur sanguis.	If blood flows there, then add in the hollow place a little of powder, and keep it for one hour, until the blood is separated.
Deinde redi ad operationem tuam, donec egrediatur lapis: et fac, ut praepares tecum ex instrumentis, quae dixi in extractione lapidis in uiris, ut adiuueris per ea in operatione tua.	Then return to the operation, until the stone comes out: and make ready with the instruments which I mentioned in the extraction of the stone from the bladder, that you may assist with them in the present operation.
Quod si uincit te fluxus sanguinis, et scis quod expulsio sanguinis est ex arteria quae incisa est: tunc pone puluerem super locum, et stringe eum cum puluillis strictura decenti: et non mutes illud: et dimitte lapidem, et non extrahas ipsum.	If blood flows there, and you know that the evacuation of blood comes from the artery which has been cut: then put powder over the place, and bind it with fine threads: and do not move it: and let the stone go, and do not take it out
Fortasse enim morietur mulier infirma.	Perhaps the woman is weak.
Deinde cura uulnus.	Then take care of the wound.
Cum ergo sedatur acuitas sanguinis post dies, et putrefit locus, tune redi ad operationem tuam, donec egrediatur lapis.	When blood sits still after days, and the place putrefies, then return to the operation, until the stone comes out
¶ De sectione suiper Herniam aquosam.	Of the incision of the super Hernias of water
Caput LXII.	Chapter 122.
Ramex aquosa non est, nisi aggregatio humiditatis in sifac albo, quod est sub cute testiculi continente ouum: et nominatur sifac.	A swelling of water is not a hernia, except for the gathering of moisture in the white membrane which is under the testicles containing urine: and it is called a hernia.
Et quandoque est in panniculo proprio sibi, quem praeparauit ei natura in parte oui, donec putetur: quod est ouum aliud, et est cutis testiculi inter sifac album, quod diximus: et non fit illud nisi raro.	And when it is in the inner sac of the testicles which nature has prepared for it in the part of the urine until it is put out: which is another egg, and is the white membrane of the testicles between the white membrane and the urine, which we mentioned: and it does not happen except rarely.
Et generatio quidem huius ramicis, est ex debilitate quae accidit testiculis: quare effunditur ad eos haec materia.	And the generation of these hernias is from the weakness which happens to the testicles: from which this matter flows out.
Et quandoque accidit ex percussione super testiculos.	And sometimes it happens from a blow to the testicles.
Et haec humiditas est habens colores multos.	And this humidity has many colors.
Aut enim est color eius decliuis ad citrinitatem, aut est sanguineus rubeus, aut faeculentus, niger, aut est aquosus albus, et est illud quod est plus.	And it is of various colors, some being like the yellow of the setting sun, others like bloody red, or like dung, black, or like pure water, and this is more of it.
Et signa quibus scitur ubi sit aggregatio aquae, sunt ista.	And the signs indicating the presence of moisture are these.
Nam si est in sifac albo quod diximus, tunc apostema est rotundum ad longitudinem parumper sicut figura oui: et non apparet testiculus, quoniam humiditas continet eum ab omni parte.	For if it is in white powder as we have said, then the swelling is round like a nut of about the size of a figure of the omega: and the testicle does not appear, because the moisture contains it from all sides.
Et si est humiditas in panniculo proprio sibi, tunc apostema est rotundum cum parte oui, et propter hoc extimat homo quia est ouum aliud.	And if it is in the natural membrane of the body itself, then the swelling is round with a part like the omega: and for this reason the man knows that it is another egg
Et si humiditas est inter cutem testiculorum et sifac album, tunc cadit sub sensu.	And if the moisture is between the skin of the testicles and the white powder, then it falls under the sense.
Quando ergo uis cognitionem coloris humiditatis, tunc experire colorem humiditatis in apostemate cum Intromisso quadrato, cuius forma praecessit.	When you see the consciousness of the color of the moisture, then experience the color of the moisture in the swelling with the introduction of a square whose form has preceded it
Secundum illud ergo quod egreditur in uestigio Intromissi, iudica de illo quod est inter ipsum.	According to that, therefore, as it comes out in the mark of the introduction, judge from that which is between them
Cum ergo uenimus ad curationem cum ferro, tunc oportet ut praecipias infirmo, ut phlebotometur si possibile est ei illud, et uides corpus eius plenum.	When we come to the treatment with iron, then it is necessary to expel the morbid matter from the patient, to perform phlebotomy if possible, and to fill the body with liquids
Deinde resupinetur super dorsum suum super rem altam parum, et pone sub eo pannos multos.	And then it is placed upon its back over the high part and put under it many sponges.
Deinde sede tu super sinistram eius, et praecipe ministro, ut sedeat a dextra eius, qui extendat uirgam eius ad unum duorum laterum cutis testiculorum, et ad partem mirach uentris.	And then sit on its left side and command the attendant to sit on its right side, who extends the limb of its left side towards the two edges of the skin of the testicles and towards the part beyond the navel
Deinde accipe spatumile latum, et seca cutem testiculorum ex medio per longitudinem, usque prope pectinem: et fiat sectio secundum rectitudinem aequedistantis lineae quae diuidit cutem testiculorum, donec perueniat ad sifac album comprehendens: et excoria ipsum et obserua, uel caue ex hoc, ut seces ipsum: et sit excoriatio tua qua ipsum excorias, ex parte quae suspenditur cum ouo plus: et subtiliter scrutare cum excoriatione secundum quantitatem quod tibi possibile est.	Then take a broad spatula and dry the skin of the testicles from the middle towards the loin, until it reaches the navel: and make an incision according to the rule of the equidistant line which divides the skin of the testicles, until it reaches the white powder encompassing: and scrape it out and observe, or cause it to bleed, in order to remove it: and do your scraping as carefully as possible from the part which hangs down with the egg more: and gradually scrape away with the scraping as much as you are able
Deinde perfora sifac plenum aqua perforatione ampla, et extrahe totam aquam.	Then perforate the full bladder with a wide perforation, and extract all the water.
Deinde separa inter duo labia sectionis cum uncinis, et extende sifac ad superiora, et non tangas cutem testiculorum comprehendentem: et incide sifac qualitercunque est possibile tibi incidere ipsum, aut cum totalitate sua, aut frustatim, praecipue latus eius subtile.	Then separate the two lips of the incision with hooks, and extend the bladder upwards, and do not touch the skin of the testicles comprehending them: and pierce the bladder as you deem possible, either completely, or partly, especially its wide base superficially.
Nam si tu non exquisite perscrutaris, in incisione eius non fit securitas, quin aqua redeat.	For if you do not carefully scrutinize, in its incision there is no security, that the water will not leak out
Si autem procedit ouum exterius a cute sua in hora operationis tuae: tunc quando compleueris sectionem sifac, reduc ipsum.	But if anything exterior comes out from its cavity in the hour of your operation: then when you have completed the section of the bladder, reduce it.
Deinde aggrega duo labia cutis testiculorum cum sutura.	Then join the two lips of the skin of the testicles with a suture.
Deinde cura ipsum sicut reliqua uulnera, donec sanetur.	Then care for it like the rest of the wounds, until it is healed.
Quod si inuenis ouum corruptum ex nigredine alia, tunc oportet ut liges uasa, quae sunt suspensorium, timens fluxum sanguinis.	And if you find anything corrupted from the blackness of anything else, then it is necessary that you bind the wounds, which are the suspension, fearing the flow of blood.
Deinde abscinde testiculum cum suspensorio, et extrahe ouum: postea cura illud cum eo quod diximus.	Then remove the testicle with the suspension, and extract the thing: afterwards care for it as we have said.
Si uero aqua est aggregata in duabus partibus, tunc scias quia sunt duae ramices: seca ergo partem aliam secundum quod fecisti in altera aequaliter.	If indeed water is aggregated in two parts, then you know that there are two branches: dry therefore the other part equally
Et si aequatur tibi, ut sit operatio una, tunc fac: deinde absterge sanguinem.	And if you make it equal, as for one operation, then do so: then drain the blood.
Et intromitte in sectiones lanam submersam in oleo, aut in oleo rosato: et pone deforis lanam aliam quam submersisti in uino et oleo, et expande eam super duos testiculos, et mirach uentris: et pone desuper pannos duplicatos, et sunt puluilli: et liga eos desuper cum ligamento, quod est habens sex secundum hanc formam.	And introduce into the incisions a wet thread in oil, or in rose oil: and put outside the thread another thread which you submerged in wine and oil, and expand it over the two testicles, and look inside: and put over it doubled cloths, and they are sponges: and bind them up above with a ligature, which is having six according to this form
Deinde sumantur duo panni, et suantur, et impleantur la na carminata, secundum hanc similitudinem: et fiant extremitates quibus premitur ex coto, aut lana humida: et aggregentur cum strictura in lumbari bracharum: et una extremitatum accipiat super anum usque ad dorsum, et secunda accipiat ad partem pectinis: et duae extremitates super duas coxas inferius, et duae extremitates aliae super duo inguina, et aggregetur strictura tota in lumbari bracharum.	Then two cloths are taken and the wound is covered, and the carmine is applied according to this resemblance: and the extremities which are sent out from the hip, or wet wool, are placed together with the stricture in the lumbar region of the arms. One extremity takes over one thumb up to the loin, and the second extremity takes over to the part of the pelvis. And two extremities take over two lower hips, and two extremities take over two groin, and the stricture is gathered up in the lumbar region of the arms.
Et, quandoque artificialiter medicatur haec ramex cum cauterio loco sectionis cum ferro: et est, ut accipias cauterium cultellare subtile, et seces cum eo cutem testiculorum: et est ignitum, secundum quod narrauimus: donec quando detegitur sifac album continens aquam: tunc accipe cauterium, secundum hanc formam.	And when it is necessary to cauterize this wound artificially, with a knife at the place of the section with a iron: it is that you take the cautery with a fine handle and remove the skin of the testicles. And it is ignited, as we have said: until it is seen to detect the white fat containing water. Then take the cautery, according to this form.</start_of_turn>
Assimilatur literae graecae.	The Greek letters are similar.</start_of_turn>
Deinde perfora cum eo illud sifac, et est ignitum, donec egrediatur humiditas tota.	Then pierce with it through that fat, and it is ignited, until all the moisture has escaped.</start_of_turn
Deinde extende sifac cum uncinis, et excoria cum cauterio subtili ignito, et incide ipsum secundum quod possibile est tibi, donec eradices totum eius.	Then stretch out the fat with hooks, and scour with the cautery which is ignited with a fine flame, and cut through itself as much as possible, until you have removed all of it.</start_of_turn
Et caue ex ouo, ne tangat ipsum ignis.	And burn from outside, so that it does not touch the fire.</start_of_turn
Et scias, quod haec operatio est saluior, et longinquior a fluxu sanguinis, et melior quam operatio cum sectione.	And know that this operation is safer, and more lasting than the operation with a section.</start_of_turn
Si uero contrarietatem tibi facit in hora sectionis, aut in hora cauterii apostema calidum, aut fluxus sanguinis, aut aliquid aliud: tunc oportet ut cures quod contrarietatem tibi facit ex illo cum curatione quae conuenit ei, secundum quod praemissum est.	If however you make a mistake in the hour of the section, or in the hour of the cautery after the pus has become cold, or there is a flow of blood, or something else: then it is necessary to cure the mistake which you have made from that with the treatment which is suitable for it, according to what has been said.</start_of_turn
Si autem infirmus est timidus, et non expectat super hanc operationem, propter horribilitatem suam: tunc administra perforationem secundum quod ego narro illud: et est.	If, however, the patient is timid and does not expect such an operation on account of his horror: then I shall perform the perforation as I have narrated.
Quando certificatur tibi apud te per illud quod diximus de significationibus, quod ramex est aquosa: tunc oportet quod facias sedere infirmum super sedem eleuatam.	When you are certain that it is necessary to do so according to what we have said concerning the signification of the matter, which is that the water is slack: then you must make the patient sit on a raised seat
Deinde perfora apostema in inferiori parte sui cum spatumili lato: et pone perforationem secundum longitudinem corporis, et sit apertio ampla, donec currat aqua tota.	Then I shall perforate the lower part of the abdomen with a wide spatula: and I shall perform the perforation in the length of the body, and let the opening be wide until the water has flowed out completely
Deinde pone super locum cotum, et liga ipsum, et dimitte ipsum ut currat residuum aquae: deinde cura ipsum, donec sanetur uulnus.	Then I shall place upon the place of the buttocks, and I shall ligate it, and I shall let the remainder of the water flow out: then I shall care for the wound until the wound has healed
Si autem contrarietas sit egressioni aquae in hora qua perforas ipsam: et non sit illud nisi propterea, quia panniculus albus contrarietatem facit in orificio uulneris, et prohibet exitum aquae: tunc oportet ut intromittas pennam in uulnus, aut instrumentum cum quo extrahitur aqua hydropicorum, cuius forma praecessit: aut adde in operatione uulneris parumper.	If, however, there is an opposition to the flow of the water at the hour when I perforate: and this is not except because there is a white clot which hinders the exit of the water at the opening of the wound: then it is necessary that I insert a sponge into the wound, or an instrument with which the water of life is extracted, whose form has preceded: or that I make an addition to the operation of the wound by means of a small incision.
Et scias, quod aqua redit, et aggregatur post sex menses, aut circiter eos.	And you know that the water returns and accumulates after six months, or thereabouts.
Cum ergo aggregatur, tunc pertoretur secundum eundem modum, et pertransibit infirmus dies suos.	When it has thus accumulated, then it is necessary to perform the operation again in the same manner, and the patient will be able to pass his days in peace.
¶ De cura Ramicis carnosae.	¶ On the care of the carnosae branch.
Caput LXIII.	Chapter LXIII.
Scias, quod in sectione super hanc Ramicem, est ex timore perducente ad perniciem in pluribus dispositionibus.	You know that in the section above this Ramus, there is from excessive fear a cause of cowardice in many situations.
Quapropter uidetur mihi eius dimissio saluari ex ea.	Therefore its discharge of salary from this is seen to be delayed
Et ego sum rememorans operationem in ea, et species apostematis.	I am mindful of the operation and the kind of post-operative care.
Dico ergo, quod accidunt apostemata multa in corporibus, ex quibus componuntur testiculi: et fit illud ex caussis multis, scilicet.	Indeed, many post-operative complications arise in the bodies from which testicles are composed: and this is due to many wounds, namely.</start_of_turn>
Aut ex superfluitate acuta, uel acri, quae effunditur ad testiculos.	Or from acute or severe inflammation which oozes towards the testicles.</start_of_turn>
Aut ex percussione.	Or from blows.</start_of_turn
Et est color apostematis secundum colorem corporis, et non inuenitur ei dolor: et est apostema graue.	The colour of the post-operative condition is that of the body and not of pain: and it is a serious complication.</start_of_turn
Et fortasse est apostema lapideum, cuius color est fuscus, et non est sensus ei.	And perhaps it is a stony post-operative condition, the colour of which is dark, and there is no sensation in it.</start_of_turn
Et quandoque fit ex nodatione arteriarum, et inflatione earum: sicut iam praecessit eius rememoratio: aut ex inflatione uenarum.	And sometimes it is from the swelling of arteries and veins: just as it was mentioned above concerning its remembrance: or from the swelling of the veins.</start_of_turn>
Quod ergo est ex eis ex inflatione arteriarum, cognoscitur per dispositionem apostematis, quando comprimis ipsum digitis tuis.	And that is known by the arrangement of the post-operative condition when you press on it with your fingers.</start_of_turn
Et non oportet ut tangas ipsum prorsus.	And it does not behove you to grasp it directly.</start_of_turn
Illud uero quod fit ex inflatione uenarum, non dispergitur ex eo aliquid apud compressionem cum digitis.	That is because it is due to the swelling of the veins, it does not disperse from that by pressing on it with your fingers.</start_of_turn
