Praefatio.	Prefatory Note.
Ingenietur in reductione manus eius.	The fetus hangs laterally from the hands. Reduce the hand
Si autem non potest reducere eam, tunc eleua mulierem, et fac eam ambulare.	If it is not possible to reduce the hand, then elevate the woman and make her walk.
Si uero ambulare non potest, tunc fac eam iacere super lectum: et concute crura eius concussione uehementi.	If she is unable to walk, then make her lie on a stretcher: and beat her thighs with a blunt object until she feels pain
Deinde administra linimentum quod praeparasti ex mucillaginibus.	Then administer the unguents which you have prepared from mucilages.
Quod si accipit eam partus, tunc fac eam sedere super sedem.	If she feels relief in the part, then make her sit on a chair
Deinde stude in reductione manus, et aequa foetum secundum figuram naturalem: et fac sternutare mulierem, et praecipe ei, ut comprimat se, donec egrediatur.	Then study the reduction of the hand, and equalize the fetus according to its natural form: and make the woman groan and instruct her to compress herself until she is delivered.
¶ Exitus foetus super collum suum, expansis manibus, et est facies eius ad dorsum matris suae.	The fetus has emerged over his collar, with his hands spread out, and his face is towards the back of his mother.
Oportet ut teneat Obstetrix manum foetus, deinde reuoluat eum paulatim, et aequet eum cum facilitate.	The obstetrician must grasp the fetus's hand and gradually rotate him, aligning him with ease
Cum ergo aequatur, tunc pone super uuluam eius quod narrauimus ex oleo et mucillaginibus.	When he is aligned, then place on his navel the unguents which we mentioned from wax and mucilages
Deinde praecipe ei, ut moueatur paulatim.	Then instruct her to move slowly
Cum ergo feceris illud, tunc fac eam sedere super sedem, et praecipe ei ut inclinetur ad latus dextrum.	When you have done this, then make her sit on a chair and instruct her to lean towards her right side
Deinde praecipe ei, ut comprimatur: et fac eam sternutare cum condisi.	Then instruct her to compress: and make her groan with effort.
¶ Exitus foetus praeparati super latus.	The fetus is ready to be born on the right side
Quando descendit ad orificium matricis secundum hunc modum cum secundina, tunc scinde secundinam cum ungue tuo, donec euacuetur ex humiditate.	When it has descended through the birth opening in this way with the second foot, then break the second foot with your thumb until it is expelled from the moisture.
Si ergo suspenditur super faciem foetus, et collum eius, tunc incide eam ex umbilico: ut non retineatur, et moriatur.	If the fetus hangs suspended over the face and the neck, then cut the cord from the navel: so that it does not remain and die.
Deinde impelle foetum ad interiora, donec ponas eam secundum quod oportet: et praecipe mulieri, ut comprimat se aliquotiens: ipse enim egredietur exitu leui.	Then push the fetus inwards, until you have placed the cord according to what is necessary: and command the woman to press her hand lightly: for he will himself come out through the easy birth opening.
¶ Exitus Geminorum, aut foetuum multorum.	The birth of twins, or of many fetuses.
Scias, quod Gemini multotiens nascuntur: et quandoque nascuntur tres, et quatuor.	You know that twins are often born multiple: and sometimes three or four are born together.
Verumtamen illud extraneum est, et raro contingit.	It is true, but it is rare.
Quinque uero est res extra naturam, et non uiuunt penitus: et continet eos, quamuis multiplicentur, secundina una: et separantur per sifach, distinguens inter eos ligatum in umbilico cuiusque eorum.	Five things indeed are outside of nature, and do not live long: and they are retained together, although multiplied, by one: and they are separated by the navel-string of each of them
Et quandoque egrediuntur sicut egreditur foetus unus exitu naturali, facili: et egrediuntur exitu illaudabili, sicut narrauimus.	And sometimes they come out like a single fetus through the natural birth opening, easily: and they come out through the difficult birth opening, as we have told you.
Quod si difficiles fuerint quidam eorum apud partum, et perueniunt ad illud quod diximus ex figuris innaturalibus, tunc cura eos sicut narrauimus: et sit ob stetrix subtilis, et faciat quod facit cum facilitate et tarditate, et ingenietur secundum omnem figuram cum eo quod praeparatur ei ex ingenio ducente ad salutem.	If, however, some of them are difficult at the time of birth, and remain until they reach the figures which we have mentioned as unnatural, then care for them as we have told you: and let the midwife be gentle, and do what she does with ease and with delay, and adapt herself to every figure as she is prepared for her from the ingenuity leading to safety
¶ Rememoratio eius quod formatur in matrice ex embrionibus, et abortiuntur.	Remember that they are formed in the womb from embryos, and are aborted.
Quandoque formatur in matrice unus, et duo, et tres, et quatuor, et quinque, et sex, et septem, et plures decem: et iam uerificatum est apud me, quod mulier abortiendo emisit septem, et alia quindecim, omnes formatos.	When one, two, three, four, five, six, seven, and more are formed in the womb: and I have seen a woman give birth to seven and another to fifteen, all of them formed
Quod factum est mensuratione gloriosi sapientis.	Which is done by the measurement of the glorious learned man
Hoc ergo totum oportet ut sit in scientia Obstetricis.	This therefore all must be in the science of Obstetrics.
Fortasse enim perueniet ad eam simile illius: opponat ergo ei cum illo quod oportet	It is perhaps like that: it opposes it just as it must oppose that which is necessary
¶ De extractione foetus mortui.	Concerning the extraction of the dead fetus.
Caput LXXVI.	Chapter 76.
Quando curas foetum mortuum cum eo quod dixi in diuisione ex medicatione, et non egreditur, et cogeris uti operatione cum manu, tunc oportet ut consideres.	When you care for a dead fetus with medicine as I said in the discourse on medications, and it does not go out, and you must perform an operation with the hand, then you must consider it.
Si ergo mulier est sanae uirtutis, et non est cum aliquo ex accidentibus, ex quibus timetur super eam perditio: tunc oportet ut resupinetur mulier super lectum, super dorsum suum, et sit caput eius inclinatum inferius, et crura eius eleuata: et ministra teneat eam a duabus partibus, aut ligetur ad lectum, ut non extrahatur corpus eius apud extractionem foetus.	If a healthy woman is virtuous and there is no risk of losing her due to any accident, then you must cause the woman to recline over the lectum, over her back, and let her head be inclined downwards, and her legs elevated: and the minister should hold her from both parts, or she should be bound to the lectum, so that her body is not pulled out during the extraction of the fetus
Deinde humecta os matricis ex oleis humidis cum mucillagine alteae, et foenugraeci, et seminis lini.	Then moisten the os matricis with oily substances with high mucilage, and sponges of aloes, and linseed seeds.
Deinde inungat Obstetrix manum suam cum istis oleis et mucillaginibus: deinde intromittat eam in matricem cum facilitate.	Then let the Obstetrician wet his hand with these oils and mucilages: then he will introduce the hand into the matrix with ease
Deinde quaerat cum ea locum in quo figat uncinos ex foetu, et loca conuenientia ad illud.	Then he will feel where the ribs are fixed to the fetus, and the convenient place for that.
Considera ergo tunc, si foetus est praeparatus ut descendat super caput suum: tunc fige uncinos in oculos eius, aut in collo eius, aut in ore eius, aut in palato ipsius, aut sub barba eius, aut in furcula ipsius, aut in locis propinquis costis, et sub hypocundriis.	Consider then, if the fetus is prepared to descend over its head: then fix the ribs in the eyes, or in the neck, or in the mouth, or in the palate itself, or under the beard, or under the hyoid bone, or in nearby places to the ribs, and under the hypochondria
Si autem descensus est super pedes eius, tunc in pectine, et costis eius mediis.	If however the descent is over its feet, then in the groin and the middle ribs
Et oportet, ut teneat uncinum cum manu dextra: et ponat curuitatem eius in eo quod est inter digitos sinistrae manus: et intromittat cum manu cum facilitate, et figat uncinum in aliquo illorum locorum quae diximus, donec perueniat ad rem uacuam.	And it is necessary that the hook grasp the thumb with the right hand: and place the curve of its arch in that which is between the digits of the left hand: and insert it with the hand with ease, and fix the hook in some of those places which we have mentioned, until it reaches the desired thing.
Deinde figat in oppositione eius uncinum alium, aut tertium, si indiges: ut sit contractio aequalis, et non declinet ad partem.	And then fix the other hook opposite to it, or the third, if necessary: so that there is an equal contraction, and it does not incline to one side
Deinde extendatur extensione aequali, et non sit extensio secundum rectitudinem tantum, imo moueatur ad omnem partem, ut alleuietur exitus eius: sicut fit cum dente apud eradicationem eius.	And then extend it evenly, and it should not be extended only in a straight line, but rather move towards all parts, so as to alleviate its emergence: as it is done with a tooth when extracting it.
Et oportet in eo quod est inter illud, ut mollificetur extensio.	And it is necessary in that which is between these, so as to soften the extension.
Quod si retineatur ex eo pars, tunc oportet ut inungat Obstetrix quosdam digitos cum oleo, et intromittat eos ex parte, ut reuoluat cum eis quod retinetur.	That if it be retained from that, then the Obstetrix must grasp any digit with wax, and insert it from the side, so as to rotate it with that which is retained
Si ergo egreditur pars foetus, tunc permutentur uncini ad locum alium qui sit altior: fac hoc donec egrediatur foetus totus.	If, therefore, a part of the fetus goes out, then change the hooks to another place which is higher: do this until the fetus comes out whole
Si ergo egreditur manus ante alia, et non est possibile reducere eam, propter coartationem eius: tunc oportet, ut inuoluatur super eam pannus.	If, therefore, the hand goes out before the other, and it is not possible to reduce it because of its coarseness: then it is necessary that it be covered over with the thumb
Deinde extrahe eam donec quando egreditur tota, incide eam aut in iunctura plantae, aut in cubito: et ita oportet ut facias in manu altera, et in duobus pedibus.	And then draw out the hook until when it comes out whole, cut it either on the joint of the thumb or on the nail, or in the heel: and it is necessary that you make the hook in the other hand, and in the two feet.
Si autem caput foetus est magnum, aut accidit ei coartatio in exitu, aut est in capite eius aqua aggregata: tunc oportet ut intromittat inter digitos Spatumile spinosum, et findat cum eo caput, et extrahat aquam: aut disrumpat ipsum cum instrumento quod nominatur Almisdac: cuius forma uenit cum formis reliquorum instrumentorum in capitulo quod est post hoc.	If, however, the head of the fetus is large, or if there is a constriction in its exit, or there is water gathered in its head: then it is necessary to insert between the digits the Spatumile spinous, and grasp it with that, and draw out the water: or break it with the instrument which is called Almisdac: whose form comes with the forms of the other instruments in the chapter which follows
Similiter faciat si foetus est magni capitis natura, tunc oportet ut seces algengematu: aut extrahas ipsum cum misdach, sicut diximus.	Similarly, if the fetus is of great head size, then it is necessary to remove the afterbirth: either by extracting it along with the placenta, as we have said.
Deinde attrahas ossa cum forcipibus.	Then grasp the bones with forceps.</start_of_turn>
Quod si egrediatur caput, et coartetur apud furculam: tunc findatur, donec effundatur humiditas quae est in pectore.	If the head comes out, and remains at the vulva: then it is found, until the moisture that is in the chest is discharged.</start_of_turn>
Si autem non complicatur, neque obedit ad exitum: tunc incide caput frustatim, secundum quod possibile est tibi.	If, however, it does not become complicated, and does not yield to extraction: then cut off the head as best you can, as is possible to you.</start_of_turn>
Quod si inferius uentris est apostematum, aut est in eo hydropisis: tunc oportet ut perfores ipsum, donec currat humiditas ex eo.	If there is an afterbirth below the belly, or in swelling: then it is necessary to perforate it, until the moisture from it comes out.</start_of_turn
Si uero foetus est super pedes suos, tunc attractio eius est facilis, et directio eius ad os matricis est leuis.	If, however, the fetus is above its feet: then its traction is easy, and its direction towards the maternal bone is gentle.</start_of_turn
Si autem coartatur apud uentrem, aut pectus: tunc oportet ut extrahas ipsum cum panno quem inuoluisti super manum tuam: et findat uentrem, aut pectus, donec currat quod est in eis.	If, however, it is caught at the abdomen, or the chest: then it is necessary to extract it with the cloth which you have placed over your hand: and find the abdomen, or the chest, until the moisture that is in it comes out.</start_of_turn
Si autem auferuntur reliqua membra, et redit caput: tunc intromittat Obstetrix manum sinistram.	If, however, the rest of the limbs are removed, and the head returns: then let the obstetrician insert his left hand.</start_of_turn
Si ergo os matricis est apertum, tunc intromittat manum in profundum matricis, et quaerat cum ea caput, et attrahat ipsum cum digitis usque ad os matricis: deinde intromittat in eo uncinum unum, aut uncinos duos, et attrahat ipsum cum eo.	If, therefore, the maternal bone is open: then insert your hand deeply into the womb, and grasp the head with your fingers until it reaches the maternal bone: then insert a single hook, or two hooks, into it, and grasp it with them.</start_of_turn
Quod si os matricis coartatur, propter apostema calidum quod accidit ei: tunc non oportet ut laboretur super ipsum, imo oportet tunc administrare effusionem rerum humidarum, pinguium: et administra emplastra: et sedeat in aquis quae mollificant et humectant.	If, however, the maternal bone is closed, because of a thick afterbirth that has happened to it: then it is not necessary to toil over it, but it is necessary to administer an effusion of liquid and fat: and administer plasters: and sit in waters which soften and moisten.</start_of_turn
Quod si foetus est super latus suum, tunc possibile est ut aequetur: tunc administretur quod diximus in foetu uiuo.	If the fetus is above its normal size, it is possible to equalize it: then the usual remedy is administered for the fetus which is present.
Quod si non est possibile illud, tunc incidatur frustatim, et extrahatur.	If it is not possible to equalize it, then it is forced out and extracted.</start_of_turn>
Et oportet ut non dimittas aliquid ex secundina intus omnino.	And it is necessary that you do not leave anything remaining inside the body.</start_of_turn>
Cum ergo compleueris operationem tuam, tunc administra quod diximus in apostematibus calidis quae accidunt in matricibus.	When you have completed the operation, then the usual remedy is administered for the postpartum chills which occur in the womb.</start_of_turn>
Quod si accidat fluxus sanguinis, tunc descendat in aquis stipticis, et administra reliquam curationem.	If there is a flow of blood, then descend in slippery substances, and administer the remaining treatment.</start_of_turn
Et ego quidem iam uidi mulierem, in cuius uentre mortuus erat foetus: deinde impregnata est super ipsum uice alia, postea mortuus est foetus alius etiam.	And I myself have seen a woman in whom there was a dead fetus: then she was impregnated above that liquid again, afterwards another fetus died also.</start_of_turn
Accidit ergo ei post tempus longum apostema in umbilico suo, et inflatum est, donec apertum est: et coepit emittere pus.	It happened to her after a long time that there was an abscess in her belly, and it became inflated, until it was opened: and pus began to flow out.</start_of_turn
Vocatus sum ergo ad curationem eius, et medicatus sum ei tempore longo: et non consolidatum est uulnus.	I was called to her care and I treated her for a long time: but the wound did not heal.</start_of_turn
Posui ergo super ipsum ex quibusdam emplastris fortis attractionis: et exiuit ex loco os.	I placed over it some strong adhesive plaster: and it came out of the place.</start_of_turn
Deinde praeterierunt ei dies aliquot, et exiuit os aliud.	Then a few days passed by, and another bone came out.</start_of_turn
Miratus sum ergo inde, cum in uentre non sit os.	I am amazed at this, since there is no bone in her womb.</start_of_turn>
Cogitaui ergo, quia erant ex ossibus foetus mortui.	I thought that there must be the bones of the dead fetus.</start_of_turn>
Inquisiui ergo uulnus, et extraxi ossa multa, muliere existente in melioribus dispositionibus suis: et iam uixit taliter tempore longo, et mittit ex loco pus parum.	I inquired about the wound and I extracted many bones, the woman being in better conditions: and I treated her for a long time, and she stopped emitting pus.</start_of_turn
Et ego non firmaui hic hoc extraneum, nisi quoniam in eo est scientia, et adiutorium ad illud, quod administrat medicus artifex cum manu ex curatione.	And I have not fixed this foreign matter until I have ascertained that there is knowledge within it, and an aid for that which the artful physician administers with his hand from the care of the ailment.
¶ De formis Instrumentorum necessariorum in extractione foetus.	And I have not fixed this foreign matter until I have ascertained that there is knowledge within it, and an aid for that which the artful physician administers with his hand from the care of the ailment.
Caput LXXVII.	And I have not fixed this foreign matter until I have ascertained that there is knowledge within it, and an aid for that which the artful physician administers with his hand from the care of the ailment.
Hic inferius est forma Strictorii, quo aequantur libri, cui aequaliter sunt duae uertigines in duabus extremitatibus duorum lignorum.	And I have not fixed this foreign matter until I have ascertained that there is knowledge within it, and an aid for that which the artful physician administers with his hand from the care of the ailment. Here below is the shape of the Strictor, with which books are equalised, to which are equal two handles at the ends of two sticks.
Verumtamen haec Vertigo oportet ut sit subtilior strictorio: et ut fiat, aut ex ebano, aut ex ligno bussi.	And I have not fixed this foreign matter until I have ascertained that there is knowledge within it, and an aid for that which the artful physician administers with his hand from the care of the ailment. True to this, these vertigo must be made subtler than the strictor: and to do this, either from ebony or from seasoned wood.
Et sit latitudo omnis ligni quasi duo digiti: et margo cuiusque amborum est quasi digitus unus, et longitudo cuiusque eorum est palmus et medietas: et in medio duorum lignorum sunt duo additamenta ex genere eiusdem ligni, quae iam firmata sunt in utrisque, quorum longitudo est medietas palmi et plus parum: et latitudo utriusque est quasi duo digiti, aut plus parum.	And I have not fixed this foreign matter until I have ascertained that there is knowledge within it, and an aid for that which the artful physician administers with his hand from the care of the ailment. And the breadth of every stick is like two fingers: and the margin of each of them is like one finger, and the length of each of them is palm and a half: and in the middle of the two sticks are two additions of the same kind of wood, which are fastened in both, of whose length is half of the palm and a little, and whose breadth is like two fingers, or less
Et ista duo additamenta intromittuntur in os matricis, ut aperiatur cum eis quando tu reuoluis duas Vertigines.	And I have not fixed this foreign matter until I have ascertained that there is knowledge within it, and an aid for that which the artful physician administers with his hand from the care of the ailment. And these two additions are introduced into the matrix bone, so that they open when two Vertigines are turned together.
Forma Vertiginis qua aperitur matrix.	And I have not fixed this foreign matter until I have ascertained that there is knowledge within it, and an aid for that which the artful physician administers with his hand from the care of the ailment. The shape of the Vertige which opens the matrix.
Forma alia ad simile illius, subtilior, et leuior.	Another form like that, subtler and smoother.
Fiat ex ligno ebani, aut bussi, secundum similitudinem forcipum.	It may be made from seasoned beech or horn, according to the resemblance of the forceps.
Verumtamen in extremitate eius sint duo additamenta, sicut uides hic supra: et longitudo omnis additamenti ex eis est quasi palmus: et latitudo utriusque est, duo digiti.	Two appendages are to be added at its extremity, as above: and the length of each appendage is like the palm of the hand, and the width of each is two fingers wide
Cum ergo uis aperire matricem cum eo, tunc fac sedere mulierem super lectum, pendentibus pedibus eius, aperto quod est inter crura eius.	When you wish to open the matrix with this, then make her sit over a bench, with her feet hanging down, and open that which is between her thighs
Deinde intromitte ista duo additamenta coniuncta in matricem: et tu es tenens extremitatem instrumenti inferius inter coxas eius.	Then introduce these two appendages joined together into the matrix: and you are holding the lower extremity of the instrument between her thighs
Deinde aperi manum tuam cum instrumento, sicut facis cum forficibus, aequaliter secundum quantitatem quam uis ex apertione oris matricis, donec faciat Obstetrix quod uult.	Then open your hand with the instrument, like when you are using forceps, equally according to the quantity that you wish to open the mouth of the matrix, until the Obstetrix has done what she wishes
Forma Vertiginis alterius quam dixerunt antiqui Forma Impellentis quo impellitur foetus.	Another form of Vertigo which the ancients called the Impelling Force which drives out the fetus.
Forma Almisdac, qua conteritur caput magnum: et assimilatur forcipi, cui sunt dentes in extremitate, sicut uides.	The Almisdac form which counteracts the large head: and is assimilated to the forceps which have teeth at their extremities, like the teeth of the forceps
Et quandoque fit oblungum, sicut forcipes secundum hanc formam, sicut uides, cui sunt dentes sicut dentes serrae, quo inciditur et conteritur.	And when it is oblunged, like the forceps following this form, like the teeth of the forceps which have teeth like serrations, so that it incides and counteracts
Forma Almisdac quo conteritur caput paruum.	The Almisdac form which counteracts the small head
Forma Vncini habentis spinam unam.	The Vncini form which has a spine like a single thorn
Forma Vncini habentis spinas duas.	The Vncini form which has two spines
Forma forcipis cui sunt dentes serrae, cum quo conteritur caput foetus.	The forceps form which has teeth like serrations, with which the head of the fetus is countered
Forma Spatumilis habentis duas extremitates ad abscindendum caput.	The form of the spatumilis has two extremities to cut off the head.
Forma duorum Spatumilium etiam latorum.	The form of two spatumilis also has two extremities
Ista instrumenta omnia exercentur, et quanto plus multiplicantur species eorum, et praeparata sunt apud artificem, est uelocior ad operationem suam, et altior apud homines, propter quantitatem suam.	These instruments are all used, and the more numerous the species are that are prepared by the artificer, the swifter will be the operation and the greater its height among men, on account of their quantity.
Non ergo despicies ex eis instrumentum, quin sit apud te praeparatum.	There is no need to despise any of these instruments, because they are all prepared for you.
Inexcusabilis est enim necessitas eorum.	It is not excusable to omit any of them
¶ De extractione Secundinae.	About the extraction of the second (tooth)?
Caput LXXVIII.	Head number 78
Quando retinetur Secundina apud partum, tunc oportet ut praecipias infirmae, ut retineat anhelitum suum.	When the second is retained in the part, then it is necessary to split the lower incisors in order to retain the breath.
Deinde fac eam sternutare cum condisi: et stringe manum tuam super os eius, et nares ipsius.	Then make a groove with the forceps: and grasp the hand over the bone, and restrain the breath of the patient.
Si ergo egreditur per hoc, bonum est.	If it comes out through this, that is good
Si non: tunc accipe ollam, et perfora in coopertorio foramen: et pone in ea herbas aperientes os matricis, sicut calamentum, rutam, et anetum, et camomillam, et sseham, et cassiam ligneam, et centauream: accipe omnes istas herbas, aut quasdam earum, et submerge eas cum aqua, et pone eas super ignem.	If not: then grasp the root firmly, and perforate at the junction of the bone: and place in it savory herbs such as calamine, rue, and chamomile, and saffron, and rue, and cassia twig, and centaury: grasp all of these herbs, or some of them, and immerse them with water, and place them over a fire
Deinde pone embulam arundinis super foramen coopertorii ollae, et extremitatem aliam in os matricis: et teneat eam donec perueniat uapor ad concauitatem matricis.	Then place a bundle of reeds over the hole in the pot, and the other extremity in the bone: and keep it held until the vapor has reached the cavity of the bone
Deinde fac eam sternutare, sicut diximus.	Then make a groove as we said before
Secundina enim egredietur cum facilitate.	The second will then come out easily
Si autem remaneat post hanc curationem, et non egrediatur: tunc praecipe Obstetrici, ut submergat manum suam in oleo sisamino, aut mucillagine alteae.	If, however, after this treatment, he still remains and does not depart: then command the Obstetrician to immerse his hand in the brim of the olive oil or in the thick mucus of the elder.
Deinde intromittat in uuluam, et quaerat cum ea Secundinam.	Then he shall insert it into the anus and seek with it the second [part].
Cum ergo inuenerit eam, tunc accipiat eam, et extendat ipsam paulatim.	When he has found it, then he shall grasp it and draw it out gradually.
Si autem fuerit annexa in profundo matricis, tunc intromittat manum, secundum quod narrauimus, donec quando inuenerit Secundinam, et extrahat eam paulatim secundum rectitudinem, ut non cadat matrix apud attractionem uehementem: imo oportet, ut permutetur cum facilitate ad latera dextra et sinistra: deinde addatur in quantitatem attractionis.	If, however, there be an appendix in the depth of the belly, then he shall insert the hand again, as we have said, until he has found the second part. And he shall draw it out gradually following the rule, so that the belly does not tear at the time of drawing out: it is necessary, therefore, to shift it with ease to the right and left sides: and then add in the quantity of the drawing out.
Ipsa enim obedit tunc, et seruatur, et euadit ab adhaerentia.	It will obey him then, and will be healed, and will depart from the adhesion
Quod si os matricis est coartatum, sicut nos iam narrauimus: cura eam cum sternutatione, et ex medicatione ollae cum herbis.	As for if the belly-wall is closed, as we have said before: treat it with vomiting and with a medication of oil with herbs
Si autem non egreditur cum omnibus quae narrauimus, tunc caue ne fatigeris super eam in iteratione extractionis.	If, however, it does not depart with all that we have said, then beware lest you tire yourself out in the process of drawing out.</start_of_turn>
Verum oportet, ut quod egreditur ad os matricis ex ea, liges ad coxam mulieris.	It is true that it must come out at the os of the belly towards the woman's hipbone.</start_of_turn>
Deinde clisteriza eam cum unguento tetrapharmacon.	Then anoint the belly with unguent of four herbs.</start_of_turn
Ipsum enim putrefaciet eam post dies, et dissoluetur, et egredietur.	This will make the belly putrefy after days, and will dissolve, and will depart.</start_of_turn>
Verumtamen quando putrefit, eleuatur ex ea odor malus ad stomachum et caput, et laedit illud infirmam.	However, when it has putrefied, it will emit a bad odor from the belly and the head, and will cause pain in that place, and make the patient weak.</start_of_turn
Oportet ergo ut administrentur suffumigationes conuenientes ad illud.	It is necessary therefore that suitable fumigations be administered for that.
Quidam autem antiquorum iam experti sunt suffumigationem nasturtii, et ficuum siccarum.	Some of the ancients are experts in fumigation with asphalt and powdered ochre.</start_of_turn>
Forma instrumenti quo suffumigatur mulier apud retentionem Secundinae et menstruorum.	The manner in which a woman is fumigated at the second and menstrual retention.</start_of_turn>
Fiat ex uitro simile alcama, aut ex zere: et ponatur extremitas ampla super ignem: et suffumigatio sit posita super prunas: teneat eam, donec consumatur illa suffumigatio: et itera aliam.	Let there be an opening like a cauldron, or from a horn: and let the outside of the instrument be placed over the fire: and let the fumigation be placed upon the branches: hold it until the fumigation is consumed: and do it again.</start_of_turn
¶ De curatione Ani non perforati.	Regarding the care of an unpierced animal.</start_of_turn>
Caput LXXIX.	Chapter 79.</start_of_turn>
Nascuntur multi puerorum, et Ani eorum sunt non perforati, quos iam opilauit sifac subtile.	Many boys are born with their navels unpierced, and whom I have seen oiled with subtle saffron.</start_of_turn
Oportet ergo, ut obstetrix perforet illud sifac digito suo: et si non, perforet ipsum cum Spatumili acuto: et caueat lacertum, ne tangat eum.	It is necessary therefore that the midwife pierce that with her finger: and if not, pierce it with a sharp needle: and be careful of the tear, lest it touch it.</start_of_turn
Deinde pone super ipsum lanam infusam in uino et oleo.	Then put upon it infused wool in wine and oil.</start_of_turn
Deinde cura ipsum cum ungentis, donec sanetur.	Then care for it with nails, until it is healed.</start_of_turn>
Si autem times quod opiletur, tunc pone in foramine cannulam de plumbo diebus multis, et auferatur quando puer uult egerere.	If indeed it is to be oiled, then put in the hole a lead cannula for many days, and remove it when the boy wishes to urinate.</start_of_turn
Et iam accidit opilatio Ani etiam ex consolidatione uulneris, aut apostematis.	And indeed the oiling of the navel also takes place from the consolidation of the wound, or from the afterbirth.</start_of_turn
Oportet ergo ut secetur illa consolidatio, deinde curetur cum eo quod diximus ex curatione et plumbo.	It is necessary therefore that the consolidation be dried up, and then care for it as we have said concerning care and lead.</start_of_turn
¶ De curatione Fistularum quae accidunt in inferiori parte.	On the treatment of fistulas which occur in the lower part.
Caput LXXX.	Of the treatment of fistulas that occur in the lower part.
Fistulae quae accidunt in inferiori, sunt Nodatio, et Grossitudo quae accidunt prope anum deforis: aut in spacio unius partium: et est Fistula una, aut plures.	Fistulas which occur in the lower part are of two kinds: Nodation, and Grossitudo, which occur close to any deformity: either in the space of one part or in several places.
Cum ergo antiquatur illa Nodatio, aperitur, et currit ex ea humiditas aquosa alba, aut pus subtile.	When thus the Nodulation is treated, it is opened up and white aqueous moisture or subtle pus runs out of it
Et quandoque sunt ex istis Fistulis penetrantes.	And sometimes these fistulas are penetrating.</start_of_turn>
Ergo penetrantes cognoscuntur per illud quod egreditur ex egestione, et uentositate, quando utitur infirmus egestione: et fortasse egreditur ex eis uermis.	Therefore penetrating fistulas are recognized by the evacuation which proceeds from them, and the swelling, when the patient evacuates with pain: and sometimes it issues from worms also.</start_of_turn
Et sunt ex eis Fistulae quando sunt in spacio penetrantes usque ad uesicam, et usque ad meatum uirgae.	And there are fistulas of the kind when they are penetrating right up to the bladder, and right up to the marrow of the bone.</start_of_turn>
Et sunt ex eis penetrantes usque ad iuncturam coxae, et usque ad nodum caudae.	And they are penetrating right up to the hip joint, and right up to the node of the buttocks.</start_of_turn>
Ex eo autem quo cognoscitur Fistula penetrans usque ad anum, etiam a non penetrante, est, ut intromittas digitum tuum indicem in anum: et intromittas tentam subtilem in Fistulam ex aere, aut ferro: quando non est tortuositas.	And thus it is known that a penetrating fistula right up to the bone, even if not penetrating, is that you introduce your finger into the part, and introduce something subtle into the fistula from the air, or from iron: when there is no distortion.</start_of_turn
Quod si in ea est tortuositas, tunc intromitte in eam tentam ex plumbo subtilem, aut pilum ex pilis equarum, donec sentias tentam, aut pilum in digito tuo.	When there is distortion in these, then introduce into the part a subtle lead weight, or a hair from a horse's tail, until you feel the weight, or until the hair enters your finger.</start_of_turn
Quod si non sentis ipsam penitus, neque procedit ex foramine aliquid ex egestione, neque uentositas, neque uermis sicut dixi: tunc scias, quia est non penetrans: propera ergo ad curationem.	When you do not feel the sensation of the tip, neither is there any evacuation from the wound, neither swelling, nor worms as I have said: then you know that it is not penetrating: proceed therefore to the treatment.</start_of_turn
Et quando Fistula est penetrans usque ad uesicam, aut ad meatum urinae: tunc significatio eius est exitus urinae ex ea, et prohibitio eius ab hoc ut consolidetur locus cum medicinis.	When the fistula has penetrated as far as the bladder or the meat of the urine: then its significance is the discharge of urine from that point, and the prohibition of that from this point in order to consolidate the place with the physicians.
Si uero est penetrans usque ad iuncturam coxae, aut ad os coxae: tunc signum eius est, quod perueniat tenta usque illuc, si non est in ea tortuositas usque ad os: et inuentio doloris in circumitu partis, et quod egreditur pus ex ea semper: et quod non ualeat in ea medicatio, neque consolidatur cum unguento.	When the fistula has penetrated as far as the hip joint or the hip bone: then its sign is that it extends up to that point, if there is no curvature of the fistula up to the bone: and the appearance of pain in the surrounding area, and that pus always escapes from that point: and that there is no benefit in that from the medicine, neither is it consolidated with the unguent
Et in istis Fistulis omnibus penetrantibus non est curatio omnino: et curatio earum est labor et uanitas ei, ex stultis medicis, super quem formatur.	In all these penetrating fistulas there is no complete cure: and the cure of them is toil and constancy, from the stupid doctors, over whom they are formed.
In illa autem quae non est penetrans, et non antiqua, speratur sanatio cum serro: secundum quod ego narro tibi, et ego iam probaui: et est, ut iaceat infirmus inter manus tuas super dorsum suum: et eleua crura eius usque supra coxas ipsius, et coxae eius sint inclinatae ad uentrem ipsius.	But in those which are not penetrating and are not old, hope of recovery is expected with rest: as I have said above, and as I have proved: and it is that the patient should lie between your hands over his back: and lift up his legs up to above his hips, and his hips should be inclined towards his belly
Deinde intromittetentam plumbi, aut aeris, si est in Fistula tortuositas, donec scias ubi peruenit tenta.	Then introduce lead or air, if there is curvature of the fistula, until you know where the tip has gone.
Si autem sentit eam infirmus circa anum, tunc oportet ut intromittas digitum tuum indicem in anum.	If, however, the patient feels pain around the part: then it is necessary to insert your finger as a sign into the part
