Praefatio.	Preamble.
Et ego quidem iam dixi omnes has aegritudines et species earum, et signa ipsarum, et earum curationes in diuisione: necesse est ut dicam in hoc tractatu apostema calidum quod accidit in matrice, quando est ex apostematibus quae colligunt saniem, et uis scire qualiter fit eius apertio cum ferro.	And I have already said all about these illnesses and their kinds, and the signs of them, and their cures, in a general way: it is necessary for me to say in this book about a plastery heat which occurs in the womb when it is caused by plasters that stick to the flesh, and how the opening of it with iron is to be made.
Oportet ergo ut consideres.	You should therefore reflect upon it.
Tunc si dolor apostematis in incaeptione sua est acutus cum percussione sua, et flamma, et febre: et uides ipsum rubere: si cadit super ipsum sensus, tunc non properes cum perforatione eius: et cura ipsum cum eo eo quod iuuat super maturationem, donec quando quiescat acuitas accidentium.	If the pain of his pustule is acute when he strikes it with his palm, and if there is a flame and fever, and you see it red: if he falls on it, then do not suit him with the perforation: and cure him with that as long as he lives, until when he rests, the acuity of the accidents.
Tunc oportet ut facias sedere mulierem super sedem quae labeat duo sedilia, et reclinetur, uel appodietur super dorsum suum, et aggreget pedes suos ad partem inferiorem uentris: et sint coxae eius expansae, et ponat brachia sua sub genibus suis, et liget utraque ligamento conueniente ad illud.	Then it is necessary that you make the woman sit on a seat that she can rest, or lean her back, and spread her feet out towards the lower side of the leg: and let her legs be stretched out, and place her arms under her knees, and fasten them with a rope that suits it.
Deinde sedeat obstetrix a latere dextro, et administra instrumentum quo aperitur orificium matricis.	Then the midwife should sit on the right side, and bring out the instrument with which she opens the opening of the womb.
Cuius forma uenit in eis quae sunt post.	Whose shape comes to her who are behind.
Et oportet quando uis administrare hoc instrumentum, ut figas cum Radio profundum matricis mulieris: ut non sit illud quod ingreditur ex instrumento plus, quam profundum matricis, et laedat infirmam.	And it is necessary that you hold the womb tight when you administer this instrument, so that it does not enter more than the depth of the womb, and does not hurt the sick one.
Si autem fuerit instrumentum magis quam profundum, tunc oportet ut ponas puluillos super tecturam profundi matricis: ut prohibeatur introitus instrumenti totius in profundum matricis: et oportet ut ponat uertiginem, quae currit in instrumento, ex latere superiore: et ut teneat instrumentum, et ut reuoluat minister uertiginem, donec aperiatur profundum matricis.	If the instrument is larger than the depth, then it is necessary that you put a patch on the top of the depth, so as to prevent the entry of the whole instrument into the depth, and it is necessary that he puts the wheel that runs in the instrument from the upper side: and hold the instrument, and turn the wheel until the opening of the depth has opened.
Cum ergo apparet Exitura, et tangitur manu, et est lenis et mollis: tunc oportet ut seces ipsam apud caput suum cum spatumili lato.	When it appears that the Exit is open, and touch it with your hand, and is soft and smooth: then you must separate it from its head with a flat blade.
Cum ergo euacuatur sanies, tunc oportet ut ponas in uulnus licinium submersum in oleo rosaceo: aut oleo uiridi, in quo sit quaedam stipticitas: et pone licinium, et extrahe sectionem in profundo matricis.	When the pus is discharged, then you must put a blade of oak that is dipped in rose oil: or in oily oil, in which there is some stinginess: and put it on, and extract a piece from the depth of the womb.
Et pone exterius super matricem, et super pectinem lanam mundam submersam in aqua, in qua bullitae sunt maluae.	And put outside on the womb, and on a woolen cloth that is dipped in water, in which are boiled bad eggs.
Deinde curetur post duos dies cum unguento quod conuenit ad illud, donec sanetur.	After two days, apply the ointment suitable for it, until it heals.
Et quandoque abluitur matrix et uulnus, ita quod clisterizatur cum aqua et melle: deinde cum aqua in qua bullita est radix lilii, aut aristolochia longa: deinde redeat ad unguentum.	And when the wound and the splint have been washed away so that it clogs with water and honey: then with water in which a root of lily or long aristocha has been boiled: then let it return to the ointment.
Quod si uulnus absconditum fuerit interius in matrice, tunc oportet ut prohibearis ex curatione eius cum ferro, imo cura ipsum cum eo quod diximus in diuisione.	That if the wound is hidden within the matrix, then it is necessary that you should prohibit its cure with iron, and also care for it itself with what we have said concerning division.
¶ Doctrinae Obstetricum, qualiter medicentur embriones uiui, secundum figuram non naturalem egressi.	Teaching on obstetrics, how embryos are treated by the womb, according to a non-natural exit.
Caput Lxxu.	Chapter LXX.
Necesse est Obstetrici, ut cognoscat in primis figuram partus naturalis.	It is necessary for the obstetrician to know first of all the figure of a natural birth.
Ex signis ergo eius est, quod quando uides mulierem comprimi ad inferiora, et desiderat odorare aerem, et alleuiatur super eam quod super ipsam est de partu, et festinat exitus embrionis: tunc scias quod iste partus est secundum figuram naturalem, et est exitus eius super caput suum, et secundina cum eo: aut suspensa, uel pendens ex umbilico.	From these signs then, when you see a woman compressing herself towards the lower parts, and longs for air, and is relieved on her who is at the birth of the baby, and hurries in the exit of the baby: then know that this birth is according to the natural figure, and its exit is above her head, and second with it: or hanging, or hanging from the navel.
Cum ergo uides haec signa, tunc oportet ut comprimatur uenter eius, ut descendat embrio uelociter.	When then you see these signs, then let her compress her belly, that the baby may descend quickly.
Nam quando descendit super caput suum, descendit secundina cum eo, et mundatur ex illis superfluitatibus mundificatione bona.	For when it has descended above her head, it has descended with it, and is purified from her with good purification.
Qui autem est praeter hunc partum, est innaturalis, illaudabilis.	Whoever this birth is, it is unnatural, unworthy of praise.
Quoniam quandoque egreditur foetus super pedes suos, et egreditur corpus eius ante caput ipsius, et pedes eius, et manus eius una, aut pes eius unus: aut egreditur caput eius et manus eius: aut egreditur uentrinus: et fortasse conuertitur super collum suum, et similia ex figuris illaudabilibus.	For when the baby has gone out on his feet, and the body of him goes before the head of it, and the feet and hands of him go one way or another: or the head of him and his hands: or the navel within: and perhaps turns over its neck, and other similar figures are unworthy of praise.
Necesse est ergo Obstetrici, ut sit prudens, subtilis in istis rebus omnibus, et caueat sibi ab errore et decaeptione: et ego sum ostendens omnem figuram ex eis, et qualiter est ingenium in ea, et significetur per illud, et stetur super ipsum.	It is therefore necessary for the obstetrician to be prudent and subtle in all these things, and to beware of error and deception: and I am showing you every figure from them, and how a baby's genius is in it, and what is signified by it, and shaking over it.
Quando egreditur foetus super caput suum egressione sua naturali, et uehemens fit illud super mulierem, et difficilis fit ei partus, et uides uirtutem eius iam debilitatam: tunc fac eam sedere super sedem, aut mulieres teneant eam: et uapora uuluam eius cum foenugraeco decocto, et cum oleis humidis.	When the fetus has emerged from his mother's head by its own natural power, and he has made it heavy upon her, and difficult is her delivery, and her strength has already diminished: then make her sit on a chair, or let women support her: and with foenugraeque infusion, and with damp oils.
Deinde intromittat Obstetrix inter digitos suos Spatumile paruum, et findat cum eo secundinam, et secet eam ungue suo, donec currat quod est in ea ex humiditate: et preme uentrem mulieris, donec descendat foetus.	Then the midwife shall insert her fingers into her vagina and find the baby with her second finger, and wipe it with her nail, until she catches what is there from the moisture: and press the woman's belly, until the fetus falls out.
Si autem non descendit, tunc oportet ut clisterizetur mulier ex mucillagine foenugraeci, cum oleo sisamino.	If it does not fall out, then the woman should be made to sit in a chair and be given a bath of foenugraeque with Sisam oil.
Deinde praecipe ei post clistere, ut comprimatur: et fac eam sternutare cum condisi, et tene os eius et nasum ipsius hora una.	Then order her to compress herself after the bath, and let her sneeze with a handkerchief, and hold her nose and mouth for an hour.
Foetus enim egredietur statim.	For the fetus will come out immediately.
Quod si egrediantur duae manus foetus in primis, iunc oportet ut reducas eas cum facilitate paulatim.	What if two hands of the fetus come out first? Then it is necessary that you reduce them with ease gradually.
Si autem non obedit in introitu, tunc pone mulierem super sedem, et eleua pedes eius sursum: deinde concute sedem super terram: et mulier teneatur, ut non cadat apud concussionem.	If it does not yield in the introduction, then put the woman on a chair, and raise her feet up: then turn the chair upside down: and let the woman hold on, so that she does not fall by the concussion.
Si ergo non egrediuntur manus, et moritur foetus: tunc incide eas, et extrahe residuum foetus: et liga manum eius cum panno, et extrahe ipsum cum aequalitate: nam ipse egredietur.	If the hands do not come out, and the fetus dies: then make the incisions, and remove the remains of the fetus: and tie her hand with a cloth, and pull it out with equality: for it will come out.
¶ Exitus embrionis super pedes suo.	The exit of the fetus is on its feet.
Quando egreditur foetus super pedes suos, tunc oportet ut impellat eos sursum: deinde conuertat foetum paulatim: postea aequet ipsum.	When the fetus comes out on his feet, then it is necessary that you push them up: then gradually turn the fetus over: and then make it even.
Deinde accipiat unum pedum eius, et extendat eum paulatim.	Then take one of his feet and stretch it out gradually.
Cum ergo egrediuntur usque ad coxas, tunc praecipe ei, ut comprimatur, et fac eam sternutare cum condisi: egredietur enim, si Deus uoluerit.	But when they have come out as far as the hips, then order her to compress herself, and let her sneeze with a handkerchief: for she will come out if God wills it.
Et si non egreditur cum eo quod narrauimus, tunc reduc foetum paulatim, donec ponas eum secundum figuram naturalem.	And if he does not come out with it as we have said, then bring back the fetus little by little until you put it in its natural form.
Nam ipse egredietur tunc egressu facili.	For he will come out then on an easy exit.
Quod si prohibeatur cum eo toto quod narrauimus: tunc accipe ex mucillagine alteae, et oleo sisamino, et gummi soluto: et percute totum in mortario percussione bona: deinde line cum eo uuluam mulieris, et inferius uentris eius.	That if it is prohibited with him all that we have said: then take from the mucilaginous of the aloe, and oil of sesame, and of the dissolved gum: and beat all in a mortar by good pounding: and then line with him the woman's loins, and the lower part of her womb.
Deinde fac eam sedere in aqua tepida, donec consequatur hypocundria.	Then make her sit in warm water until she gets a fever.
Cum ergo uides quod iam calefacta sunt inferiora eius, tunc fac ei sief de myrrha: et suppone ipsum.	And when you see that his lower parts are now calmed down, then make her eat myrrh: and support him himself.
Quando ergo tenet sief hora una, tunc fac eam sedere super sedem.	When he has held the sief for an hour, then make her sit on a seat.
Deinde fac eam sternutare: et stringe ipsius os et nasum: et preme inferiorem partem uentris compressione facili.	Then make her sneeze: and squeeze his mouth and nose: and press the lower part of his womb by easy compression.
Nam foeus egredietur statim.	For heat will come out immediately.
¶ Exitus foetus super genua et manus.	Exit of the fetus on its knees and hands.
Quando egreditur secundum hanc formam, tunc ingeniet in intromittendo manus suas paulatim.	When it comes out in this form, then support by little by little putting your hands in.
Deinde resupinetur mulier super collum suum, et pendeant pedes eius ad inferiora: et ipsa sit iacens super lectum, et complicet manus suas.	Then the woman will be raised on her neck, and her feet will hang down to the lower part: and she herself will lie on a bed, and fold her hands.
Deinde preme supra uentrem eius paulatim.	Then squeeze above his navel little by little.
Deinde extrahe quod est sub pedibus eius ex puluinaribus, donec sit praeparata in inferiori parte.	Then take out what is under her feet from the palms, until she is prepared in the lower part.
Quod si non egreditur foetus, tunc accipe pedes eius, et moue eos motu uehementi.	That if the fetus does not come out: then take his feet, and move them violently.
Deinde preme quod est supra hypocundria paulatim, donec ascendat foetus ad superiora.	Then squeeze what is above the womb little by little, until the fetus ascends to the upper parts.
Deinde intromittat manus suas, et aequet foetum paulatim: et praecipe mulieri, ut comprimatur, donec egrediatur foetus.	Then put your hands in, and make the fetus even little by little: and tell the woman to compress, until the fetus comes out.
¶ Exitus foetus latitudinaliter pendens ex manibus.	Exit of the fetus hanging from the arms.
Ingenietur in reductione manus eius.	He cut off his hand.
Si autem non potest reducere eam, tunc eleua mulierem, et fac eam ambulare.	But if he cannot reduce it, then let him free the woman, and let her walk.
Si uero ambulare non potest, tunc fac eam iacere super lectum: et concute crura eius concussione uehementi.	But if she cannot walk either, then let her lie on a bed; and strike her legs with a heavy blow.
Deinde administra linimentum quod praeparasti ex mucillaginibus.	Then apply the ointment you have prepared from mucus.
Quod si accipit eam partus, tunc fac eam sedere super sedem.	If she accepts this treatment, then let her sit on a chair.
Deinde stude in reductione manus, et aequa foetum secundum figuram naturalem: et fac sternutare mulierem, et praecipe ei, ut comprimat se, donec egrediatur.	Then study the hand to reduce it, and shape it according to the natural form: and let her sneeze, and order her to squeeze herself until she has exited.
¶ Exitus foetus super collum suum, expansis manibus, et est facies eius ad dorsum matris suae.	The exit of the fetus is over its neck, with spread out hands, and it is turned towards the back of its mother's womb.
Oportet ut teneat Obstetrix manum foetus, deinde reuoluat eum paulatim, et aequet eum cum facilitate.	It is necessary that the midwife hold the fetus by the hand, and then let her turn it little by little, and ease it with ease.
Cum ergo aequatur, tunc pone super uuluam eius quod narrauimus ex oleo et mucillaginibus.	When it is even, then place it on a bed we have prepared from oil and mucus.
Deinde praecipe ei, ut moueatur paulatim.	Then order her to move little by little.
Cum ergo feceris illud, tunc fac eam sedere super sedem, et praecipe ei ut inclinetur ad latus dextrum.	When you have done this, then let her sit on a chair and order her to lean to the right.
Deinde praecipe ei, ut comprimatur: et fac eam sternutare cum condisi.	Then order her to squeeze herself, and make her sneeze with condiments.
¶ Exitus foetus praeparati super latus.	The exit of the prepared fetus is on the side.
Quando descendit ad orificium matricis secundum hunc modum cum secundina, tunc scinde secundinam cum ungue tuo, donec euacuetur ex humiditate.	When it descended to the opening of the womb according to this manner with a second hand, then cut the second hand with your fingernail, until it has discharged from moisture.
Si ergo suspenditur super faciem foetus, et collum eius, tunc incide eam ex umbilico: ut non retineatur, et moriatur.	But if it hangs over the face of the fetus and its neck, then cut it from the navel: so that it does not remain, and it dies.
Deinde impelle foetum ad interiora, donec ponas eam secundum quod oportet: et praecipe mulieri, ut comprimat se aliquotiens: ipse enim egredietur exitu leui.	Then push the fetus into the inside, until you place it: and order the woman to squeeze herself sometimes: for himself will come out from the exit lightly.
¶ Exitus Geminorum, aut foetuum multorum.	The exit of twins, or a multiple fetus.
Scias, quod Gemini multotiens nascuntur: et quandoque nascuntur tres, et quatuor.	Know that twins are often born: and sometimes they are born three, and four.
Verumtamen illud extraneum est, et raro contingit.	Indeed this is unusual, and happens rarely.
Quinque uero est res extra naturam, et non uiuunt penitus: et continet eos, quamuis multiplicentur, secundina una: et separantur per sifach, distinguens inter eos ligatum in umbilico cuiusque eorum.	However, this is an extraordinary thing, and happens rarely: but they do not live alone: and there is a second one joined to them, although they increase in number: and they separate by a cord that runs between their navels, distinguishing them from each other.
Et quandoque egrediuntur sicut egreditur foetus unus exitu naturali, facili: et egrediuntur exitu illaudabili, sicut narrauimus.	And sometimes when they go out it is easy as one who goes out of natural birth, and they go out with a loud noise, as we have said.
Quod si difficiles fuerint quidam eorum apud partum, et perueniunt ad illud quod diximus ex figuris innaturalibus, tunc cura eos sicut narrauimus: et sit ob stetrix subtilis, et faciat quod facit cum facilitate et tarditate, et ingenietur secundum omnem figuram cum eo quod praeparatur ei ex ingenio ducente ad salutem.	If any of them become difficult at birth and seek to go back into the womb, which we have spoken about in figures of nature, then take care of them as we have said: and let her sit quietly, and do what she does easily and slowly, and shape herself according to all the shapes with him that is preparing for his salvation, led by his skill.
¶ Rememoratio eius quod formatur in matrice ex embrionibus, et abortiuntur.	This reminds us that he is formed in the womb out of embryos and some are aborted.
Quandoque formatur in matrice unus, et duo, et tres, et quatuor, et quinque, et sex, et septem, et plures decem: et iam uerificatum est apud me, quod mulier abortiendo emisit septem, et alia quindecim, omnes formatos.	And sometimes one is formed in the womb, and two, and three, and four, and five, and six, and seven, and more than ten: and I have proved this with myself, that a woman has given birth to seven, and another fifteen, all of them formed.
Quod factum est mensuratione gloriosi sapientis.	That which is done by the measurement of the glorious sage.
Hoc ergo totum oportet ut sit in scientia Obstetricis.	Therefore all this needs to be put into the science of midwifery.
Fortasse enim perueniet ad eam simile illius: opponat ergo ei cum illo quod oportet	Perhaps, if it reaches that which is similar to it: then oppose it with it what is necessary:
¶ De extractione foetus mortui.	Regarding the extraction of a dead fetus.
Caput LXXVI.	Chapter LXXVI.
Quando curas foetum mortuum cum eo quod dixi in diuisione ex medicatione, et non egreditur, et cogeris uti operatione cum manu, tunc oportet ut consideres.	When you are concerned with a dead fetus and what I said about dividing it from midwifery, and it does not come out, and you force it to use an operation by hand, then you should reflect.
Si ergo mulier est sanae uirtutis, et non est cum aliquo ex accidentibus, ex quibus timetur super eam perditio: tunc oportet ut resupinetur mulier super lectum, super dorsum suum, et sit caput eius inclinatum inferius, et crura eius eleuata: et ministra teneat eam a duabus partibus, aut ligetur ad lectum, ut non extrahatur corpus eius apud extractionem foetus.	If then the woman is of sound virtue, and is not with any of the accidents from which she fears harm to her health: then she should lie down on a bed, with her back towards the wall, and her head inclined downward, and have her minister hold her by her two sides, or tie her to the bed, so that her body is not extracted along with the fetus.
Deinde humecta os matricis ex oleis humidis cum mucillagine alteae, et foenugraeci, et seminis lini.	Then wet the bone with oil and mucus of oak, and fenugreek, and linseed.
Deinde inungat Obstetrix manum suam cum istis oleis et mucillaginibus: deinde intromittat eam in matricem cum facilitate.	Then let the midwife wet her hand with these oils and mucus: then let her insert it into the womb with ease.
Deinde quaerat cum ea locum in quo figat uncinos ex foetu, et loca conuenientia ad illud.	Then let her ask where she should put the hook from the fetus, and the appropriate places for that.
Considera ergo tunc, si foetus est praeparatus ut descendat super caput suum: tunc fige uncinos in oculos eius, aut in collo eius, aut in ore eius, aut in palato ipsius, aut sub barba eius, aut in furcula ipsius, aut in locis propinquis costis, et sub hypocundriis.	Consider this then, if the fetus is prepared to come down from above its head: then put the hooks into its eyes, or its throat, or its mouth, or its palate, or under its beard, or its chin, or its sides, and the places close to its ribs, and below its hip bones.
Si autem descensus est super pedes eius, tunc in pectine, et costis eius mediis.	If however it is going down towards its feet: then into the chest, and the middle part of its ribs.
Et oportet, ut teneat uncinum cum manu dextra: et ponat curuitatem eius in eo quod est inter digitos sinistrae manus: et intromittat cum manu cum facilitate, et figat uncinum in aliquo illorum locorum quae diximus, donec perueniat ad rem uacuam.	And it is necessary that she hold the hook with her right hand: and put a loop on it that is between the fingers of her left hand: and let her insert it with ease, and fix the hook in one of those places we have mentioned, until she has finished the job.
Deinde figat in oppositione eius uncinum alium, aut tertium, si indiges: ut sit contractio aequalis, et non declinet ad partem.	Then let her fix another hook opposite to it, or a third one, if she is able to: so that there is an equal tension, and it does not lean towards the side.
Deinde extendatur extensione aequali, et non sit extensio secundum rectitudinem tantum, imo moueatur ad omnem partem, ut alleuietur exitus eius: sicut fit cum dente apud eradicationem eius.	Then let it be extended with an equal length, and not just an extension in a straight line, but also let it move on all sides, so that the outlet is eased: as happens with a tooth when it is being extracted.
Et oportet in eo quod est inter illud, ut mollificetur extensio.	And it is necessary in that one which is between that: so that the extension is softened.
Quod si retineatur ex eo pars, tunc oportet ut inungat Obstetrix quosdam digitos cum oleo, et intromittat eos ex parte, ut reuoluat cum eis quod retinetur.	That if any part of it is retained: then let the midwife put some oil on certain fingers, and insert them from one side, so that they rotate with them and hold what is retained.
Si ergo egreditur pars foetus, tunc permutentur uncini ad locum alium qui sit altior: fac hoc donec egrediatur foetus totus.	If therefore a part of the fetus is going out: then swap the hooks to another place that is higher: do this until the whole fetus has come out.
Si ergo egreditur manus ante alia, et non est possibile reducere eam, propter coartationem eius: tunc oportet, ut inuoluatur super eam pannus.	If therefore the hand goes forward before another, and it is not possible to reduce it, because of the contraction: then it should be put on a cloth.
Deinde extrahe eam donec quando egreditur tota, incide eam aut in iunctura plantae, aut in cubito: et ita oportet ut facias in manu altera, et in duobus pedibus.	Then take it out until you can see the whole of it, cut it or in the joint of the plant, or in the bed: and so you should do with the other hand, and in two feet.
Si autem caput foetus est magnum, aut accidit ei coartatio in exitu, aut est in capite eius aqua aggregata: tunc oportet ut intromittat inter digitos Spatumile spinosum, et findat cum eo caput, et extrahat aquam: aut disrumpat ipsum cum instrumento quod nominatur Almisdac: cuius forma uenit cum formis reliquorum instrumentorum in capitulo quod est post hoc.	If, however, the head of the fetus is large, or it happens that he has a contraction during delivery, or there is water in his head: then you should insert between the fingers the thin sharp tool called Spatula, and drain the water with it as you take the head out, or cut off the head with the instrument called Almiscast: whose shape came from the same forms as the other tools mentioned above after this.
Similiter faciat si foetus est magni capitis natura, tunc oportet ut seces algengematu: aut extrahas ipsum cum misdach, sicut diximus.	Similarly do if the nature of the fetus is large head: then you should separate the hair: or take it out with a misdach, as we have said above.
Deinde attrahas ossa cum forcipibus.	Then pull the bones with forceps.
Quod si egrediatur caput, et coartetur apud furculam: tunc findatur, donec effundatur humiditas quae est in pectore.	If the head goes out and there is a contraction near the fork: then drain it until the water that is in the chest comes out.
Si autem non complicatur, neque obedit ad exitum: tunc incide caput frustatim, secundum quod possibile est tibi.	If it is not complicated, and does not submit to the exit: then cut the head quickly, according to what is possible for you.
Quod si inferius uentris est apostematum, aut est in eo hydropisis: tunc oportet ut perfores ipsum, donec currat humiditas ex eo.	If the lower part of the leg is swollen, or there is water in it: then you should pierce it, until the water comes out.
Si uero foetus est super pedes suos, tunc attractio eius est facilis, et directio eius ad os matricis est leuis.	If, however, the fetus is on top of his feet, then attracting him is easy, and his direction to the mother's mouth is light.
Si autem coartatur apud uentrem, aut pectus: tunc oportet ut extrahas ipsum cum panno quem inuoluisti super manum tuam: et findat uentrem, aut pectus, donec currat quod est in eis.	If it is contracted near the stomach, or the chest: then take it out with a cloth that you put on your hand: and drain the stomach or the chest, until what is in them comes out.
Si autem auferuntur reliqua membra, et redit caput: tunc intromittat Obstetrix manum sinistram.	If, however, other members are removed, and then returns the head: then let the midwife put her left hand.
Si ergo os matricis est apertum, tunc intromittat manum in profundum matricis, et quaerat cum ea caput, et attrahat ipsum cum digitis usque ad os matricis: deinde intromittat in eo uncinum unum, aut uncinos duos, et attrahat ipsum cum eo.	If therefore the jaw is open, then introduce your hand into its depth, and feel with it the head, and attract it with your fingers to the jaw: then introduce into it one hook, or two hooks, and attract it with it.
Quod si os matricis coartatur, propter apostema calidum quod accidit ei: tunc non oportet ut laboretur super ipsum, imo oportet tunc administrare effusionem rerum humidarum, pinguium: et administra emplastra: et sedeat in aquis quae mollificant et humectant.	That if the jaw is clamped, on account of the heat that happens to it: then it is not necessary for him to labor over it, but at that time it is necessary to administer an infusion of liquid things, thick: and to administer plaster: and to sit in water that softens and moistens.
Quod si foetus est super latus suum, tunc possibile est ut aequetur: tunc administretur quod diximus in foetu uiuo.	That if the fetus is on its side, then it is possible for him to adjust: then he should administer what we have said about the single fetus.
Quod si non est possibile illud, tunc incidatur frustatim, et extrahatur.	That if that is not possible, then he should cut short, and extract it out.
Et oportet ut non dimittas aliquid ex secundina intus omnino.	And it is necessary for you to leave nothing at all from the second inside.
Cum ergo compleueris operationem tuam, tunc administra quod diximus in apostematibus calidis quae accidunt in matricibus.	When therefore you have completed your operation, then administer what we have said about the hot apostemes that happen in the wombs.
Quod si accidat fluxus sanguinis, tunc descendat in aquis stipticis, et administra reliquam curationem.	That if blood comes out, then he should go down into the water of astringent, and administer the remaining cure.
Et ego quidem iam uidi mulierem, in cuius uentre mortuus erat foetus: deinde impregnata est super ipsum uice alia, postea mortuus est foetus alius etiam.	And I myself have already seen a woman, in whose womb a dead fetus was: then she was impregnated on top of it with another fluid, and after a dead fetus was also born.
Accidit ergo ei post tempus longum apostema in umbilico suo, et inflatum est, donec apertum est: et coepit emittere pus.	Then happened to her after a long time an aposteme in her umbilicus, and it swelled, until it opened: and it began to emit pus.
Vocatus sum ergo ad curationem eius, et medicatus sum ei tempore longo: et non consolidatum est uulnus.	I was called to her cure, and I treated her at a long time: and the wound was not consolidated.
Posui ergo super ipsum ex quibusdam emplastris fortis attractionis: et exiuit ex loco os.	Then I placed on top of it some strong plasters of attraction: and she left the place of the mouth.
Deinde praeterierunt ei dies aliquot, et exiuit os aliud.	Then there passed a few days for her, and she left the mouth out: then came out another mouth.
Miratus sum ergo inde, cum in uentre non sit os.	I was therefore amazed from that place, where there is no mouth.
Cogitaui ergo, quia erant ex ossibus foetus mortui.	I thought, because there were bones of a dead fetus.
Inquisiui ergo uulnus, et extraxi ossa multa, muliere existente in melioribus dispositionibus suis: et iam uixit taliter tempore longo, et mittit ex loco pus parum.	I examined the bone carefully and removed many bones, considering that the patient's condition was improving. It had been a long time since she had come, and the wound had almost healed.
Et ego non firmaui hic hoc extraneum, nisi quoniam in eo est scientia, et adiutorium ad illud, quod administrat medicus artifex cum manu ex curatione.	And I did not find this strange here, unless that it is a science and an aid to it, which the doctor-artisan performs with his own hands in curing.
¶ De formis Instrumentorum necessariorum in extractione foetus.	Regarding the forms of the instruments necessary for extracting the fetus.
Caput LXXVII.	Chapter LXXVII.
Hic inferius est forma Strictorii, quo aequantur libri, cui aequaliter sunt duae uertigines in duabus extremitatibus duorum lignorum.	Here is the description of the "Striror": This is below: the shape of the strior, which are equal in length, and two twigs are attached to each end of two boards.
Verumtamen haec Vertigo oportet ut sit subtilior strictorio: et ut fiat, aut ex ebano, aut ex ligno bussi.	However, this twig should be made slightly thinner than the strior: and to make it so, either from ebony or from hickory wood.
Et sit latitudo omnis ligni quasi duo digiti: et margo cuiusque amborum est quasi digitus unus, et longitudo cuiusque eorum est palmus et medietas: et in medio duorum lignorum sunt duo additamenta ex genere eiusdem ligni, quae iam firmata sunt in utrisque, quorum longitudo est medietas palmi et plus parum: et latitudo utriusque est quasi duo digiti, aut plus parum.	And the width of each board should be as wide as two fingers; and the edge of each of them is as wide as a finger, and the length of each is a palm and a half; and in the middle of the two boards are two additions of the same kind of wood, which have already been fastened on both sides, whose length is the width of a palm and slightly more; and the width of each is as wide as two fingers or slightly less.
Et ista duo additamenta intromittuntur in os matricis, ut aperiatur cum eis quando tu reuoluis duas Vertigines.	And these two additions are inserted into the mouth of the mother's womb so that they open up when you pull on the two twigs.
Forma Vertiginis qua aperitur matrix.	Description of the shape of the twig that opens the womb:
Forma alia ad simile illius, subtilior, et leuior.	Another form, similar to it but thinner and lighter.
Fiat ex ligno ebani, aut bussi, secundum similitudinem forcipum.	It should be made from ebony or hickory wood, according to the similarity of a pair of tweezers.
Verumtamen in extremitate eius sint duo additamenta, sicut uides hic supra: et longitudo omnis additamenti ex eis est quasi palmus: et latitudo utriusque est, duo digiti.	However, at the end of each there are two additions as you see here above; and the length of each addition is as wide as a palm; and the width of each is two fingers.
Cum ergo uis aperire matricem cum eo, tunc fac sedere mulierem super lectum, pendentibus pedibus eius, aperto quod est inter crura eius.	And when you want to open the womb with it, then make the woman sit on a bed, hanging her feet down; and then open what is between her knees.
Deinde intromitte ista duo additamenta coniuncta in matricem: et tu es tenens extremitatem instrumenti inferius inter coxas eius.	Then introduce two additional instruments joined together into the matrix; and you, holding the lower end of the instrument, place it between her thighs.
Deinde aperi manum tuam cum instrumento, sicut facis cum forficibus, aequaliter secundum quantitatem quam uis ex apertione oris matricis, donec faciat Obstetrix quod uult.	Then open your hand with the instrument, as you do with forceps, equally according to the quantity that you wish to achieve from the opening of the mother's mouth; until the Obstetrix does what she wants.
Forma Vertiginis alterius quam dixerunt antiqui Forma Impellentis quo impellitur foetus.	Form a spin which is different from what the ancient said Form the Impelling where the fetus is driven.
Forma Almisdac, qua conteritur caput magnum: et assimilatur forcipi, cui sunt dentes in extremitate, sicut uides.	Form a hook, with which the great head is turned: and it is attached to the forceps, whose teeth are on the end, as you see them.
Et quandoque fit oblungum, sicut forcipes secundum hanc formam, sicut uides, cui sunt dentes sicut dentes serrae, quo inciditur et conteritur.	And when it is necessary to cut, as the forceps do in this form, as you see them, whose teeth are like razor blades, by which they cut and turn.
Forma Almisdac quo conteritur caput paruum.	Form a hook with which the small head is turned.
Forma Vncini habentis spinam unam.	Form the one who holds the hook.
Forma Vncini habentis spinas duas.	Form the one who holds two hooks.
Forma forcipis cui sunt dentes serrae, cum quo conteritur caput foetus.	Form of forceps whose teeth are like razor blades, by which the head of the fetus is turned.
Forma Spatumilis habentis duas extremitates ad abscindendum caput.	Form the one who holds two ends to cut the head off.
Forma duorum Spatumilium etiam latorum.	Form of two spatulimuses also bearers.
Ista instrumenta omnia exercentur, et quanto plus multiplicantur species eorum, et praeparata sunt apud artificem, est uelocior ad operationem suam, et altior apud homines, propter quantitatem suam.	These instruments all work, and the more they multiply in kind, and are prepared for use by the physician, it is faster in its work, and higher among people because of their quantity.
Non ergo despicies ex eis instrumentum, quin sit apud te praeparatum.	Therefore do not despise these instruments, but have them ready.
Inexcusabilis est enim necessitas eorum.	For necessity excuses them.
¶ De extractione Secundinae.	On the extraction of the second.
Caput LXXVIII.	Head 78.
