Praefatio.	Preamble.
Dico ergo, quod Lapis generatus in uesica, plurimum accidit pueris.	I say, then, that stone generated in the uesica, often happens to boys.
Et ex signis eius est, quod urina egreditur ex uesica similis aquae in subtilitate sua: et apparet in ea harena alba, et fricat infirmus uirgam suam, et laborat cum ea, et multotiens pendet.	And of the signs of it is that urine flows out from the uesica like water in its subtility: and appears in it white sand, and chafes the sick man's uesicam, and suffers with it, and often hangs.
Deinde erigitur, et egreditur cum eo anus in multis eorum.	Then it erects itself, and flows out with it the anus in many of them.
Et est facilis sanatio puerorum, ex eo usquequo consequuntur quatuordecim annos.	It is easy to heal boys as long as they are not more than fourteen years old.
Et est difficilis in senibus.	And it is difficult to heal the elderly.
In iuuenibus autem est media, in eo quod est inter illud: et eius cuius Lapis est maior, curatio facilior: et si paruus, est econuerso illius cura.	But in youths it is medium, because it is between that and this; and the healing is easier if the stone is larger: but if it is small, the cure is delayed.
Cum ergo peruenimus ad curationem, oportet in primis, ut mundificemus infirmum cum clisteri, quod extrahat totum stercus quod est in intestinis suis: ipsum enim quandoque prohibet inuentionem Lapidis apud inquisitionem.	But when we come to the healing, it is necessary that we should first make the sick one free from all the dung which is in his bowels: for this sometimes prevents the discovery of the stone.
Deinde accipiatur infirmus cum pedibus suis, et concutiatur, et moueatur ad inferiora: ut descendat Lapis ad profundum uesicae, aut saliat de loco alto aliquotiens.	Then let the sick one be taken with his feet, and be shaken and moved to the lower parts: that the stone may go down into the deep of the loins, or sometimes jump out of its high place.
Deinde fac eum sedere inter manus tuas praeparatum, et manus eius sint sub coxis ipsius, ut fiat uesica tota decliuis ad inferiora.	Then let him sit with his hands prepared between your hands, and his hands under his hips, so that the whole loins may go down into the place of the bowels.
Deinde perquire eum, et tange eum extrinsecus.	Then examine him and touch him from without.
Si ergo sentis Lapidem in spacio, tunc propera statim cum sectione super ipsum.	But if you feel the stone in space, then at once approach with a cutting section above it.
Quod si non cadat sub tactu tuo omnino, tunc oportet ut abstergas digitum indicem cum oleo manus sinistrae, si infirmus est puer: aut digitum medium si est iuuenis completus: et intromittas ipsum in anum suum, et perquire de Lapide, donec stat sub digito tuo: et conuerte eum paulatim ad collum uesicae.	But if it does not fall under your touch at all, then you should wipe the index finger with oil from your left hand, if the sick one is a boy: or the middle finger if he is a complete youth: and let him put himself in some part of his body, and examine the stone until it stands under your finger: and turn it little by little towards the throat.
Deinde preme super ipsum cum digito tuo, et impelle ipsum ad exteriora aduersus locus, cuius sectionem uis: et praecipe ministro, ut premat uesicam manu sua, et praecipe alii ministro, ut extendat testiculos manu sua dextra ad superiora: et alia manu sua, ut remoueat cutem, quae est sub testiculis in parte a loco in quo est sectio.	Then press on it with your finger and push it towards the outside against the place where you want to section it off: and instruct one minister to press the groin by his hand, and another minister to extend the testicles by his right hand from above: and with his other hand, to move the skin which is under the testicles in that part where the sectioning is.
Deinde intromitte Spatumile incidens, cuius forma haec est.	Then introduce a spatulum which has this shape.
Et finde in eo quod est inter anum et testiculos, et non in medio, ad latus natis sinistrae: et sit sectio super ipsum lapidem, et digitus tuus sit in ano: et fiat sectio transuersa, ut sit sectio exterius ampla, et interius stricta, secundum quantitatem quod sit possibile egressio Lapidis ex ea non maior.	And find in it what is between the loins and the testicles, and not in the middle, to the left side: and let the section be made over it so that the stone can come out from it easily, according as its exit may be larger, if it may come out.
Fortasse enim comprimit digitus, qui est in ano Lapidem apud sectionem, et egreditur absque difficultate.	Perhaps the finger, which is in the anus near the incision, has been compressed and has been removed without any difficulty.
Et scias, quod ex Lapide est cui sunt anguli et margines, quare fit difficilis exitus eius propter illud.	And you should know that from the stone are the angles and edges, which is why it is difficult to remove it because of those.
Et ex eo est lenis, similis glandulae, et rotundus: et fit facilis egressus eius.	And out of it comes something soft, similar to a gland, and round: and the exit of it is easy.
Ei ergo cui sunt anguli, et margines, adde in fissura.	So add to that which has angles and edges, into the fissure.
Quod si non egreditur ita, tunc oportet ut ingenies super ipsum: aut stringas super eum cum gesti decenter, cuius extremitas sit sicut Luna, quae stringat super Lapidem, et non euadat ab ea: aut ut intromittas sub eo instrumentum subtile, curuatae extremitatis.	If it is not removed in this way, then one should invent a device for it: or you can twist it with an awkward gesture, whose end is like the Moon, which twists over the stone and does not slip from it: or as you insert a thin instrument under it, with a curved end.
Si autem non potes super cum, tunc amplifica foramen parumper.	If you can't reach it from above, then slightly widen the hole.
Quod si uincit te aliquid ex sanguine, abscinde ipsum cum zegi.	If something makes you bleed, cut it off with a scalpel.
Si uero lapis est plus quam unus, tunc impelle in primis magnum ad os uesicae.	But if the stone is more than one, then push in the first big one into the rectum.
Deinde incide super ipsum.	Then cut on top of it.
Postea impelle paruum post illud: et similiter fac si sunt plures duobus.	Then push in a small one after it, and do the same if there are two or more.
Quod si magnus est ualde, tunc ignorantia est ut seces super ipsum sectione magna.	If it is very large, then ignorance is how to cut off from the top with a big incision.
Quoniam accidit infirmo una duarum rerum, aut ut moriatur, aut accidit ei distillatio urinae assidua: proptera, quia non consolidatur locus omnino.	Since it happens to an ill person of the two things, or that he dies, or because frequent urine passes through him: soon, since the place does not consolidate at all.
Verum administra expulsionem eius, donec egrediatur: aut ingenia in fractura eius cum forficibus, donec extrahas eum frustatim.	But administer an expulsion of it until it is removed: or a device in its fracture with pincers, until you cut it off forcibly.
Cum ergo compleueris operationem tuam, tunc imple uulnus thure, et aloe, et sanguine draconis: et stringe ipsum, et pone super ipsum pannum infusum oleo et uino, aut oleo rosato, et aqua frigida: ut sedetur apostema calidum.	But when you have completed your operation, then fill the wound with thistle, and aloe, and dragon's blood: and bind it tightly, and place a damp cloth on top of the wound, or oil rosin, and cold water: so that it may be bound by a blister.
Deinde resupina infirmum super collum suum, et non soluas ligamentum, usque ad diem tertium.	Then re-bandage the sick person on his neck, and do not remove the bandages until the third day.
Cum ergo solueris ipsum, embroca locum cum aqua, et oleo multo.	And so when you have solved it [the wound], immerse the place in water and much oil.
Deinde cura ipsum cum unguento dyafinicon, et unguento basilicon, donec sanetur.	Then care for the wound with unguent of daphnic and basilic until it heals.
Si autem accidit in uulnere apostema calidum additum, et corrosi, et illi similia: sicut si congeletur sanguis in uesica, et prohibeatur ex eo urina: et cognoscitur illud ex egressione sanguinis cum urina.	But if it should happen that the wound is infected and there is heat and corruption, and the same things: for instance, if the blood congeals in the urethra, and urine is prevented from it: and it may be known from the issue of blood with urine.
Intromitte ergo digitum tuum in uulnus, et extrahe illum sanguinem.	So put your hand into the wound and draw out the blood.
Nam si remanet, prouocat ad corruptionem uesicae, et putrefactionem eius.	For if it remains, it may cause urinary tract infection and putrefaction of its discharge.
Deinde ablue uulnus cum aceto, et aqua, et sale: et oppone omni speciei cum eo quod conuenit ex curatione, usquequo sanetur.	Then wash the wound with vinegar, water, and salt; and oppose any kind of thing that belongs to cure, until it heals.
Et oportet in horis curationis totius, ut liges duas coxas, et aggreges, caussa medicinarum quae ponuntur super locum.	And during the whole period of cure, let two pillows be placed under the legs, and let the patients lie on their backs, for medicines placed upon the spot to act.
Quod si lapis est paruus, et sit in meatu uirgae, et figitur in eo, et prohibetur urinae exitus: tunc cura ipsum cum eo quod narro antequam peruenias ad sectionem.	If the stone is small and sits in the meatus of the urine, and turns in it, and prevents the exit of urine: then care for the stone with oil before you attempt to cut it out.
Multotiens enim a sectione excusaris per hanc curationem, iam enim probaui illud.	For often there will be no cure after an operation, for I have already tried this remedy.
Et est, ut accipias Perforatorium ex ferro alferico, cuius haec est forma, triangulatae extremitatis, acutum, fixum in ligno.	And take the Perforator from iron, which has this shape, triangular ends, acute, fixed on a piece of wood.
Deinde accipe filum, et liga cum eo uirgam sub lapide ut non redeat ad uesicam.	Then take a thread and tie it to the penis under the stone so that it does not recede into the urethra.
Deinde intromitte ferrum perforans in uirgam cum facilitate, donec perueniat Perforatorium ad ipsum lapidem: et reuolue Perforatorium manu tua in ipso lapide paulatim: et coneris perforationem eius, donec facias ipsum penetrare a parte altera.	Then insert the piercing iron into the penis with ease, until it reaches the stone: and turn the Perforator in the stone by hand little by little: and feel for the piercing, until you make it go through from one side to another.
Urina namque absoluitur statim.	For urine is immediately relieved.
Deinde preme manum tuam super illud quod remansit ex lapide ab exteriori parte uirgae.	Then press your hand upon what remains of the stone from the outside of the penis.
Ipse enim frangitur, et egreditur cum urina, et sanatur infirmus.	For it will break, and come out with urine, and the sick one will be healed.
Si autem non praeparatur tibi haec curatio, propter aliquid quod prohibet ab illo: tunc liga filum sub lapide, et filum aliud supra lapidem.	If, however, you are not prepared for this treatment because of something that prevents it: then tie a cord under the stone, and another cord above the stone.
Deinde seca super lapidem in ipsa uirga inter duas ligaturas.	Then dry off on top of the stone in the middle of the two knots.
Deinde extrahe ipsum.	Then remove it.
Postea solue ligamentum, et mundifica sanguinem congelatum, qui fit in uulnere.	Then loosen the knot, and clean the congealed blood, which has formed in the wound.
Et non est necessarium ligamentum fili sub lapide, nisi ut non redeat ad uesicam: et ligamentum aliud desuper, nisi ut quando soluitur filum post egressionem lapidis, redeat cutis ad locum suum, et cooperiat uulnus: et propter illud necesse est tibi illud quando ligas filum superius, ut eleues cutem ad superiora, ut redeat apud complementum tuum, et cooperiat uulnus, sicut diximus.	And it is not necessary to tie a cord under the stone, unless it returns to the wound: and a cord above, unless when it is loosened, the skin returns to its place, and covers the bone: and for this reason it is necessary that you should tie the upper cord, so that the skin returns upward, so as to return at your own complement, and cover the bone, as we have said.
¶ De extractione Lapidis mulierum.	Regarding the removal of stones in women.
Caput LXI.	Chapter LXI.
Parum generatur Lapis in mulieribus.	Stones do not form much in women.
Si autem accidat alicui earum lapis, tunc difficilis est curatio, et prohibetur propter modos multos.	If, however, a stone occurs in any of them, then the treatment is difficult, and it is prohibited for many reasons.
Vnus eorum est: quod mulier fortasse est uirgo.	One reason is that the woman might be a virgin.
Et secundus est, quia tu non inuenis mulierem quae detegat seipsam medico, quando est casta, aut ex habentibus maritos.	And a second reason is that you should not examine a woman who is engaged in marriage, or one who has husbands: for she might accuse you of attempted rape.
Tertius est, quia tu non inuenis mulierem bene scientem hanc artem, praecipue operationem cum manu.	A third reason is that you should not examine a woman who knows the art well, especially the hand operation: for she might recognize it and accuse you of attempted harm.
Et quartus est longinquitas a loco lapidis: quare indiget sectione profunda, et in illo est timor.	A fourth reason is that the distance from the stone to the place where it is to be removed is too great: for there is a risk of error in the depth of the cut, and there is danger in it.
Quod si necessitas prouocat ad illud, tunc oportet ut accipias mulierem medicam, bene scientem: et parum inuenitur.	If necessity compels you to do so, then you should take a woman doctor who is well-versed in the art: and there are few of them.
Si uero priuaris ea, tunc quaere medicum castum, subtilem, et praesenta mulierem obstetricem bene doctam in re mulierum, aut mulierem quae in hac arte innuit partem artis: fac ergo eam praesentem, et praecipue ei, ut faciat totum quod praecipis ei ex inquisitione super lapidem.	However, if you are concerned about this, then seek a married doctor who is subtle and well-versed in the art of women's affairs: and there are few of them. If not, ask a married woman who is skilled in this part of the art: and let her be present, especially when she does what you instruct her to do in the investigation of the stone.
In primis quod est, ut aspiciat si mulier est uirgo: tunc oportet ut intromittat digitum in anum eius, et quaerat lapidem.	First of all, whether the woman is a virgin: then it is necessary that he introduce his finger into her vulva and ask for blood.
Si ergo inuenit ipsum, coartet eum sub digito suo, et tunc praecipe obstetrici, ut intromittat digitum suum in uuluam infirmae, et inquirat super lapidem, postquam ponit manum suam sinistram super uesicam, et comprimit eam compressione bona.	If he then finds it, he should bind it with his own hand, and then order the obstetrician to introduce his finger into the woman's vulva and ask about the blood, after he has placed his left hand on her womb and pressed it firmly.
Si ergo inuenit lapidem, tunc oportet ut gradatim moueat eum ab orificio uesicae ad inferiora cum summa uirtutis suae, donec perueniat cum eo ad radicem coxae.	If he then finds the stone, then it is necessary that he slowly move it from the opening of the vagina to the lower part with all his strength, until he reaches it at the root of the pelvis.
Deinde secet super eum apud oppositionem medietatis uuluae apud radicem coxae, ex quacunque parte praeparatur ei, et sentit lapidem in illa parte: et digitus eius non remoueatur a lapide, coartans sub eo: et sit sectio parua in primis.	Then he should wipe it off at the middle of the vagina at the root of the pelvis, preparing himself from either side, and feel the stone in that part; and his finger should not move from the stone, binding it beneath: and let a small incision be made first.
Deinde intromittat radium super illam sectionem.	Then he should introduce the ray above that section.
Si ergo sentit lapidem, tunc addat in sectionem secundum quantitatem proportionatam quod lapis egreditur ab ea.	If he then feels the stone, then he should add to the second section a quantity proportional to the amount of stone discharged from it.
Et scias, quod species lapidis sunt multae.	And you should know that there are many types of stones.
Ex his enim est paruus, et magnus, lenis et asper, longus, et rotundus habens ramos.	For this reason, some are small, others large, some smooth and some sharp, some long and some round, having branches.
Scias ergo species eius, ut significetur tibi per hoc super illud quod uis.	So you should know the kind of stone, as I have explained to you about that which you desire.
Si ergo uincit te sanguis, tunc adde in loco zegi tritum, et tene ipsum hora una, donec abscindatur sanguis.	If, however, blood makes you win, then add to the place of lying three times, and hold it for an hour, until the blood is separated.
Deinde redi ad operationem tuam, donec egrediatur lapis: et fac, ut praepares tecum ex instrumentis, quae dixi in extractione lapidis in uiris, ut adiuueris per ea in operatione tua.	Then turn back to your operation, until the stone is discharged from the vagina: and do as I have told you, preparing yourself with the instruments, which I have mentioned for removing the stone from the vagina, that you may help yourself with them in your operation.
Quod si uincit te fluxus sanguinis, et scis quod expulsio sanguinis est ex arteria quae incisa est: tunc pone puluerem super locum, et stringe eum cum puluillis strictura decenti: et non mutes illud: et dimitte lapidem, et non extrahas ipsum.	If, however, blood makes you win, and you know that the flow of blood comes from an artery that has been cut: then put powder on the place, and tighten it with the powder as it descends: and do not change it: and let go of the stone, and do not take it out.
Fortasse enim morietur mulier infirma.	For a woman may perhaps die because she is weak.
Deinde cura uulnus.	Then the concern for the wound.
Cum ergo sedatur acuitas sanguinis post dies, et putrefit locus, tune redi ad operationem tuam, donec egrediatur lapis.	How then does the sharpness of the blood subside after days, and the place becomes rotted, so that you return to your operation until the stone is removed.
¶ De sectione suiper Herniam aquosam.	§ On cutting below the hernial membrane with water.
Caput LXII.	Head LII.
Ramex aquosa non est, nisi aggregatio humiditatis in sifac albo, quod est sub cute testiculi continente ouum: et nominatur sifac.	Rames' water does not exist, unless there is an accumulation of moisture on the testicular skin which contains a single loop: and it is called sifac.
Et quandoque est in panniculo proprio sibi, quem praeparauit ei natura in parte oui, donec putetur: quod est ouum aliud, et est cutis testiculi inter sifac album, quod diximus: et non fit illud nisi raro.	And when it is in its own pannus itself, which nature has prepared for it in a certain part, until it is putrefied: that is another thing, and that skin between the white sifac is what we have said: and it does not make it except rarely.
Et generatio quidem huius ramicis, est ex debilitate quae accidit testiculis: quare effunditur ad eos haec materia.	And the generation of this branch comes from the weakness that occurs in the testicles: why this substance is poured out onto them.
Et quandoque accidit ex percussione super testiculos.	And when it happens from a blow above the testicles.
Et haec humiditas est habens colores multos.	And this moisture is having many colors.
Aut enim est color eius decliuis ad citrinitatem, aut est sanguineus rubeus, aut faeculentus, niger, aut est aquosus albus, et est illud quod est plus.	Or indeed its color changes to reddishness, or it is bloody red, or fecundous, black, or white watery, and that which is more so: and it is that which is more.
Et signa quibus scitur ubi sit aggregatio aquae, sunt ista.	And the signs by which one can know where the accumulation of water is, are these.
Nam si est in sifac albo quod diximus, tunc apostema est rotundum ad longitudinem parumper sicut figura oui: et non apparet testiculus, quoniam humiditas continet eum ab omni parte.	For if it is in the white sifac, that we have described, then the swelling is round in length to some extent like a figure of a circle: and the testicle does not appear, because moisture contains it from all sides.
Et si est humiditas in panniculo proprio sibi, tunc apostema est rotundum cum parte oui, et propter hoc extimat homo quia est ouum aliud.	And if there is moisture in its own pannus itself, then the swelling is round with a part of it, and for that reason men estimate that it is another thing.
Et si humiditas est inter cutem testiculorum et sifac album, tunc cadit sub sensu.	And if the moisture is between the skin of the testicles and the white sifac, then it falls backwards.
Quando ergo uis cognitionem coloris humiditatis, tunc experire colorem humiditatis in apostemate cum Intromisso quadrato, cuius forma praecessit.	When therefore you wish to know the color of the moisture, then experience the color of the moisture in the swelling with an intruder's square, whose shape preceded.
Secundum illud ergo quod egreditur in uestigio Intromissi, iudica de illo quod est inter ipsum.	Accordingly, so that which is emitted from the introducer's exit, judge it to be between itself.
Cum ergo uenimus ad curationem cum ferro, tunc oportet ut praecipias infirmo, ut phlebotometur si possibile est ei illud, et uides corpus eius plenum.	So when we come to cure with iron, then it is necessary that you instruct the sick person, if possible, let him bleed and see his body well filled.
Deinde resupinetur super dorsum suum super rem altam parum, et pone sub eo pannos multos.	Then he should lie down on his back on a high bed and put many blankets under him.
Deinde sede tu super sinistram eius, et praecipe ministro, ut sedeat a dextra eius, qui extendat uirgam eius ad unum duorum laterum cutis testiculorum, et ad partem mirach uentris.	Then sit down on his left side and instruct the minister to sit on his right side, extending his leg between the skin of his testes and the side of the scrotum towards the pubic bone.
Deinde accipe spatumile latum, et seca cutem testiculorum ex medio per longitudinem, usque prope pectinem: et fiat sectio secundum rectitudinem aequedistantis lineae quae diuidit cutem testiculorum, donec perueniat ad sifac album comprehendens: et excoria ipsum et obserua, uel caue ex hoc, ut seces ipsum: et sit excoriatio tua qua ipsum excorias, ex parte quae suspenditur cum ouo plus: et subtiliter scrutare cum excoriatione secundum quantitatem quod tibi possibile est.	Then take a wide razor and scrape the skin of the testes from middle length, up to the chest: and make the incision according to the straight line that divides the skin of the testes, until it reaches the white substance enclosed: and examine it carefully, or gently remove it, as you wish, and scrutinize it well according to quantity that is possible for you.
Deinde perfora sifac plenum aqua perforatione ampla, et extrahe totam aquam.	Then pierce the closed sac with a wide perforation and drain out all the water.
Deinde separa inter duo labia sectionis cum uncinis, et extende sifac ad superiora, et non tangas cutem testiculorum comprehendentem: et incide sifac qualitercunque est possibile tibi incidere ipsum, aut cum totalitate sua, aut frustatim, praecipue latus eius subtile.	Then separate the two lips of the incision with a hook, and extend the sac towards the top, and do not touch the skin that covers it: and cut the sac in any way possible for you to cut it, either completely, or only partly, especially the side that is thin.
Nam si tu non exquisite perscrutaris, in incisione eius non fit securitas, quin aqua redeat.	For if you do not scrutinize well, there will be no security in the incision, except that it returns to the water.
Si autem procedit ouum exterius a cute sua in hora operationis tuae: tunc quando compleueris sectionem sifac, reduc ipsum.	But if his sperm should come out of his skin during your operation: then, when you have finished the incision of the sac, reduce him.
Deinde aggrega duo labia cutis testiculorum cum sutura.	Then join together the two lips of the skin of the testes with a suture.
Deinde cura ipsum sicut reliqua uulnera, donec sanetur.	Then care for him as you do for other wounds, until he is healed.
Quod si inuenis ouum corruptum ex nigredine alia, tunc oportet ut liges uasa, quae sunt suspensorium, timens fluxum sanguinis.	That if there is any corruption of the sperm with other color, then you should tie the ligaments that are suspended, fearing the flow of blood.
Deinde abscinde testiculum cum suspensorio, et extrahe ouum: postea cura illud cum eo quod diximus.	Then cut off the testes with the suspension, and drain out the sperm: then care for it with that which I have said.
Si uero aqua est aggregata in duabus partibus, tunc scias quia sunt duae ramices: seca ergo partem aliam secundum quod fecisti in altera aequaliter.	If, however, water is gathered in two parts, then you shall know that there are two branches; therefore dry one part as you did the other, equally.
Et si aequatur tibi, ut sit operatio una, tunc fac: deinde absterge sanguinem.	And if it is equal to you, so that the operation is one, then do it; and then wash away the blood.
Et intromitte in sectiones lanam submersam in oleo, aut in oleo rosato: et pone deforis lanam aliam quam submersisti in uino et oleo, et expande eam super duos testiculos, et mirach uentris: et pone desuper pannos duplicatos, et sunt puluilli: et liga eos desuper cum ligamento, quod est habens sex secundum hanc formam.	And introduce the wool that has been immersed in oil, or rosin-oiled, into the scrotum; and put another wool that you immersed in wine and oil on top of the two testicles, and spread it out over them, and wipe the eye with it: and then place double cloths on top, and they will be clean; and bind them together on top with a string that has six turns according to this form.
Deinde sumantur duo panni, et suantur, et impleantur la na carminata, secundum hanc similitudinem: et fiant extremitates quibus premitur ex coto, aut lana humida: et aggregentur cum strictura in lumbari bracharum: et una extremitatum accipiat super anum usque ad dorsum, et secunda accipiat ad partem pectinis: et duae extremitates super duas coxas inferius, et duae extremitates aliae super duo inguina, et aggregetur strictura tota in lumbari bracharum.	Then two cloths are to be taken and spread out and filled with carmine according to this similarity: and the ends that are pressed together by a thong, or by wet wool; and they are to be gathered together with a cinch in the lumbar region of the arms: and one end is to take hold above some bone until it reaches the back, and the second end is to take hold towards the side of the ribcage: and the two ends are to rest on the two thighs below, and the other end is to rest on the two hips, and all the cinch is to be gathered together in the lumbar region of the arms.
Et, quandoque artificialiter medicatur haec ramex cum cauterio loco sectionis cum ferro: et est, ut accipias cauterium cultellare subtile, et seces cum eo cutem testiculorum: et est ignitum, secundum quod narrauimus: donec quando detegitur sifac album continens aquam: tunc accipe cauterium, secundum hanc formam.	And, whenever this rope is used artificially with a knife as a place of the section with iron: and it is, that you take a fine knife-edge knife, and separate it along with it from the skin of the testicles: and it catches fire, according to what we have described; until it can be detected by the white liquid containing water: then take the knife, according to this form.
Assimilatur literae graecae.	It is similar to Greek letters.
Deinde perfora cum eo illud sifac, et est ignitum, donec egrediatur humiditas tota.	Then pierce with it that little hole in the liquid, and it catches fire, until all the moisture comes out.
Deinde extende sifac cum uncinis, et excoria cum cauterio subtili ignito, et incide ipsum secundum quod possibile est tibi, donec eradices totum eius.	Then spread out the liquid with a hook, and scrub it with a small knife that catches fire; and cut it off completely, as you are able to do, until you have removed all of it.
Et caue ex ouo, ne tangat ipsum ignis.	And let there be no fire in the oil, lest it burn the skin.
Et scias, quod haec operatio est saluior, et longinquior a fluxu sanguinis, et melior quam operatio cum sectione.	And you should know that this operation is salutary, and longer than the flow of blood, and better than the operation with the section.
Si uero contrarietatem tibi facit in hora sectionis, aut in hora cauterii apostema calidum, aut fluxus sanguinis, aut aliquid aliud: tunc oportet ut cures quod contrarietatem tibi facit ex illo cum curatione quae conuenit ei, secundum quod praemissum est.	But if in the hour of the section or in the hour of the cautery there is an opposito to you, or warm apostema, or a flow of blood, or something else: then it is necessary that you cure what opposito does to you with the cure which is appropriate to him, according to what has been said above.
Si autem infirmus est timidus, et non expectat super hanc operationem, propter horribilitatem suam: tunc administra perforationem secundum quod ego narro illud: et est.	But if he is timid and does not expect this operation, because of its horror: then you should administer the perforation according to what I have told him: and it is.
Quando certificatur tibi apud te per illud quod diximus de significationibus, quod ramex est aquosa: tunc oportet quod facias sedere infirmum super sedem eleuatam.	When it is certified to you by him about the ramus which is aqueous: then it is necessary that you make the sick person sit on a raised chair.
Deinde perfora apostema in inferiori parte sui cum spatumili lato: et pone perforationem secundum longitudinem corporis, et sit apertio ampla, donec currat aqua tota.	Then pierce the apostema in the lower part of him with a spatumili side: and place the perforation according to the length of the body, and leave the opening wide until all the water runs out.
Deinde pone super locum cotum, et liga ipsum, et dimitte ipsum ut currat residuum aquae: deinde cura ipsum, donec sanetur uulnus.	Then put a cloth on the place, and tie him up, and let him go to run out the remaining water: then care for him, until the wound heals.
Si autem contrarietas sit egressioni aquae in hora qua perforas ipsam: et non sit illud nisi propterea, quia panniculus albus contrarietatem facit in orificio uulneris, et prohibet exitum aquae: tunc oportet ut intromittas pennam in uulnus, aut instrumentum cum quo extrahitur aqua hydropicorum, cuius forma praecessit: aut adde in operatione uulneris parumper.	But if there is an opposito to the exit of water in the hour when you pierce it: and this is not unless for this reason, because the white pannicle does the opposito in the orifice of the wound, and prevents the exit of water: then you should introduce the feather into the wound, or the instrument with which the water of hydropics is removed, whose form precedes: or add a little to the operation of the wound.
Et scias, quod aqua redit, et aggregatur post sex menses, aut circiter eos.	And you should know that the water returns and accumulates after six months, or about them.
Cum ergo aggregatur, tunc pertoretur secundum eundem modum, et pertransibit infirmus dies suos.	When it is accumulated, then it will return in the same way, and the sick person will spend his days.
¶ De cura Ramicis carnosae.	On the care of the ramus carnose.
Caput LXIII.	Chapter LIII.
Scias, quod in sectione super hanc Ramicem, est ex timore perducente ad perniciem in pluribus dispositionibus.	You should know that in the section on this ramus, there is a fear which leads to perdition in many dispositions.
Quapropter uidetur mihi eius dimissio saluari ex ea.	So then he left me well from her.
Et ego sum rememorans operationem in ea, et species apostematis.	And I remember the operation on her, and the appearance of the wound.
Dico ergo, quod accidunt apostemata multa in corporibus, ex quibus componuntur testiculi: et fit illud ex caussis multis, scilicet.	I say then that many defects occur in the bodies, from which the testicles are made: and it comes about from many causes, namely.
Aut ex superfluitate acuta, uel acri, quae effunditur ad testiculos.	Or from acute or sharp excess, which runs to the testicles.
Aut ex percussione.	Or from a blow.
Et est color apostematis secundum colorem corporis, et non inuenitur ei dolor: et est apostema graue.	And the colour of the swelling is according to the colour of the body, and it does not be known to him pain: and the swelling is grey.
Et fortasse est apostema lapideum, cuius color est fuscus, et non est sensus ei.	And perhaps it is a stone swelling, whose colour is dark, and there is no feeling of it.
Et quandoque fit ex nodatione arteriarum, et inflatione earum: sicut iam praecessit eius rememoratio: aut ex inflatione uenarum.	And sometimes it is from the nodding of arteries, and their swelling: as I have already reminded you of that: or from the swelling of veins.
Quod ergo est ex eis ex inflatione arteriarum, cognoscitur per dispositionem apostematis, quando comprimis ipsum digitis tuis.	That then which is from the swelling of arteries, is known through the position of the swelling, when you compress it with your fingers.
Et non oportet ut tangas ipsum prorsus.	And it is not necessary that you touch it all at once.
Illud uero quod fit ex inflatione uenarum, non dispergitur ex eo aliquid apud compressionem cum digitis.	That then which is from the swelling of veins, does not scatter anything away from it when you compress it with your fingers.
Et iam possibile est, quod super hanc speciem fiat sectio, et super reliquas carnes: et est, ut seces cutem testiculorum.	And it is also possible that this same colour should come about in a section, and on the other flesh: and it is, so as to separate the skin of the testicles.
Deinde extende ouum ad sursum, et extrahe ipsum cum sifach albo: et libera suspensorium ex uasis, et liga uasa: et incide suspensorium postquam tu liberas ipsum ab omni parte ex partibus oui.	Then extend your hand upwards, and pull it out with a nail or something: and free the suspender from the water, and tie the rope of the suspender, and cut off the suspender after you have freed it from all parts of it under the arm.
Si ergo ouum consolidatum est cum illis carnibus natis, tunc oportet ut attrahas ouum, et incidas ipsum.	If then the solidified flesh is with those born flesh, then you must attract the flesh and cut it off.
Et si adhaerentia est inter aliquid ex siphaket, aut in eo quod est inter uasa: tunc oportet ut liberes totam illam adhaerentiam, et incidas eam incisione rotunda.	And if the adhesion is to something in the nipple, or in what is between the nipples: then you must free all that adhesion, and cut it off with a round incision.
Si autem est natiuitas carnis in loco adhaerentiae quae est retro: tunc oportet ut incidas totum eius, et extrahas ouum, sicut diximus.	If then the birth of flesh is in the place of the adhesion which is behind: then you must cut off all that, and pull out the flesh, as we have said.
Cum ergo completur operatio tua, tnnc imple uulnus in lana infusa in oleo rosato, et uino: deinde cura ipsum cum reliqua curatione, donec sanetur.	When your operation is complete, cut the wound with a blade, and fill it with oil infused with rose water and wine. Then take care of the wound itself with the remaining cure, until it heals.
¶ De cura Ramicis, quae est cum Vite.	¶ On the treatment of the vine with the grape vine.
Caput LXIIII.	Chapter LXIIII.
Uitis est apostema inuolutum quadam inuolutione, simile botro, cum mollificatione testiculorum: et fit difficilis super infirmum motus et exercitium, et deambulatio.	The use of the poultice is good, wrapped somewhat with wetting, like a blister, with softening of the testicles; and it is difficult to move or exercise, and walking.
Et in curatione huius aegritudinis est ex timore, propter illud cuius praecessit rememoratio.	And in the treatment of this disease there is a fear because of the previous memory.
Verum oportet, ut dicamus operationem in ea secundum quod fecerunt primi.	But we should say about the operation in it according to what the first ones did.
Dico ergo, quod oportet ut facias sedere infirmum super sedem eleuatam.	I will tell you that you should make the sick person sit on an elevated seat.
Deinde impelle suspensorium testiculorum ad inferiora.	Then push the suspender of the testicles to the lower part.
Deinde tene cutem testiculorum cum digitis tuis, cum uasis quae sunt propinqua uirgae: et teneat ea minister alius, et extendat ea extensione uehementi.	Then hold the skin of the testicles with your fingers, which are next to the scrotum: and let someone else hold it and extend it with a forceful extension.
