Praefatio.	Preamble.
Et remansit in melioribus dispositionibus suis, comedens et bibens, et futuens, et intrauit balneum, et exercitatus est in dietis suis.	And he remained in better conditions, eating and drinking, and enjoying himself, and entering a bath, and exercising himself in his diet.
Et iam dixerunt quidam experimentatorum, quia quando accidit in Intestino uulnus, et est paruum: tunc oportet ut ligetur secundum hunc modum.	And some experimenters said, for when a wound happens in the Intestines, and it is small: then it should be bound according to this way.
Et est, ut accipias formicas magnorum capitum.	And it is, that you take big ants' heads.
Deinde aggrega duo labia uulneris, et pone formicam unam ex eis quae habeant os apertum super duo labia uulneris.	Then gather two lips of the wound, and place one ant with an open mouth over the two lips of the wound.
Cum ergo capit super ea, et stringit os suum, abscinde caput eius, adhaeret enim, et non soluitur.	So when you hold it above it, and squeeze its mouth, it is cut off, for it adheres and does not release itself.
Deinde pone formicam aliam prope primam, et non cesses facere illud cum formica post formicam secundum quantitatem uulneris totius.	Then place another ant next to the first one, and do not stop doing that with the ant after the second amount of wound of all.
Deinde reduc ipsum, et sue uulnus.	Then reduce the stump, and cut the sinew.
Illa enim capita remanent annexa in Intestino, donec cibetur Intestinum, et sanetur, et non accidat infirmo nocumentum penitus.	Now if any remaining head of the bowel is attached to the intestine, remove it until the intestine is complete and healthy, and do not cause harm to the entire gut.
Et iam possibile est, ut ligetur Intestinum etiam cum filo subtili: quod abstersum est ex intestino animalis, annexo cum eo postquam intromittitur in acum.	And it is also possible that the intestine be tied with a thin thread: which, when removed from the animal, remains attached to it after it enters the bag.
Et est, ut accipias extremitatem huius fili ex intestino, et excarnetur multum.	And it is as if you were to take the end of this thread from the intestine, and cut away much flesh.
Deinde liga in extremitate eius filum lini subtile inuolutum.	Then tie the end of this thread with a thin, wrapped thread.
Deinde intromitte illud filum in acum, et sue cum eo intestinum.	Then insert that thread into the bag, and sewed to it with the intestine.
Deinde reduc ipsum in disruptionem.	Then reduce the stump to dissection.
Et iste modus suturae cum formicis et intestino, non est nisi secundum uiam fiduciae et spei.	And this method of sewing with a needle and thread is not but second to the first in trust and hope.
Scias, uulnus quod est magnum, amplum, praecipue si est in uno intestinorum gracilium: tunc non est ingenium nisi subtiliatio, neque est eius sanatio omnino.	You should know that the sinew is great and wide, especially if it is in one of the small intestines: then it is not a skill but cutting, and its healing is entirely incomplete.
¶ De cura Zuchemen, et Fistularum.	Regarding the care of the scrotum and fistulas.
Caput LXXXVIII.	Head 78.
Scias, quod omne uulnus, aut apostema quando ueterascit et antiquatur, et fit ulcus, et non consolidatur, et emittit pus semper, et non abscinditur: tunc nominatur uniuersaliter in quocunque membro fuerit Fistula, et nos nominamus ipsum Zuchemen.	You should know that every sinew, or when it has grown old and aged, becomes a wound, does not heal, and always discharges pus, and does not close: then it is called a fistula everywhere that it may be, and we call this very thing by the name of Zuchema.
Et Fistula quidem est secundum ueritatem nodatio filtrata, dura, alba: cum qua non est dolor, cui est concauitas pennae auis: et propter illud nominant eam quidam Risati, id est, pennam.	And a fistula is second only to the truth in being filtered, hard, white; it does not cause pain, and has stiff feathers: because of this it is called by some as risatus, that is, feather.
Et est in quibusdam horis humida, quae emittit pus.	And it is sometimes moist in hours when it discharges pus.
Et fortasse scinditur humiditas in quibusdam horis.	And perhaps it splits the moisture at certain times.
Et quandoque est haec humiditas multa, et est pauca: et est grossa, et est subtilis.	And when this moisture is much, and little: and thick, and thin.
Et ego iam praemisi in diuisione, tunc cum dixi uulnera, quod omne ulcus quod non sanatur, neque nascitur in eo caro, non est illud nisi propter unam nouem caussarum.	And I have already pre-empted in the division, then when I said sinews, that every wound which does not heal, and does not grow in it flesh, is not but for one of causes.
Quarum una est, aut propter paucitatem sanguinis in corpore: aut propter maliciam eius: aut quoniam inter ipsum, et super labia eius est caro dura, prohibens natiuitatem carnis: aut quia est multae sordis et sordiciei: aut quoniam ulcus in seipso est putridum, et materia quae mittitur ei est malae qualitatis: aut quoniam medicina est inconueniens in curatione eius: aut quoniam corruptio cadens in regione est genus pestilentiae, aut per proprietatem in regione, sicut accidit in Caesaraugusta: in qua fit difficilis digestio aegritudinum, et tardatur in ea sanatio apostematum per naturam: aut quoniam in eo est os unum, aut numerus ossium.	One of these is due to the scarcity of blood in the body; or because of the malice of his disease; or because between himself and his lips there is hard flesh, which prevents the birth of flesh; or because it is full of noise and filth; or because the wound in his sebo is putrid, and the matter that is shed from it is of a bad quality; or because the remedy is inappropriate for its cure; or because corruption falling upon the region is the kind of pestilence, or by virtue of the region itself, as happened in Caesaraugusta; in which place it becomes difficult to digest the sicknesses, and the healing of ulcers through nature is delayed; or because in him there is only one jaw, or a small number of bones.
Et ego iam ostendi omnes istas caussas et signa earum, et curationes ipsarum cum medicinis in diuisione: et oportet hic ut faciam te scire curationem Fistulae et Zuken, quae fit per uiam operationis cum manu.	And I have already shown you all the causes and signs of them, and the treatments for them with surgeons divided up: and it is necessary here that I should show you the treatment of the fistula and the zuken, which is carried out by means of a surgical operation with the hand.
Scias ergo, quod Fistula accidit in omnibus membris corporis.	So you know that the fistula happens in all parts of the body.
Nam ex eis sunt Fistulae quae perueniunt ad uenas magnas et arterias, aut neruos, aut sifac: aut ad intestinum, aut ad uesicam, aut ad aliquam ex costis: aut ad aliquam ex spondilibus dorsi, aut ad aliquam iuncturarum compositarum compositione: sicut manus, et pedis: et ex eis sunt quae uadunt ad propinquitatem membri principalis, et similium.	For from them are the fistulas which reach the great veins and arteries, or nerves, or intestina, or urethra, or some of the ribs, or some of the vertebral bones, or some of the joints of the body, such as the hands and feet: and from them are those which reach the vicinity of principal members, and similar ones.
Quae ergo ex his Fistulis est secundum hunc modum, est ex aegritudinibus difficilis sanationis, et non recipit curationem, et occupatio cum ea est labor et ignorantia.	Which, however, of these fistulas is according to this mode, is from a difficult sickness which does not receive healing, and is an occupation with it, a labour and ignorance. Quod autem de Fistula scis, quae ex Aegritudinis, est per uiam operationis curanda, et non per injuriam: nam in illis uel in uesica, uel in intestinis, uel in costibus, uel
Quod si est ex Fistulis aliqua cuius profunditas non peruenit ad haec loca quae dixi: et speras, et confidis in curatione eius, et uis peruenire ad cognitionem illius, tunc accipe tentam ex aere, aut ferro, si Fistula tendit secundum rectitudinem, et perquire eam cum ipsa.	That, however, of the fistulas do you know, which come from sicknesses, are to be cured by means of an operation, and not by injury: for in them or in the urethra, or in the intestina, or in the ribs, or in the vertebral bones, or in some of the joints of the body, there is a depth which does not reach these places which I have mentioned; and you hope, and trust in the healing of them, and examine them with your hand: then take a piece of brass or iron, if the fistula tends along the straight line, and investigate it with that.
Si autem in Fistula est tortuositas, tunc inuestiga eam cum tenta de plumbo subtili.	If, however, there is a curvature in the fistula, then investigate it with a thin lead probe.
Quoniam plumbum cum lenitate sui corporis alleuiatur, et curuatur circa tortuositatem.	For lead nhẹly allays the pain of the body, and it eases the curvature around the tortuosity.
Quod si Fistula est habens orificia multa, non est tibi possibile ut significes super eam cum tenta.	That if the fistula has multiple openings, you cannot make a sign over it with a probe.
Clisteriza ergo ex eis orificium ex orificiis suis.	So apply a clister from one of its openings through one of its openings.
Nam humiditas qua clisterizas ipsum, uadit uersus orificia alia, et currit ex eis.	For humidity which the clister applies to it, goes towards other openings, and runs out of them.
Deinde exquisite inquire secundum quem modum est tibi possibile: ut cognoscas quod illic est os, aut neruus, et est Fistulae concauitas longinqua, aut propinqua: aut est Fistula una cui sunt orificia multa, et sta super totum illud, cum summa fortitudinis tuae: cum interrogatione tua, qua interrogas infirmum, et inuentione doloris apud compressionem cum manu tua super locum, et similibus ex significationibus et caussis accidentibus apostemati.	Then inquire, according to how you are able to: that you may learn that there is an opening, or a nerve, and it is a fistula distant or near: or is a fistula with many openings, and it lies over all of it, with your greatest power: when you ask the question, which asks about the sick, and find out the pain by pressing with your hand to the spot, and similar signs and causes of symptoms apart from the explanation.
Cum ergo steteris super omnia illa statione uera, tunc uade ad curationem secundum confidentiam: et est, ut consideres tunc, si est Fistula propinqua apparens, aut in loco saluo longinquo a iunctura, aut a neruo, aut arteria, aut uena, aut uno locorum quae dixi tibi: tunc seca Fistulam secundum quod praemissum est ex narratione mea, et aufer quod est in ea ex filtratione, et carnibus corruptis, quod nascitur in orificio eius ex carne, aut thelul, et similibus: et cura ipsam, donec sanetur.	When you have thus stood over all of them with a true station, then proceed to the cure according to confidence: and is, when you consider then, if it is a fistula near appearing, or in a safe place far from an opening, or from a nerve, or artery, or vein, or one of the places which I have told you: then stop up the fistula according to what has been said above, and remove what is in it from filtration, and rotten flesh, which comes out of its opening from the flesh, or the fat, and similar things: and cure it, until it heals.
Si autem Fistula est longinquae profunditatis, et est secundum rectitudinem: tunc oportet ut seces eam in profundo quantum est tibi possibile.	If, however, the fistula is in a deep distance, and is in a straight line: then it is necessary that you should separate it in depth as far as you are able to do.
Deinde mundifica ipsam ex omnibus carnibus eius corruptis.	Then cleanse it completely from all of its corrupted flesh.
Deinde administra licinia inuoluta in medicinis acutis: et intromitte ea usque ad concauitatem Fistulae quam comprehendisti cum ferro: fac cum ea illud aliquotiens, donec corrodat medicina acuta totum quod remansit in concauitate Fistulae ex corruptione.	Then administer a solution of the iodic in acute medicines: and introduce it into the fistula as much as you can comprehend with iron: and do so sometimes, until the corrosive medicine has eaten away all that is left in the fistula's concavity from corruption.
Deinde restaura ipsam cum unguentis quae generant carnem sanam, donec sanetur.	Then restore it with ointments that generate healthy flesh, until it is healed.
Si uero non sanatur per illud, tunc cauteriza ipsam secundum quod narrauimus.	But if it does not heal by means of that, then cauterize it according to what we have said.
Si ergo caussa Fistulae est os, et certificatur apud te illud: tunc inquire ipsum, et seca ipsum secundum quod narraui tibi: si non prohibet te aliquid ex uena, aut neruo, aut membro principali, sicut diximus.	But if the cause is a fistula and it has been certified by you: then examine that person and dry that person up according to what we told you: if it does not restrain you from anything of new growth, or nerve, or main member, as we have said.
Si ergo detegitur tibi os, et est in eo quiddam corruptionis, et nigredinis: tunc rade ipsum, donec auferatur corruptio eius tota.	But if a tooth has been detected in it and there is some corruption and blackening: then shave that tooth, until the whole corruption is removed.
Deinde cura ipsum cum eo quod incarnat ipsum, donec sanetur.	Then care for that person with the ointment that incarnates the flesh, until it is healed.
Quod si non sanatur, et emittat pus sicut faciebat: tunc scias, quod tu non peruenisti ad totam eradicationem corruptionis.	That if it does not heal and discharges pus as it did before: then you should know that you have not achieved the total eradication of the corruption.
Detege ergo super illud secundo, et exquisite fac rasionem eius, et mundificationem ipsius cum ultima fortitudine tua.	So examine it again and carefully feel the area, and thoroughly clean it with your last strength.
Deinde restaura ipsum.	Then restore that person.
Si ergo sanatur, bonum est: et si non, tunc scias quod illa corruptio est in profunditate longinqua corporis, quam non es consecutus.	But if it is healed, then it is good: and if not, then you should know that that corruption is deep in the distance of the body, which you have not succeeded in reaching.
Non est ergo tibi in ea ingenium, nisi dimittere ipsam naturae.	It is therefore not within your control to heal it, unless you let nature take its course.
Quod si corruptum est os paruum, et est possibile tibi, attrahe ipsum cum forficibus subtilibus quae conueniunt ad illud.	But if the corruption is in a small tooth and it is possible for you, attract that tooth with slender instruments which suit that purpose.
Si autem sunt ossa multa, tunc exquisite fac attractionem eorum omnium, neque dimittas ex eis aliquid cum tua fortitudine.	But if there are many bones, then carefully feel all of them, and do not let anything go with your strength.
Si uero contrarietatem facit tibi aliquid ex humiditatibus, et non est in incisione eorum timor, uel error: tunc incide illas humiditates et carnes, si sunt illic, et libera ossa.	But if it causes you any opposite sensation from moisture, and there is no fear or mistake in cutting them: then cut the moisture and flesh, if they are there, and free the bones.
Si uero non est tibi praeparatio auferendi ossa ex hora tua, tunc pone super uulnus quod putrefaciat ipsum: et dimitte ipsum, donec putrefiat quod est in circumitu illorum ossium ex carnibus et humiditatibus.	But if you do not have the preparation to remove the bones at your own time, then place over the joint what will decay that person: and let it go, until it decays what is around those bones from flesh and moisture.
Et custodi uulnus ut non consolidetur.	And guard the limb so that it does not heal badly.
Et constringatur sectio quam tu secuisti in operatione tua.	And tighten the wound as you sewed in your operation.
Imo pone super ipsum, si times, cotum submersum sulfure trito cum oleo: aut cotum submersum in unguento aegyptio, aut aliquo unguentorum uiridium.	By placing a bit of lime on top of the wound, if necessary, rub it with sulfur after having dipped it in oil; or dip it in Egyptian ointment, or some other kind of ointment.
Nam quando putrefient illae scilicet humiditates, et separantur ex eis ossa, alleuiatur ablatio eorum, et ipsorum attractio.	For when those certain humors putrefy and the bones separate from them, their removal relieves them and attracts them away.
Si autem est os unum magnum, sicut os cruris, aut os coxae, et similia illis, et quod ex eo corruptum est, est pars magna: tunc rade ipsum rasione ultima, donec auferatur illa nigredo et corruptio.	If, however, there is one large bone, such as the leg or hip, and it is rotten, then cut off that part with a saw until the blackness and corruption is removed.
Deinde restaura uulnus.	Then restore the limb.
Si uero quod est in eo corruptum, est pars magna, et corruptio iam consecuta est medullam ossis, tunc necesse est serrare ipsum, et incidere ipsum totum usque ad locum, ubi peruenit corruptio: tunc cura ipsum, donec consolidetur.	If, however, what is rotten in it is a large part and the corruption has already reached the marrow of the bone, then it is necessary to cut off the limb, and to cut into it all the way until the place where the corruption lies: then care for the wound, until it heals.
Et ego narro tibi zuken, quae accidit uiro in crure suo: ut ponas ipsam exemplum et adiutorium super operationem tuam.	And I will tell you about the injury that happened to the man in his leg as an example and a help for your operation.
Fuit uir iuuenis aetate circiter triginta annos, cui accidit dolor in crure suo, a caussa quae mota est super ipsum intra corpus, id est, ab interioribus, donec peruenerunt materiae ad crus, et apostematum est apostemate magno: et non fuit ei caussa extrinseca.	He was a young man of about thirty years of age, to whom pain came in his leg from within the body, that is, from the insides, until it reached the bone, and there was an ulcer, large and open, and he had no external cause.
Extensum est ergo cum eo tempus cum errore medicorum, donec apertum est apostema, et concurrerunt cum eo materiae multae.	So the time went by with him in the error of doctors until the ulcer was opened wide and many substances gathered there.
Et postposita est curatio eius, donec fistulatum est crus, et facta sunt in eo orificia multa: quae omnia emittebant pus, et humiditates corporis.	And his treatment was delayed until the leg was closed up and many holes were made in it: all of which discharged pus and the humors of the body.
Curauit ergo ipsum multitudo medicorum circiter duos annos, et non fuit in eo sapiens in arte manus, donec uocatus sum, et uidi crus eius, et materias quae currebant ex illis orificiis cursu magno: etiam omne uiri corpus iam tabuerat, et color eius citrinus erat.	He was then treated for two years by a multitude of doctors, and there was no wise man in the art of hands, until I was called upon to see his leg, and saw that the matter that was flowing out of its orifices went away with a great course: also all his body was very weak, and his color had become cerulean.
Intromisi ergo tentam in uno locorum orificiorum, et peruenit tenta ad os.	Therefore he inserted his hand into one of the orifices and his hand reached the mouth.
Deinde perscrutatus sum orificia omnia: et inueni ea peruenire ad se inuicem ex omnibus partibus cruris.	Then I examined all the openings: and I found that they came to an end within him in one joint of his leg.
Properaui ergo, et secui super unum illorum orificiorum, donec detexi partem ossis: et inueni ipsum corruptum: quod iam corrosum erat, et denigratum, et putruerat, et perforatum erat, donec penetrauerat usque ad medullam.	Then I bent on and cut through one of those openings until I reached a bone part: and I found it decayed: which was already decayed, and rotten, and putrid, and pierced all the way through to the marrow.
Serraui ergo quod detectum est mihi, et praeparatum ex osse corrupto.	I sharpened the end of what I had found, and made it smooth from the corrupt bone.
Et deputaui, quod non esset in osse nisi illa corruptio, quam abscidi, et serraui.	And I left behind that which was not bone, but only decay; and I sharpened and made smooth what remained.
Et ego iam eradicaueram eam.	And I had now cut away all of it.
Deinde posui restaurationem uulneris cum medicinis consolidatiuis spacio longo.	Then I set the wound with medicine made from a long-dried poultice.
Et non est consolidatum.	And this was not made firm.
Deinde tentaui, et detexi super os secundo supra detectionem primam: et inueni corruptionem continuam cum osse: et serraui quod apparuit mihi etiam ex illa corruptione.	Then I tried again, and found a second bone above the first detection: and I found that corruption continued to the bone; and I sharpened what seemed to me also from that corruption.
Deinde conatus sum restaurationem eius.	Then I tried to set the wound.
Et non est restauratum.	And this was not set.
Detexi ergo super ipsum iterum, et non cessaui incidere os particulatim, et conari restaurationem eius: et non est restauratum, donec incidi ex osse circiter palmum unum, et extraxi illud cum medulla sua.	Then I tried again to detect it, and did not cease striking the bone in pieces, and trying to set its wound; and it was not set, until I struck out of the bone a little palm-sized piece, and pulled it out with its marrow.
Deinde restauraui ipsum cum medicinis, et consolidatum est uelociter, et sanatum: et non fuit necessaria haec iteratio in operatione eius, et sectione ipsius, nisi propter dispositionem debilitatis infirmi, et paucitatem tolerantiae eius, et timorem meum super ipsum de morte: quoniam accidebat ei in omnibus horis ex superfluitate euacuationis syncopis mala.	Then I set that wound with medicine, and it was soon healed; and this repetition of the operation and sawing through it was not necessary, unless for the weakness of the nurse, and her lack of tolerance, and her fear of me over him: for it happened to him in all hours from bad discharge of pus.
Sanatus est ergo sanatione integra: et nata est in loco ossis caro dura, et bona facta est dispositio in corpore suo, et rediit uirtus eius: et conuersatus est in dispositionibus suis: et non fecit ei contrarietatem in ambulatione nocumentum omnino.	He was then healed by sound health: and there grew up a new bone in place of the old one, and his disposition in his body was good, and he regained his strength: and he did not do him any harm in walking at all.
Si autem os eminens in loco corporis iam fractum est: tunc oportet ut serres ipsum, secundum hunc modum: et est: ut accipias ligamentum, et stringe ipsum in extremitate ossis eminentis: et praecipe alicui, qui extendat ipsum ad sursum: et pone ligamentum aliud ex lana grossius ligamento primo.	If however the jaw is prominent in the place of the body already broken: then it is necessary that you hold him thus: and he is: that you take the ligament, and tighten him at the end of the prominent bone: and order someone who extends him upwards: and put another ligament from wool on the first one.
Deinde liga ipsum super carne, quae est suh osse: et extende extremitatem eius, ut trahas carnem ad inferiora: et tu detegis carnem super locum quem uis serrare, ut non laedat Serra carnem.	Then bind the bone on top of the meat, which is below the bone: and extend its end so that you pull the flesh downward: and you cover the flesh over the place where you want to cut it, so as not to hurt the saw when cutting the flesh.
Pone lignum, aut tabulam sub osse inferius decenter: quoniam quando facis illud, non prohibetur quin secet carnem corruptam.	Place the board below the bone slightly: for when you do this, it does not prevent you from cutting the corrupted flesh.
Et oportet ut sit Serratura super locum corruptum parumper, ut non sit in concauitate ossis corruptio: et non appareat in apparitione sua sensui, et cogat ad Serraturam sui uice alia.	And it is necessary that it be a little higher than the corrupted place, so as not to appear on the appearance of its own sense, and forcing the force of its own device: and another screw should appear in its appearance.
Quod si os est corruptum, et non est eminens, imo continuatur pars eius cum parte: et corruptio est in medio eius, aut in parte ipsius: tunc detege carnem ab omnibus partibus totam.	That if the bone is corrupted and not prominent, a part of it continues with another part: and the corruption is in the middle of it, or in one of its parts: then you cover all the meat with all its parts.
Deinde pone lignum inferius.	Then place the board below.
Postea serra illud ex parte prima, ubi est corruptio, donec continuetur Serratura ex parte altera: et sit Serratura secundum longitudinem a corruptione parumper, secundum quod diximus.	Then cut that from the first part where there is corruption, until it continues with another part of the screw: and let the screw be of about the same length as the corruption, according to what we have said.
Quod si corruptio est in iunctura, incide ipsam iuncturam corruptam, et serra os ubi continuatur ex parte altera.	That if the corruption is in the joint, cut that joint that is corrupted, and then cut the bone where it continues from another part:
Si uero corruptio est in continuatione duarum iuncturarum, tunc non est in ea ingenium nisi abrasio.	But if the corruption is in the continuation of two joints, then there is no other connection but an abrasion.
Quod si corruptio est in pectine manus, aut in pectine pedis: tunc res in eo est difficilis ualde.	That if the corruption is in the knuckle of the hand, or in the knuckle of the foot: then the matter is difficult to manage greatly.
Verum oportet, ut inquiras corruptionem qualiter appareat tibi.	But you should ask how the corruption appears to you.
Et abradas eam, et mundes ipsam secundum quamcunque dispositionem tibi possibile est, et cum quocunque ingenio rectificatur tibi: quando non facit tibi contrarietatem Vena, aut Neruus.	And scrape it off, and clean it up according to how it appears to you in any way that is possible for you, and with whatever skill you can master: when it does not make you a contrary vein or nerve.
Et scias quod incisoria, et Serrae ad incidendum ista ossa sunt multa, secundum situm ossium, et praparationem eorum, et ipsorum grossitudinem, et subtilitatem eorum, et magnitudinem, et paruitatem ipsorum, et duriciem ipsorum, et eorum raritatem.	And know that incisions and saws are many for incision of these bones according to the position of the bones, and their preparation, and their thickness and fineness, and their size, and their smoothness, and their hardness, and their rarity.
Quapropter oportet, ut praepares omni speciei operationis instrumentum conueniens ad illam operationem.	Therefore it is necessary that you prepare the tool suitable for this operation for all kinds of operations.
Et scias, quod operationes istae significant tibi super speciem instrumenti quo indiges, quando tecum est studium longum.	And know that these operations require a lot of time when studying the instrument you hold in your hand.
Et cognitio modorum huius artis, testimonium modorum aegritudinum: tunc enim iam inuenies per teipsum illud quod conuenit ei ex instrumentis ad omnem infirmitatem.	And knowledge of the methods of this art is a witness to the methods of diseases: for then you will discover through yourself that which suits him from instruments for every disease.
Et ego sum firmans tibi in ultimo huius capituli numerum instrumentorum, quae pones exempla super quae incides, et probationem qua experiaris super alia.	And I am confirming to you at the end of this chapter the number of instruments that you set out as examples on which you cut, and a proof of what you experienced on others.
Forma Serrae.	Form of the saw.
Forma alterius Serrae.	Form of another saw.
Forma Serrae alterius.	Form of an alternate saw.
Forma Serrae alterius.	Form of an alternate saw.
Haec forma Serrae depicta, sit decenter facta.	This form of the saw is drawn, but not made to perfection.
Fiat arcus eius superior, acuitas eius ex ferro: et manubrium eius ex buxo, et sit pyramidale decenter factum.	Let its bow be higher and its sharpness from iron: and its handle from beech, and let its pyramid be made decentered.
Forma Rasorii iuncturarum.	Form of the rasors joined together.
Sit caput huius Rasorii, secundum formam capitis claui stellati: et puncta eius sint secundum formam punctorum elischetfegi.	Let the head of this razor be shaped like a star's claw: and its points be shaped like the points of an elk-fang.
Et non conuenit, nisi ut fricentur cum eo capita iuncturarum, quando corrumpuntur, aut os amplum, et magnum est.	And it does not suit you unless you join with it the heads of the razors when they corrode, or a wide and large mouth; and it is wide and great.
Forma maioris Rasorii.	Form of the larger razor.
Forma medii Rasorii.	Form of the medium razor.
Forma Rasorii lati.	Form of the wide razor.
Forma Rasorii in quo est concauitas.	Form of the razor with a concave shape.
Forma Rasorii alterius subtilis.	Form of an alternate thin razor.
Forma Rasorii alterius curuatae extremitatis.	Form of an alternate curved-end razor.
Forma Rasorii parui, subtilis tentae.	Form of the small, thin razor for the tip of the finger.
Forma Rasorii cum quo inciduntur ossa.	Form of the razor used to cut bones.
Forma etiam Rasorii magni.	Form also of the large razor.
Hoc similatur Radio, et extremitas est sicut Serra: exhibetur in locis multis ex rasione ossium.	This is like a radio, and the ends are like a saw: it is shown in many places from the reason of the bones.
Forma Rasorii quod conuenit ad rasionem eius quod perforatum est ex ossibus.	The shape of a saw which agrees with its sawing that which is pierced out from the bones.
Extremitas eius triangula, acutarum est extremitatum.	Its ends are triangular, its corners are acute.
Fit ex Indi.	It fits from India.
Et similiter oportet, ut fiant omnia quae diximus ex Rasoriis, et Incisoriis, et Serris.	And likewise it is necessary that all which we have said of the saw should be of the chisel and of the saw.
¶ De incisione extremitatum, et Serratura ossium.	About the incising of the ends and the locking of the bones.
Caput LXXXIX.	Chapter LXXXIX.
Putrefiunt extremitates, aut ex caussa extrinseca, aut intrinseca.	The ends putrefy, or for an extrinsic cause, or an intrinsic one.
Cum ergo medicatus fueris illam corruptionem curatione medicinarum, et non confert curatio: et uides corruptionem incidere in membrum, quam non repercutit aliquid: tunc oportet ut incidas illud membrum usque ubi consequitu corruptio, ut euadat infirmus per illud a morte, aut a malicia quae est maior defectu membri.	When therefore you have been wounded by that corruption with the cure of medicines, and it does not confer the cure: and you see that corruption extending to the member, where there is no consequence of corruption; then it is necessary that you should extend the cut to the place where the consequence of corruption follows, in order that the sick may be healed from that death, or from that greater malice which is the defect of the member.
Et signum cui accidit illud est, quod denigratur membrum, donec putetur: quod ignis combussit ipsum, aut putrefit post nigredinem: donec inciditur illa putredo usque ad illud quod sequitur illud membrum, et serpit in totum corpus.	And the sign to which that happens is that the member is disfigured, until it is healed: that it is burned by fire, or putrefied after being red: until it is extended to that corruption which follows that member, and creeps into all the body.
Propera ergo cum incisione eius, et similiter si caussa corruptionis est a percussione quorundam uenenosorum: sicut scorpionis marini, et uiperae, et rutellae, et similium.	Therefore approach with its incising, and likewise if the cause of corruption is from some venoms that are pierced: like the scorpion marine, and the bee, and the nettle, and others similar to them.
Si ergo corruptio, aut percussio est in extremitate digiti, tunc incide digitum, et non des spacium corruptioni, ut incedat usque ad reliquam manum.	If therefore the corruption, or the piercing is in the end of a finger, then cut the finger, and do not leave space for the corruption to run, so that it may run up to the remaining hand.
Et similiter si accidit in manu, tunc incide eam ex radice focilis, et non des spacium corruptioni, donec capiat in focili brachii.	And likewise if that happens in a hand, then cut it from the root of a sharp tool, and do not leave space for the corruption to run, until it takes up into the arm of the sharp tool.
Et si inuadit in eo, tunc incide brachium apud cubitum in iunctura sua.	And if it has grown into that, then cut the arm at the elbow joint.
Si autem pertransit corruptio, et uides eum circiter cubitum: tunc in illo est mors infirmi.	If however corruption has passed over and you see that he is surrounded by pus: then in him is death the nurse.
Et administrare praeter illud ex curatione, est quantitas uirtus.	And besides that cure, it is a matter of amount of virtue.
Et similiter fac de pede, quando inuadit corruptio in digito, tunc incide ipsum apud unum nodorum: et si capit in pectine pedis, tunc incide pedem totum.	And also do the same with the foot, when corruption appears in the nail, then cut it right at one knuckle: and if it goes into the sole of the foot, then cut the whole foot.
Si autem ascendit ad genu, tunc incide crus apud iuncturam genu.	But if it ascends to the knee, then cut the leg at the joint of the knee.
Quod si corruptio iam peruenit supra genu, tunc non est in ea ingenium, nisi dimissio, et relinquere infirmum morti.	That which if corruption has already reached above the knee, then there is no hope in it but to cut off, and leave it to death.
Et modus incidendi membrum, aut serrandi ipsum est, ut stringas ligamentum in inferiori, quem uis incidere: et stringe ligamentum aliud supra locum.	And the mode of cutting a limb, or of stretching it out is, that you may tighten the ligament below, which you wish to cut: and tighten another ligament above the place.
Et extendat minister ligamentum unum ad inferiora: et extendat minister aliud ligamentum superius ad sursum.	And stretch one minister of the ligament downward: and stretch another minister of the ligament upward upwards.
Et tu separa carnem quae est inter duo ligamenta, cum Spatumili lato, donec detegatur caro tota.	And you shall separate the flesh that is between the two ligaments, with the spatus or chisel, until all the flesh is exposed.
Deinde incidatur, aut serretur.	Then cut it, or stretch it out.
Et oportet, ut ponas ab omnibus partibus pannum lini, et non tangat Serra locum sanum: et accidat infirmo laesio addita, et apostema calidum.	And you should place a sheet of linen cloth so that it does not touch the sound part, and cut off the wound with an edge, adding a hot poultice: and apply to the sick a poultice of cold.
Si autem accidat fluxus sanguinis interius dum operaris, tunc cauteriza locum uelociter: aut pone super ipsum quosdam pulueres abscindentes sanguinem.	But if while you are working blood flows inwards, then cauterize the place quickly: or put on it some powder that stops the blood.
Deinde redi ad medicationem tuam, donec compleatur.	Then go back to your own medication, until it is complete.
Deinde liga membrum uulneratum cum ligamento conueniente ei, et cura ipsum, donec sanetur.	Then bind the wounded limb with a proper ligament, and take care of it, until it heals.
Et ego narro tibi quod accidit uiro in pede suo, hoc idem accidens quod narro tibi.	And I will tell you what happened to the man in his foot, this same thing that I am telling you.
Quod est, quia accidit in pede suo nigredo, cum adustione quae assimilatur combustioni ignis: et corruptio illa in primis accidit in digito suo, donec coepit pedem totum.	That is, because it happened to the man's foot, that was burned by the same fire that makes ash; and that corruption first began in his toe, until it came to his whole foot.
Properauit ergo uir ex seipso, postquam uidit corruptionem incidere in membro cum uehementia eius, quod inuenit ex dolore, et adustione eius: et incidit ipsum apud iuncturam, et sanatus est.	So he cut away the cord from itself, when he saw the corruption touching a member with a great swelling, which was caused by pain and burning; and he cut it himself at the joint, and he recovered.
Et postquam praeteriit ei tempus longum, accidit ei illa eadem corruptio in digito manus suae indice.	And after he had passed a long time, that same corruption happened to him again in the little finger of his right hand.
