Ayssi comensan las paraulas de Albucasim .	Thus they begin with the words of Albucasim.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you should know that the species of bladder stones are many: for some of them are small and large, and rough and sharp, and long and round, and having roots.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	Therefore you should know how many species are of it for that which you signify about that which you want.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you see a flow of blood, adjust on the spot a veterinary tourniquet and leave it for an hour until the blood is stopped, then return to your operation while the stone is expelled.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And make that you prepare for yourself the instruments which are said in the extraction of stone in men, so that you may be helped by them in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you see a flow of blood, and you know that the expulsion of blood is from the artery that is cut, then you apply powder on the spot and bind it with cloths and tight bandage, and do not repeat this; and leave the stone and do not extract it, because soon the patient will die.
E aprop cura la plagua.	And then heal the wound.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Therefore when the flow of blood has ceased, then clean the spot, and return to your operation while the stone is expelled.
Capitol lxii.	Chapter 62.
De seccio sobre ernia acoza.	Of section concerning hernia treatment.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	Hernia is nothing but an accumulation of humidity in the white drop which is behind the membrane of the genitals containing the seed, and it is called a drop.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And certain times it is in the proper pancreatic location where nature prepares it in the part of the belly, until it is said that another belly is needed; and this is the code for the genital area between the white ciphac which we have mentioned, and it is not that but tart.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the generation of this hernia is due to weakness which affects the genitals, because in those with debility this matter is poured out, and sometimes it happens due to a percussion made on the genitals.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this humidity has various colors, for the color of it is inclining to citrine or sanguine, or red, or is black and feculent, or is whitish and watery, and that which is the worst.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the signs by which it is known that there is this accumulation of water are these: for if it is in the white ciphac which we have mentioned, then the apostema is a little red and inclined to longitude like the figure of a belly, and the genital appears, because the humidity touches everything.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the humidity is in the proper pancreatic location, then the apostema is red at the part of the belly and by this it is estimated that there is another belly.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the humidity is between the genital code and the white ciphac, then it cuts off the feeling.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And when you want to recognize the color of the humidity, then you express the color of the humidity in the posthumous abscess with intertwined cartilage from which the form is preceded; and according to what is exited in the vestiges of the intestine, judge that which is detained inside it.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	Therefore when we come to the treatment of him with iron, then it is advisable that we command the patient to be bled if it is possible for them, and at times touch the body of the patient.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And then let it be raised above the seat on some occasion or another, and place your hands under the patient's armpits.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	And then sit at the left side of the patient, and command the assistant to follow on the right side of them, which extends their arm between the two hips to the crotch of the genitals and to the division of the navel of the belly.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	And then take a spatula and divide the crotch of the genitals at the middle place for the length between the navel and the perineum.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And let the section be made according to a straight measurement distant from the line that divides the skin of the genitals, until it reaches the white hip, including.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	And scrape that, and observe, and be careful so that you do not cut into it; and your scraping with which you scrape the affected part should be suspended in the mouth of the more subtle and scrutinized according to the quantity as much as possible.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	And then perforate the spleen full of water with a wide perforation, and extract all the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	And then separate the two lips of the wound with forceps, and pull the spleen apart from the surrounding parts; and do not touch the ligaments that hold it, and insert the spleen in whatever manner is possible for you.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And insert it in its entirety or in pieces, and especially the subtle sieve, because if you do not examine the insertion of it with great care, it is not done securely so that the water does not return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	But if the wound proceeds from that defect of its ligament during the time of your operation, then when you have completed the section of the spleen, return inside, and then adjust the two lips of the ligament with a suture, and then cure it like the other wounds, until it is healed.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if you find the wound corrupted by another disease, then it is necessary that you ligate the vessels which suspend it, and extract the wound, and then cure it with the same method that we have said.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	But if the water is accumulated in two separate parts, then know that these are the hernias; therefore insert that part according to what you have done on the other side; and if it seems to you that it is an operation, then do it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	Then return the blood, and insert the woolen cloth submerged in oil or in roasted oil; and remove the dressings from another cloth which you had submerged in wine and oil, and spread that over two genital areas and the navel of the belly; and remove the double sheets and powders, and tie those over with a bandage according to this form:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And then press two sheets and fill them with cambray wool according to this likeness; and make extremities with which you press the cot or wet wool, and add them to the structure of the pants, and one of the extremities take from the crotch between the two, and the second take at the division of the perineum, and two extremities over two hips of the patient, and two other extremities over two ankles, and all the structure be adjusted in the pants.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	And some times this hernia is medicated artificially with a cautery in place of a section with iron; and it is that you take a thin cutting cautery and that you write on the codon of the genitals, and it is ignited according to what we have recommended until it is discovered the white siphus containing the water, and then you take the cautery according to this form:
e es asemblat a letra greca.	It is assembled with Greek letter.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then pierce that bile vessel, and ignite it so that all the humidity is driven out.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then stretch the bile vessel with tongs, and scrape it with tongs, and scrape it with a subtle ignited cautery; and cut that part which is possible for you to remove all of it; and beware of the mucus so that the fire does not touch it.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And know that this operation is more safe and less prone to flow of blood, and better than the operation with section.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	But if you experience an adverse event with abscess during the time of section or during cautery, or flow of blood, then take care to cure the adverse condition that has occurred to you, with the cure that is convenient for it, according to what has been said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	But if the patient is poor, and does not await the second operation due to its horror, then administer the perforation as I have recommended; and it is when you are certain of this, for what we have said about the symptoms, that that hernia is painful.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	Then take care to place the patient on some elevated seat, and pierce the abscess in the lowest part of it with a broad spatula, and pause the perforation according to the length of the body.
E sia la apercio ampla entro que corro tota l‘aygua.	And let there be a wide opening through which all the water flows.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	Then put a stopper on that place and tie it and leave it, so that the remainder of the water runs.
E aprop cura aquel entro que la plagua sia sanada.	And then heal that which is inside where the wound is to be healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	But if there is an obstruction to the flow of water at that time, you perforate it: and this is not done except for the reason that the white pancreatic tissue in the orifice of the wound causes obstruction and prevents the flow of water, then you should put into the wound a needle or instrument with which the water from the drops is extracted, the form of which is described; or adjust on the opening of the wound a small.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And you should know that the water returns, and is collected again in a few months or years; and as it is collected, then it should be perforated according to that measured manner, so that the patient will pass their days.
Capitol .lxiii.	Chapter 63.
De seccio sobre hernia carnosa e la curacio de lu.	Of the section on fleshly hernia and its cure.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	Know that in the section on this hernia there is a fearful loss of life in the greatest complications; because to me it seems that the dismissal of it and being saved by that which is better.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And you should remember the operation in that and the species of the abscesses.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Therefore, I say that the abscess is born in the bodies of those whose genitals are composed and it is made for many causes: either by acute sharp superfluity, which is poured into the genitals, or by percussion.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And the color of the abscess follows the color of the body, and it is not found in the pain, and it is a severe abscess.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	And further, it is a hardened abscess, of which the color is dark, and it does not give a sensation to it.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	And some swellings are made by curvature of the arteries, and by inflammation of those, as has already been perceived, or by inflammation of the veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	But that which is by inflammation of the arteries is recognized by the dispersion of the abscess when you press it with your fingers; and do not touch that.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	But that which is made by inflammation of a vein is not dispersed by any cause except for compression with the fingers.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is possible that on this species incision is made and on the other flesh; and that you cut the cord of the genitals, and then stretch the skin to the divided parts, and extract that from the white ciphac, and loosen the suspensor of the vessels, and tie them, and cut the suspensor so that you loosen that entirely from all the divisions of the skin.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	Therefore, if the humor has already consolidated in those fleshy parts, then it is advisable that you extract the humor and make incisions.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is adhesion due to some cause in the spleen area, or between that which is between the ribs, then it is advisable that you release all that adhesion and make a round incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	More, if there is a growth of flesh in the place of the adhesion which is behind, then it is advisable that you cut out all that belongs to it, and extract the humor as we have already said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	Therefore, when your operation is completed, then fill the wound with wool soaked in heated oil and wine; and then take care of it with another treatment until it is healed.
Capitol .lxiv.	Chapter 64.
De la curacio de hernia que es de vitz.	On the treatment of hernia that is of the intestine.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	Vit is an apostema enveloped by some envelopment resembling a bruise with softening of the testicles, and it makes difficult the exercise of movement and walking for the patient.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And in the treatment of this illness, it is with fear for that which is preceded by remembrance.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, we must say operation according to what the first ones did.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	I say that it is good to place the patient on an elevated seat; and then push the suspensors of the testicles towards the separated thighs; and also take the cord of the genitals with the fingers, specifically at the places that are prone to injury by the penis; and hold those other servants that you have, and extend those with extension vehemently.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	And then cut into the spatium, beside the acute wound by cross-section in the right of the veins, until the veins are uncovered.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And then scratch the entire affected area thus as you have said in extraction of arthritis, which is in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then put in those a needle in which there is double thread, and tie that at the beginning of the places where you cut, and tie the other end in the back of it.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And then cut into those in the middle place by right section according to the length of the body, and extract that which is aggregated from the foul, corrupt, and fetid humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then heal the wound with a cure for the other wounds in which you want to be careful not to let the veins fall that are born from one of the two testicles, because it is not bad for that.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	Mainly if vitality affects all the intestines, then it is good that the testicles are extracted or that the testicles for this reason are removed from the intestines, so that they are deprived of all nutrition through the excision of the intestines, and that they are evacuated, or that this is done so that there is no junction with those.
Capitol .lxv.	Chapter 65.
De la cura de hernia entestinal.	On the cure of intestinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The occurrence of this hernia is due to a section that involves the diaphragm extended over the belly from the region of the navel of the miracle of the belly, so that by saying the intestines of that rupture go to some of the intestines.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And this rupture is either of the diaphragm or of its excursion, and these two species occur for many causes: either by percussion, or by fall, or by shouting, or by elevation of some heavy cause, or by similarity.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	And the sign of this thing, when it is due to extension of the diaphragm, is that it happens little by little over a long time, and does not happen suddenly, and it is an abscess that forms between the intestine and the navel so that the diaphragm compresses the intestine.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the sign of it is when it is due to section of the diaphragm, because at the beginning it makes a vehement pain happen suddenly; and it is a diverse abscess appearing with the intestine protruding outside, and this is due to exit of the intestine, and the body of it to the parts below the diaphragm.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And sometimes the intestine bursts through the abdominal wall, and this condition is called intestinal hernia or bulging.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	And sometimes it is caused by flatulence, and sometimes it runs into the intestinal fold, and here it is retained, and this is a great danger to the patient, and sometimes it becomes painful and worse when it is pressed.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	And in the cure of the species of this disease with iron there is fear, because it is necessary that the evacuation be avoided in that case.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And the manner of the operation of this is that we command the patient to return the intestine with their hand to the inner parts of its own cavity if it obeys its return, and then it is enveloped over its neck between your hands, and the legs are elevated.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	And then stitch the ligature which is the ligature of the testicles to the parts above, and insert the ligature of the testicles throughout the length; and then place in both lips of the wound stitches as indicated to close the wound with those.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	And if the wound, according to the quantity that is possible for you, from which the intestine has burst through.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	And then scrub away that cyst which is placed on the scrotum of the testicles, until the white hard lump of each part is exposed.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	Then insert the pointed instrument into that which is the testicle, in that which is between the white lump, which is placed on the scrotum of the testicle, and between the second lump, and dissolve with it the adherence that is in the part behind the testicle.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And then bring the hand to the scrotum of the testicles to the front parts, and with it extend the white lump in its place with the left hand, and lift the testicle with the lump to the part of the incision; and command the assistant to extend the testicle upwards and you dissolve the adherence that is behind with a complex solution.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And search with the pointed instruments whether there is any cause of the intestine being wrapped in the hard white lump.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	But if you find on him any cause, then push it to the belly from behind.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And then take a needle in which there is a thick thread of four threads, and insert it through the back of the lump, which is under the scrotum of the testicles, where the incision is; and then tie the extremities that come out of the thread until there are four threads, and then compose some of them over some figure in the shape of a cross; and tie it to the lump that we have spoken of, which is behind the scrotum of the testicles with strong ligature of two parts.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then envelop the extremities of the veins with a violent ligature so that none of the vessels can burst through, so that from here no abscess can be formed by the cautery.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And place another ligature following the first ligature, three fingers from it; and then these two ligatures hold back the skin of the scrotum, which is where the testicles are, the size of the said thing, and cut all the remaining part around in a curve, and remove from it the excess.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	And then cut in the part where the cord of the testicles is, by a section through which blood and pus can run, as we have recommended in what we have said before.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And then administer the flaxseed soaked in oil, and apply it to the wound; and apply the ligature that we recommended (and if the white of the scrotum is cauterized, which we said concerning the incision of the vein of blood flow, because many times this happens) and loosen the ligature so that it does not fall off.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	But if the falling of the testicle is delayed, then let warm water be applied, and place it on that spot so that it falls as we have said.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And then treat the wound with another cure for wounds until it is healed.
Capitol .lxvi.	Chapter sixty-six.
De hernia ventosa.	Of bloated or windy hernia.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this hernia, nothing is seen that has been confined under the cure of it with iron.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	And the first ones said that it is made thus as we have recommended in the hernia with the vein; which is that you lift the vessels near the section above the one with facilitated flow; and lift the section in the middle place around the abscess with what obstructs it, until the vessels fall.
E cura la plagua segon que havem dit entro que sia sanada.	And cure the wound as we have said until it is healed.
Capitol .lxvii.	Chapter sixty-seven.
De la disropcio que es fayta en les anguonars.	Of the disturbance that occurs in the ankle joints.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Some swellings show rupture in the ankle joints as we have said, and bulge out the place.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	And they do not tell the genital area any cause of the intestine to the genitals; and if they do, it is little; and it returns in all hours.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	But if the time is prolonged with this, there is adjusted a fissure in the hip until the intestine goes out in the hip; and this happens through the extension of the hip which is in the ankle joints as we have said, which cause is why the hip is stretched, and then it becomes mollified and the place becomes abscessed and bulges.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	The cure of it is with a cautery thus that is preceded by the narration of it.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	And some wounds are cured with iron according to this method: and it is that the patient lies on their back between their thighs, and then dry the area of the rupture of the apostems with a scalpel by width according to the quantity of three fingers.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	And then strengthen the white spleen that is under the rib cage until it becomes uncovered.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	And then take the bladder and place it on the prominent area of the spleen, and press it against the pressure of the belly.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	And then sew the two prominent areas on the extremity of the bladder of the spleen, and adjust with a suture one to the other.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	And then extract the extremity of the bladder, and do not injure the spleen at all, nor extend the hole, nor another cause thus that you know how to proceed in the cure of intestinal hernia.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	And then cure that with the treatment of wounds, and when you injure the veins, clean that and restore the wound until it is consolidated; because the spleen is contracted and the prominence of the rupture is not adjusted.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	And a cautery is better in this place, because it is more suitable for health.
Capitol .lxviii.	Chapter 68.
De mollificacio de la codena dels testiculs.	On the softening of the skin of the testicles.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	When the skin of the testicles is softened in some men, it is softened by fat, because the flesh that is between it is softened, and its treatment is similar.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	It is necessary for the one who takes care of him to make the patient urinate according to his custom, and let all the skin that has been softened above the natural skin; and then adjust the two lips to the suture.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	And if you want, cut in the beginning the excess of the softened skin with three stitches or four and with a firm suture.
