Ayssi comensan las paraulas de Albucasim .	Thus they begin with the teachings of Albucasim.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And she shows the entire figure of those things, and what device is in those things so that it is signified by them and is established upon them.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the fetus is situated above the womb by natural progression, and it is vehement in the woman and is made for her difficult part, and times the virtue of the already debilitated one, then make that which the women have, and evaporate the congealed humor with a decoction of fenugrec and ointment of humid things.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	And then the midwife inserts her hand between the woman's thighs, a small spatulum, and with that makes an incision in the secondine, or cuts it with her nail, through which is expelled that which is in it of humidity.
E preme le ventre de la femna entro que deyssenda le fet.	And press the woman's belly so that the fetus comes out.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	But if it does not come out, then give that the woman be treated with a mixture of opium and decoction of fenugrec with cypress.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And then command her, and command the servant, that she be wrapped up, and make her throw up with a concoction; and tie her mouth and her nose for one hour, so that the fetus will be forced out as soon as possible.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if the two parts of the fetus are joined at the beginning, then it is necessary that you reduce them with facility little by little.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	If it does not obey the entrance, then place the woman on a chair and lift her feet up, and put the chair close to the ground; and let the woman be held so she does not fall from the concussion.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if the hands are not skilled and the fetus dies, then cut those and extract the remainder of the fetus or tie the body to the hand of the mother with a cloth and extract that one equally, because that will be deformed.
De eyssiment del embrio sobre les sieus pes.	From the extraction of the embryo above the two feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the fetus is above the two feet, then it is necessary that you push those upwards, and return the fetus to its normal position, and then you should turn it, and take one of its feet and stretch it little by little.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	But when they are extracted from between the thighs, then you command it to be expelled, and make that one extend with condition, because it will be deformed if God wills it.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	And if it is not deformed with what we have recommended, then you return the fetus little by little until it assumes its natural figure, because it will then be deformed with a difficult extraction.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	And if it is forbidden to use all that we have recommended, then take a mixture of high altar and dissolved gum, and strike the mortar with good percussion, and return the thread to the knot of the woman, the pus at the bottom of her belly.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	And put that mixture in lukewarm water, until it achieves the desired hypochondria.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And when the patient's divided parts are thus softened, then do to them the sub-fumigation of myrtle and apply that under their pause.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And when you have done the sub-fumigation for an hour, then make a paste on a cloth, and return that to induce vomiting and clear the patient's mouth, and raise them from that, and press the lower part of their belly with gentle compression, so that the flatulence may be expelled.
Eyssiment del fet sobre les sieus denols e las suas mas.	Empty the flatulence over the sick person's bed and their hands.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	When the flatulence is expelled in this manner, then insert your fingers little by little between the patient's hands; and place the woman's face on the sick person's neck, and her feet are hanging down, and those are resting on the bed, and join their hands together.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	And press on the patient's belly little by little, and extract what is behind their feet from the earrings until it is prepared in the lower part.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	And if the foot is not forgotten, then take the feet of the patient and move them with violent movement, and press what is above the hypochondrium little by little until the foot reaches the separated parts.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	And then insert his hands and elevate the foot little by little, and command the woman to press inside until the foot is forgotten.
Eyssiment del fet latutidinalment pendent una de las suas mas.	A weight on the foot hangs longitudinally pending from one of their hands.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	Let it be put in reduction of the hand of the patient, but if you cannot reduce that, then elevate the woman and make her go up.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	And if going up is not possible, then make the patient lie on their side, and strike the thighs of the patient with violent concussion, and then administer ointments to the places which are bruised and affected by humors.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	And if swelling has come, then make the patient sit on a chair, and then attend to the reduction of the hand, and raise the foot according to its natural position, and make the woman sneeze and command her to press inside until it is forgotten.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	A weight on the foot rests on the shoulder with the hands expanded and the surface of the patient's foot is at the mother's (or woman's) two hips.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	Let the midwife hold the hand of the infant and gently turn that small one little by little, and thus facilitate that.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And when it is and how much it is narrowed, then pause on the joint of the one we have recommended oil and mucilages for.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	And command to the one that he massage little by little, and when you have made it, then make that vessel sit on a chair and command him to be leaning on his right side, and command to him that he be compressed; and make that he purge with condition.
Exitus foetus praeparati super latus.	The prepared fetus exits over the side.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When you hasten the horrific thing from the matrix according to this method, consider, and then you insert your fingernail between that which is evacuated of humidity.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if the fetus is suspended over the face and the neck of the one, then you insert that of the navel, so that it is not retained and dies.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	And then embed the fetus in the divided parts within so that it pauses according to what it needs, and send to the woman that she compress several times, and it will be pushed out with ease, if God or nature wills.
Exitus geminorum aut foetuum multorum.	Exit of twins or abortion of many.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	It is known that twins and many births are a sign of bad digestion, and some women give birth to three or four, but this is strange and unusual; however, I know the natural causes, and it is not alive.
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	And it is said that these, already being multiple, a second birth, and they are separated by the navel, distinguish those between the ligament in the navel of each one of them. And some women are aborting without giving birth, as if it were a natural thing to expel, and some women are expelled with an unnatural expulsion, just like we have recounted.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	And if they are difficult to deliver, they hinder the birth and come to what we have said about unnatural figures, then you treat them as we have recounted.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And the midwife should be subtle and do what facilitates and subtlety, and with slowness, and she should be ingenious according to the entire figure as it is prepared for her by the ingenious art of health.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	A remembrance of what is formed in the womb from embryos and are aborted.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Some women are formed with one, and two, and three, and four, and five, and six, and seven, and more, and already it has been verified by me that one woman aborted seven, and another ten, all of which were formed, the cause of which was made by measurement of the glorious wise men.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And so it seems that in the science of midwifery, a strong hand is needed for that delicate part, and thus one should do as one does with a similarly sensitive area.
Capitol .lxxvi.	Chapter 26.
De extraccio del fet quan es mort.	On the extraction of the dead fetus.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you treat a dead fetus with the method we have described in the division of medicine and it is not an abortion, and you are forced to use surgery, then consider if the woman is of good virtue and not at risk for accidents through which loss is feared for her.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	Then it is necessary that the woman be placed on her back on a seat or chair, with her head inclined downwards and her thighs elevated.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	And the assistant should hold the two parts of her, or tie her to the seat, so that her body does not move during the extraction of the fetus.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	And then you should anoint the mouth of the matrix (womb) with oils, and with mucus of hazel and of wormwood and of pennyroyal.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	And then the midwife should anoint her hand with those oils and mucus, and then insert her hand with ease into the womb, and then seek with the hand the place where the fetus is situated.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	And find a convenient place for this: then consider if the foot is prepared to be treated on the upper part of the head, and then fix the nails in the heels of the patient, or in the neck, or in the mouth, or in the palate, or on the beard, or in the furrow of the patient, or in the proper places of the ribs, or on the hips.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	Maybe if the treatment is for the patient's feet, then in the instep, or in the middle of the ribs.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	And take the nail with the right hand, and hold the curvature of the patient in that place which is between the fingers of the left hand, and insert the hand with facility and fix the nail in some of those places which we have mentioned, until reaching the hidden cause.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	Then put and fix on the patient's shoulder another nail, or the third if it is necessary, so that it is equally attractive, and not extended according to its straightness alone.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	And let it be tied to the entire partition, so that the patient's treatment is alleviated thus as it is done for the eradication of it.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	And take in the patient what is between them that the extension be softened; and if any part of it is retained, then take that the midwife anoints some of her fingers with oil and inserts them skillfully and turns them in the retained matter.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	Therefore, if the affected part of the foot is swollen, then the ankles should be bandaged to prevent it from getting worse; and do so until the entire foot is treated.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	But if the hand is swollen on the other side, and it's not possible to reduce it due to its contraction, then a cloth should be wrapped around it; and take it out until it's all treated, and cut it either at the joint of the hand or in the elbow.
E ayssi cove que fassas en l’autra ma e en les dos pes.	And do so on the other hand and on both feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	But if the head of the foot is large, or it adheres to its contraction in the swelling, or it's at the head of the watery part adjusted, then it should be inserted between the sharp-edged spatulas and the head opened and the water extracted, or that be scraped with an instrument which is called “alundat”, the shape of which will be seen among the shapes of the other instruments in the chapter which is relevant to this.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	And similarly do if the foot has a naturally large head: then it should be cut with a chisel, or that be pierced with an "alundat" as we have said; and take out the bones with the forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And if the head is elevated and constrained by the armpits, then be prepared to cut into where the humidity that is in the chest is drained.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	More or less if it's not complicated, nor does it hinder elevation, then you will elevate the head as much as is possible to you.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the stools of the belly are inflamed or it is in dropsy, then it is necessary that you perforate that area through which runs the humidity that is in it.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	More or less if the fetor (bad smell) is above the two feet, then the attraction of it is to be directed and its direction to the mouth of the matrix (womb) is to be directed.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	More or less if it is constrained by the belly and the chest, then it is necessary that you extract that which you have wrapped with a cloth around your hand, and that you cut the belly and the chest through which runs what is in those.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	More or less if the other members are stopped and the head is turned, then insert the middle finger of the left hand; more or less if the mouth of the womb is open, then insert the hand into the pregnant woman's perineum, and pull the head towards that place, and push it with the fingers into the mouth of the womb, and put one or two fingers inside, and pull it towards those.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mouth of the womb is constricted by an apostemal cautery which causes it to stick to the urine, then beware that it does not create trouble for her; however beware then to administer effusion of humid and fatty causes.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	Then administer plasters; and follow the patient with waters that soften and moisten.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	And if the pain is on the side of the back, then if possible, it should be pricked: and there should be administered what we have said in the case of the living wound.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	And if that is not possible, then let it be cut into pieces, and extracted.
E cove que non layssas alcuna causa dedintz de la segondina.	And beware that you do not leave any cause of discomfort within the second intestine.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	And when you have completed all of your operation, then administer what we have said about the cure in the apostems that cause adhesions to the womb.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	And if there is an discharge of bloody flux, then apply astringent waters and administer the other cure.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	And I have already seen a woman in whose womb a dead child was made, and then upon that place another pregnant womb was formed, and the dead fetus is the cause of another affliction.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	It happens to her that for a long time an apostem forms on the navel; it becomes inflamed and inside that place a tumor grows, and begins to exert pressure.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	And you have been called to treat them, and have treated them for a long time, and the wound is not consolidated.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	Then you have placed on them some plaster of strong attraction for certain causes, and extracted from them a bone, and then passed a probe, and extracted another bone; and you have been very much astonished, as if there were no bone in the belly.
E adonc yeu cogitegui que eran dels osses del fet mort.	And then you thought that they were bones of a dead fetus.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	Therefore you probed the wound, and extracted from it many bones, a woman existing in her seventh month of pregnancy, and had been ill in this manner for a long time, and a small arm came out of it.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	And you did not think it strange, but rather that it is science and help to know what the skilled doctor has placed on the hand for the purpose of administration.
De las formas dels instrumentz que so necessaris a extrayre le fet.	Of the forms of the instruments that are necessary to extract the fetus.
Forma de vertitge am la qual es uberta la mayre:	Shape of a tool with which the matrix is opened:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is the shape of the extractor in which the limbs are enclosed, an enclosure that has two handles on both ends of two arms.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	It is better for this instrument to be made so that it is more subtle and slender, and to be made of ivory or of boxwood.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	And the width of each rib is two fingers and the margin of each side is one finger, and the length of each is one and a half palms; and in the middle area of two ribs there are two adjustments of that same rib, which are already firm, whose length is a little more than half a palm, and the width of each is two fingers, or a little more.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	And these two additives should be introduced into the mouth of the matrix so that it opens to those when you administer the two prescribed virtues.
Forma autra semblant de aquela pus subtil e pus leugiera:	Make another one similar to that, but more subtle and lighter:
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	Let it be made from ribs of ebony or boxwood according to the similarity of strengths.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	More importantly, at the extremity of it, there are two additives thus many times, and the length of these additives is about one palm, and the width of each is two fingers.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	And when you want to open the matrix with these, then make the woman lie on her back with her feet hanging, opening that which is between her thighs.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	And then take your hand with the instrument thus as you make an incision according to the quantity that you want of the aperture of the mouth of the matrix, until the meter makes it the size that you want.
La forma de vertitge la qual diysero les antics:	The form of vertigo which the ancients described:
Forma de impellent am le qual es empellit le fet:	Form of swelling in which the foot is swollen:
Forma de amisidat2 am le qual es conterit le cap gran	Form of illness in which the big head is contracted:
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	And it is assembled with forceps to which the teeth are attached in the extremity, thus as times, and some times it is made long thus as forceps according to this form, thus as times, to which the teeth are attached thus as teeth of resin with which it is incident and contracted.
Forma de amesidat pauc:	Form of little illness:
Forma de unci havent una spina:	Form of a wound having a spine or thorn:
Forma de unci havent doas spinas:	Form of a wound having two spines:
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	Form of forceps to which the teeth of wax are attached with which the head of the foot is contracted:
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	Form of spatulum having two extremities with which the head is separated:
Forma de dos espatums latz:	Form of two broad spatulas:
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	All those instruments are exercised, and when more the species of that one are multiplied and prepared by the artisans, it is easier for them to operate and more useful for men because of their quantity.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	And do not neglect those instruments, for it is necessary that you should have them prepared, because the need for them is inexcusable.
De extraccio de la segondina.	From the extraction of the secondine.
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	When the secondine is retained, it is necessary to command the patient to retain their breath, and then make them induce vomiting with a condition, and strengthen your hand over their mouth and nostrils, and if by this means it is expelled, it is good.
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	And if not, then take a flask and perforate the cover of it with a hole and place in that herb opening of the mouth of the mother, such as calamint and rue and anise and camomile and scicados arabic and cassia lignea and santuary.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	Put all these herbs or some of them submerged in water in the flask, and place that over the fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	And then put a cane tube in the mouth of the mother, and hold it so that the vapor comes to the cavity of the mother.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	And then make her vomit as we have said, and the secondine will be expelled with speed.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	But if the Roman method does not work, then you command the midwife to submerge her left hand in oil of sesame or in a mixture of altea, and then insert that into the womb and search for the secondine, and when she has found it, then take it out little by little. But if it is attached to the placenta of the mother, then insert the hand as we have recommended, and when she has found the secondine, extract it slowly so that the mother does not fall into vehement pain.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	Let the right and left costs be loosened with ease.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	And then adjust in the amount of traction, so that it will obey and free itself from adherence.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the womb's mouth is constricted, we have already recommended the cure with purging and medication of the belly with herbs.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	Unless it is forgotten with all the causes that we have recommended, then beware that you do not perform on that one in iteration of abstraction, but rather it is necessary that what comes out of it from the mouth of the womb to the thigh of the woman, and then anoint that one with plaster and tetrapharmacon; for that will make it rot and will be dissolved and will be forgotten.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	But when it rots, it rises from it to the head and to the stomach, and that harms the patient; and then it is necessary that sub-fumigations and conveniences be administered to that.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	But some of the Ancients already knew about sub-fumigation of Nazareth's powder and of dried figs.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	Form of an instrument with which the woman is fumigated for the retention of menses and of the secundine:
Sia fayta de veyre o de eram.	It must be done with sight or by feeling.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	And let the subtle extremity be placed in the pot and the wider extremity over the focus, and the sub-fumigation be placed on the arms of the focus.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And hold that inside until the sub-fumigation is consumed and then insert another one.
De curacio del cul del enfant no-perforat.	On the treatment of the navel of the unperforated infant.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	Some infants are born and their navels are not perforated, which have a thin and closed-up scab.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Then tell the midwife to pierce that scab with her finger; and if not, pierce it with a sharp spatula, and be careful not to touch the liver.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	And immediately apply on that place a woolen cloth soaked in wine and oil; and cure it with an ointment until it is healed.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	But if you fear that it will close up, then put a small tube in the wound for several days, and remove it when the infant is about to be weaned.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	And also closure of the navel occurs due to consolidation of a wound or an abscess; then it is necessary that this consolidation be cut, and immediately treated with what we have said about treatment and plaster.
