Ayssi comensan las paraulas de Albucasim .	Thus they begin to recite the words of Albucasim.
Forma de unci havent doas spinas:	Form of a wound having two spines:
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	Form of forceps on which the teeth of the shoe are, on which the head of the foot is constricted:
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	Form of a spatula having two extremities on which the head is separated or cut off:
Forma de dos espatums latz:	Form of two broad or wide spatulas:
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	All those instruments are exercised, and the more the species of that one are multiplied and prepared by the artisans, the easier it is to its operation and the more useful it is for men because of their quantity.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	And do not neglect those instruments, for they should be prepared by you, because the need for them is inexcusable.
De extraccio de la segondina.	Of the extraction of the second [or possibly "the afterbirth" or "placenta"], however considering
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	When the afterbirth is retained from the birth, then it is necessary that you command the ill woman to retain her seat, and make her vomit with a concoction, and hold your hand over her mouth and over her nostrils, and if by this way she is not discharged, it is good.
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	And if not, then take a woolen cloth and perforate in the blanket a hole and put in that opened mouth of the mother, thus with warmth and rough and nettle and chamomile and dried Arabic and Cassia wood and holy tree.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	Soak all these herbs or some of them in water in the cloth, and put that on the womb.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	Then put a tube of cane in the mouth of the mother, and hold it until the vapor comes to the cavity of the mother.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	And make her vomit in the way we have said, and the afterbirth will be expelled with speed.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	But if this cure is not effective, then you command the midwife to insert her left hand into oil of juniper or in a mixture of nutmeg, and then introduce it into the womb and search for the afterbirth, and when she has found it, then take it out little by little. But if it is attached to the womb of the mother, then introduce the hand as we have recommended, and when she has found the afterbirth, extract it slowly so that the mother does not feel vehement pain.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	Let both sides of the costal areas be permeated with gentle ease on the right and left.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	And then adjust in the amount of traction, so that it will obey and withdraw from adherence.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the mouth of the matrix is constricted, we have already recommended the cure with purging and medication of the bile with herbs.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	But if it is not forgotten with all the causes that we have recommended, then beware that you do not make an iteration of abstraction on that, but rather it is necessary that what comes out of it from the mouth of the matrix to the thigh of the woman, and then apply a plaster and tetra-pharmakon; because that will make her purify for several days and it will be dissolved and forgotten.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	But when it is purified, the evil humor is elevated from her to the head and to the stomach, and that oppresses the patient; and then it is necessary that sub-phumigations and conveniences be administered to her.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	But some of the Ancients already used a sub-phumigation of dried nasal snuff and of dried figs.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	Shape of an instrument with which the woman is fumigated to retain the menses and the secondine ( likely referring to a device used to treat female disorders, such as retention of menstrual flow or afterbirth).
Sia fayta de veyre o de eram.	It must be done with sight or by feeling.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	And let the thin extremity be placed in the bowl and the wider extremity over the focus, and the sub-fumigation be placed on the arms of the focus.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And hold that one until the sub-fumigation is consumed and another one is put in its place.
De curacio del cul del enfant no-perforat.	Of the treatment of the navel of the unperforated child.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	Many children are born and their navels are not perforated, which have a thin and closed cicatrix.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Then tell the midwife to pierce that cicatrix with her finger; and if not, pierce it with a sharp spatulum, and be careful not to touch the liver.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	And immediately apply on that place a flannel soaked in wine and oil; and treat it with an ointment until it is healed.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	But if you fear that it is closed, then put a cannula in the navel for many days, and remove it when the child is able to defecate.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	And if there is closure of the navel due to consolidation of a wound or an abscess; then tell that this consolidation should be incised, and immediately treated with what we have said about the treatment and the poultice.
De curacio de las fistulas que endeveno dejos.	Of the treatment of fistulas that appear in the eyes.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	The fistulas that appear in the low part of the eyes are a sign of thickening and nodules, which appear near the anus or in the space of one side.
E es una fistula o motas.	And it is a fistula or many boils.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	And when that nodulation is ancient and corrupted by damp whitish or subtle purulence, and some veins are seen coming from these fistulas, some penetrate.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And those penetrating are known by the fact that a discharge is issued from them through excretion and flatulence; and some times it happens that the patient has diarrhea, and often the worm is expelled from them.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And some of these fistulas are seen in the space penetrating into the bladder, and into the marrow of the penis; and some of these penetrating go into the joint of the thigh and into the knot of the hip.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	And that in which a penetrating fistula is recognized as entering into the anus and not entering, is that you put your finger inside the anus, and you insert a thin probe of iron or wire into the fistula when there is no obstruction.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	But if there is an obstruction in it, then insert a thin probe of lead or horsehair into which you feel the probe or the hair in your finger.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	And if you do not feel anything in the entire abdomen nor any protrusion of the bowel or any cause of evacuation or worms or gas, as we have said, then know that it is non-penetrating, and then touch the area to be treated.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	When the fistula is penetrating into the bladder or into the flesh of the penis, then the sign of it is excessive urine from that and prohibition to him from going to the place where medicine will be applied to consolidate it.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	More so if it is penetrating into the joint of the thigh or into the bone and increases pain in the circle, then the signal of it is that the tenderness is felt inside here, if there is not brittleness inside the bone, and increase of pain in the circuit of the affected part; and that of it produces pus and discharge; and that it does not respond to medication, nor is consolidated with ointment.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	And in all those penetrating fistulas there is no cure at all, and the treatment of those is labor and vanity of the foolish doctors, on which they are firm.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	But in the one that is not penetrating and not chronic, healing with iron is hoped for, according to what you have recounted, and that which has already been tried and proved.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And it is that the patient lies between your hands on the back of the bed and lifts their legs inside, the thighs are inclined towards their belly, and then insert a probe of lead, or of iron if it's an anal fistula, until you feel the place where the probe penetrates.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	And if that sensation causes the patient to turn around the neck, then it is necessary that you insert your finger inside the neck.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	And if you feel with your finger that the probe has already penetrated and uncovered the passage, or if you feel between the finger and the sphincter or flesh, then you are certain that it is penetrating; and therefore do not work on that, because it is not in that place where healing will occur, as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	More importantly, I have said to some that certain illnesses are healthy in certain men badly.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And of the medication for which it is hoped that youth is regained in him, it is that you apply subtle cauterization according to the width of the fistula, as previously described, and insert that ignited thing into the fistula until it reaches around the neck; and then repeat this two or three times until you feel that all those adjusted tissues, which resemble a nest of feathers, are adjusted.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	And then treat that with warm poultices enveloped in cloth so that all those adhering tissues are softened, and treat that with medicine that engenders and consolidates the flesh, and if it is healed, well; and if not, then it is not healthy within a certain time for another treatment.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	And if the probe enters, and does not penetrate through the tissue where it is in the anus, and between that and the probe which is only a few inches of flesh or intestine, and it touches the fistula on what is the surface of the bowel, then cut the bowel from the start of the fistula, and you will cut with the probe, and let it be in the fistula so that the cutting reaches the place where the end of the probe appears, and through the probe it is liberated and emptied.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	And then clean those fistulated tissues which are gathered like a tube of straw and not broken by any of these causes.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	More often if there is a flow of blood that comes between you and your operation when you dissect those tissues, then the instrument that should be cauterized with fire or with sharp medicine, for cautery with fire adjusts good habits: it is the adjustment of those tissues, and the removal of bad blood, the excision of humidity.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	And then treat the wound with warm compresses or trusses applied to the affected area, and also treat the plague with a plaster made from hard fat that generates and consolidates.
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	And these are the medicines in which there is purging and evacuation; when the treatment is restored, it is already healed and you do not fear relapse.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	More often if the fistula has passed into the anus and is extended from the surface of the body, then insert the pointed instrument into the anus and investigate with it.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	And therefore if you feel the tension and between you and it is a vein of blood or flesh, and it is prone to penetration, then it is not an operation on it but rather a way of trust and hope.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	This cause is to be administered in one of three ways: either that you cauterize the area as we have said; or that you evacuate it by entering and achieving its cavity, so that you can introduce the instruments and the cure provided; and do not proceed with too much evacuation so that you do not irritate the lacert containing the intestine, and that you act on the patient's will and consent; and then treat it with what we have said before, which will strongly heal it; or that you extend the vein and remove the pus that you evacuate from the area near the anus, as we have said, either with a tent or another sharp instrument, and then cleanse the fistulized flesh which is in the evacuated area where you can make an incision; and then strive to make the restoration of the entire wound with evacuation, and if the purulent pus does not consolidate, and the fistula remains open in the part of the anus, it will be easier for the patient.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	And some fistulas are finished in this manner: it is when you insert the thread into the fistula, and it is in the flesh of the buttocks around the surface of the body with the codena and in the margin of the buttocks, then take the thread of the perforated extremity, which is like a needle for preparing the orifices according to this form:
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	and insert it into that vein wrapped with 5 veins or around those; and then insert the thread into the vein in the fistula until you achieve the cavity of it.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	More if it is penetrating in the margin of the buttocks deeply, then you extract the vein from that hole like you insert your finger in the buttocks; and extract the extremity of the vein and adjust the two extremities together, and tighten each one, and leave it for a day or for two, and when you see the vein coming out of the flesh, tighten until those flesh are coming out which are between the two extremities of the vein and that fall.
E aprop cura la plagua entro que sia consolidada e sanada.	And then cure the wound until it is consolidated and healed.
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	More if the orifice of the fistula does not penetrate, then make it penetrate, in whatever way you have prepared, but that it be more in the groin, because it is not for you to do this so that the urine does not come out; and then do it in such a way that it is healed.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	The shape of the spine is where the fistula is split: the curvature of which is very sharp and the other part is not sharp, so that it does not cut unnecessarily, thus as needed.
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	Of the stitching of swollen veins in which blood runs in the incision of those.
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	Swollen veins are judged by two methods, whether they are between the hemorrhoids and the buttocks or if they are with a fat of excessive flesh.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	And of those that are small and large, and where the blood flows from them in abundance, and it is one, and very abundant, and outside the buttocks, and in the extremities of it.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	Worse are the ones that are outside the buttocks according to the amount of little humidity, from which flows yellowish water or a small amount of blood with continuous flow, and according to the color of the body.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	And the cure of that which is next to the anus is that we command the patient to sit and to strain themselves so that the anus opens and the swollen veins appear to you.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	Then you touch and lift with your fingers or that you hold them with your nail, and then cut those according to their roots.
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	If the ulcers are not held in those places due to their humidity and softening, then take those with a coarse cloth or with a cotton swab or with a flannel of wool, and extract those with the fingers, and immediately sprinkle those and powder over them certain powders suitable for the wound, for application instead of cauterization; or cauterize those as previously described in the chapter on cauterization.
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	And then heal those with another cure until they are healed.
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	And if the anus does not obey the evacuation, then anoint the patient with an ointment in which there is a mild biting, and let it be washed with that water which is in the basin and which will facilitate evacuation gently when the patient presses.
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	If the hemorrhoids are protruding from the anus, then their cause is alleviated, and it is that you take those with your nail, or that you take those with a needle, and prick them, and immediately heal them with the water that we have mentioned until they are healed.
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	And for the one who has undergone incision, it is necessary to administer suture in this manner: take thread and insert it into the needle, and then extract the hemorrhoids from the divided parts, and make that penetrate with the needle into the root of the other part, and wrap the two extracted ends of the thread around the divided part below the needle, and lengthwise; and tighten the hemorrhoid with strong stitching, and immediately knot the thread and extract the needle.
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	Make a cut in that area, and take out one of them, and do not cauterize, so that the excess blood from that wound does not flow.
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	Then put a poultice on the buttocks made with rose oil or wax; and apply that to the anus, and instruct the patient to rest.
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	And then remove that which falls into a box; and when it is cut, treat those wounds with an ointment or another cure so that they are healed.
De curacio de fistulas.	On the treatment of fistulas.
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	Mouth wounds caused by excessive evacuation of feces or by constriction of nature.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And if they are old and not valid in that medicine, then it is advisable to apply those to the point of spit or with your nail so that they are made humid and the pus is drawn out from them, which prohibits their consolidation; and then treat those so that they are consolidated.
Lahoras tu osta aquelas am razio pus vehement que la primieyra entro que mot sancno e sian excoriadas; e aprop cura aquelas entro que sian sanadas.	Then apply those with a violent purging so that the first thing is blood and they are scraped; and then treat those so that they are healed.
De curacio de almesamir, so es clau.	On the treatment of hemorrhoids, it is clear.
Sapias que alamermar, so es clau, e no es si no notz redon segon la color del cors semblant a cap de claviel, e es fayt en tot le cors e majorment en las partidas dejos les pes e als ditz, e endeve per aquels dolor deves le anament.	It is known that hemorrhoids, it is clear, and not if there isn't a notable swelling according to the color of the body resembling a head of lavender, and it is made in all the body and mainly in the lower parts near the feet and the thighs, and it comes from those painful veins.
E adonc cove que sia inscidit aquo que es en le circuit del clau, e sia tengut am les forfexs o am unci, e sia eradicat de la sua razit; e aprop cura aquel.	And then it is necessary that what has grown in the area of the groin be held with tongs or with an onion, and be eradicated from its root; and then treat that area.
E si vols, cauteriza le segont que es precedit en le sieu capitol.	And if you want, cauterize the second one that is described in the following chapter.
Mays de veruca es eminencia petita aspre fistulada redonda sobre la superficia del cos, e motas veguadas veno en las mas dels enfantz.	Warts are a small, rough, round, ulcerated protrusion on the surface of the body, and similar growths appear on the hands of children.
E curacio de lu es que estendas e inscidas aquela, o que estrenhas aquela am fiel o am pel entro que caja.	And the treatment for it is to stretch and cut that, or to tighten it with a string or a hair that fits into the wound.
E si vols, cauteriza aquo, segon que havem dit, am foc o am medicina acuta.	And if you want, cauterize that, as we have said, with a hot iron or with sharp medicine.
E ja so eradicadas enversas e no-enversas am le instrument le qual yeu diyre.	And already the warts are eradicated, both inward and outward, with the instrument that I have described.
Mays formica es eminencia petita feutrada o fistulada grossa sobre la superficia del cos anant mot en le preon, e quan le freg atroba aquela es centit en lu semblant de mordificacio de formigua, e es fayta entorn le cos.	Warts are a small, fatty, ulcerated or fistulous growth on the surface of the body, especially on the thumb, and when you touch it, it seems to be centered in the likeness of a boil, and it is found around the body.
E curacio de lu es que prenguas una canula de pena de auca o de pena de voltor, e sia fort, e pausa aquela sobre la formigua entro que la contengua le cercle de la canula de las partidas de lu; e aprop revolveys la tua ma am la canula entro que inscidas aquo que es en le circuit de la formigua, e pauses aquela en le preon de la carn, e que eradiques la formigua de la sua razit.	And the treatment for it is to take a needle of cotton thread or of wool thread, and make it strong, and place it over the wart until it is held by the circle of the thread of the parts of it; and then rotate your hand with the needle so that you cut what is in the area of the wart, and press it into the thumb of the flesh, and eradicate the wart from its root.
E si vols, fay aquo am canula de eram o de ferr segon aquesta forma:	And if you want, make that with a cane of iron or of wood according to this form:
Sia la partida desus de la canulha trahent a subtilitat, sorda (so es no-perforada), envolopada per so que sobre le dit la aprencio de lu sia ablaviada e la revolucio de aquela.	Let the division of the cane be with subtlety, deaf (that is not perforated), wrapped in such a way that above the aforementioned thing the absorption of it should be alleviated and the revolution of that.
E si vols cauteriza la formiga segon que es denant dit en la cauterizacio de atheyl en le capitol de cauteri.	And if you want, cauterize the woman according to what is stated above in the cauterization of the thigh in the chapter on cauterization.
De forma dels instrumentz que so aministratz a dar cristeri.	On the form of the instruments that are administered to give a purging.
Alcunas veguadas es fayt cristeri de argent o de lato o de eram fondut o malleat; e alcunas veguadas es fayt de aquels instrumentz petit e gran segon aquels als quals so aministratz, quar aquel que es aministrat en la curacio dels petitz enfants sia petit; e de aquel dels quals los culs son freuls o doloyrozes, les cristeris de aquels sian petitz.	Some enemas are made of silver or of gold or of iron forged or hammered; and some enemas are made from those small and large instruments according to those for which they are administered, because that which is administered in the treatment of little children should be small; and for those whose buttocks are fragile or painful, their enemas should be small.
La forma de cristeri gran e pauc:	The form of a large and few enemas:
Le cap de la canula de lu desus en le qual es liada la borsa sia ampla segon aquesta manieyra; e sia a lu distinacio la on la borsa es liada ayssi cum vezes.	The end of the cane from which it hangs, in which the bag is tied, should be wide in this manner; and let the distinction be where the bag is tied, like so many times.
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	And the extremity of the part that is inserted into the buttocks, which enters, should be deaf (that is not opened), almost to the end, with subtlety; and on one side there should be two holes, and on the other side one hole, and let the width of the hole be according to the thickness of the thighs and a little thicker.
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	And let the pouch be where the medicines of the bladder of the beast or of sheep's skin are placed, and its reason being one palm.
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	And let it be perforated by many holes thus as it is rolled up; and if the space which is between the holes is of the thickness of the said.
E aprop entromet en aquels traucs fiel fort de fiel cru le qual sia de detz fiels, o enviro aquels; e ajusta am aquel la borsa; e quan es pausada en lu la borsa, sia streyt en le cap del cristeri entre dos distingentz am fort costriccio, e aprop cristeriza am aquel quascun trauc: Mays la qualitat de cristerizar am aquel es que tu omples la borsa de la medicina, que sia escalfada segon la quantitat de la tolleransa del malaute; e guarda te que no sia trop cauda ni trop freja.	And then insert into those holes a strong and crude filament which should be of ten filaments, or surround those; and adjust to it the pouch; and when the pouch is placed on him, let it be tightened around the head of the roll between two distinguishing strong bands, and then tighten the roll to each hole: The quality of tightening the roll to each hole is that you fill the pouch with the medicine, which should be warmed according to the quantity of the tolerance of the patient; and beware that it not be too hot nor too cold.
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	And then the patient should be supported on his back, and lift his legs up to him and place under them a cushion on which are already the men or a lanolin; and then anoint the extremity of the cautery with oil or with white of egg or with mucus of fenugrec or of similar things; and then insert that into the anus with ease, and then the minister takes the pouch and expresses it with two fingers and presses with vehemence until all that is in the roll is evacuated into the intestine; and then extract the roll and the patient lifts his legs to the wall.
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	And if medicine forces that symptom, hold it as much as possible; and if sleep comes to that person for an entire night, it is more beneficial in treatment.
