Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Avicenna.
E perquier de la peyra entro que stia dejos le tieu dit.	And when the stone is inside, make sure it stays there with the help of your small finger.
E converteys aquela petit a petit entro al col de la vesica.	And gradually convert that point into the neck of the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	And then apply pressure to that place as I have said, and expel it from the parts outside, from the site where you cut it.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	Command the assistant to press the vesicle with his hand; and command another assistant to extend the legs with his right hand above them, and with his other hand to hold the cord that is left on the legs, from the site where the incision is made.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And then insert a knife into the space, following this form:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	And it cuts into what is between the buttocks and the legs, not in the middle, starting on the left side; and the incision should be on that bone, following the natural direction, and a transverse cut is made, so that the external cut is wide and the internal narrow according to the amount that can be extracted from the stone, without excess, for it understands the importance of the place where the stone resides, and the error can cause its disfunction.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And you should know that there is a stone in the kidney that has angles and margins, making it difficult to urinate due to it.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And from there it resembles a gland, round, and has a difficult urination emission.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Therefore, if it is the one with angles and margins, insert it into the fissure.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	And if it is not thus removed, cover your hands over it or tie it up properly, the extremity of which should be as sharp as a lime, which you tighten over the kidney, without causing it to escape; or insert a subtle tool with a curved extremity between them.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	If you cannot do that, then enlarge the opening a little, and if you see blood flow, cut off strongly with the vitriol knife.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	If the stone is larger than one, at the beginning, you push your hand into the bladder's opening and insert a knife; then you gently press it inside; and seemingly, it breaks into two or more pieces.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	And if the stone is very large, it is advisable not to cut it into pieces but to ignore it, as this causes two issues for the patient: either it remains there or it leads to the continuous discharge of urine, which is why the affected area is not entirely consolidated.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	You may administer the expulsion of the stone from within, or use a tool with scissors to break it and extract the pieces through the patient's urine.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	So, having completed your procedure, you should fill the wound with aloe and dragon's blood, and then bandage it tightly.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And place your hand on that cloth soaked in oil and wine, or in warm oil and water, to ensure the heat is carefully released.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then gently turn the patient over onto their back, and do not disturb the dressing for three days.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	When the dressing is removed, wash the area with water and oil, and then apply a mixture of aloe vera and myrrh until it heals.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	If in the case of this plague, an abscess forms, puncture and drain it, and from that moment on apply similar treatments as if the urine was frozen in the bladder (and this is known as the prohibition of urination), thus inserting what is called the 'tying string' into the plague and extracting that pus, for otherwise it can cause corruption and putrefaction of the bladder.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	And then rinse the wound with wine, water, and salt, and oppose it to all kinds of things that are helpful for its cure until it is healed.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And during all the stages of healing, be sure to cover and adjust things as you find necessary over the affected area.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the stone is small and located in the deep part of the kidney, and its passage through urine is blocked, treatment should be done to avoid obstruction, for stones treated in this way are often associated with blockage; already having extracted it, it is important to take care, as you should seek a steel needle, whose shape is as follows:
de triangulada extramitat, agut, ficat en fust.	triangular in shape at the tip, sharp, located in wood.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	Then take some fiber and tie it to the kidney around the stone so that it does not return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	And then insert the iron into the fire, piercing it easily until the tip reaches the stone.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	Then turn the drill in your hand on that stone little by little, and continue to drill until you have made an opening from the other side; for then the urine will begin to flow.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	Then press your hand over what is broken off from the stone outside of the fire, for it is crumbled and opened up by the urine, and the disease is cured.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	If this cure is not appropriate for any reason, then leave a thread attached to the stone, and another thread on top of the stone.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	Then tie the stone to the fire between two pieces of wood.
E aprop extratz aquela.	And then extract it.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	And then carefully loosen the ligament and clean the infected wound, which is formed in the ulcer.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	And it is not necessary to use a strong ligature on the kidney, only to prevent its return to the bladder, and another ligature above, because when the stone is loosened from the kidney, the urinary tract returns to its place and the pain subsides.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And this is necessary when you remove the stone from above, that you elevate the urinary tract to its proper position, or it may return to its original state, and the pain will recur as we have said.
Capitol .lxi.	Chapter LXI.
De extraccio de peyra de las femnas.	On the extraction of kidney stones in women.
Peyra en las femnas pauc es engendrada.	In women, stones in the kidneys are rarely formed.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	If you see a stone in any of those areas, its treatment is difficult and is prohibited by numerous methods.
La una de lor es quar la femna fort leu es verges.	One of their secrets is that women with strong willpower can overcome it.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second is that you should not find a woman more intelligent than herself; if she reveals her knowledge to a doctor when she is pregnant, or she is from a family of married women.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	The third is that you should not find a woman more knowledgeable about this art, especially regarding surgery with her hands.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth is that the location of the incision for kidney stones in women is far from the location of the stone, so a skilled surgeon is needed, and there is fear involved.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	If it is necessary to do so, you should seek help from a skilled female doctor, who can be hard to find.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	If you are unable to find such a doctor, seek out a skilled and knowledgeable midwife, or a woman well-versed in the arts of healing for women.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Therefore, instruct the present midwife to do everything you command, from examining the patient's condition to determining if the woman is a virgin. Ensure she records her findings regarding the woman's sexual status and carefully handles the examination.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	If the midwife finds her useful, she should take notes of her observations and later instruct her to inscribe these findings.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	If she is not a virgin, instruct the midwife to carefully insert her finger into the patient's vagina and examine the urethra. She should also place her left hand on the bladder, paying close attention to any issues.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Therefore, if you find it, gradually massage that one from the openings of the bladder to the parts left in addition to the strength of its virtue so that it reaches that part at the root of the thigh.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	And then insert into that position of the cone at the root of the thigh, stop some part from any side and focus on that part, and do not remove the stone from the patient.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And the section should be small at the beginning; then insert the saw over that section, and if you feel the stone, adjust the section according to the amount, knowing how much stone will be removed from that.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you should know that the types of stones are as follows: some are small and hard, others are large and sharp, and some are elongated and round, and they have spikes.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	Therefore, you know how many parts there are in it according to what you intend to do regarding that which you wish.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you wish to stop the flow of blood, apply vitriol in a triangle shape and let it act for an hour until the clot is dissolved, then return to your operation until the stone is removed.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And prepare for yourself the tools mentioned in the removal of stones in men, so that you are aided by them in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you wish to stop the flow of blood, and know that the expulsion of the stone is from the passage that is narrow, then apply powder over the area and use your hands to gently press and open it, but do not repeat this; leave the stone and do not attempt to extract it, for thus the illness will worsen.
E aprop cura la plagua.	And then treat the wound.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Therefore, once the intensity of the wound has decreased after some days and the place is healed, then you return to your operation until the stone is expelled.
Capitol lxii.	**Capitol LXII**
De seccio sobre ernia acoza.	On section concerning hernia treatment.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	A hernia occurs when there is an accumulation of moisture in the white chest cavity, which leaves the genitals of the individual exposed, and it is thus called the chest.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And in some cases, it is within the natural pouch that prepares itself for the passage of the hou, as if it were another hou; and it is the closure of the genitals between the white chest cavity that we have mentioned, and it is not a true closure.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the generation of this hernia is due to weakness that occurs in the genitals, so that this material is discharged to them, and sometimes it happens due to a blow made on the genitals.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this moisture does not have any distinct color; for its color may be citron or bloody, or red, or dark and foul-smelling, or clear white, and it is the latter that is most dangerous.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the signs by which one knows this addition of water are as follows: for if it is in the white bone that we have spoken of, then the abscess inclines downward a little along its length, taking on a shape like a bow, and the swelling appears, because the moisture gathers from all parts.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the moisture is in the own fat, then the abscess turns round and away from the bone, and so one thinks it is another bone.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the moisture is between the joints of the genitals and the white bone, then suddenly the feeling goes away.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And when you want to know the color of the moisture, then you expect the color of the moisture in the abscess from the touch of which its form is preceded; and according to what is left in the trace of the touch, judge what is within it.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	Therefore, when we come to the treatment of the leg pain, it is necessary to command that the patient be put to bed if possible, and make him lie down in a comfortable position.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And then, if for any reason the patient needs to lie on their back for a short while, provide them with clean sheets.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	And then place yourself on the patient's left side, and instruct the helper to follow on their right side, extending their hands from two fingers to the knee of the genitals and to the navel area of the belly.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	Then take a long, sharp spatula and split the genitals from their midline by inserting it between them.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And make the incision according to the direction of the hair growth, at a distance from the line where you need to cut off the genitals, until you reach the white muscle below.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	And excise him, observe, and guard yourself so that you do not insert anything; and your incision, which you excise in a particular manner, should be suspended from the greater and smaller blood vessels, and examine the incision according to the amount possible.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	Then, with a wide perforation, pierce the bladder full of water, and extract all the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	Then, separate between the two lips of the section with incisions, extend the bladder to its parts above; and do not touch the cords as they are understood by nature, and insert the bladder in that manner as is possible for you.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And make incisions on him in their entirety or in parts, especially along their thin edges, for if you do not scrutinize the incision of him carefully, it is certain that the water will return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	If, during the course of your procedure, you find that the hernia has returned to its original position before completing the incision, then return it inside, and properly adjust both lips of the hernia from the genitals with sutures, and treat it just like any other wound until it heals.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if you find that the hernia has been corrupted by another illness, then cut the vessels that are above the suspender, extract the hernia, and treat it as we have said.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	But if two waters are added in separate instances, you will know that both are hernias; then incise the one according to what you have done with the other; and if it appears to be a suitable operation for you, then perform it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	Then wash the wound, and immerse the sections in oil or rose oil; bring out another cloth that you have immersed in wine and oil, and spread it over both genitals and the miracle of the belly; place this on top of folded and clean sheets, and bind them with a bandage according to this form:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And then, take two pieces of cloth and stuff them with wool yarn in this manner; fasten the ends with dry twine or wool, and add them to the tightness in the crotch of the breeches, taking one end from the buttocks between the two, and the second at the opening of the thigh, and two other ends on each side over two joints, and all tightness is adjusted in the crotch of the breeches.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	And in some cases, this hernia is treated artificially with cautery instead of cutting; so you take a thin cut-wound cautery and incise at the root of the hernial ring, and ignite it according to what we have recommended until the white scar tissue containing the fluid becomes exposed, and then you take the cautery as follows:
e es asemblat a letra greca.	and it is assembled like Greek letters.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then, perforate that scar tissue, and ignite it until all moisture is expelled.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then extend the limb with cuts, and cut away with cuts, and burn with a delicate, ignited cautery; incise according as you can until you eliminate all; and be careful that the fire does not touch it.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And you know that this operation is less dangerous and less likely to cause infection, and better than an amputation.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	If it causes you opposition to apply a post-embolism cautery at the time of amputation or cauterization, or an infection flow, then take care that you cure what is opposing you, as treatment fitting for it according to what is said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	But if the disease is severe, and there is no hope for a second operation because of its horror, then apply perforation as I have recommended; and it is at this point that you must, based on what we have said about the meanings, certify that this hernia is hydrous.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	Now, let's translate the given sentence line by line:
E sia la apercio ampla entro que corro tota l‘aygua.	And it should be a wide opening so that all the water flows through.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	Then place your hand over the area, press it tightly, and release it to allow the flow of water.
E aprop cura aquel entro que la plagua sia sanada.	Then take care of it until the plague is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	But if any contrary condition exists at the time you drain the water, it is not done except where the white panniculi in the orifices of the plague cause difficulty and prevent the outflow of water—in this case, insert a pen or instrument designed to extract water from the hydropic (swelling) parts; or apply a small amount of pressure to the plague.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And you should know that the water returns and accumulates again after some months or environ those; and when it is accumulated, pierce it in the same manner as before, for thus the illness will also pass its days.
Capitol .lxiii.	Capitol .lxiii.
De seccio sobre hernia carnosa e la curacio de lu.	On section concerning fleshy hernias and their treatment.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	You know that in the section concerning this hernia, there is great fear of its becoming perilous to vital functions; for it seems to me that its removal and being saved is the better course.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And you should remember the operation on that one as well as the spices of the incisions.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Therefore, it is said that the incisions (or 'apostemas') appear in the bodies of those whose genera are composed of these parts, and they are made for several causes: either because of an acute and excessive inflammation that spills over into the genera, or through percussion.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And the appearance of the incision (or 'apostema') is according to the color of the body, and it does not cause pain in itself, but a grave (or serious) incision.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	And it is very rare that a black, hard ulcer appears, of which there is no pain.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	And in some cases, it is caused by the compression of the arteries or the inflammation of those areas where the pain is already felt, or by the inflammation of veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	This can be understood as: "It is known that the inflammation of arteries causes the ulcer to break open when you press on them, and one should not touch it.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	The one caused by vein inflammation does not break open due to any cause except compression on those areas.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is also possible that in this case, a section is made only on this specific part and not on the other muscles; and this is done by incising the skin of the genius, then opening the compartments of their parts, extracting the white-colored lymph, loosening the suspenders of the vessels, tying them, and incising the suspender that you loosen from all parts of the genius.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	Therefore, if the bone is already consolidated in that flesh, then you must extract it and incise that one.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is adhesion for any cause in the joint, or between what is between the bones, then you must dissolve all of that adhesion and incise it with a round incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	If there is a growth of flesh in the location of the adhesion, which is behind, then you must incise everything that belongs to it, and extract the bone as we have said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	Therefore, after your operation is complete, fill the wound with warm oil and wool; and then take care of it with other remedies until it heals.
Capitol .lxiv.	Chapter .LXIV. (46)
De la curacio de hernia que es de vitz.	On the treatment of hernias that are internal.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	It is an appendicitis wrapped up by some kind of inflammation similar to a lump and softening of the testicles, making it difficult to move and walk for the patient.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And in the treatment of this illness, one must be wary of what preceded it, for that is where remembrance comes into play.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, it is important to note that I mentioned operation according to what I did first.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And it is said that you should stop the patient's pain on a raised bed; then pull the suspender of the testicles towards each other; and take hold of the chain of the genitals with your hands, as they are tested on the scale; and have those other assistants help you, and extend them to their full extent with urgency.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	And then cut with a sharp knife, along a longitudinal section, through the vessels while they are exposed.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And then excise from any remaining part, as we have discussed in the extraction of arrows, which are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then take a needle with a double thread, and pass it through the first part where the problem occurs, and then the other thread through the last part.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And then cut into the middle part at a right angle following the length of the body, and extract what is added from the foul humidity and corruption.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then treat the wound with a cure for other wounds in which you wish to prevent any further complications, so that vessels, which may cause either pain or bleeding, do not continue to do so.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	If a wound occurs in all the veins, then you must know if the testicles are extracted or if they are compressed by the veins, so that they are deprived of all nutrition due to the incision of the veins, and become atrophied, or compressed in such a way that they do not function properly.
Capitol .lxv.	It appears that the text you've provided is missing or incomplete, as there is no clear content to translate from the given context. The capital or title "Capitol .lxv." alone does not contain any comprehensible information for translation. Please provide a complete sentence or section from the medical treatise for accurate translation.
De la cura de hernia entestinal.	# On the Care of Intestinal Hernia
