Ayssi comensan las paraulas de Albucasim .	Thus commence the words of Albucasim.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	Then apply pressure with that specific finger, and expel it outside through the passage of the area you cut.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And command the assistant to press the bladder with their hand; and command another assistant to extend the legs with their right hand above the opening, and with their other hand to hold the tail of the organ left exposed at the site of the incision.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And then insert a sponge into the incident from which this is the shape of it:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	It then splits into what is between the buttocks and the genitals, not in the middle place, before moving to the side of the left thigh; and the incision is made above that bone, and it is said to be in the buttock, and a transverse cut is made, so that the outer cut is wide and inner narrow according to the amount that the stone can be extracted from the buttock, not excessively, for strong understanding the saying that the stone in the buttock requires the cut to be made, and it is overlooked its weakness.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And know that there is a stone with angles and edges, so the excretion of it becomes difficult because of this.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And from that, it is like a grain, round, and made of the lighter excretion.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Therefore, if it is one that has edges and corners, fit it into the gap.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	And if it is not thus easily accessible, cover your hands over it, or tighten it with a gesture appropriate to the task, the extremity of which is as sharp as a stone chisel with which you tighten it on the stone, and do not slip from it; or insert between them a delicate instrument with a curved extremity.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	If you cannot do that, then amplify the opening a little, and if you see blood flow, cut it with strength using vitriolic water.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	But if the stone is more than one, at the beginning, push your hand into the opening of the bladder and cut it; then push a little water in; and seemingly, they will break into two.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	And if the pain is very intense, ignorance is that you insert this great section, as it causes the illness one of two things: either it stops (the pain) or it leads to the distillation of continuous urine, for which the location is not entirely consolidated.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	If it is necessary to expel what is inside that is foreign, or to repair a fracture using pliers to extract that which is in the wound.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	After you have completed your operation, fill the wound with aloe and dragon's blood, and tighten it.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And place over that cloth soaked in oil and wine, or in rose oil and water, to ensure that the heat is gently released.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then return the patient to their bed, and do not remove the bandage for three days.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And as that is loosened, moisten the area with water and oil, then apply a mixture of fine-ground ointment and powdered alum until it heals.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	If, in the case of gangrene, cauterization and incision are performed, and from that similar symptoms occur as if the ice has frozen in the bladder, and due to this the urination is hindered (and this is known as the expulsion of urine), then immediately apply the common treatment for the plague and extract that pus, for if it causes corruption of the bladder and its putrefaction.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	Then wash the plague with vinegar, water, and salt, and oppose it to all species, which is beneficial for its healing until it is cured.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And during all the hours of treatment, make sure you do both things and adjust the medications that are applied to the area.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the stone is small and located in the urethra, and its passage is blocked, and urination is prevented, then treat it with what you have previously described to achieve dissection, because the troops used for this treatment are often accused of causing dissection; and already having extracted it, it is that you take a metal perforator, whose form is as follows:
de triangulada extramitat, agut, ficat en fust.	with a triangular end, sharp, lodged in the bladder.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	Then take a thread, and tie it to the urethra after removing the stone, so that it does not return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	Then insert the metal into the urethra, drilling with ease until the perforator reaches that stone.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	And turn the perforator with your hand on that stone little by little, and you drill the penetration of it until you achieve the other side to penetrate; for urine will soon be released.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	And then apply your hand to what is broken from the stone of the hernia outside the perineum, as it is squeezed and freed from urine, and the illness is cured.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	If this treatment is not suitable for any reason, then tie a thread around the stone and another thread on top of it.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	And then close the hernia on that perineum between two folds.
E aprop extratz aquela.	And then extract it.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	And then loosen the ligament and clean the infected wound, which is formed in the ulcer.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	And it is not necessary to tie a thread around the stone, only to prevent it from returning to the bladder; and the other ligament on top, for when the thread is loosened, the hernia returns to its place and the ulcer heals.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And for this, it is necessary when you tie the bandage around them, that you raise the leg to its positions, or return it to its proper place, and secure the plague thus as we have said.
Capitol .lxi.	**Chapter LXI.**
De extraccio de peyra de las femnas.	**On the extraction of stones from women.**
Peyra en las femnas pauc es engendrada.	Stones in women are rarely produced.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	If you do see a stone in any of those areas, treatment is difficult, and it is hindered by numerous methods.
La una de lor es quar la femna fort leu es verges.	One of their weaknesses is that women who are strong in spirit become weak at the sight of blood.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second weakness is that you will not find a woman more knowledgeable than herself to discover if she should go to a doctor when she is pregnant, or whether she is married to a man who knows medicine.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	The third sentence translates to: "The surgeon is he who does not hesitate to operate on a woman, especially when it comes to a difficult case.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth states that "the place of incision on the stone in women is far from the location of the stone, so a deep incision is required, and there is fear.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	If it is necessary to do so, you may need to call upon a skilled female surgeon, who is hard to find.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	If you are lacking in those skills, seek out a surgeon with experience and subtlety, or present a female midwife well-versed in the treatment of women, or a woman who has herself undergone this procedure.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Therefore, command this present one to do all that you instruct, from the examination of the stone to its removal; for which reason he must consider if the woman is a virgin, and then insert his finger into her anus to assess the stone.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Therefore, if you find that, cut it off, leave its tongue, and then command him to inscribe [it] upon that.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	If it is not virgin, then command the midwife to insert her finger into the vagina of the patient and feel around on the pelvis, for she places her left hand upon the bladder and feels with great care.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Therefore, if you find that, gradually massage it from the painful area of the bladder to the parts, with the help of your strength until you reach the root of the matter.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	And then inscribe upon that position of the body's weight from the root of the matter, and place the foot on that part, and his finger should not be withdrawn from the pelvis.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And the section should be small at the beginning; then insert the ray upon that section, and if the bladder is felt, adjust the section according to the quantity, knowing how much urine will be discharged from that.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you know that the spices of pepper are varied: for there are small and large, sharp and bitter, long and round, and they have scales.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	Therefore, you know how many species there are of it according to what you have said about what you want.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you want to stop bleeding from a wound, apply vitriol trise in the area and let it act for an hour until the bleeding stops, then return to your operation until the pepper is removed.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And prepare for yourself the instruments mentioned in the extraction of pepper in men, so that you are aided by them in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you want to stop bleeding from a wound, and you know that the expulsion of the wound is from the deep incision, then place powder on the area and gently press with these poultices and stricture descent, and do not repeat this; leave the pepper and do not extract it, for the strong pain will die in the illness.
E aprop cura la plagua.	And then treat the disease.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	So when the pain of the wound diminishes after several days, and the place is healed, then you return to your operation until the stone is completely removed.
Capitol lxii.	Chapter LII.
De seccio sobre ernia acoza.	On the section about hernia treatment.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	A hernia inguinal is nothing but the accumulation of moisture in the white flesh, which leaves the gate open for the intestines to escape, and it is called the inguinal canal.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And in some cases, it is within the natural fat that prepares itself as a passage for the intestine, which is already another hernia; and it is the gate of the genitals between the white flesh that we have mentioned, and it is not this but an inflammation.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the cause of this hernia is the weakening which occurs in the muscles, for to those this material is discharged, and sometimes it occurs due to blows made on the muscles.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this moisture has no distinct color, for its color either declines to citron or bloody, or red, or it is black and sticky, or white watery, and it is that which is most important.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the signs by which it is known that this addition of water occurs are as follows: for if it is in the white flesh that we have mentioned, then the swelling is round and declining slightly in length, also appearing like a mushroom, since the moisture extends from every part.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the moisture is in the proper fatty tissue, then the swelling is round and divided from the muscle, and thus one estimates that it is another muscle.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if moisture is between the joints of the toes and the white ciphas (toes), then scratch from below to remove the sensation.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And to determine the colour of the moisture, you should observe the colour of the moisture in the place where it emerges from a corrupted (or diseased) part; and according to what is observed in the trace of the emergence, judge what lies within.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	Therefore, when we come to the treatment of it with iron, you should understand that you command the patient to urinate if possible, and wash the part affected by it.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	Then make the patient lie down on their back for some time, and place clean sheets beneath them.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	Then place yourself on the left side of the patient, and instruct the assistant to follow the right side, extending their finger from two fingers' width to the joints of the toes and to the belly's opening.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	And then take a broad knife and cut through the cord of the testicles at the middle of its length near the penis.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And make the second cut according to the same measurement from the line you have marked for removing the skin of the testicles, until you reach the white part inside.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	And extract it, observe, and be careful not to pierce through; your incision should be as wide as necessary but delicately scrutinize the second incision according to the amount you can manage.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	Then, using a wide puncture, pierce the white part filled with water and extract all of it.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	Then, separate the two lips of the incision with scissors and extend the white part to its sides; do not touch the cord of the testicles, and cut the white part in that manner as best as you can.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And cut through the membrane completely or into the muscles, especially their thin layers, for if you do not examine the incision carefully, there is a risk that the fluid will return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	But if during the course of your procedure you find that the hernia has returned outside of its original position at the time of your operation, then once you have completed the incision of the wall, go back inside and adjust both edges of the hernia opening from the genitals with sutures, and treat it just as you would any other wound, until it is healed.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if you find that it is corrupted by another illness, then know that you must close the vessels that are above the suspension, extract the hernia, and treat it as we have said.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	But if water is added in two parts, then you know that both are hernias; so cut the first part according to what you have done with the other, and if it appears to be an operation, then do it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	And then cleanse the wound, and enter into the sections with a cloth submerged in oil or warm oil; place another cloth that you have submerged in wine and oil, and spread it over both legs and the wonder of the abdomen; then lay it upon folded sheets and poultices, and bind those with a dressing according to this form:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	Then take two sheets and make them humid with worm wool; press the extremities where they join or are touched by moist wool, and add structure in the crotch of the trousers, one extremity taking up the buttocks between the two, and the second taking hold at the opening of the leg, and the other two extremities on two sides leaving two others over two angles, and all tightness is adjusted in the crotch of the trousers.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	And in some cases, this hernia is treated artificially with cautery instead of cutting; so you take a fine cut-throat cautery and make an incision at the root of the legs, and light it according to what we have recommended while it is exposed the white skin containing the water, and then take the cautery as follows:
e es asemblat a letra greca.	It resembles Greek writing.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then perforate that seal, and light it until all the humidity is expelled.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	Then extend the seal with scissors, cut it with scissors, and burn it with a subtle flame; incise according to your ability until you erase all of it; and be careful so that the fire doesn't touch you.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And you know that this operation is much safer and farther from the flow of pus compared to amputation.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	If it causes you difficulty to perform an apostema cautery (a type of surgical incision or burn) during amputation or in the moment of cauterization, or if there is a pus flow, then address what contradicts you with respect to this, as a cure that suits it according to what is said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	If the disease is severe and does not expect a second operation because of its horror, then perform an incision as recommended; it is at this point that you, based on what we have said about signs, must be certain that this hernia is watery.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	Now you understand that you must treat the disease on a raised spot, then perform an incision in the lowest part of the abscess close to the edge, and pause the incision according to the length of the body.
E sia la apercio ampla entro que corro tota l‘aygua.	And when the opening is wide enough, draw out all the water.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	Then place your hand over the area tightly and hold it there to ensure the water does not reenter.
E aprop cura aquel entro que la plagua sia sanada.	And then take care of it until the plague is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	If there is a contradiction to the flow of water at that time, when you perforate it, it should not be done unless the white panniculi in the orifice of the ulcer causes hindrance and prevents the outflow of water; then place a plug or instrument designed to extract water from the cysts in the ulcer, whose shape is preceded; or use a small amount to adjust the pressure on the ulcer.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And you should know that water returns and the swelling subsides after about five or six months; and when it accumulates again, it is perforated in the same manner as before, for thus the illness will pass its days.
Capitol .lxiii.	**Chapter LXIII**
De seccio sobre hernia carnosa e la curacio de lu.	**On the Section Regarding Carnous Hernia and Its Treatment.**
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	You should know that in the section regarding this hernia, there is great fear of its becoming mortal; for it is my opinion that its dismissal and salvation lie in those remedies.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And they are reminded of the operation on those and the specifics of the apoplexy.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Therefore, it is said that the apoplexy occurs in bodies whose vessels are composed and is done by two main causes: either by a sudden, intense inflammation that overflows into the vessels, or by percussion.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And the color of the apoplexy varies according to the color of the body, and it is not painful in itself, but a severe apoplexy.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	Very rarely is the apoplexy hardened, of which the color is dark, and it is not painful to the touch.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	And sometimes it is caused by the contraction of the arteries, or by inflammation of those areas where one already feels the memory of it, or by inflammation of veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	It is known that what is called inflammation of the joints is due to the escape of pus from the abscess when you press on it; and it should not be touched.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	If what is formed due to vein inflammation is not dispersed from it for any reason, you should not press on it.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is also possible that on this species one makes an incision and on the other meats; and you insert the knife into the openings of the genitals, then extract the white-colored mass from them, sever the suspensory muscles of the vessels, tie them, and make incisions in the suspensory muscles that you severed from all parts of the genitals.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	So if the testicles have already been consolidated in those meats, then you should extract them and make incisions in that part.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is an adhesion due to any cause within the wound, or between what lies between the bones, then you must dissolve all that adhesion and incise it with a round incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	If the adhesion is a natural growth in the location of the adhesion behind, then you must dissolve everything that belongs to it, and extract the humour as we have said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	So when your operation is complete, fill the wound with wool soaked in rose oil and wine; and then take care of it with other remedies until it heals.
Capitol .lxiv.	Chapter LXIV.
De la curacio de hernia que es de vitz.	On the treatment of hernias that are of the viscera.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	It is an aperture (hernia) enclosed by a sac-like structure resembling a bud with the softening of the testicles, making it difficult to move and walk on account of the patient's condition.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And in the treatment of this illness, great care should be taken regarding what precedes it.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, I note that they mention operation in the second instance when I perform the first.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And it says that you should cease the illness over a raised cushion; then, pull the suspender of the testicles towards the sides; and take hold of the chain of the genitals with your hands, close to the roots, where they are proved on the flame; and have those other assistants, and extend them with vigor.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	Then, incise with a sharp knife across the left path of the vessels while they are still uncovered.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And extract from every part as we have said in the extraction of arrows, which are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then insert a needle with two threads, fasten it to the first part where the pain occurs, and repeat this process at the end of their course.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	Then make incisions in the middle of the affected area, cutting deeply according to the length of the body, and extract what is accumulated from the foul humidity and corruption.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	Then treat the plague with remedies for other plagues in which you wish to avoid generation, so that the vessels that carry the seeds of two origins do not remain, as it is not harmful by itself.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	If it happens that all the veins are affected, then remove the testicles or tie them off to the veins, so that they are deprived of all nourishment through the incision of the veins and become atrophied, or tie them off so that they do not grow again with these.
Capitol .lxv.	Chapter .lxv.
De la cura de hernia entestinal.	On the treatment of intestinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The occurrence of this hernia is due to a tear in the abdomen, extending from the blood vessels of the abdominal wall, allowing the intestines to protrude through the opening.
