Ayssi comensan las paraulas de Albucasim .	The words of Albucasim begin thusly.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And since they have aged and are not useful in that medicine, then understand that you should squeeze those with the tip of the spine or with your finger so that they become wet, and cleanse them from the pus above which prohibits their consolidation; and take care of those once they are consolidated.
Lahoras tu osta aquelas am razio pus vehement que la primieyra entro que mot sancno e sian excoriadas; e aprop cura aquelas entro que sian sanadas.	And you should stop those with a strong amount of pus, the first time when they bleed and become irritated; and take care of those until they are healed.
De curacio de almesamir, so es clau.	Regarding the treatment of abscesses, this is the key.
Sapias que alamermar, so es clau, e no es si no notz redon segon la color del cors semblant a cap de claviel, e es fayt en tot le cors e majorment en las partidas dejos les pes e als ditz, e endeve per aquels dolor deves le anament.	Understand that abscess formation is the key, and not just notice red spots resembling a piece of a needle throughout the body, and especially on those parts below the feet and hands, and for those pains you should apply heat.
E adonc cove que sia inscidit aquo que es en le circuit del clau, e sia tengut am les forfexs o am unci, e sia eradicat de la sua razit; e aprop cura aquel.	And understand that what is introduced into the circulation of the needle should be inserted, and it should be kept with the scissors or with tweezers, and its root should be removed; and then take care of that.
E si vols, cauteriza le segont que es precedit en le sieu capitol.	And if you wish, cauterize it according to what was explained in its chapter.
Mays de veruca es eminencia petita aspre fistulada redonda sobre la superficia del cos, e motas veguadas veno en las mas dels enfantz.	Veruca is a small prominent pimple-like ulcerated round spot on the surface of the body, and ulcers are common in children.
E curacio de lu es que estendas e inscidas aquela, o que estrenhas aquela am fiel o am pel entro que caja.	And the treatment for this is to stretch and incise that area, or to tighten that area with a cord or inside a bag.
E si vols, cauteriza aquo, segon que havem dit, am foc o am medicina acuta.	And if you wish, cauterize this, as we have said, with fire or with acute medicine.
E ja so eradicadas enversas e no-enversas am le instrument le qual yeu diyre.	And the inversions and non-inversions are eradicated using the tool I directed.
Mays formica es eminencia petita feutrada o fistulada grossa sobre la superficia del cos anant mot en le preon, e quan le freg atroba aquela es centit en lu semblant de mordificacio de formigua, e es fayta entorn le cos.	A flea bite is a small prominence or ulcerous swelling on the body surface that moves around inside it. When one touches this, it feels like being bitten by a flea, and it occurs around the body.
E curacio de lu es que prenguas una canula de pena de auca o de pena de voltor, e sia fort, e pausa aquela sobre la formigua entro que la contengua le cercle de la canula de las partidas de lu; e aprop revolveys la tua ma am la canula entro que inscidas aquo que es en le circuit de la formigua, e pauses aquela en le preon de la carn, e que eradiques la formigua de la sua razit.	And the treatment for this is that you take a pipette from frog blood or chicken's heart blood, and it should be strong. Place this over the flea bite inside the circle of your fingers; then move your hand inside the pipette as to incise where it feels like being in the circuit of the flea, and place this under the skin in the area of the bite, and eradicate the flea from its nest.
E si vols, fay aquo am canula de eram o de ferr segon aquesta forma:	And if you wish, do this with a pipette made of horn or iron according to this method:
Sia la partida desus de la canulha trahent a subtilitat, sorda (so es no-perforada), envolopada per so que sobre le dit la aprencio de lu sia ablaviada e la revolucio de aquela.	Take the part above the pipette tube that holds subtlety, silently (it means not perforated), wrapped around it such that its appearance is erased and the movement of that thing.
E si vols cauteriza la formiga segon que es denant dit en la cauterizacio de atheyl en le capitol de cauteri.	And if you wish, cauterize the flea as was mentioned in the section on cauterization of thyme in the head of the cautery.
De forma dels instrumentz que so aministratz a dar cristeri.	Regarding the form of the instruments that are used to give baptism.
Alcunas veguadas es fayt cristeri de argent o de lato o de eram fondut o malleat; e alcunas veguadas es fayt de aquels instrumentz petit e gran segon aquels als quals so aministratz, quar aquel que es aministrat en la curacio dels petitz enfants sia petit; e de aquel dels quals los culs son freuls o doloyrozes, les cristeris de aquels sian petitz.	Some administrations give baptism using silver or tin or melted horn or hammered metal; some are done with small and large instruments according to those used for administration, so that the one being administered is small during the treatment of small children; and from those whose buttocks are firm or painful, the baptisms of these should be small.
La forma de cristeri gran e pauc:	The form of the large and few baptism:
Le cap de la canula de lu desus en le qual es liada la borsa sia ampla segon aquesta manieyra; e sia a lu distinacio la on la borsa es liada ayssi cum vezes.	The mouth of the pipette above where the bag is tied should be wide according to this manner; and there's the separation towards which the bag is tied, so it happens in that way.
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	And the end of this bag, which enters the anus, should be silent (meaning not open) with a slight bend; and in one side of its waist there are two teeth, and on the other side one tooth, and the width of the tooth according to the thickness of the rays, being wider ones a little larger.
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	And let the bag in which the medicines from bladder of beast or sheep skin are placed, be as long as your palm.
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	And let it be pierced with teeth like those that are twisted; and if the space between the teeth is as large as what was mentioned.
E aprop entromet en aquels traucs fiel fort de fiel cru le qual sia de detz fiels, o enviro aquels; e ajusta am aquel la borsa; e quan es pausada en lu la borsa, sia streyt en le cap del cristeri entre dos distingentz am fort costriccio, e aprop cristeriza am aquel quascun trauc: Mays la qualitat de cristerizar am aquel es que tu omples la borsa de la medicina, que sia escalfada segon la quantitat de la tolleransa del malaute; e guarda te que no sia trop cauda ni trop freja.	And insert into those teeth a thick piece of raw honey wax that is as wide as ten fingers or approximately that size; adjust it to that bag; and when the bag is placed in him, stretch it along the length of the baptism between two points with strong constriction, and baptize each tooth: The quality of baptizing with this is that you fill the bag with medicine, which should be heated according to the tolerance of the patient; and remember not to make too much or too little wax.
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	And let the patient lie on his back, elevate their feet at this height and place them on someone or a stool; and apply the tip of the cautery with oil or with hen's egg white or with fennel or garlic jelly; and insert that into the anus with ease, then have the administrator hold the bag and squeeze that in two parts with force so that everything from the baptism is evacuated inside the intestine; and remove the baptism and let the patient lift their feet to the wall.
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	And if the medicine causes him to urinate forcefully, use as much as possible; and if he sleeps with that for the whole night, it is better later in adolescence.
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	And if you baptize that in the stomach troubles and the patient's urination, then you iterate the cautery until he is cured.
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	And if there are hemorrhoids or boils in the anus, then let the baptism be subtle and twisted, like the baptisms of those who are baptized as children.
De curacio de las plaguas.	Regarding the treatment of the sores.
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	I have already said in the division of the treatment of the sores that it suited the free, and I say this way too about their treatment with me and medicines according to his capacity.
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	So I say that sores are diversified according to what type of sores they are made and according to the place where the spots attack.
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	And the causes for which small stones are made to cause sores can be as follows such as stone formation in bile, or incision of space or vein, or hitting with a spear, or with a stick, or with an arrow, or from those causing stone-like causes.
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	The sores that are in the body parts can be as follows such as a head sore, or on the neck, or the feet, or the belly, and so on with those of the members.
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	And I recommend treating some sores by pausing this reasoning and principle about the others.
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	And I begin with simple head sores, for which the recall of combined ones will come at the beginning of the next chapter.
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	When an ailment occurs in the head causing simple pain and not a fracture, then consider: if it's due to pressure of phlegm or similar, and has been drinking the medicine only and is severe head pain and you fear for that patient's possible formation of pus, then you drain and bleed the cephalic region immediately; don't delay this treatment. And extract from under the wound according to the quantity of his virtue if not any cause forbids bleeding, especially if the pus that comes out of the wound is little.
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	And do the bleeding in the opposite part of the afflicted area; and watch over the patient for fullness, excesses of food and heavy meals.
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	And if there are any prohibitions due to the diminution of food, then reduce the diet and do not allow meat or drink.
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	And place over the illness, if it happens that there's pus, apply a hot compress in olive oil rubbed or in a drink where is a止血 agent.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	And if you are sure of the pus formation, then place over the illness, if it's fresh at their wound and the air has not changed that powder which I would recommend to apply slightly.
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	And if the air has already changed, then place on some ointment inside until it heals.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	And if the illness is large or due to inflammation and swelling, and her lips are not fitting with pins, then adjust those according to how I would recommend for their suture.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	And if the illness has already uncovered from the bone and flesh, and it's not retention of her but just a small suspension, then incise that and treat the illness with medicines and restore the flesh in place of the wound. Command the patient to eat foods that are good for them: caps and meats cooked well with spices, until they are done.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	And if you find decomposition in the wound and it doesn't stick to the bone, then you need to incise all that pus and extract it, and treat that area.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	And if in these illnesses blood flow from an artery or vein might occur, and it's not removed by medicines, then you inquire about the artery. If you find that unincised part, then you need to incise that with a spatula or tie it; and if it is necessary that what we said does not agree, then you cauterize until the blood flow is stopped.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	And if these illnesses are simple and small, then their cause is insignificant; sprinkle this powder over them, let that powder solidify before the air changes those.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	And the method of this powder is as follows: take olive oil from bees' part one, dragon blood from the roots part two, and non-extinguished ash parts three; mix it all thoroughly and sift it, let that powder fill the wound, and bind well inside so that when applied over that area sticks and coagulates with the blood.
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	And then bind that with powder and let it rest, do not move it while still like this until the pus does not form, ensure that the medicine is not eradicated from your body until it heals.
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	And some times do this alone with a cautery, when you don't have beeswax and dragon root available.
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	And this surgical procedure is done for large illnesses when it's necessary to lay that on them and they are treated, those illnesses recently with their blood, which the air has not altered.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	And if the air has altered them, especially in summer time, then it's not understandable to place this powder in its usual position, but rather treat those with what we've said before, by placing some better ointments on them or sprinkle that onto those powders from wheat flour mixed with water and honey until they turn into a paste; then continue treating those with another cure until they heal.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	And if there's an injury in the bone fracture and it's small, then you extract that with your hand.
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	I would prescribe the treatment for skull fractures in what is poisonous.
De las plaguas del col.	And for illnesses of the throat.
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	And if illness occurs in the throat, there is no difference in treatment compared to a simple illness of the head.
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	And if the nerves in the throat have been incised or an artery, then if it's nerves, there is no concern with their digestion, but avoid treating them with substances that cause strong embalming effects, like garlic and others similar to asafetida which are harmful to nerves and constrict those.
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	And do not apply anything to the illness for any reason because that substance of nerves is cold and the continuation of it is towards the brain, which is the pus essence of all body parts.
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	And if that which is treated with mild medicines, like washing with boiled water or oil rubbed or un-rubbed, when it's washed with boiled water and the other minor sores are treated according to this manner, then with ointments moistened.
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	And if the illness is large, then administer suture or tighten her lips, and then treat that with powders until it heals.
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	And if the illness has depth or occurs at the lower part of pus formation, then puncture that in the most deeply affected area.
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	If in the wound already an artery has been incised and blood flow is achieved, then separate or dry that, bind it, or cauterize that if necessity prompts you to do so at this point.
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	If you have incised the tendons of the Achilles tendon or all of it, and if veins in the neck are saved, then adjust the edges of the sutured chain over the tendon shaft of the Achilles tendon without touching that; flatten that and reduce that to its natural shape, and strengthen that with a decent tension, and let that heal for several days; and treat that with ointments where there is stiffness and inflammation until it heals.
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	If the wound has already penetrated into bone, then puncture that. If there are fragments of bone within it, extract all those you can from them; and for what does not belong to it, let this remain inside until the wound heals, then separate it so that the healing is smooth.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	And if the wound is recent, then sprinkle over that the powder which is recommended.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	If in the wound there is a fistula, then treat that with what comes to mind as close to its head part.
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	From neck or face wounds that occur between the shoulders and is made in the space, on ribs or on lungs or on bones or on cheeks.
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	If it's a wound from a spear or rib, and you gauge the depth for him, then consider if there is wind passing through the patient when he coughs; then know that the wound is fatal.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	And if there is no depth in him and the wound is recent on his blood vessel, then place in him some first aid powder, without tightening that so as not to retain the blood at the depth of him and let it return to the heart without affecting the patient, rather place an attractive ointment in him, and withdraw that twice a day.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	And if the ointment is not available to you, then place a little over in the wound's opening so that it sucks whatever moisture there is; and make the patient sleep on the wound so that what is adjusted inside flows.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	If from the wound three days or more have passed and no convulsions, heart failure nor constriction of blood flow occur in the patient, then you will know that the wound is saved; and then treat it with rest and other good treatments until it heals.
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	If the healing of him is excused, and it has been open for all this time, then you will know that a fistula has already been formed; treat that according to its head.
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	And if the wound is due to incision in bone or rib and it is simple on the surface of the foot or chest, then treat that with what precedes suture, if it's large, or with powder if it's small.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	If it has already penetrated into bone and you've incised bones from him, then hold the wound open to extract those bones if they're separate.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	If they are not separate, then let them heal inside until the wound heals, making the extraction of them smooth.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	And for other injuries to wounds in other limbs during treatment is the continuation of what we have said.
De las plaguas del ventre.	Regarding abdominal wounds.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The sickness that occurs in the abdomen is either large, or small, or intermittent.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	For the large ones, sometimes it involves the intestine or nerves of the intestine, so an intervention on them and their suture should be more forceful and more subtle.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	And for the small disruptions are made difficult by another manner, and I know that their reduction is more difficult, if you don't take care of their intervention in their place immediately after it opens up and gets bigger because of the surrounding tissue making it hard to operate on.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	And therefore the best disruption is intermittent, where there's no difficulty in reducing the intestine as it is with the two species mentioned previously.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	And know that there are four ways of suture for the abdomen, but two stitches are common which apply to the stitches in other wounds of the body.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	And there are two other specific stitches that communicate with other wounds, however they are even more specific to the suture of the abdomen.
E yeu recomti a tu quascuna am exposicio e declaracio.	I advise you to always have an exposure and declaration for each one.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	Therefore say that when the wound is small and there's a reason for the intestine to pass through it, making its reduction difficult, then this is one of two ways: either due to the size of the disruption as we have said, or when the intestine swells from exposure to cold air.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	And when this happens, cover that area by dipping a sponge or cloth in hot water alone, or you take it in cold water and add cypress, thyme, and herbs to the intestine inside where the swelling will be resolved.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	And sometimes this is done with remedies that contain stiffness, and it's better than just water alone in resolving swelling.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	And when you have resolved the swelling, then moisten the intestine with water containing altitude and basil, which through this calms the tissue around it for few reasons.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	If it is allowed to touch the inner parts of the patient near this cure, then divide the rupture with a small sharp tool where veins are incised.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	And the first cure is better when it's proper that there isn't a section, and not an occupation to dry near necessity and deficiency.
Del instrument, sec se la forma de lu:	From the tool, let its shape be like yours:
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	One part of the tool is sharp, and the other part is not acute, and the extremity is subtle, and do not be like the subtlety of a needle, before it becomes blunt for a little.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	And so when the wound is enlarged and pushes out the intestine, then it should guide that its reduction be according to its natural shape, in its proper place, if possible upon this, which is better.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	When the rupture is enlarged and it's in the lower part of the abdomen, you should make the patient lie on their back, place their legs higher than their head; and if it's in the upper part of the abdomen, then place their head higher than their feet and have the other parts of the body above that.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	And similarly if the rupture is in one of the two parts of the abdomen, then you should contemplate and consider it constantly so that the part where the wound is will be higher than the other.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	And thus see to it that you administer this in large wounds and in minor wounds.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	And in small wounds, make that your preparation be paused, and then let it be given to your most experienced person, which has the entire rupture under their hand, and adjusts their hands, and roughly expose from one to another what causes for stitching differently.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	And this is the common method of suturing: one that you take the needle, or count the size of the needle according to the width of the wound; and then let the end of the rupture of the ring finger lie freely, and firmly hold the needle once, or another so that you do not insert the needle into both ends of the string, at both ends of the middle bone where the string is left inside, as it allows that part to go through that part; and you have added both ends of the string and both ends of the middle bone, and you make four orders.
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	And then strengthen the needle twice in the circuit of the string, and some times from both parts at once, and add the two flaps and wound with a decent addition; and let the thickness of the finger lie, insert another needle in that area, and hold that by the thread as you did with the first needle; and do not stop this if it is necessary with the needles until you have completed all the contraction of the wound.
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	And may the needles be of medium hardness between coarseness and subtlety, for the subtle needles barely cut into the flesh; and the thicker ones are difficult to handle in the string, so you should make them medium in both subtlety and thickness.
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	And do not let the needle be stuck in both ends of the string close together, so that the flesh is not cut too easily and the wound heals before its consolidation.
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	And do not make prolonged stitches for the wound not to be prohibited from healing.
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	And then cut the ends of the needles so that they do not fall off the patient in his sleep; place powders from all parts over the stitches, which have the ends of the needles; let those be until you know that the wound has already consolidated.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	And these kinds of stitching with needles in common method are more suitable for small wounds, until even in the stitching of their single needle or two or around those.
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	The second method of stitching is common: and you should administer in stitches all four ends, of the string and both ends of the middle bone, in one go, with a needle that has its tip enveloped equally in subtlety and thickness.
