Ayssi comensan las paraulas de Albucasim .	This begins the words of Al-Baghdadi.
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When disruption occurs in the intestine and it's small, then it is possible that healing can occur in some individuals. This is why I saw him being struck in his abdomen by a lance and he had gout from the right side of his stomach, and the gout was old and made a fistula, causing discomfort and flatulence.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	So I pursued the healing of him even though it was not confined in his treatment, but I sought to identify what was diseased and where the place is consolidated.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	And I pointed out the consolidated place, observed over the place that experiences an accident of ill in his abdomen; and did not incur any other such accident and messed with his digestive system by eating and drinking, but instead took baths and exercised according to your instructions.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	And some experienced people say that when dealing with gout in the intestine and it's small, then you should tie it according to this manner: You take large pieces of ash; then adjust the two edges of the gout and place one piece of ash that has an open mouth over the two edges of the gout; therefore, when it covers them and strengthens its mouth, cut off the head of him, which adheres and does not dissolve.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	And then place another piece of ash next to the first one, and do not stop doing this with pieces of ash one after the other according to the amount of all the gout.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	And then reduce that and get rid of the gout; crush those excess pieces in the intestine until the intestine is healed; and do not harm the patient with discomfort.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	And it is possible that the intestine can be tied with this subtle material made from beast intestines which is stronger in thread; and you take the tip of these intestine threads, and if they are clean, then place the tip of them on another thread at your side, wrap around it, and then insert that thread into needles and substances for that particular intestine, and reduce that during the disruption.
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	And this way of stitching with ash is merely according to paths of trust and hope.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	Perhaps if the gout is large and wide, especially if it's in one of the finer intestines, where then there's only a slight irritation rather than complete healing.
De curacio de zuchem e fistula.	Regarding the treatment of wounds and fistulas.
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	Know that all gout and abscesses when they heal and become old, and make a ulcer, which is not consolidated and keeps up the arm continuously, and does not get resolved, then regardless of where it is in any body part, it's universally named as a fistula and we call that condition 'wound'.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	And fistula according to truth is a hardened, durable, white lesion that doesn't cause pain and which has the consistency of fear of being cut off; for this reason, certain roots, i.e. fear, are named in this way.
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	And there are some cases of it being wet, which causes pain; and much moisture is eliminated in a few hours.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	And sometimes this moisture turns into a lump, it's small, it's thick, and subtle.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	And I have already mentioned in the division, as I said about gouts, that every ulcer which is not healed and not located on naked flesh is this way only due to one of these causes: among them, one cause is because of lack of blood in the body; or it's due to malice of him; or if there's hard flesh between him and his lips preventing natural tissue growth; or if it's due to a lump of some kind; or if that ulcer itself contains pus that mixes with his tissues which is of bad quality; or if the medicine isn't suitable for his healing; or when corruption occurs in the region, and it's pestilence; or because of property characteristics as in Saragossa where there's difficult digestion of illnesses from this area, and healing of abscesses is delayed due to nature; or if he has bone inside him, or pieces of bones.
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	All those causes have been shown, along with their signs and treatments using medicines as discussed in the division.
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	And thus I will provide you knowledge on the treatment of fistulas which are made through surgical operations using my method.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	Know that fistula can occur in all parts of the body; those are the ones that enter into major veins and arteries, or nerves, or the spinal cord, or an intestine, or bladder, or any part of the back, or any joint composed by components like hand and chest. And these give proximity to the main limb and similarity.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	And so those of these fistulas that occur in this manner are from the diseases of hard recovery, and do not receive a cure, and occupation with them is work and ignorance.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	And if there is some of these fistulas whose depth does not reach to the places that were mentioned, and you hope for its cure, and want to gain knowledge about it, then attempt with a tool or try it out. And if the fistula follows straightness, then take hold of it when you're doing so.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	Now if the fistula is twisted, then investigate it with a fine lead, where lead in their body rises and curves you should straighten out the twist.
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	And if the fistula is moving freely, it isn't within your capacity to apply it over them with effort.
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	And thus you must cleanse the opening for its openings, where the moisture by which you cleanse that goes to other openings and flows from them.
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	And inquire carefully according to which manner it is possible for you to know if here are the nerves or not, and whether the size of the fistula is distant or close. Or whether this is a fistula with multiple openings which spans all of your strength on this very thing, through your questioning of the patient, by touching the area, understanding its significances and causes of accidents in the abscess.
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	And when you have assessed all those causes accurately, then proceed with the treatment according to your confidence: it is that you now consider if this is a noticeable fistula nearby or in some location below, far from the joint, nerve, artery, vein, or any other place I've mentioned to you and stated.
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	And then you dry out the fistula according to what was previously mentioned about its narrative, and keep this that is in that filtration and corruption of flesh, and this which has been born from the opening of flesh, or part and similar things, and treat that inside when it has healed.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	Now if the fistula is of great depth and follows straightness, then dig into it as deep as possible, and reshape it from all its corrupted flesh. Then prepare bandages soaked in sharp medicines and insert them inside the cavity of the fistula which you have understood through instruments.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	And do this inside certain passages where the sharp medicine will corrode everything that is rotten in the cavity of the fistula due to corruption.
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	And then restore it with ointments which generate healthy flesh when it has healed.
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	Now if it is not healed by this, then you cauterize it as we have advised.
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	Now if the cause of fistula is bone and you must certify this, then inquire about it and dry out this according to our advice, if you do not eliminate any cause of vein or nerve or main limb as we have said.
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	And if the bone is discovered to you and there's corruption and darkness within them, then remove this entirely from where the corruption is present. And then treat it so that their flesh heals when they are made well.
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	And if it is not healed in this manner like you did before, then know that you have not eradicated the entire corruption. And thus you uncover them again thoroughly and carefully consider their condition and reshaping of them with your latest strength increase, then proceed to restore it.
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	And if it is healed, that's good; and otherwise, know that this corruption is in the deepness far from the body, which has not been achieved, thus with it you have nothing to do but leave it.
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	And if the bone is corrupted and small, or it is within your capability to pull this out, then you pull it with delicate forceps that are suitable for this task.
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	And if they are pieces of bone, then carefully perform the extraction of all these, and for those leave none behind for your strength.
Mays si a tu fa contrarietat alcuna causa de las humiditatz, e en lor inscizio no ha temor ni error, lahoras inscideys aquelas liaments o carns si so aqui, e deliura les osses.	Now if there is some contradiction with any cause of moisture, and in their operation you have neither fear nor mistake, then incise those ligaments or flesh if they are here, and deliver the bones.
Mays si a tu no es preparacio de ostar les osses de la tua hora, lahoras pausa sobre la plagua aquo que poyresca la plagua aquela, e layssa aquela entro que aquo es al enviro de aquels osses de carns e de liamentz, e guarda la plagua que no sia consolidada, e sia constrengida la seccio la qual tu has inscidida en la tua operacio.	And if it is not your preparation to leave the bones of your time, then rest on this wound so that this wound remains there, and leaves this inside where this is around those bones and ligaments, and keep the wound from consolidating, and hold back the section you have incised in your operation.
Habantz, si temes, pausa sobre lu coto submers en sopre trissat am oli, o coto submers en anguent egipciac, o en alcu dels enguentz vertz, quar quan poyriran aquelas liaments, e les osses son de lor seperatz la ablacio, e de aquels atraccio es alleujada.	And if you fear, rest on this palm submerged under a heated oil, or this palm submerged in an Egyptian ointment, or any of the healing ointments. When these ligaments have healed and the bones are separated from them, then relief is provided by this extraction.
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	And if it is a large bone like the bone of a rib or thigh or similar to those, and what from them is corrupted is only their flesh, then remove this just as much behind so that this darkness and corruption are removed, and then proceed to heal this wound.
Mays si aquo que de lu es corrumpyt es gran partida, e la corrupcio ja ha conseguida la medulla del os, lahoras es causa necessaria cerrar aquel e aquel tot inscidir entro al loc on es pervenguda la corrupcio, e lahoras cura aquel entro que sia consolidada.	If a large portion of this patient is corrupted, and the corruption has already reached the bone marrow, then it is necessary to close that area and the entire location where the corruption has spread within the body. Then treat that internally until it becomes consolidated.
E yeu recomti a tu aquo que endevenc ad un home en la sua coyssa per que pausez aquela a eyssempli e adjutori sobre la tua operacio.	I advise you to follow this method when dealing with someone in their bed, so that you place an example and helper next to your operation.
Foc un home jove per etat entorn xxx ans, al qual accideys dolor en la sua cueyssa, e de las partidas dedintz mauguda es sobre la materia dedintz le cors entro que la materia es pervenguda a la cueyssa, e es materia de apostema am gran apostema, e no foc a lu causa extrinseca.	Treat a young man around thirty years of age, who suffers pain in his leg, and from the divisions within, it is about the matter inside the body that has spread to the leg, and this is matter of abscesses into large abscesses, but do not attribute the cause to extrinsic factors.
E adonc foc extendut le temps am aquela per la error dels metges entro que l’apostema es hubert, e acorrero de lu materias motas, e la sua curacio foc aprop pausada entro que la camba foc fistulada, e faytz son en lu motz orrificis les quals totz getavan poyredura e las humiditatz del cos.	And then treat the extension of that for the error of doctors during which the abscess bursts, and take care of his moving materials, and his treatment is carefully performed until the change becomes fistulized, and do incisions in his pus-filled openings where all excreted moisture and body's humidity are.
E adonc le curec multitut de metges entorn dos ans, e no foc en aquels savia ma en la art, entro que yeu fu appelat.	And then the doctors' treatment lasted for more than two years, and I did not intervene in those who knew about it, as I was called.
E vi la camba de lu e las materias que corrian de lu aquels orrificis per gran cors; e ja le cos de aquel home era tot stabozit e la color de lu era citrina.	And see the change of this patient and the fluids that flowed from his several openings over a large area; and already, the body of that man was completely stiffened, and the color of him was yellow.
E adonc yeu intromesi la tenta ad un de aquels orrificis e pervenguec la tenta al os.	And then I introduced a thread into one of those openings and led the thread to the bone.
E aprop yeu e perscrutat tostz les orrificis e trobegui aquels pervenir a lor de totas partidas de la camba.	And then I examined all of those openings and found that they were connected to every part of the body.
E adonc yeu me coytegui e inscidegui sobre un dels orrificis aquels entro que descrobegui una partida del os, e atrobegui aquel corromput, e ja era terros e corrumput e denigrat; e era ja corrumpuda una partida de la camba entro que havia penetrat entro a la mezola.	And then I pricked myself and incised into one of those openings where I found part of the bone, I removed that corrupted material, and it was earthy, corrupted, and decayed; it had already corrupted a portion of the body in which it penetrated to the marrow.
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	And then I prepared that which was discovered by me and removed from the exposed bone.
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	And I confirmed that it was not in the bone but that corruption which caused it and removed it, and I had already extracted it.
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	And then continued to restore the injury with consolidating medicine for a long time, but it did not consolidate.
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	And then I repeated the procedure and uncovered the bone again after the first discovery, and found continuous corruption within the bone.
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	And I removed what appeared to me from that corruption, and then proceeded with the treatment and restoration of it, but it was not restored.
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	And then I discovered it on him again and did not cease to gradually drill into the bone carefully and complete the restoration of it, but it was not restored until I drilled around his palm, and he extracted from its marrow, and later restored that with medicines, and it slightly consolidated and healed.
E no es necessaria iteracio en la operacio de lu e seccio de lu sino per la disposicio de la freulesa de lu e per la paucitat de la tollerancia de lu e paor de lu de mort, quar a lu accidia en totas horas per superfluitat de evacuacio sincopi mala.	And it is not necessary to repeat the operation of this section for him but due to the disposition of his veins and due to the limited tolerance of his breath and the lack of his death, which was happening constantly at all times due to excesses in spontaneous defecation.
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	And so, it is healed through complete recovery, and nothing replaces hard flesh in the location; good disposition of him has been made within his body and returned his virtue; it interacts well with his dispositions and does not oppose him during movement or harm him in any cause.
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	If the bone is protruding in a location of the body that has been operated on, then consider this method for further action: you should grasp firmly the part near the tip of that protruding bone, and instruct someone to extend it horizontally. Prepare a thick piece of linen several times thicker than the first piece; then place that linen over the flesh where the bone is exposed, extending its tip so that you can pull the flesh towards the parts around it, uncovering the flesh over the area you wish to cut so that the saw will not cut through the flesh.
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	And place a table or board under that exposed bone properly; when you do this, it is not forbidden to use the saw which does not cut through the corrupted flesh.
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	And make sure the saw is cutting over the corroded area gradually, if it's in the hollow of the corrupted bone and doesn't appear in its physical manifestation, forcing another opening due to the saw's action.
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	And if the bone is corrupted but not protruding, before it continues at one point from another, and the corruption is in its middle or part of it, then you uncover the flesh from all sides completely; then place a board under that, and proceed to saw through the first part where the corruption exists, with the continuity of the sawing continuing for the other part.
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	And make the saw cut according to the location of the corruption as we have said.
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	And if the corruption is at the joint, incise that corrupted joint, and saw through the bone where it continues from the other side.
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	And if the corruption is in the continuation of two joints, then it is not due to the joints themselves but due to something else.
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	And if the corruption is in the elbow of the hand or on the chest, it's difficult; however, consider how the corruption appears to you and where you can open it, then expose it according to any disposition that is possible for you, and correct each case as necessary with whatever tool, so long as it doesn't contradict your veins or nerves.
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	And know which is the incisor and the saws to sharpen these bones are according to the position of the bones, and the preparation of those, and their thickness, and the subtlety and size and smallness of those, and their hardness and their rarity; because you must prepare every type of tool suitable for that operation.
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	And know that you should consider this operation regarding the type of tool for which you would require; when you have extensive study and long experience in understanding methods of this art, and evidence from the methods used in illnesses, so by then you will already possess what is convenient according to these tools for every illness.
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	And I will instruct you at the end of this chapter regarding the number of tools that you should have, as well as those which you will perform according to your prohibition, which you will experience on others.
Forma de serra:	Type of saw:
Forma de autra serra:	Type of another saw:
Forma de autra serra:	Shape of another saw:
Forma de autra serra gran:	Shape of another large saw:
Forma de ray:	Shape of a needle:
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	Let the tip of this needle follow the shape of the star-shaped keyring's head, and its points should follow the shape of the points of a star-shaped instrument.
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	And do not simply rub the heads of the joints when they are corrupted, or when there is a large and broad mouth.
Forma de razori major dels autres:	Shape of the larger blades of the others:
Forma de razori menor:	Shape of the smaller blades:
Forma de razori lat:	Shape of the lateral blades:
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	Shape of another well-made saw: it should have the curvature of a large arc towards its top and the sharpness of its iron, with the member at its base made in a decent downward slope.
Forma de lu:	Shape of it:
Forma de razori en la qual ha concavitat:	Shape of the blades where there is a concavity:
Forma de razori autra subtil:	Shape of another subtle blade:
Forma de autra razori de curvada extremitat:	Shape of another curved-ended blades:
Forma de rasori petit semblant a tenta:	Shape of small blades resembling tentacles:
Forma de incisori am le qual so inscidit les osses:	Shape of the incisors in which bones are sharpened:
Forma de inscisori autra minor:	Shape of another smaller incisor:
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	Shape of another incising tool; this resembles a needle, and its end is like a saw, and it is exhibited in various locations along the bones:
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	Shape of a needle which conforms to the ratio of that which is pierced by the bones:
E la extremitat de lu es triangulada e de aguda extremitat.	And its end is triangular and sharply pointed.
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	And it is made of Indian iron, similar to all the causes we have mentioned for razors and incising tools and saws.
De inscizio extremitatz e de la serratura dels osses.	For the extremities of incision and the securing of bones.
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	The extremities are pressed or due to an intrinsic cause or extrinsic cause, or because of the treatment you have given to that corruption with curative medicines and no cure was effective, or sometimes the corruption spreads from one part of the body, then it is necessary for you to incise that part inside this, so that the infection reaches the corruption, in order to prevent the patient's health from deteriorating through this to death or a greater malice than the misfortune of the limb.
E le senhal de aquel al qual accideys, es que·l membre es fayt negre entro que sia cujat que foc la ja comburit, o se poyreys aprop la negror entro que la poyredura aquela ane entro aquel membre que siec lu e que prengua tot le cors; e donc coyta te am inscizio de aquel.	And the sign of that which you apply is that the limb turns black inside, as if it has been burnt to ashes, or you place the darkness inside so that the burning spreads through that limb and consumes everything in it; then take care to incise that.
E semblantment si es causa de la corrupcio percussio de alcunas causas venenosas ayssi cum de scorpio mari o de vupera o de rutela e de semblantz.	And similarly, if it is caused by the impact of certain venomous causes such as from a scorpion in water or from viper or from snake and others like them.
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	And if the corruption or impact is in the end of the finger, then you incise the finger and do not allow space for the infection to spread into your hand.
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	And similarly if it reaches your hand, then you incise that part of the wrist, and do not allow space for the infection to spread into your arm.
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	And if it penetrates that point, then you incise the arm in the elbow joint.
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	And if the infection goes beyond that and often around the elbow, then death of the patient occurs; applying another cause to that is a quantity of virtue in treatment.
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	And similarly do for the chest when infection penetrates that part of the chest, then you incise there near one of the ribs.
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	And if it spreads through the rib cage, then you must incise all of the chest.
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	If it penetrates towards the intestines, then you must incise the abdomen in the area of the intestine.
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	And if the infection has already reached into the intestines, then it is only removal and leaving the patient to death.
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	And the way to incise or cut is that you grip one muscle at the point where you want to incise, and hold another muscle over it. Extend your other hand's fingers towards the left side of this point, and extend your hand's other fingers towards the right; then separate the flesh between these two muscles until you can reveal all the flesh; then cut or cut it in that space.
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	And make sure to hold a cloth over all sides by yourself so that it doesn't touch the area being treated, and bring the patient's injury properly adjusted and with pus in the wound.
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	If there occurs a flow of blood while you are working, then you apply the cautery gently to that area, or place some blood-restraining powder on it; and afterwards resume your treatment until it is completed.
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	And place the affected member in an appropriate position, and treat it while you are making it better.
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	And I urge you to understand what happens when someone is bitten in the foot, this incident which I and you have discussed, which occurs in him blackness in his foot due to a mixture that was similar to fire's combustion.
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	And that corruption first happens inside his right hand, extending throughout the foot.
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	And then that person prepares to release pus which helps the healing process go towards the limb with the intensity of his/her movement and pain, causing the foot to be immersed into the joint, leading to healthy recovery.
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	For a long time this process happens in him with that corruption within the hand's index finger.
