Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
La una de lor es quar la femna fort leu es verges.	One of them is that in women, if they are too weak during pregnancy, it can cause issues.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second is that you don't find a pregnant woman who can describe if she's menstruating when she's pregnant, or if she has had sexual intercourse with her husband before marriage.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	The third is that you don't find a woman who knows this art, especially the operation by hand.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth is that the location of this section about stones in women is far from the location of the stone itself, which requires a search for the section, and there is fear in that.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	If it's necessary for you to do this, then consider taking a skilled woman who knows how to do it, as they are few.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	If you lack that one, then approach a skilled surgeon who is careful or subtle, or present an elderly woman who is knowledgeable about women's affairs, or a woman who has learned part of this art.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	So have this woman present, and instruct her to do everything you tell her about the investigation on the stone until its removal; which means that she should consider if the woman is pregnant, then make sure she follows your instructions in her abdomen and can locate the stone.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	So if she finds that, let her leave her instructions as is, and then instruct her to cut into that area.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	If it's not an appendix, then command the midwife to insert her finger in the patient's abdomen and inquire about the pain. Since she places her left hand on the bladder, she compresses that area well.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	So if she finds that, then direct her to guide that gradually upwards from the opening of the bladder through your parts until it reaches the limit of your thigh, making use of its virtue within which it gets to know the depth of the muscle.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	And then inscribe on that place at the top of the patient's abdomen, find the depth of the muscle from any part to their stopping point and center the pain in that area. The doctor must not let his finger move away from the pain while he is doing this.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And the section should be small at the beginning; then insert your finger on that section, and if you feel the pain, adjust to that section according to how much it feels as though the pain has been distributed from there.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And know that the signs of pain are lumps: those among them are few and large, rough and sharp, long and round, having no roots.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	And know how many signs there are from you for this way that you might explain about what you want.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you want to see the pus flow, adjust on the inflamed area and leave it for an hour until the pus is gone, then return to your operation when the pain has disappeared.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And prepare for yourself the tools that are mentioned in the extraction of pus in men, so you may be helped by them during your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you want to see the pus flow, and you know that the expulsion of pus is from the incision made during the extraction, then you dust with powder over the area and strengthen it with pulverized and powdered elements and string. Do not repeat this; allow the pain to remain and do not extract too much pus, for otherwise the disease will persist.
E aprop cura la plagua.	And then heal the wound.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	And as the heat of the pus subsides over several days, and then it heals, then you return to your operation when the pain has disappeared.
Capitol lxii.	Chapter LXII
De seccio sobre ernia acoza.	Regarding hernia compression section.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	Hernia aquous is nothing but an addition of moisture in the white bile, which contains the essence of the generative fluids and is referred to as bile.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And sometimes these hernias occur in the natural place where their nature provided for the passage of bile, when it has been cut and more bile is there; this is the generative fluid between white bile as we have said, and it is not that which is called 'tart'.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	The formation of this type of hernia occurs due to overuse on the generative organs, so this substance is poured into them. Sometimes it happens due to hitting performed on the generative organs.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	This moisture has different colors: the color of it might be declining to yellow, or to blood-red, or reddish, or it could be black and fatty, or water-like white. This is what varies most among them.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the signs by which one can tell where this addition of water is located: if it's in the bile we mentioned, then the swelling takes on a shape extending somewhat along its length, like an image of bile, and there appears the generative organ, because moisture contains that from all sides.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the moisture is in its natural place, then the swelling appears at the part of bile and that's why one assumes it to be another organ.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the moisture is between the generative fluid and white bile, then one may find that in the middle.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And if you want knowledge of the color of the moisture, then you can inspect the color of the moisture in the swelling through the cut made into it; according to what emerges from the trace of the incision, judge about what is inside.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	So when we come to the healing of this, we have ordered that the patient be given diuretics if that is possible for you and increases his/her body's fluid content.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And then he should be placed on his back on some cushion or another for a short while, and place your clean cloths under him.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	And then sit on the left part of him/her and command that the servant follow his/her right side, who extends their arm to one or both sides to the generative organs and the region of the belly button.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	And then take a side view and divide the generative organs from their middle location along its length within proximity to the navel.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And make the incision according to rectitude equidistant from the line that should be along the skin of the generative organs, until it reaches white bile including it.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	And scratch that, observe and watch carefully to ensure you don't scratch too deeply; your scratching should be at the place where you are scratching so as to find that it is hanging higher than bile and with great care inspect your scratching according to how much is possible for you.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	And then puncture the white bile filled with water through an expanded incision and extract all of the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	And then separate between the two lips of the incision with scissors and extend bile up to your parts; do not touch the generative organs including the region, and cut through the bile in that manner which is possible for you.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And you should enter that inside him in pieces or in parts, and especially in his delicate stomach, for if you do not examine meticulously the insertion process, it cannot be guaranteed that the water will not return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	If the other person performs this outside of your body during your operation, when you have completed the section of the appendix, return inside him then adjust the two openings of the genital canal with stitches, and treat that wound like the others, until it is healed.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if you find that the other person is affected by another illness, then cut off the vessels under the suspensory ligament, and remove the other person, and proceed to treat it as we have said.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	If the water is added in two parts each time, then you know there are two hernias; therefore, enter that part as you did with the other equally; and if it's clear to your eyes that it's an operation, then do it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	And then you clean the wound, and between the sections use wool submerged in oil or greased with oil; then place another piece of wool which has been submerged in wine and oil, and spread that over both legs and the belly; then place more cloths folded and powders above it, and cover those from above with a cloth as this shape:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And let there be pressure with two cloths filled with wet wool according to this resemblance; let the ends have a grip that presses against dry wool or wet wool, and place them in the crotch of the underwear, one end going into the other from behind like a loop. The second end should go near the waistband of trousers. Let there be two ends at each thigh, and two others at the elbows, and all pressure should be adjusted within the crotch of the trousers.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	Sometimes this kind of hernia is medicated artificially with a cautery instead of surgical removal; you should use a small surgical knife for the cautery, and cut into the genital canal, then ignite according to what we have recommended when the white appendix containing the water becomes visible. Then you proceed with the cautery as follows:
e es asemblat a letra greca.	And it resembles Greek lettering.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And you should pierce that appendix, and ignite when all the moisture is out.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then extend the appendix with scissors, and scrape off the edges with scissors, and use a small heated cautery. Then cut that section as much as is possible while removing everything; and be careful not to let the fire touch the wound.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	Know that this operation is safer and further from the wound's discharge than simply treating with medicine, and better than an operation on a section.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	If you experience an adverse reaction in the form of pus at the time of section or cautery, or from wound discharge, then understand how this adverse reaction affects you and apply the corresponding treatment for it as indicated, adapting your healing regimen accordingly.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	If the patient is scared and doesn't anticipate a second operation due to its horror, then administer perforation according to what I have advised; and it's when you are certified, based on what we discussed about meanings, that this particular hernia is water-filled.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	And understand that you should lift the patient onto some elevated bench, then puncture the abscess at the lowest part of the affected area with a small hole, and proceed with the puncturing according to the length of the body.
E sia la apercio ampla entro que corro tota l‘aygua.	And let the cut be wide so that it drains all the water.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	And then place your hand on that spot and smooth it out, so that all the remaining water can drain away.
E aprop cura aquel entro que la plagua sia sanada.	And then treat that until the wound is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	If there is a conflict in the water discharge at that time you puncture it: this action should not be carried out unless the white pus in the wound's opening causes a conflict and prevents the flow of water, then proceed to introduce an instrument into the wound with which water from the dropsy is extracted, the shape of which precedes; or adjust on the edge of the wound a small.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And know that the water returns, and it is purified around three or about those months; and when it increases, then pierce according to that surgical method, so that the patient will pass their days.
Capitol .lxiii.	Chapter 63.
De seccio sobre hernia carnosa e la curacio de lu.	About the section concerning fatty hernias and the treatment of the patient.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	And know that in the section concerning this kind of hernia, there is loss of strength due to anaemia in major organs; so it's my view that you should seek relief and be saved by that better.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And I am remembering the operation on that and the specifics of the punctures.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Therefore, it is stated that the punctures occur in the parts where the glands are formed and this happens due to various causes: or by an acute overflow of pus, which spreads to the glands, or by percussion.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And the color of the abscess is according to the color of the body, and it doesn't stop in your pain, and it's a heavy abscess.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	And a lighter one is an evacuated abscess, whose color is dark, and it doesn't move in you.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	And sometimes some swellings are caused by the constriction of the veins, and due to this swelling you can already remember it, or due to swelling in the veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	And you should know that this is due to the spreading of pus when you press on it with your fingers; and don't proceed if you touch it.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	And that which is done due to swelling in the veins does not spread from any cause when you press it with your fingers. You should proceed with nothing.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is possible that for this type a section can be done and for the others; you should incise the duct of the glands, bring your hand close to the upper parts, extract the white pus, release the suspensory ligament of the veins, tie them up, and incise the pus ligament that you release from all parts of the area above.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	And if the hand is already on those consolidated areas, then proceed to extract the hand and make an incision there.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is adhesion due to some cause of the spleen, or between what is between the layers, then proceed as you release all that adhesion and make an incision through a round incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	And if it's a new formation of tissue in the location of the adhesion which is behind, then proceed to make an incision through all that belongs to you, and extract the hand as we have said.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	And once your operation is complete, then fill the wound with oiled cotton and vinegar; and after that take care of it with other treatments until it heals.
Capitol .lxiv.	Chapter 64.
De la curacio de hernia que es de vitz.	About the treatment of hernias that are related to veins.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	It is an abscess wrapped in some kind of covering resembling a sprout with softening of the testicles, causing difficulty in exercise and walking on the body.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And for the treatment of this ailment there is concern due to this which leads to remembrance.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, proceed as you would say operation in that according to what I did first.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And it is said that you should have the patient lying on an elevated bed; then proceed to prepare the suspensory ligament of the testicles at the lower parts; and hold up your hand with the duct of the glands in your fingers which are close to the veins; take those other ministers, and extend them vigorously.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	And proceed to make an incision through the lower abdominal area diagonally across the veins where you will find the veins exposed.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And proceed to scrape off all parts in this manner as we have said in the extraction of veins which are located in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And proceed to insert in those a needle with a double thread, and tie that at the first of the locations where you encounter vit, and tie that another way at the end of them.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And proceed to make incisions in the middle location on a straight diagonal according to the length of the body, and extract that which is aggregated from the moist, foul and corrupted fluids.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And proceed to treat the wound with treatment for other wounds in which you wish healing to occur due to those that cause the veins to turn from one of two glands; it is not bad for this.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	And if vit occurs in all the veins, then proceed as you would have the testicles be extracted or that the testicles are cut through this to remove them from the veins, so that they are deprived of all nourishment by the incision of the veins, and become stagnant, or that it is done for oneself so as not to grow in those.
Capitol .lxv.	Chapter 65.
De la cura de hernia entestinal.	About the treatment of intestinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The occurrence of this hernia happens due to a section that extends in the spleen over the abdomen from parts of the intestines in the belly, so putting back those contents of the rupture into some of them.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	This rupture can be due to the chest or to the exhalation of the patient, and these two species occur due to certain causes: from percussion, or through impact, or through loud noise, or due to elevation by any heavy cause, or due to movement.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	The sign of this condition, when it's due to the expansion of the chest, is that it occurs gradually over a long time, and doesn't occur suddenly. It forms an abscess evenly within the pleura because the chest compresses the lung.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	The sign of this is when it's due to injury of the chest; at its onset, intense pain occurs suddenly. It forms an evident abscess far from the pleura line that appears visibly, and this is due to the displacement of the lung, and the body responds by moving parts away from the chest area.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	Sometimes, swellings are left outside on the abdominal wall, and this type of hernia is called intestinal hernia.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	Sometimes swellings are caused by coughing, and sometimes they occur inside the abdominal cavity through a wound; here they get stuck, causing a severe ailment in patients. Sometimes these lead to painful conditions that worsen significantly when pressure is applied.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	In the treatment of these species of this ailment, there's fear involved, so it's necessary to ensure that hunting doesn't occur in that area.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	The method for the operation of this is that you command the patient to return the hernia to its cavity with his hand towards the inner parts of his abdominal cavity if it returns upon his own effort, and then place yourself over his back between his chest and your hands, lifting up their limbs.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	Then cut the seam which joins the abdominal cavity to the upper parts, and incise the testicles' seam all along; then make two cuts in the section according to your need for opening that section there.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	And if the section, according to how much you can possibly make from it, should leave a hole in that area.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	Then scrape that chest off the parts which are left of the testicles' seam, while the white hard chest is exposed from each part.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	And then you insert your finger into that which severs the testicle, into that which is between the white chest, which is left from the hole, and between the chest according to its position, and rinse with that adhesion that is in the part behind the hole.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	Then pull the testicles seam away from the inner parts, and do this while stretching the white chest on your left hand, lifting up the hole to the part of the section; command the assistant to stretch the hole upwards and you dissolve that adhesion behind with a full solution.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And with your fingers, ensure there's no cause for the lump to be enclosed in the hard white chest.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	If you find any cause in him, then remove that from his stomach.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	Then take a needle with thick thread of about four threads, insert it through the chest, which is below the seam of the testicles; then incise those ends that emerge from the thread inside where there are four threads, and then weave some of them together in a manner resembling a cross; tie with that part of the chest which we said leaves the seam of the testicles with strong tension on two parts.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	Then wrap those ends of the threads and tie them firmly where none of the blood vessels that nourish those can pass any cause for an abscess to form here.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And make another firm opening three fingers away from your first line, far from the middle of his abdomen. Then smooth that part of the chest which leaves the seam of the testicles in proportion to the size of that mentioned, and cut around it completely according to roundness, leaving out the hole.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	Then cut into the part left of the seam of the testicles through the section which carries strength and health as we have recommended in what we have said.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	Then apply wool soaked in oil, and rest on the wound; then administer the thread we recommended (and as some swellings of the white chest are treated with cautery, which was mentioned near the incision for bleeding points, certain swellings cause those) then smooth the thread so that it can fall by itself.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	If hunting in him is delayed, then let it be immersed in hot water and rest on that part where it can fall as we have said.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And then heal the wound with the other healing method for wounds until it is healed.
Capitol .lxvi.	Capitol .lxvi.
De hernia ventosa.	De hernia ventosa.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this hernia, no one has seen that it was burned during its treatment.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	And the early ones would say that it is done like we have recommended for the hernia which is through veins; namely, you guide the vessels close to the section near that one, and then dry out in the middle area around there an abscess at this place where I open that part, within which the vessels would fall.
E cura la plagua segon que havem dit entro que sia sanada.	And cure the wound according to what we have said until it is healed.
Capitol .lxvii.	Chapter sixty-seven.
De la disropcio que es fayta en les anguonars.	About the disorder that occurs in the kidneys.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Sometimes there are injuries that lead to rupture in the kidneys as we have said, and you should find the spot.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	And do not attribute any causes of hernias to the body; if they do occur, there are few; and return them to their place at all times.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	If this lasts for an extended time at this point, it causes a fissure in the chest cavity so that hernia falls into the chest; this happens due to the extension of the chest as we have said, the cause being that the chest is stretched, and nearby the area becomes inflamed and you will find it.
