Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	The mistake in refinement is that if you cut too deeply, you will remove the entire intrinsic foreskin or part of it; thus you must be careful with your incision.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	So consider to expand that of your time on your circumcision in front of the location and cut that according to equality.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you cannot have it on your circumcision, then cut off that one and cut that (the foreskin) there.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	And if three days have passed, and there is still an inflated state of the circumcision, then you should let that inside so that it softens the pus cavity, and scrape that with ease, and cut that according to what suits you.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And be careful of the tip of the foreskin, which will not belong to it.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And then treat that with what allows the wound to consolidate using those powders that we have recommended in the section on powders.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	And if it has been cut through the foreskin at the point of incision, and follows over its parts above, this should not be visible to him.
E mays cura aquel am aquo que havem dit entro que sia sanat.	And treat that as we have said until it is healed.
Capitol .lviii.	Capítulo LVIII
De curacio de urina retenguda en la vesiqua.	On the treatment of retained urine in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retention of urine in the bladder can be caused by obstructions due to kidney stones or an inflamed bladder wall, or by obstruction from a foreign body or a string, similar to what we have discussed about treatment methods in the sections.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	And if the urine is not dissolved, and there is retention in your bladder due to a kidney stone which is in the neck of the bladder, then consider that the pelvis should be pressed against his buttocks.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	And then place his legs under him and stretch his belly from the part above his buttocks, and the pelvis should press against his as much as he can.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	And then the neck of the bladder is compressed to expel the stone behind it, so that the urine is expelled completely.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	And if it is not dissolved as we have said and the cause persists on his pelvis, then consider that you should administer an extraction to him with a tool called a syringe, which has this shape: It is made of silver and is very thin like wire, similarly like the tip of a pen needle with its thinness equaling about half the length of a palm's width, and it has a fine tip at the end.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	And the way urine excretion takes place through that is: take the curved penis and bind it with wool or leather for good fit; insert the ends of the penis into the opening of the catheter, and cut off any unnecessary cause of the wool, but deeply insert inside the catheter with vigor. And later, adjust the catheter on the edge and on the album of urine.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And have the patient lie down on their side, and clean the bladder, and anoint the penis with a mixture of oil, olive oil, and water.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	Then insert the catheter so that it reaches the root of the penis; then fold the penis over towards the navel; then push in the catheter inside that; then push in that part until it reaches the bladder; and let the patient lie down so as to reach the empty cause, and do not proceed as described here, but follow the body where there is distortion.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	And gradually extend the penis with the wool little by little, for urine soaks the wool.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	And extract that and do a cure with urine, and use the catheter, don't stop doing this and use the catheter until the bladder is emptied and the patient finds relief.
Capitol .lix.	Chapter LI.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	Of the quality of bladder irrigation with vinegar and the tools which should be in agreement with this.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When an ulcer or abscess occurs in the bladder, or if there is congestion within it, or if it is constricted by inflammation, and you want to distill water and medicines into that area, then this clamp is used, and this is its form:
sino que en la extramitat de lu es sorda, so es clausa.	And if it is closed at the end of this, it is then sealed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that there are three parts: two from one side, as often times.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	At the beginning is a concave spot where this is placed, and according to the quantity that displaces it, it's added, within which whenever any cause is driven away by that from the moisture, it is drawn away, and when it is expelled, it draws moisture in itself. When it's expelled long, as it makes use of the clamp, on which naphtha is poured in naval battles.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	So if you want to dry up moisture in the bladder, insert the tip of the clamp into the wetness and draw out whatever is pushed up there from above, for the wetness is drawn into the cavity of the clamp.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	And later insert the tip of the clamp into the penis according to what we have discussed about the catheter; and then push out the wetness with whatever you're pushing in, for that wetness immediately enters the bladder and lets the patient lie down.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	Shape of the subtle catheter through which the bladder is irrigated, and this is its shape:
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And it should be made of silver or copper, such that its tip resembles a small feather, and let the inside of its canal be smoothly hollowed out.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	And later take the bladder in motion, and pause there the moisture you want to irrigate into the bladder, and then place that between two pieces of hard ligature with a double-ended tool, and heat that moisture over the fire.
E aprop entromet la extremitat del cristeri en la vergua.	And later insert the tip of the catheter into the penis.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	And later, place your hand on the bladder with the moisture in an extended position, so that when the patient lies down, that moisture has reached the bladder.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	If you do not have a bladder present, then take one from pig skin and make it into that circle; and puncture all of its roundness; and later insert a strong rod in those parts, as they are turned; and later add the circle similarly when added, since you place there whatever moisture you want from the water, oil and water.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	And later you place that in the tool and do it as you did with the bladder, expressing your hand so that the moisture reaches the bladder.
Capitol .lx.	Chapter LX.
De extraccio de peyra.	On the extraction of bile.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already discussed the divisions of bile and its treatment with medicines, and the difference between bile produced in the gallbladder and bile produced in the bladder, and the signs of that.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	And we have said about bile where surgical operation is done with my hand and sectioning.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	The bile produced in the bladder is precisely that which is found in the bladder.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And I will narrate that more clearly and briefly in exposition.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	Thus I say that bile produced in the bladder predominantly occurs in children; and the signs of this are that urine discharged from the bladder resembles water in its subtlety, and sand appears there; and the patient rubs their penis, and red spots appear on penile skin, and later they are dried; and under this condition they have a hole in the anus filled with lumps of those substances.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	And it's quick recovery for those children who have reached twelve years old; and it's difficult treatment in the elderly.
Mays en les joves es migiera per aquo quar es entre aquels.	In young people, it is halfway through this because it is among them.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And for the one whose liver is larger and recovery is quicker; If it's smaller, it's against that.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	So how do we approach treating that, start with the beginning of that which we reform when baptizing him who extracts the whole opening of the spaces where they have their intestines; for that opening in some occasions prevents the liver from being questioned about them.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	And then take the patient onto their feet and adjust them so that he feels a burning sensation under him to make the liver descend into the bladder opening or it jumps out from any place or in some occasions.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	And then make that incision between your hands prepared, and the hands of him leave his belongings, so that the bladder can be completely made to decline towards the parts left.
E aprop perquier aquela e tota aquela deforo.	And then remove that and all of that excess.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	So if you feel the liver in the space, then you take care right away about it.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	And if you don't feel it all right away, then take that with oil on your little finger of your left hand, if the liver is for a child or if the person is an adult who has reached puberty and insert that into his anus.
E perquier de la peyra entro que stia dejos le tieu dit.	And remove the liver where it was left with your finger.
E converteys aquela petit a petit entro al col de la vesica.	And convert that little piece gradually into the neck of the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	And then press on that with your finger and expel it outwards towards the parts outside of the place where you made the section.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And tell the surgeon to press on the bladder with his hand; and command another surgeon with his right hand to extend the genitals towards the parts above, and with his other hand apply pressure to the navel which is left by the genitals in the part where the section was made.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And then introduce some foam from that, this is its form:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	and divide it within him that which is between the anus and the genitals, not in the middle place, before the left thigh; and make a section over that liver and your finger is at the anus, and made transversely, so that the opening outward is wide and inwardly narrowed according to how much I removed of the liver it must be for him, and not more than this, as we restrain your finger which is in the anus the liver must be over the section, and it is forgotten about infeasibility.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And know that there are some parts of the liver that have angles and borders, which makes his ejaculation difficult by this.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And from that which has a lion-like appearance to gleam, and it is round, and it makes him have a quick ejaculation.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	So if it's the one that has angles and edges, adjust in the crack.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	And if it's not like this forgotten about, then take that with your fingers over it, or strengthen over it decently, the tip of which is like a file on which you press against the liver and don't escape from him; or insert his left instrument of curved tip.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	May if you can't over it, then widen the tool a bit, and if you feel blood flow, cut into strengthen that with acidified vitriol.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	May if the liver is more than one, then at the beginning you push your hand into the opening of the bladder, and gradually cut over it; and then push slightly towards that area; and similarly proceed if they are more than two.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	And if it is large liver lump, then ignorance is that you cut that with a large incision, which happens to the liver one of two causes: or it dries up or becomes absorbed in its continuous urine distillation, so that the place does not become entirely consolidated.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	And if you administer expulsion of him that is forgotten about, or carve in the fracture of it with scissors where he extracts that in pieces.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	And once you have completed your operation, then fill the wound with ashes of aloe and dragon's blood, and strengthen that.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And place over it cloth dipped in oil and vinegar, or in grated oil and water rubbed, so that the pus cavity can be reduced.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	And then elevate the liver over his throat, and do not loosen the string in the third day.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And once that has been loosened, wash the place with water and hot oil, and then treat it with diaphanicon ointment and with diabazilicon ointment until it is healed.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	And if in the wound pus cavity occurs, adjust and corrosive, and from that resembling this when his urine is in the bladder frozen, and for him it is forbidden urine (and this is known by the discharge of urine with blood), then take your finger into the wound and extract that urine, for if Roman causes the bladder to corrode the bladder and its putrefaction.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	And then wash the wound with vinegar mixed, water and salt, and against all species, with that which you consider appropriate for healing until it is healed.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And in all the hours of total treatment, you must attend to both thighs and adjust the medicines which are applied to that place.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the kidney is small and located in the middle of the bladder, and urination is forbidden, then treat that with what I recommended beforehand until it reaches this section; and as part of this treatment complaints about this condition are reported to be limited; and having done so, and now take a perforating iron file, which is the shape of this:
de triangulada extramitat, agut, ficat en fust.	of triangular end, sharp, inserted in the handle.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	And take the file, and with that on your side leave the kidney near the patient's bladder so it does not return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	And then insert the iron into the kidney, piercing with ease until the perforator reaches that kidney.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	And with your hand, rotate the perforator in that small kidney gradually, making the perforation inside while letting the other side penetrate; as soon as urine is liberated.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	And then press your hand on that which is being operated on of the kidney at the end opposite the bladder, when that has been punctured and sealed by urine, and the patient is healed.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	And if this treatment is not suitable for any reason preventing that, then leave the kidney with a file, and another file on the kidney.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	And then cut across the kidney in this bladder between two ligatures.
E aprop extratz aquela.	And then remove that.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	And then untie the ligament and change the position of the organ that is disturbed in the injury.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	And it is not necessary to leave the file on the kidney, only so that it does not return to the bladder. The other ligament above it stays in place, as when the file is removed from near the exit of the kidney, the disturbance returns to its place and regains the injury.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And for that reason it is necessary when you have the file above, that you lift the disturbance to the parts above, or that it returns to your own level, and regains the injury in this way as we have said.
Capitol .lxi.	Chapter 61.
De extraccio de peyra de las femnas.	On removing a kidney of a woman.
Peyra en las femnas pauc es engendrada.	In women, few kidneys are produced.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	And if you find a kidney in one of those, then treatment for that is difficult, and it is forbidden by various methods.
La una de lor es quar la femna fort leu es verges.	The one of them is that the woman's urine is long.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second is that you do not find a woman being able to describe if she miscarries when pregnant by a man or if she is barren.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	And the third is that you do not find a woman knowing this art, especially the operation with her own hand.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth is that the location of this section near the kidney in women is far from the location of the kidney, so you need a preliminary section, and there is fear in that.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	And if necessity compels you to do this, then seek out a pregnant woman who knows, and she will be found.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	And if you are lacking that, then find a skilled pregnant woman or show one a married woman well versed in women's affairs, or a woman who has had part of this skill taught to her.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Then have that woman present and command her to do all that you tell her, from the inquiry about the kidney to the beginning; which reason is that she observes if the woman's urine is long, then make what she says true in her own belly and find the kidney.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Then if you find that one, constrain it with what she says, and then command her to cut into that.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	And if it is not long, then command the matron to insert what she says in the woman's belly and inquire about the kidney, because place her left hand on the bladder, and press that well.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	And if you find that one, then gradually increase that from the opening of the bladder to the parts with the strength of her own hands until it reaches the space between the thighs.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	And then cut into that position at the edge of the woman's belly should reach the space between her thighs from any part to where she stops and center the kidney in that area, and let what is said by her not be increased by the kidney.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And the section is few at the beginning; and then insert the tool on that section, and if you feel the kidney, then adjust the section according to the quantity that she knows the kidney should be removed from that.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And know that the species of kidney are lumps: those of them are few and large, rough and sharp, long and round, and have tails.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	And therefore know how many species there are from you for this reason that you indicate about what you want.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you see the disturbance of the organ, adjust at the place broken into and take that for an hour until the disturbance is removed, and then return to your operation until the kidney is out.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And make ready for yourself the tools that you mentioned in the removal of a kidney in men, so that you may be helped by those in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you want the disturbance to leave, and know that the expulsion of the disturbance is from the place that is cut into, then you sprinkle powder over the area and strengthen it with powder and constriction descent, and do not repeat this; and leave the kidney and do not remove it, for a woman's urine will die.
E aprop cura la plagua.	And then treat the wound.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Therefore when the sharpness of the disease has subsided somewhat after several days, and the location is settled, then you return to your operation while the wound is still visible.
Capitol lxii.	Chapter LXII.
De seccio sobre ernia acoza.	Regarding the section on inguinal hernia.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	An inguinal hernia is nothing but an addition of moisture in the white muscle, which contains the testicles and is part of the male reproductive system; it is called the testicle.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And sometimes it happens in the proper abdominal wall which nature has prepared for him at the location of the sperm, when it is cut that there is already another sperm; and it is the reproductive system between the white testicle, which we have mentioned, and it is not this but a twist.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the generation of this hernia is due to debility that affects the reproductive organs, so it inundates this matter into those, and sometimes hits affect these organs with a blow made on the testicles.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this moisture has various colors; or the color of it or it declines to yellowish or bloody, or reddish, or it is black and fatty, or it is watery white, and that is what matters.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the signs by which one knows where this accumulation of water is in this case: if it's in the white testicle which we've mentioned, then the pustule becomes red and slightly elongated like a sperm figure, and the testicle appears, as the moisture extends from all sides.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the moisture is in the proper abdominal wall, then the pustule becomes red at the location of the sperm and that's why we estimate that there is another sperm.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the moisture is between the reproductive system and the white testicle, then there's a twist.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And if you want to know the color of the moisture, then you inspect the color of the moisture in the pustule at the site of the incision; and according to what exists in the mark left by the incision, judge what is inside it.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	So when we come to the treatment of this case, then we instruct that if it's possible for you, let him use diuretics and increase his fluids intake.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And then have him rest on his back for some time or another, and place your wet cloths under him.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	And then place yourself on the left part of him, and instruct that the attendant follow on his right side, who will extend their arm to one of two sides towards the location of the testicles and the navel area.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	And then take a long blade, and split the testicular system from its midpoint longitudinally towards the belly button.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And make the section according to straightness equaling the line that should be of the testicular skin, going up until it reaches the white part of the testicle.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	And cleanse that, observe and guard yourself so as not to penetrate that; and your cleaning goes up until it meets the sperm more easily and skillfully examine your cleaning according to how much is possible.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	And then pierce the white part full of water with a wide hole, and extract all the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	And then separate between the two labial sections with scissors, and extend the white part upwards; don't touch the testicular system, and cut the white part in that manner as is possible for you.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And cut it all or in pieces, especially its finer part; if you don't examine the incision precisely, there's no assurance that the water won't return.
