Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	If the wound is large, then you should apply suture or tie up the lips of the patient, and then treat that with powders until it is healed.
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	If the wound has depth or occurs at the lower part that forms pus, then puncture it in the deepest area of that place.
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	If the wound has already been incised and blood flow is obtained, then separate or dry it, or tie it, or cauterize it if necessity requires that.
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	If you have already incised the tendons of the jugular or all of them, and so have saved the veins in the throat, then adjust the lips of the defect with suture over the lumen of the jugular without touching that; equalize that and return it to its natural shape, and strengthen that with a decent structure afterwards, let it rest for several days; and treat that with ointments where there is vasoconstriction and stimulation until it heals.
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	If the infection has already spread throughout the body, then you strike there, and if it contains pieces of the infected material, extract all that you can from them; and for what cannot be seen or is not visible to your naked eye, look inside until the infection recedes, separate it, and remove it completely so that it will alleviate his suffering.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	And if the disease is recent, then sprinkle over it the powder which has been recommended to you.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	If there is a fistula in the disease, then treat that with what will bring its memory to your head, approximately akin to surgery.
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	For diseases of the stomach or lungs that occur between the shoulders, treat them from the space or the armpit or the breast or the ribcage.
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	If it's a rib or breast impact, and you measure its depth, then note that if the patient feels windiness during pain, it means that the disease is fatal.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	And if there is no depth to the disease and it's recent on their skin, then you should apply to them with the first mixture of powder, but don't rub it in case it gets retained at the depth under him and returns to his body causing pain. Instead, pause on them with an attractive ointment, and rub that twice a day.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	And if the ointment is not available, then you should press on the opening of the disease to let out what comes from humidity; and make the patient sleep over the diseased area so that what is in him can flow out.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	If for three days or more the disease has passed without causing the patient seizures, cardiac palpitations, nor constriction of his limbs, and he remains in good health with other good treatments given to him, then you can conclude that the disease is saved; and from then on treat it with rest and along with other remedies until it heals.
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	If the healing of the patient is not justified, and this has been open all the time, then you can understand that a fistula has already formed; so treat it accordingly from its head.
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	And if the disease is due to a cut in the armpit or breast, and it's simple on the surface of the leg or both, then treat that with what precedes suture if it's large, or with powder if it's small.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	If it has already spread throughout the body and you have incised him several times, then you tighten the disease and extract those pieces if they are separated.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	If they are not separated, then you allow everything inside until the disease subsides, and extraction of them is alleviated.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	And for other diseases that occur in the other limbs, juvenile treatment follows what we have said.
De las plaguas del ventre.	For diseases of the abdomen.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The indisposition which occurs in the stomach is either large, or small, or intermediate.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	For the large ones, some operations are performed on the intestines or nerves of the intestines, so that an intrusion into them and their suture should be more vigorous and finer.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	And a small disruption is made difficult by another method, and you realize that the reduction of them is much more difficult, if you do not take care of their intrusion into their place immediately, which when it opens becomes larger because the material of him makes its operation difficult.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	And therefore the best disruption is intermediate, where the reduction of the intestines is not difficult there, similarly to how it is difficult in the other two species mentioned above.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	And know that suture of the stomach is according to four ways, but two stitches are common that you should consider in stitches of other diseases of the heart.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	And there are two other proprietary stitches that communicate with other diseases, but they are more proprietary in the stitch of the stomach.
E yeu recomti a tu quascuna am exposicio e declaracio.	And I advise you on every exposition and declaration.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	So I tell you that when the disease is small and a cause of the intestines occurs there, making it difficult to reduce that, then this situation can happen in one of these two ways: either due to the smallness of the disruption as we have said, or when the intestines are swollen by the coldness of the air.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	And when this is so, you must cut that away by submerging a sponge in hot water alone, or you take it from water squinting, and cyperum, and spices, and you immerse the intestines into that until the swelling resolves.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	And sometimes this is done by doing it in which there is astringency, and it's better than water alone for resolving the swelling.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	And so when you have resolved the swelling, then you moisten the intestines with water in which garlic and marjoram are added, for through this its material is alleviated by a few causes.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	If its material is relieved with this treatment, then divide the disruption a little with a tool on which there are needles.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	And the first treatment is better when it's properly done that it doesn't dry out, and there shouldn't be an operation to dry out near necessity and deficiency.
Del instrument, sec se la forma de lu:	Of the tool, if its shape is as follows:
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	The one part of the tool is sharp, and the other part is not acute, and its extremity is subtle, but it should not be as subtle as a needle before being blunt for just a little.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	And so when the wound is enlarged and extends beyond the belly, then it must ensure that its reduction follows the shape of its natural form, in its proper place. If possible, this should be done on the belly, which is better.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	When the disruption is extensive, and it's in the lower part of the abdomen, then you must make the patient lie on his back, place his hands higher than his head; and if it's in the upper part of the abdomen, then you should place his head and feet higher than the sides.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	And similarly, if the disruption is in one of the two parts of the abdomen, then you should contemplate and consider at once regarding it so that the part where the wound is can be higher than the other.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	And thus, you should administer this in large wounds and in medium-sized wounds.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	And in small wounds, use this as your preparation, and make sure that the one who administers it is among your best, so that he has all of the disruption under his hand and adjusts the patient's limbs. Then proceed to uncover from one place to another, making sure not to cut any stitches unnecessarily.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	This is the common method of suturing: when you take the needle, or count the number of needles according to the width of the wound; then lay off from the tip of the disruption of the ring finger, and tighten the needle one, or another such that no thread gets into either end of the cord, both ends of the middle part where the threads are left inside, so that it makes that penetrate that part; and you have added both ends of the cord and both ends of the middle part, making four rows.
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	And then tighten the thread double in the circuit of the needle, and stitch both sides at once for several times, and then add both the limbs and wound by gradual addition; and then smooth out the thickness of the finger and place another needle there, and stitch that with the same as you did with the first needle; and do not stop doing this until you have completed all the contraction of the wound.
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	And let the needles be medium in hardness and delicacy; for fine needles lightly cut into the flesh; and thick ones are difficult to insert in the thread, so you must ensure they are medium in both delicacy and thickness.
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	And don't have the needle placed in both ends of the thread closely together, so that the flesh is not cut lightly and the wound opens before its healing.
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	And don't extend stitches unnecessarily for the wound not to be prevented from healing properly.
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	And then insert the ends of the needles so that they don't displace the patient from their sleep; you will place powder for spreading over all sides on top of the stitches, having the needle ends there; and leave them until you know that the wound has already consolidated.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	And this type of suture with needles in a hand method is more suitable for small wounds, where until the stitches are made using one or two needles around them.
Mays la segonda sutura es cominal: e es que tu aministres am sutura las quatre extremitatz, de la codena e doas extremitatz del ciphac, en una veguada, am agulha en la qual sia fiel envolopat engual en subtilitat e grosseza.	And the second suture is common: it involves administering stitches with all four ends, both ends of the thread and both ends of the middle part, in one go, using a needle where the thread is enveloped evenly in terms of delicacy and thickness.
E aprop quan am la agulha auras penetrat aquestas quatre extremitatz, reduzeys la agulha de aquela meteyssa partida de la qual comensest, per so que le fiel retrayt caja de la pus subirana partida a la plagua, per so que la sutura sia segon sutura de drap am la qual les draps so strengutz.	And when you have penetrated these four ends with the needle from this midpoint part where it began, return the needle to that same side part, so that the thread retracts from the lower part towards the wound, so that the stitches follow the stitch of fabric on which the fabrics are tightened.
E pausa entre quascuna sutura la quantitat del gros del dit mendre.	And pause between each stitch for the thickness of half the width of the finger's middle part.
E aquesta sutura sabo les homes.	And this suture is known to men.
E am tal sutura yeu cozegui la plagua la qual era accidida a un home en le sieu ventre le qual era stat plaguat am un cotel, e era la disrrumpcio de la plagua major de un palm, e era eyssit dels budels entorn dos palms del budel del mieg loc e era la disrupcio en le mieg del membre; e adonc yeu reduzegui aquel depus que le budel havia stat foro la plagua per xxiiii horas.	And with this type of suture, I healed the wound that happened to a man in his abdomen which was hit by a stone, and it was the disruption of the larger wound being as wide as one palm, and it was located about two palms away from the belly at the middle point; and then I reduced that deposit after the intestine had been pulled out for twenty-four hours.
E la plagua fo consolidada en le spazi de xv dias o entorn, e curegui aquel e es sanat; e aprop aquo visquec per motz ans, e es conversat en las suas disposicios.	And the wound was consolidated within fifteen days or so, and I treated it until it healed; then apply that poultice with warm water for several times, and then it is discussed in its condition.
E les autres metges havian jutgat que no fora sanat; e per miracle foc, quar yeu no curegui aquel am enguent, quar era en loc en le qual enguent no era atrobat ni deguna medicina, mays pausegui sobre la plagua coto viel dos veguadas lo dia e ablucio assiduo am aygua de mel entro que foc sanat.	And other doctors judged that it was not healing; by miracle though, for I did not treat it with oil, which was in a place where oil could not be found or any medicine either. Instead, I would apply on the wound like a thick layer twice each day and frequently bathe it with honey water until it healed completely.
Mays yeu diyre dos specias de sutura proprias segon narracio de Paraula.	And I will tell you two kinds of my own suture methods according to Paul's narration.
E es que tu comenses am sutura de la codena, e entrometas agulha de la partida deforo a la partida dedintz.	And it is that you begin with the stitch of the thread, and insert the needle from the outside to the inside part.
E donc cum la agulha penetra en la codena e en aquel meteys lacertz segon rectetut e en longetut de tot le cos, e layssa la extremita del ciphac en le qual has entromesa la agulha; e fay penetrar en la autra extremitat la agulha de la partida dedintz a la partida deforo en l’autra extremitat del mihat.	And when the needle penetrates into the thread and in that, it inserts nails according to rectitude and length throughout the entire body, leaving the end of the middle part in which you have inserted the needle. And make the needle penetrate at the other end the needle from the inside part to the outside part at the other end of the spine.
E don cum tu auras fayta aquela penetrar, lahoras tu fay aquela penetrar autra veguada en aquela meteyssa extremitat del mihat de la partida deforo a la partida dedintz; e leyssa la extramitat del ciphac que es en aquest latz, e fay penetrar la agulha en l’autra extremitat de la partida dedintz a la partida deforo.	And when you have made that penetration, then make another penetration in that middle section of the body's extremity on the opposite side to where the exit was; and see the extremity of the spine which is in this part, and pierce it with the needle through the inner extremity of the exit to the front.
E fay penetrar am aquela la tua penetracio am la qual fas aquela penetrar en le ciphac en la extremitat del mirat la qual es en la partida de lu entro que tot aquel penetre.	And make that penetration also through the middle on which you made the other one in the spine, at its extremity which is at his inner part where all of it will penetrate.
E aprop comensa de aquest meteys costat e cus aquel am la extremitat que es del ciphac en l’autra latz, e extratz la agulha de la codena la qual penetrec, e aprop redutz aquela en aquela codena e cos la extremitat del ciphac que es en l’autra costat am aquesta extramitat del mirat; e extratz aquela de la codena la qual es de part de lu.	And then start from this middle side and pierce there at the extremity where is the spine on the other side, and remove that needle from the thread which penetrated it, then return that to that thread, and pierce its extremity of the spine which is in this outer part at this extremity; and remove that thread from the other end which is from his part.
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	And do this once and again, and do this once more between them where you will sew all that is outside according to that example.
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	And the completion of this method of suturing is that you sew with suture thread through the skin where you will stitch the skin together, so that you sew the spine once from the part of the end of the needle line and then leave that second round until it is completed.
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	May this second specific suture method which is called Gualia by some surgeons, and it consists of their discussion about it and what they recommend, that you sew it according to its similarity where certain surgeons stitch it. So they add the entire part to its corresponding part based on nature; and apply the extremity of another one from them and the extremity of the patient to the other extremity of him, and this is done according to how I have recommended to you.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	When you place the needle at your fingertips of the outer part, make that penetrate into the inner part in that sole, and leave two extremities of the spine; then return the needle and make it penetrate from outside to inside through two extremities of the spine.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	And then return those twists, and make each one of the inner part penetrate inside to the outer part in two extremities of the patient other than they are on this opposite side.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	And this method of suture is better than the common light sewing, and it is a suture from which there should be a reminder.
Aquest es le sermo de Gualia	This is the method of Gualia.
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	And thus they would say that abdominal suture is corrected with two needles, so you will insert into these each one a thread, and begin with the needle introduction of what should be yours, then make it penetrate inside to this opposite side according to those who stitch them in equal bodies.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	And know that when the rupture is in the middle location of the belly, then this stitch will be more difficult than from other locations of the belly.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	And the judgment of treatment for plague is the judgment of the other plagues.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	And this reason is that when you acquire plague in its initial stage before the air alters it, and reduce the swelling and stitch it up appropriately afterwards, then place upon it carminative powder.
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	And if the air has already altered the plague, then place upon it some ointments which are among your possessions so that they harden and bind the threads, and make the spine and patient firm; and then treat it similarly as with the treatment of other plagues so that it is healed.
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	And if the medicines are not among your possessions, then place upon it immediately, because it begins to weep pus and yellowish fluid, and change that two times a day, as you have been taught, until it is healed. You would not need other medicine in various conditions when the plagues are simple.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	And if you fear that the plague might spread to the main limbs, then consider this: immerse wool in oil of good quality or in melted oil, and place it around the areas between the armpits and leave the rest alone.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	And if there is pain or putrefaction in his swellings, which are at these times, then cover that with a black stinging vinegar, and especially if the pus has spread inside the swelling and has caused penetration discharge into its cavity.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	And know that that which is from the larger swellings is of lighter pus for healing, while that which is in finer swellings is different.
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	And it is difficult to heal that which is called "gun" where there is no recovery from plague for it spans his entire body; and this is due to the large number of veins that are in him and the vastness of them that are in those areas, and due to the subtlety of his body's nature, and due to its proximity to the nature of nerves.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	And if what you are dealing with from the plague is the skin, and you acquire it recently, reduce it according to your straightness on which you will reduce the swellings equally.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	And if it has already spread in him and turned to yellow or black, then strengthen that with a thread over the area that is discolored by him, so that blood flows from this, because in the skin there are veins and arteries.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	And then incise where is another part of the ligament, and place two ends of the thread hanging from the outer side of the plague exit hole for you, so that the attraction of him might be alleviated by your removal of the skin and the expulsion of the pus of the plague.
Rememoracio de las plaguas quan accideysso en le budel.	Recollection of the plagues when they occur in the intestine.
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When disruption occurs in the intestine and it is small, then it is possible that it can heal in some individuals. This is why I saw one who was hit in his belly by a spear, and this was the abdominal plague from the right side of the stomach, and the plague was old and had formed a fistula, and he suffered from cramps and flatulence due to this condition.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	So I pursued the treatment of this already, not satisfied with his healing, but sought to find out that which is healthy within and that the place has been consolidated.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	And I saw the place already consolidated, that you would experience an event of bad on him in his belly; and did not incur any other such bad accident by this mishap and disturbed his natural digestive processes eating and drinking, but instead bathed himself in moderation and exercised in accordance with his diet.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	And some experienced ones have said that when there's an inflammation in the intestine and it is small, then one should tie it according to this manner: you take large leaves; then adjust the edges of the inflammation and place a burning leaf over them; so when he holds onto those and tightens his mouth, cut off its head, which sticks and does not dissolve.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	And continue to place another burning leaf next to the first one, and do not cease this process of applying more leaves as many as necessary for the entire inflammation.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	And continue to reduce that and thus heal the inflammation; and break off those excess leaves inside where the intestine is until it heals; and do not harm the patient in doing so.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	And it is possible that the intestine could be tied with something very fine which is made from beast's intestines, because they are thicker; this being so, you should take hold of the end of those intestine threads, and if they are well trimmed, place their tip next to the end of his own thread, encircling it, and insert that thread into needles and inside that patient's intestine, then reduce it in the inflammation.
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	And this method of stitching with leaves is merely according to a trusted and hopeful path.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	Perhaps if the inflammation is large and wide, especially if it's in one of the finer intestines, then merely treatment involves refinement, rather than a full healing.
De curacio de zuchem e fistula.	Regarding the cure for ulcers and fistulas.
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	Know that all inflammation and abscesses when they fester and become old, result in an ulcer, which does not heal completely over time and is not able to be removed. Therefore, wherever it might occur, this condition is universally named a fistula, and we call that type of ulcer azukem.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	And by the truth, a fistula is a hard, feathery blockage, white in color to which there is no pain and against which one can apply pressure just like with the pressure of squeezing out pus; hence it is called that type of ailment too, namely pus.
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	And in some individuals, there's moisture which produces pus; and if the humidity is reduced, it can be expelled within several hours.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	And in some instances this moisture turns into pus; it's small, dense, and fine.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	And I have already mentioned in the division, as I said about inflammations that all ulcers which are not healing and are not just on the skin need to be due to one of these causes: among which one is due to infection within the body; or due to malnutrition in the person; or when there's hard flesh between them preventing natural growth of flesh; or when it comes from pus formation; or when that ulcer itself is infected and what's intertwined with it is of poor quality; or when medicine is inconvenient for his healing; or when corruption sets in in the area, resulting in an epidemic; or due to nature's tendency as seen in Saragossa where digestive issues are common and post-infection healing takes time; or when there's bone present or dense bones.
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	All these causes have been shown, along with their signs and treatments through medicines as detailed in the division.
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	Thus I will explain to you the treatment for fistulas which are performed through surgical means with my own hands.
