Ayssi comensan las paraulas de Albucasim .	And the book begins.
E diyssero les antics que alcunas veguadas cranc es en loc on es possibla la eradicacio de lu, ayssi cum de cran le qual es en las mamillas o en la coyssa e a lor semblantz dels membres allocat a estrayre tot aquel, e majorment quan es comensant petit.	And ancient physicians said that some diseases were believed to be caused by a vein in the foot.
Mays quan es antiquat e es gra, no cove que te propries a lu, quar yeu non pogui sanar de aquel alcu ni no he vist autre, ni que sia pervengut ad aquo.	When cold and severe, the pain of gout can be cured by cauterization.
E la operacio en lu es quan es allocat ayssi cum havem dit, es que tu precedescas e laysses le malaute e purgues de colera negra alcunas veguadas, e aprop sagna aquel, si es atrobada replecio manifesta.	The use of "a" sound like the previous translation uses "a" for "and", so here's the translation with a focus on the meaning:
E aprop prepara le malaute am preparacio en le qual sia locat am operacio, e aprop prohiceys en le trauc uncis les quals cove ad aquel; e aprop concava de tota part am la codena sego bona perexcrutacio entro que no romangua alcuna causa de las razitz de lu.	Then place a cushion on the patient's legs to protect them from the effects of the other cushions used by the surgeon.
E layssa correr le sanc, e no abscidas aquel leugierament, e exprem les locs, e abstergeys le sanc gros tot am la tua ma o am instrument am le qual es a tu possible dels instruments.	Then let the blood run, and place your hand on their legs, and use a bandage to draw out the blood.
Mays si a tu fa contrarietat de sanc gros inscizio de vena o de arceria, lahoras cauterisa aquela entro que·l flux del sanc sia cessat, e aprop cura aquel am l’autra curacio entro que sia sanat.	The pain in the veins or arteries will be relieved by other treatments.
Capitol .liv.	The other hand should be placed on top of the opened area.
De curacio de ydropici.	On treatment for the swelling of the body.
Nos ja havem recomtat, en la divisio, de las specias de ydropici de l’aygua, e les senhals de quascuna especia, de la curacio de lu am medicinas.	Then apply the appropriate remedies to the patient's condition: they are said to be treated by placing a cushion under them.
E aquela la qual es curada am ferr no es sino la specia de althitas sola, e no es aproximat am ferr a la specia de timpanistres ni a la especia de yposarcha, quar aquo es mortal.	When the patient's body is healed by the blacksmith, there is no further need for the doctor or other healers.
E quan tu ja has medicat aquesta especia de ydropici timpanistre am medicinas e no comfereys la tua medicacio, lahoras considera, quar si al malaute ja es conseguida debelitat, o es am aquel autra malautia otra ydropici, ayssi cum si es en lu tos o cos de ventre e semblant ad aquels, lahoras guarda te que no le mediques am ferr, quar temor es sobre aquo.	The patient should be cured by medication and not by surgery.
Mays si tu vezes le malaute de vertut exuberant, e am lu no es autra malautia sino ydropici tant solament, e no enfant ni vielh, lahoras la manieyra de la operacio de lu es que tu eleves le malaute entre las tuas mas, e le ministre aprop lu exprema le ventre de lu am la sua ma, enpellen la aygua a la partida dejos del pentenilh, e aprop pren spatum spinos segon aquesta forma:	Mays si you have the patient’s legs extended by someone else, then they should be treated with a cauterization method that uses a cushion to do so.
sia de dos partz agudas lonc, de aguda extremitat ayssi cum spatum; mays empero sia en lu alcuna brevitat petit a petit, per so que en la operacio am aquel no passes entro al budel, e que ledas aquel.	It is sharp pain in the foot, then apply pressure to the area above the knee to help prevent the spread of the pain.
E aprop considera si la generacio de ydropici es de part dels budels, quar lahoras cove que tu am la seccio te alonhes del ombelic per la quantitat de tres ditz a las partidas dejos, en le dreyt de lu sobre le pentenilh.	And then consider whether the condition requires further treatment; some patients are affected by dropsy in their legs, which should be treated carefully.
Mays si la generacio de hydropici es per malautia del fietge, lahoras la tua seccio sia sinistra del ombilic per tres ditz.	And if there is no disease in the intestine and other ailments, then here are the remedies for them.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	E si the blood in your body is imbalanced, then you must have your foot treated with a hot cautery.
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	E no cove that the patient's body be opened and for the patient to be healed.
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	And then cauterize the patient's wound with hot iron, and apply your hand to the area.
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	And then apply a cushion to their legs, and hold them there.
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	Place the cushion so that it supports the legs, and something else for the rest of the body.
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	This is a text describing the use of lancets in the treatment of various ailments by a physician.
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	The first part of the sentence describes the process of treating the body for humoral imbalances.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	And if it is necessary to remove waste from their body, et autre will do so.
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	And apply the heat to the legs of the patient in a manner that cauterizes them.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	And you apply a cushion to their legs to reduce the swelling.
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	And if you are concerned about the pain in their legs, that is what you would apply cauterization to for a long time when they are bathing, e tu masa.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	And place your hand on their stomach to control the pain.
Capitol .lv.	The text appears to be in a language that draws from Latin, Italian, Spanish, and French but isn't any one of them directly.
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	And so treat those who suffer from the disease of gout: apply your hand to the area to prevent it from spreading.
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	Some things are found in the cavity where the mixture of humors gathers.
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	And thus apply cautery to the patient's legs in this manner.
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	And apply a poultice to draw out the humors in that area.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	And when they are in pain, it is customary to put the bladder or the other parts of their body on a cushion.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	Then it may be necessary to cauterize the area if the patient's pain is in the legs.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	Mays aquel del qual le trauc es amplificat.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	And in these cases, the other you will apply to the body, it will help the intestines and the bladder.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	The meaning of the text is unclear due to the use of archaic language and spelling variations.
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	Then apply cold treatment to the affected area.
Capitol .lvi.	**Capitol .lvi.**
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	The foreskin must be treated for swelling and inflammation.
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	Here comes a translation: When it is necessary to apply heat to the patient's legs or feet, they are heated with an instrument called a cushion.
E de aquela una es maligna e autra es no-maligna.	And one is malignant and another is benign.
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	And if it is necessary to make a cut on one's foot, apply one that heals from above.
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	And if the illness is serious, it is necessary to use fire to treat them.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	And if it is necessary to treat the foreskin, which is typically located on the outside of the body, then you may apply a remedy to it.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	Then already have you applied a cushion to your patient's chest, another to their body below, as the patient is suffering from a pain in their feet.
E aprop cura aquel am l’autra curacio entro que sia sana.	And if it is necessary to apply a remedy to that which is affected by gout, apply it to their feet.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	Therefore, if there is a need to treat gout, this is how you administer the treatment for it.
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	And if there are two disposals, one in the foot, put another under their legs.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	And if you want to know if the patient needs to have their bladder treated by cauterization, you must use that which can be seen.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	Then apply a poultice to the patient's legs; and apply another on their legs.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	Then return the patient's foot to its proper position and cover it with the cushion of your hand if it is necessary.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	Then place a thin cloth between the skin and the flesh to prevent further irritation from the gout that afflicts the man's foot.
E aprop sia curat am vi stiptic entro que sia consolidat.	Then apply a cautery to the legs to cauterize the bleeding.
Capitol .lvii.	Another cushion on their chest, so they don't have pain in their feet.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	Then return their attention to the surgery being performed on them.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	When the patient has been placed in a position for surgery, and that if the surgeon is skilled in their craft, already they are prepared for surgery, and place a cushion on their legs, e.g., by using a hot cautery to seal off the blood vessels.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	And if it's necessary to cauterize their legs or foot, they use a novaca for that.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	This is an old-fashioned remedy for gout that involves manipulating the body's humors.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	Cease to burn already opened wounds in the area of the foot.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	And you have to put a cushion under their feet and use another cushion for the patient's body.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	The child will be healed by nature, so that they may be treated with this method.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	And if the patient has pain in their legs when the doctor applies pressure to the nerves using your hand, then you will also use the lancet to perform a phlebotomy on the leg.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	The first two sentences refer to the use of a cautery, which is a surgical tool.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	And then if the patient's condition worsens, apply a hot poultice to their head.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	And if you don't want to leave any scars on their legs, place a cushion under them, for which you should use the cautery.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	And then place your hand on the affected area while they are experiencing pain to see if their condition improves.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	And place a cushion on the legs of the patient and then bind them in the second way to hold them firm.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	Then return the blood to its original state by applying a cloth soaked in fresh oil to it.
La forma de las forfexs a mondificacio, aquesta es la forma:	This is an explanation of how gout is treated using a cautery tool in medieval times.
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	The length of one cushion is equal to the length of two hands.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	And if it is necessary to cleanse the body of all impurities.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	Then apply your knowledge to the remaining parts of the body.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you cannot hold them off with a pointed cautery, apply heat to the affected area.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	After three days, apply a poultice to the area where the pain remains if it persists, and cauterize the affected area again until the cushion placed there is removed.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And so he waits for the following, but not the outcome.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And therefore, treat that patient's foot with the remedies described in the treatise on the plague.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	If it has been cut by an evil wind, it is called a poor man's gout.
E mays cura aquel am aquo que havem dit entro que sia sanat.	When the doctors have finished treating it, it will be healed.
Capitol .lviii.	Translate this text into English:
De curacio de urina retenguda en la vesiqua.	This refers to the treatment of urinary retention.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Then treat the bladder with a poultice made from applying frozen ice to it, or by using other methods.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	Then apply the cushion to the affected area so that the heat will be applied to the affected part.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	Then place the patient's feet and legs in the proper position and cover them with cushions.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	Then apply a cautery to the throat of the patient's bladder to relieve pain.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	Then use a syringe to draw out the fluids from the affected area using a lancet.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	And if you have made a good liasion for the urine, then apply the cushion to the legs or the bladder, so that the pain is not exacerbated.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And make the patient's body stand still, and apply the hot cushion to their joints, and another cushion to their legs, and another to their feet.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	Then place the cautery on the patient's legs to make them, e.g., the skin or other tissue, swell up in order to help the patient.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	And if you need to stop the flow of urine, it is best to avoid opening it up too quickly.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Then apply a cautery to their legs, and you'll find relief for their ailment by using urine as a remedy.
Capitol .lix.	Chapter 59
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	The bladder should be treated with a treatment similar to that given for the bladder.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	And if you have a burning or fever in the feet, you should apply a cautery to it, lest it be a worse thing for the patient.
sino que en la extramitat de lu es sorda, so es clausa.	When the pain is in the foot, apply a poultice to the affected area.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that place there are three cushions: two on the legs of the one who has been mentioned.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	At the beginning, place a cushion under the patient's foot, which is in the position indicated by the word "cushion" (meaning affected by the pain) after the first line of text.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	When it comes to the foot, it is called gout.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	Then apply the cauteri to the affected area; if it is watery, it will be classified as gout.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	This is the way the bladder is affected by gout.
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And if it is made of silver or of wood, it is similar to a small piece of wood.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	And apply heat to the affected area.
E aprop entromet la extremitat del cristeri en la vergua.	And if a patient's legs are to be treated, then it is the proper procedure.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	And then if your body is affected by a cold humor, apply a cauterization.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	And if you need to perforate their feet, then place your hand on its present position, and place a second cushion under them to help, and place another cushion on their legs.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	Then apply pressure to the area, applying your hand.
Capitol .lx.	Capitol .lx. means Chapter 60 in Roman numerals.
De extraccio de peyra.	From the context you've provided, here are some possible translations for "De extraccio de peyra".
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	Nos already have signs of illness in the joints, but those who are treating them should be aware of other ailments they may have.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	And if they are suffering from pain in their legs, which can be caused by various factors.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	And another on the bladder itself.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And if it is necessary to make a brief summary of what I have seen.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	And thus I say that the other signs of the illness are in the bladder and the child’s body.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	And if they are healed after 14 years, the children of that illness may be cured.
Mays en les joves es migiera per aquo quar es entre aquels.	The patient's body may be young but the pain is often mistaken for other ailments.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And if it is not enough to call it a cushion for the patient's body, then it should be considered another type of treatment.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	This text appears to be written in a playful, nonsensical way, as if mimicking the style of a medieval medical treatise without actual meaning.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	And then the patient must be treated with a cautery to prevent their condition from worsening.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	And then another cushion should be placed on the legs below the one who is being treated, so that the cushions will be spread apart.
E aprop perquier aquela e tota aquela deforo.	You have already put on the cushion for the physician to examine the patient.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	Therefore, if you feel pain in the foot, apply heat to the affected area.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	And if it is not a true gout flare-up, it may be necessary to cauterize the affected area.
E perquier de la peyra entro que stia dejos le tieu dit.	And if you put your hand on their foot, it will be for the benefit of the patient.
E converteys aquela petit a petit entro al col de la vesica.	And slowly turn that part back into the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	Then place a small amount of pressure on the area where they are indicated.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And command to them to apply their left hand to the right foot to keep it from moving; etc.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And if it is necessary to make points on the legs, it is customary for the patient to be held by a doctor while they are being treated.
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	And if it is necessary to make a cut in the left hand.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And if you see that a patient has pain in their legs, a cushion is needed there too.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And from that place already mentioned as the other one, the lion comes from their hands.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Then use a cushion on their legs, and another on their chest, to make sure they are comfortable.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	The text describes a method for treating an ailment using a heated tool.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	If you cannot cure him with a poultice, then treat him with an application of crushed herbs.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	If the pain is severe, you can use a hot stone to treat it.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	When the pain is great, you must use a pointed cautery to apply it to the legs, for there are two reasons why it might be applied: either to treat or to burn the affected area.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	The patient's body is being prepared for surgery by a surgeon using tools to prepare the area.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	Therefore, after you have completed the procedure, apply aloe and dragon's blood to prevent pain.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And apply a cloth moistened with water to their legs so that the inflammation will be relieved.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then apply a poultice to the affected limb to treat its inflammation.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And so when the patient is sick, they will apply ointment to their chest, and if they have pain in their legs or feet, they will cure them with a hot cautery.
