Ayssi comensan las paraulas de Albucasim .	The surgeon's hands are on your legs to make sure the inflammation doesn't spread.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	And then place your hand on the affected area to help them.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	And if you have an open wound, it is covered by your hand so that the patient does not feel pain.
E aprop perquier aquela e tota aquela deforo.	E aprop has already placed a cushion in the other part of the body to prevent inflammation from spreading further.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	Then place the cushion on their legs, and another on their feet.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	And if it is necessary to use a cautery on the left side, place it so that it does not touch the intestine.
E perquier de la peyra entro que stia dejos le tieu dit.	And if he is a servant who has been placed in the cavity, he should be treated gently.
E converteys aquela petit a petit entro al col de la vesica.	And you slowly bring the patient's foot back into place.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	Then apply pressure to that area, which is where the patient is supposed to hold their hands.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And command that they be cauterized by placing the instrument on their arm; if the pain is in another part of the body, place a bandage on it.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And so if the pain in the legs or joints is severe, this is how you would treat it.
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	Then apply heat to the area according to the severity of the illness.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And it is customary for doctors to say that the patient has a problem in their legs or feet, because they are the ones who have suffered from it.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And from that place already mentioned the doctors are accustomed to apply their treatment.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Then you have your hand on their legs, put your hand in the proper place.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	For doctors who are skilled in medicine, they may use tools to treat the patient with these skills.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	If you cannot cure it with remedies, then use a strong acid to cauterize it.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	This is a description of how to use cauterization for treating gout in the feet.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	When there is a great deal of pain, it is customary for the physician to know what causes it, but sometimes they don't know which of these two things is causing it:  if the pain is caused by an excess of humors in the body, they should be careful not to let it become too intense or frequent.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	And use forceps to remove the diseased part of the body if necessary.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	Therefore, after completing the operation, apply aloeswood and dragon's blood to the wound.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And apply a cloth to the place where the inflammation is present for the patient's benefit.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then you have already applied a cautery to the affected area by the third day.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And so when the patient has been cut off from their pain, the wound should be treated with a cushion and the patient's feet held firmly by the physician and others.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	And when the inflammation of the body is caused by the pain of a cushion placed under their legs, they are to be treated with a cautery applied to the area, and a poultice of hot herbs should be used to draw out the blood.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	And apply heat to the whole body of the patient.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	You have already applied the proper treatment to a patient's legs, etc.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if it's a small stone that needs to be removed, place a cushion under them, so the patient doesn't feel pain from the removal.
de triangulada extramitat, agut, ficat en fust.	When you have to treat a patient for a condition caused by an imbalance of humors in the body.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	Then bring them (the cushion) to the patient's legs, so that the intestines are no longer exposed.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	...and placed a cushion on their legs, placing it under the cushions of the patient's feet...
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	And then you must carefully remove the cushion from their body, and let the other part of the body be treated by another physician.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	The first part translates to "And if you have to cauterize someone, place a cushion on their feet, and hold the cushion in place with another hand."
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	And if it is necessary to apply cautery on the foot, then use it for all the other ailments.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	And here comes (the person who) is in charge of their body.
E aprop extratz aquela.	And from there, hold their hands above the knee.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	Then treat the patient's feet with a special kind of cautery to help them heal.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	And when he has opened the intestine, so that it is not constricted by the bandage.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And if there are cushions on his legs, he has to pay attention to the cushion above.
Capitol .lxi.	And then apply cautery to the affected area.
De extraccio de peyra de las femnas.	Another common treatment for pain in the legs is bloodletting.
Peyra en las femnas pauc es engendrada.	This translates to "When gout appears in the legs".
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	Gout is cured by keeping the patient's legs warm.
La una de lor es quar la femna fort leu es verges.	The woman is suffering from a severe pain in her legs.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And if it is necessary to cauterize the intestines or their surrounding areas, it is important to know that it's done by skilled people.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	And if you know how to perform this operation, it is best to do so gently.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth condition is that if there are indigestible stones, they are removed from the place where the pain was felt.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	And when there is pain caused by the need for it to be used.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	When doctors cannot cure the patient, they need to be careful how they speak about their condition.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	And if the woman is afflicted with the disease called gout.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Therefore, if there is no pain in the legs, it is said to be caused by other factors.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	If they are not a virgin, they will use another method for treatment.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Then apply a cushion on the patient's feet.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	Then, in order to relieve them, apply your hand to the wound.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	If the patient's condition is such that they are injured by hot, cold, or wet humors.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And he knows that the stone is caused by an imbalance in the body's humors.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	And thus you know that you should apply heat to the affected area.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if blood flows freely from a wound, apply a bandage to the affected area and keep the other leg warm.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And so they say that he who has the instruments for the operation should be careful to use them correctly in the extraction.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if blood flows, and you know that the cause of the ailment is from the circulation of bad blood, then you will put a poultice on the wound, for that is how one treats it.
E aprop cura la plagua.	Then return the patient's feet to their proper place.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Then apply a cushion to their leg or foot, as needed.
Capitol lxii.	A cushion is placed under the affected area.
De seccio sobre ernia acoza.	Then another cushion under their legs, and another on their feet, as well as on the body they are to be placed upon the patient's body.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	Gout is caused by an excess of humors in the white humor which is what causes the pain to be felt in the groin, thighs, or other areas of the body, but only if the patient has a specific condition.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And another name for this condition is gout.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And put a cushion on the chest, as is necessary for its weakening.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And thus the patient's body should be treated, if it is already being affected by the humors, with a certain type of cushion.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	Then apply a poultice to their feet and other areas where inflammation occurs.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if it affects the patient's own body, then it is considered true rheumatism.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the doctors are treating the body for moisture.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And if you want to know the location of the pain, then judge by the color of the humors, the redness of which indicates its presence.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	And if it is commanded to make points on the patient's body, they are burned with a hot iron.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And if you need to place a cushion on their body, et cetera.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	And another on their left side, and commands that a second cushion be placed on the right side of them, to prevent the patient from being injured.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	Then apply the hot iron to the patient's feet.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	Make a section on the patient's thigh, carefully cauterize the vein, another section on their foot, and then cauterize the other veins.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	You have already opened the way to treat the disease by removing the excess humors from the body.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	And the patient's feet will be held in place by the physician.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	And in this manner, separate the intestine between two thighs so that the patient can be treated with a cushion.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And if pain lingers in the legs or an excess of fluids, the patient will be treated with a lancet.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	Mays is translated to "then" in English.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	Then apply another cushion to the affected area.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	That is the way to apply a cushion for their comfort.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	Then apply a cloth soaked in vinegar to draw out the excess humors.
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	Then treat the legs with a cushion of wool for their pain.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	Then you are ready to apply a cautery on their legs.
e es asemblat a letra greca.	And if it is necessary to make marks on the legs, then it is the Greek way.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	When the intestine is inflamed, it requires treatment with a poultice.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	When the foot needs to be cauterized, use a gentle touch when applying the needle and carefully place the cushion under the patient's foot so as to protect all surrounding tissue.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And if it is known that the patient has a lot of blood in their intestine, it is pus-related.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	Then you must do a proper cauterization to avoid pain.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	This phrase describes gout as a painful condition that doctors often use a pointed cautery to treat.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	Therefore, if you are treating a wound, it is also customary to apply another bandage over the affected area.
E sia la apercio ampla entro que corro tota l‘aygua.	And so has the patient's wound been opened wide, and then apply a poultice to it.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	And if it is necessary to pause the intestines for a while, they will be relieved by a cushion.
E aprop cura aquel entro que la plagua sia sanada.	And so you would have another place the cushion under his legs to prevent the pain from spreading.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	For the first time in its entirety, the text says: "Then place a cushion on the patient's legs, and precede the intestine with a cushion."
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	This means that the patient's body should be positioned so the pain will be gone.
Capitol .lxiii.	Capitol 63.
De seccio sobre hernia carnosa e la curacio de lu.	To cut open a hernia and perform surgery on it; to heal the body by cauterization.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	This text describes the use of a poultice for treating a hernia, which is a condition where an organ or tissue protrudes through a weak spot in the muscle wall.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And if he/she needs to be cauterized, the cushion will help.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Then treat the affected area with a cautery to prevent the swelling.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And if there are other things wrong with the body, a poultice will be applied to them.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	E for the patient's body it is a good sign.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	And sometimes they will diagnose the patient's condition based on swelling in the feet or legs.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	When your body is affected by inflammation in the veins, you must apply a cushion to the skin so that it doesn't spread.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	When blood vessels swell up from cold humors, you must apply a bandage to the affected area.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	E if it is necessary to make a mark on the legs, make one below the knee and apply a poultice.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	Therefore, you should hold the patient's body in place while they are being treated for gout.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is an adhesion in the intestine, then apply another cautery to the patient's thighs, which will be used to treat them.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	When there are many conditions that cause pain in the bowels, it is customary to treat them with a cushion behind the patient's thighs and another on their feet, as we have previously stated.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	Then since you have treated the patient's thighs, the cushion will be covered with wool and another treatment should be applied.
Capitol .lxiv.	Capitol .lxiv.  translates to **Chapter 64**.
De la curacio de hernia que es de vitz.	This is the treatment for a type of ailment in the legs which is called "hernia".
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	The physician should apply heat to the abdomen to soften the inflammation if there is pain in the legs caused by the ailment.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	The cure for this disease is done for fear that the patient might remember.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	But the patient must be healed by the surgeon.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And if you are to apply a bandage on their limbs, place it in its proper position.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	Then you have already opened the vein, which is the way to treat it.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	Then apply the cautery to the area of the affected joint.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	This sentence describes a medical procedure using a needle and cushions, suggesting a treatment for a specific type of pain in the foot and possibly an indication of gout's nature.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And if the patient complains of pain in their joints, which you have already cut open.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	Then treat the other ailments in the same way, using cauterization to address the underlying cause.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	And when joint pain is caused by cold humors that affect the testicles, it is called gout.
Capitol .lxv.	et autre do use laus (and) other things in the cavity of the body
De la cura de hernia entestinal.	Then apply a cushion on the abdomen and keep the affected area covered.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	This refers to a rupture in the abdomen causing abdominal pain, and instructs on how to treat the condition.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	This pain is caused by the following things: an imbalance of the humors in the legs or something else.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	When treating the foot for swelling, the pain will come gradually and subside slowly.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the sign of it is when the pain suddenly appears in the foot or toes.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And then it is said to be a type of hernia that affects the intestines.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	E in some cases, it's called "the evil" and causes pain in the feet, and when the body is pressed, it becomes painful.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	Then return to the patient's legs.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And if you place the cushion on their legs, the patient's legs are placed in a position to be treated by a cautery.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	You may have already placed the cushion on their lap; then do so on their incision and two testicles.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	E si' l'afeble in lo uos del medec, and so.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	Then, if the patient has already been diagnosed with a cushion on their legs, the pain may be caused by a different kind of ailment.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	When the testicles are affected, and pain is felt in the joints and legs, the doctor will say that it is gout if the pain is caused by a particular type of humors.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And if there’s a cushion under the hand, it means they are suffering from a left-sided hernia.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	E cerqua am called by the other sources that are in the cavity of the body.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	If you find that there is a cause for pain in the abdomen, the patient likely has a stomach ache.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And put a cushion on their legs, four in all, for the four parts that they have to make four fine points and use one of them as a tool for the operation.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	Then place cushions on the patient's legs and feet to prevent them from feeling pain.
