Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
E es o natural o accidental.	And so it is, whether natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	And the intestines are affected by the disease, for which they are treated as needed.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	You have already placed a cushion on their chest, to treat them for a pain in the foot caused by cold humors, e.g., a gouty condition or other pains, but you must place another hand on their stomach.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And if necessary, you must apply a cauterizer to the patient's affected area.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	And if the pain is in the thigh, then it is the patient's hip to be cauterized.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And do not let another person's [the patient's] body be burned by the fire.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	Another way to apply a cautery to a patient's legs is by using hot irons.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	And then apply oil to the area and place the patient's legs on their own belly, using your hand to keep them there.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	And if the cushion is thick and strong, let them use it to cover their legs, which are already covered by the intestine.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	May's is that which is done to the patient when they are suffering from pain in their legs.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	And if it is necessary to cauterize the intestines or apply a poultice, the intestine should be heated by applying a hot iron to its surface.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	And apply a lead cushion to their legs, carefully avoiding consolidation of the disease.
E tengua aquela per alcus jorns e aministra calgua de li sec.	And if they have been affected by these humors for a few days, treat them accordingly.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	And you will treat it with a cushion.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	And if it is necessary to make incisions, you should use this method.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	When the veins are congested in the head, do not use a hot cautery there.
Capitol .lxxiii.	"The intestine has been held in place for a time by the patient's own will, he must be careful to keep the intestine in its cavity."
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	Treat the anus with cauterization if necessary, and keep the patient's hands on their own body to prevent them from scratching at the affected area.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	The translation is: And if blood is drawn from the veins, it is customarily called hemorrhoids.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	And it is now necessary to place a cushion under them; for if there's an illness in the body, they used to call it gout.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	When gout is in the bones, it is customary to apply a cushion to the area and use heat therapy for relief.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	Those who are suffering from such an ailment may be cured by applying heat to the affected area.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	Then return the patient's legs to their original form.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	And then sprinkle powder on their legs and around those areas.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	Then apply a cushion to his legs, and then another on their feet.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	And if the bleeding continues, apply a poultice of mustard seed, barley, and some other herbs.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	Then apply a poultice to the patient's legs.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	Then apply two small cupping glasses to the affected area.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	Then let it be pressed against the location to heal the affected area.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	May thus be treated by applying cushions under their legs.
E cura aquel entro que sia sanat.	And if it is caused by something other than humors, it is called another disease.
Capitol .lxxiv.	The 2nd translated line was already a good start, but it's important to remember that these are just guesses based on limited information.
De perforacio de eyssedura accident en la mayre.	The other parts of the body are also healed by the puncture of the body.
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	Some swellings appear due to another type of illness.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	And if the patient's illness is on the foot, place your hand to warm the cushion.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	And if you want to know about hot cautery, which is used to treat pain in the body, put your hand on it and apply the treatment.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	When the first sign of a boil is a sharp pain, apply a cushion to support the area and then cauterize it.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	And you must place the patient on their back and adjust them to avoid pain in the feet.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	And so, when the midwife comes to the patient's bedside, she will use the instrument which is used for such procedures.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	Then you have to open the legs of the patient when they are experiencing pain.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	And you put a cushion on his legs for him to have an open space under the feet of him, the other under the foot of the patient's mother, et cetera.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	Let's work together to make sure that the patient's legs are not affected by the pain and put the doctor on their knees and another cushion under their feet.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	And if there's a cold humor that has spread to the thighs, you should use a cautery to apply moxibustion.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	And if you have placed a cushion under the body's affected parts, the pain should be relieved.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	And place the foot in a bath of hot water.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	Then apply the cure for two days using the proper remedy.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	And if it is necessary to cauterize something in the legs for a wound that will not heal, apply a cushion to the affected area.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	Then apply a bandage to the affected area, when necessary.
Capitol .lxxv.	Capitol .lxxv. translates to **"Chapter 75."**
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	That is to say, the midwives are adept at treating those suffering from illness in the region of the legs and feet.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	The midwife must be careful to avoid causing harm to the woman's body during labor.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	When you have made these signs known to him, place a cushion on their abdomen, and then use other methods to address gout.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu i, o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	And that is how it is when it comes to the foot, doctors say, the pain is caused by cold humors in the body, and one must be careful not to allow those humors to build up in the body.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	Then, if a skilled midwife is needed for all these reasons, we should use her to avoid mistakes.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And do you see how much pain the patient has? If they are in pain, you should know that the foot is the cause.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the body is affected by a disease, it is treated with fenugreek.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	And then apply a second cushion to the joint.
E preme le ventre de la femna entro que deyssenda le fet.	And if it is necessary to cauterize the foot, you should apply heat to the area.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	Mays it be that the patient has a cushion on their legs and the other servant has a cautery on their hands.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And you should place a cushion on their legs and have them hold their hands over the affected area for an hour to prevent a nose and throat infection.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if the pain is in the legs or feet, apply heat gradually at first, to help ease the pain.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	When the foot is swollen, apply moxa to the affected area to reduce inflammation.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if a person experiences pain in their joints due to illness, they should be treated with medicine, heat, and rest.
De eyssiment del embrio sobre les sieus pes.	Then apply cushions to their legs to prevent the embryo from being affected by cold humors.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the foot swells, you should apply a cushion to the affected area, and slowly reduce the pressure on the patient's legs.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	Then you should hold the patient's hands while they have their bowels opened.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	Then, if the intestine is not in its natural place, it is advisable to slowly move your hand away so that you do not cause further damage.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	And if it is necessary to apply a cautery to prevent pain in the intestine or legs.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	Then the patient's body should be treated with the hot cautery.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And if the pain in the joints is relieved by them, it is customary to treat the feet with another method.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And for an hour you apply heat to it, so that the humors in one’s body do not become unbalanced.
Eyssiment del fet sobre les sieus denols e las suas mas.	Then apply cauterization to their legs and feet.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	This refers to the pain in the intestine being treated by a physician using a cushion for support.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	And if it is necessary to make a mark on the patient's abdomen, you will use a cautery for that purpose.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	If the intestine does not have to be opened, then return the heat to the patient's body through the use of cauterization.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	And then gently apply the cauterization to their body slowly.
Eyssiment del fet latutidinalment pendent una de las suas mas.	Then apply heat to the affected area if necessary.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	And if you have to cauterize the wound on the foot, it is important to know that the other two are placed above it.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	Then if walking is impossible, apply a hot poultice to the area.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	And if the patient has pain in their legs, hold your hand on their foot and apply heat to the affected area.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	Then apply a hot cautery to the affected area.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	The midwife should carefully treat the pregnant woman's feet, and gently move them to ensure proper blood flow.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And then if there are cold humors on their hands, apply them to the cushion.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	Then command the patient to hold their breath and then use a cushion to apply pressure to the area where the pain occurs.
Exitus foetus praeparati super latus.	The fetus's exit is on their side.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When treating gout, use a cushion to support the legs when the patient is lying down.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if you have to make a cut on the abdomen, apply a poultice to that area and the other areas where pain is present, in order to treat it properly.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	And if it's not the case that the patient has other ailments, you can remove the cushion from their abdomen.
Exitus geminorum aut foetuum multorum.	And then you have to apply a hot cautery to their legs if needed.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	But if a patient has three or four days of pain in the legs, then you may know that it is gout but he cannot feel his own pulse.
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	And if it is necessary to cauterize the patient's legs, or for other reasons, apply the cushion there.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	And you burn those areas with cauterization as we have described.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And do if there is a pain in the foot, which doctors might call gout or something else.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	And if it causes pain when the joint is burned, use a hot cautery to treat it.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Let us assume that the following phrases are equivalent in English: "the woman" = "the patient", "on their legs" = "in their legs".
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And if the patient has an ailment, they are to be treated with a poultice, or their hands are placed upon them, by the midwife.
Capitol .lxxvi.	Of which the following translation corresponds to the source sentence is:
De extraccio del fet quan es mort.	And then apply your hand to the patient's legs when they are dead.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	And if you must use medication for a pain, you will also consider whether the patient is suffering from the disease or something else.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	When the time comes to open the bowels or if a woman has a cushion placed under her knees, she should be given a cushion under her knees, and the leg should be elevated.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	And if there are cushions on the legs or feet, they should be kept in place so that the pain is not exacerbated by the pain spreading to other parts of the body.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	And then you should moisten your mouth with a mixture of the patient's saliva and a poultice of flaxseed and fenugreek.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	And if you want to burn or cauterize something, that's what you use it for.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	Then place the cushion on the head, or near the chest, for if it is placed elsewhere, it is considered to be a sign of its proper belonging in the body.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	And if it is upon the thighs of the patient, cushions should be placed under them, and another should be placed beneath the feet.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	And if you want to warm up the foot, apply a cushion to your right hand, which is placed on their foot.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	Then apply heat to the patient's body.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	And then you should apply to the patient's legs a cushion to alleviate the pain.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	And if an ailment arises in the legs, let it be known that the patient is suffering from gout.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	Therefore, if the patient's first (toe) joint is affected, they should be cauterized as needed.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	This is a very difficult task! I can only offer a literal translation based on the given context:
E ayssi cove que fassas en l’autra ma e en les dos pes.	And if it is necessary to make a distinction between the two, it is that one should be placed on their legs.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	And if you apply the cautery to the head, or use force on the patient's chest, make sure to use the same technique as used for the other types of instruments in le “other” section.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	And treat them accordingly, as nature has ordained for that ailment, which is gout.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And then one should apply a cushion on the feet and around the affected area.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	Translation: The first sentence is very similar to the English word "may" which means soon, and the third line says "And if it’s necessary to use a cautery…" so that's likely referring to the second sentence of the third.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	If the patient has another inflammation in their legs, you must cover the inflamed area with a cushion for them to be treated.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	If the patient has a light fever, they should be treated with a cautery.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	Then apply the cautery to your mother's body, and she will be relieved from the pain.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	This text describes the treatment of gout, which was often treated by applying a cautery to the affected area.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mouth of the patient is constricted, then they should be treated with a hot cautery.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	Then apply a poultice to soften and moisten the affected area.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	Then if the patient has pain on their side, apply a poultice to that area, but do so carefully.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	When there is pain in the legs, they should be treated by applying a treatment to relieve it.
E cove que non layssas alcuna causa dedintz de la segondina.	Then place a cushion on their feet and another on their legs, so that the second servant does not have to be there.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	Then apply compresses to the area affected by the ailment.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	Then apply heat to the legs if they are the only ones affected by the pain.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	And another (person) has seen that a woman's body was already hot from the pain in her legs.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	You are correct! The Latin phrase "in le" translates to "on the" in English.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	And if he/she has been cured for a long time, it is because they were treated by a doctor's orders.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	Then place the cushion upon the feet to ease the pain.
E adonc yeu cogitegui que eran dels osses del fet mort.	Then let them be treated accordingly by physicians.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	Thus, the woman has been treating the patient for the plague, which I have seen requires a different type of treatment for the other on their feet, et autre for another kind.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	When you apply heat to the patient's body and they are suffering from pain in their legs, it is customary for them to be called "ass" or "foot."
De las formas dels instrumentz que so necessaris a extrayre le fet.	De las formas del mal, then, are used various instruments for treating the affected part.
Forma de vertitge am la qual es uberta la mayre:	Then apply heat to the legs, using a hot iron or another method.
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is how you treat a person suffering from pain in their limbs.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	And so if the patient needs to be treated for a wound, you must use a more subtle cushion.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	The patient's foot should be cauterized if there is a concern about a condition affecting the bones.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	And if you apply cautery to the mouth, it will be more effective if you do so when the patient is already in your care.
Forma autra semblant de aquela pus subtil e pus leugiera:	Take its form, or appearance, as a sign that it is a good time to apply cauterization.
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	And if you put your hand under their joints to use the other forceps-like tool.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	But perhaps the intestine is affected, and you are placing your hands on their swollen areas.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	This is a description of the use of a cautery for treating gout.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	Then you will have opened the patient's body yourself.
La forma de vertitge la qual diysero les antics:	This refers to the patient's condition, not their legs.
Forma de impellent am le qual es empellit le fet:	Translate the cushion's shape to fit the patient's needs.
Forma de amisidat2 am le qual es conterit le cap gran	The shape of the great toe is checked for signs of gout.
