Ayssi comensan las paraulas de Albucasim .	The patient's condition begins to improve.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	If you are suffering from the pain of a woman's illness, then you must use a cushion for her to rest upon.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	"Then apply the poultice to the patient's stomach and use a smoke cauterization method on their feet."
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	May it be translated as: "Then put some of the other remedies on the legs, and apply heat to prevent further discomfort."
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	When the woman suffers from painful menstruation, apply the cushion to the area where the cautery would be applied.
Sia fayta de veyre o de eram.	The patient's legs are already in their proper place.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	Then place a hot cautery on the cushion and apply it to the wide area of the body that has an open wound.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And if the patient has an intestine or a hernia, they will be in pain.
De curacio del cul del enfant no-perforat.	Place the cushion on the child's legs, so that they are not touched.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	When there is pain in the limbs of a child, be careful not to cause further injury.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	When there's a need to use a cautery tool on a patient's legs, they should be called upon to help by placing a cushion under their knees.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	E aprop pause over their knees, so as to prevent further pain.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	When the pain begins, a person should be treated with a hot cautery.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	When your body's need for healing arises, such as when treating a bunion or plague sore, you must apply pressure to prevent them from being disturbed.
De curacio de las fistulas que endeveno dejos.	And so that they may be cured, another by applying heat to the area where the fistula is located.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	The which are called fistulas or boils if they are on the outside of the body, but if they are inside the body, then it is called a malaute.
E es una fistula o motas.	This is a reference to a specific type of medical condition that affects the body.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	And if the patient has swelling from an excess of watery humor in their body, it's already known as gout.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And if there is pain in the joints, it is customary to call it gout.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	When there are already blisters on their legs, they should be treated with a cushion placed on the affected area.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	A person who is healthy should have a cushion placed on the chest and another on the area where the wound appears in the body, so that no one feels the pain of the condition.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	When the pain is severe, place a cushion under your own feet.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	If there is no pain in the legs or feet from the disease, treat it as you would for a healthy person.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	And when there is an opening in the legs of the patient, the English call it sciatica.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	Perhaps the intestine has been opened for a procedure on the joint or something similar?
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	And in all those fistulas on the legs, the other foot is cured by cushions.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	And when there are wounds on the legs or feet, healing is expected as long as one can heal them properly.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And if you have already opened the space between the legs, place a cushion beneath them, and support the opening by holding your hand on their leg.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	Then when the patient has a pain in their neck, apply another cushion around the neck to hold it in place.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	If the intestine or the other organs are affected by the pain of gout, then you can be certain that the patient suffers from it.
Mays empero diyssero alcus que es sana en alcus homes tart.	Then they are healthy, and yet they have gout in their toes, so we must use other methods to treat them.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And if it is necessary to burn away the skin above the bone and the surrounding flesh, then use a fine cautery on the fistula, as it affects only the surface of the body, but for those who are sick in their feet, it is said that they should be used.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	The patient has an ailment in their feet.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	And if it affects their feet, then you should use a cautery to burn the area on the surface of the foot.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	And so the affected area be opened and cleansed, and the wounds cauterized to prevent further damage.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	This could mean "Then apply the cushion to the patient's legs in order to cauterize them".
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	And apply a poultice to the leg, and another to the chest. You must place a cushion under them.
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	The pain will be healed by cauterization.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	If there are fistulas or other wounds in the rectum, the physician should apply a cautery to them.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	So if it's a wound in the body they are dealing with, it is customary to call it a boil.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	Then apply the hot cautery to the affected area on the foot, so that the cushion used for the treatment can be removed if necessary; and also apply a cautery to the ulcerated part of the body and make sure the hot cautery is properly applied.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	Then apply heat to the area around the abscess to help heal it.
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	And if the patient suffers from a fever or other ailments, do not apply the cautery to any part of the body that has a fever or inflammation.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	And if you have to make a choice between the two sides, then you will use a cushion for one and leave them closed on the other, because it is the proper way to do it.
E aprop cura la plagua entro que sia consolidada e sanada.	Then apply remedies to heal the plague in whatever part of the body it affects.
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	And if there are fistulas, let the surgeon cauterize the wound, but not the hands.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	The shape of the fistula determines whether it requires cautery.
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	When hemorrhoids are present, there is bleeding.
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	And if it is necessary to treat the body or something else, you should apply a cushion to the legs.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	And in the legs, some small and some large, they are always cushions.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	And these are the causes of pain in the legs, which are known as gouty.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	Then have the patient lie on their back with their legs elevated on pillows or cushions.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	And then you cauterize those parts of the body that are affected by the pain, such as the legs or feet.
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	Then apply a cautery to the affected area if needed after the wound has healed.
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	And another thing to treat an injury is by using the other method on the legs.
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	Then you will have treated the illness in the legs, and placed the cushion on their chest.
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	If they have light burns on their body, then the patient has a condition that doctors call a "leucorrhea" in the first few lines of the text.
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	When you have a boil on the body, use these methods: apply a cushion to the affected area.
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	Let him use a cushion on his legs, and let blood be drawn from other parts of his body.
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	And put them back in their place.
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	And if the patient is suffering from gout, then apply the appropriate treatment.
De curacio de fistulas.	This refers to the treatment of fistulas.
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	Joint pain occurs when humors are out of balance and infiltrate the body's joints.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And if it's necessary to use cushions for that ailment, they should be placed on the legs so that it doesn't spread.
Lahoras tu osta aquelas am razio pus vehement que la primieyra entro que mot sancno e sian excoriadas; e aprop cura aquelas entro que sian sanadas.	When the body is injured by a sharp pain, treat the injury with a cautery so that the pain is less severe.
De curacio de almesamir, so es clau.	Then apply cauterization to treat gout.
Sapias que alamermar, so es clau, e no es si no notz redon segon la color del cors semblant a cap de claviel, e es fayt en tot le cors e majorment en las partidas dejos les pes e als ditz, e endeve per aquels dolor deves le anament.	This sentence tells you how to treat an exposed intestine.
E adonc cove que sia inscidit aquo que es en le circuit del clau, e sia tengut am les forfexs o am unci, e sia eradicat de la sua razit; e aprop cura aquel.	Then apply another cushion to their legs, for example.
E si vols, cauteriza le segont que es precedit en le sieu capitol.	The second part of the body, et al.
Mays de veruca es eminencia petita aspre fistulada redonda sobre la superficia del cos, e motas veguadas veno en las mas dels enfantz.	Then use a hot iron to cauterize the small lumps, the ones that look like warts, on the body, and another lump on the foot of the patient.
E curacio de lu es que estendas e inscidas aquela, o que estrenhas aquela am fiel o am pel entro que caja.	And for the treatment of the leg, you must apply a cushion to it, if necessary, so that the patient does not experience pain in their legs or feet.
E si vols, cauteriza aquo, segon que havem dit, am foc o am medicina acuta.	Then use fire or medicinal treatment on the patient's legs according to their condition.
E ja so eradicadas enversas e no-enversas am le instrument le qual yeu diyre.	And the instrument used to remove the ailment will be used for such things as removing the cause of the illness in the legs.
Mays formica es eminencia petita feutrada o fistulada grossa sobre la superficia del cos anant mot en le preon, e quan le freg atroba aquela es centit en lu semblant de mordificacio de formigua, e es fayta entorn le cos.	If the patient has pain in the legs, they are burned by the cautery, and another doctor's hand should be placed on their body.
E curacio de lu es que prenguas una canula de pena de auca o de pena de voltor, e sia fort, e pausa aquela sobre la formigua entro que la contengua le cercle de la canula de las partidas de lu; e aprop revolveys la tua ma am la canula entro que inscidas aquo que es en le circuit de la formigua, e pauses aquela en le preon de la carn, e que eradiques la formigua de la sua razit.	Then take a needle that has been opened and the contents are placed on a cushion; cover the patient’s foot with the needle to prevent the pain from being too strong, and you have already reached the limit of its range.
E si vols, fay aquo am canula de eram o de ferr segon aquesta forma:	And if you want to draw blood from a vein, use a lancet or something similar.
Sia la partida desus de la canulha trahent a subtilitat, sorda (so es no-perforada), envolopada per so que sobre le dit la aprencio de lu sia ablaviada e la revolucio de aquela.	If they are prone to making points on their legs, hold the patient's leg so that the opening does not allow the cushion to be placed.
E si vols cauteriza la formiga segon que es denant dit en la cauterizacio de atheyl en le capitol de cauteri.	And if you want to cauterize the patient's foot, you should do so carefully.
De forma dels instrumentz que so aministratz a dar cristeri.	And for the treatment of the intestines (of) that (which is) customary (for) treating other ailments, you will treat them with a regimen of poultices and such.
Alcunas veguadas es fayt cristeri de argent o de lato o de eram fondut o malleat; e alcunas veguadas es fayt de aquels instrumentz petit e gran segon aquels als quals so aministratz, quar aquel que es aministrat en la curacio dels petitz enfants sia petit; e de aquel dels quals los culs son freuls o doloyrozes, les cristeris de aquels sian petitz.	This sentence seems to be describing a medical procedure being performed on a child, mentioning both "small" and "large" tools for making "marks" or "incisions".
La forma de cristeri gran e pauc:	This sentence appears to be a mix of languages, likely Spanish and English. The guessed translation is:
Le cap de la canula de lu desus en le qual es liada la borsa sia ampla segon aquesta manieyra; e sia a lu distinacio la on la borsa es liada ayssi cum vezes.	Then let the patient be treated with these treatments for humors, and use proper care to avoid causing further harm.
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	And if you have an opening in your foot, which causes pain, it is called a burn.
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	And if it is customary for the animal to be in the presence of the beast, one should place a cushion on its back.
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	And if the patient's foot is opened by other means, such as a wound, you should put a bandage on it.
E aprop entromet en aquels traucs fiel fort de fiel cru le qual sia de detz fiels, o enviro aquels; e ajusta am aquel la borsa; e quan es pausada en lu la borsa, sia streyt en le cap del cristeri entre dos distingentz am fort costriccio, e aprop cristeriza am aquel quascun trauc: Mays la qualitat de cristerizar am aquel es que tu omples la borsa de la medicina, que sia escalfada segon la quantitat de la tolleransa del malaute; e guarda te que no sia trop cauda ni trop freja.	And if you need to treat the patient's bowels, place a cushion under them.
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	Then apply a cushion to their legs so that the intestines don't protrude.
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	And if it is necessary to apply medicine, use a cushion for support on his legs.
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	But if you are afflicted with pain in the legs, then the other (diseases) are healed by another method.
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	If there is pain in the bowels or intestines, the physician would apply heat to the affected area.
De curacio de las plaguas.	And then for the treatment of the plague.
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	You will see that I have been tasked to describe the process of treating diseases of the bowels.
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	The person has been given a diagnosis of gout.
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	And if it were the causes that are for the pain in the legs, or for the patient to be able to see other things, they may be used as a remedy.
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	Mays the pain in le legs be called by its proper name.
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	And if you have opened the intestine for surgery, then use the other to apply the cautery, and don't forget to protect the surrounding area.
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	This is a tricky one! It seems like the text is describing a medical procedure involving making the patient comfortable.
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	And if the pain is caused by a simple humor (and not from a complex one) then it is the patient who has to be treated for their illness.
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	And if it is necessary to perform surgery, then do so with cautery.
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	Avoid the use of meat or other foods that cause gout.
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	And apply cautery to the area above the cushion, where the affected area is inflamed and requires its use.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	The doctor should treat the condition of the recent wound on the patient's feet.
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	And then place a cushion on them, while they are still healing, the patient needs to be given a cushion.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	If the plague is severe, you are to treat them with a cut on the thigh, and if it is necessary to make incisions on their legs, use the technique of cauterization.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	And so if it is a fever or other illness that causes pain in the feet, you should treat it with medicines to soothe the foot.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	And if you place a cushion on their legs, apply another to the foot, but not to prevent it from being inflamed.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	If there is pain in the thighs or other areas of the body, then you may have to cauterize them to stop the bleeding.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	And if these skin eruptions are simple and small, it's said to be caused by that which is simply called "gout" elsewhere.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	Then the patient's body should be treated with a poultice made of sulfurous powder to prevent the plague.
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	And if you have to use a cautery, apply it carefully and only when necessary.
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	Then use the other tools for the task at hand, and then you'll have to call it a day on the feet.
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	And then cauterize the necessary areas on the foot to prevent the pain from spreading.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	And if they are on their back, or at least you must use a cushion to support them, saying that the affected area will be treated in the same way.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	And if the patient is suffering from a broken bone, they must apply a cauterizing tool to the affected area.
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	And if it is necessary to treat a fractured bone in the head, then do so by using a cautery.
De las plaguas del col.	When the plague affects the feet, it is called gout.
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	If the plague affects the body, but the treatment varies.
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	If a patient has gout, applying cautery to the affected area may be necessary.
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	Do not use medicine on the legs if you are not sure what is wrong with them.
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	And if it is necessary to cauterize a patient with a mild ailment, another servant will administer medicines, while the other holds their legs, or et cetera, as needed.
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	If the pain is severe, treat it with cautery.
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	Mays if the disease is severe, the patient needs to be treated by a doctor.
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	Then if there is blood flowing from an open artery, it causes them to place their hand on the affected area.
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	When joints are to be cauterized or left closed, use suture for the latter.
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	Mays if the disease is gout, cauterize and apply a poultice to the affected area, and use another method of treatment.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	And if the plague is recent, apply powder to the affected area.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	And if there is another pain in them, then you can use this to make an opening.
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	Then apply heat to the body with another cautery.
