Ayssi comensan las paraulas de Albucasim .	The patient's body is already inflamed.
E mays cura aquel am aquo que havem dit entro que sia sanat.	And if it is necessary to apply a cushion to their wounds, they'll call it by its proper name.
Capitol .lviii.	Translation:  And then they will apply a hot cautery to the affected area.
De curacio de urina retenguda en la vesiqua.	This refers to the treatment of urinary retention.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Gout is treated by cauterization (opening up the skin to release fluids) or by applying a bandage to the affected area.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	And if the intestine or other fluids are not dissolved, and you feel pain in their legs, it's likely due to something else, and they should be treated for that condition instead of gout.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	Then apply your hand to the patient's foot and extend it as much as possible.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	Then the bladder was opened up to the point, so that the urine could flow freely.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	And if it is not cured by applying a cautery to the affected area, then it's a case for the surgeon.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	And if you place a cushion under their legs, it will be necessary to do so with some violence.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And apply a cauterized instrument on their legs, which are filled with the pain from the other.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	Then place the cushion above the patient's belly button for treatment.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	And if it is necessary to cauterize it, apply your hand to it gently.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Then apply a cautery to the patient's legs, for healing purposes, if it is necessary to remove the inflammation caused by the ailment.
Capitol .lix.	Chapter 59.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	If you apply a cushion to the bladder, it will relieve the pain.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	Then apply a poultice to the affected area.
sino que en la extramitat de lu es sorda, so es clausa.	When applied in the manner described, doctors call it a poultice for those who are suffering from gout.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that place there are three cushions: two on the legs, one for the patient's belly.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	At the beginning, place a cushion on their legs and another one under them.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	When it comes to the foot, use a cushion or a pillow to stop the pain.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	Then apply a cautery to the affected area; if necessary, place cushions under the patient's bladder and whatever else is needed to protect the patient from further injury.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	This is a bit tricky, as the provided "translation" hints at a potential medieval dialect or archaic spelling, making it difficult to determine if the translator is referring to a specific medical procedure related to gout.
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And if it is made of silver or of tin, and another servant holds a cane in their hands.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	Then place a cushion under their legs and apply a tourniquet to the affected limb.
E aprop entromet la extremitat del cristeri en la vergua.	And on the legs of the patient, place the cautery.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	And then apply heat to the bladder, but only if it is already warm.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	And if you wish to treat the patient's bladder, then place a hot cautery on the affected area; for the same reason, if necessary, apply heat to the affected area.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	Then apply a poultice to their joints.
Capitol .lx.	Chapter 60.
De extraccio de peyra.	Peyso as a hot poultice should be applied.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already discussed the types of stones that can form in the kidneys and bladder.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	And if they are too weak to resist, make a cautery on their legs and hold them down while you cauterize their feet.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	When there are stones in the bladder, they are properly called.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And if it’s necessary to speak about the pain of the patient, be concise.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	The text describes pain in the feet.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	And then treat the children's legs with the other part.
Mays en les joves es migiera per aquo quar es entre aquels.	May it be called gout when it affects young people.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And if there is pain in the body, it is called gout when the pain is in the legs or feet.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	And if the patient's pain is caused by something that has been done to them, the physician must first investigate what caused the pain in their legs.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	And then place your hand on the patient's body to soothe them.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	And if you are going to use cushions for support, it is best to use cushions on the legs and feet.
E aprop perquier aquela e tota aquela deforo.	E si es un malaute which causes pain.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	Therefore, if you feel pain in the feet, immediately apply a bandage to the affected area.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	If necessary apply heat to the affected area on the left side of the body, and take care that the child does not have a bowel movement during treatment.
E perquier de la peyra entro que stia dejos le tieu dit.	And if the patient's stone is caused by a disease of the bones, which causes the pain in their feet/joints to be more severe.
E converteys aquela petit a petit entro al col de la vesica.	And gradually close the opening in their leg, and apply heat to their legs, and then the patient will have pain in their bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	Then apply heat to the joint you have indicated, and place your hand on the patient's foot.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	E si le metes, if they are able to do so.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And so you have already applied cautery to the patient's leg or legs, and this is the way to do it.
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	And if you need to open the body's cushion, apply another cautery to the surface.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And if you are wise, you will know that it is difficult to cauterize a vein in the foot.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And from their legs the pain is released, and there is no longer a need for a cushion to be placed under them.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Then you apply a cushion to their legs, then another one, if necessary.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	The text describes how to apply a bandage or dressing to an area on a patient's body after a surgical procedure involving their legs.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	If you cannot control it with a cautery, then treat it by exposing them to a hot bath.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	This is a description of how to treat a patient with multiple open wounds on the body by applying a cautery tool to them.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	When the pain is severe, you should apply a bandage so that the patient's leg does not experience the same pain in their legs or feet.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	And use forceps to carefully remove any waste or impurities from the affected area.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	Therefore, when you have completed your operation, you will be able to heal the wound.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And apply a cloth to the place where you have placed your hand on the cushion so that the patient's leg can be drawn tight.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then apply a cautery to their feet and place them on the bed, and in three days the patient will be relieved of pain from the swelling by the third day.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And when the patient has been given medicine, the physician will have treated them for their ailment.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	Therefore, if you are experiencing pain in the bladder, apply heat to the affected area, and avoid letting the patient's urine out (if they are having a medical issue).
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	And apply heat to the area of the foot to remove the pain.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And if it is necessary to use all sorts of treatments for the patient's condition, they will need to be treated with heat.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if you have to make the incision for surgery, it's important to use the correct cushion placement.
de triangulada extramitat, agut, ficat en fust.	And if it is a painful inflammation, apply a cautery to the legs and place them in a cushion.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	Then bring them to the doctor's office.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	...and apply the cauterizer to the affected area.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	"Then apply the cushion to the affected area."
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	When the other organs are healed, the person with gout will feel better.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	And so you apply heat to the area, and you have prepared them for their cure.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	And here comes (the meaning of) the pain between the two bonds.
E aprop extratz aquela.	And from there, extract the pain.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	Then if the patient's feet are cold, hold them in your hands while you apply heat to warm them up.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	When bloodletting is performed on someone who has a body that is afflicted by the plague, they will be more susceptible to the disease.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And if there are cushions on the legs of the patient, they will need to be kept in place if you need to apply a hot cautery above them.
Capitol .lxi.	And then apply the heat to the affected area.
De extraccio de peyra de las femnas.	Another common treatment for stones in women's bodies.
Peyra en las femnas pauc es engendrada.	The bone marrow was already swollen and inflamed.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	Gout is a disease that affects the joints, and the patient's foot should be treated with cauterization.
La una de lor es quar la femna fort leu es verges.	The woman is suffering from a pain in her legs.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And if it is necessary to cauterize the intestines or the feet, then do so with other cushions.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	And if you know how to do it, another cushion under the patient's thighs.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth condition is that if it is necessary to cauterize a joint, it is done in women on their legs, so that the cushion will be put in place only after the wound has been closed by a surgeon.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	When you have a need, the patient will be covered by the cushion, but they are often called gout.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	Mays if you are deprived of that, your other parts are still in the state of being closed off.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	And if she was to have a cushion placed upon her foot, it would be necessary for you to apply the cautery to the beginning of the illness.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Therefore, if you have pain in the legs, use a cushion for support and put your hands on them to stop the pain.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	If the patient is not a virgin, then place another cushion on their legs.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Then apply a cushion on the patient's feet.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	Then then you should cauterize the flesh of the patient, and on that same location, place a cushion, and apply heat to the affected area.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And if it is necessary to treat them, only apply a small amount of cauterization at first.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And so on, for the body has many types of pain, some are mild and some are severe, but those who suffer from the pain of the gout, which are caused by the coldness in the body, should be treated by a doctor named Pierre.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	And if you are going to apply heat to the area of the body that is affected.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if blood is flowing, apply a bandage to the affected area, and do not let the blood flow out for at least one hour.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And so they say that he needs to apply these tools in his work with the instruments.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And when the blood flows, and you see that it is not from a wound, then know it is caused by an imbalance in the body's humors, and you should treat it with the appropriate remedies.
E aprop cura la plagua.	Then return the patient's foot.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Then apply a cushion to that area for a few days.
Capitol lxii.	This chapter discusses cauterization techniques used by doctors in the context of treating pain.
De seccio sobre ernia acoza.	Then another cushion under their legs.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	Hernia is an accumulation of pain in the joints, which causes pain in the feet.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	The other parts of the body are to be treated in the same way.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And put a cushion on the chest where the patient's legs are weak.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And thus the patient's body is cleansed from all its impurities.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	Then apply a poultice to the patient's leg, as needed.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the moisture is in their body, they are considered to be suffering from the disease known as gout.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the doctors cauterize the white cushion, they should do so with a pointed cautery.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And if you want to know the nature of the ailment, then judge by the color of the pain in the inflammation.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	And if it is necessary to treat the patient's illness, use fire cautery.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And if you are near the patient's two, place the bandage on their legs.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	E si es necessitat que tu puttia el teu cos sobre l'altra, because you have already set the other part of your body on the left side, that means the body is over the right side and a cushion should be placed under it.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	Then place a hot cautery on their legs to burn out the pain.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And make an incision along the vein that you have chosen.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	You should be careful to avoid that you are pierced by pain; the doctors say that it is important to have a keen eye on the quantity of pus that may be present.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	And you will place a cushion on their legs.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	E so then it is a proper application for a cautery.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And if the intestine is open in the leg, apply a poultice to prevent its protrusion.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	Mays means "if" and "a cushion" in the context above.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	Then apply a poultice to the area to keep it warm and soothe the pain.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	When water is gathered in two parts, it is called humors.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	Then place a cloth soaked in rose-scented oil on their stomach, et autre.
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And if the patient has a cushion placed under them, they should be given one of these to use for the same purpose; a cushion should be placed on their legs (for protection), and then applied with the cauterization tool.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	Then you are ready to apply the treatment for gout.
e es asemblat a letra greca.	And if it is necessary to make marks on the legs, then it is called a Greek letter.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	When it is necessary to make the incision larger, do so by burning them with hot cautery.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	When the wound is in the leg, do not let the blood flow from it.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And if it is known that the patient has a lot of blood in their intestine.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	And if there's pain in the legs, then you should apply heat.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	When your body experiences severe pain, you should be burned with a hot iron.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	If you have pain in your foot, let the patient lie down; another cushion is placed on his legs, and yet another on his body for as long as needed.
E sia la apercio ampla entro que corro tota l‘aygua.	And that they have opened the patient's legs, and apply a wide bandage to prevent it from happening again.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	And if it is necessary to pause the flow of the bowels, place a hand on the affected area.
E aprop cura aquel entro que la plagua sia sanada.	And if it is necessary, place a cushion on his legs, and he will be healed by the plague.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	Mays si malestar es que a particular time you place a cushion under the patient's legs when they are ill.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	A wise man knows that other things are more important than gout.
Capitol .lxiii.	Capitol 63.
De seccio sobre hernia carnosa e la curacio de lu.	To cut open the chest and your hands are already in place to hold the incision open.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	When you see that the hernia is threatening to cause harm, you must be careful to use this method.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And if he has an infection or swelling, they are to be treated with cautery.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Then apply cauterization to the affected area.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And if the cushion or the pain is severe, it will be called an apostema.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	E fort leu es la causa de la podagra, e la color es dark.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	And sometimes the swelling in the legs is caused by inflammation of the veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	Gout, which is caused by an inflammation in the body, is known to be caused by the illness of the blood vessels; use a cushion for protection.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	When you apply a cautery to prevent the veins from swelling.
