Ayssi comensan las paraulas de Albucasim .	"Thus begins the speech of Albucasim."
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	"And if the bone is corrupted and not prominent, then it is one continuous part with another, and the corruption is in the middle place or in a part of it; therefore you uncover the flesh from all parts altogether; and indeed pause wood on that side, and indeed saw it from the first part where the corruption is until it is continuous with the sawing of the other part."
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	"And let the sawing be done according to the place of the corruption little by little, as we have said."
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	"And if the corruption is at the joint, then incise that corrupted joint and saw the bone where it is continuous with the other part."
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	"But if from the corruption is in the continuity of two joints, then it is not reasonable but ingenious."
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	"And if the corruption is in the palm of the hand or foot it is very difficult; however you should inquire how the corruption appears to you, and remove that, and cleanse it according to each disposition which is possible for you, and with every ingenuity correct what you can, so that it does not harm vein or nerve."
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	"And know what are the incising tools and the saws for incising these bones are many according to the situation of the bones, and their preparation, and their thickness, and their subtlety and greatness and smallness, and their hardness and rarity; therefore you should prepare all kinds of appropriate instruments for that operation."
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	"And know that this operation signifies to you about the kind of instrument which you need; for when you have great study and long experience in the ways of this art, and knowledge of the ways of illnesses, then already you would have by yourself what is convenient for each illness among the instruments."
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	"And I will tell you in conclusion of this chapter the number of instruments which you will prepare with them simply with which you will proceed to your prohibition which you will experience on others."
Forma de serra:	"Forma de serra:"
Forma de autra serra:	"Forma de otra serra:"
Forma de autra serra:	I'm not sure what you're asking. Could you please provide more context or clarify your question?
Forma de autra serra gran:	Large saw form:
Forma de ray:	"Rasp shape:"
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	"So that the head of this rasp is according to the shape of a star-headed key head, and its points are according to the shape of astraphox points."
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	"And it is not convenient but that with this should be rubbed the heads of joints when they are corrupted or if the mouth is wide open."
Forma de razori major dels autres:	"Shape of razor greater than others:"
Forma de razori menor:	"Form of smaller razor:"
Forma de razori lat:	"Broad razor shape:"
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	"Form of another saw properly made: let it be made in the form of a bow, its sharpness of iron, and its member made of well-made bone awl."
Forma de lu:	What do you mean by "forma de lu"? Please provide more context. Do you want to know the shape or form of something specific?
Forma de razori en la qual ha concavitat:	"Form of razor with concavity:"
Forma de razori autra subtil:	"Form of another subtle razor:"
Forma de autra razori de curvada extremitat:	"Form of another razor with curved tip:"
Forma de rasori petit semblant a tenta:	"A small knife shape resembling a lance."
Forma de incisori am le qual so inscidit les osses:	"Shape of the incising tool with which bones are incised:"
Forma de inscisori autra minor:	"Form of another smaller incising tool:"
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	"Form of another incising tool: this one resembles a rasp, and its extremity is like a saw, and it is exhibited in many places in the ratio of bones:"
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	"The shape of the rasp which is convenient for the ratio of that which is perforated by the bones:"
E la extremitat de lu es triangulada e de aguda extremitat.	"And its extremity is triangular and has a sharp tip."
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	"And it is made of Indian iron, and similarly all the causes that we have said about razors and incising tools and saws."
De inscizio extremitatz e de la serratura dels osses.	"Of bone incision extremities and of bone sawing."
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	"Extremities can be affected either by intrinsic causes or extrinsic causes, whether you have medicated that corruption with curative medicines and the cure does not occur, or sometimes the corruption goes to the member which you do not perceive for any cause; therefore it is necessary to incise that member where the corrosion approaches, so that the illness escapes through that opening from death or harmfulness that is greater damage to the member."
E le senhal de aquel al qual accideys, es que·l membre es fayt negre entro que sia cujat que foc la ja comburit, o se poyreys aprop la negror entro que la poyredura aquela ane entro aquel membre que siec lu e que prengua tot le cors; e donc coyta te am inscizio de aquel.	"And the sign of that which happens is that the member becomes black where it was covered by fire, or the darkness approaches where putrefaction has entered into that member which seizes it and takes all the body; therefore it is necessary to incise that."
E semblantment si es causa de la corrupcio percussio de alcunas causas venenosas ayssi cum de scorpio mari o de vupera o de rutela e de semblantz.	"And similarly if corruption is caused by the percussion of some venomous causes such as those of sea scorpi
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	"And if the corruption or percussion is at the tip of the finger, therefore you must incise the finger and not give space for the corruption to go into the hand."
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	"And similarly if it reaches the hand, therefore you must incise that at the radius of the forearm, and not give space for corruption to take hold in the forearm."
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	"And if you lift that one up, then cut into the arm between the elbow at the joint."
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	"And if another passes over corruption and envy near the joint, then death is there for the patient. And administering another cause other than that in cure is quantity of virtue."
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	"And likewise you must do to the foot when corruption reaches its end, then cut into it at one of the toes."
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	"And if you take the sole of the foot, then cut off all the foot."
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	"But if it can enter into the knee, then cut into the back at the joint of the knee."
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	"And if corruption has already reached the knee, then there is nothing to do but remission, and leave the patient to die."
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	"The manner of cutting off a limb or sawing it is that you stretch the ligaments at the place where you wish to cut, and stretch another ligament over the spot. And extend one ligament towards both sides, and extend another ligament above them. And separate the flesh which is between two ligaments with a wide knife until all the flesh is exposed. Then it may be cut off or sawn."
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	"And it is necessary that bandages of linen be applied from all sides so that the spot does not touch. And that a proper and healed scar come to the patient."
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	"But if bleeding happens while working, then cauterize the spot carefully, or apply some powders that restrict blood. And return to your treatment until it is completed."
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	"And then bind the member with a bandage in whatever way is convenient, and care for it until it is healed."
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	"And I tell you this that happened to a man in his foot, the accident which I and you are discussing, which is the fourth of its kind that occurred on his foot with burn-like inflammation resembling fire combustion."
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	"And this corruption happened initially in his toe so that it affected all the foot."
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	"And then that man prepared to have the treatment done on his foot with great haste because of its severe pain and burning sensation. He cut off that foot at the joint, and it healed."
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	"For a long time afterward, that same corruption happened on his finger of the left hand."
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	"And then he came to me, and I treated him for that swelling with what I applied on his hand for medicinal purposes. And the swelling did not decrease, but began to go towards the other finger so that it began in the hand."
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	"And he called me to cut off his hand, but I did not want to do that hoping for the recession of that swelling. And moreover, I feared the cutting off of his hand because the power of the illness was in its root."
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	"And since he left me, he returned to his land and came back to me saying that that man had prepared himself and cut off his whole hand, and it healed."
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	"And I have not related this story now except to be helpful about what can happen with this illness, and that it may be a sign for which it is signified and according to which it should be treated."
De cura sinuum et qualitate clisterizationis cum medicinis.	"Concerning the treatment of sinus and the quality of cleansing with medicines."
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	"When an abscess occurs in some fleshy members and the space of the abscess is prolonged until it forms a collection of pus, and then it ruptures and opens up, and the pus comes out, and the spot remains hollow like a vessel, and the cord that is above it appears thus like a thin cloth, and there is no return to corruption, and it does not imprint on bone or nerve or ligament, it is called a sinus, and it is not named fistula."
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	"But if the space is prolonged until corruption impresses on some member, then it is called a fistula and not a sinus."
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	"And the treatment of it is to cut off that cord entirely as it is rolled up, and especially when it is thinned out and made like cloth, and ensure that it does not adhere to the spot because of its corruption."
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	"But if you hope that the cord will adhere and that that corruption has not yet progressed further, and there is space in the cord for scar tissue to form, then you should treat it with a cleansing enema."
E es que consideras al sinu, e lahoras si es gran, e·l brac que yeys es de fetent odor, lahoras clisteriza aquel am medicament egipciac le qual es de oli e vi agre e ziniar recebent partidas enguals, e sian ajustadas en un vayssel, e sian coytas sobre le foc entro que’l medicament se fassa rog e pervengua a specitut de mel.	"And if you are considering the sinus, then if it is large and the arm that goes out smells badly, then cleanse it with Egyptian medicine which is made of oil, sour wine, and cinnamon received in equal parts, ground well together in a vessel, and cooked on the fire until it becomes thick like honey."
E aprop tu pren de lu aquo que es necessari e dissolveys lu am aygua e mel; e clisteriza am aquel le sinu, e strenh le orrifici de lu, e layssa la medicina en lu per la quantitat de doas horas.	"And then take some of it that is necessary and dissolve it with water and honey. And cleanse the sinus with it, and strengthen the opening of it, and leave the medicine in it for the quantity of two hours."
E aprop extratz aquela am sprecio; e fay aquo per tantz dias entro que sia mundificat le sinu e sia remauguda la pudor.	"And then remove that with a probe. And do this for so many days until the sinus is cleansed and the corruption is removed."
E alcunas veguadas es clisterizat am aygua de cendre, quan no es a tu prezent aquest medicament; e es que tu prenguas la cendra de vitz, e met sobre lu aygua; e aprop cola aquela e clisteriza aquel am ela entro que te confizes que·l sinu lahoras es ostat.	"And sometimes it is cleansed with water of ashes when this medicine is not present. And if you take the ash of vine, and put it on top of the water, then boil that and cleanse with it until you are convinced that the sinus is completely healed."
E si le malaute no ha tollerancia sobre le medicament egipciac ni l’aygua de la cendre, lahoras clisteriza aquel am aygua e mel e quays sia mesclat ziniar trissat, e clisteriza aquel am vi e mel mesclat, quar de proprietat de mel es que mondifique e lave, e le vi fa adherir le sinu, e majorment quan en le vi ha superfluitat de stipticitat e de siccitat.	"And if the illness does not tolerate Egyptian medicine nor water of ashes, then cleanse it with water and honey well mixed together, and cleanse with it wine and honey mixed together. For it is the property of honey to cleanse and wash, and wine makes the sinus adhere, especially when there is excess thickness and dryness in the wine."
E cum tu fas aquo alcunas veguadas e te comfizes que·l sinu ja es remaugut, lahoras clisteriza aquel am aquo que fa naysser la carn en lu.	"And when you do this several times and you are convinced that the sinus has been removed, then cleanse it with something that causes flesh to grow there."
E es que prenguas de enguent dyafinicon e dissolveys aquel am oli rozat e vi stiptic; o que clisterizas aquel am alcunas medicinas e enguentz autres que hajan las proprietatz les quals ja he yeu scritz en le tractat dels enguents.	"And if you take some powder of diachylon and dissolve it with rose oil and thick wine, or cleanse with other medicines and ointments that have properties which I have already written about in the treatise on ointments."
E si le orrifici del sinu es streyt en le qual no es recebuda la canula del clisteri, lahoras tu le amplifique aquel am ferr petit a petit, e pausa en lu calgua envolopada en enguent egipciac o en enguent basilicon entro que sia amplificat.	"And if the opening of the sinus is narrow and cannot receive the tube of the cleansing, then widen it gradually with a small iron instrument, and pause there while covering it with Egyptian ointment or Basilicon ointment until it is widened."
E semblantment si le orrifici es ample, lahoras tu agregua las labias de lu am sutura e layssa de lu quantitat en la qual intre le clisteri ses addicio.	"And similarly if the opening is wide, then sew up its lips with stitches and leave in it only the quantity into which you can insert the cleansing without adding anything else."
E si le orrifici de lu del qual corr le brac es elevat a las partidas desus, lahoras secca aquel en le pus bas loc que es en lu per que le brac corra entro dejos, quar quan le brac es coartat en la preondeza de sinu la carn esser en lu engendrada.	"And if the opening of it from which corruption goes up to its parts above is elevated, then dry that in the pus itself where it is located so that the arm may run freely downwards, for when the arm is confined within the tightness of a sinus, flesh will be produced there."
E si no es a tu possible seccar le sinu entro al enviro del os pus bas segon que voles, lahoras te perforssa que prepares le membre am preparacio per la qual corr de lu le brac leugierament segon que es a tu apparelhat e que no sia en lu retengut alcuna causa del brac.	"And if it is not possible to dry the sinus in the area of the pus itself according to your desire, then perform an operation on the member such that corruption goes out from it lightly according to what you have learned and that there is nothing retained within it causing obstruction."
E pren medicinas consolidativas que sian pausadas sobre le sinu convenientz ad aquo que vols exxten aquelas sobre drap de li.	"And take medicines that consolidate the sinus conveniently according to what you want to extend them over, placed on linen cloth."
E le drap sia de tan gran quantitat cum fa la comunicacio de tot le sinu; e aprop inscidey am las forfexs en le dreyt del orrifici del sinu un trauc pus ample un pauc que l’orrifici del sinu; e aprop exten sobre autre drap de li dels enguentz leons segon la quantitat del trauc, e pausa le sobre aquel per posicio longinqua del orrifici del sinu per que sia aleujat le eyssiment del brac de lu e no ostes le drap gran sino aprop alcus dyas una veguada.	"And the linen should be of such quantity that it covers all the communication of the sinus; and properly cut with scissors on the right side of the opening of the sinus a strip somewhat wider than the opening of the sinus, and immediately extend over other linen cloths of ointments according to the quantity of the strip, and place it over that at some distance from the opening of the sinus so that it may alleviate the discharge of corruption from there and not cover too much of the linen except for a few days once."
Mays aquel que es sobre le orrifici del sinu, le qual remauguas en tota hora per so que yesca aquo que es ajust en lu del brac.	"He who stands over the opening of the wound should remove that which is stuck in it at all times, lest it come out again from the arm."
E per que sapias si aquo que corr de lu del brac es mot o pauc, o es digest, o es no-digest.	"And how to know if what comes out of the arm is too much or too little, digested or undigested?"
E am aysso tu considera le loc de aquel sinu, si en lu sent le pacient dolor o no, e si es en lu apostema.	"And also consider the location of that wound: whether the patient feels pain there or not, and if it is an abscess."
E cum la tua medicacio es prolonguada en la tal manieyra, e vesas la matiera que es gitada sobre le orrifici del sinu ja adhereys, o se apropria adherencia, lahoras le mayti tu le deslia o le tertz dia, e quan deslias la plagua, lahoras muda le drap per autre e renova le enguent.	"And when your treatment has continued in this manner for a while, and you see that the matter expelled from the wound is now adhering, then on the third day untie it. And when you untie it, immediately change the bandage for another one and renew the ointment."
Mays si del sinu aprop lon spazi yeys virus subtil, lahoras no te desperes de la adherencia de li, quar la sanacio de lu se apropria, quar so alcus homes en les quals tarda generacio de carn en las lors plaguas, e de aquels so en les quals es fayt le contrari de lu.	"But if from the wound a subtle virus escapes over a long distance, do not despair of its adhesion, for the healing of it will be appropriate; because some people have slow generation of flesh in their wounds, and others have rapid."
E si del sinu aprop motz dias es yssit brac indigest, lahoras sapias que·l sinu no adhereys; e si es tardada la adherencia del sinu e es la causa prolonguada, lahoras tu ajusta en exsiccacio de las medicinas, e si las medicinas so humidas en lor substancia e en la sua vertut, son seccas ayssi cum enguent dyafinicon, quan es en lu ajustada superfluitat de addicio de zegi.	"And if after many days the arm remains undigested, you will know that the wound does not adhere. And if the adhesion of the wound is delayed and this is due to prolonged treatment, then adjust the drying properties of the medicines. And if the medicines are humid in substance and virtue, they should be dried like a fine ointment, when there is an excess of addition of zinc."
E le mays derier am le qual es curat, es que prenguas de enguent dyafinicon e sia dissout en oli rozat, e sia sobre lu vojat vi antic engual en la sua substancia, e aprop comfeys aquel am lu, e usa de aquel.	"And the final advice in this treatment is that you should take a little bit of ointment and dissolve it in rose oil, and put it on an ancient cloth, and apply that to the wound. And use it thus."
E ja fa semblant en aquela accio, quan no y a brac, enguent dyafinicon, mel quan es coyt entro que sia engrossat, e usa de lu; o que prenguas mirra e aloen e enses, e trissa tot e polveriza sobre le mel quan es sus le foc, e aprop lineys aquo sobre drap e strenh aquel sobre le sinu; e lineys aquel am le mel le qual has cuoyt entro que es engrossat, e polveriza sobre drap e strenh aquel.	"And also do this action when there is no wound: take ointment and honey that has been cooked until it thickens, and use it. Or else take myrrh, aloe, and resin, crush everything together and powder it over the honey while it is on the fire. Then spread it on cloth and apply it to the wound. Also spread that same honey which you have cooked until it thickens, then powder it on cloth and apply it."
E alcunas veguadas so administratz am lu aristologia longua e razitz de lili celesti (e es lili celesti) e farina de errs e centaurea, e usa de aquels simples o ajustatz, trissa aquels e cribela e polveriza sobre le mel le qual he recomtat; e husa de lu.	"And sometimes the treatment should be administered with long and thin roots of celery (which is celery) and flour of barley and centaure. Use these simples or adjust them, crush them and sift them and powder them over the honey that has been recommended. And use it."
E si es prolonguat le sinu, e no es sanat per aquesta curacio, lahoras sapias que la corrupcio es en le preon de lu, e ja fa enquisicio en les osses o en les autres membres durs o als liaments; lahoras tu le cura am curacio fistular, ayssi cum desus es dit.	"And if the wound is prolonged and not healed by this treatment, you should know that the corruption is in the bone of it. Then make an investigation in the bones or in the other hard members or ligaments. Therefore treat it with fistular cure, as is said above."
De curacio de panarici et unguis attritae et incisione digiti additi et sectione.	"On the treatment of cornified and thickened nails and nail trimming and finger amputation and sectioning."
Panarici es apostema le qual nays dejos la ungla del dit pous de la ma o del pe, e fort leu nays en les autres ditz, e cum es prolonguat e la sua curacio es mens prezada, o es apostemat de apostema caut, o es corrumput, e gieta brac entro que corrodeys la razitz de la ungla, e fort leu corromp aquela tota, e fort leu perve la sua corrupcio al os entro que es a lu odor fetent, e es fayta la extremitat del dit lada, e la color de lu es fayta fusca.	"Panarici is an abscess that appears on the nail of the thumb or toe of the hand or foot. It commonly occurs on other fingers as well. And when it is prolonged and its treatment is delayed, it becomes a chronic abscess, or it becomes corrupted and rotten, so that it eats away at the root of the nail. And often the entire nail is corrupted, and its corruption extends to the bone, causing a foul odor. And the tip of the finger becomes reddened, and the color of it becomes dark."
E donc quan tu auras aquel am aquo que havem dit en la divisio e no comfereys la tua curacio, lahoras cove que tu inscidas am ferr tota la superfluitat que es romasa de la ungla e aprop cauteriza la plagla aprop aquo, quar cauteri mot es juvatiu en aysso.	"And therefore when you have that which we have spoken of in the division and your treatment does not help, then it is necessary for you to cut away with iron all the superfluity that remains of the nail. And also cauterize the wound immediately after that, because cautery is very helpful in this case."
Mays si le os es sa e la ungla es sana, e las addicios de la ungla vuoydas ja compremen las carns a las partidas dedintz, e comensan lu punger e ledeysso aquela, lahoras cove que tu pauses ray subtil dejos le angle de la ungla que pungeys la carn, e impelleys aquela sus e inscideys aquela carn am facilitat, e pausa sobre aquo que roman de la carn de las medicinas comburentz corrosivas entro que sia tot remaugut; e aprop cura aquel am enguentz entro que sia sanat.	"But if the bone is sound and the nail is healthy, but the corners of the nail begin to press on the flesh inside, causing it to be pricked and painful, then you should make a subtle incision at the corner of the nail that is pricking the flesh, and push it up and cut away that flesh easily. And apply to that which remains of the flesh medicines that are corrosive until everything is removed. And then cure it with ointment until it is healed."
Mays si la corrupcio ja enprem en le os, lahoras cove que tu inscidas le os aquel e le extraguas, car nul temps no es sanat que sia en lu le os corrumput.	"But if the corruption has already reached the bone, then you should cut away the bone and extract it, because there is no time when bone that is corrupted will heal."
E si vezes la corrozio e la corupcio anar en le dit, lahoras tu inscideys aquel en un dels nozes segons que es premesa la sua rememoracio, e aprop cura aquel entro que sia sanat.	"And if the corrosion and corruption extend to the finger, then you should cut it off at one of its joints according to where the corruption is most prominent. And then cure it until it is healed."
Mays si a la ungla endeve percussio o atricio, e endeve en aquela dolor vehement, lahoras cove que tu al comensament fleubotomes le malaute, e aprop secca la ungla am spatum agut am seccio transversa desus en jus, e guarda te que la seccio no pervengua entro a la carn que es dejos la ungla, quar tu faras accidir al malaute dolor vehement, e sira causa a nativitat de la carn ajustada superflua en le loc; e aprop cura aquel loc am aquo que ceda dolor.	"But if the nail receives a blow or bruising and there is violent pain in that place, then you should first perform bloodletting for the disease. And then dry the nail with a sharp spatha using a transverse section from top to bottom. But make sure that the section does not reach the flesh that is under the nail, because if it does, you will cause violent pain and cause excessive flesh to form in that place. And then cure that place with something that relieves pain."
Mays dit ajustat, le qual es nat en las mas de alcus homes, fort leu es carnos tot, e fort leu so en lu osses, o fort leu es en lu ungla.	"But as was said above, this condition is found in most men. It is often entirely flesh-colored, and sometimes it is on the bones or sometimes it is on the nail."
E alcus de lu son natz en la razit de la junctura, o es la nativitat de lu en alcus nozes dels ditz.	"And some of them are born at the root of the joint, or their origin is in some joints of the fingers."
Mays aquel que es nat en alcus nozes del dit no se mau, e aquest que es nat en las juncturas fort leu es maugut.	"But that which is born in some joints of the finger does not cause pain. And that which is born at the joints often causes pain."
E de aquels que son natz carnoses, la seccio es leugiera, e es que tu inscidas aquel deves la sua razitz am spatum lat.	"And of those that are born flesh-colored, the section is easy. And you should cut it off at its root with a broad spatha."
Mays de aquel que es nat en la razitz de la junctura, la curacio es dificil; e donc guarda te de la abscizio de lu.	"But of that which is born at the root of the joint, the treatment is difficult. And therefore beware of cutting it off."
Mays en aquel que es nat en dit deves les nozes, cove que tu inscidas al comensament la carn de lu am inscizio redonda entro al os, e aprop serra am una de aquelas serras convenientz ad aquo, e aprop cura aquel entro que sia sanat.	"But in that which is born in the finger between the joints, you should first cut away the flesh of it with a round incision down to the bone. And then saw it off with one of those appropriate saws for this purpose. And then cure it until it is healed."
Mays consolidacio la qual accideys als ditz entre lor motas veguadas o per nativitat del home que nays enayssi, o per consolidacio de plagua o per combustio de foc, o per semblantz, adonc cove que secces aquela consolidacio entro que les ditz retorno a la sua forma natural.	"But consolidation which occurs in the fingers between their joints viewed externally or by nature of the person who is born with it, or by scarring or burning of fire, or by resemblance, then you should remove that consolidation until the fingers return to their natural form."
E aprop pausa entre lor draps de li enfuzes en oli rozat per que no sian consolidatz leugierament, e separa entre aquels, o pausa entre aquels una lamina de plom subtil entro que sia consolidat segon que cove.	"And also put between their bandages pieces of soft wool soaked in rose oil so that they do not become consolidated too easily. And separate them with a thin sheet of lead if necessary, or put one between them to prevent consolidation as needed."
E semblantment si accideys consolidacio en alcus ditz am la palma, lahoras tu secca aquela consolidacio segon que es preparada e conveneys a la figura del membre.	"And likewise, if consolidation occurs in some of the fingers on the palm, then you should remove that consolidation according to what is prepared and appropriate for the figure of the member."
De inscizio de vices, so son varicas.	"Regarding cutting off superfluities, there are six types."
Vices so son varicas, e so venas envolutas grossas plenas de superfluitatz melencolicas las quals veno en motz dels membres del cors, e le major adveniment de lor en las cambas, e majorment en las cambas dels itinerantz e dels laborantz e dels portantz.	"Vices are varicose veins. And there are six types of veins that are wrapped around thickly and full of melancholic superfluity which occur in many parts of the body. And they most commonly occur in the legs, especially in those who travel, work physically, or carry heavy loads."
Adonc cove que tu administres purguacio del cors de colera negra alcunas veguadas am expulcio fort, e aprop sangna le pacient de la vena basilica.	"Therefore you should administer a purgative for the body of black bile several times with strong evacuation. And then perform bloodletting from the basilic vein."
Mays la curacio de lor am ferr es segon dos manieyras: la una es que sia inscizas e sia atirat aquel sanc negre, e l’autra manieyra es que sia elevada la vena e sia extrayta tota.	"But the treatment of them with iron is done in two ways. The first way is to cut and draw out that black blood. And the second way is to elevate the vein and extract all of it."
La seccio de lu es segon aquesta manieyra: embroca al comensament la camba am aygua cauda mot entro que le sanc gros sia resolvut, que es feculent de la camba, e aprop strenh la camba del malaute a la partida pus sobirana de la coyssa entro a la partida dejos del denol am una benda, e aprop secca la vena en un loc, o en dos, o en tres am seccio ampla, e aprop eleva le sanc negra am la tieua ma de la partida dejos de la camba entro en sus, e desus en jus, entro que del sanc sia yssida la quantitat que voles e que vezes habastar, e la qual tollera la vertut del malaute.	"The section of it is done in this way: first moisten the leg with cold water from above so that the thick blood is resolved, which is like a sediment of the leg. Then press the leg of the patient from the upper part of the thigh down to the ankle with a bandage, and then cut the vein at one place, or two, or three with a wide incision, and then elevate the black blood with the tieue ma from below the leg upwards until as much blood as you desire has come out, which is enough for the patient's constitution."
E aprop lia aquela, e comanda a lu que abstengua de las viandas colera negra engendrantz.	"And now seize that one, and order them to abstain from foods that generate black bile."
E itera la curacio per fleubotomia quan las venas so umplidas e aquo notz al malaute.	"And perform the cure by phlebotomy when the veins are full and it is necessary for the patient."
Mays la elevacio de lor es segon aquesta manieyra: tu que razas la camba del malaute, si en lu so motz pels, e aprop met le en banh e embroca la camba de lu am aygua cauda entro que s’enrogesesca e las venas sian exuberadas; o que sia exercitat per exercici fort, si banh no es a tu present, entro que·l membre sia scalfat.	"The elevation of their limbs is as follows: you who raises the patient's leg if it is movable and brings it close to wash it with cold water until it reddens and veins are filled; or let them be exercised by strong exercise, if bath is not available until the limb is heated."
E aprop secsa la codena en le dreyt de la vena per seccio en le lonc o en le derier de lu deves le denol, o en le pus bas de lu deves lo talo.	"And then seize the cord in the right side of the vein for section either at its beginning or end, or lower down near its root."
