Ayssi comensan las paraulas de Albucasim .	Certainly! Here's the translation:
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Some herbs are formed in greater ones, two, three, four, five, six, seven, and ten, and indeed I must verify that a woman who has had six miscarriages will not have ten, for this causes great pain according to the knowledge of the wise men.</end_of_turn>
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And all this is because of the science of the mistress which is strong in that part where the child resembles the former, and therefore she must order that it be covered up so that it does not see it.
Capitol .lxxvi.	Chapter LXV
De extraccio del fet quan es mort.	On the extraction of the foot when it is dead
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you cure the dead foot as we have said in the division of the medicine, and it is not expelled by force, and you must use an operation with care, considering whether the woman is of sound virtue and is not among those who are subject to the accidents for which she is feared to lose her life
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	Then you must cover the woman over the hips over the seat and lean her head back and lift her thighs.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	And the minister has two parts or is bound in the hip for so that the body does not extend beyond the extraction of the foot
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	And then you moisten the mouth of the mistress with oil of olive and with a mixture of alum, fennel and seed of thyme.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	And then put your hand on the mistress’s hand with those oils and mixtures, and then interlace your hand in the heel, where the nails remain in the foot.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	And place conveniently where you consider that the foot is ready to come out, and when you have left the nails in the heel, or in the ankle, or in the mouth, or in the palate, or leave the beard, or the tonsils, or in the armpits, or in the places proper of the buttocks, or leave the fatness
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	If the pain extends to the toes or the middle of the back, it is also called gout.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	And so keep the thumb with the left hand, and stop the curvature of the foot at the place between the thumb and the little finger of the left hand, and enter your hand there easily and stay there until the cause of the pain has passed away.</end_of_turn>
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	And so stay there and hold another hand there, or a third if necessary, to prevent it from being pulled too much, and not only in a straight line.</end_of_turn
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	And so be gentle all around, so that the sensation of the pain is relieved just as it is useful in the teeth when the cause of it is eradicated.</end_of_turn>
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	And so it is necessary that the extension is softened there; and if any part of it is retained, the lady should put some of her fingers on their tips with oil and enter there and rotate them over those that are retained.</end_of_turn
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	Therefore if the part of the foot is outside, their fingers will be exchanged among the places that are more painful; and do this until the whole foot is outside.</end_of_turn>
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	If the hand is outside before the other, and it is not possible to reduce that because of the stiffness of the foot, then cover it with a bandage; and extract that until the whole foot is outside, and insert that under the nail or at the junction of the thumb or at the ankle.</end_of_turn>
E ayssi cove que fassas en l’autra ma e en les dos pes.	And so do the same with the other hand and the two feet.</end_of_turn>
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	If the head of the foot is large, or if it has been injured by the stiffness in the sensation, or if there is water adjusted in the head, then enter between the spines and split the head and extract the water, or drain it with an instrument called an “alundat”, which is of the same shape as the other instruments in the chest.</end_of_turn
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	And do the same if the foot is large by nature: and so insert that into the paste, or prevent that from being inserted as we have said; and extract the bones with forceps.</end_of_turn
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And if the head is outside and is contracted behind the heel, then split it open until the humidity which is in the feet has disappeared.</end_of_turn
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	And if it is not complicated, or does not obey this sensation, then insert your finger as much as possible into the head.</end_of_turn
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	If the belly is swollen or is in hydrops, then extract that until the humidity which is in it is expelled.</end_of_turn
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	If the foot is over the knees, the attraction of the foot is slight and the direction of the foot towards the mouth of the uterus is slight.</end_of_turn
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	If it is contracted behind the belly and the foot, then extract that which has enveloped your hand, and split the belly and the foot until the water which is in them has drained out.</end_of_turn
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	If the other limbs are remaining and the head is back, the maid enters the left hand; if the mouth of the uterus is open, the maid puts the hand into the navel, grasps the head, and pulls that towards the belly, and at the same time enter one or two fingers into it and pull them out.</end_of_turn
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mouth of the uterus is closed by a swelling caused by an ulcer, do not stretch over it; just give an effusion of fatty humors.</end_of_turn
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	Give compresses; and keep the patient in lukewarm water that mollifies and hydrates.</end_of_turn
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	And if the foot is over the knee joint, it is possible to do an agglutination: and to administer what has been said about the foot alive.</end_of_turn
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	And if that is not possible, then insert it under the nails, and extract it.</end_of_turn
E cove que non layssas alcuna causa dedintz de la segondina.	And do not neglect any cause of the second kind.</end_of_turn>
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	When you have completed all your work, then administer what has been said about the cure for the ulcers which occur in the uterus.</end_of_turn
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	And if there is an influx of urine, discharge in astringent waters and administer the other treatment.</end_of_turn
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	Accidit al u aprop lonc temps apostema in le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.
E adonc yeu cogitegui que eran dels osses del fet mort.	E adonc yeu cogitegui que eran dels osses del fet mort.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent in las sieuas milhos disposicios, e ja visquec in tal manieyra per lonc temps, correc de lu un petit de brac.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.
De las formas dels instrumentz que so necessaris a extrayre le fet.	De las formas dels instrumentz que so necessaris a extrayre le fet.
Forma de vertitge am la qual es uberta la mayre:	Forma de vertitge am la qual es uberta la mayre:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	E aquestz dos additamentz sian entromeses in la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.
Forma autra semblant de aquela pus subtil e pus leugiera:	Forma autra semblant de aquela pus subtil e pus leugiera:
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	Sia fayta de fustz de eba o de boys segon la semblansa de forceps.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.
La forma de vertitge la qual diysero les antics:	La forma de vertitge la qual diysero les antics:
Forma de impellent am le qual es empellit le fet:	Forma de impellent am le qual es empellit le fet:
Forma de amisidat2 am le qual es conterit le cap gran	Forma de amisidat2 am le qual es conterit le cap gran
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	And it is like a pair of forceps to which teeth are fastened at the extremity, thus as often as necessary, and some veins are made to flow long thus as often as necessary, to which teeth are fastened thus as often as necessary, like teeth that are fastened to a cushion to which is applied pressure.
Forma de amesidat pauc:	Form of slight swelling:
Forma de unci havent una spina:	Form of a single swelling having a spine:
Forma de unci havent doas spinas:	Form of a single swelling having two spines:
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	Form of forceps to which teeth are fastened at the end to which the head of the foot is contained:
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	Form of swelling having two extremities to which the head is incisited:
Forma de dos espatums latz:	Form of two wide swellings:
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	All these instruments are exercises, and when more of them are multiplied and prepared, the artificer must be more skilled, as it is more pleasant for the patient and more honorable for the doctor.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	And do not work with these instruments in any way, for their necessity is not excusable.
De extraccio de la segondina.	From the extraction of the second [tooth].
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	When the second [tooth] is retained, you must encourage it, so that the patient will expel the seed itself, and then command her to spit with condiment, and grasp her hand over her mouth and over her nose, and if by this means it is ejected, well and good
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	And if not, take an elixir and perforate the covering with a needle and place on that herb that has opened the mouth of the woman, thus as with cinnamon and rue and marjoram and chamomile and saffron and mastic and cassia lignea and Saint-John's-wort
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	All these herbs or some of them will be submerged in water in the elixir, and place that over the fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	And put a canula of gutta in the mouth of the woman, and keep that inside until the vapor comes out to the cavity of the woman
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	And do that spit as we have said, and the second will be expelled with speed.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	More if you remain with this care and it does not come out, then command the matron to submerge her left hand in olive oil or in almond milk, and then mix that in the palm of the hand and touch with that the second [tooth], and when that has been found, then take hold of it and pull that slowly, for if the tooth is attached to the jaw, take hold of the hand as we have recommended, and when you have found the second tooth, extract that little by little according to the rule so that the jaw is not left with the sharp impression.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	Then cover that the right and left sides are at ease and without pain.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	And adjust that in the quantity of traction, for it will obey and avoid adhesion
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the mouth of the woman is closed, as we have recommended, the care with the turning and the elixir with herbs
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	More if it does not come out by all the means we have recommended, then keep that you do not tire yourself out in the attempt of extraction, more however that what comes out of it to the mouth of the woman lies to the shame of the patient, and therefore order that that be praised with ointment and tetracycline; for that will make it disappear in a few days and will be expelled without fail.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	More when it becomes pale, there is a bad odor to the head and the stomach, and that leads to the patient; and therefore it is necessary that sub-fumiguous and convenient remedies be administered at that time.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	More of the ancients already use sub-fumigation with lead and dried figs
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	Form of an instrument with which the woman is sub-fumigated must be due to the retention of menstruation and the second [tooth].
Sia fayta de veyre o de eram.	Either see or be aware.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	And keep the small limb in the palm of the hand and the large limb over the fire, and the sub-fumigation over the sleeves of the fire.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And keep that inside until that sub-fumigation is consumed and repeat it again
De curacio del cul del enfant no-perforat.	Care of the buttocks of the unperforated child.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	The children cry out and their buttocks are not perforated, which already cause pain and swelling in the palm of the hand
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	The matron should be covered with a cushion while the doctor pierces the heel of the foot; and if so, pierce that same heel with a pointed instrument, taking care not to touch the nerve.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	And immediately place your hand over the area affected by the swelling in wine and oil; and take care that the point is numb before proceeding further
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	If you fear that it is swollen, then immediately insert a tube through the wound for several days, and leave it until the swelling has subsided
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	If it is necessary to consolidate the buttocks for the treatment of plague or swelling, then cover that consolidation so that it is not injured, and take care of it as has been said concerning treatment and ointment
De curacio de las fistulas que endeveno dejos.	Treatment for fistula that arise from the bowels.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	Fistulas that arise in the lower parts of the bowels are nodular and bulky, and arise from the large intestine or the space between the buttocks
E es una fistula o motas.	It is a fistula or swelling
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	And when that nodulus is old and softened by the moist white or pale yellow moisture, and several herbs penetrate some of those fistulas, several penetrate.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And those that penetrate are known for their evacuation by vomiting and by flatulence; and several women use the patient's vomiting to evacuate them, and many times it is evacuated by those very worms
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And some of those fistulas penetrate into the bladder, and into the meat of the heel; and some penetrate into the space between the thighs and into the groin
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	And it is known that a penetrating fistula that enters the buttocks is not painful, and that when it does not penetrate, it is with difficulty that it can be recognized or grasped in the fistula when it is painful.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	If it is painful, then immediately enter and try to grasp the point with ointment or with a sponge, until you feel the point or the swelling in the buttocks
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	And if neither of these methods succeed in producing vomiting or worms or flatulence, as we have said, then it is known that it is not a penetrating fistula, and you should take care of the treatment
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	And when the fistula penetrates the bladder or the heel bone, it is significant of urine from that source and the prohibition of its evacuation until such time as the place is healed by medical treatment
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	If it penetrates the hip joint or the bone and causes pain in the limb, it is a sign that the point has penetrated here if not painful in the bone, and that there is pain in the limb; and that it is necessary to reduce the swelling in all these cases; and that it is not valid in this treatment, nor is it consolidated at once
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	And in all these penetrating fistulas, treatment is not enough, and the treatment of these is the toil and care of the doctors who have been ordered to do so
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	And in the one that is not penetrating and is not old, healing with iron is expected as I have recommended and as I have done previously
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And it is that the patient lies between his thighs and raises his legs up to his chest, the thighs are inclined towards his belly, and immediately enter with a sponge or ointment if there is swelling in the fistula, until you feel that the point has gone numb
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	If the patient groans from the pain in the buttocks, then immediately put your hand on the patient's buttocks
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	And if you feel the point has already penetrated without your having discovered it, or if you feel between the buttocks and the heel or the thigh, then it is undoubtedly that it has penetrated; and do not attempt anything in this case, for it is not in this treatment
Mays empero diyssero alcus que es sana en alcus homes tart.	Indeed, sometimes a healthy person is also affected by these matters.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And as for the medication for which we hope to provide some help in this matter, it is that you burn the cautery sponge with the width of the fistula, as has been said before, and introduce that burn into the fistula until it reaches the buttocks; and immediately repeat this two or three times until you are sure that all the affected tissues of the fistula have been cauterized, which resemble little feathers of geese
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	And take care of those who are wrapped in cloth so that they do not swell, and take care of those medicines that are generated and consolidate, and if it is healed, it is not; and if not, it is not healed at any other time by any other treatment
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	If the attempt enters and does not penetrate the belly of the thing that is in the groin, and between that and the attempt that is very clearly of marrow or cartilage, and sometimes the fistula in which the surface of the coccyx is cut, then dry the coccyx from the beginning of the fistula, and you will see it dry on the attempt, and both in the fistula and outside it until the incision reaches the place where the extremity of the attempt is, and for the attempt is freed and cut.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	And so ligate those carns that are fistulaed, which are put together like nails of pain and do not remain from any cause.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	Maybe sometimes blood flows between you and your operation when you burn those carns, then it is better to cauterize with fire or acute medicine, because the cautery with fire is better for large wounds: so is the adjustion of those carns that are adjusted, and excision of the blood exseccated of the humors.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	And so care for those that are clad in cloth in border or in cause of distress within that place escapes the hand, and so care for the wound as long as there is a hard, engorged bone generating and consolidating
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	And so medicines in which there is styptic action and excision; when the time has passed, it is already healed and you do not fear repetition.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	However if the fistula has already passed into the belly of the groin and is elongated from its surface of the body, then enter the belly of the thing that is in the groin and inquire about that.</end_of_turn>
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	And therefore if you encounter the attempt and between you and her is clearly of cartilage or bone, and it is probable that it will penetrate, then it is not an operation in her but according to the way of faith and hope.</end_of_turn>
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	Which cause is to administer in her in three ways: or that you cauterize that again as we have said; or that you drain that until you perceive the concavity of her so that it is possible for you to enter with some instruments and the cure be more effective; and do not proceed without slicing so that you do not injure the skin containing the bone, and that you take care of the patient as soon as possible, even if it is with the will of the sick; or that you lengthen that clearly and say that pus that you dry up that within towards the groin, as we have said, or with the attempt or another acute instrument, and so ligate those carns that are fistulaed that are in the incision towards the end; and so force you to restore the entire wound from the incision, and if the pus that comes out does not consolidate, and the fistula remains open in the groin, and if there is still pus in the wound, you will be more curious about the patient.</end_of_turn>
