Ayssi comensan las paraulas de Albucasim .	Certainly. Here's the translation:
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.
Capitol .lx.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
De extraccio de peyra.	And if it is necessary to make points on the surface of the foot, then do so with a pointed cautery
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already mentioned in the division the species of stones and their care with medicines, and the difference between stones engendered in the kidneys and those engendered in the bladder, and we will tell you of these things.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	And we have mentioned the stone in which we must make an incision with my hand, and section
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	And the stone engendered in the bladder itself is that which is fixed in the bladder
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And I tell you that this is a manifest exposure and abbreviation
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	Therefore I say that the stone that is mostly seen in children is the one that is found in the large bladder; and its signs are that the urine which is excreted from the bladder is similar to water in its thinness, and appears in that sand; and the patient has frequent pain in his flank, and pale vomiting, and he is pale; and in this way he is dressed.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	And it is strange the healing of children from this until they have reached the age of thirteen; and it is difficult to cure them in the old age
Mays en les joves es migiera per aquo quar es entre aquels.	Perhaps in the young it is better for this because it is between these things.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And concerning that from which the stone is greater and the treatment is easier; and if it is little, it is contrary to that
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	Therefore when we come to the treatment of this, cover at the beginning the one that modifies the patient's pain at the root which extracts all the pus that is in the wounds; for that wound a few streaks of blood hinders the poisoning of the stone from the inquiry of it
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	And also put pressure on the patient's pain in the knees and sit down and put a cushion under the thighs so that the stone descends to the belly of the bladder, or that it comes out through some blood vessel
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	And do that which is between your hands prepared, and the most of them will leave the cushions of their legs, so that the whole bladder is made to fall down to the lower parts
E aprop perquier aquela e tota aquela deforo.	And do all this thing until it is finished
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	Therefore if you feel the stone in the space, then do as much as you can to cut around it with a section tool.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	And if you do not succeed in doing all this, then leave it untouched; then cover with oil what you touch with your left hand, if the pain is in a child, or tell him half if it is an adult, and put that in the flank
E perquier de la peyra entro que stia dejos le tieu dit.	And wait for the stone until it is left untouched
E converteys aquela petit a petit entro al col de la vesica.	And convert that little by little to the bottom of the bladder
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	And do the same over that which you have touched, and expel that to the outside through the opening through which you made the section
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	Command the minister to hold the bladder with his hand; and command another minister to extend the thighs with his right hand and his left hand to support the crease which is left by the thighs, at the part of the place where the section is made
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And thus will come out the stone without any bloodshed; this is the form of it.
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	And split it in it where it is between the buttocks and the thighs, not in the middle part, towards the side of the left thigh; and the section should be made above that stone and the hand which you have mentioned should be held above the stone, and make a transverse section, for that the section outside should be wide and narrow according to the quantity of the stone which comes out of the bladder should be as possible, and not greater, than the force which compresses the hand which is in the buttocks concerning the stone because of the section, and is perforated because of its discharge.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And you must know that every stone has some angles and margins, for that its extraction is difficult for this reason
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And concerning that which is like lion in appearance, and is round, and is made of its delight, its extraction is difficult.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Therefore if it is that one which has angles and margins, adjust it in the fissure
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	And if it is not so perforated, then cover with your hand over that; or strengthen over that with your thumb which is as if you were grasping the stone, and do not leave it; or that you put out of it the instrument which has a curved extremity
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	May it be that if you do not know what to do about it, then expand the tumor slightly, and if you see discharge of pus, cut off the root of that vitriol which is causing the trouble.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	If the stone is larger, then at the beginning of the procedure you will push your hand to the mouth of the bladder, and then prick it there; and then push in a little bit; and do the same if there are more stones.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	And if the stone is large, then it is prudent to know that this great section causes two evils to the patient: either that it remains there or that it sends continuous discharge of urine, because the urine is not completely solidified.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	May you administer expulsion from within so that it is driven out, or engineer a fracture of it with forceps so that you can extract that which is in pieces.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	Therefore when you have completed your operation, then fill the wound with aloe powder and dragon's blood, and strengthen that.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And rest on that wound soaked in oil and vinegar, or in scented oil and fresh water, so that the burn does not remain fixed
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	And then keep the patient lying on the bed for three days, and do not remove the bandage until the third day
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And when that has been removed, bathe the area with water and a little oil, and take care of that area for several days with diaphoretics and diuretics until it is healed
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	May it be that if in the wound there remains a burn, adhere and corrode, and from that it appears as if the urine is frozen in the bladder, and because of that the urine is prohibited (and that is known for the discharge of pus with the urine), therefore extract the said stone from the wound and extract that pus, because if it remains it will cause the bladder to become corrupted and putrefy
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	And then wash the wound with vinegar, water and salt, and against all spices, against all that may impede its healing until it is healed.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And cover in all the hours the care that you lie both thighs and adjust the medicines that are placed over the area
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the stone is small and is in the marrow of the bone, and is fixed there, and the discharge of urine is prohibited, then it is necessary to cure that with an instrument which we call a needle, of which this is the form:
de triangulada extramitat, agut, ficat en fust.	triangular section extended, acute, fixed in the flesh.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	And then take hold of the thread, and tie that so that the bone does not return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	And then insert the needle into the bone, perforating easily until the needle comes to that stone
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	And you rotate the needle in your hand on that stone little by little, and you perforate the wound until you have pierced that of the other side to penetrate; because the urine will flow freely
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	And then put your hand over that which is left from the stone of the part of the bone that is fractured, which is fractured, and which is discharged with the urine, and the patient is healed.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	May it be that if this cure is not pleasing to you for any cause that hinders you, then tie a thread to leave the stone, and another thread to draw out the stone.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	And then prick the stone in that marrow between two threads.
E aprop extratz aquela.	And then extract that.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	And then remove the threads and bind the wound with ointment, which is useful in the wound
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	And it is not necessary to leave the thread to hold the stone, but rather to prevent it from returning to the bladder, and the other thread to draw out, because when the thread is withdrawn the stone comes out with it and closes the wound
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And in this way it is necessary when you draw out the thread that you elevate the limb above the wound, or that it returns to the abdomen, and that you close the wound as we have said.
Capitol .lxi.	Chapter 61.
De extraccio de peyra de las femnas.	Of the extraction of a stone from the bones of the thigh
Peyra en las femnas pauc es engendrada.	A stone in the thighs is rarely engendered.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	And if you see a stone in any of these, then the cure of it is difficult, and is prohibited by experienced people
La una de lor es quar la femna fort leu es verges.	The one of them is that the strong woman is a virgin.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second is that you will not find a woman who is truly learned that will disclose any secret to the doctor when she is chaste, or who is among those women who have a husband.</end_of_turn>
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	The third is that you will not find a woman who is truly skilled in this art, especially the handling of the hand.</end_of_turn>
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth is that the location of the incision on the foot in women is far from the location of the stone, because it indicates a difficult incision, and in that there is fear.</end_of_turn>
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	Maybe if necessary you must force her to drink, but cover that you take a virtuous woman, and few are found who are virtuous.</end_of_turn
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	Or if you are deprived of this, cover that you take a virtuous woman who is experienced in the art, or present a matron who is esteemed among women, or a woman who in this art has already known success.</end_of_turn
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Therefore make that presentation, and command her to do everything that you order her, from the inquiry about the stone to the beginning; because it regards whether the woman is a virgin, cover that she puts everything she has said in her belly and wants the stone.</end_of_turn
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Therefore if you find that, cover that you leave her what she has said, and command her to lie down on that side.</end_of_turn>
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	Or if she is not a virgin, command the matron to insert what has been said into the belly of the patient and over the stone, since she places her left hand on the bladder and compresses that well.</end_of_turn
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Therefore if you find that, cover that you gradually move her from the orifice of the bladder to the parts below until you reach the reason for the complaint.</end_of_turn
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	And immediately insert over that the sensation of the matrix of the belly should be the reason for the cessation of the patient's complaint and that the stone be placed in that place, and that the saying of her is not left behind the stone together with her.</end_of_turn
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And the incision should be small at the beginning; and immediately insert the instrument over that incision, and if you feel the stone, adjust the incision according to the quantity that you know the stone will be evacuated from that.</end_of_turn
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you know that the species of stones are various: that some are small and great, and long and round, and others are flat.</end_of_turn
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	Therefore you must know what species they are of that about which you speak.</end_of_turn>
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you see flow of urine, adjust in the wet area treated and keep her there for an hour until the urine is gone, and then return to your operation until the stone is evacuated.</end_of_turn
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And make that preparations are made for you from the instruments which are said to be used in the extraction of stones in women, so that you are helped by them in your operation.</end_of_turn
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you see flow of urine, and you know that the evacuation of the urine is from the bladder that is uninjured, then you stop powdering over that place and open that which is dusty and strict, and do not proceed further; and leave the stone and do not extract it, for if you do the patient will die certainly.</end_of_turn
E aprop cura la plagua.	And take care of the wound.</end_of_turn>
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Therefore when the urgency of the urine has passed a few days, and the place has become soft, then you return to your operation until the stone is evacuated.</end_of_turn
Capitol lxii.	Chapter lxii.</end_of_turn
De seccio sobre ernia acoza.	Of incision for an abdominal hernia.</end_of_turn
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	An abdominal hernia is nothing other than an accumulation of moisture in the white sac which contains the intestines, and is called a sac of intestines.</end_of_turn
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And many women are such in their own belly that nature has prepared in the part of the bladder which has already been said, and is not water but bile.</end_of_turn
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	The generation of this hernia is due to weakness that occurs to the intestines, because in them this matter is deposited, and sometimes occurs by a violent blow that is made on the intestines.</end_of_turn
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this moisture has various colors, because the color of it is sometimes changing to yellow or bloody, or orange, or black feculent, or white liquid, and that is the best.</end_of_turn
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	The water that causes this swelling is cold and damp, like the water that is found in the white parts of the testicles. When such water is in the joints, it makes them swell, and causes the joints to become painful and inflamed.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	If the moisture is in the marrow itself, then the swelling is more round at the edges like a piece of wood, and because of this it is believed to be another kind of water.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	If the moisture is between the hip bone and the white parts, then the swelling is in the middle of the limb.</start_of_turn>
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And when you wish to recognize the color of the moisture, then you must see the color of the moisture in the swelling and note the form that precedes it; and according to what is seen in the remnants, judge what is contained in it.</start_of_turn>
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	Therefore when we come to the treatment of such a patient, we must command the patient to be flexible if possible, and sometimes to lie down.</start_of_turn
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And let there be a slight elevation above the buttocks for any cause, and rest the limbs still.</start_of_turn>
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	And sit on the left side of the patient, and command the assistant to follow on the right side of the patient, who will extend his thumb from the hip bone to the part below the navel.</start_of_turn
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	And take a sponge and with a cutting instrument split the hip bone from the middle to the end of the bone marrow.</start_of_turn
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And make the incision according to the rule at an equal distance from the line that should divide the skin of the hip bone, until it reaches the white substance encompassing it.</start_of_turn
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	And drain that, and observe, and keep me informed that you do not puncture that; and your drainage with which you drain for a part will be suspended with the greatest of care and will be written down along with the drainage according to the quantity that is possible.</start_of_turn
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	And then pierce the white marrow full of water with a wide hole, and drain out all the water.</start_of_turn
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	And then separate between two layers of the incision with nails, and stretch the bones outwards; and do not touch the hip bones encompassing the marrow, and suture the bones in that manner that is possible.</start_of_turn
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And suture that in its entirety or in pieces, and more importantly on the outer sides, because if you do not carefully observe the stitching of them, it is not safe that the water does not return.</start_of_turn
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	But if during the performance of your operation the water proceeds from that side of the bone, when you have completed the incision of the bone, return that which has escaped, and then adjust the two layers of the hip bone with sutures, and care for that as for the other wounds, until it is healed.</start_of_turn
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if you find the water corrupted by another disease, then cover that you lie the veins which are sore the nourishers, and drain the water, and care for that as we have said.</start_of_turn
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	But if the water is added in two equal parts it is because there are two hernias; therefore pierce that part as you have done with the other equally; and if you see that it is a surgical operation, then do it.</start_of_turn
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	And then dry the wound, and enter into the wound the soft lint submerged in oil or in scented oil; and after that cover another lint which you have submerged in wine and oil, and spread that over two hips and the belly; and cover that with doubled cloths and dust, and bind those over with thread in this manner:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	and take two cloths and fold them with wadding as in this manner; and bind the limbs with which it is customary to bind ankles or wet lint, and bind them with a structure at the groin of the thighs, and one of the limbs preaches the hip bone inwards, and the other preaches to the part below the navel, and two limbs over two ankles and two limbs on two knees, and all the binding is adjusted at the groin of the thighs.</start_of_turn
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	And some physicians treat this hernia artificially with cautery in the place of incision with a knife; and it is that you take pointed cautery and insert it into that the hip bone, and ignite it as we have recommended until the white substance containing the water is discovered, and then you insert the cautery in this manner:
e es asemblat a letra greca.	and make a Greek cross.</start_of_turn>
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then pierce that with that marrow, and ignite until all the moisture is expelled.</start_of_turn
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then stretch out the thumb and index finger, and scorch them with the tip of the cautery; and prick with the pointed cautery according to what you can tolerate until it is bled dry; and keep your hand away from the fire that it does not burn you.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And you must know that this operation is more harmless and less laborious than the flow of blood, and better than an operation with incision
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	May it be that after the cautery in the time of incision or at the time of pricking, or the flow of blood, you cover that you care for whatever discomfort is caused to you by this, with care that you deem appropriate for it
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	May it be that if the patient is weak and does not expect a second operation on account of its horror, then perform the perforation as I recommend; and this is what you must do because we have already said what we mean, that that hernia is harmless.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	You must know that you must place the patient over any high elevation, then perforate the cautery in the lower part of the limb at the widest point, and stop the perforation according to the length of the limb
E sia la apercio ampla entro que corro tota l‘aygua.	And let the opening be wide enough that all the fluid comes out.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	And then place your hand over the area around the joint and hold that one and leave that one, so that the fluid remains inside
E aprop cura aquel entro que la plagua sia sanada.	And then take care that the wound is healed
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	May it be that if there is discharge of fluid in that hour you perforate that: and that is not useful except for the fact that the white pus in the orifice of the wound causes discomfort and hinders the drainage of the fluid, you must know that you must take out the fluid from the boils with a pin or instrument of that kind; or apply to the wound a little plaster.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And you must know that the fluid will return, and is usually done in about six months or in the spring; and when it is done, the perforation must be repeated according to that manner, for the patient will suffer for several days.
Capitol .lxiii.	The treatise ends here.
De seccio sobre hernia carnosa e la curacio de lu.	This section deals with the incision of a carbuncle and the care of the wound.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	You must know that in the incision of this hernia there is a great risk of infection in the major parts; for I have seen the dismissal of them and their being saved for that better thing.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	I remember the operation in this case and the qualities of the cauteries
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Therefore, I say that the cauteries are born in the parts where their generators are composed and it is useful for many causes: or for sudden excessive humidity which is spread on the generators, or for percussion
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	The color of the cautery is according to the color of the limb, and it is not recognized by its pain, and is a hard cautery.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	And the thick cautery is black, and it is not harmful to it
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	Some plants are useful for the swelling of arteries, and for inflammation of those as well as for the perception of them, or for the swelling of veins
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	But that which is for the swelling of the arteries is known by the dispersion of the cautery when you press that against those said tissues; and it does not touch that
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	But that which is useful for the swelling of the veins is not dispersed by any cause because of the compression against those said things
