Ayssi comensan las paraulas de Albucasim .	Thus begin the remedies of Albucasim.
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	And beware that in your operation of flux of blood, because many times it happens thus; and stop yourself at the moment when it absorbs the blood, and cure the wound until it is healed.
Capitol .lvi.	Chapter 6.
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	On the whiteness that happens in the perpucii at the head of the verge and of corruption and blackness and adherence of the perpucii to the head of the verge.
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	Many born children happen to have this whiteness in the verge and it is a sign of bad flesh.
E de aquela una es maligna e autra es no-maligna.	And of those, one is malignant and another is non-malignant.
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	It is not malignant, because you should suspend the thin and subtle parts in that area until it penetrates the entire world; and then pause over the subtle joint, making an Egyptian poultice; and then apply it, so that the thin part is sanctified during the day.
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	And if it is malignant, by white colour, then you should administer cautery at the incision site and according to its ratio.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	Perhaps if it is in the foreskin of the penis uncircumcised, and one part of it is behind the foreskin and another part is in front, then you should remove the part that is behind to consolidate it; and then you cure what is in front, because when you cure what is behind, it is not assured that it will not be troublesome.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	And also it happens similarly in the genitals and in the black and corrupted foreskin, therefore you should conquer all that which is already denigrated and which wants to corrupt or has become corrupted; and then place liniments on that with good milk, which is contaminated with powder of scorpions and of bitter roots and crivellations.
E aprop cura aquel am l’autra curacio entro que sia sana.	And then heal it with another healing treatment until it is healthy.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	Perhaps if there is a flow of blood, then administer lunar cautery according to this form:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	because youthful cautery is in two dispositions at the same time, thus there is a flow of blood and a plague when it is corrupted.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	And if the head of the penis is corroded and is totally destroyed at that hour, then you should introduce into the middle of the foreskin a tube of lead so that the patient urinates through it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the adherence of the foreskin to the head of the penis (and this adherence does not occur except in that one whose foreskin is sound, and over it no circumcision has been performed; and when adherence occurs due to plague or aposteme) then you should scrape with a blunt spatula until the ligament is dissolved and the head of the penis is completely liberated.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	And if it is difficult to detach those exquisite things, then you should scrape with a spatula for some reason of the head of the penis and of the foreskin, and thus it is because the foreskin, when it is subtle, is easily perforated by its subtlety.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	And then separate between the foreskin and the head of the penis with a subtle drain, which has already been softened in cold water so that they do not adhere again another time.
E aprop sia curat am vi stiptic entro que sia consolidat.	And then it is cured with a six-day treatment until it is consolidated.
Capitol .lvii.	Chapter 47.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	On the purification of children and the cure of what occurs in those who are circumcised.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a solution of continuity thus with the other plagues: perhaps it will be better if it is from our operation and our will, and those of that are properly in the children, it is necessary to assign them to a better operation and way, lest they lose their health.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	Therefore, I say that the ancients did not practice circumcision in any of their free laws, because they did not use it in their writings, and it is only because they acquired it through experience, which causes them to have discovered the majority of the artisans and barbers using circumcision and purification with a new and terrible torment; and they used ligament with faith and incision with a fingernail.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	And I have already prohibited all these ways and did not discover better purification with forceps, with ligament with faith, which in purification is with the fingernail, because many times the code is fled from below, because the code of the foreskin has two tunics, and one tunic is below, and therefore it is forced to another incision and secure pain.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	And in the purification which is done by alphabecation, and it is digital, of which the sabatiers make use, the incision of the extremity of the virile member is not secured, because therefore it enters into its canal.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	Perhaps in the operation with the fingernail, therefore you obstruct iron and corrupt your operation.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	And the code of the child is brief by nature, and many times it is veiled in such a way that there is no need for purification, and I have seen that.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	Perhaps of the purification that is done with forceps and ligaments with faith, the goodness, experiment has discovered for me, because the forceps are of proportional incision, for what the acuity that is below is thus with the acuity that is above; and therefore as you take your hand so proportionally, and incise accordingly in one time; and it is done with compression of the faith in a figure containing the code of the penis of all parts, in which there is no error at all.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	And the manner of the primary operation is that you make the child stay still if it is one of those who understand a little, so that you do not do anything except hold the faith in its penis only thus, and that you leave it until another day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	And then you will make that joyful spirit whole in all that manner which is at your disposal to receive its intelligence.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	And then you will have that standing between your hands positioned preparedly, and it should not be seen; hide the forceps in your hand or let them fall to the ground, so that the child does not see them nor any of the other instruments.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	And then you will insert your hand into the patient's groin and blow into the colon, and pull out what is ejected from the head of the groin, and then you will proclaim that which is added to it as a result of the disorder.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	And then you will read the marked place with double faith, and then you will bind below that one small ligament, and then you have said to him to hold the foot in good retention, and insert it between two ligaments.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	And then you will raise the colon higher and extract the head of the groin; and then you will let the blood flow little by little, for it is better; and pause powder on top and over the powder place a drap in which is spread a lot of oil from a cow that has eaten rosat recently; and let that sit there another day; and cure that with care until it is healed.
La forma de las forfexs a mondificacio, aquesta es la forma:	The shape of the forceps is for proclamation, this is the shape:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	Some of them are extramitated not-twisting and the others are twisting, so that it is not seen the branch of the nail, and it is the length of the two fingers thus as the length of two wrist-joints.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	The mistake in proclamation is because you forcibly evacuate the entire internal colon, or part of it that comes out with the incision.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	So you should extend that from your time at your fingernail before the postulation of the place and incise it according to equality.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you cannot hold it with your fingernail, then extract it with a hook and incise it.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	But if three days have passed, and you see that it is inflamed below the postulated groin, then let it be until the postulated abscess has ripened, and excavate that which is facilitated, and incise it according to your preparation.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And beware of the head of the groin, lest you hurt what is there.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And so cure it with that which the plague consolidates from the powders which we have recommended in the treatise on powders.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	And if it is incised from the colon above measure, and you have opened the parts above, that which is not known to him.
E mays cura aquel am aquo que havem dit entro que sia sanat.	And but cure it with that which we have said until it is healed.
Capitol .lviii.	Chapter 48.
De curacio de urina retenguda en la vesiqua.	On the cure of retained urine in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retention of urine in the bladder is caused by obstruction caused by stone or by congealed blood, or by hernia or by flesh, and it seems similar to those things that we have said about the methods of cure in the division.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	And if the urine is not dissolved, and the retention of it is due to a stone which is in the neck of the bladder, then it is necessary that the patient be bent over his knees.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	And then you will place the feet of that one on his knees and extend the knee of the belly from the part above his knees, and the patient should stretch his knee as much as is possible for him.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	So then the neck of the bladder is constricted for the expulsion of the stone to the back parts, so that the urine is absorbed.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	And if it is not dissolved in that which we have said is the vehement cause of the patient, then it is necessary to administer an extraction of it with an instrument called a syringe, of which this is the shape: It should be of silver and very subtle, like a canal of pea-sized hole subtlety in a ray long and similar to a palm and a half, at which there is a subtle canal in its head.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	And the method of evacuation of urine for that is to take the double-edged file and place it in the extremity of the wool or cotton for good ligation; and you will insert the extremities of the file into the part below the syringe, and incise with forceps if there is any superfluous cause of the wool, but then introduce it into the canal with vehemence. And then you will bind the syringe with a bandage and album of cow.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And make the patient sit on a chair, and wrap the bladder with its groin in olive oil and olive water, and anoint it with oil of olives and aeguinros.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	And then you will introduce the syringe facilitated until it reaches the root of the groin; and then you will double the groin below at the part of the navel; and then you will fill the syringe with that; and then you will fill it until it reaches the bladder, and that cures the patient of the void cause, and it is not done according to this order, but the meat in which it goes to tortuosity.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	And then slowly extend the finger into the little woollen cloth, because the urine dries the little wool.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Then extract that and make it a cure for urine, and use a circle, do not stop until the bladder and the patient's thighs are alleviated.
Capitol .lix.	Chapter 6.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	About the quality of enema of the bladder with a clamp and similar instruments which are suitable for that.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When ulcers occur in the bladder or abscesses, or there is congealed blood in it, or it is obstructed by pus, and you want to distill waters and medicines into it, then make an instrument called a clamp, and this is its form.
sino que en la extramitat de lu es sorda, so es clausa.	But in the extremity of it is a hole, so it is closed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in it there are three tubes: two from one part, and sometimes others.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	At the beginning it is a concave place, in which there is what is being poured, and it follows according to the quantity that opposes it, until when some cause is withdrawn from the humidity, it is withdrawn, and when it is expelled, with water it is withdrawn, and when it is expelled long, according to what makes the clamp hold fast in the battles of the sea.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	So when you want to draw humidity into the bladder, insert the extremity of the clamp into the humidity, and pull with that water which is poured into the upper parts, because the humidity is drawn into the cavity of the clamp.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	And then insert the extremity of the clamp into the rod according to what we have recommended in the circle; and then pour the humidity with that water which pours, because this humidity passes into the bladder immediately, and the patient feels it.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	Shape of the subtle syringe in which the bladder is syringed, and this is its shape:
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And it is made of silver or of gold, of which the head plus also resembles a small feather, and there is a channel underneath for the ligament.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	And then take the bladder in motion, and pause in it the humidity that you want to inject into the bladder, and then tie it between two strong ligatures with double thread, and heat that humidity over the fire.
E aprop entromet la extremitat del cristeri en la vergua.	And then insert the extremity of the syringe into the rod.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	And then strengthen your hand over the bladder with the humidity in structured descent until the patient feels that this humidity has already passed into the bladder.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	But if you do not have a bladder present, then take a piece of parchment and make it into that circle; and perforate it with all its retentiveness; and then insert strong thread into those tubes, so that they are revolved; and then add the circle so that it is also added to the relief, because you pause in that water which you want from the humidities, and olis and waters.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	And then you tie that to the instrument and make it so that it is made like it was made for the bladder, and express with your hand until the humidity passes into the bladder.
Capitol .lx.	Chapter 12.
De extraccio de peyra.	About the extraction of stone.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already said in the division of the species of stone and cure of it with medicines, and the difference between stone generated in the kidneys and stone generated in the bladder, and their signs.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	And we have said about the stone in which the surgical operation is done by hand, and the section.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	And the stone generated in the bladder itself is that which is fixed in the bladder.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And I will now present it with a clear exposition and abbreviation.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	So I say that stone generated in the bladder mostly affects children; and of its signs is that the urine which is ejected from the bladder is like water in its subtlety, and appears in that arena; and the patient feels his rod, and many times it is drawn, and then it is dressed; and in this way they have for a long time had pain in their anus.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	And it is difficult to heal the health of children with that until they have reached 14 years; and it is a difficult cure in old people.
Mays en les joves es migiera per aquo quar es entre aquels.	But in young people it is easier for that because it is among those.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And of that which the stone is greater and the cure is more difficult; And if it is small, it is contrary to that.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	So when we come to the cure of that, it is necessary at the beginning of that which we modify the patient with a syringe which extracts all the filth that is in the sick veins; because that filth sometimes prohibits the evacuation of the stone due to the investigation of it.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	And then the patient is pressed with his own feet and is constricted and massaged below for so that the stone descends to the floor of the bladder, or jumps from its place sometimes.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	And then make that circle between your prepared hands, and his hands are like the cinctures of it, so that the whole bladder is made to decline towards the lower parts.
E aprop perquier aquela e tota aquela deforo.	And prepare that entire area beforehand.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	So if you feel the stone in the space, then you touch it immediately with a dry cloth over it.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	And if you do not feel the entire toe at once, then cover it with olive oil on the indicated spot of your left hand, if the patient is a child, or anointed finger if they are young and complete, and insert that in the hollow of the back.
E perquier de la peyra entro que stia dejos le tieu dit.	And prepare the stone to extract it from beneath the toe indicated.
E converteys aquela petit a petit entro al col de la vesica.	And convert that small thing little by little into the neck of the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	And apply pressure above it on the indicated toe, and expel it through the parts beforehand you feel the pain.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And command the minister to press the bladder with their hand; and command another minister to extend their right hand downwards towards the genital area, and hold their other hand under the codena which is beneath the genitals, in the part where the pain is felt.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	And then insert a spatulum between the skin to make an incision in the form of it:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	and divide the water that is between the back and the genitals, not in the middle place, but beside the left thigh; and the pain is about that stone and the indicated toe, and it is a transverse pain, so that the previous pain may be broad and stretched according to the quantity that you feel from the stone as possible, and no more, because you compress the indicated toe which has the stone in the back, and it is forgotten by its difficulty.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And you know that the stone has some corners and margins, because its extraction is made difficult by them.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And of that water it seems like a similar thing to a bean, and it is round, and it is made of the lighter extraction.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	So if it's that one with corners and margins, adjust it in the fissure.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	And if it's not forgotten, then cover that with a poultice, or strengthen around it in a decent gesture, the extremity of which is thus like a file on what you strengthen over the stone, and do not evacuate from it; or insert beneath it a subtle curved instrument.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	But if you cannot operate on that, then you amplify the treatment a little, and if you see a flow of blood, separate it with a strong vitriol ointment.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	But if the stone is more than one, then at the beginning you thrust your hand into the mouth of the bladder, and then insert it beneath it; and then thrust in a little water; and similarly it seems that there are many more than two.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	And if it's a very large stone, then ignorance is that you insert it with great pain, because it happens to the patient for one of two causes: either death or it prevents the continuous flow of urine, because the place is not entirely consolidated.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	But administer expulsion of it from within so that it is forgotten, or engage in the fracture of it with the forceps within to extract it by pieces.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	So when you have completed your operation, then fill the wound with enemas of aloe and dragon's blood, and strengthen it.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And put on that drained pus in oil and wine, or in oil of roses and fresh water, so that the aposteme may be cooled down.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	And then reposition the patient on their back, and do not disturb the bandage until the third day.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And when that has been disturbed, bathe the area with water and much oil, and then take care of it with gentle daily ointments and gentle daily balms until it is healed.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	But if in the wound there occurs an aposteme of hot and corrosive nature, and it seems thus as if the blood is congealed in the bladder, and because of this the urine is prohibited (and this is known through the egress of the blood with the urine), then insert the indicated toe into the wound and extract that blood, because if it remains it provokes corruption of the bladder and its putrefaction.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	And then wash the wound with vinegar, water and salt, and apply opposition to all species, with that which is convenient for its cure until it is healed.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And cover in the hours of all the cure that you read with both hands and adjust the medicines which are paused over the area.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the stone is small and it's in the middle of the bladder, and it's stuck in it, and the flow of urine is prohibited, then cure it with what you have recommended beforehand, because many times it happens that you feel pain; and already you have exposed this, and it is that you take a perforator of iron or steel, the shape of which is thus:
de triangulada extramitat, agut, ficat en fust.	of triangular extraction, pointed, fixed on a handle.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	And then take faith, and bind it to the bladder beneath the stone so that it does not return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	And then you thrust the iron into the wound, making a perforation so that the perforator goes to that stone.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	You rotate the perforator with your hand on that small stone little by little, and you perform the perforation of it until the other part's penetration is facilitated; for the urine will soon be absorbed.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	And then you place your hand on that which is freed from the stone of the affected part before the wound, because it is drained, and it is flushed out with urine, and the patient is healed.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	Perhaps this cure is not suited to you for some reason that prohibits it, then apply a fig leaf underneath the stone, and another fig leaf above the stone.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	And then you enclose the stone in that wound between two bandages.
E aprop extratz aquela.	And then you extract it.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	And then you dislodge the ligament and clarify the congealed blood, which is done in the plague.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	And it is not necessary to dislodge the fig leaf underneath the stone, but rather so that it does not return to the bladder, and the other ligament above, because when you dislodge the fig leaf, the calculus returns to its place and takes away the plague.
