Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And place the second sutures three fingers away from the first sutures; and these two sutures will leave room in the membrane below the scrotum for the testicle to swollen to the size of a finger, and you pierce the rest around according to its shape, and hold the testicle up.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	And then pierce the part below the scrotum where blood and pus will run out, just as we have described in what we have said before.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And then apply wool soaked in oil and place it on the wound; and apply the sutures we have recommended (and sometimes the tough white membrane is cauterized where we have said to cut it, for fear of a flow of blood, which happens several times), and let the sutures fall so that they can heal by themselves.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	But if its healing is delayed, then let it be soaked in hot water and place it so that it falls down according to what we have said.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And then heal the wound with the other treatment of wounds until it is healed.
Capitol .lxvi.	Chapter .lxxxvi.
De hernia ventosa.	Of a swollen hernia.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this hernia I have not seen anyone who has been cured by the treatment with iron.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	And the first say that it is done just as we have recommended in the hernia that is caused by wine; which is that you sew up the vessels around the cut with ease, and then dry up the abscess in the middle of it by opening it up so that the vessels are closed off.
E cura la plagua segon que havem dit entro que sia sanada.	And heal the wound according to what we have said until it is healed.
Capitol .lxvii.	Chapter .lxxxvii.
De la disropcio que es fayta en les anguonars.	Of the rupture that occurs in the intestines.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Sometimes a rupture occurs in the intestines as we have said, and the location protrudes.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	And do not give the patient any cause for the intestines to become wrapped around each other; and if they do, it is very little; and return them to their original position within a few hours.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	But if time passes by with this, there is a tear in the membrane where the intestine descends into the membrane; and it happens because of the extension of the membrane which is in the intestines as we have said, which causes it to be stretched and softened, and then the location becomes abscessed and protrudes.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	And its cure is by cauterization just as we have described in the narrative of it.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	And sometimes it is cured by iron in this way: and the patient lies on his back between your hands, and then you dry up the location of the rupture of the abscesses that protrude with a cut according to its width, about three fingers wide.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	And then strengthen the tough white membrane below the scrotum so that it is exposed.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	And then take a stick and place it on the protruding location of the membrane, and press it against the bone of the belly.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	And then cut the two protruding locations on the end of the membrane with a stick, and adjust them by sewing up one of those to the other.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	And then pull out the end of the stick, and do not cut into the membrane at all, nor extend the swelling, nor any other cause that you may know in the cure of intestinal hernia.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	And then heal it with the cure of wounds, and when you have sewn up the threads, cleanse it and restore the wound until it is consolidated; for the membrane is contracted and the protrusion of the rupture is not adjusted.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	And cauterization is better in this location, for it is closer to health.
Capitol .lxviii.	Chapter .lxxviii.
De mollificacio de la codena dels testiculs.	Of the softening of the scrotum.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	Many times the scrotum in some men becomes softened because of the softness of the flesh that is between it, and they fail to guard against it.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	Therefore it is necessary that he who is treated in this way makes the patient lie on his back and raises his scrotum up according to its shape, and then cut off all of the softened skin on top of the natural membrane; and then sew together the two lips.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	And if you want, cut off the excess of the softened membrane at the beginning with three or four incisions and with a firm suturing.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	And then sew up between the sutures; and then heal by the cure of the other wounds until it is healed and the threads fall out.
Capitol .lxix.	Chapter .lxxxix.
De castracio.	Of emasculation.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	Know that emasculation in our law is prohibited, but I have been asked to remember it in this book; and it is not necessary for me to remember it except in two ways, of which one is so that it may be in the knowledge of the doctor when he is questioned about it, who knows its cure when it occurs; and the other way is that we sometimes have a need for emasculation of other animals for our own sake, as with horses, and cows, and pigs, and similar to beasts.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	And therefore I say that emasculation is done in two ways: either by piercing, or by cutting at the incision.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	But in that which is done by piercing, the way of the operation is that we make the beast lie in water so that its testicles are softened and hang down, and that they are pierced.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	And then take them with your hand so that they are resolute and do not protrude below the touch.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	But in emasculation done by cutting and incision, see that you have the beast and press the scrotum of its testicles with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	And then tie up the suspensory ligament, and cut over each orifice so that two orifices are cut through.
E aprop inscideys aquels pus que auras quascu excorjat.	And then sew up those which you have just now cut.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	And do not let any cause fall upon those of the membrane, except the thin membrane which is over the veins.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	And this method of castration is better, which is done by constriction, for strong constriction will leave no cause in the testicles that the animal should desire to copulate.
E aprop cura la plagua entro que sia sanada.	Then treat the wound until it is healed.
Capitol .lxx.	Chapter 70:
De la cura de hermafrodozia.	Of the cure for hermaphroditism.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	Hermaphroditism in men occurs in two ways: the first is when a growth appears in the space between the testicles, a kind of female glandular tissue.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	And sometimes urine flows from it, from the area between the testicles.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	But in women, there is only one type: the clitoris on the vagina is like two testicles of a man, a little smaller at the entrance, and like the foreskin of a man, and two testicles.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	And the cure is in three ways: two from men and one from women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And it is necessary to cut out the tight flesh so that the moisture of that flows out, and then cure that with the cure for other wounds.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	And in the second type of men from which urine flows and is located in the space between the testicles, there is neither cure nor operation for it.
Capitol .xxi.	Chapter 71:
De lentinge e de carn eminent per causas de las femnas.	Of an abnormal growth and突出flesh from causes in women.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	A mole is a growth on natural causes that is tightly bound and is caused by constriction, and in some women it spreads like it does in men and affects coitus.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	Therefore, if you have an excess of moles, cut them with your hand or with a pair of scissors.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	And do not cut all the way through, especially at the root of the hair, lest it cause bleeding.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	Then cure that with the cure for wounds until it is healed.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	But a growth is flesh that grows in the womb of the mother and fills it up, and often appears at the entrance like a tail; therefore, if we cut it as we would a mole, then we should cure it until it is healed.
Capitol .lxxii.	Chapter 72:
De curacio de alratica.	Of the cure for hernia.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	A hernia is when the clitoris of a woman is not perforated or has a small hole in it.
E es o natural o accidental.	And it can be natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	Accidental is due to an injury that preceded it, and it is caused by tightly bound flesh or a thin membrane or membrane.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	And it occurs in the area of the womb or on the ribs or the upper abdomen or lower abdomen, and it is prohibited from coitus and pregnancy and menstruation, and often prohibits urination.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And the diagnosis of it is made by examination of the midwife if the swelling is obvious, or if not obvious then you should touch it with your fingers or the palm of your hand.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	But if the swelling is due to a thin membrane and is close to both labia, then you should cut and tear it apart.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And you shall pause over both labia with your fingers, and then pause the tips of your fingers against the flesh on both sides.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	And let the woman be on her back with her legs extended and spread the two labia with force so that the thin membrane is torn and the swelling is opened.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	And then take wool and soak it in oil and place it over the wound, and bind it with a bandage every day so that the wound does not close up again.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	But if the membrane is thick and strong, then you should cut it with a sharp knife or with the blade of a myrtle twig.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	But if the swelling is due to flesh, then suspend it with a pair of scissors and cut it.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	And you shall have the medicines that stop bleeding without biting, like astringents and dragon's blood and honey, bound with egg white.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	And then administer a wide leaden bandage so that the wound does not heal quickly.
E tengua aquela per alcus jorns e aministra calgua de li sec.	And let her keep it for several days and administer warm water.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	Then it will be healed with the other cure of consolidation until it is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	And sometimes they occur in the womb due to the birth of other flesh, and then you should cut it according to this manner.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	But if it is due to scrofula and the scrofula is not caused by any contrary condition, then do not use iron in any way.
Capitol .lxxiii.	Chapter 73:
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	Of the cure for hemorrhoids and of a tail and of red bouton that occur in the clitoris of women.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	Hemorrhoids are an appearance of the openings of many veins from which they flow continuously, and with age hemorrhoids grow larger.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	And I have already written in the division of those and their signs, and said thus those that received cure and those who did not receive cure.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	Therefore I say that hemorrhoids and theyls when they are in the area of the womb and do not appear to be caused by feeling, then in those there should not be cure with iron.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	But those which are in the openings of the womb over which there is sensation, they are to be cured.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	And let the woman be in a sitting position and then extend it with the fingers or with rough cloth, and cut it at the roots.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	And then sprinkle over it some of the powdered iron without biting, like cassia and similar to those.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	And then let her walk for an hour, and then place that in tepid water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	And if the bleeding continues, then let her drink a decoction of sumac and myrobalan and pomegranate rinds and similar things.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	And then take wheat flour and cook that with honey and bitter wine and make a plaster of it and place it over her abdomen.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	And if the bleeding is scanty, let it be; but if not, let two leeches adhere to her breasts and to the nipples their incision.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	And then take wool and soak it in the juice of henbane or in the juice of henna or in the juice of walnut and in bitter wine, and let the wound be bound with it until it is healed.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	But if the tail is of rough texture, then you should cut it as I have said in the previous part.
E cura aquel entro que sia sanat.	And cure that until it is healed.
Capitol .lxxiv.	Chapter 74:
De perforacio de eyssedura accident en la mayre.	Of accidental piercing of the clitoris.
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	Many types of scrofula occur in the womb, like a hard scrofula and scrofula with teeth and an ulcerous one and suppurating and with scabs and abscesses and hemorrhoids and others.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	And I have already written about these illnesses and their signs and their cures in the division.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	And let you listen in this treatise of scrofula caut which appears in the womb when the scrofula is caused by cold humors, and if you want to know in what manner its operation is done with iron.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	Therefore consider whether the pain of the scrofula in its beginning is acute with percussion and phlegm and fever, and if it has a burning sensation and if you feel that over it, then do not pierce it, and cure it with what helps in preventing the acuteness of the accidents.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	And then you must make the woman lie down on a bed that has two pillows; recline on her back and straighten her feet to the lower part of her belly, let her thighs be spread apart, place her arms below her ears, and tie each limb to what is convenient.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	Then the midwife should stand on the right side and administer the instrument with which the opening of the uterus is dilated, the shape of which will depend on the individual case.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	And when you want to administer this instrument, place your thumb on the uterus of the woman, and what enters the uterus from the instrument should not be larger than the uterus itself and lead the patient.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	But if the instrument is larger than the opening of the uterus, then you should apply powder to the tissue of the opening of the uterus so that the insertion of any instrument into the uterus is prohibited.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	And you should apply the grease that runs along the instrument from above, and the person administering the instrument should turn the grease within as the opening of the uterus is dilated.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	And when the fetus appears, and is touched by hand and becomes soft, then you should dry its head with a sponge on one side.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	And when the placenta is delivered, then you should place a sponge soaked in rose oil or oil with some styptic in the wound and place the calcium in the incision in the uterus.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	And after delivering the placenta, place clean wool soaked in water over the uterus, and in which are crushed mallows.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	Then it should be healed after two days with ointment that is suitable for this purpose until it is healed.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	And sometimes the uterus and wound are washed with water and honey, and then with water in which is crushed rhubarb or long pepper, and then return to the ointment.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	And if the wound is deep in the uterus, then you should be prohibited from curing it with iron, but treat that as we have said in the division.
Capitol .lxxv.	Chapter .lxxv.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	To teach midwives how to treat unborn babies when they are born according to an unnatural shape.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	It is necessary that the midwife know at the beginning the shape of natural childbirth by its signs, and it is that when you see the woman express herself from the lower parts and desire to breathe the air, and over that is what is above her, and hastens the ejection of the baby, then you know that this birth is according to a natural shape, and the ejection of it is over his head, and the second one with that or suspended or hanging from the umbilical cord.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	Therefore when you see these signs, then the belly of her should be compressed so that the embryo descends gently, when it descends over his head, then the second one comes after him, and is cleaned from those superfluities with good cleaning.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu .i., o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	But that which is different from this birth is unnatural and blameworthy, for when the baby exits over its feet and the body of her exits before her head and her feet, and her hand, or at her leg. or the head of her exits and her hand, or at her belly, and strongly it is turned on his neck, and similar to the shapes of her blameworthy.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	It is necessary that the midwife be wise and subtle in all those causes, and that she guard against error and deception.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And you should show all the figures of these, and what skill is in these so that it be signified by that and be established on that.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the baby exits over his head by natural effort, and he is violent on the woman and the delivery for her is difficult, then you should make him cease, or that the women hold him, and evaporate the heat from him with fenugreek powder and with moist oils.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	Then the midwife should insert her finger with a small sponge and split it with that the second one, or dry her with her fingernail within so that it removes what is in her of moisture.
E preme le ventre de la femna entro que deyssenda le fet.	And compress the belly of the woman so that the fetus exits.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	But if it does not exit, then you should smear the woman with a poultice of pith and a poultice of fenugreek with chamelee.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And then command him, the one who is compressing, that she be pressed and make her sneeze with some medicine; and take his mouth and nose for an hour, for the fetus will exit immediately.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if both hands of the fetus are exited at the beginning, then you should reduce those with little ease little by little.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	But if it does not obey the insertion, then place the woman on a bed and lift her feet up, and then shake the bed gently so that she doesn't fall because of the shaking.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if the hands are not bent back and the fetus is dead, then insert those and pull the limbs of the fetus or tie the body to his hand with a cloth and pull that equally, for he will exit immediately.
De eyssiment del embrio sobre les sieus pes.	Of the ejection of the embryo over its feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the fetus exits over his feet, then you should push those up on him, and then turn the fetus gently, and then grab one of his feet and pull those gently little by little.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	But when he exits into the thighs, then you command him to expel, and make her sneeze with medicine, for he will exit if God wills it.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	And if it is not exited with what we have recommended, then you should return the fetus little by little to how you place that according to a natural shape, for he will exit immediately with gentle ejection.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	And if it is prohibited by all that we have recommended, then take a poultice of mallows and dissolved gum, and beat them all in the mortar with good beating, and apply it to what the heat of the woman is, at the bottom of her belly.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	Then make her sweat in warm water so that she attains the hippocratic crisis.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And when you see that his lower parts are loosened, then you should give him a fumigation of myrrh and place that below him.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And when she has been given the fumigation for an hour, then make her cease on a bed, and then make her sneeze and open her mouth, and lift that, and compress the lower part of her belly gently, for the fetus will exit immediately.
Eyssiment del fet sobre les sieus denols e las suas mas.	Ejection of the fetus over his ears and his hands.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	When the fetus exits according to this shape, then you should insert his hands little by little; and then the woman will be bent over on her chest, and his feet dangling down, and those will rest on the ground, and complete his hands.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	Then compress the belly of him gently little by little, and then pull what is below his feet from the armpits so that it is prepared in the part lower down.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	And if the fetus is not exited, then take his feet and move those violently, and then compress what is above the hips little by little so that the fetus can reach the parts above.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	Then insert his hands and turn the fetus gently little by little, and command the woman to expel so that the fetus is exited.
Eyssiment del fet latutidinalment pendent una de las suas mas.	The feet hang down latitude-wise from one of his hands.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	Let him try to pull it back with his hand; but if he cannot, then let the woman stand up and walk around.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	And if she cannot walk then let her lie down on the bed and hit her thighs with a violent blow, and administer poultices which have been moistened with mucilage.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	And if the child has been delivered then let her sit up and work on pulling back the hand; and straighten out the feet according to their natural shape; make the woman sneeze and order him to press himself in until he is completely expelled.
