Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim .
E seccio sobre aquest apostema es error, e majorment en aquel que es dejos las aysselhas, e en les angonars, e en le col, e en motz locs del cors; e es mot gran, donc cove que la sua curacio am ferr sia esquivada, e aquel que es en las extramitatz, o al cap, cove que sia evitat.	And an ulcer on this boil is an error, and especially in those that are below the armpits, and in the angles, and in the neck, and in many parts of the body; and it is very great, therefore one must avoid its cure with iron, and that which is in the extremities, or on the head, should be avoided.
Mays sobre aquel que es de lor per imflacio de l’orrifici de la arceria, scindeys en la codena seccio en le lonc; e aprop huebre la seccio am uncis e aprop la arceria, e deliura de las tunicas entro que sia descuberta.	But for that which is through inflammation of the orifice of the artery, split in the long section in the neck; and then open the section with nails and the artery, and free the tissues within so that it is exposed.
E aprop met sobre aquel agulha e fay aquela penetrar entro al autre latz, e estrenh la arceria am fiel doble en dos locs, — la qual causa yeu a tu eyssenhegui en extraccio de doas arcerias les quals so en les templars.	And then place a needle over it and make it penetrate into the other side, and tighten the artery with a double thread in two places, — which causes you to feel pain in extraction of two arteries which are in the temples.
E aprop punh le loc le qual es entre dos liamentz am spatum entro que yesca le sanc tot que es en lu, e sia dissolvut le apostema.	And then puncture the place that is between two tendons with a spatula so that blood comes out of it, and the ulcer is dissolved.
E aprop administra curacio en la qual es engendrat poyre entro que caian les liamentz; e aprop cura aquel am enguentz convenientz ad aquo entro que sia sanat.	And then administer treatment in which pus is generated so that the tendons fall away; and then cure that with convenient ointment until it is healed.
E si es apostema per seccio de vena, lahoras cove que tu tenguas am la tua ma aquo que es a tu possible del apostema am la codena, e aprop intromet la agulha dejos le loc le qual tu has tengut dejos la tua ma, e fay aquela penetrar; e sia en aquela fil doble entro que tu extraguas aquel del autre latz, e aprop ligua le apostema am bo liament segon que yeu he dit a tu en le liament de uva4 de doas partz am doas extremitatz del fil.	And if it is an ulcer through a section of a vein, then you must hold with your hand what is possible of the ulcer with the tendon, and then insert the needle below the place which you have held with your hand, and make it penetrate; and let there be double thread in that so that you extract that from the other side, and then tie the ulcer with a good tendon according to what I have told you in the tendon of grapevines with two parts with two extremities of the thread.
Mays si temes que extraguam le fil, lahoras entromet le fiel am aquela agula dejos tot le apostema deves la inscizio de la agulha primieyra, e strenh les tieus fiels en quatre locs.	But if you fear that you will extract the thread, then insert the needle below all of the ulcer opposite to the first needle, and tighten your threads in four places.
Aprop secca le apostema en le mieg loc de lu entro que quan es yssit aquo que es en lu, lahoras tu inscideys la superfluitat de la codena, e layssa aquo que de lu es liat.	Then dry the ulcer in the middle of it so that when it is dried up you cut away the superfluity of the tendon, and leave what is tied to it.
E aprop pausa sobre lu pulvil le qual has submergit en vi e oli, e aprop administra la curacio la qual es fayta am calguas e enguentz entro que sia sanat.	And then place upon it powder which you have submerged in wine and oil, and then administer the treatment which is made with leaches and ointment until it is healed.
Capitol l del apostema le qual accideys per torcio de nervis.	Chapter 1 of the ulcer which occurs through twisting of nerves.
Ayssi cum accideys apostema en arceria e en vena, e semblantment accideys apostema en les nervis quan accideys en lor percussio o accideys per trebal superfluable, e per semblantz.	So when there is an ulcer in the artery and in the vein, and similarly there is an ulcer in the nerves through their impact or through similar excess,
E es fayt le mays de lu en les locs dels adjutoris o del talo, o en tot loc en le qual so maugudas las juncturas.	And it is made in places of the helpers or the heel, or in any place in which there are pained joints.
E es apostema greu, e es asemblat a la color del autre cors, e es en las majors de lu disposicios ses de lor e quan es streyt am vehementia, sent en lu le malaute semblant stupor.	And it is a grave ulcer, and it is similar to the color of the rest of the body, and in its major parts there are no pulse beats from them, and when it is pressed with force, the patient feels like he is stunned.
E no es apostema agreguat en le preon del cors, e per so es dejos la codena, e el es maugut a tota partida e no va a las partidas denant ni detras.	And it is not an ulcer accumulated in the front of the body, and for that reason it is below the tendon, and it is pained in all parts and does not go to the parts in front or behind.
Donc aquo de aquels que es en las juncturas no cove que sia envasit am ferr, quar fort leu endevenguera contracio.	Therefore of those that are in the joints one should not think it will be cured with iron, for it will quickly cause contraction.
Mays aquel que es en le cap o en le front fen la codena am spatum.	But he who is on the head or on the forehead let him split the tendon with a spatula.
Mays si es apostema pauc, lahoras te aquel am les forfecs e abscindeys aquel de razitz.	But if it is a small ulcer, then cut that with knives and extract it from its roots.
E si es gran, lahoras tu le suspen am unci, e excorja aquel, e aprop osta aquel; e ajusta la plagua am sutura, e cura aquel entro que sia sanat.	And if it is large, then you suspend it with a hook and scrape that, and then dress that wound; and attach the bandage with sutures, and cure that until it is healed.
Capitol .li.	Chapter .11.
De seccio de apostema le qual accideys de cheil que accideys al ventre.	Of section of an ulcer which occurs in the jaw that occurs in the abdomen.
Endeveno ad alcus homes motas veguadas en les ventres de aquels e en las autras partidas del cors de aquels theils les quals son apelatz funguals per similitut de aquels am funges, dels quals la razitz es subtil e·l cap de aquel es gros; e ja las labias de aquels so conversas, e es de aquels que es petit, e es de aquels que es mot magnificat.	It happens to some men many times in their bellies and in the other parts of their bodies from those whose names are called funguals for their similarity to mushrooms, of which the roots are subtle and the tops are large; and already the lips of those are twisted, and it is in those who are small, and it is in those who are much magnified.
E yeu ja e vist un, e en le ventre de lu eran dos theils les quals eran mays a funges semblantz, e no era diferencia entre aquels blancs, de menuda razitz.	And I have already seen one, and in his belly there were two which were similar to mushrooms, and there was no difference between those white ones, of fine roots.
E ja las labias de aquels eran enversadas e se fendian, e humiditat corria de aquel tot temps.	And already the lips of those were inverted and split, and moisture ran from that all the time.
Donc yeu inscidegui aquels e atrobegui en la un en pes quays xviii unc. e l’autre quays vi unc.	Therefore I opened up those and found in one in the feet 18 inches. and the other 6 inches.
E la operacio en la inscizio de lor es que consideres lahoras si·l malaute es humit, e la color de atheil es blanca, humit, de subtil razitz; lahoras tu le inscideys am spatum lat, e sian en la presencia tua cauteris en le foc, quar motas veguadas deves la seccio de lu es expellit mot sanc; e si te ventz le sanc, cauteriza aquel.	And the operation at its opening is that you consider if the patient is humid, and if the color of the ulcer is white, humid, with subtle roots; then you open it up with a spatula lengthwise, and let there be cauteries in the fire, for many times after the section of it is expelled much blood; and if you see the blood, cauterize that.
E si vezes le malaute pauruc e temeros, guarda te de inscizio am ferr; mays lahoras pren fiel de plom recent fayt, e strenh am aquel atheil, la manieyra del qual es aquela que havem dita; e leyssa aquel per dos dias.	And if you see the patient fearful and anxious, guard against opening with iron; but take a recently made lead-tipped nail, and tighten on that ulcer, the manner of which we have told; and let there be that for two days.
E aprop ajusta en la strictura del fil de plom; donc, no cesses strenher le plom granre devetz en theil, entro que sia abscindit e cayha per se ses trebalh.	And then tighten in the constriction of the lead thread; therefore do not cease to tighten the large lead needle on the ulcer until it is cut off and falls away by itself.
Mays si theil es de grossa razitz, lahoras en la inscizio de lu es alcuna causa de temor e de paor, e majorment en aquel que es en le ventre.	But if the ulcer is of thick roots, then in its section there is some cause for fear and for dread, and especially in that which is in the abdomen.
Mays possibla es que tu inscindas la maytat de lu , e aprop cauteriza aquel per que no retorne.	But it is possible that you split its top, and then cauterize that so that it does not return.
E aprop cura aquel entro que sia sanada la plagua.	And then cure that until the bandage is healed.
E guarda te que tu no presumas inscidir theil le qual es de fusca color, de pauc sentiment, de leg reguardament, quar aquel es absi cancros.	And guard against opening an ulcer which is of dusky color, of little feeling, of weak protection, for that one is full of cancers.
E yeu vindre am rememoracio de cranc aprop aysso.	And I will come again with reminder of tooth.
Capitol .lii.	Chapter .22.
De curacio de eminencia del umbilic.	Of outstanding cure of the navel.
Eminencia del umbilic es fayta per motas causas; o per fissuras del ciphac le qual es sobre le ventre, e yeys de lu la tela o budel segon que endeve en las autras rupturas; o per sanc le qual flueys de vena o de arceria segon que es denant dit, o per ventositat coarctada en lu.	Eminence of the navel is made for several reasons; or through fissures of the abdomen which is over the belly, and there of it the tissue or intestine according to where it goes into other ruptures; or by blood which flows from artery or vein according to what is in front, or by constriction narrowed on it.
Mays si es per fissura del ciphac e per yssiment de la tela, lahoras la color del apostema es semblant a la color del cors; e es leon ses dolor, e aprop appar de divers situament.	But if it is through fissure of the abdomen and by moisture of the tissue, then the color of the ulcer is similar to the color of the body; and there is little pain in it, and then appears from diverse locations.
E si es per egressio del budel, lahoras le situament de aquel am lu de aquo que havem recontat, de mays vehement diversitat, e cum tu premes aquel am les tieus ditz es occultat, e aprop retorna; e fort leu es am lu so, e es magnificat mot deves le introt de banh e vehement trebalh.	And if it is by passage of the intestine, then the location of that with respect to what we have told you is very violent, and when you press that with your fingers there is hiding, and then it returns; and it is very strong in it, and it is magnified much because of the intake of bath and violent work.
Mays si per humiditat, lahoras es leon e no es occultat quan premes am la tua ma, ni es constrengut, ni es cregut.	But if it is by moisture, then there is little pain and it is not hidden when you press with your hand, nor is constricted, nor is burned.
E si es per sanc, lahoras am aquestz senhals apareys le apostema a negror declinant.	And if it is by blood, then with these signs appears the ulcer declining to blackness.
Mays si es per carn nada, lahoras es apostema greu, gros e dur, e es ficat segon una quantitat.	But if it is by flesh, then there is grave ulcer, large and hard, and it is made according to a quantity.
Mays si es per ventositat, lahoras le tocament de lu es leon.	But if it is by constriction, then the touch of it is painful.
E la operacio en lu es que consideras lahoras si la eminencia de l’umbilic es per sanc de arceria, o de vena, o per ventositat; lahoras cove que sias prohibit de la curacio de lu, quar en aquela es temor e paor ayssi cum t’e ensenhat en le capitol en le qual he dit les apostemas per arceria e per vena.	And the operation on it is that you consider if the eminence of the navel is by blood from artery or vein, or through constriction; then there is a prohibition against its cure, for in that one is fear and dread as we taught in the chapter in which we said about ulcers by artery and by vein.
E si la eminencia del umbilic es per le budel o per la tela, lahoras cove que comandes al malaute que tengua le ale sieu, e sia stant extendut; e aprop senha am tenta en le circuit de tot le umbilic, e aprop comanda a lu que stia envers entre las tuas mas sobre le sieu dos, e aprop circunda am spatum lat en le circuit del umbilic sobre le loc le qual has senhat am la tenta; e aprop exten la maytat del apostema a las partidas desus am unci gran; e aprop lia en le circuit am fiel fort o am ceda e la manieyra del liar decent.	Here is my translation: "And if the protrusion of the navel is by the intestine or by the hernia, then you should order the patient to hold his breath and be standing upright; and then sign with your finger around the entire navel, and order him to lean forward between your hands on his chest, and then surround with a wide sponge around the navel where you have signed with your finger; and then extend half of the abscess to the parts above with a large needle; and then bind around with strong thread or with linen in the decent manner of binding."
E aprop huebre le mieg del apostema extendut sobre le liament e intromet le dit tieu en aquel indic e quereys le budel; e si tu l’as atrobat ni guardat per le liament, lahoras tu extratz alxorati e impelleys le budel a las partidas dedintz del ventre.	And then cut the membrane of the extended abscess over the ligament and insert your finger into that place and seek the intestine; and if you have caught it or held it by the ligament, then you extract it quickly and push the intestine back inside the abdominal cavity.
E si has atrobada la tela, lahoras pren aquel am unci; e inscideys las superfluitatz de lu.	And if you have caught the hernia, then take hold of it with a needle; and pierce the superfluities of it.
Mays si es contraria a tu arceria o vena, lahoras circunda aquel mot, e aprop retorna a la tua operacio; e pren dos agulhas e met en aquelas dos fiels fortz e entromet dos agulhas en le circuit le qual has feyt entorn le apostema en manieyra de crotz, las quals fassas penetrar; e aprop strenh le apostema en quatre partidas sobre las agulhas.	But if it is contrary to your artery or vein, then surround that spot and then return to your operation; and take two needles and put on them two strong threads and insert the two needles around the circuit which you have made around the abscess in the manner of a cross, making the needles penetrate; and then tighten the abscess in four parts over the needles.
E si tu vols, osta las agulhas e leyssa le loc entro que poyresca la carn extenduda e caia per si; o inscideys aquel quan es subtiliat e se poyreys, e aprop cura aquel am aquo que cove dels enguentz entro que sia sanat.	And if you wish, remove the needles and let the flesh extend and fall by itself; or pierce what is sottile and let it be healed with water that is warm enough to heal the wound.
E si la eminencia del ombilic es de carn nada en lu o per humiditat, lahoras cove que tu conquaves le apostema ayssi cum havem dit e estraguas le sanc o la humiditat, la qual atrobas en lu, e aprop cura aquel am aquo que cove e que consolide le loc.	And if the protrusion of the navel is from meat in him or from humidity, then you should reduce the abscess as we have said and draw out the blood or humidity which you find in it, and then heal that with water that covers and hardens the spot.
Capitol .liii.	Chapter 53:
De curacio de cranc.	Of the cure for a hernia.
Ja havem dit, en la divisio, de specia de cranc e en qual manieyra es via a la curacio de lu am medicinas, e que es squivador en lu la curacio am ferr per so que no sia ulcerat; e havem dit cranc engendrat en la mayra e cautela de la curacio de lu.	We have already said, in the division, about the kind of hernia and how it is healed by medicines, and that it is to be cured by iron if it is not ulcerated; we have also said where a hernia is generated and what are its precautions for curing it.
E diyssero les antics que alcunas veguadas cranc es en loc on es possibla la eradicacio de lu, ayssi cum de cran le qual es en las mamillas o en la coyssa e a lor semblantz dels membres allocat a estrayre tot aquel, e majorment quan es comensant petit.	And the ancients said that sometimes a hernia can be in a place where its removal is possible, like one in the breasts or in the groin and similar places of the limbs, and they are inclined to extract all of it, especially when it begins small.
Mays quan es antiquat e es gra, no cove que te propries a lu, quar yeu non pogui sanar de aquel alcu ni no he vist autre, ni que sia pervengut ad aquo.	But when it is old and large, then one should not touch it, for I have not seen anyone healed of such nor have I heard of anyone being healed.
E la operacio en lu es quan es allocat ayssi cum havem dit, es que tu precedescas e laysses le malaute e purgues de colera negra alcunas veguadas, e aprop sagna aquel, si es atrobada replecio manifesta.	And the operation on it, when it is located as we have said, is that you precede and let the patient fast and purge black bile sometimes, and then bleed him if there is found a full pulse.
E aprop prepara le malaute am preparacio en le qual sia locat am operacio, e aprop prohiceys en le trauc uncis les quals cove ad aquel; e aprop concava de tota part am la codena sego bona perexcrutacio entro que no romangua alcuna causa de las razitz de lu.	And then prepare the patient with a preparation in which he is located for operation, and then push in nails into the wound which cover that; and then hollow out every part with a good saw without piercing any root of it.
E layssa correr le sanc, e no abscidas aquel leugierament, e exprem les locs, e abstergeys le sanc gros tot am la tua ma o am instrument am le qual es a tu possible dels instruments.	And let the blood flow and do not cut it off quickly, and squeeze out the places and wipe away the clotted blood with your hand or with an instrument by which it is possible for you to do so.
Mays si a tu fa contrarietat de sanc gros inscizio de vena o de arceria, lahoras cauterisa aquela entro que·l flux del sanc sia cessat, e aprop cura aquel am l’autra curacio entro que sia sanat.	But if it causes you distress of clotted blood from a vein or artery, then cauterize that until the flow of blood is stopped and then heal that with the other cure until it is healed.
Capitol .liv.	Chapter 54:
De curacio de ydropici.	Of the cure for dropsy.
Nos ja havem recomtat, en la divisio, de las specias de ydropici de l’aygua, e les senhals de quascuna especia, de la curacio de lu am medicinas.	We have already recommended, in the division, about the kinds of dropsy from water and the signs of each kind, about its cure by medicines.
E aquela la qual es curada am ferr no es sino la specia de althitas sola, e no es aproximat am ferr a la specia de timpanistres ni a la especia de yposarcha, quar aquo es mortal.	And that which is cured by iron is nothing but the kind of althitas alone, and it is not approached by iron to the kind of tympany or to the kind of hyposarka, for these are lethal.
E quan tu ja has medicat aquesta especia de ydropici timpanistre am medicinas e no comfereys la tua medicacio, lahoras considera, quar si al malaute ja es conseguida debelitat, o es am aquel autra malautia otra ydropici, ayssi cum si es en lu tos o cos de ventre e semblant ad aquels, lahoras guarda te que no le mediques am ferr, quar temor es sobre aquo.	And when you have treated this kind of dropsy timpany with medicines and it does not respond to your medicine, then consider that if the patient already has weakness or another illness of dropsy, like one in the chest or abdomen, then beware from healing him with iron, for there is fear over that.
Mays si tu vezes le malaute de vertut exuberant, e am lu no es autra malautia sino ydropici tant solament, e no enfant ni vielh, lahoras la manieyra de la operacio de lu es que tu eleves le malaute entre las tuas mas, e le ministre aprop lu exprema le ventre de lu am la sua ma, enpellen la aygua a la partida dejos del pentenilh, e aprop pren spatum spinos segon aquesta forma:	But if you see the patient with abundant strength and there is no other illness in him but dropsy alone, and he is not an infant or old, then the manner of operating on him is that you elevate the patient between your hands and the minister then squeeze his abdomen with his hand, pushing out the water to the part below the navel, and then take a pointed sponge according to this form:
sia de dos partz agudas lonc, de aguda extremitat ayssi cum spatum; mays empero sia en lu alcuna brevitat petit a petit, per so que en la operacio am aquel no passes entro al budel, e que ledas aquel.	It should be of two sharp parts long, with an acute end like a sponge; but it should have in it some small brevity bit by bit, so that in the operation with that you do not pass into the hernia and that you apply it.
E aprop considera si la generacio de ydropici es de part dels budels, quar lahoras cove que tu am la seccio te alonhes del ombelic per la quantitat de tres ditz a las partidas dejos, en le dreyt de lu sobre le pentenilh.	And then consider if the generation of dropsy is from parts of the bowels, for then you should with the section lengthen the navel by the quantity of three digits to the part below on the right of him over the abdomen.
Mays si la generacio de hydropici es per malautia del fietge, lahoras la tua seccio sia sinistra del ombilic per tres ditz.	But if the generation of dropsy is from illness of the liver, then your section should be left of the navel by three digits.
E si la generacio de lu es per la melsa, lahoras la tua seccio sia en le las dreyt.	And if its generation is from phlegm, then your section should be on the right.
E no cove que la tua seccio sia sobre le costat sobre le qual vol jaser le malaute per que no corron las superfluitatz ad aquel loc freul.	And do not let your section be over the side where the patient wants to lie so that the superfluities do not run to that place.
E aprop perfora am le instrument tota la codena, e aprop entromet en aquela seccio, e eleva la tua ma am le spatum entre la codena e·l siphac, e tu excorja aquel; e si’ la quantitat de una ungla o enviro.	And then pierce with the instrument through the membrane and insert into that section and elevate your hand with the sponge between the membrane and the abdomen, and then squeeze it out; and if the quantity of a fingernail or more runs out.
E aprop perforo le ciphac entro que pervengua le spatum al loc vuoyt, e es loc de l’aygua.	And then pierce the abdomen so that the sponge reaches the desired place, which is where the water is.
E aprop extratz aquel e entromet un instrument del qual aquesta es la forma:	And then extract that and insert an instrument of which this is the form:
e es semblant a canula de argent subtil; es fayt de argent o de eram o de lato leon, al qual en la partida pus bassa de lu es un petit trauc, e en les costatz de lu so tres traucs: dos de una partida e un del autra partida; e fayta es la extremitat de lu insciza segon la manieyra de pluma, ayssi cum vezes:	and is like a tube of fine silver; it is made of silver or brass or lead, to which at the lower end there is a small hole, and on its sides there are three holes: two from one side and one from the other side; and its end is split according to the manner of a feather, thus:
E en la extramitat de lu pus sobirana es armilla, quar quan le instrument perve al aygua, lahoras aquela tantost deysen sobre le instrument, donc evacua de l’aygua en la ora miega quantitat, quar si tu evacuas de aquela mes que no cove en la hora, fort leu mor le malaute per resolucio del sieu spirit animal, o accideys a lu cincopi que es appropinquada la mort.	And at the end of it there is an eye, for when the instrument reaches the water, then that immediately falls upon the instrument and evacuates the water in a momentary quantity, for if you evacuate from that more than what covers it in the moment, then the patient dies by resolution of his animal spirit or accedes to him five-fold which is near death.
Mays evacua de aquela segon la quantitat de la vertut de lu e segon que significan a tu las disposicios del malaute de la vertut del pols de lu e de la bontat de lu.	But evacuate from that according to the quantity of the strength of him and according to what signifies to you the dispositions of the strength of his pulse and of his goodness.
E aprop extrats le instrument, e rete l’aygua la qual causa es quar tantost es retenguda per la codena la qual rete le trauc que es sobre le ciphac del qual e recomtat a tu que perfores aquel segon aquela manieyra.	And then extract the instrument and remove the water which causes it for as soon as it is removed the membrane which holds it, you have recommended to pierce that according to that manner.
E aprop itera le instrument al autra dia si vezes le malaute tollerant aquo, e extratz de la aygua petita quantitat, e fay aquo per alcus jorns sobre temor, e guarda te de error entro que no romangua de l’aygua sino pauc.	And then return the instrument on the other day if you see the patient tolerating that, and extract from the water a little quantity and do that for several days over fear, and beware of error so that it does not burst with too much water.
Mays si tu temes sobre le malaute, e leyssas de l’aygua gran quantitat, lahoras cura aquel am sepultura en arena cauda, e mota suzor en banh, e al solelh espere per lonc temps; e cura aquel am medicinas dessicativas entro que sia sanat.	But if you fear for the patient and let out great quantity of water, then heal that with burial in dry sand, and move sweat upon it in a bath, and keep him away from the sun for long time; and heal that with desiccative medicines until he is healed.
E cauteriza sobre le stomac, e la melsa e·l fitge aprop la extraccio de l’aygua, segon que yeu he recontat en aquo que es precedit.	And cauterize over the stomach, and the liver and the gallbladder are next to the extraction of the water, as I have recounted in what precedes.
Capitol .lv.	Here is chapter 55.
De la curacio dels enfants les quals so natz les locs de la urina no-perforatz.	Of the treatment of children who are born with a blockage in the urethra.
Alcunas veguadas alcun dels enfantz es eyssi del ventre de la sua mayre e·l cap de la sua mixtio no es perforat (o es trauc streyt o no es en son loc).	Sometimes children are born from the womb of their mother, and the foreskin is not pierced (or it is drawn back tightly or not in its place).
Donc cove coytar am perforacio de lu tantost que es nascut am spatum mot subtil segon aquesta forma:	Therefore one should pierce him immediately after he is born with a very sharp spit, according to this form:
E aprop pausa en le trauc un clavil subtil de plom e ligua aquel, e te per tres jorns o per .iiii.tre.	And place in the foreskin a subtle lead nail and ligature it, and let him be for three days or for .iiii.three.
E quant vol urinar sia remaugut e hurine; e aprop retorne aquel.	And when he wants to urinate, he should be squashed and urine; and then return that.
E si tu no pauses le plom, ja es possible que la urina la qual va sobre le loc, no leysa aquest claure.	And if you do not place the lead, it is possible that the urine which goes over the spot, will not harm this closure.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	But he of whom the foreskin is tight, should be treated with a lead nail as we have said, for several days until it is enlarged.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	But those of whom the foreskin is not in its place, are weak, and this cause is because of that one, which is born and the foreskin is drawn towards the end of the penis so he cannot urinate to the sides inside, until he lifts the penis with his hand to the sides above; and there is no generation for him, because the sperm cannot reach the mother according to rectitude, and it is a very bad disease.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	And the manner of the operation in him is that the patient be laid on his back, and then extend the head of the penis with your left hand with violent extraction, and insert the head of the head of the penis of the foreskin's location with a sharp spit, as it is split with a feather, or that you scrape some part, so that the skin of him comes like the head of the penis and that the foreskin falls into its proper place according to how one wishes.
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	And beware in your operation of flowing blood, for sometimes this happens; and place on him that which stops the blood, and heal the wound until it is healed.
Capitol .lvi.	Chapter 56.
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	Of whitening which happens in the foreskin on the head of the penis, and of corruption and blackness, and adhesion of the foreskin to the head of the penis.
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	Sometimes this whitening happens in the penis and it is an excess of flesh.
E de aquela una es maligna e autra es no-maligna.	And one is malignant and the other is not malignant.
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	Not-malignant, one that you suspend with a subtle ointment and cut out all of it; and then place on that spot which is submerged in Egyptian unguent; and let him, cure with the ointment diafinicon until he is healed.
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	And if the whitening is malignant, of pale color, then one should administer cautery over its incision and over its root.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	But if the whitening is in the foreskin of the head of the penis and not circumcised, and one part of the whitening is inside the foreskin and the other part is outside, then one should treat the whitening which is inside at the beginning until it is consolidated; and then you heal that outside, because when you heal that both the foreskin will not be torn.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	And sometimes it happens in the testicles and in the foreskin blackness and corruption, then one should excavate all that which is blackened and wants to be corrupted or that which is already corrupted; and then wash over that with water, which is ground from peel of pomegranate and ground and sifted.
E aprop cura aquel am l’autra curacio entro que sia sana.	And then heal that with the other cure until it is healed.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	But if blood flows, then administer lunar cautery according to this form:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	Because lunar cautery has two uses together, that is for blood flow and for the wound when it is corrupted.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	And if the head of the penis is corrupted and destroyed all at once, then one should insert into the meat of the foreskin a lead cannula so that the patient urinates through it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	On the adhesion of the foreskin with the head of the penis  (and this adhesion does not happen except in that one of whom the foreskin is loose, and on him circumcision is not required; and when it happens by wound or by pustule), then one should cut with a blunt spit until the ligament is dissolved and the head of the penis is freed from all sides.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	And if it is difficult to pull them off painfully, then one should cut with a spit some cause of the head of the penis and foreskin, and therefore is because the foreskin when it is subtle, easily pierces the penis more subtly.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	And then separate between the foreskin and the head of the penis with a subtle cloth which is wet in warm water so that they do not adhere again.
E aprop sia curat am vi stiptic entro que sia consolidat.	And then let him be healed with styptic wine until it is consolidated.
Capitol .lvii.	Chapter 57.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	Of the purification of children and the cure of what happens to those who are circumcised.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a cure of continence like the other wounds: but however it is from our operation and our will, and its use is more properly in children; therefore we should assign to it better operation and by a longer way lose less health.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	Therefore we say that the ancients did not prescribe circumcision in any of their free ones, because they do not use it in their laws, and it is only because we have acquired through experience, which cause is that we have observed the greatest part of the artisans and barbers using circumcision and purification with a knife and with torches; and they use adhesive with pitch and incision with the nail.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	And I have already proven all these manners and not found better purification with forceps, with adhesive with pitch that in purification with the nail, because sometimes the thread escapes above, because the thread of the foreskin is on two tunics, and the tunic pushes from below, and it is very likely to another incision and sure pain.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	And with purification which is made by aphexin, and it is digital, of which the sabatiers use, is not secure the incision of the extremity of the male member, because it often enters in its wound.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	But in the operation with the nail, very often you will get iron and corrupt your operation.
