Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Al-Bucasi .
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	And if blackness and corruption occur in the genitals and in the foreskin, then take care to cut off all that has already been blackened and is about to rot or has already rotted; and then line it with a solution of flour from milk of magnesia and of three parts of salt and one part of vinegar.
E aprop cura aquel am l’autra curacio entro que sia sana.	And then heal him with the other treatment until he is healed.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	If there is blood flow from the penis, then administer lunar cauterization according to this form:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	Because cauterizing rejuvenates two opposite conditions, namely blood flow from the penis and corruption when it is rotten.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	And if the head of the penis is rotten and destroyed completely in the hour, then take care to insert a lead catheter into the meat of the foreskin so that the patient urinates through it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the adhesion of the foreskin to the head of the penis (and this adhesion does not occur unless the foreskin is present, and circumcision is not required; and when adhesion occurs due to plague or an abscess) then scrape with a sharp blade until it is dissolved and the head of the penis is completely released.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	And if it is difficult to scrape carefully, then take care to scrape with a sharp blade at the base of the head of the penis and of the foreskin, and then because the foreskin, when it is fine, is pierced by its subtlety carelessly.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	And then separate the foreskin from the head of the penis with a sharp blade, which has already been moistened in water to prevent adhesion.
E aprop sia curat am vi stiptic entro que sia consolidat.	And then it is healed with vitriol within the day.
Capitol .lvii.	Chapter LVII.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	Of the cleaning of children and of the treatment that occurs in those who are circumcised.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a solution for all kinds of plague: but since it is part of our operation and our will, and since it is particularly suited to children, we must assign this better operation and the lighter treatment to those who are lost and lead them to salvation.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	I therefore say that the young people do not say circumcision for many of their free friends, because they do not use it in their laws, and it is only because we have acquired it by experiment, which causes me to be afraid of most of the craftsmen and barbers who practice circumcision and cleansing with a needle; and they use an awl and cut with a scalpel.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	And I have seen all these ways, and I do not find better cleansing with scissors, with an awl that is used in cleansing with a needle, because the rope of the foreskin has two covers, and the thread pulls it up, and it is forced to another cut, and it hurts surely.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	And the cleansing that is done by shaving, and which is done with a knife, which is used by barbers, is not secure for the incision of the end of the male member, because it goes deep into the flesh.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	In the operation with a needle, surely you will harm and corrupt your own operation.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	And the rope of the child is short by nature, and white spots may occur in such a way that there is no need for cleansing, and I have seen it.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	More of the cleansing that is done with scissors and an awl, the goodness, experiment shows me, because the scissors are a proportional incision, so that the sharpness that comes from it is as such that if you press your hand with a sharp edge, and cut according to a comparison at a time; and then the compression of the rope around the penis completely, with which no mistake is made.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	And the way of the first operation is that you put the child to lie down if he is a big one, but if he is a small one, that you do not let him stand, and then take off the rope from his penis completely the next day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	And then put joy on him in all this way, which is at your possible risk that he receives his intelligence.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	And then put him to stand between your two hands firmly prepared, and do not make it stand up; and hide the scissors in your hand or leave the little one, so that the child does not see those or anyone else's instruments.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	And then put your hand on the penis of him and blow on the rope, and pull it up until it is completely cut off, and then cleanse him with water; and if any part of the foreskin remains, then cut it off.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	And then lay the rope on the double awl, and then fasten with two knots at a time, and then cut the little one first of the two threads, and then bind him firmly with a good knot, and cut between two knots.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	And then lift the rope gently, and peel off the head of the penis; and then leave the blood to flow a little, because it is better so; and then pour dust on it, and over the dust pour milk of two days old goat's milk, and leave him until the next day; and heal him with the help of God in the day after tomorrow.
La forma de las forfexs a mondificacio, aquesta es la forma:	The shape of the forceps for the mouth; this is the shape:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	If the extremities are not broken and the others are broken so that there is no space in the claw and the length of the two sharp ends is equal to the length of two knuckles combined.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	The mistake in the operation is that the internal thread completely breaks off; or, if it is only broken in part, you must cut it out.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	Then when you have extended your hand to the knuckle in front of the opening of the place and cut it with an equal length;
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you cannot hold it by your thumb, then remove it with a nail and cut it.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	And if three days have passed, and it remains swollen, then remove the cautery with ease and cut off that which is prepared for you; and cut the second one as well.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And keep the tip of the wedge away from him, because it will not be good to him.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And so take care that the blood does not solidify the dust that we have discussed in the treatise on dust.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	And if the thread is cut off with an excess, and you follow the rule of the second, it will not be felt.
E mays cura aquel am aquo que havem dit entro que sia sanat.	And take care that blood does not enter where we said to heal.
Capitol .lviii.	Chapter LVIII.
De curacio de urina retenguda en la vesiqua.	On the treatment of urine retained in the bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retention of urine in the bladder is caused by pressure or pain or some congestion, or foul water or polluted food, and similar things to those that we have said regarding the methods of treatment in the division on urinary diseases.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	And if the urine is not dissolved, and this retention of it is caused by some pain that has already reached the neck of the bladder, then when the patient lies on his back.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	Then place the feet of the patient on his heels and extend his abdomen by pushing up his legs from beneath his thighs, and squeeze the abdomen as tightly as possible.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	Then the neck of the bladder is constricted with a forced expulsion of urine through the rear passage, so that it is emptied completely.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	And if the urine is not dissolved by water that we have mentioned, the cause being in the patient, then when the instrument is prepared as described above; this is its shape: it should be made of silver and fine lead, with a long tube similar to a palm and half, and at its end a thin tube in the shape of an axe.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	And the method of inserting the urine through it is that you hold the bag doubled and lie on the outer edge of the loins or hips with good hold; then introduce the ends of the bag into the opening of the tube, and cut them off with the scissors if there is any excess cause of the skin, and then insert it into the tube with some force. And place the bag
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	Then set him down on the bed and wash his bladder and urine with warm water, and apply oil of olive and vinegar.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	Then insert the tube with ease into the opening of the bladder; and double the bag over its edge from behind; then tie off that end tightly; then tie on the other end to the bladder, and do so with care, not severing it until you reach the part that is affected, and no further, unless the patient wants to go there himself.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	Then take off the bag from the hip little by little, because urine makes the loins tight.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Then remove that and treat the urine with the tube; do not let it go until the bladder is empty, and relieve the patient completely.
Capitol .lix.	Chapter LIX.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	On the quality of bladder stones with a clamber and similar instruments that are in agreement regarding water.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When an ulcer or abscess develops in the bladder, or some injury is caused by a sharp object, and you want to distill water and medicine into it, then use the instrument called a clamber; this is its shape:
sino que en la extramitat de lu es sorda, so es clausa.	It should be closed at one end, but open at the other end.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that there are three openings: two from one part and one from the other; so that when they are all filled together.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	In the beginning it is a closed place, in which water is collected, and according to the quantity that is added to it, an addition is made; until when some cause causes the release of moisture from it, it is released with water, and when it is expelled far away, according to what the clamber has been made for, naphtha is applied in battles at sea.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	Then when you want to introduce moisture into the bladder, place the end of the clamber in the moisture, and throw it into the water that is forced out through the rear opening, because the moisture is thrown into the cavity of the clamber.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	Then place the other end of the clamber in the tube according to what we have said regarding the tube; and then apply the moisture to water, because that moisture passes on to the bladder and is received by the patient.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	The shape of the subtle clamber with which the bladder is crystallized, and this is its shape:
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	It should be made of silver or lead, the upper end being rounded, resembling a small feather, and the lower end being thin.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	Then place the bladder in motion, and pause the moisture that you want to crystallize in the bladder, and then tie that end tightly with a doubled bag, and heat the moisture over fire.
E aprop entromet la extremitat del cristeri en la vergua.	Then insert the other end of the clamber into the bladder.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	Then hold your hand over the bladder with the moisture, and apply pressure on it until the patient feels that the moisture has reached the bladder; then remove the clamber.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	And if you do not have a bladder, then you make a bag of sheep skin and cut it out in a circle; then pierce that completely around; then insert the faithful strongly into those openings, turning them as they are turned; then add the circle to it as it is added to the flesh, until you pause on the water that you want to collect from the moisture, and pour oil and water on it.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	Then you hold that end of the instrument and do as we have said regarding the bladder, and express it until moisture reaches the bladder.
Capitol .lx.	Chapter LXI.
De extraccio de peyra.	On the removal of urine.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already discussed in the division the different kinds of urine and the treatment of urine with medicine, and the distinction between urine produced in the lungs and that produced in the bladder, and the signs of each one.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	We have also discussed urine that is produced by the cat's operation with care, and its section.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	Urine produced in the bladder itself is that which is retained in the bladder.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And these are described in manifest and abbreviated form.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	Then I say that urine produced in the bladder is most often found in children; and the signs of it are that the urine passed from the bladder resembles water in its subtlety, and appears in a film; then the patient's belly rubs itself, and there are spots of vision, and it is passed like fire.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	And it is a cure for children in the bladder up to twelve years old; and it is difficult treatment in the elderly.
Mays en les joves es migiera per aquo quar es entre aquels.	The younger ones are half-witted because they are between those.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And of that for which the danger is greater and the cure lighter; And if it is little, it is opposite to that.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	Therefore, when we come to the cure of that, let us begin at the beginning of that which we are about to describe to you concerning the malady: for it is necessary to remove all the wound from the intestines; because that wound prevents the danger of the disease by means of an investigation.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	Then bring the malady to their feet and place it on the pelvis and massage it with oil so that the disease does not enter into the prostate gland or some other place.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	Then place the knife between your hands, and the servant places his hand on his legs, so that the entire bladder is lowered to where the legs are separated.
E aprop perquier aquela e tota aquela deforo.	Then take it out and throw it all away.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	Therefore, if you feel the pain in that space, immediately place yourself on your side and massage it with oil.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	And if the pain does not go away with the oil treatment alone, then when you have untied him completely and oiled him from top to bottom, enter him into his anus.
E perquier de la peyra entro que stia dejos le tieu dit.	Then remove the disease from within that space.
E converteys aquela petit a petit entro al col de la vesica.	And turn it little by little into the neck of the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	Then press upon it with your hand and expel that small amount outside the area where you have cut it open.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And order the minister to press his hand on his bladder; and order another minister, on his right hand, to extend his genitals to the legs, and on his left hand to massage the hernia where the genitals are separated, from the area where you have made the incision.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	Then enter a small spike into this invisible place, and this is how it is done.
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	And cut it in half between the anus and the genitals, not in your midsection, as if it were a small amount of disease that might have entered you; and if there is more, do not worry about it, because it will be cut out easily by means of a small incision. And so the incision is made on both sides, leaving some space between the incision and the anus or genitals, so that the disease does not escape through this opening.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And you should know that there is no place for which the incision is difficult because of the disease.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And this liquid is like a lion with a horn; it is round, and its incision is lighter.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Then if that is the case, cut it out of the opening.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	And if that is not the way to cut it out, then when you are holding it with your hand or with a strap around your neck, press it strongly on it with a sharp-edged tool; and do not let it escape from your hand. Or enter a sharp instrument into its extreme end.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	Or if you cannot hold it, then make a small hole in it and, if there is any flow of blood, cut off that part with vinegar seasoned with salt.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	Or if the disease is more than two, at the beginning of your speech, press your hand on the opening of the bladder and cut it out; then press a little water towards that place, and if it is very hot, do not worry about it.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	And if it is very large disease, then ignore that you cut it out with a great incision, for this happens to the malady due to two causes: or because of old age, or because it has come into contact with its continuous urine distilation, since the place is not completely solid.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	Or minister expel it from within that is outside that will be lost; or enter a small portion of it with tweezers into the fracture and remove it in pieces.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	Then when you have finished your operation, fill the wound with fresh aloe juice and dragon's blood, and strengthen it.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	Then place a clean cloth over it, oiled with rosewater or oil and water rubbed together, so that the blisters are soft.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then return the malady to its neck and do not remove the bandage for three days.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	Then when you have taken off the bandage, dip that place in water and oil, and cure it with a little chamomile and a little diazotic, within which is healing.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	Or if the wound has blisters that are dry, it is like freezing the bladder and its exit is blocked by urine, which causes the bladder to rot and decay; then enter the small amount of disease into the blister, for if it remains there, it will not affect the bladder or its exit.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	Then wash the wound with rosewater, water and salt, and in opposition to all kinds of diseases, with water that is suitable for washing out the disease within so that it may be cured.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	Then in the hours of all the cure that you have described and placed the medicines which are applied to the area.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the disease is small and is in the middle of the penis, and it is stuck there, and the urine is blocked, then cure that with water which I told you before; because there are twelve places for this disease to appear: first, in the tip of the penis, which can be cured by means of a sharp instrument; second, at the base; third, on either side; fourth, below the testicles; fifth, above the scrotum; sixth, between the testicles and anus; seventh, around the anus; eighth, between the anus and genitals; ninth, in the middle of the testicles; tenth, behind the testicles; eleventh, on either side of the spine; twelfth, in the pubic area. So you should know which of these places is affected by disease; then use this treatment:
de triangulada extramitat, agut, ficat en fust.	A triangle-shaped point, held, fixed at the tip.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	Then cut it firmly and tie it with a knot behind that area so that it does not return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	Then enter the sharp instrument into the penis, piercing easily into that disease.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	Then roll the sharp instrument in your hand over that small disease, and you will pierce it with ease into that disease; and if it is very hot urine, do not worry about it.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	Then place your hand on that portion of the penis which is separated from the anus, for that area is round and it is blocked by urine; and if the disease is cured, it will be cured completely.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	Or if this treatment is not suitable for you because of some cause which prevents that disease, then cut it off from the penis, and another one on the other side.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	Then cut it out of that portion of the penis between two knots.
E aprop extratz aquela.	Then remove it.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	Then take off the bandage and wash the blister with cold water, which will be cured in that wound.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	It is not necessary to tie it tightly from the penis so that it does not return to the bladder, and the other one from above so that, when tied, it does not cause pain; for when the knot is removed from the penis, the hernia returns to its place and hurts that area.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	It is necessary for you to lift the hernia to the legs, or to lower it again, and that area will be cured without any pain; and if the disease returns, it will be cured with water and oil.
Capitol .lxi.	I understand that I have finished reading.
De extraccio de peyra de las femnas.	Of extraction of disease from women's blisters.
Peyra en las femnas pauc es engendrada.	Disease in women is rare.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	Or if you have any disease that is mentioned here, then the cure for it is difficult and requires unusual methods.
La una de lor es quar la femna fort leu es verges.	One of them is because the woman is very heavy.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second is that you don't know whether a woman is pregnant or not, as she lies down on the bed when she's pregnant, or among married women.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	And the third is that you don't know whether a woman is knowledgeable about this art, mostly surgery.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth is that the location of the section over the penis in women is far from the location of the penis, so it would be difficult to perform an operation without pain, and in that case fear arises.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	Maybe if necessity forces you to do so, then know that you take a pregnant woman, and rarely is it done.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	Maybe if you are deprived of that, then know that you take a good-looking woman, or a married woman who is well-known in the act of women, or a woman who specializes in this art.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Then present that one, and order them to do whatever you send them, from the inquiry about the penis to the beginning; which causes them to look if the woman is pregnant, then know that they put their finger in her vagina and feel the penis.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	So if she is taken, remove that one from him, and then order them to cut on that one.
