Ayssi comensan las paraulas de Albucasim .	Thus begins Albucasis' words.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	If that one does not penetrate and does not age, cure with salt according to what I have recommended, and in the water that I have already described and practiced.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And that which is made with salt is played between your two legs and raised the intestines of them, and put those in an angle towards the belly of you, and bring up smoke or iron if it is painful to get into a fistula where you know the place.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	And if it hurts to turn the patient around, then cover that you are turning the little finger in the armpit.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	And if you feel the little finger move when it is already in place, another thing that makes you feel pain between the little finger and the side or flesh, then know for sure that it has penetrated; and then do not work on that, for it is not in that area where there is healing, as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	But some will say that it heals in some people and does not heal in others.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And as for the treatment by which hope is expected to heal him, then you should ignite a subtle cautery according to the width of the fistula, thus preceded, and introduce that ignites into the fistula until it enters through the armpit; and repeat that two or three times within that you know that they are all tight. These wounds that seem like feathers of an owl.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	And then heal that with calmed and wrapped bandages within that all those tissues that are tight can be healed, and then heal that with medicines that cause the creation and consolidation of flesh, and if it is healed, well done; and if not, do not heal it with any other treatment.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	And if the tentacle enters and does not penetrate within; the little finger that is in the armpit, and between that and the tentacle that is slightly of flesh or of side, and sometimes the fistula into which it comes when it reaches the surface of the breast, then dry the breast from the beginning of the fistula, and you shall cut off the tentacle, and it be in the fistula within that the cut reaches the place where the end of the tentacle arrives, and with the tentacle is released and discharged.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	Then clean those wounded tissues that are assembled like a tube of ink of an owl and do not rust due to some cause.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	But if there is a flow of blood several times that comes between you and your work when you are sewing those tissues, then the milk that is and from the pus, a sharp instrument is to cauterize with fire or with acute medicines, for cauterization with fire adjusts well: it is dried up from those tight tissues, and the excessive secretion of fluids.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	Then heal that with calmed and wrapped bandages within that place gets swollen, and then heal the plague with burning and drying flesh that is generated and consolidated.
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	And thus medicines in which there is strictness and excision; when then is restored, it is already healed, and you do not fear recurrence.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	But if the fistula has already entered into the armpit and is extended from the surface of the chest, then put the little finger in the armpit and ask him about it.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	And if you feel the tentacle and it is slightly of flesh or of side between you and it, and it is about to penetrate; then do not operate on him in any way except by a trusted and promising route.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	The cause is to administer it in any of these three ways: either to cauterize it as we have said; or to dry it within that you can reach the cavity of it so that you can put your fingers into it and apply the appropriate treatment; and not to cut it with a section, otherwise you will injure the lacuna containing the armpit, and it will happen about him as much as he wants; and then heal that with water as we have said because it is strong medicine to heal; or to extend that little flesh and create pus on it that you dry within that you can reach the cavity of it, as we have said, either with a tentacle or with another instrument of an acute tip, and then clean those tissues that are cut within that part within the armpit, and then try to make the restoration of all the plague with a section; and if the pus orifice above does not consolidate, and it breaks the fistula open at the armpit, and the pus leaks through it.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	And some times the fistula is finished in this way: when you put the tentacle in the fistula, and it is at the back of the armpit on the surface of the chest near the armpit, then take an acute tip, which is thus prepared to prepare the tissues according to this form:
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	and put it in that calmed wrapped up of four sheets or inside those; and then put the tentacle in the fistula within that you can reach its cavity.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	But if it penetrates into the armpit from behind towards the middle, then you take off the calmed wrapped-up of four sheets or inside those; and then put the tentacle in the fistula within that you can reach its cavity. If it is penetrating into the armpit from the side towards the back, then you take off the tentacle from that part
E aprop cura la plagua entro que sia consolidada e sanada.	Then heal the plague within that it is consolidated and healed.
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	But if the orifice of the fistula is not penetrating, then make it penetrate in any way that you prepare it, except to push it into the armpit, for you will injure the lacuna; and then heal that which is within that it be healed.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	The shape of the spike on which the fistula is cut: its curve is sharp and the other end is not-sharp, so that you do not injure it, and this does not matter; sometimes.
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	Of the suture of hemorrhoids in which blood runs through the incision of those.
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	Hemorrhoids as if they were between the buttocks, resembling wood, or those are with a thick fat.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	And of those there are small and large ones, and the blood flows from them at times, and they are one, and they do not hurt; and they are outside the armpits, and in their ends.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	But those that are outside the armpits are according to two parts: either they have little humidity, from which runs yellow water or a drop of blood at times, and it is according to the color of the body.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	And the treatment for that which is inside the armpit is that you order to the patient that he does not move and squeeze his chest until the hemorrhoids appear.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	Then you cut them off with your nails or those that you have on your fingers, and then you cut their roots.
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	But if the nails are not holding in those due to their humidity and softness, then take them with a sharp blade or a nail file or a piece of wool, and cut them with your knife, and then cut off their roots; and you can put them on a sharp edge, and you can cut them from the root, and then powder them over them some powdered herbs, appropriate to cauterize them; or cauterize them according to what we have said before.
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	Then heal those with the other treatment within that they are healed.
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	And if the buttocks do not obey to go out, then cut the patient with a sharp knife in the place where it hurts slightly; and wash it with water that is inside the armpits and that obeys to go out lightly when you cut the patient.
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	But if the hemorrhoids are outside the armpits, then the cause of them is that you take them with your fingers, or with a blade, and cut them; and then heal those with water as we have said within that they are healed.
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	And that which you cut must be sutured according to this way: take a calmed wrapped-up of four sheets and put it on the blade and then extract the hemorrhoids with its ends; make the blade penetrate into the roots of the other part, and wrap those two ends in the blade at the end of the incision, and cut off the roots; and then heal them.
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	And make it known to all of them, and leave one of them unbound, so that the excess blood from the heart may run off from him.
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	Then place over the buttock a cloth soaked in rose oil or wax, and place that one on the patient's rear end, and order the servant to rest.
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	Then let him fall into a box; and when he is fallen, treat those with oil or any other cure within the box that may heal them.
De curacio de fistulas.	Of Cure of Fistulas.
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	Mottled spots may occur through the drying up of a wound or by natural constriction.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And if those old remedies do not work in him, then do so with a pointed stye or your finger, wetting it and applying it to the pustule on top of him, which prohibits the spread of pus from it, and cure those that are already consolidated; and treat those that are already consolidated.
Lahoras tu osta aquelas am razio pus vehement que la primieyra entro que mot sancno e sian excoriadas; e aprop cura aquelas entro que sian sanadas.	Then do so with a sharp razor to drain the pus that is coming out vigorously from the first wound, and cure those within that are already healed.
De curacio de almesamir, so es clau.	Of Cure of Ailsamiere, as it is said.
Sapias que alamermar, so es clau, e no es si no notz redon segon la color del cors semblant a cap de claviel, e es fayt en tot le cors e majorment en las partidas dejos les pes e als ditz, e endeve per aquels dolor deves le anament.	You should know that Ailsamiere, as it is said, and unless the color of the body resembles a clove-shaped crown, it is made throughout the whole body, more especially in the toes of the feet and the fingers, and at these places pain should be felt deeply; and because of this pain you should think about your spirit.
E adonc cove que sia inscidit aquo que es en le circuit del clau, e sia tengut am les forfexs o am unci, e sia eradicat de la sua razit; e aprop cura aquel.	And then do so with a sharp razor or oil that is in the circle of the nail, and cut it off completely, and cure him.
E si vols, cauteriza le segont que es precedit en le sieu capitol.	And if you wish, cauterize the second one that precedes the first in the line of the thumb.
Mays de veruca es eminencia petita aspre fistulada redonda sobre la superficia del cos, e motas veguadas veno en las mas dels enfantz.	Might a warts be a small, sharp, raised, round blister on the surface of the body, and mottled spots may come out in most children.
E curacio de lu es que estendas e inscidas aquela, o que estrenhas aquela am fiel o am pel entro que caja.	And for his cure you should extend and cut off that one, or create that one by a sharp instrument or within the box.
E si vols, cauteriza aquo, segon que havem dit, am foc o am medicina acuta.	And if you wish, cauterize it, as we have said before, with fire or acute medicine.
E ja so eradicadas enversas e no-enversas am le instrument le qual yeu diyre.	And once they are completely cut off from both sides by the instrument that I directed you to use.
Mays formica es eminencia petita feutrada o fistulada grossa sobre la superficia del cos anant mot en le preon, e quan le freg atroba aquela es centit en lu semblant de mordificacio de formigua, e es fayta entorn le cos.	Might a wart be a small, flattened, or raised blisters on the skin that itches, and when it scratches that one it stings like a bee sting all over the body.
E curacio de lu es que prenguas una canula de pena de auca o de pena de voltor, e sia fort, e pausa aquela sobre la formigua entro que la contengua le cercle de la canula de las partidas de lu; e aprop revolveys la tua ma am la canula entro que inscidas aquo que es en le circuit de la formigua, e pauses aquela en le preon de la carn, e que eradiques la formigua de la sua razit.	And for his cure you should take a tube of pena (a type of medicine), or a pen of voltor (another type of medicine), and make it strong, and place that one over the wart that contains it within the circle of the tube of its legs; and then turn your hand upside down with the tube inside, so that the medicine goes into the wound, and place that one on the warts' root, and cut off the wart completely from both sides by the tube.
E si vols, fay aquo am canula de eram o de ferr segon aquesta forma:	And if you wish, do so with the tube of iron or steel according to this shape:
Sia la partida desus de la canulha trahent a subtilitat, sorda (so es no-perforada), envolopada per so que sobre le dit la aprencio de lu sia ablaviada e la revolucio de aquela.	May the tube's end be sharp, dull (if not pierced), wrapped with something that covers it from being pierced by it and its rotation around it.
E si vols cauteriza la formiga segon que es denant dit en la cauterizacio de atheyl en le capitol de cauteri.	And if you wish, cauterize the wart according to what we have said before in cauterization of atheyl in the line of cauterization.
De forma dels instrumentz que so aministratz a dar cristeri.	Of the shape of the instruments that are used to give cure.
Alcunas veguadas es fayt cristeri de argent o de lato o de eram fondut o malleat; e alcunas veguadas es fayt de aquels instrumentz petit e gran segon aquels als quals so aministratz, quar aquel que es aministrat en la curacio dels petitz enfants sia petit; e de aquel dels quals los culs son freuls o doloyrozes, les cristeris de aquels sian petitz.	Some spots are made of silver or copper or melted era  (a type of metal) or malleated; and some spots are made with small instruments according to those that are used for the cure of small children, as those for the cure of little children are small; and of those for the cure of large children, their shape is larger.
La forma de cristeri gran e pauc:	The shape of the cure should be large and few:
Le cap de la canula de lu desus en le qual es liada la borsa sia ampla segon aquesta manieyra; e sia a lu distinacio la on la borsa es liada ayssi cum vezes.	May the tube' s end be wide above all things; and may it be distinguished by where the bag is tied.
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	And the end of the tube be slightly pointed, which is inserted into the buttock, be dull (if not pierced) and turning back on itself; and on one side of the line of the tube there are two turns, and on the other side a turn, and may the turn be wider according to the thickness of the rays and a small one.
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	May the bag in which are placed the medicines of animal or sheep' s hair be wide; and may the root of the tube be a palm.
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	May it be pierced by sharp turns as it is turned over; and may the space between the turns be wider according to the thickness of the tongue.
E aprop entromet en aquels traucs fiel fort de fiel cru le qual sia de detz fiels, o enviro aquels; e ajusta am aquel la borsa; e quan es pausada en lu la borsa, sia streyt en le cap del cristeri entre dos distingentz am fort costriccio, e aprop cristeriza am aquel quascun trauc: Mays la qualitat de cristerizar am aquel es que tu omples la borsa de la medicina, que sia escalfada segon la quantitat de la tolleransa del malaute; e guarda te que no sia trop cauda ni trop freja.	And then insert it into the sharp turns of a firm thread, which is to be found in the bag, or between those; and adjust the bag to that one; and when it is placed on his head, may the bag be straight between two distinct and tight constriction, and then apply the cure to each turn: May the quality of applying the cure to that one be that you fill the bag with medicine, which is heated according to the quantity of tolerance of the patient; and be careful not to be too long or too short.
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	And then the patient is to be made to sit down on his heels, and his feet lifted up on a chair or a bench; and then the minister takes the bag and squeezes it with two hands and spills its contents quickly into the cure; and then pour the cure out and take the bag and fill it again according to what is required for another turn; and then place the cure on the wall.
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	And if the medicine forces that one to sleep, hold as much as you can; and if it sleeps at night, it is a medicine of healing.
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	May if you apply the cure to those suffering from stomach trouble and sleeping at night, then do so with a cure that heals.
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	And if there are hemorrhoids or sore breasts in the buttock, then apply a cure that is sharp and pointed, which is used for children's cures.
De curacio de las plaguas.	Of Cure of Plaies.
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	You have already said in the division of Cure of Plaies that it is appropriate to apply with the hand, and I will say as it is done with the hand and medicine according to the compliment.
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	Therefore, I say that plagues are different according to where they are caused and according to the place on which they fall.
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	And the causes of the stings that cause plagues are as follows: from pepper; from sharp weapons such as knives, spears, and arrows; from sharp things such as needles; or from a sharp blow of the hand.
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	May plagues that are in the body be as follows: from a sting on the head; or on the neck; or on the chest; or on the belly; or on the feet; or on the hands; or on the arms; or on the legs; or on the back; or on the genitals.
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	I recommend the cure for some plagues that you should apply to all of them, and reason and consider about those other plagues.
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	I will begin with the simple plagues, as the reminiscence of composed things will come at the beginning of the third chapter.
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	Therefore, I say that when a simple plague occurs in the head and is not broken, then consider: if it is from pepper or injection; and the hand has been cut, you should take care of yourself quickly, and drink water as soon as possible; and draw it out of the holy water according to its value; but do not delay doing so; and draw it out of the water of healing according to its worth if there is no reason for the drinking of the holy water; especially if the plague that has come out from the head is small.
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	And so is flabbotomy done on the opposite side of the infected part; and keep the patient from repleteness, and from food and heavy foods.
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	If by carefulness you prevent any cause, then do lessen the food and don't bring it near meat or wine.
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	And put over the plague, if to him occurs an apoplexy, a pointed cautery, burn in red oil alone or in wine that is made stiff.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	But if you are sure of the apoplexy, then put over the plague, if it is recent, pour a little water on it and don' do so if the powder that I will recommend to you has not dried up.
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	And if the air has already changed that, then put over it on a hot plate until it is healed.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	But if the plague is great or is by cut of flesh and of resemblance, and the lips of it are not adjusted for puvis, then adjust those with sutures according to what I recommend for their suturing.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	But if the plague has already been discovered from the bone and is penetrative, and there is not a small suspension of it but a great one, then cut that out and promptly heal the plague with medicines and restore the flesh to its place instead of coden, and order the patient that he eat food in which there are roots and of resemblance to him, until it has recovered: and let them eat fish and meat.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	And if the putrefaction in the coden does not adhere to the bone, then cut out all of it and burn it, and promptly heal it.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	But if in these plagues is an artery or a vein from which blood can flow, and it does not heal with medicine, then you will inquire about the artery, and if that one has not healed, then cut it off or ligature it; and if necessity forces you so that you do not confer it, then cauterize it until the blood is stopped.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	And if these plagues are simple and small, then their cause is dust; therefore, you will put this powder on them, because it has hardened them before the air changes them.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	And the way of this powder is this: prepare an oil from half a part of sage, from two parts of dragon's blood, and from three parts of an unspecified substance; all of it should be well shaken and sieved, and if there is plague in it, it will be bound by good constriction until it has hardened on it; and it will be coagulated with the blood.
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	Then apply that powder on it and let it rest, and don' do so while it is still apoplectic, because it will not be healed by medicine while it is in that state.
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	Then make water only with cautery, when it is neither on you nor has sage and dragon' blood in it.
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	Then make this operation on the great plagues when you have to put it on them and let them be well-bound, and only on recent plagues that the air has not altered.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	But if the air has altered them, and mainly when it is in summer, then do not put this powder on them, but promptly heal those with water that we have said, or if you put on them cold ointment mixed with oil; and promptly heal them with another cure until they are healed.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	But if by chance there is fracture of the bone due to plague, and it is small, then extract the bone's water with a gesticulator.
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	And direct the cure for fractures on the head in venenous water.
De las plaguas del col.	For col plagues.
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	But if the plague occurs in the neck, then it does not matter to you in medicine, and between head plagues when they are simple.
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	But if the neck's nerves are cut or are arteries, then if it is a nerve, don' put on it any medicine with violent stinginess; let them not be burned and not be stung as it were a vinegar and of resemblance to them because they do not burn the nerves but contract that one.
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	And don' put on them any medicine because of their frequent movement, for the substance of the nerves is頻繁 and continuous with the neck, which is the pus of all members.
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	And if it is washed with medicine that makes one feel better, then wash it with double water, and pour hot oil on the back; and let it be well-bound with ointment.
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	But if the plague is great, then administer sutures or bind the lips with a bandage, and promptly heal it with powder until it is healed.
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	But if the plague has depth or occurs in the pus that has become corrupted, then pierce it at the deepest part.
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	But if in the plague there is an artery that has been penetrated by blood flow, then separate it or dry it up, or cut it off, or cauterize it if necessity forces you to water.
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	But if the groins have already been cut completely, and the veins of the neck are saved, then you will adjust the lips of the coden with sutures on the can of the groins and don' touch that; also cut that one off from its natural shape, and bind it tightly with a bandage, and let them heal with ointment in which there is stinginess and excitement until it is healed.
