Ayssi comensan las paraulas de Albucasim .	Thus begins Al-Buqadi's discourse.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And then make the child sit on a pillow, and put the bladder of him over his back and the hock with water and oil.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	And then introduce the tube with ease until it touches the hock' root; and then double the hock up from behind at the bend; and then make the tube touch that which goes to the bladder, and this should be done if there is no cause found, but it is put into him because of the urgency.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	And then take the cord away from the leather slowly, for urine causes the leather to contract.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Then make him go pee, and use a syringe, don't stop making water with the syringe until the bladder is emptied and the patient is relieved.
Capitol .lix.	Chapter LIX.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	Of Quality of Bladder' Clamping with a Clencher and Similar Instruments.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When the bladder' ulcer or blister occurs, or is cut, and wants to distil water and medicine in it, then use an instrument called a clencher, and this is its form: Si non hay desus le malaute, no fayt. E si es dolores per poyre o por carnada, lahoras fai curacio per urina retenguda en la vesica, e non fayt.
sino que en la extramitat de lu es sorda, so es clausa.	If there is no sound from the patient, then he is silent; and if it is closed, then it is sealed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that one three holes: two of a single hole, and then twice.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	At the beginning is a tight place, in which water is trapped, and then according to the quantity that has been trapped there, add as much more as the cause is drawn from the humors, so it is thrown away, and when it is expelled, throw it with water, and when it is expelled far away, according to how a clencher is used in the ship battles of the sea.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	So when you want to introduce moisture into the bladder, make the end of the clencher touch the moisture, and then throw it with water that is forced out, for the moisture is thrown out in the clencher' hole.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	And then introduce the end of the clencher in the hock according to what we have described in the syringe; and then throw with water that throws it, for that moisture goes into the hock' hole, and then it is thrown into the bladder as well; and the patient should be relieved.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	The shape of the thin clencher with which the bladder is clenched, and this is its form: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en la cap de lu.
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And be made of silver or lead, which is shaped like a small feather, and placed carefully inside it.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	Then take a bladder from a sheep or cow, and place the moisture you want to crystallize inside it, and tie that between two strong iron rings together with a double knot, and heat that moisture over fire.
E aprop entromet la extremitat del cristeri en la vergua.	Then insert the end of the crystallization into the pipe.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	Then place your hand over the bladder with the moisture you want to stretch and heat until it reaches the bladder, so that the patient can feel that moisture has entered the bladder.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	If you do not have a bladder, take a goat or sheep bladder and make it into a circle; pierce that completely; then insert a strong ring tightly in those holes, so that they spin; then add the circle so that it is attached to it, since you pause on that water which you want to separate, and smell and pour.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	Then tie that in the instrument and make it so that you attach it to the bladder, and express your hand into which the moisture will enter into the bladder.
Capitol .lx.	Chapter 60.
De extraccio de peyra.	Of extraction of stone.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already spoken about the types of stone and their cures, and the difference between stone formed in the kidneys and stone formed in the bladder, and the signs of each.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	We have also spoken about the stone that requires surgery and cauterization.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	The stone formed in the bladder itself is that which is lodged in the bladder.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And I will now present those with manifest explanation and abbreviation.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	Therefore say that the stone formed in the bladder mostly appears in children; and from the signs of it is that the urine passed from the bladder is similar to water in its fineness, and appears in sand; and the bladder rubs its edge, and motes appear, and is drawn out; and there is a stinging sensation.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	It is easy to cure children of that disease before they reach twelve years, but difficult to treat it in the old.
Mays en les joves es migiera per aquo quar es entre aquels.	But in young people it is half-cured by water, since it is between those ages.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And of that age at which the stone is larger and the cure easier; and if it is small, it is opposite to that.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	Therefore, at the beginning of the cure of that disease, cover with a crystal of lead those parts that are affected; for that crack allows the entry of the stone, which some people prevent by applying oil to it.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	Then take the lead with the patient's feet and tie it tightly and gently burn it until it enters the bladder opening, or jump from place to place.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	Then make a cut between your hands and the patient' bladders are apart, so that the entire bladder is hanging down from its sides.
E aprop perquier aquela e tota aquela deforo.	Then turn it over and all of it upside down.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	Therefore, if you feel the stone in the space, then immediately cut off that part with a sharp cut.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	And if you do not cut off all of it with a sharp cut, then cover it with oil from the left hand side; if it is a child, or from the middle if it is a grown-up person, and insert that into its rectum.
E perquier de la peyra entro que stia dejos le tieu dit.	Then turn it over until the stone has fallen out of its own accord.
E converteys aquela petit a petit entro al col de la vesica.	And turn that small by small towards the neck of the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	Then press on that part with your finger and expel it from its sides; find out where you made the cut.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And order the minister to press his hand over the bladder; and order another minister with his right hand to stretch the genitals at their sides, and on the left hand to tie a string where they are cut off.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	Then insert a spatum that does not hurt; this is the way of it:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	and cut it in two with the spatum between the buttocks and the genitals, not at the middle, going back from the left side of the crotch; and make that cut over the stone and the testicle, or if you want to make a transverse cut, so that the cut is wide outside and tight inside according to the amount of stone that has been passed, and no more, since the testicles are easily injured when they are cut from behind.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	You know that there is no stone in which it does not hurt; therefore its extraction by water is difficult.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And of that water is like a nut, and is round, and is not easily extracted.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Therefore if it is the stone that does not hurt, insert it into the crevice.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	And if it is not like that, then cover it with a thin cloth, or press it gently, so that the end of it does not slip away; or insert a small and curved instrument into it.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	If you cannot handle it, then increase the tension slightly, and if you see a flow of blood, cut off with vinegar that is three times boiled.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	If the stone is larger than a pea, at the beginning press your hand into the opening of the bladder, and cut off; then press a small string onto it; and, seemingly, if there are more than two motes, make the cuts smaller.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	If the stone is very large, ignorance is your friend; for two things happen to the bladder: either it passes away, or it becomes stuck because of continuous urine flow; indeed, the location is not completely solid.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	But administer by expulsion from within it if it does not come out; or insert a sharp instrument to extract the stone in pieces.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	Therefore when you have completed your operation, then fill the mouth with aloe enemas and dragon's blood, and bind it up.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	Then place an oil cloth over the patient, or rub with rosin and water, or with rosewater and salt water, so that it may swell.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then turn the patient around, so that the bladder is hanging down from its neck, and do not remove the ligature for three days.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And when you have removed the ligature, bathe that part in water and oil, and cure it with a solution of iodine and bacillus within three days.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	But if in the wound there is swelling due to coldness and pain, as if it were frozen; and if urine cannot pass from the bladder due to the stone (for it is known that such a thing causes the bladder to rot and putrefy), then insert the testicle into the wound, since it causes the bladder to drain.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	Then wash that part with rosewater, water and salt; and in opposition to all this, with water that is known to be useful for the cure within three days.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	So you will understand how to treat those who are ill and to administer medicines, which are placed on the affected parts;
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	If the stone is small and is lodged in the meat of the bladder, and it is stuck there; if urine cannot pass due to that stone, then administer an enema with water that has been boiled three times before it reaches the bladder, since ten veguadas by this cure are considered a cut; and I have already warned you about a perforator of iron, from which this is the form of it:
de triangulada extramitat, agut, ficat en fust.	from the triangular extremities, taken, fixed in a post.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	Then take hold firmly, and place your hand on that one, so that it does not return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	Then insert the iron into the shaft, piercing easily into so that the piercer comes out at that place.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	Then rotate the piercer in your hand at that small place little by little, and you will pierce the piercing from both sides so that it does not go through; for urine is then discharged completely.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	Then place your hand over that which is round on the edge of the part from which the shaft emerges, for that is wrinkled, and it is through there that the urine passes, and the patient is cured.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	But if this cure does not suit you for some reason that prevents it from working on you, then take hold of one with your hand from below, and another above the wound.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	Then cut across that place in the shaft between two strips.
E aprop extratz aquela.	Then take out that one.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	Then remove the ligature and clean the wound with water.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	And it is not necessary to hold the shaft from below so that it does not return to the bladder, but rather, so that it does not leave its cavity; for when the hold on the shaft is released, the fluid returns to its place and inflames the wound.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And it is necessary for you to hold the shaft from above when you cut, so that you lift up the edge above, or that the fluid returns to its place, and thus inflames the wound; then you can say what has been said.
Capitol .lxi.	Chapter LXVI.
De extraccio de peyra de las femnas.	On the removal of a woman's bladder.
Peyra en las femnas pauc es engendrada.	The bladder in the woman's body is generated little by little.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	But if you have a bladder with any of those diseases, the cure for it is difficult, and some unusual methods are required.
La una de lor es quar la femna fort leu es verges.	The first one is that the woman is strong and her bladder is large.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And the second reason is that you do not find a woman who can expose her bladder when she drinks, or one who has had children.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	The third reason is that you have not taught this skill to women, primarily because of the operation with your hand.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And the fourth reason is that the place of incision on a woman' bladder is far from the place where the bladder lies, so as not to injure it with your knife; and in that place there is danger.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	But if necessity compels you to do this, then know that you take a woman with a full bladder, and it is a risk for her.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	But if you lack that one, then seek out another woman who is subtle and skilled, or present a married woman who has given birth to a child in the custom of women, or a woman for this skill, as this is the way of women.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Then bring that one forward, and order her to do whatever you command, from the examination of the bladder to the start of the procedure; for this is how it should be: if the woman is strong, then let her place her foot and hold her bladder.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	Then if she obstructs that one, remove her from her position, and order her to cut into it.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	But if she is not strong, then order the married woman to place her foot in the cavity of the bladder and cut into it; for she places her hand over the bladder, and cuts with care.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	Then if she obstructs that one, then know that it is gradual and difficult to reach the bladder through her opening, reaching from above her navel towards the corner of the thigh; for it is in that place that the fluid collects.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	Then cut across that place of the leg where the bladder is located from above, so that it does not move back into its cavity; for it will not be able to return if it remains in place.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	The incision should be little at first; and then cut into that place, and if you feel the bladder, then make the incision deeper according to the quantity that you know is inside the bladder.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you should know that there are different kinds of bladder fluid: some is small and hard, others are large and sharp, some long and round, and some have edges.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	Then you should know how many kinds of bladder fluid there are for each person; for in the water that they drink there is a different kind of fluid.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you want to find the source of the fluid, adjust in the virious place and collect it for an hour until it stops flowing; then return to your operation before the bladder is emptied.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And prepare yourself with the instruments that it mentions in the removal of a bladder from a man, so that you may be helped by them in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you want to find the source of the fluid, and you know that the exit of the fluid is in the arceria that is cut, then pause with dust over that place, and pour it there with a funnel and tighten it tightly; do not repeat that water, for she will die if you empty her.
E aprop cura la plagua.	Then heal the wound.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Then as the sharpness of the pain subsides, you can adjust in place; then return to your operation before the bladder is emptied.
Capitol lxii.	Chapter LXII.
De seccio sobre ernia acoza.	On incision on a hernia.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	Hernia is nothing more than an addition of moisture to the white cloth that contains the bow; it is called chiffonade.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And some veils are in the proper pannus that nature has prepared for the opening of the bow, until it is time to cut it, and it is another bow; and the edge is the edge of the genitive between the chiffonade. And it is not water but blood.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the generation of this hernia is by an injury to the genitive, so that it is discharged from there, and sometimes a hit is made on the genitives.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this moisture does not have different colors, for the color of it is yellowish or reddish or purplish, or is black and frothy, or is clear and fresh water, and that is what you call.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the signs by which this addition of water can be known: for if it is in the chiffonade that we have spoken about, then the bulge is round and declining a little towards the length, so that it appears like a figure of a bow, and shows the genitive, since the moisture contains it from all parts.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the moisture is in the proper pannus, then the bulge is round and extends from the opening of the bow, and so one judges that it is another bow.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the moisture is between the edge of the genitive and the chiffonade, then let there be a stop to it.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And if you wish to know the color of the moisture in the bulge, then examine the color of the moisture in the middle of its shape; and according to the color that is discharged from it, judge whether it is blood or not.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	Then when we come to the cure for it by ironing, then know that you order the patient to drink something hot if water is possible for you, and wet his clothes completely.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	Then it should be placed on its back for some little cause, and leave it there for a moment, and then take off the cloth.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	Then place yourself on the left side of the patient, and order the minister to follow your lead with his right hand, which extends his arm to one of the two sides of the genitive edge and to the opening of the miracle of the womb.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	And let him take a spatula of lead and cut the tendon behind the knee from top to bottom at a depth of one-quarter inch.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	And be made the section according to the right method evenly distant from the line that you should take the peel of the tendons, before reaching the white of the ankle in all its extent.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	And cut off that, and observe, and keep for this that you do not injure that; and your cutting off from the beginning cut down so that it is suspended with two fingers and gently scrape the cutting off according to the quantity which can be done for you.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	Then pierce the ankle bone with a wide piercing, and extract all the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	Then separate between the two lips of the section with nails, and extend the ankle bone at its ends; and do not touch the tendon behind the knee in its entirety, and cut off the ankle in that way which is to you possible.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	And cut off that with its entirety or in pieces, and most importantly his little bone, for if you do not examine the cutting of him, it is not sure that the water does not return.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	But if you take the bone of him from that side of his tendon in the hour of your operation, then when you have finished the cutting off of the ankle bone, return it inside, and then join together the two lips of the tendon behind the knee with sutures, and then heal those too as others within so that it is healed.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if you see that the bone is corrupted by another illness, then know that you should clean up the vessels which are hanging from the suspension, and extract the bone, and then heal it with water which I have said.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	But if the water is gathered in two parts, then know that they are hernias; therefore cut off that part according to what you have made in the other likewise; and if it seems to you that it is an operation, then do it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	And then you clean up the wound, and immerse it in oil or rose water; and place another cloth on the inside which you have dipped in vinegar and oil, and spread out that over the two tendons and the wonder of the belly; and place folded cloths and powders, and lay those on according to this form:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And then place two cloths and be humped with wool according to this form; and be put on the extremities which are pressed by a belt or by wet wool, and be gathered together under the corset of the braies, and one extremity take between the thighs within so that it is joined with the other, and the second extremity take at the part of the crotch, and two extremities take between two cushions and two extremities take over two legs, and all tightened be placed in the corset of the braies.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	And some of these hernias are treated by artificial cauterization instead of cutting; and it is because you take cauterization with a sharp knife and cut off the tendon behind the knee, and burn according to what we have told you so that the white ankle bone containing the water is uncovered, and then you take cauterization according to this form:
e es asemblat a letra greca.	And it is put together in the Greek letter.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then pierce the ankle bone, and it is burned so that all the moisture goes out.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then extend the ankle bone with nails, and scrape it with a sharp cauterizing knife; and cut off that according to what you can do so that you remove all of it; and keep for the fire which the knife does not touch.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And know that this operation is more safe and further away from the flow of blood, and better than an operation by cutting off.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	But if you have an opposition to blood, then know that you should cure what is opposite for you with this remedy which is said to be used:
