Ayssi comensan las paraulas de Albucasim .	Thus begins the discourse of Al-Bucasyi.
Rememoracio de las plaguas quan accideysso en le budel.	Remembrance of the plagues when they occur in the intestines.
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	When a disruption occurs in the intestines and it is small, then it is possible that it will be restored to some people; because I have seen that one which was plagued in his belly with a lance' blow and it was the plague of the right side of the stomach, and the plague was old and had become a fistula; and it exuded from it pus and blood, and had a fever and a wind.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	Then I continued with the treatment until it was clear that the patient had not been cured, but rather that the illness had become worse; however, I continued to apply the medicine which heated and hardened the sore place.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	And I put a poultice on the sore spot which had already hardened, and then I placed him in bed so that he did not move or exercise himself or drink or eat; and then I bathed his feet.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	And some experienced people say that when the hernia is small, it should be treated in this way: You take a piece of cloth from a large cap; and then you tighten the two sides of the hernia and place one end of the cloth between them; then, when you pull the cloth over those ends, cut off the top of the cloth; for it will stick and not come apart.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	And then place another poultice next to the first one; and do not stop making poultices until all the hernia has gone.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	And then cut off that piece; and sew up the hernia; and once the hernia has healed, it will not come back again; and you will not harm the patient.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	And it is possible that the hernia can be cut with a very fine needle; and if you take the end of such a hernia thread and it is thin, then tie off one end of the thread to the end of another thread, wrapped up, and then insert that other end of the thread into the needle and sew up the hernia; and reduce the hernia.
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	This method of sewing with poultices is just another way of confidence and hope.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	But if the hernia is large and wide, as it often is in the thin abdomen; because then only there can be a reduction, but not a cure of all.
De curacio de zuchem e fistula.	Of treatment for the hernia and fistula.
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	Do you know that any swelling or abscess that does not heal and hardens, becoming a chronic ulcer, which does not close up; that is called a fistula in general; and we call it the hernia ulcus.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	A fistula, according to its true nature, is a chronic, persistent, painful condition that is deep and hollow; it is white and has no pain when touched; for this reason, it is called "rizatus", that is, painful.
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	It is in men who are moist; and the moisture hardens rapidly.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	Some times this moisture becomes thick, and then it is little and coarse.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	I have already said in the first part of this treatise about the causes that produce ulcers which do not heal or become dry skin; and among these causes are included: or because of a cold wound on the flesh; or because of poison; for when there is hard tissue between the sore place and the lips, it prevents the natural process of healing; or because it is due to a thick liquid; or because that ulcer is caused by the secretion which comes from it being dirty water; or because the medicine used in the treatment is not suitable; or if corruption spreads from one part of the body to another through the lymphatic channels; or because of the nature of the region where the sore occurs, and also because of the bad air there; or because the person has a tendency to produce ulcers on the legs; or because an animal has bitten them; or because they have eaten something poisonous.
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	I have already described all these causes, and I will now explain the treatment of ulcers with medicines in another section.
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	And this is how, by means of surgery, I will treat the fistula which has been caused by an operation.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	Do you know that fistulas occur in all parts of the body; because they can affect veins, arteries, nerves, intestines, the bladder, or any of the other organs, or even the joints made up of several bones; and from those to those nearby, such as those next to the main bones of the trunk, or those near the limbs.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	And among these fistulas, those that are caused by bad blood, difficult to heal, and which do not respond well to treatment, or to the occupation of the affected person, are a great source of worry and ignorance.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	If the depth of such a fistula does not reach these locations which I have mentioned; and if you trust in its treatment and want to learn more about it, then try to make an incision or pierce it, and if the fistula follows the natural path, and you inquire carefully about it.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	But if the fistula is very twisted; then investigate it with a very fine needle, because air rises and bends when it comes into contact with the spine of the trunk.
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	And if the fistula is not too serious; you will not be able to treat it yourself.
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	Then seal the opening with a bit of thread; because the moisture with which you have lubricated that opening will also run to the other openings and go out.
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	Then inquire carefully, according to the methods which you have learned; because it is possible that there are bones or nerves underneath; and that fistula goes far away from or near to them; and if it only has small openings and is not too large; then measure carefully with your finger, and consider the causes and accidents of ulcers.
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	And when you have considered all these causes at length; then go on to the treatment according to confidence: and I will tell you now if it is a fistula which appears near a wound or an ulcer, far from a joint, nerve, artery, vein, or one of the locations which I have mentioned.
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	Then dry up that fistula according to what has been said about its cause; and then apply medicine to treat the sore place which needs healing.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	But if the fistula is very deep; and it follows the natural path, then cut it off as much as you can; and then remove all the corrupted flesh from it; and then apply sharp medicines wrapped in bandages; and put those medicines into the cavity of the fistula, which you have cleaned out with a knife.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	And make a mixture of those medicines and put it into the opening of the fistula from which the corruption has been removed by means of the sharp knife.
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	Then restore that opening with bandages and apply wetting substances to promote healing.
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	But if it is not healed by water; then you must cut off those parts which do not heal.
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	But if the cause of the fistula is bone; and you must be careful to treat that bone according to what I have said about it; or if it is due to a nerve or one of the main bones, as I have described in another section.
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	But if the bone is discovered and it is in corruption and blackness; then cut off all that part where the corruption is; and then treat that sore place with water so that it heals.
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	And if it is not healed and the stench is very bad; then you will know that you have not completely eradicated the corruption; and then discover carefully and thoroughly the cause of it, and clean it out entirely with a strong, sharp knife; and then restore it.
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	Here is the translation of the text into English:
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	If the bone is slightly corrupted, or if it is possible to reach it, then you can use small, delicate forceps to remove it.
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	And if there are any bones left, then carefully extract them all, leaving none behind for any cause due to your strength.
Mays si a tu fa contrarietat alcuna causa de las humiditatz, e en lor inscizio no ha temor ni error, lahoras inscideys aquelas liaments o carns si so aqui, e deliura les osses.	But if there is any cause of humidity, and in their incision there is no fear or mistake, then incise those ligaments or muscles if they are here, and set free the bones.
Mays si a tu no es preparacio de ostar les osses de la tua hora, lahoras pausa sobre la plagua aquo que poyresca la plagua aquela, e layssa aquela entro que aquo es al enviro de aquels osses de carns e de liamentz, e guarda la plagua que no sia consolidada, e sia constrengida la seccio la qual tu has inscidida en la tua operacio.	But if you are not prepared to place the bones in position at this time, then pause on the gore that you might find the gore, and leave that gore within which there is flesh and ligaments, and keep the gore that is not consolidated, and the incision that you have made in your operation.
Habantz, si temes, pausa sobre lu coto submers en sopre trissat am oli, o coto submers en anguent egipciac, o en alcu dels enguentz vertz, quar quan poyriran aquelas liaments, e les osses son de lor seperatz la ablacio, e de aquels atraccio es alleujada.	Then, if you are afraid, pause on the foot submerged in three times oil, or a submerged coto in Egyptian ointment, or in any of the green ointments, for when those ligaments are removed, and the bones are separated from their adhesion, and from that attraction they are relieved.
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	But if it is a large bone, such as the tibia or fibula or similar to those, and that which is corrupted is only the face of it, then cut off that part only behind the part that can be ostited, that blackness and corruption, and restore the gore.
Mays si aquo que de lu es corrumpyt es gran partida, e la corrupcio ja ha conseguida la medulla del os, lahoras es causa necessaria cerrar aquel e aquel tot inscidir entro al loc on es pervenguda la corrupcio, e lahoras cura aquel entro que sia consolidada.	But if that which is corrupted is a great part, and the corruption has already reached the marrow of the bone, then it is necessary to close that part and incise it all within the place where the corruption has entered, and then treat it within that it is consolidated.
E yeu recomti a tu aquo que endevenc ad un home en la sua coyssa per que pausez aquela a eyssempli e adjutori sobre la tua operacio.	And I recommend to you that you consult with a man in your business so that he pauses on it and serves as an assistant to your operation.
Foc un home jove per etat entorn xxx ans, al qual accideys dolor en la sua cueyssa, e de las partidas dedintz mauguda es sobre la materia dedintz le cors entro que la materia es pervenguda a la cueyssa, e es materia de apostema am gran apostema, e no foc a lu causa extrinseca.	A young man of about 30 years old, who feels pain in his testicles, and small pieces come out from within the body towards the scrotum, but the matter is not delivered to the scrotum, it is matter of pus with great pus, and he does not have an external cause.
E adonc foc extendut le temps am aquela per la error dels metges entro que l’apostema es hubert, e acorrero de lu materias motas, e la sua curacio foc aprop pausada entro que la camba foc fistulada, e faytz son en lu motz orrificis les quals totz getavan poyredura e las humiditatz del cos.	And then I extended the time for it through the mistake of the doctors until the pus became more abundant, and the matter moved, and his cure was postponed until the leg became swollen, and it had orifices everywhere from which he bled and there were the moisture of the body.
E adonc le curec multitut de metges entorn dos ans, e no foc en aquels savia ma en la art, entro que yeu fu appelat.	And then many doctors treated him for two years, but he was not cured in that place because I was called.
E vi la camba de lu e las materias que corrian de lu aquels orrificis per gran cors; e ja le cos de aquel home era tot stabozit e la color de lu era citrina.	And I saw the leg of him and the matter that ran from those orifices for a great distance; and his whole body was swollen, and the color of it was yellow.
E adonc yeu intromesi la tenta ad un de aquels orrificis e pervenguec la tenta al os.	And then I intervened in one of those orifices and reached the bone.
E aprop yeu e perscrutat tostz les orrificis e trobegui aquels pervenir a lor de totas partidas de la camba.	And then I examined the orifices closely, and I found all the parts of the leg coming from them.
E adonc yeu me coytegui e inscidegui sobre un dels orrificis aquels entro que descrobegui una partida del os, e atrobegui aquel corromput, e ja era terros e corrumput e denigrat; e era ja corrumpuda una partida de la camba entro que havia penetrat entro a la mezola.	And then I hid myself and incised one of the orifices where I discovered a part of the bone, and I removed that which was corrupted, and it was dry and corrupted and disintegrated; and a part of the leg had already fallen into the pelvis where it had penetrated within the pelvis.
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	And then I tightened that which I had discovered and prepared the bone that was found.
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	And I saw that it was not in the bone but that corruption which I had cut and tightened, and I had already removed it.
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	Then I resumed the restoration of the gore with consolidating medicine for a long time, and it was not consolidated.
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	And then I continued to examine the bone again from the first discovery, and I discovered continuous corruption with the bone.
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	And then I tightened that which appeared to me of that corruption, and then I made an incision for the cure of it, and it was not restored.
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	And then I discovered another vein and did not stop incising the bone little by little particularly and piercing the cure of it, and it was not restored until I incised around a palm of it, and I extracted the marrow of it, and then I treated it with medicine, and it was consolidated a little and was cured.
E no es necessaria iteracio en la operacio de lu e seccio de lu sino per la disposicio de la freulesa de lu e per la paucitat de la tollerancia de lu e paor de lu de mort, quar a lu accidia en totas horas per superfluitat de evacuacio sincopi mala.	And there is no need for an iteration in his operation or incision because of the convenience of his health and the scarcity of his tolerance and fear of death, since he feels it all day long due to excessive diarrhea that causes fainting.
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	And then he was healed completely, and there is nothing wrong with the hard flesh of his body; his virtues were restored in their places, and he returned to his former habits, and did not cause any contrary things in walking or anything else for any reason.
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	But if the bone is prominent in a place on the body, then cover that with a cloth and secure it in its position, and order someone to stretch that bone; and cut that bone with a sharp knife from the first cut; and then lay that bone on the flesh that is next to it, and stretch the end of it so that you do not harm the flesh.
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	Then place a bench or table from the side of the bone carefully, for when you make the cut, it is not prohibited to chop off the corrupted flesh.
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	Then cover the cutting with another cut on the other side little by little, since if it is in the concavity of the bone and does not appear in its appearance to the sense, and forces the locking of it on the other side again.
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	But if the bone is corrupted and not prominent, then advance one part continuously towards the other, and the corruption is at your location or in another part, then you discover all the flesh; and then place it from the side, and then cut that bone where the corruption is located so that it is continuous with the locking of the other part.
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	And be the cutting according to the location of the corruption little by little, as we have said.
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	But if the corruption is in the joint, then incise that corrupt joint, and cut the bone where it continues from the other part.
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	But if the corruption is in the continuation of two joints, then it is not in reason but in another place.
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	But if the corruption is in the chest of the neck or the head, it is difficult; however, if you discover what type of corruption appears to you and cut it, and make it according to each possibility that can be made, and at any time it does not cause any contrary thing for blood vessels or nerves.
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	And you know what is the most suitable place and the most appropriate tools for this operation; because all the bones have different characteristics regarding their location, preparation, size, subtlety, thickness, rarity, and hardness; so prepare any operation with specialized instruments for that operation.
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	And you know that this operation requires specific tools; because you have long and thoughtful study of the techniques of this art, and witnesses to the consequences of mistakes, since you have already made many mistakes with these instruments for any purpose.
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	And I will show you at the end of this chapter the number of instruments that you should use as simple ones, with which you will process your prohibition, which you will experience on other people.
Forma de serra:	Form of cutting:
Forma de autra serra:	Other form of cut:
Forma de autra serra:	Other form of cutting:
Forma de autra serra gran:	Other large form of cutting:
Forma de ray:	Form of sawing:
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	The head of this saw according to the shape of a star-shaped claw, and the points of it are according to the shape of the points of an augur.
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	And it does not work unless we cut off the ends of the joints when they are rotten, or make the mouth wide open.
Forma de razori major dels autres:	Form of large razors of the others:
Forma de razori menor:	Form of smaller razors:
Forma de razori lat:	Form of thin razors:
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	Other nicely made saw: let it be made round above and the sharpness of it of iron, and the member of it of a small dagger nicely made.
Forma de lu:	Form of it:
Forma de razori en la qual ha concavitat:	Form of razors in which there is a concave:
Forma de razori autra subtil:	Other subtle form of razors:
Forma de autra razori de curvada extremitat:	Form of other curved razors:
Forma de rasori petit semblant a tenta:	Form of small razors resembling a tent:
Forma de incisori am le qual so inscidit les osses:	Form of incisor that are carved into the bones:
Forma de inscisori autra minor:	Other smaller form of incisor:
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	Form of another incisor; this one resembling a saw, and the end of it is like a claw, and is displayed in a place where the bones are split:
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	Form of saw that also serves to cut through the bones:
E la extremitat de lu es triangulada e de aguda extremitat.	And its end is triangular and has an acute point.
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	It is made of Indian steel, and its appearance is similar to all the causes that we have talked about of razors, and incisers, and saws.
De inscizio extremitatz e de la serratura dels osses.	Of incision extremities and the locking of the bones.
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	The extremities can be treated or by internal cause or external cause, or as you have cured that corruption with those medicines and the cure does not confer, or sometimes the corruption goes away from the member which has no impact on any cause, then you cut off that member within this water that causes death or evil which is a greater removal of the member.
E le senhal de aquel al qual accideys, es que·l membre es fayt negre entro que sia cujat que foc la ja comburit, o se poyreys aprop la negror entro que la poyredura aquela ane entro aquel membre que siec lu e que prengua tot le cors; e donc coyta te am inscizio de aquel.	And the sign of that person who has occurred, is that the member is made black within that it is burned that it burns, or you wash it off towards the darkness within that the discoloration that has occurred within that member which takes all the body; and therefore, if you cut off that member.
E semblantment si es causa de la corrupcio percussio de alcunas causas venenosas ayssi cum de scorpio mari o de vupera o de rutela e de semblantz.	And in a similar way, if it is the cause of the corruption from some poisonous causes then as well from scorpion mare or of a bat or of a rat and in a similar way.
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	And if the corruption or injury is on the end of it, then you cut off that part and do not give space for the corruption to spread further into the body.
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	And if it occurs to the whole body, then you cut off that part from the joint of the arm, and do not give space for the corruption to spread further into the arm.
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	And if instead of it, you cut off the arm at the shoulder joint.
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	And if the corruption occurs in another part of the body, then that is the death of the patient; and other causes are added to this cure with a certain amount of virtue.
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	And if corruption occurs in one foot instead of the other, then you cut off that foot within one of the joints.
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	And if it is in the heel of the foot, then you cut off all the foot.
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	Or if it is in the arch, then you cut off the arch within the joint of the arch.
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	And if the corruption has already occurred on the heel, then there is only one remedy, and that is to cut off the patient's heel.
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	And the way of cutting off a member or sawing it is that you strengthen the joint in the place where you want to cut, and strengthen another joint over the spot, and extend the minister one joint to the spots below, and extend the other joint on them; and you separate the flesh which is between two joints, and cut it open completely; and that has been cut or sawed.
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	And as long as it is not placed with a strap over all the joints in order that they do not touch the spot, and that it causes the patient's injury to be adjusted and an apoplexy to occur.
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	Or if it occurs to a person' work, then you cauterize the spot with great care, or pour on some powder that restricts the blood; and then return to your medicine until it is completed.
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	And then cut off the member that has been troubled with a strong joint in a convenient place, and cure that within which has been healed.
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	I will recommend to you that you go to a man in the service of a fire, this accident which I have told you about, which was brought together by a fire.
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	And that corruption occurred first in his foot within that it bends all the foot.
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	And then that man prepared himself for this purpose more than he could bear the cure to go to the member with great haste because of his pain and his suffering, and burned that foot within the joint, and healed it.
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	Long time occurred to him that corruption in the arm of the body which he was holding.
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	And then I went to him, and so he pierced me deeply with that thought above the body's medicine, with the purification of his soul; and that thought did not cause a response and I began to feel it in his other foot within the body.
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	And he appealed to me to cut off his body, and I did not want to cause a response from that thought above, and more than that, I should die the body of him with the cutting off of it, because the virtue of the patient was on the edge of death.
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	And then that man died from me, and returned to his land, and he who had prepared himself came to me with his whole arm, and it was healed.
