Ayssi comensan las paraulas de Albucasim .	Thus begins the speech of Alcubierrez .
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	Then let him be raised on both feet a little higher, and place some linen cloth under him.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	Then place yourself on the left side of him, and command your minister to extend his staff to one of the two sides of the genitals and to the part of the miracle of the belly.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	Then take a knife and cut the genitals from top to bottom near the place of the penis.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	Then the section should be made according to a rectangle distance from the line that you should follow from the genitals, until it comes to white cypress all inclusive.
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	Then cut it out, and observe, and keep for yourself that you do not cut into it; and your cutting out from the middle, if it is the greater part, should be suspended to the cow' s head most commonly, and carefully examine the cutting out according to the quantity as possible.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	Then pierce the white cypress completely with a wide piercing, and extract all the water.
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	Then separate the two parts of the section with your fingers, and extend the white cypress to its extremities; and do not touch the genitals all inclusive, and cut the white cypress in that way that is possible for you.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	Then cut it with all its parts or in pieces, and mainly its middle part, for if you do not scrutinize carefully the cutting out of it, the water does not return safely.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	And if you prepare the cow' s head from that place outside of its genitals at the hour of your operation, then when you have completed the section of the white cypress, return it inside, and then adjust the two parts of the genitals by suturing them together, and then treat those as well as other illnesses until they are healed.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	And if you suspect the cow' s head is corrupted by some other illness, then let us know if any vessels are missing from what is suspended, and extract the cow' s head, and then treat that with the water that we have said.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	And if the water is gathered into two parts, then know that there are two hernias; therefore cut that part according to what you have done on the other side; and if it seems to you that it is an operation, then do it.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	Then let us wash the wound and put it into linen immersed in oil or rose oil; and place another linen the which you have dipped in vinegar and oil, and spread that over the genitals and the miracle of the belly; and place folded linen cloth and powder on it, and tie this linen by two knots.
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And then let there be placed two linen cloth and be pressed by a carmine according to this shape; and let the extremities be tied with twine or wet wool, and be added to the stitching in the breeches of the trousers, and one extremity take from the buttocks between the other, and another extremity take at the part of the crotch, and two extremities over two pillows that are left and two extremities over two sides, and let all the stitching be adjusted in the breeches of the trousers.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	And some hernias are treated by means of cauterization in place of section to make it; and this is because you take cauterization with a sharp knife and cut into the genitals, and ignite according to what we have counted. Then let us take cauterization according to this form:
e es asemblat a letra greca.	And it is arranged in the Greek letter shape.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	Then pierce the white cypress completely, and let it be ignited until all moisture is exhausted.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	Then extend the white cypress with your fingers, and cut it with your fingers, and cut it by means of ignited cauterization; and cut it according to what is possible for you until you remove all of it; and keep away from fire that the cauterization does not touch it.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	And know that this operation is more safe and more distant from the flow of blood than the operation by section; and better than operation by section.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	And if, at the hour of section or cauterization, or at the hour of blood flow, you feel opposition, then let us know that you cure any opposition by means of that cure which is said to be used for it.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	And if the patient is a little bit afraid, and does not hope for the second operation because of its horror, then let us administer piercing according to what I have said here; and it is when it is certain that the hernia is watery.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	Then let the patient lie on a high table, and pierce the effusion in the lower part of it with a wide piercing, and pause the piercing according to the length of the body.
E sia la apercio ampla entro que corro tota l‘aygua.	And let that opening be broad so that all the water comes out.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	Then place the cow' s head on the part where the pain is felt and leave it there for a while so that the water comes out completely.
E aprop cura aquel entro que la plagua sia sanada.	Then treat that part where the illness has been healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	And if opposition is made to the effusion of water at that hour when you pierce: and if it is not done by this means that the white pannicle in the orifice of the disease causes opposition and prevents the entrance of water, then let us know that you introduce into the illness a small or instrument with which to extract the water from the drops; or adjust in the contrition of the disease a tiny one.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	And know that the water returns and is collected in a vessel over a period of time or after certain events; and when it is added to, then pierce it according to that method which we have said; for the patient will experience its days then.
Capitol .lxiii.	Chapter LXIII.
De seccio sobre hernia carnosa e la curacio de lu.	On Section on Hernial and Treatment of It.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	Know that in the section on this hernia is feared to become worse in the most important cases; therefore, I see the dismissal of it and being saved by the better one.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And I remember the operation when you were young and the specific properties of effusions.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	Therefore, it is said that the effusion rises in the parts where the genitals are joined and is caused by certain causes: either because of acute excess of fluid or because of impact.
E es la color de la apostema segon la color del cos, e no es atrobat en lu dolor, e es apostema greu.	And it is the color of the abcess according to the color of the body, and does not turn red in pain, and it is a hard abcess.
E fort leu es apostema lapificada, del qual la color es fosca, e no es centiment a lu.	And a very heavy abcess is the one with a dark color, which is not hot to touch.
E alcunas veguadas es fayt per nodacio de las arcerias, e per imflacio de aquelas ayssi quo ja es perceubut la rememoracio de lu, o per imflacio de venas.	And some swellings are caused by the inflammation of the arteries, and by the swelling of certain veins.
Mays aquo que es per imflacio de arcerias es conogut per la dispercio de la apostema quan compremas aquela am les tieus ditz; e no cove que aquel toques.	May be that which is caused by the swelling of the arteries is recognized when we squeeze it with our fingers, and does not hurt when touched.
Mays aquel que es fayt per imflacio de vena no es dispergut de lu alcuna causa deves la compressio am les ditz.	And that which is caused by the swelling of a vein does not disappear when touched with our fingers.
E ja es possible que sobre aquesta specia sia fayta seccio e sobre les autres carns; e es que tu inscida la codena dels genetius, e aprop esten le huou a las partidas desus, e extratz aquel del ciphac blanc, e deliura le suspensori dels vaysels, e ligua les, e inscideys le suspensori pus que tu deliuras aquel de tota partida de las partidas del huou.	And it is possible that this kind of wound be cured by incising the genitals and opening the veins, drawing out the white puss, freeing the vessels from their attachments, cutting off the suspensions, and removing them; cut off all parts of the genitalia.
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	Then if the flesh is already hardened on the injured part, remove the puss and cut off that part.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is adhesion for some reason of the puss, or between the vessels, then remove all such adhesions and cut them out with a round incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	May be if there is birth of flesh in the place of adhesion which is behind, then cut off all that flesh and remove the puss from it as well, as I have said before.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	Then, when your operation is finished, fill the wound with lanolin infused in rose oil and cover it with a wet dressing; and apply another cure as soon as possible until it is healed.
Capitol .lxiv.	Chapter LXIV.
De la curacio de hernia que es de vitz.	Of the treatment of hernia, which is with vinegar.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	It is an abcess wrapped in a wrapper resembling the softening of the testes, and it makes difficult exercise and walking on the patient's back.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	And in the treatment of this illness, fear is felt for the cause of which there is a recollection.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, it should be remembered that I have spoken above about operation.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And I say that you should place the patient on a high table; and fasten the suspensions of the testes to the hips with cords; and tighten those other servants that you have, and spread them out vigorously.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	And cut through the vein with a sharp knife in a transverse direction across the vessels where they are visible.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And then remove all parts as I have said above in the removal of arterial blood vessels which are in the temple.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then fix one of these needles in such a way that the thread is doubled, and tie it at the first place where the wound occurs, and tie another at the back end.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And cut those in the middle place by a transverse incision according to the length of the body, and remove what is corrupted and putrid.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then cure the wounds with a different cure from those which you want to heal, in order that they may not become infected by another cause; for it is not good to have them infected.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	May be if all the veins are cut, then the testes are removed or cut off from them by means of the incision of the veins, so that they lack nourishment because of the cutting of the veins, and wither away; or cut off so that there is no reproduction to them.
Capitol .lxv.	Chapter LXVI.
De la cura de hernia entestinal.	Of the treatment of inguinal hernia.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The arrival of this hernia is by means of an incision which is in the navel extended over the belly from one side to the other, so that the intestines escape through it; and when they break out at either end, they pass into one of the intestines.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	This break is either from the navel or from the exit; and these two things occur for various reasons: either by impact, or by noise, or by movement, or by a sudden elevation of some kind, or by resemblance.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	And the sign of this is that it occurs little by little in the course of time, and not suddenly; and it is an abcess inside the navel because it compresses the intestine.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the sign of it is that it occurs when there is an incision in the navel; for at the beginning there is a violent pain suddenly; and it is an abcess with various appearances near the navel, and the body bends itself away from the navel.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And some swellings are caused by the navel rope being pulled out; this is called inguinal hernia.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	And some swellings are caused by the navel rope being pulled out; and some become tight within the navel, and cause great pain, especially when it is pressed upon.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	And in the treatment of these kinds of illnesses, fear should be felt because it may cause pain.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And the method of operation for this illness is that you should return the navel rope to its cavity if it comes out; and place your hand under his belly, and raise the feet high.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	And then tie the rope which binds the testes to its ends, and cut it all over longwise; and place two sharp knives on either side of the incision as you would like to cut open the navel.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	If the incision according to the quantity which is possible for you, that the puss of the hernia should come out.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	And then remove all the puss that is left from the binding of the testes; and cut off the white, hard part of the navel.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	Then you should cut off the testicles, and cut away the white navel between them; and cut off all adhesions which are on the back of the navel.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And then tie the testicles to their ends and stretch them out; and extend the white navel in its place with the help of a servant, and raise the testes on either side of the incision; and command the servant that he should hold them steady while you remove all adhesions which are behind.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And try to find out if there is any cause of the navel being wrapped in the hard navel.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	May be that you do not understand it; then cut off that navel from below.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And then take a needle that is strong and sharp, cut through the navel in the middle between the testes, and cut off what is left from the navel; and tie those two ends together tightly with four threads, and twist them several times round each other; and tie them to something hard above; and cut off all those threads one by one.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then wrap the ends of the threads tightly together with a strong thread and tie them; and fasten those to something hard on either side of the navel, in order that they may not become infected by any cause because of which an abcess may form.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And then make another strong thread according to the length of the first one, long enough to reach; and then tie those two threads tightly together at a distance from the navel which is equal to half the size of the navel itself; and cut off all that part.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	And let one of you go to the back of the testicles and make a section so that blood will flow out, as we have said before in what we have spoken about.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And let one of you bring a soaked wool and put it on the wound; then apply the thread that we have mentioned (and some white threads are cauterized, which we said should be cut from the wound to prevent bleeding, because such threads might occur) and let the thread inside so that it falls in itself.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	May the bedding be delayed, then water is boiled and placed over it, and let it be placed on that area so that it falls as we have said.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And let one of you treat the wound with the other treatment for wounds before healing.
Capitol .lxvi.	Chapter LXVI.
De hernia ventosa.	About Hernias with Wind.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this hernia, there is nothing that has been cooked for the treatment of it as well as fire.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	And the first said that it should be done as we have mentioned in the hernia that is with wind; which is to say that you take the vessels and place them over the area gently; and let them dry in their place while applying water to the apoplexium gently, so that the vessels fall.
E cura la plagua segon que havem dit entro que sia sanada.	And treat the wound as we have said, so that it is healed.
Capitol .lxvii.	Chapter LXVII.
De la disropcio que es fayta en les anguonars.	About the dropy that happens in the ankles.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Some break in the ankles as we have said, and let go of the place.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	And do not seek any cause of hernias at the pubis; and if you do, it is little; and return to it in all hours.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	May the time be extended with it, then a small crack occurs in the hernia through which the intestine is pushed into the hernia; and such occurs because the hernia is stretched, and let go of the place; and it becomes soft and there is an apoplexium, and let go of it.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	And the treatment of it is as follows, so that it is preceded by the narration of it.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	And some are treated with fire according to this way: and that is when the patient's buttocks rest on your lap, and let go of the place where the apoplexium breaks out with a section according to the amount of three fingers.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	And tighten the white hernia that is under the testicles so that it is uncovered.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	And let one of you put your hand on the prominent place of the navel, and let another put his hand on your belly.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	And let one of you cut the two prominent places at the end of the hernia on the navel, and tighten one to the other with a stitch.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	And let go of the end of the hernia thread, and do not cut it from the navel, nor do you extend the string, nor any other cause as we have said in the treatment of an enterstinal hernia.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	And let that be treated with the treatment of wounds, and when you cut the threads, clean it and restore the wound before it is healed; because the hernia contracts and the prominence of rupture is not adjusted.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	And cauterization is better in this place, because it is closer to healing.
Capitol .lxviii.	Chapter LXVIII.
De mollificacio de la codena dels testiculs.	About the Softening of Testicles.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	In some men, the testicles are softened by water because the flesh between them is softened, and it is not advisable to pay attention to it.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	Then it is necessary for him who is treated that he lie down according to his back, and tighten all the hernia that is softened over the navel; and let two lips be adjusted to the stitch.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	And if you want, cut off the excess of the softened hernia with three or four cuts and with a firm stitch.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	And let one go between the stitches; and let it be treated by the treatment of other wounds before healing, and let the threads fall.
Capitol .lxix.	Chapter LXIX.
De castracio.	About Castration.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	You should know that castration in our law is prohibited, except for a cause that is considered legitimate by me; I remind you of it in this book, and it is not necessary to remember it unless there are two ways. The first is that it should be done because it is in the interest of medicine when it is asked about the treatment of that person upon whom it occurs; and the other way is that we have a need for castration of other animals for our benefit from them, as well as from donkeys, and horses, and pigs, and creatures similar to them.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	And therefore I say that castration is done in two ways: either by cutting off or by cutting open and making a section.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	And in that which is done by cutting off, the way of the operation is that you cut off the animal's tail between the legs while its genitals are softened and made to hang down; and let them fall.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	And let those who are near your hand hold them so that they are relaxed and do not appear to be loose when touched.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	And in castration that is done by cutting and making a section, let the animal be held so that you can press the hernia of the testicles with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	And let go of the suspenders, and cut over any two threads with a section so that four are cut.
E aprop inscideys aquels pus que auras quascu excorjat.	And let those be cut who are ahead of the others.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	And do not place any cause on the hernia, but put a subtle hernia over the veins.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	And this way of castration is better because it is done by cutting off, which strengthens the hernia so that there is no desire for the beast to mate.
E aprop cura la plagua entro que sia sanada.	And let one of you treat the wound as we have said before it heals.
Capitol .lxx.	Chapter LXX.
De la cura de hermafrodozia.	About the Treatment of Hermaphroditism.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	Hermaphroditism in men is due to two ways: the one is because the space becomes narrow in the hernia of the testicles; and this is the figure of a woman between two testicles, which is a man's body with two genitalia.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	And some of those who have it pass urine from the hernia of the testicles.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	And in women there is one kind: and that is when the woman's space is between two testicles, which is a man's body with two genitalia.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	And the treatment is of three kinds: of the two men and one kind of women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And let those muscles be adjusted so that they do not give off an unpleasant smell, and let them be treated by the treatment of other wounds.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	And in the second kind of men, from which urine passes from the hernia of the testicles, there is no treatment or operation.
Capitol .xxi.	Chapter XXI.
De lentinge e de carn eminent per causas de las femnas.	About Lancing and Muscle Emerging due to Women's Causes.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	A strong lancing is adjusted to natural causes before it becomes strained, and it is not advisable to pay attention to it; and some women are enlarged in some way so that they become strained as men, and others are not aware of it until intercourse occurs.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	And let those who have too much lancing be held with your hand or a towel and cut it off with a sharp knife.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	And do not end in the section, primarily on the head, so that it does not cause bleeding.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	And so care for those with plague until they are healed.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	And so care for those with plague until they are healed. May meat that is born in the abominable place inside them, and it is strong enough to emerge from the openings according to its shape as a cow (and therefore we should not eat it even if it appears to be tender), and so let us avoid eating it when we cook, and let us cure those with plague until they are healed.
Capitol .lxxii.	Chapter .lxxii.
De curacio de alratica.	On the treatment of plague.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	Plague is that a woman's hymen not be pierced, or it is a small tear.
E es o natural o accidental.	And whether it is natural or accidental.
