Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Buqaqua.
Mays aquel del qual le trauc es streyt sia medicat am clavil de Plom, ayssi cum havem dit, per trops dias entro que sia amplificat.	And if the one from which you have taken it is thin, bind it with a piece of lead as we said before, for many days until it increases in size.
Mays aquels en les quals es le trauc no en son loc, so leditz, la qual causa es quar de aquels, aquel que es nat e·l trau es deves la fi del cap de la vergua per que no pot urinar a las partidas dedintz, entro que eleva la vergua am la sua ma a las partidas desus; e no es a lu generacio, per so quar le sperma no pot pervenir a la mayre segon rectitut, e es malautia mot laga.	And if the one in which you have taken it is not in its place, and this causes it: because of what it does, that which was taken is at the top of the penis by so much as it rises above it; and is not due to generation, for then the semen cannot reach the mother according to its right way, and is a kind of disease.
E la manieyra de la operacio en lu es que·l malaute sia envessat sobre le sieu dos, e aprop exten le cap de la vergua de lu am la tua ma sinistra am vehement extraccio, e inscideys le cap del cap de la vergua del loc del perpucii am spatum agut, ayssi cum es inscizio de pluma, o que tu ne razas alcuna partida, per so que·l mieg de lu vengua semblant al cap de la vergua e que le trauc caia en le mieg loc segon que cove.	And the way to operate is that the patient be placed on his back, and the head of the penis be extended with your left hand to facilitate its extraction; and cut off the tip of the penis at the place of the foreskin with a sharp blade, or if you do not want to remove any part of it, so that the head of the penis resembles the head of the penis and the taken one falls into its own place according to what has been said.
E guarda te que en la tua operacio de flux de sanc, quar motas vetz accideys aquo; e pausa te a lu am aquo que abscindeys le sanc, e cura la plagua entro que si’ sanada.	And remember that in your operation of the flow of blood, because it is possible that this happens: and stop it with blood, and cure the plague until it is healed.
Capitol .lvi.	Chapter LVI.
De albater le qual accideys en le prepucii en le cap de la vergua e de corropcio e negror e adherencia del prepucii del cap de la vergua.	About the growth that occurs on the foreskin of the penis, and black color and adhesion of the foreskin to the head of the penis.
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	This growth appears on the penis, and it is a kind of flesh-colored mass.
E de aquela una es maligna e autra es no-maligna.	And there are two types: one is malignant and the other is not.
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	Not-malignant, then suspend it with a small piece of thread and cut it off so that it does not grow again; and then bind it with egg and olive oil ointment; and then wash it with the ointment every day until it is healed.
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	And if this growth is malignant, of a dark color: then, when you have operated on it with a sharp blade and removed its roots, treat the wound with a pointed cautery.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	If this growth is in the foreskin of the penis, and one part of it is inside the foreskin and the other part outside: then, when you have a part that is inside the foreskin at the beginning, treat it before it is consolidated; and then you treat the part outside, because when you treat that one with the foreskin, it is not certain that it will not be torn.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	And this has also happened in the genitals and in the foreskin: then, when you have completely conquered that which has already been darkened and is beginning to corrode or has been corrupted; and then wrap it with thread, with flour from a loaf of bread, and with three kinds of sand.
E aprop cura aquel am l’autra curacio entro que sia sana.	Then wrap it in this way, so that it is cured by the other treatment until it is healed.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	If there is a flow of blood: then administer lunar cautery according to this form:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	because the cauterization that helps the patient's condition is between two situations, as it helps with a flow of blood and with a corruption that is corrupted.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	And if the head of the penis is corrupted and completely destroyed in the moment: then, when you introduce a piece of lead into the meatus of the penis through which urine passes through it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the adhesion of the foreskin to the head of the penis (and this adhesion does not occur except in that which has the foreskin, and on it circumcision is not required; and when adhesion occurs by plague or pustule) then cut off with a blunt instrument so that it is dissolved and the head of the penis is completely freed.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	And if it is difficult to cut off those neatly: then, when you cut off something from the head of the penis and the foreskin, and then, because the foreskin is thin, it is easily pierced by its subtlety in a subtle way.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	Then separate the foreskin from the head of the penis with a small blade, which has been made sharp by grinding it on stone; and then wash it thoroughly in water so that it does not adhere again.
E aprop sia curat am vi stiptic entro que sia consolidat.	Then let it be cleaned with caraway powder until it is consolidated.
Capitol .lvii.	Chapter LVII.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	About the purification of children and the treatment of urine that occurs in those who have circumcision.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	However, circumcision is not a solution for continence in this way as it is for other plagues: but since it is part of our operation and our will, and because its advantage belongs to those who have it, we will order that those who do not have it are circumcised, making it easier for them to achieve salvation.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	So I say that the young people do not say circumcision in some of the free nations, because they do not use it according to their laws, and is only because we have acquired it by experience: so I have seen most craftsmen and barbers make circumcision and purification from urine; and they use a small blade for cutting and an egg for purification.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	And I have already seen all of these ways; and I do not find any better purification with shears, with a small blade, which is used in purification with an egg, because it removes the skin from above, since the skin of the foreskin has two tunics, and the head of the penis remains between them, and is very strong: therefore, it forces another incision and hurts; and it causes pain.
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	And the purification that is made with alkaline substances is not secure in the incision of the extreme end of the male member, because it enters into its trail very easily.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	In the operation with an egg, it forces and corrupts your operation very easily.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	And the child's foreskin is short by nature, and there are growths that occur in this way, so that it does not require purification; I have seen this myself.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	And the purification that is done with shears and a small blade is good; but experience has shown me that these are not suitable for incisions of varying sizes, because the accuracy of the incision that is made is thus: therefore, when you press your hand in a proportionate way, and then cut it according to a comparison at a time; and make a compression of the skin with a figure containing the head of the penis completely, with which there is no error.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	And the way of the first operation is that you keep the child in a position higher than usual if it is small, and that you do not let the skin come out except by a small amount, and then release it on the following day.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	Then return it with happiness in all this way; and that is your ability to respond to such a request.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	Then return it with a strong hand and not weak; and hide the shears in your hand or leave them outside so that the child does not see them or any other instrument.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	Then place your hand on the head of the penis and blow into it; and draw it out so that the head of the penis comes out, and then purify it with water.
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	And then he sews the wound with a double knot, and ties two small pieces of leather around it, and cuts the middle part of one of these, and puts it over the wound to keep it closed, and sews between two strips of leather.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	And then he raises the wound and removes the skin; and leaves it for a few days, because it is better so; and puts powder on it and over the powder lays a cloth in which cow's milk has been boiled and reduced to a syrup; and leaves it there for another day; and treats it with cura within that time until it is healed.
La forma de las forfexs a mondificacio, aquesta es la forma:	The form of the scissors for dissection, this is the form:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	They should be sharp on one end and dull on the other, so that the blade of the knife does not bend, and its length should be the same as the length of two fingers put together.
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	There is an error in dissection because, if you cut through all the internal threads, or part of it, then the incision should be made from within.
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	So that you can reach out to your own finger in front of the location of the incision and make a second incision at the same length.
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you cannot reach it with your own hand, then extend it with a hook and cut it with a knife.
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	But if it has been three days, and then you leave the wound open, so that the poultice remains in place, and cleanses it with ease, and makes the second incision, which has been prepared for you.
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And take care of the head of the axe, because it will not be used again.
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And so treat that wound with water that solidifies the poultice which we have described in the treatise on poultices.
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	And if the incision is made beyond measure and obeys the guidelines above, then it will not be known.
E mays cura aquel am aquo que havem dit entro que sia sanat.	But treat that wound with water which we have said is to be healed.
Capitol .lviii.	Chapter LIII.
De curacio de urina retenguda en la vesiqua.	Of the Treatment of Urine Retentive in the Bladder.
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retention of urine in the bladder is caused by obstructions due to stones or calcification, or by an increase in the amount of urine or food, which are similar to those we have said about the methods of treatment in the division.
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	And if the urine is not dissolved and the bladder is distended by the increase in urine, which has already reached the neck of the bladder, then place the patient on their side.
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	And place the feet of the patient on his two sides and extend his abdomen by stretching his belly as much as is possible.
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	Then the neck of the bladder is constricted and excretion is achieved through the back passages, so that urine is passed completely.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	And if the urine is not dissolved with the water we have mentioned as vigorous, then place the instrument called a syringe, whose form is: It should be made of silver and be thin, like a long needle in similarity to a palm tree and half a tree; the cannula should be thin at its tip.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	And the manner of passing urine through it is that you take the double knot and tie it to the end of the cannula with a good knot; and introduce the ends of the string into the cannula, and cut them off with scissors if there is any excess string; then insert the cannula into the urethra with force and introduce the liquid urine.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	And let the patient lie on his back, and immerse the bladder in water, and rub it with oil and herbs.
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	And then introduce the cannula with ease until it reaches the tip of the penis; and double the end of the cannula towards the glans; and push the cannula into the bladder, and this should reach the patient's bladder, and no further action should be taken except to let it flow naturally, unless there is a blockage due to a stone.
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	And then extend the string little by little, because urine seeps through the cloth little by little.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	And then remove it and treat with urine, and use a cannula; do not stop to let the water out and use a syringe until the bladder is emptied and the patient relieved of his discomfort.
Capitol .lix.	Chapter LIX.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	Of the Quality of Bladder Irritation with a Clasp and similar instruments to those that agree with water.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When an ulcer or pustule occurs in the bladder, or there is a concussion in that part, and you wish to extract water and medicines from it, then use an instrument called a clasp, which is of this form:
sino que en la extramitat de lu es sorda, so es clausa.	but in its end it should be silent, so it is closed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that there are three holes: two of the same size, and the third is smaller.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	In the beginning it is closed, so that water is retained in it and expelled when necessary; and it is thrown out with the water, and when it is thrown out, it is long, according to the quantity of what is inside, so that it can be used for the purposes of the sea.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	Then when you wish to introduce moisture into the bladder, insert the end of the clasp into the moisture, and push the water that is pressed forward out through the holes, because the moisture is pushed into the clasp's cavity.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	And then insert the end of the clasp into the penis according to what we have described in the cannula; and push moisture with it, because that moisture will reach the bladder, and the patient will feel it.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	The form of the thin blade that the bladder is to be massaged with, which is this form:
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	It should be made of silver or lead, the tip of which should be sharp and similar to a small feather, and the cannula should be thin inside.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	And then move the bladder with force, and pause in it the moisture that you wish to crystallize in the bladder, and tie it between two strings of double knot, and heat that moisture on fire.
E aprop entromet la extremitat del cristeri en la vergua.	And then insert the end of the blade into the penis.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	And then stretch your hand over the bladder with moisture, and this should reach the bladder, and no further action is taken except to let it flow naturally.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	But if you do not have a bladder, then take a piece of parchment and make it into a circle; and pierce that circle throughout its entire circumference; and then insert the double-knotted string through those holes, turning it as you go, and adding to it as you go, because you pause in that water which you wish to collect from moisture, and rub and add water.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	And then you tie that in the instrument, and do as we have said about the bladder, and express it into your hand until the moisture reaches the bladder.
Capitol .lx.	Chapter LXVI.
De extraccio de peyra.	Of Urine Passage.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already said about the varieties of urine and the treatment of it with medicines, and the difference between urine produced in the lungs and urine produced in the bladder, and the signs of either.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	We have described the urine in which there is a catarrh, and its treatment with water.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	Urine produced in the bladder itself is that which is retained in the bladder.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	And I am narrating that same am explicit manifestation and abbreviation.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	Therefore say that urine generated in the bladder most often comes from infants; and from the men of the man is that the urine that is discharged from the bladder is similar to water in its subtlety, and appears in the sand; and the patient rubs his staff, and leaves a trace, and is dressed; and if it does not come out in front.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	Is the cure for children of that disease which they have acquired at twelve years old, and is difficult to cure in the elderly.
Mays en les joves es migiera per aquo quar es entre aquels.	Might be cured by water, since it is among those.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	And of that which has more pain and the cure is less effective; And if it is little, it is contrary to that.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	Therefore, let us come to the cure of that, with which we will baptize the patient with holy water, from which he will remove all the wound, since that wound is a cause of disease due to its investigation.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	And let the patient be put on his feet and moved and massaged in order that the pain goes down into the pelvis of the bladder, or that it jumps from place to place, or some spots.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	And let that cut between your hands be prepared, and the hands of him are left with cushions, so that the entire bladder hangs down between the cushions.
E aprop perquier aquela e tota aquela deforo.	And then turn it over and all of it upside down.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	Therefore, if you feel the pain in the space, then quickly lay him down on his side.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	And if he doesn't stop completely from leaving him alone, then turn him over and apply oil to his back with the right hand; if the patient is a child, or the young are complete, apply it to their chest, and insert it into his buttocks.
E perquier de la peyra entro que stia dejos le tieu dit.	And turn over the pain that is in the space that is behind him.
E converteys aquela petit a petit entro al col de la vesica.	And turn that small one little by little into the neck of the bladder.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	And then press on it with your finger, and expel that one from the space where you have placed it.
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	And order the minister to press on the bladder with his right hand; and order another minister, with his left hand, to stretch the genitals towards the armpits, and at the place where the cut is made.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	Then insert your finger into the small opening which is there; this is its form:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	and cut through it with the knife that is between the buttocks and the genitals, not in the middle, moving from side to side of the left thigh; and make the incision over that pain and the right hand is on the buttocks, and make a transverse incision, so that the incision outside is wide and narrow inside according to the quantity that comes out of the pain to him is possible, and not more, since it is very strong, comprem the right hand which is in the buttocks; and then cut off its genitals.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And you should know that there is no pain to which it does not respond; and therefore the difficulty of its treatment by water is due to the fact that the relief from it is difficult.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And of that water is like a nut, and is round, and is easier to relieve by it.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Therefore if it is that which has no angle or margin, put it in the crack between.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	And if it is not like that, then turn it over and put a piece of cloth on it, or squeeze it gently, the end of which should be on the pain, and do not remove it from him; or insert something sharp at its end.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	Or if you cannot stand on it, then put a small pole under it, and if you see blood flowing from it, cut through it with a three-pronged pitchfork.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	Or if the pain is more than one, at the beginning put your hand in the mouth of the bladder, and then cut through it; and then cut through a small piece nearby; and then if there are more than two points, cut through them.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	And if there is great pain, then ignore that you cut it with a large incision, since this happens to the elderly because they do not have solid organs: or that it is due to continuous urine; therefore the place does not become solid.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	Or minister expel from him that which is outside; or cut it with scissors within, so as to extract the piece.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	Therefore when you have completed your work, then fill the wound with plant juice and blood of dragon, and strengthen it.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And place a cloth over him wet in oil and vinegar, or in rosin and water rubbed together, so that it may congeal;
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	And then put the patient down on his side, and do not separate the members within three days.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And when that patient has separated, pour water and oil into the wound, and then cure it with a solution of salt and a solution of mercury within; for it will heal.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	Or if in the wound there is congealed blood, dry and corrosive, and of that one seems as if the pain is frozen in the bladder, and therefore the urine is prevented from leaving the body; then insert your finger into the wound and extract the piece, since if it remains, it causes the bladder to corrode and decay.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	Then wash the wound with oil, water, and salt; and in opposition to all kinds of food, with water that is used for drinking, and thus cure it within; for it will heal.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And at the times of all the cures that you have mentioned, put on both sides the cushions and place the medicines in the space.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the pain is small and is in the testicles, and is fixed there, and urine is prevented from flowing; then cure it with water, which I have mentioned before you come to the cut; for it will be that you take a sharp knife, whose shape is as follows:
de triangulada extramitat, agut, ficat en fust.	of triangular point, thin, fixed at its base.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	Then hold it firmly, and with the hand place the staff beneath him, so that it does not return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	And then insert the knife into the staff, piercing at ease within; for the piercer is able to pierce that pain.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	And turn the piercer over your hand in that small pain, and you will pierce the piercing of it from the other side; for the urine is soon discharged.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	Then press your hand on it with the edge that is opposite to the pain of the staff, since that is sharpened, and is pierced by it; for the pain will be healed soon.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	Or if this cure is not appropriate for you by any cause which prevents it from that pain, then hold one staff beneath him, and another above him;
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	Then cut through the pain in the staff between two lines.
E aprop extratz aquela.	Then remove it.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	And then separate the members and wash the piece with water.
