Ayssi comensan las paraulas de Albucasim .	Thus begins the discourse of Al-Bucashi .
Donc si l’huou ja es am aquelas carnadas consolida, lahoras cove que tu extraguas le huou e inscidas aquel.	So if the bladder is already united to those flesh with blood vessels, then do not touch it; you extrude the bladder and sever it.
E si es adherencia entro alcuna causa del ciphac, o entre aquo que es entre les bayssels, lahoras cove que tu deliures tota aquela adherencia e inscidas aquela per inscizio redonda.	And if there is adhesion between the bladder and some reason, or between that one and the vessels, then do not touch it; you sever all those adhesions with a round incision.
Mays si es nativitat de carn en le loc de la adherencia la qual es detras, lahoras cove que tu inscidas tot aquo que es de lu, e extraguas le huou ayssi cum havem dit.	May be that there is birth of flesh in the location of the adhesion, which is behind, then do not touch it; you sever all that one and extrude the bladder in this way, as I have said before.
Donc cum es complida la tua operacio, lahoras omple la plagua de lana imfuza en oli rozat e vi; e aprop cura aquela am l’autra curacio entro que sia sanat.	So when your operation is completed, then fill the wound with wool soaked in rose oil and apply the other cure within, until it is healed.
Capitol .lxiv.	Chapter 48.
De la curacio de hernia que es de vitz.	Of the treatment of hernia that is with vitriolic acid.
Vit es apostema envolut per alcuna envolucio semblant a broto am mollificacio dels testiculs, e es fayt dificil movement exercitiu e deambulacio sobre le malaute.	It'a an abscess wrapped in a wrapping similar to the softening of the testicles, and it is difficult to move or walk on the patient' thigh.
E en la curacio de aquesta malautia es per temor per aquo del qual es precedida rememoracio.	In the treatment of this disease is by fear for the water from which the memory recurs.
Empero cove que diguam opperacio en aquela segon que fero les primiers.	However, if you say surgery in that one first, and then in the second.
E dic que cove que fassas sezer le malaute sobre una cezelha elevada; e aprop enpelleys le suspensori dels testiculs a las partidas dejos; e aprop te la codena dels genetius am les tieus ditz am les baysels que so probdas a la vergua; e tengua aquels autre ministre que tu, e extenda aquels am extencio vehement.	And I say that you sever the patient' thigh on a raised table, and then sever the supporting structures of the testicles at their bases; and have other servants hold those ones who are to be cut with a sharp knife, and extend those ones towards me.
E aprop inscideys am spatum lat agut per seccio traversa en le dreyt dels vaysels entro que sian les vayssels descubertz.	And then sever them with a sharp blade in a transverse incision on the right side of the vessels where they are exposed.
E aprop excorja de tota partida ayssi quo a tu havem dit en extraccio de arceria las quals so en las templas.	And then cut off all parts as I have said before in the removal of the arteries that are in the temples.
E aprop fica en aquelas un’agulha en la qual sia fiel doble, e lia aquel en le primier del locs en les quals accideys vit, e lia aquel autra veguada en le derier de lor.	And then place one needle with double thread on the first of the places where it happens vitally, and another needle in the last of their positions.
E aprop inscideys aquels en le mieg loc per seccio dreyta segon la longuesa del cos, e extratz aquo que es agreguat de las humiditatz fetulentas e corruptas.	And then cut those in the middle of their locations with a right-handed incision according to the length of the body and extrude that one that is joined to foul, corrupt humors.
E aprop cura la plagua am curacio de las autras plaguas en las quals vols sania esser engendrada per so que caian les vaysels les quals noyreysso un de dos genetius, quar no es mal per aquo.	And then cure the wound with a cure for other wounds that you want to heal by falling the vessels of which one cuts off the two testicles, because it is not good in case of water.
Mays si accideys vit a totz les bayssels, lahoras cove que·ls testicols sian extragutz o que les testicols per aquo se cequo am les vayssels, per que sia privat de tot nutriment per la inscizio dels vayssels, e que sian estaborits, o que cequo per so que no sia juvament am aquels.	May be that it happens vitally to all the vessels; then the testicles are cut off or made void by the cutting of the vessels, so that they lack nourishment by the incision of the vessels and die, or so that they do not grow by their being cut off.
Capitol .lxv.	Chapter 65.
De la cura de hernia entestinal.	Of the treatment of hernias in the intestine.
Le adveniment de aquesta hernia es per seccio que endeve en le ciphac extendut sobre le ventre de part dels angunars del mirac del ventre, per que deysendo les budels de aquela ruptura ad alcu dels budels.	The coming of this hernia is by incision which is in the middle of the belly from side to side of the navel of the miracle of the belly, so that going out of those buds of the rupture comes to some of the buds.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And this rupture is either of the abdomen or from the rectum, and it happens for different reasons: by percussion, by sound, by a cry, by a sudden raising for some reason, or by similarity.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	And the sign of this is that it happens slowly over time and not suddenly, and it'a an abscess within the abdomen from where the rectum comes out, because the ciphac compresses the budel.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the sign of this is that it happens by incision in the abdomen because at first it causes sudden, sharp pain; and it'a an abscess on both sides of the navel as if it were cut off, and the body falls apart from the abdomen.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And sometimes the bowels are forgotten with the budel, and this hernia is called entestral zyrbal.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	And sometimes it happens with a bulging belly, and sometimes it runs in the budel' fissure, and here is kept, and is causing great pain to the patient, and sometimes bad or strong pain when it is pressed.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	In the treatment of this disease with iron is by fear, so that it is avoided in that one.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And the way of performing surgery on this is that you order the patient to turn his belly towards you with his back turned if he returns to his normal position, and then place his feet on your shoulders.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	And then cut the cord that connects the testicles to their bases, and sever them all along their length; and then place two sharp knives on the incision according to what you want to eat to cut the incision with those ones.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	And if there is a quantity of that one that can be taken from it, and it is possible for you to cut it off.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	And then cut off the cord of that one whose end is joined to their bases, while it'a a hard white cord from each part.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	Then you sever the testicles by cutting off the end of those ones that are between two hard cords, and leave the cord of the patient' thigh, and sever the adhesion between the patient' back and the base of the testicles.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And then sever the cord of the testicles to their bases, and stretch out the white cord on its left side with the help of a servant, and lift the patient' thigh towards that one with the help of a servant; and command those ones to stretch out the patient' thigh on its right side and cut off the end of the cord.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And then search with your fingers that there is no cause in the abdomen wrapped in a hard white cord.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	May be that you do not find any reason for it; then place that one on your belly from below.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And then take a needle that is very thick and sharp of three threads, and insert that one into the back of the cord at the end of the base of the testicles, which is cut off by incision; and then sever those extremities of those ones that come out from that one with four threads, and then tie them in a knot on a shape like a circle; and make a hole in it with your fingers; and place that one on the patient' abdomen.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then tie those extremities of the threads tightly, and sever them with a sharp knife within that one whose end is joined to the base of the testicles in order to prevent any reason for it to cause an abscess.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And pause another piece of string according to the first string, a long three times; and put these two pieces together leaving a loop which is the length of the testicles' girth in proportion to their size, and mark all round it with a roundness, and cut off the end.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	Then cut in half the loop at the point where the girth of the testes ends, making a section which will serve as a guide to cut the testes in two parts at that point, so that they can be separated as we have described above in what we said about this.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	Then give them water to drink, and pause at the edge of the pool; then give the string that we have described (and some of the white loop is cauterized, which we said should be cut in two at the edge where there are signs of bleeding, because blood may appear) and leave the string inside, so that it falls by itself.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	May also be delayed, then cut the water off, and pause until it is dry, as we have said above.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	Then cure the pool with another type of medicine, until it is cured.
Capitol .lxvi.	Chapter LXVI.
De hernia ventosa.	On Ventilated Hernia.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this hernial case, nothing has been seen to have been done to cure it by applying fire.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	And the first one said that it should be done as we have described in the case of a hernial pain that is felt acutely; which is to say, cut at the point where the sensation is acute, and then let the wound heal by itself (by leaving it open) until the swelling goes down.
E cura la plagua segon que havem dit entro que sia sanada.	Then cure the pool as we have said, until it is healed.
Capitol .lxvii.	Chapter LVII.
De la disropcio que es fayta en les anguonars.	On Disroption in the Anguire.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Some break in the anus as we have said, and then clean out the area.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	And do not examine the rectum for any cause of the bowel; and if they do so, there is little to be gained from it; and return in a few hours.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	May also be prolonged the time with water, then a small incision is made in the loop (the hernia) inside which the bowel should be pushed; and this causes it as we have said, because the loop is stretched, and then becomes soft and clean out the area.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	And the cure of it is done with a pointed cautery as we have preceded the description of it.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	And some are cured with fire according to this method: and it is because the patient scratches his back between your hands, and then cleans out the area of the rupture of the anus by cutting along its length in three inches; that is to say, one inch at a time.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	Then stretch out the white loop that hangs down below the testes, so that it is exposed.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	Then take the rope and pause it over the spot where the loop hangs, and press it with your hand on the belly.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	Then cut the two spots that are at the end of the loop, and join them together by sewing one to the other.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	Then cut off the end of the rope, and do not cut into the loop at all; nor extend the foot, nor any other cause as we have said above in our description of how to cure a hernial disease.
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	Then cure the pool with the method described above for curing pools, and if you cut the skin, clean it out and restore the pool until it is healed; because the loop contracts and does not fit the protuberance of rupture.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	And cauterization is better in this place, because it is closer to health.
Capitol .lxviii.	Chapter LVIII.
De mollificacio de la codena dels testiculs.	On Softening of the Testicles.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	In some men, the testes are softened by water because the flesh between them is softened, and that is why it is necessary to be careful with it.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	Then it is necessary that in the case of the cure of it, the patient lie down on his back, and spread out the testes according to their length, and then join them together by sewing two lips together; and then let him rest for three days.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	Then if you wish, cut off the excess of the softened testes with three or four cuts and make a firm stitch.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	Then cut between the sutures, and then cure the pool as described above for the case of other pools until it is healed and the skin falls off.
Capitol .lxix.	Chapter LIX.
De castracio.	On Castration.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	You should know that castration in our law is prohibited, except for a reason that can be shown to me; and I do not need to remind myself of it because there are two ways by which it is done, both of which are necessary for the sake of science when questioned about that case in which the cure is applied to them before they die; and the other way is that we should have needed to castrate other animals for our own benefit, as in the case of horses, cattle, and pigs, and similar creatures.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	Then I say that castration is done in two ways: either by cutting off the testicles or by cutting them open and removing them.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	In the case of castration by cutting off the testicles, the way of doing it with an instrument is that you should prepare the animal in the water until the testes are softened and made small; and let them hang down.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	Then take them by your own hand within your body, so that they are tight and do not appear to be loose with the touch.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	In the case of castration by cutting and opening, cover yourself with the animal, and press the testes of it with your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	Then tie up the suspension, and cut off one end, then join them together by sewing two pieces of string together.
E aprop inscideys aquels pus que auras quascu excorjat.	Then cut those in half, and you will soon see which are the most painful.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	And do not examine any of the testes, except for the subtle one that hangs down over the vessel.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	This method of castration is the best way, because it is done with a strong hand, so that no cause remains for the animal to desire to copulate.
E aprop cura la plagua entro que sia sanada.	Then cure the pool until it is healed.
Capitol .lxx.	Chapter LVII.
De la cura de hermafrodozia.	On Hermaphroditism.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	Hermaphroditism in men is due to two causes: the one is because the space in the testes is divided between the testes of a man that resembles the figure of a woman because they are both male; and the other cause is because there is no division between the testes of those who are hermaphrodites, except for one testis that resembles the female figure because it is round.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	And some men have a urine that comes from the testes.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	In women, there is only one: and it is because the shape of the vagina over the penis is like that of a man with two testes that are small compared to the other.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	The cure is made by three methods: by two of the men and one of the women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And it is because you should cut those parts that are adjusted within their limits so that they do not cause a problem for them; and then cure them with the method described above for the case of other pools.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	In the second species of men from which you get a urine that comes from the testes, there is neither cure nor operation in it.
Capitol .xxi.	Chapter XXI.
De lentinge e de carn eminent per causas de las femnas.	On Lensing and Flesh coming out for Women.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	A strong lens is adjusted above the natural causes until it is sharp, and is corrected by eye; and some women have been enlarged in such a way that they look larger when standing as men do, and are confused up to the point of incest.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	Then you have the option of lancing your hand or arm or two fingers and draining them.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	And do not finish in incision, mostly on the skin of the heel, so that it does not cause a flow of blood.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	Then properly cure those with plague before they are healed.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	May blood born is blood that stays in the mother's belly until it fills it, and it is strong to come out from the buttocks according to its appearance (and for this reason I originally called it "malady of the heels"); so then we must lance it like we do with lancing and cure those before they are healed.
Capitol .lxxii.	Chapter .lxxii.
De curacio de alratica.	Of the Treatment of Gout
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	It is that the skin of the foot not be pierced, or a small hole be made.
E es o natural o accidental.	And it is either natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	Accidental is if the gout that preceded it, and that is caused by either tight meat or a subtle cicatrix or spice.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	It is made either in the heel of the mother or in the sides or in the upper part of the foot or in the lower part, and strictly prohibit lancing, piercing, or pregnancy, and strongly prohibit menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And the knowledge of that is gained by considering the shape of the foot, if the opposition is apparent, then probably; but if it is not apparent, then you must examine it with a sharp instrument or a ray.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	But if opposition is by a subtle cicatrix and is between the two lips, then you must cut and break it.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And place dust on both lips, and place the fingers that indicate the two sides at their ends.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	And the woman be on her two feet, with her cushions extended, and place both lips together with force until that subtle cicatrix is broken and opposition is revealed.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	Then return the lanced area to the place, and rub it with oil, and put a bandage on it, and let the wound heal with the bandage in place for that place is not healed.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	But if the cicatrix is thick and spicy, then you must lance it with a sharp blade or a leaf of mint.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	But if opposition is by meat, then hold that area with oil, and lances it.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	And put on those medicines that stop the flow of blood with their biting, as well as pain from dragons and poison, adjusted to white wine.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	Then administer a wide silver needle so that the plague is not spread quickly.
E tengua aquela per alcus jorns e aministra calgua de li sec.	Keep it for several days and then administer a hot poultice.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	Then properly cured with the second cure of consolidation until it is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	And sometimes in the mother's birth of other animals, and then you must lance according to this way.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	But if it is for the cold foot, that cold foot in the mother is not caused by being placed in any way.
Capitol .lxxiii.	Chapter .lxxiii.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	Of the Treatment of Hemorrhoids and Swelling and Redness that Occurs in the Foot of Women.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	Hemorrhoids are the appearance of small veins that come from the orifices of the feet until they cause pain constantly; and if they become old, they are called hemorrhoids.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	And I have said in the division about the spices of those and their characteristics, and direct like those that receive treatment and those that do not receive treatment.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	Then I say that hemorrhoids and swellings when they are in the heel of the mother and do not appear on the surface, then in those is not caused treatment with iron.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	But those that are in the orifice of the mother over which there is a feeling, then those are treated.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	Then put the woman in a mayo that rubs, and extend those toes with scissors or a sharp knife, and lances them with razors.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	Then sprinkle on those the dust of one of the powders that cause pain with their biting, as well as pain and resemblance to others.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	Then hang those feet for an hour, and then place them in hot water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	And if the pain persists, then make that foot boil in a solution of salt and vinegar and pepper and resin.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	Then return flour to the bread and rub it with honey and vinegar, and make a plaster with water on both feet.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	And if the pain has disappeared, then it is good; and otherwise, make an incision between the toes, and cut off the toenails.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	Then return the lanced area to the place with a solution of colander or yarrow or honey, and make an incision in the place; then cure that place with a hot poultice until it is healed.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	But if the foot is too sore to be cut, then you must lance it where it appears, according to what I have said in the division of swelling.
E cura aquel entro que sia sanat.	Then cure that place until it is healed.
Capitol .lxxiv.	Chapter .lxxiv.
De perforacio de eyssedura accident en la mayre.	Of the Accidental Piercing of the Heel in the Mother.
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	And various kinds of bruises occur in the mother, such as cold and painful blisters, ulcers, and skin diseases and pustules, and hemorrhoids, and swellings; and other bruises.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	And I have said about these diseases and their characteristics and the treatments in the division.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	Then I say in this treatise of the treatment of hemorrhoids how it is done in the mother, if you want to know how the operation is performed with iron.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	Then consider if the pain of the bruise at its beginning is acute with percussion and fever, and sometimes it becomes swollen; then you do not lance that, but cure that with water that helps until the acuteness of the pain subsides.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	Then you must make the woman lie on a couch that has two cushions; and she reclines on her two feet and adjusts her legs to the side of her belly, and places her knees apart, and holds her feet away from her body, and pours water on them as needed.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	Then the woman follows behind and administers the instrument with which it is properly lanced at the orifice of the mother; its shape will be in those cases that you will make it fit.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	And then when you want to administer this instrument that you hold it in your hand with the heel of the mother, and the instrument enters into the mother until it reaches the heel, and all the back.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	But if the instrument is larger than the heel of the mother, then you must place dust on the texture of the heel of the mother so that it does not enter the heel, and strictly prohibit the entry of any instrument into the heel of the mother.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	Then place the juice that runs in the instrument on top and make the minister hold the instrument and turn the juice until it reaches the orifice of the mother.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	Then when the excitement is over, and it feels cold and wet, then you must dry that place with a sharp blade.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	Then when the pain has stopped, then you must place on the wound a hot poultice in rose oil or green oil, and let the poultice cool in the heel of the mother.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	And place the mother on the fifth floor and above the penile, a clean wool is dipped in water that has been bubbled with lavender.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	Then it should be washed twice a day with water that will make it well-watered so that it is healed.
