Ayssi comensan las paraulas de Albucasim .	Thus begins the treatise of Al-Bucayashi .
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	Then return those to your hand within so that they do not come off by touch.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	In castration done through an incision and sectioning, cover that you have the animal and press the cord of its testicles to your left hand.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	Then tie the suspenders, and cut on each side with one section within so that two sections are made.
E aprop inscideys aquels pus que auras quascu excorjat.	Then cut off those pus that you have on each excision.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	And do not leave any of the cord for any reason; but cut the subtle cord above the vessels.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	This way of castration is better because it is done by cutting off; since cutting off prevents the desire of the animal to copulate.
E aprop cura la plagua entro que sia sanada.	Then treat that hernia within so that it is healed.
Capitol .lxx.	Chapter.lxx.
De la cura de hermafrodozia.	On the treatment of hermaphroditism.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	Hermaphroditism in men happens in two ways: one is that it appears when the space between the testicles narrows, and this is a sign of female nature; because there are two testicles that form an outline of a woman's body because of the presence of female characteristics.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	In certain men, there is a discharge from the penis, which is in the cord of the testicles.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	In women there is one kind of hermaphroditism: and this is that the woman's genital opening is like a man's penis with two testicles, but it does not open down; it opens upwards as a man's penis does and has two testicles.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	The treatment is of three kinds: of the two men, and one kind for women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And since you have cut off that flesh within so that it does not retain the smell of that person; and then treat those with the treatment of other hernias.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	In the second kind of hermaphroditism in men, from which there is a discharge from the cord of the testicles, it is not treatment or operation for him.
Capitol .xxi.	Chapter.xxi.
De lentinge e de carn eminent per causas de las femnas.	On lenting and on prominent flesh due to women's causes.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	A very strong lenting is adjusted to natural causes within so that it does not break out, and in some women it is increased within so that it does not break out at the time of intercourse.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	Then return that excess of lenting with your hand or with oil, and cut on it.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	Do not end in incisions, mainly in the hairline, lest it cause a flow of blood.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	Then treat that with the treatment of hernias within so that it is healed.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	There is hidden flesh that lies in the hideousness of the mother within so that it fills, and a very strong one comes out at the time of birth according to its appearance as if it were cut; therefore, since we have cut lenting, let us treat this with incisions and heal that person.
Capitol .lxxii.	Chapter.lxxii.
De curacio de alratica.	On the treatment of a rash.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	Alergia is that the woman' s opening not be pierced, or that it be small.
E es o natural o accidental.	It is either natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	Accidental is by bad luck which has preceded it, and that person is caused by either adjusted flesh or a subtle cord or string.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	It is done either in the hairline of the mother, or on the sides of her, or on the upper part of her, or on the lower part of her, and it is forbidden to cut, to engage, or to get married, and a very strong one forbids menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	The recognition of that person is done by observing the mother's attitude, if the objection seems obvious, certainly; but if it does not seem so, then try to recognize that person with the rope or with the rope-like thread.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	If the objection is by a subtle cord, and it is between the two lips, then cut that person and destroy it.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	It is done by pausing on the two lips, and then pause the rope-like thread on each side in front of them.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	The woman is on her two legs, with her knees spread out in front of them, and she extends the two lips under force within so that that subtle cord is broken, and the objection appears clear.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	Then tie a rope and send it to the location, and put that person on it, and hit him with a whip every day until the location is firm.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	If the cord is thick and stringy, then cut it off with a sharp knife or a piece of wire.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	If the objection is by flesh, then hang that person from a tree, and cut it.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	There are medicines for you to stop the flow of blood with a bitter taste, such as acacia, and blood-draining medicine, adjusted to honey of two fingers.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	Then introduce a wide silver tube so that the hernia does not break out in an unhealed manner.
E tengua aquela per alcus jorns e aministra calgua de li sec.	And keep him for a few days and administer some of it every day.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	Then cure him with the other cure of consolidation until he is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	And sometimes it happens in the mother's womb of other animals, and then cover it according to this method.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	But if this is for an aching tooth, and the aching tooth in the mother is not done contrary to it with some method.
Capitol .lxxiii.	Chapter .lxxiii.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	Of the cure of hemorrhoids and of swelling and of red botulism that happens in the vagina of women.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	Emorrhoids are those of the openings of small veins that hurt continuously, and if they are old emorrhoids and have become hard.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	And I have already said in the division the spices of those and the signs of those, and direct there those that I receive cure and those that I do not receive cure.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	Therefore say that hemorrhoids and nodules are when in the womb of the mother and do not appear on the surface, then in those there is no cure to be done with some method.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	But those that are in the openings of the mother on which a sensation appears, are those that are cured.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	And then cover the woman in a loose garment and extend them on a pair of scissors or a sharp blade, and cut those off with rasps.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	And then sprinkle over them the flux of a certain powder to be cut with rasps, thus: with acacia and similar to those.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	And then put on weights for an hour, and then remove them in hot water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	And if the flux of the pain persists, then make it boil in a solution of sumac and peppercorns and herbs and similar things.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	And then take flour of mustard and make paste with honey and vinegar, and apply it to both sides.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	And if the pain has separated, it is good; and if not, then adhere to both with bandages, and cut off the nipples.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	And then take wool and dip those into the juice of coriander or the juice of argol or the juice of grapefruit, and apply it to the place; and then cure that place with ointment until it is healed.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	But those that are hard to be handled, cover them with water which comes out of it after the second that I said in the handling.
E cura aquel entro que sia sanat.	And then cure that place until it is healed.
Capitol .lxxiv.	Chapter .lxxiv.
De perforacio de eyssedura accident en la mayre.	Of the piercing of the skull in the mother.
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	Small spices of skull are happening in the mother, thus: with aching and piercing and ulcers and hubble-bubble and pustules and fistulas of hemorrhoids and raggedness and nodules.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	And I have already said about these miseries and the spices of those and the signs of those, and their cures in the division.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	And I say in this treatise of the cure of skull which is in the mother when it is of those that you have cured, and if you want to know how to make the operation of skull.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	Then consider whether the pain of skull in the beginning is acute with percussion and fever and sometimes that hardens on it, and if it feels about it, then do not pierce it, but cure that with water which helps to mature until the sharpness of the accidents ceases.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	And then consider whether you cut the woman on a table that has two tables; and arrange her on her back lower than her belly, and spread her legs, and pause her breasts from her sides, and tie some string around her middle.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	And the woman should sit on a chair from the right side and administer the instrument with which you will open the opening of the mother, the shape of which will be in those cases that she will make it.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	And when you want to administer this instrument, that you keep it from the right side of the woman's womb, and the water of the instrument enters the mother until it reaches the bottom of the womb.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	But if the instrument is larger than the womb, then consider that you sprinkle dust on the texture of the womb so that it does not allow the entrance of any instrument into the womb.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	And consider that you pour the liquid that runs in the instrument above and that the minister has the instrument and mixes the liquid until it reaches the opening of the mother.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	And when the excitement appears, and is touched with the hand, and is hot and moist, then consider that you dry those off with a sponge.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	And when the cure is evacuated, then consider that you put a sponge submerged in rose oil or green oil in which there is no stiffness; and pause the calce on the section in the womb.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	And then pause the mother and put clean wool, dipped in water in which are mixed mauve dye.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	And it is customarily cured twice a day with ointment applied to water until it is healed.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	And sometimes the mother and the placenta are washed together, so that they become crystallized with water and honey, and applied to water in which are boiled rags or long hair, and then return to the ointment.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	And if the placenta is within the mother's womb, then consider that you do not cure it with some method, until I have said in the division.
Capitol .lxxv.	Chapter .lxxv.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	Of teaching the women how to be clean with this method when they are pregnant according to the following figure:
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	Necessary cause is that the woman with child comes to term with signs of it, and that when you see the woman express herself with open legs, and over it is extended by water which comes out of her, and quickly the excitement appears, then know that this birth is a second natural figure, and that the excitement of it is on her head, and the second after it is hanging or suspended from the navel.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	Then when you see these signs, then consider that the mother's belly is shaking so that the fetus appears slightly on her head, then put the second one, and it is distinguished from those superfluities with good discrimination.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu .i., o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	But that which is the other birth is not natural and not praiseworthy, because when the fetus is lying on its back and the head of it is lying in front of its mother' s head and its feet are stretched out before it, then it is not praiseworthy. It is stretched out the head of it and the mother of it, or to the belly of it, and strongly moved its body over its chest, and resembling the figures of it unpraiseworthy.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	A necessary cause is that the woman be wise and subtle in all these cases, and that she keep herself from error and deception.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And I am showing all these figures, and which is the meaning of them in order that it should be understood by water and should be placed on it.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the fetus is lying on its head by natural virtue, and that one is fierce with the woman and difficult to handle, and sometimes its virtue has been weakened, then consider that it should boil, or that women have it in their hair by boiling fenugrec and honey.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	And then he inserted the probe between his small testicles and cut it short, or sewed it up with a thread, so that no moisture remains in her.
E preme le ventre de la femna entro que deyssenda le fet.	And press on the female abdomen until she gives birth.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	May she be cured if she is not delivered, then cover her with a cloth of wheat and mustard poultice.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And then command her to be compress and have a cold shower, and for a while the mouth and nose are covered, because the delivery is painful.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if the two fronts of the baby are already getting cold at the beginning, then you should reduce those with small steps gradually.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	May she obey the instrument, then place her on a table and lift her feet up, and then shake the table onto the ground; and the woman should be held so that she does not fall due to the vibration.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if the last part is not turned in and the baby falls out, then cut it off and pull it out with your hands equally, because it is getting cold.
De eyssiment del embrio sobre les sieus pes.	Of the embryo on her feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the baby is on her feet, then you should press those below, and then turn the baby over little by little, and then wrap it up, and then take one of its feet and spread them little by little.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	May she be delivered inside the thighs, then you command her to squeeze, and have her exhale with a sigh, because it will be cold if God wills it.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	And if it is not delivered in the water that we have described, then you return the baby little by little until you pause her second natural figure, because that will be delivered soon.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	And if it is forbidden in all water that we have described, then take a compress of aloe and dissolved gum, and hit all of it with a good blow, and then line it with the water of the female's navel, the lowest part of her abdomen.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	And then make a cut in the water that is moving, so that it reaches the hypogastric muscles.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And when the openings of her legs are no longer relaxed, then make her sniffing and breathing with mint.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And when the sniffing has lasted for an hour, then place her on a table, and then make her sneeze and open her mouth, and take off her clothes, and press the lower part of her abdomen lightly with compression, because the baby will soon be delivered.
Eyssiment del fet sobre les sieus denols e las suas mas.	Of the embryo on its own feet and legs.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	When the baby is delivered in this form, then you should make your fingers small step by step; and the woman should be lying on her back, and her feet should be facing down, and her legs should be spread apart, and her hands should be clasped together.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	And then press on her abdomen little by little, and then pull it out that is left of the feet from the ears, so that it is prepared for the opening of the lower part.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	And if the baby is not being pushed out, then take her feet and swing them with a violent movement, and then press on that which is on the hypogastric muscles little by little so that the baby can come out through the openings.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	And then make your fingers small step by step and wrap up the baby little by little, and command the woman to squeeze herself so that the baby is pushed out.
Eyssiment del fet latutidinalment pendent una de las suas mas.	Of the embryo hanging downward from its leg.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	She should be held in your arms, but if you cannot hold her, then raise the woman and make her walk.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	And if she cannot walk, then make her lie on her back, and shake her with a violent vibration, and then administer the medicines that we have described earlier.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	And if the delivery has occurred, then make her lie on a table and study the reduction of the mother's abdomen, and wrap up the baby according to its second natural figure, and have the woman sneeze and command her to compress herself so that it is pushed out.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	Of the embryo on its back with its legs spread wide, and the sole of its foot is facing up and the sole of its mother's foot is facing down.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	That the mother should hold her baby, and then turn it over little by little, and then wrap it up easily.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And when it is wrapped, and then pause her on the water that we have described of oil and mucus.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	And then command her to rub herself little by little, and when the water has formed, then make her lie on a table and incline her on the right side, and then command her to compress herself with small steps, and have her exhale with a sigh.
Exitus foetus praeparati super latus.	The exit of the fetus is prepared on its side.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When it is coming out of the mother' side in this way, consider it, and then you should cut the second with your knife inside that it is evacuated from the moisture.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if the baby is suspended over the face and the neck of the woman, then you should cut it off, so that it does not hang back and suffer from a delay.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	And then you should make the baby open its mouth little by little before you stop it, and command the woman to compress herself several times, and that one will be delivered soon if God wills it.
Exitus geminorum aut foetuum multorum.	The exit of twins or a multiple birth.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	Know that twin eggs are rare, and sometimes three or four, but five is very unusual and uncommon for nature; however, there may be five in a single womb.
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	And know that they may be multiplied, the second being separated by ciphe, distinguishing those between the ligaments at the navel of each one; and sometimes five are delivered in a single birth, as it is natural for them to come out small. And some are delivered by the mouth, not through the navel as we have described earlier.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	And if the birth is difficult and they are coming out in a difficult way, then you should take care of them as we have described earlier in the case of abnormal figures.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And if the mother is clever and has the water that makes it easy and gradual, and is slow, and is prepared according to all figures in order to save herself.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	Recall that it is formed in the mother' body from embryos and it is aborted.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Some veiled women are formed in the first, second, third, fourth and fifty-first, and six, and seven, and eight times, and each time a woman is born, which causes foetuses to be formed by measurement of the glorious wise men.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And all this reminds us that it is in the science of the mother that strength lies for that little-looking water, and then pause at the water as it reminds us.
Capitol .lxxvi.	Chapter LVII.
De extraccio del fet quan es mort.	Of the extraction of the baby when it is dead.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you care for the dead fetus in water that we have described in the division of medicine and it does not come out, then you should use surgery on the mother, considering if she is of sound health and not at fault for the accidents for which she is a loss.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	The woman should be positioned on her back, with her head tilted upwards and her legs raised.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	The minister should hold the baby's two parts together, so that the child's body does not extend further down during extraction.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	Then moisten the mother's mouth with a mixture of water, honey, and fenugreek, as well as sesame seeds.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	Then anoint the woman' hands with those oils and mixtures, and place her hand on her womb, finding the spot where the foetus is located.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	Then find a convenient place: then consider whether the foetus is ready to be delivered; then place the claws on its head, or in its collarbone, or in its mouth, or on its palate, or let it hang from its beard, or from its breastbone, or at the top of its ribs, or between its ribs.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	In case of delivery in the feet, then lie down on the left side, facing upward.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	Then let the woman lie on her right side, and place her left hand in a convenient location for support; then insert the claw into one of the locations mentioned previously, until it reaches the cause of the blockage.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	Then place and fix another claw in its position, or the third if necessary, so that it is strongly held in place, and not pulled out according to its rectitude alone.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	Then let it be removed completely at once, in order for the relief of its distress to take place immediately if delivery occurs during the extraction.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	Then let the extraction take place smoothly; and if any part of it is retained, then anoint the woman with a mixture mentioned previously and insert something to turn it over and free it from the water.
