Praefatio.	Here is the translation:
¶ De formis Instrumentorum quae administrantur ad Clisteria in aegritudinibus Ani, et solutionis uentris, et colicae.	¶ Of the forms of Instruments which are administered for Enemas in Ani's diseases, and solutions of the bowels, and colic.
Caput LXXXIII.	Chapter 83.
Quandoque Clistere fit ex argento, aut ex aurichalco, aut ex aere fuso, aut malleato.	Sometimes an enema is made from silver, or golden gall-nut, or air blown through a pipe, or hammered metal.
Et quandoque fit ex istis Instrumentis paruum, et magnum, secundum illos in quibus administrantur.	And sometimes it is made from these instruments, small and large, according to those in which they are administered.
Illud ergo quod administratur in curatione puerorum paruorum, sit paruum: et quorum ani sunt debiles, aut dolorosi, sic et clisteria eorum.	Therefore, what is administered in the cure of small children, should be small: and for those whose anus is weak or painful, so should their enema.
Clistere magnum.	Great Enema.
Cistere paruum.	Small Enema.
Canna eius, id est, caput superius in quo ligatur uter, sit amplum secundum hunc modum: et sit ei distinctio ut ligetur uter sicut uides, et extremitas eius inferior quae intromittitur in anum, sit surda, id est, non aperta, lenis, ualde, trahens ad subtilitatem: et in uno laterum eius sint duo foramina, et in latere altero foramen unum.	The tube of it, that is, the upper part in which the uterus is tied up, should be broad according to this shape; and there should be a distinction so that the uterus may be tied like you see, and its lower extremity which is inserted into the anus, should be deaf, that is, not open, gentle, very, drawing towards subtlety: and on one side of it should be two holes, and on the other side one hole.
Et sit amplitudo foraminis secundum grossitudinem radiorum, et grossius parum, et sit uter in quo ponuntur medicinae ex uesica animalis: aut ex charta ouis, quae sit secundum formam asofrati paruae: cuius radix sit palmus unus.	And the width of the hole should be according to the thickness of the roots, and a little thicker, and it should be like the uterus in which medicines are placed from animal bladder: or from sheep parchment, which is shaped like a small asparagus: whose root is one palm.
Et perforetur foraminibus multis sicut reuoluitur, et sit spacium quod est inter omne foramen grossitudo digiti.	And it will be pierced with many openings as it is rolled up, and there will be space that is between every opening the thickness of a finger.
Deinde intromitte in illa foramina filum forte ex filo crudo, quod sit ex decem filis, aut circiter ea, et aggrega cum eo utrem sicut asofrati.	Then insert a strong thread of raw linen, which is made from ten threads or roughly that, and gather it up with him like an apron.
Cum ergo ponitur in eo uter, stringatur in capite clisteris inter duo distinguentia constrictione forti.	When therefore it is placed in the uterus, tie it at the head of the catheter between two distinct constrictions with a strong knot.
Deinde clisteriza cum eo.	Then inject with him.
Et haec est forma circuli utris hic depicta, et foraminum.	And this is the shape of the circle of the uterus here depicted, and the openings.
Qualitas autem clisterizandi cum eo, est: ut impleas utrem, aut uesicam ex medicina, quae sit calefacta secundum quantitatem tolerantiae infirmi: et caue ne sit calida ualde, aut frigida ualde.	The quality of injecting with him is that you should fill the uterus or bladder of medicine, which is warmed according to the tolerance of the sick person; and beware lest it be very hot or very cold.
Deinde resupinetur infirmus super dorsum suum, et eleuet crura sua ad superiora: et pone sub eo inthaan, id est, corium super quod iacent homines, aut linteamen.	Then the patient will be lifted up onto his back, and he will elevate his legs to the upper parts; and place under him an inthan, that is, a hide or cloth on which people lie.
Deinde inunge extremitatem Clisteris cum oleo, aut cum albugine oui, aut cum mucillagine foenugraeci, aut similium.	Then grease the extremity of the catheter with oil, or with white of egg, or with fenugreek mucilage, or similar things.
Deinde intromitte ipsum in anum cum facilitate.	Then insert it into the anus with ease.
Deinde accipiat minister utrem cum duabus manibus suis simul, et exprimat ipsum cum uehementia, donec euacuet totum quod est in Clisteri in intestinum.	Then let the attendant take hold of the catheter with both his hands at once, and express it with vehemence, until all that is in the catheter is emptied into the intestine.
Deinde extrahe Clistere, et eleuet infirmus crura sua ad parietem.	Then draw out the catheter, and let the patient lift up his legs to the wall.
Quod si medicina cogit eum ad exitum, tunc teneat quantum potest.	But if medicine urges him to evacuation, then hold it as long as you can.
Et si dormit cum ea nocte tota, est magis ultimum in iuuamento.	And if he sleeps with it all night, it is more beneficial for his recovery.
Si autem clisterizas eum in aegritudinibus solutionis uentris, et festinat exitus eius: tunc itera clistere, donec sanetur.	But if you catheterize him in the troubles of intestinal colic, and hasten his evacuation: then iterate the catheterization until he is healed.
Quod si in ano sunt hemorroides, aut apostemata laedentia, tunc sit clistere subtile ualde, lene, ex clisteribus quibus clisterizantur pueri.	What if there are hemorrhoids or painful abscesses in the anus: then let the catheter be very fine, soft, from those catheters with which children are catheterized.
Et haec sit forma clisteris subtilis super quod sit stricta cutis.	And this is the form of a fine clyster above which the skin should be tightly stretched.
¶ De curatione Vulnerum capitis sine fractura ossis.	On the treatment of head wounds without bone fracture.
Caput LXXXIIII.	Head 44.
Iam dixi in diuisione de curatione uulnerum quod conueniebat libro, et ego dicam hic curationem eorum cum manu, et cum medicinis secundum complementum.	Now I have spoken about the division of wound treatment which was fitting for the book, and I will say here the treatment of these wounds with the hand and with medicines according to their complement.
Dico ergo, quod uulnera diuersificantur secundum illud quo fiunt uulnera, et secundum locum super quem cadit uulnus.	Therefore I say that wounds are differentiated according to that by which they are caused and according to the place upon which the wound falls.
Res ergo quibus fiunt uulnera multotiens, sunt sicut iactus lapidis: aut incisio ensis, aut cultelli: aut percussio cum lancea, aut ligno, aut sagitta: et similibus illis ex rebus multis.	Therefore, the things by which wounds are caused many times are like a thrown stone: either a cut from a sword or knife: or a blow with a lance or wood or arrow: and similar to those things from many other things.
Vulnera autem quae fiunt secundum loca corporis sunt, sicut uulnus quod cadit super caput, aut collum, aut pectus, aut uentrem, aut epar: et similia ex eis membris.	However, wounds that are caused according to the parts of the body are like a wound that falls on the head, or the neck, or the chest, or the belly, or the flank: and similar ones from these members.
Et ego sum narrans curationes quorundam uulnerum, ut ponam eam ratiocinationem et regulam super reliqua uulnera.	And I am recounting treatments for some wounds, in order to set forth a reason and rule for the remaining wounds.
Et ego incipiam a uulneribus capitis simplicibus: quoniam rememoratio compositorum ueniet in principio capituli tertii.	And I will begin with simple head wounds: because the recollection of composed ones will come at the beginning of chapter three.
Dico ergo.	I say therefore.
Quando accidit in capite uulnus simplex, et non est fractura ossis: considera tunc, si est ex iactu lapidis, aut ei similibus, et iam fregit cutem tantum: et est uulnus magnum, et times super infirmum euentum apostematis calidi: tunc propera, et phlebotoma cephalicam statim: et non tardes illud: et extrahe ei ex sanguine secundum quantitatem uirtutis eius: si non fuerit prohibens aliquid a phlebotomia, praecipue si fuerit sanguis qui egreditur ex uulnere paucus.	I say therefore. When a simple wound occurs in the head and is not accompanied by bone fracture: consider then if it was caused by a thrown stone or something similar, and only the skin has been broken: and the wound is large, and there is fear of a hot aposteme: then hasten and perform phlebotomy of the cephalic vein immediately: and do not delay it: and extract from his blood according to the quantity of its virtue: if nothing prohibits phlebotomy, especially if the blood flowing out of the wound is little.
Et sit phlebotomia ex contrario partis uulneratae.	And let the phlebotomy be on the contrary side from the wounded part.
Et caueat infirmus sibi a repletione, et uino, et cibis grossis.	And let the sick person beware of fullness, and wine, and heavy foods.
Si autem minutionem prohibet aliquid, tunc minoretur ex cibo, et non appropinquet carnibus, neque uinis.	However, if something prevents cutting off, then reduce from food, and do not approach meats or wines.
Et pone super uulnus si accidit ei apostema calidum, cotum infusum in oleo rosato solo, aut cum uino in quo est stipticitas.	And put on the wound if a warm abscess happens to him, a poultice infused with rose oil alone, or with wine that has purgative properties.
Si autem securus fueris ab apostemate calido, tunc pone super uulnus, si est recens cum sanguine suo, et non mutauit ipsum aer, puluerem quem ego narrabo post paululum: et si iam mutauit ipsum aer, tunc pone super ipsum quaedam unguenta, donec sanetur.	But if you are sure there is no warm abscess, then put on the wound, if it is fresh with its own blood, and has not been changed by air, the powder that I will tell you later: and if already the air has changed it, then put on it some ointments until it heals.
Si autem uulnus est magnum, aut est ex incisione ensis, et similium: et non aggregantur labia eius per puluillos, tunc aggrega ipsa cum sutura, secundum quod ego narrabo in uulneribus uentris de sutura eorum.	But if the wound is large, or is from a cut with a sword, and similar cases: and its edges do not come together through swelling, then bring them together with a suture, according to what I will tell you about the sutures of abdominal wounds.
Si autem uulnus iam detectum est ab osse, et pendet, et non est retentio eius, nisi in suspensorio paruo: tunc incide ipsum.	But if the wound has already been detected by bone and is hanging, and there is no retention of it except in a small sling: then cut it.
Deinde cura uulnus cum medicinis, et restaura in eo carnem duram loco cutis, et praecipe infirmo, ut alatur cibis in quibus est grossitudo, sicut sunt capita, et triticum coctum, donec sit ut puls: et eis similia.	Then take care of the wound with medicines and restore hard flesh to its place in the cut skin. And instruct the sick person to eat foods that are heavy, such as bread and cooked wheat, until they have a pulse, and similar things.
Quod si inuenis in cute putrefactionem, et non adhaeret ossi: tunc incide putrefactum totum, et proiice ipsum: deinde cura illud.	And if you find putrefaction in the cut and it does not stick to the bone: then cut out the putrid part entirely and throw it away: then take care of that.
Si autem in his uulneribus est arteria, aut uena ex qua fluit sanguis: et non abscinditur per medicinas, tunc inquire super arteriam.	But if there is an artery or vein in these wounds from which blood flows: and it does not stop with medicines, then search for the artery.
Si ergo inuenis eam non sectam, tunc seca eam cum Spatumili, aut liga eam.	So if you find it not severed, then cut it off with a Scalpelium, or tie it.
Quod si necessitas prouocat quando non confert illud quod diximus, tunc cauteriza eam, donec abscindatur sanguis.	What if necessity forces you when that which we said does not help; then cauterize it until the blood is cut off.
Si autem uulnera ista sunt parua, simplicia, tunc res eorum est facilis, leuis: ita ut puluerizes super ea hunc puluerem: quoniam consolidat ea antequam mutet ea aer.	If however these wounds are small and simple, then the remedy for them is easy and light. So you powder over them this powder, because it consolidates them before it changes the air.
¶ Modus Pulueris incarnatiui.	The Method of the Fleshy Powder.
Recipe olibani partem unam, et sanguinis draconis partes duas, et calcis non extinctae partes tres: teratur totum multum, et cribelletur: et impleatur ex eo uulnus, et constringatur constrictione bona, donec adhaereat super ipsum bene, et coaguletur cum sanguine.	Recipe one part of olibanum, two parts of dragon's blood, and three parts of unextinguished lime. Grind the whole together much, and sift it. Fill the wound with this mixture, and bind it tightly until it adheres well to the surface and coagulates with the blood.
Deinde stringe ipsum desuper cum puluillis, et dimitte ipsum, neque soluas ipsum dum permanet, ita quod non apostemetur.	Then bind it over with wool, and let it be, nor loosen it as long as it remains, so that it may not suppurate.
Nam non eradicatur ab eo medicina, donec sanatur.	For the medicine is not removed from this wound until it is healed.
Et quandoque facit illud calx sola, quando non sunt tibi in praesenti olibanum, et sanguis draconis etiam facit eandem operationem in multis ex uulneribus magnis, quando conuenit ut ponatur super ea et stringantur, et sunt uulnera recentia cum sanguine suo, quae non alterauit aer.	And at times the lime alone does this, when you do not have olibanum available, and dragon's blood also performs the same operation in many large wounds, when it is convenient to put it on them and bind them up, and they are recent wounds with their own blood, which has not been altered by air.
Quod si iam alterauit ea aer quadam alteratione, praecipue quando est in tempore aestatis, tunc non est in positione huius pulueris intentio: cura ergo ipsum cum eo quod diximus, ita ut ponas super ea quaedam unguenta digestiua: aut ponas super ea pultes ex farina hordei, factas cum aqua et melle, donec emittant pus.	But if the air has already altered them in some way, especially during the time of summer, then it is not advisable to use this powder: therefore take care of it with what we have said, by putting on it certain digestive ointments. Or put on it cakes made from barley flour, mixed with water and honey, until they discharge pus.
Deinde cura ea reliqua curatione, donec sanentur.	Then take care of the remaining cure, until they heal.
Si uero accidat cum uulnere fractura in osse, et est parua, tunc extrahe illud cum Gesti: et ego iam dicam curationem fracturarum capitis in eo quod futurum est.	If a fracture occurs with the wound in bone and it is small, then remove that with Gestes. And I will already say the cure for head fractures in what is to come.
¶ De uulneribus Colli.	The Wounds of the Neck.
Caput LXXXV.	Chapter 85.
SI Autem uulnus accidat in Collo, tunc non est inter ipsum differentia in medicatione, et inter uulnus capitis quando est simplex.	If a wound occurs in the neck, then there is no difference between it and the wound of the head in terms of treatment, when it is simple.
Si autem iam incisus est neruus Colli, aut arteria: tunc si est neruus, non est in eo ingenium, nisi ut deuitetur curatio eius cum eo quod facit stipticitatem uehementem, sicut ziniar, et zegi, et eis similia.	If the nerve of the neck has already been cut, or an artery: then if it is a nerve, there is no skill in treating it unless treatment is done with great tourniquet, such as with ziniar, and zegi, and similar things.
Quoniam nocent neruis, et contrahunt eos.	Because they harm the nerves, and draw them together.
Et non ponas super uulnus aliquid frigidum omnino: quoniam substantia neruorum est frigida, et continuatio eius est cum cerebro, quod est sublimius membrorum: et sit illud quo curatur ex medicinis lene, sicut calx lota cum aqua dulci aliquotiens infusa cum oleo, aut cum oleo rosato, et tuthia, quando abluitur etiam cum aqua dulci: et reliqui lapides minerales, secundum hunc modum, et unguenta humida.	And you should not put anything completely cold on the wound: because the substance of nerves is cold, and its continuity is with the brain, which is a more elevated part of the members: and let what is used to treat it be gentle medicines, such as lime washed with sweet water infused several times with oil or with rose oil, and tuthia, when it is also washed with sweet water: and the remaining mineral stones, in this way, and wet ointments.
Si autem uulnus est magnum, tunc administra suturam: aut coarta labia eius cum puluillis.	If the wound is large, then apply a suture; or close its edges with sawdust.
Deinde cura ipsum, donec sanetur.	Then care for it until it heals.
Si uero uulneri est profunditas, aut accidit in eo sinus in inferiori parte eius, in quo iam aggregatur pus, tunc perfora ipsum in magis depresso loco in eo.	If the wound has depth or occurs on the lower part of it where pus is already accumulating, then puncture it in a more depressed location.
Quod si iam incisa est in uulnere arteria, et consecutus est sanguinem eius fluxus: tunc separa, uel seca eam, et liga ipsam: aut cauteriza eam, si prouocat necessitas ad illud.	If the artery has already been cut in the wound and its flow of blood has resulted: then separate it, or cut it off, and bind it; or cauterize it if necessity demands that.
Si autem iam incidit spondiles gutturis, aut totum, et saluatae sunt alhaudegi: tunc aggrega labia cutis cum sutura super cannam gutturis, et non tangas guttur, imo aequa ipsum, et reduc ipsum super figuram naturalem.	If the vertebrae of the throat have already been cut, or the whole thing, and the ligaments are saved: then bring together the edges of the skin with a suture over the cane of the throat, and do not touch the throat, rather make it even, and restore it to its natural shape.
Deinde stringe ipsum strictura decenti, et dimitte ipsum diebus aliquot.	Then tie it tightly with a decent bandage, and leave it for several days.
Deinde cura ipsum cum unguentis in quibus est stipticitas et exiccatio, donec sanetur.	Then care for it with ointments that have tourniquet-like properties and drying effects, until it heals.
Si autem uulnus iam fecit impressionem in osse, tunc perquire ipsum: tunc si in ipso sunt fragmenta ossis, extrahe ea omnia, aut quae potes ex eis: et quod non praeparatur, dimitte illud, donec putrescat uulnus, et separetur et alleuietur egressio eius.	If the wound has already made an impression on the bone, then explore it; then if there are fragments of bone in it, remove all of them, or as much as you can: and what is not prepared, leave it until the wound putrefies and its discharge separates and subsides.
Quod si uulnus fuerit recens, tunc pulueriza super ipsum puluerem quem narraui.	If the wound is recent, then apply powdered [substance] on top of it, which I mentioned earlier.
Si autem uidetur in uulnere os, et fit Fistula: tunc cura ipsam cum eo cuius rememoratio uenit in capitulo suo.	But if a bone appears in the wound and a fistula forms: then treat it with the remedy mentioned in its own chapter.
¶ De uulnere in Spatulis.	On Wounds of the Knives.
Caput LXXXVI.	Chapter 86.
SI Est percussio lanceae, aut cultelli: et uides eius profunditatem, tunc considera.	If there is a puncture from a lance or knife: and you see its depth, then examine it.
Si ergo ex uulnere egreditur uentositas, quando anhelat ex eo infirmus, tunc scias, quia uulnus est mortale.	So if pus is discharged from the wound, and a sick person breathes out through it, then you will know that the wound is mortal.
Quod si non fuerit ei profunditas, et est recens cum sanguine suo: tunc non ponas in eo a prima hora puluerem, neque stringas ipsum, ut non retineatur sanguis in profunditate eius, et reuertatur ad cor, et interficiat infirmum: sed pone in ipso unguentum attractiuum, et solue ipsum in die bis.	That if it is not deep and the wound is recent with its own blood: then do not put powdered [substance] on it from the first hour, nor bind it, lest the blood retained in its depth returns to the heart and kills the sick person: but place an attractive ointment on it and wash it twice a day.
Si uero unguentum non est tibi praesens, tunc pone in orificio uulneris cotum uetustum, ut sugat illud quod egreditur de eo ex humiditatibus: et fac ut dormiat infirmus super uulnus, ut currat quod aggregatur in eo.	But if you do not have the ointment present, then place an old cotton swab in the wound's orifice, so that it sucks up what emerges from it due to moisture: and make the sick person sleep on top of the wound, so that what accumulates there can flow.
Si uero iam praeterierint uulneri tres dies, aut plures, et non accidit infirmo spasmus, neque tremor cordis malus, neque strictura in anhelitu, et uides reliquas dispositiones eius bonas: tunc scias, quia uulnus est saluum.	But if already three days or more have passed since the wound and the sick person has not experienced spasms, nor a bad heart tremor, nor constriction in breathing, and you see his other conditions good: then you will know that the wound is sound.
Cura ergo ipsum et cum liciniis, et reliqua curatione, donec sanetur.	So therefore care for it with lint and other healing remedies until he is healed.
Si uero excusatur sanatio eius, et iam aperitur semper, tunc scias, quia iam factum est Fistula.	But if his healing is hindered and an opening always appears, then you will know that a fistula has formed.
Cura ergo ipsam ex capitulo suo.	So therefore care for it according to its own chapter.
Et si uulnus est ex incisione ensis, aut cultelli, et est simplex in superficie pectoris, aut dorsi: tunc cura ipsum cum eo quod praecessit ex sutura, si est magnum: aut cum puluere, si est paruum.	And if the wound is from a cut made by a sword or knife and is simple on the surface of the chest or back: then care for it with suturing if it is large, or with powder if it is small.
Si autem iam fecit impressionem in osse, et incidit ex eo frusta: tunc inquire uulnus, et propera ad extrahendum illa frusta, si sunt separata.	If however he has already made an impression on bone and cut off fragments from it; then investigate the wound and hasten to remove those fragments if they are separated.
Si uero non sunt separata, tunc dimitte ea, donec putrefiat uulnus, alleuiatur enim extractio eorum.	But if they are not separated, then leave them alone until the wound becomes putrid, for the removal of them is eased by their decay.
Reliquorum autem uulnerum accidentium in reliquis membris iudicium in curatione, est iudicium eius quod diximus.	However, as for other accidents of wounds on other limbs, the judgment for healing is that which we mentioned.
¶ De uulneribus Ventris, et exitu intestini, et exitura eorum.	¶ On Wounds of the Belly and Exit of Intestines, and their Issues.
Caput LXXXVII.	Book 87.
Disruptio quae accidit uentri, est magna, et media, et parua.	The disruption that occurs in the belly is great, moderate, and small.
Ex magna igitur quandoque egreditur intestinum, aut numerus intestinorum.	Therefore, a large disruption sometimes produces an intestine or several intestines.
Quare fit intromissio eorum, et eorum sutura uehementior et difficilior.	Wherefore their insertion and stitching are more violent and difficult.
Et disruptio parua etiam fit difficilis ex modo alio.	And a small disruption also becomes difficult in another way.
Sequitur ergo, ut sit reductio eorum difficilior, si non properas in intromissione sua ad locum suum statim: quoniam inflatur, aperitur, et ingrossatur: quare fit difficilis introitus eius.	Therefore, it is necessary to reduce them with difficulty if you do not hasten their insertion into its place immediately: since it becomes swollen, opens up, and grows larger: therefore, its entry becomes difficult.
Propter hoc ergo fit melior disruptionum disruptio media: quoniam cum ea non fit difficilis reductio intestini, sicut fit dissicilis in his duabus speciebus.	Therefore, a moderate disruption is better on account of this: because with it the reduction of the intestine is not difficult, as it is in these two species.
Scias, quod sutura uenris est secundum quatuor modos.	Know that the stitching of the belly is according to four modes.
Duae suturae communes conueniunt in sutura uentris, et in sutura reliquorum uulnerum corporis: et duae suturae aliae proprie communicant reliquis uulneribus.	Two kinds of stitching are common to the stitching of the belly and the stitching of other wounds of the body; and two other kinds of stitching properly communicate with other wounds.
Verumtamen sunt magis propriae cum sutura uentris: et ego narro tibi unamquamque cum expositione, et declaratione.	However, they are more proper to the stitching of the belly; and I will tell you each one with explanation and declaration.
Dico ergo, quia quando uulnus est paruum, et egreditur ex eo aliquid ex intestino, et fit difficile reducere ipsum: tunc illud est propter unum duorum modorum.	I say therefore, because when the wound is small and something emerges from the intestine, and it becomes difficult to reduce it; then it is due to one of two modes.
Aut propter paruitatem disruptionis, sicut diximus: Aut quoniam in intestino est inflatio propter frigus aeris.	Either because of the smallness of the disruption, as we said; or because there is an inflation within the intestine due to the cold air.
Quando ergo illud est ita, tunc oportet ut calefacias ipsum, ita ut submergas spongiam, aut pannum humidum in aqua tepida sola.	When therefore that is so, then it is necessary to warm it, so that you may soak a sponge or a damp cloth in lukewarm water only.
Aut decoquas in aqua squinantum, et cyperum, et spicam, et embroces cum ea intestinum, donec resoluatur inflatio.	Or you may boil in hot water, and then mix with it the juice of squinanthus, and of cypress, and of rue, and use this mixture to fill the intestine until the swelling subsides.
Quandoque facit illud uinum in quo est stipticitas: et est melius quam aqua sola in resolutione inflationis.	Sometimes it does good with that wine which has a purging quality: and this is better than water alone for resolving the swelling.
Cum ergo uides inflationem iam resolui, tunc humecta intestinum cum aqua in qua decocta est altea, aut malua.	When therefore you see the swelling now resolved, then moisten the intestine with water in which althea or mulberry has been boiled.
Nam per illud alleuiatur introitus eius cum re parua.	For through this it is alleviated the entrance of that thing with a small discharge.
Si autem excusatur reditus eius post hanc curationem, tunc finde in disruptione parum, cum instrumento quo secantur hemorrhoides.	But if however the return of that thing is impeded after this cure, then search for a slight fissure, with the instrument by which hemorrhoids are cut.
Et curatio prima est melior quando praeparatur, quam sectio: et non fit coactio ad secandum post necessitatem et defectum instrumenti.	And the first cure is better when it is prepared than when one cuts; and there is no need to force oneself to cut after necessity and deficiency of instruments.
Sit pars eius una quae est torta, acuta, et pars eius altera non acuta, et extremitas subtilis non sit cum subtilitate Spatumilis, imo sit obtusior parumper: et est illa quae similatur caiada, sicut uides.	Let the part of it be one that is twisted, sharp, and the other part not sharp, and let the extremity be slightly blunt, rather than very fine: and it is like a caecum, as you see.
Cum ergo amplificatur uulnus, et ingreditur intestinum, tunc oportet, ut sit reductio eius secundum formam suam naturalem in loco suo sibi proprio, si possibile est super illud: quoniam est melius.	When therefore the wound is enlarged and enters the intestine, then it is necessary that its reduction be made according to its natural shape in its proper place, if possible above it: for this is better.
Quando uero disruptio est ampla in inferiori parte uentris: tunc oportet ut facias iacere infirmum super dorsum suum, et pone crura sua altiora capite suo.	When however the disruption is wide at the lower part of the belly: then it is necessary that you make the patient lie on their back, and place their legs higher than their head.
Et si est in superiore parte uentris, tunc pone caput eius, et pectus ipsius altiora quam eius inferiora.	And if it is at the upper part of the belly, then place his head and chest higher than his lower parts.
Et similiter si est disruptio in una duarum partium uentris, tunc pone intentionem tuam, et tuam considerationem semper in hoc, ut pars in qua est uulnus sit altior parte altera.	And similarly if there is a disruption in one of the two parts of the belly, then place your intention and attention always on this, that the part where the wound is may be higher than the other part.
Et ita oportet, ut admimistres illud in uulneribus magnis, et in uulneribus mediis.	And thus it is fitting that you anoint it on great wounds and on medium-sized wounds.
In uulneribus autem paruis, pone illud secundum quod praeparatur tibi.	But in small wounds, apply it according to how it is prepared for you.
Deinde fac ut sit praesens inter manus tuas minister pius, qui teneat disruptionem totam manu sua: et aggrega labia eius.	Then have a devout and pious servant present, who holds the entire wound with his hand and brings together its edges.
Deinde detege ex ea ei qui sequitur suturam aliquid post aliquid: et iste est modus suturae communis unius.	Then remove from it a little bit to the one who is about to sew, and this is the common method of sewing one thing after another.
Et est, ut accipias acum, aut numerum acuum secundum quantitatem amplitudinis uulneris.	And it is, that you take an awl or a number of awls according to the size and breadth of the wound.
Deinde dimitte ab extremitate disruptionis quantitatem digiti anularis, id est, medici: et fige acum unam praeter quod intromittas in eam filum in duabus extremitatibuis cutis, cum duabus extremitatibus sifac quod est sub cute ab interioribus, donec facias eam penetrare ab alia parte, et tu iam aggregasti duas extremitates cutis, et duas extremitates sifac: et fiunt quatuor ordines.	Then release from the edge of the disruption a quantity equal to the width of an annular finger, that is, of a doctor: and place one awl outside what you insert into it a thread on both sides of the skin, with two strips of sifac on either side, as far down as the skin's natural layer from within, until it penetrates from the other part; and you have already brought together the two edges of the skin, and the two edges of sifac: and four orders are formed.
Deinde stringe cum filo duplo in circumitu acus aliquotiens a duabus partibus simul, quousque sint aggregata duo labia uulneris aggregatione decenti.	Then tie with a doubled thread around the awl several times from both sides at once, until the two edges of the wound are brought together in a decent union.
Deinde dimitte grossitudinem digiti etiam, et fige in eis acum aliam: postea reta eam cum filo, sicut fecisti cum acu prima.	Then release the thickness of the finger and place another awl in it; afterwards tie it with a thread, just as you did with the first awl.
Non ergo cesses facere illud cum eo quo indiges ex acubus, donec compleas constrictionem uulneris totius.	Therefore do not cease to do that with each one as you need it from the awls, until you complete the entire closure of the wound.
Et sint acus mediae inter grossitudinem et subtilitatem: quoniam acus subtiles ualde uelociter incidunt carnem: et grossae sunt difficilis introitus in cutem: propter illud oportet ut sint mediae in subtilitate, et grossitudine.	And let the awls be of medium thickness between coarseness and subtlety, because very fine awls quickly pierce flesh, and coarse ones are difficult to introduce into the skin: for that reason it is necessary that they be of medium thickness in subtlety and coarseness.
Et non oportet, ut figatur acus in duabus extremitatibus cutis propinquae multum: ut non incidatur caro uelociter, et aperiatur uulnus ante consolidationem sui, et non elongentur etiam cum sutura, ut non prohibeatur uulnus a consolidatione.	And it is not necessary to place the awl in the two edges of the skin that are very close together: lest the flesh be quickly pierced and the wound opened before its own closure, and also stretched during the sewing, so that the wound may be hindered from consolidating.
Deinde incide extremitatem acuum, ut non laedant infirmum apud somnum suum: et pone eis puluillos ex pannis ab omni parte, qui teneant extremitates acuum: et dimitte eos, donec scias quod uulnus iam consolidatum est.	Then cut off the ends of the wounds, so that they may not hurt the sleeping patient; and put small pieces of linen around them from all sides, which hold the ends of the wounds: and leave them until you know that the wound is already consolidated.
Et haec quidem species suturae cum acubus taliter est conuenientior in uulneribus paruis.	And this kind of stitching with needles is more suitable for small wounds.
Quoniam sufficit in sutura eorum acus una, aut duae, aut circiter eas.	Because one, or two, or about that many needles suffice for their stitching.
Sutura autem secunda communis est, ut aggreges cum sutura extremitates quatuor: extremitates, duas cutis, et extremitates duas sifac in uice una, cum acu in qua sit filum inuolutum aequale in subtilitate, et grossitudine.	But the second stitching is common, to gather together with one stitch four edges: two skin edges and two sinew edges on one side, with a needle having a thread wrapped around it of equal fineness and thickness.
Deinde quando penetraueris cum acu has extremitates quatuor, reduc acum a parte a qua incaepisti eadem, ut cadat filum retatum a superiori parte uulneris: ut sit sutura, sicut sutura panni quo stringuntur panni, et pone inter omnem suturam quantitatem grossitudinis digiti minoris.	Then when you have penetrated with the needle these four edges, draw the needle back from the part where you began, so that the thread falls down from the upper part of the wound: in order to be a stitch, just as stitches are in cloth which are sewn together, and put between every stitch the thickness of a small finger.
Hanc autem suturam sciunt homines.	But this stitching is known to people.
Et cum hac sutura ego sui uulnus quod acciderat uiro in uentre suo, qui fuerat uulneratus cum cultello, et erat disruptio uulneris maior palmo uno: et exierat ex intestinis circiter duos palmos ex intestino medio, et erat disruptio in medio uentris.	And with this stitching I stitched up the wound that had occurred to a man in his own belly, who had been wounded with a knife, and there was a greater disruption of the wound than one palm: and something had come out from the intestines about two palms from the middle of the intestine, and there was a disruption in the midst of the belly.
Reduxi ergo illud postquam stetit intestinum eius extra uulnus xxiiii horis.	So I reduced it after his intestine had stood outside the wound for 24 hours.
Consolidatum est ergo uulnus in spacio quod fuit circiter XV dies: et curaui ipsum, et sanatus est: et uixit post illud annis multis, conuersatus in suis dispositionibus.	The wound was therefore consolidated after a period of about 15 days: and I cared for it, and he recovered: and he lived after that for many years, living according to his habits.
Et medici iudicauerant, quod non sanaretur.	And the doctors had judged that he would not recover.
Et ex miraculo fuit, quod non curaui illud cum unguento.	And it was a miracle, since I did not treat it with an ointment.
Quoniam fui in loco in quo non inueniebatur unguentum, neque aliquid ex medicinis.	Because I was in a place where no ointment could be found, nor anything from medicines.
Posui ergo super uulnus cotum uetustum bis in die, et assiduaui ablutionem eius cum aqua mellis, donec sanatum est.	I therefore placed an old linen cloth over the wound twice a day, and attended to its constant washing with honeyed water until it was healed.
Duas autem species suturae proprias dicam secundum narrationem sermonis.	However, I will describe two proper types of suturing according to the narrative of the conversation.
Et est, ut incipias cum sutura acuta: et intromittas acum ab exteriori ad interiorem partem.	And it is that you should begin with sharp suturing: and insert the point from the outside towards the inner part.
