Praefatio.	Here is the translation:
Si uero est penetrans usque ad iuncturam coxae, aut ad os coxae: tunc signum eius est, quod perueniat tenta usque illuc, si non est in ea tortuositas usque ad os: et inuentio doloris in circumitu partis, et quod egreditur pus ex ea semper: et quod non ualeat in ea medicatio, neque consolidatur cum unguento.	If however it is penetrating to the joint of the hip or to the socket of the hip: then its sign is that the probe reaches there if there is no twisting up to the socket: and finding pain around the part, and pus always coming out from it: and that medicine does not work in it, nor is it consolidated with ointment.
Et in istis Fistulis omnibus penetrantibus non est curatio omnino: et curatio earum est labor et uanitas ei, ex stultis medicis, super quem formatur.	And for these fistulas that penetrate everywhere, there is no cure at all. And the cure of them is toil and futility for foolish physicians, who are formed against him.
In illa autem quae non est penetrans, et non antiqua, speratur sanatio cum serro: secundum quod ego narro tibi, et ego iam probaui: et est, ut iaceat infirmus inter manus tuas super dorsum suum: et eleua crura eius usque supra coxas ipsius, et coxae eius sint inclinatae ad uentrem ipsius.	But for those that are not penetrating and not old, there is hope of a cure with a probe: according to what I tell you, and I have already tried it; and thus the sick man lies between your hands on his back: and lift up his legs as far above his hip-bones, and let his hip-bones be inclined towards his belly.
Deinde intromittetentam plumbi, aut aeris, si est in Fistula tortuositas, donec scias ubi peruenit tenta.	Then insert a lead or air probe into the fistula, if there is curvature in it, until you know where it reaches.
Si autem sentit eam infirmus circa anum, tunc oportet ut intromittas digitum tuum indicem in anum.	But if the sick man feels it around his anus, then it is necessary for you to insert your index finger into the anus.
Si ergo sentis in digito tuo tentam iam penetrasse per seipsam detectam, praeter quod sentias inter digitum tuum, et inter ipsum sifac, aut carnem: tunc ergo scias certe, quia est penetrans: non ergo labores in ea, quoniam non est eius sanatio, sicut diximus.	Therefore, if you feel with your finger that the probe has already penetrated by itself and detected, besides what you feel between your finger and the skin or flesh: then you are certain to know that it is penetrating. Therefore, do not trouble yourself about it, since there is no cure for it, as we said.
Dixerunt tamen, quia sanatur in quibusdam hominibus caro, et ex medicatione qua ei speratur iuuamentum, est, ut ignias cauterium subtile secundum amplitudinem Fistulae, sicut praecessit, et intromittas ipsum ignitum in Fistulam, donec perueniat circa anum.	However, it is said that the flesh is healed in some people through medication and the benefit that is hoped for from it. The method is to apply a fine cautery iron according to the width of the fistula, as previously mentioned, and insert the burning iron into the fistula until it reaches around the anus.
Deinde itera illud bis, aut ter, donec scias, quia iam adustae sunt omnes illae carnes additae filtratae, quae sunt similes cannulae pennae auis.	Then repeat that twice or three times until you know that all those charred and filtered flesh pieces, which are similar to a bird's feather canal, have been completely consumed.
Deinde cura illud cum liciniis inuolutis in butyro, donec egrediantur illae carnes, quae adustae sunt: deinde cura illud cum unguentis generantibus carnem et consolidantibus.	Then treat that with linen bandages wrapped in butter until those charred flesh pieces emerge: then treat it with ointments that produce flesh and consolidate.
Si ergo sanatur, bonum est.	If it is healed, it is good.
Et si non, tunc non sanatur cum alia curatione unquam.	And if not, then it will never be cured with any other treatment.
Et si egreditur tenta, et non peruenerit usque ad digitum tuum, qui est in ano, et est inter ipsum et tentam uelamen spissum ex carne, aut sifac: et uides Fistulam in eo quod sequitur superficiem cutis, tunc seca cutem ab initio Fistulae, et tu uadis secando cum tenta quod est in fistula, donec perueniat secatio ubi peruenit tentae extremitas, et liberatur tenta et cadit.	And if it protrudes out and does not reach up to your finger that is in the anus, and there is a thick skin or membrane of flesh between it and the protrusion or fistula: and you see a fistula on the surface of the skin, then cut the skin at the beginning of the fistula, and you go cutting with the tenta that is in the fistula, until the incision reaches where the end of the tenta ends, and the tenta is released and falls.
Deinde mundifica illas carnes filtratas, quae assimilantur cannulae pennae auis, ut non remaneat ex eis aliquid.	Then cleanse those filtered flesh parts, which are similar to a bird's feather, so that nothing remains of them.
Si autem uincit te sanguis, et soluit inter te et inter operationem tuam ut seces illas carnes: tunc melius quod fit, et uelocioris iuuamenti, cauterizare eam cum igne, aut cum medicina acuta.	But if blood overcomes you and prevents you from operating between yourself and the operation, so that you must cut those flesh parts: then it is better to do so and provide more rapid relief by cauterizing it with fire or with sharp medicine.
Quoniam cauterium cum igne aggregat habitudines bonas, adustionem illarum carnium additarum, et abscisionem sanguinis, et exiccationem humiditatum.	For the cauterizing with fire brings together good habits, adds dryness to those added flesh parts, and absorbs blood and dries up moisture.
Deinde cura illud cum liciniis inuolutis in butyro, aut caulibus tritis, donec locus emittat pus, et egrediantur illae carnes adustae in pus.	Then care for that with linen cloths wrapped in butter or crushed cauls, until the place discharges pus, and those dry flesh parts emerge into pus.
Deinde cura tunc uulnus cum unguentis consolidatiuis, generantibus carnem duram: et sunt medicinae in quibus sunt stipticitas et exiccatio.	Then care for the wound with consolidating ointments that produce hard flesh, and there are medicines that have astringency and drying properties.
Nam quando restaurantur, tunc iam sanatur: et non times iterationem.	For when it is restored, then it is already healed; and you should not fear recurrence.
Si autem Fistula iam peruenit usque ad profundum ani, et elongatur a superfluitate corporis: tunc intromitte digitum tuum in anum, et inquire cum eo.	But if the fistula has already reached to the depth of the anus and is distant from the surplus of the body: then insert your finger into the anus and investigate with it.
Si ergo sentis tentam, et inter te, et inter eam est uelamen ex sifac, aut carne, et est propinqua penetrationi: tunc non est operatio in illo, nisi secundum uiam fiduciae et spei.	So if you feel the tenta and between you and it is a membrane of flesh or skin, and it is near to penetration: then there is no operation in that case, unless according to the way of faith and hope.
Quod est, quia administratur in eo unus trium modorum: aut ut cauterizes ipsam, sicut diximus: aut seces eam, donec consequaris concauitatem eius, ut sit possibile tibi intromittere licinia, et curationem ex proximo.	Which is because it is administered in one of three ways: either you cauterize it as we said: or cut it until you reach its concavity, so that it becomes possible for you to insert a linen and effect a cure from nearby.
Et non procedas multum cum sectione, ut non incidas lacertum continentem anum, et accidat super infirmum exitus egestionis absque uoluntate.	And do not proceed too much with cutting, so that you do not cut the arm containing a vein, and a bad outcome of evacuation occurs without will.
Deinde cura illud cum eo quod diximus.	Then take care of it as we have said.
Fortasse enim sanabitur: aut elonges ipsum uelamen, et mundes ipsum postquam secas ipsum usque prope anum, sicut diximus, aut cum tenta, aut cum instrumento alio acutae extremitatis.	Perhaps it will be healed; or stretch the skin over it and cleanse it after you have cut it up to the vein, as we said, or with a tent, or with another sharp instrument.
Deinde mundifica illas carnes filtratas quae sunt in sectione, usque ubi potes cum perscrutatione.	Then cleanse those filtered flesh parts that are in the cutting, as far as you can with probing.
Deinde conare restaurationem uulneris totius cum sectione, et orificio superiore ubi consolidatur: et remanet Fistula aperta in interiore parte anus, et erit leuius super infirmum.	Then attempt to restore the wound of the entire section and the upper opening where it is consolidated: and a fistula will remain open on the inside part of the anus, and it will be easier for the weak one.
Et quandoque suitur Fistula secundum hunc modum: et est, quando intromittis tentam in Fistulam: et est in latere ani circa superficiem corporis cum cute et margine ani: tunc accipe tentam perforatae extremitatis, quae est sicut acus aleskef, id est, praeparantium coria, secundum hanc formam.	And sometimes the fistula is suitable according to this method: and it is when you insert a tent into the fistula: and it is on the side of the anus, around the surface of the body with skin and the margin of the anus: then take the perforated extremity of the tent, which is like an awl, that is, preparing skins, according to this form.
Et intromitte in eam filum inuolutum ex quinque filis, et circiter ea.	And insert a thread wrapped with five threads into it, and around it.
Deinde intromitte tentam cum filo in Fistulam, donec consequatur concauitatem eius.	Then insert the tent with the thread into the fistula, until it reaches its concavity.
Si ergo est penetrans in margine ani interius prope, tunc extrahe filum ex illo foramine: ita ut intromittas digitum tuum in anum, et extrahas extremitatem fili, et aggreges duas extremitates simul: et stringe utramque, et dimitte illud die uno, aut duobus diebus: et quanto plus incidit filum in carne, stringe ipsum bene, donec incidantur illae carnes quae sunt inter duas extremitates fili, et cadant: deinde cura uulnus, donec consolidetur, et sanetur.	If then it is piercing the margin of the anus on the inside near, then pull out the thread from that opening: so that you insert your finger into the anus, and pull out the end of the thread, and gather both ends together: and tie each one, and leave it for one or two days: and as much as the thread goes into the flesh, tie it well, until those skins which are between the two ends of the thread come to be cut and fall: then take care of the wound, until it is consolidated and healed.
Si autem orificium Fistulae non est penetrans: tunc fac ipsum penetrare quocunque modo praeparatur tibi, nisi sit in profundo multum.	If however the opening of the fistula is not piercing: then make it pierce somehow as you have prepared for yourself, except if it is very deep.
Non enim inest tibi, ut facias illud propter lacertum, ut non incidas ipsum.	You don't have it so that you would do that on account of the elbow, so as not to cut it.
Deinde fac cum ea sicut diximus, donec sanetur.	Then do with her as we said, until she heals.
Forma Spatumilis spinosi quo finditur Fistula, cuius curuitas est acuta ualde, et pars altera est non acuta, ut non incidat illud quod non est necesse, sicut uides.	The shape of the Spatholimus spine is as follows: it has a very acute curvature and one side is not acute, so that you do not cut what is not necessary, as you see.
¶ De sutura Hemorroidarum, ex quibus currit sanguis ex incisione earum: et cura fissurarum.	On the suture of hemorrhoids, from which blood flows after an incision has been made in them, and on the cure of fissures.
Caput LXXXI.	Chapter 81.
Sunt Hemorroides secundum duos modos.	There are hemorrhoids in two ways.
Aut enim sunt intra anum, similes uesicis carbonum, uel prunarum: aut quasi ipsae sint grana uuae.	Either they are within the anus, resembling charcoal vesicles, or rather they are like clusters of grapes.
Et ex eis sunt paruae, et magnae: et sanguis currit ex eis semper, et est una, et sunt multae.	And there are small ones and large ones; and blood flows from them always, and it is one, and there are many.
Et sunt extra anum, et in extremitatibus eius.	And they are outside the anus, and at its extremities.
Verumtamen istae quae sunt extra anum, sunt secundum plurimum paucae humiditatis, ex quibus currit aqua citrina, aut parum sanguinis cursu assiduo: et sunt secundum colorem corporis.	However, those that are outside the anus are for the most part few in moisture, from which yellowish water or a little blood flows with constant flow, and they are according to the color of the body.
Et curatio eius quae est intra anum, est, ut praecipias infirmo ut assellet: et exprimatur, donec egrediatur anus, et appareant athelil tibi.	And the cure for that which is within the anus is, to cause a patient to sit and strain, until it comes out through the anus, and appear to you as an atonement.
Propterea ergo et suspende cum uncinis: aut tene eos cum ungue tuo.	Therefore and suspend them with a hook; or hold them with your finger.
Deinde incide eos apud radices suas.	Then cut them at their roots.
Si autem non retinentur in eis uncini, propter humiditatem eorum et ipsorum mollificationem: tunc cape eos cum panno aspero, aut cum coto ex diploide lanea, et extrahe eos cum digitis tuis.	But if they are not retained by hooks, because of the moisture in them and their softness: then take them with a rough cloth or with a strip of coarse linen, and extract them with your fingers.
Deinde incide eos, et pulueriza super eos post incisionem quosdam pulueres calidos, ut stent eis loco cauterii.	Then cut them and powderize some hot powders over them after the incision, so that they may fill their place as a cauterizing agent.
Aut cauteriza eos secundum quod praecessit in capitulo cauterizandi.	Or cauterize them according to what preceded in the chapter on cauterization.
Deinde cura eos cum reliqua curatione, donec sanentur.	Then treat them with the rest of the treatment until they are healed.
Quod si non obedit anus egressioni, tunc clisteriza infirmum clisteri in quo sit mordicatio parua, ut lauetur cum eo quod est in ano, et obediat egressioni uelociter, quando exprimit se infirmus.	If the patient does not obey the stool's exit, then use an enema on the sick person with a small amount of medication, so that they may be cleaned out with what is in their anus, and quickly obey the stool when the patient expresses themselves.
Si autem athelil sunt extrinseci ab ano, tunc res eorum est leuis, facilis: et est ut capias eos cum ungue tuo, aut capias eos cum uncino, et incidas eos.	But if they are external from the anus, then their condition is light, easy; and it is as if you would take them with your finger, or take them with a pincer, and cut them off.
Deinde cura eos cum eo quod diximus, donec sanentur.	Then treat them in the manner we have said until they are healed.
Et qui abhorret incisionem cum ferro, tunc oportet ut administres suturam eorum secundum hunc modum.	And whoever shuns cutting with iron, then it is necessary that you apply a stitch to them according to this method.
Accipe filum inuolutum, et intromitte ipsum in acum.	Take the wrapped thread and insert it into the needle.
Deinde extrahe athelil ad superiora, et fac ipsum penetrare cum acu in radice eius ex parte altera: et inuolue duas extremitates fili, in inferiori parte acus, et sint latitudinaliter: et stringe athelil strictura forti.	Then pull the thread out to the top and make it penetrate with the needle into the root of it on one side: and wrap two ends of the thread around the lower part of the needle, and be lateral; and tie the athelil tightly strong.
Deinde noda filum, et extrahe acum.	Then knot the thread and pull out the needle.
Fac illud cum omnibus athelil, et dimitte ex eis unum: nec suas ipsum, ut currat ex eo superfluitas sanguinis.	Do that with all the athelil, and leave one; do not bind it so that excess blood does not flow from it.
Deinde pone super anum pannum infusum in oleo rosato, aut caeroto, et pone ipsum super anum: et praecipe infirmo, ut quiescat.	Then place a cloth soaked in rose oil or safflower oil over the anus, and place it on top of the anus; and instruct the patient to rest.
Deinde dimitte ipsum, donec cadat.	Then let it be, until it falls off.
Cum ergo cadunt athelil, cura eos cum unguentis, et reliqua curatione, donec sanentur.	When therefore the athelil fall off, treat them with ointments and the rest of the treatment until they are healed.
¶ De cura Fissurarum.	Of the Treatment of Fissures.
Multotiens enim accidunt ex exiccatione stercoris, et constrictione naturae.	For many times fissures occur due to constipation and natural constriction.
Cum ergo antiquantur, et non ualet in eis medicina: tunc oportet ut radas cum puncta Spatumilis, aut cum ungue tuo, donec fiant humidae, et auferatur ab eis cortex superior qui prohibet eas a consolidatione.	When therefore they become old and medicine is not effective in them: then it is necessary that you scrape with a spoon or your finger until they become moist, and remove the upper crust that prevents them from consolidating.
Deinde cura eas, donec consolidentur secundum quod oportet.	Then take care of these until they are consoled according to what is necessary.
Si autem non consolidantur: tunc itera eas cum rasione uehementiori quam prima, donec sanguinentur multum, et excorientur deinde cura eas, donec sanentur.	But if they do not consolidate: then repeat them with a more vigorous reason than the first, until they bleed much, and then take care of them, until they heal.
¶ De curatione Almirmar inuersorum, et non inuersorum: et Athelil siccorum, et Formicae.	Of the cure of Almirmas of turned men, and not turned men: and Aethelils sores, and Formicas.
Caput LXXXII.	Chapter 82.
Scias quod Almirmar non est nisi nodus rotundus secundum colorem corporis, similis capiti claui: et fit in toto corpore, praecipue in inferioribus partibus pedum, et digitis: et accidit ex eis dolor apud ambulationem.	Know that Almirmar is nothing but a rounded knot according to the color of the body, like the head of a key: and it occurs throughout the whole body, especially in the lower parts of the feet and toes: and it happens from them pain at walking.
Oportet ergo ut secetur quod est in circumitu claui, et teneatur cum forficibus, aut cum uncino, et eradicetur ex radice sua.	Therefore, what is around the head of the key should be cut, and held with forceps or a hook, and pulled out from its root.
Deinde cura illud: et si uis cauteriza illud secundum quod praecessit in capitulo suo.	Then take care of that thing; and if you wish, cauterize it as was done previously in its own chapter.
Ex athelil autem siccis unus est eminentia parua, aspera, filtrata, rotunda supra superficiem corporis.	From Aethelils sores, one is a small, rough, filtered, rounded prominence above the surface of the body.
Et multotiens accidunt in manibus puerorum.	And it often occurs in the hands of boys.
Et curatio eius est, ut extendas athelil, et incidas ipsum: aut stringas ipsum cum filo de serico: aut cum pilo, donec cadat.	And its cure is to stretch out the Aethelil, and cut it: or tie it with a silk thread: or with a hair, until it falls.
Et si uis, cauteriza ipsum secundum quod praemissum est cum igne, aut cum medicina acuta: et iam eradicantur athelil inuersi, et non inuersi cum instrumento quod ego dicam.	And if you wish, cauterize it as was previously mentioned with fire or with sharp medicine: and now the Aethelils, both those that are turned and not turned, will be eradicated with the instrument that I shall say.
Formica autem est etiam eminentia parua filtrata, grossa, super superficiem corporis, uadens in profundum ualde: et quando inuenit eam frigus, sentitur in ea simile mordicationi formicae, et fit in corpore toto: et plurimum eius fit in manibus.	Formica is also a small, filtered, rough prominence above the surface of the body, going down very deeply into the skin. And when it finds cold, there is felt in it like the sting of a flea, and it occurs throughout the whole body: and most of it occurs in the hands.
Et curatio eius est, ut accipias cannulam ex penna anseris, aut penna uulturis forti: et pone illam cannulam super Formicam, donec contineat circulus cannulae ex partibus eius.	And its cure is to take a tube made from the feather of a goose or a strong vulture's wing: and place that tube over the Formica, until it contains a circle of the parts of it.
Deinde reuolue manum tuam cum cannula, donec seces quod est in circumitu Formicae: et ponas eam in profundo carnis, et eradices Formicam ex radice eius.	Then revolve your hand with a catheter, until you cut out what is in the circumference of the ant: and put it in deep flesh, and uproot the ant from its root.
Et si uis, fac illud cum cannula aeris, aut ferri, secundum hanc formam.	And if you wish, do that with a hollow tube of air or iron, according to this shape.
Sit superius cannulae ad sublimitatem trahens surdum inuolutum, ut alleuietur super digitum apprehensio eius et ipsius reuolutio.	Sit the upper end of the catheter above, drawing it upwards to unwind the numbness wrapped around, so that its relaxation and rotation may be felt on the grasping finger.
Et si uis cauteriza Formicam secundum quod praemissum est in cauterizatione Athelil in capitulo de cauterio.	And if you wish, cauterize the ant according to what is mentioned before in the cauterization of Atthelia in the chapter on cauterizing.
¶ De formis Instrumentorum quae administrantur ad Clisteria in aegritudinibus Ani, et solutionis uentris, et colicae.	A chapter on the forms of instruments that are used for enemas in ailments of the bladder, and for the purgation of the bowels, and for colic.
Caput LXXXIII.	Chapter 83.
Quandoque Clistere fit ex argento, aut ex aurichalco, aut ex aere fuso, aut malleato.	Sometimes an enema is made from silver, or from golden bronze, or from melted air, or malleted.
Et quandoque fit ex istis Instrumentis paruum, et magnum, secundum illos in quibus administrantur.	And sometimes it is made from these instruments, small and great, according to those in which they are administered.
Illud ergo quod administratur in curatione puerorum paruorum, sit paruum: et quorum ani sunt debiles, aut dolorosi, sic et clisteria eorum.	Therefore that which is administered in the treatment of small children, let it be small: and whose bladders are weak or painful, so also their enemas.
Clistere magnum.	Great Enema.
Cistere paruum.	Small Enema.
Canna eius, id est, caput superius in quo ligatur uter, sit amplum secundum hunc modum: et sit ei distinctio ut ligetur uter sicut uides, et extremitas eius inferior quae intromittitur in anum, sit surda, id est, non aperta, lenis, ualde, trahens ad subtilitatem: et in uno laterum eius sint duo foramina, et in latere altero foramen unum.	Its tube, that is, the upper head where the womb is tied up, be broad according to this shape: and let there be a distinction so that the womb may be tied as you see, and its lower extremity which enters the anus, be mute, that is, not open, gentle, very soft, drawing down to subtlety: and on one side of it be two holes, and on the other side one hole.
Et sit amplitudo foraminis secundum grossitudinem radiorum, et grossius parum, et sit uter in quo ponuntur medicinae ex uesica animalis: aut ex charta ouis, quae sit secundum formam asofrati paruae: cuius radix sit palmus unus.	And let the width of the hole be according to the thickness of the threads, and slightly thick, and let the womb in which medicines are placed from animal bladder: or from a sheep's parchment, which is according to the form of an asparagus stalk: whose root is one palm.
Et perforetur foraminibus multis sicut reuoluitur, et sit spacium quod est inter omne foramen grossitudo digiti.	And it will be pierced through many holes as it is revolved, and there will be space which is between every hole the thickness of a finger.
Deinde intromitte in illa foramina filum forte ex filo crudo, quod sit ex decem filis, aut circiter ea, et aggrega cum eo utrem sicut asofrati.	Then insert into those holes a strong thread made from raw flax, which is composed of ten threads or thereabouts, and join it to him like an armadillo.
Cum ergo ponitur in eo uter, stringatur in capite clisteris inter duo distinguentia constrictione forti.	When then this is put into him, let it be tightened at the head of the catheter between two distinguishing constrictions with a strong constriction.
Deinde clisteriza cum eo.	Then cleanse with it.
Et haec est forma circuli utris hic depicta, et foraminum.	And this is the form of the circle of intestines depicted here, and of the holes.
Qualitas autem clisterizandi cum eo, est: ut impleas utrem, aut uesicam ex medicina, quae sit calefacta secundum quantitatem tolerantiae infirmi: et caue ne sit calida ualde, aut frigida ualde.	The quality of cleansing with it is: that you fill the catheter or bladder from medicine, which has been warmed according to the tolerance of the sick person; and beware lest it be very hot or very cold.
Deinde resupinetur infirmus super dorsum suum, et eleuet crura sua ad superiora: et pone sub eo inthaan, id est, corium super quod iacent homines, aut linteamen.	Then the sick person will be lifted up on his back and raise his legs to the higher parts; and place under him an inthan, that is, a hide or linen cloth, over which people lie.
Deinde inunge extremitatem Clisteris cum oleo, aut cum albugine oui, aut cum mucillagine foenugraeci, aut similium.	Then grease the extremity of the catheter with oil or with egg white or with fenugreek mucus or similar.
Deinde intromitte ipsum in anum cum facilitate.	Then insert it into the anus with ease.
Deinde accipiat minister utrem cum duabus manibus suis simul, et exprimat ipsum cum uehementia, donec euacuet totum quod est in Clisteri in intestinum.	Then let the attendant take the catheter with both his hands simultaneously and express it with vehemence until everything that is in the catheter is emptied into the intestine.
Deinde extrahe Clistere, et eleuet infirmus crura sua ad parietem.	Then draw out the catheter and let the sick person raise his legs to the wall.
Quod si medicina cogit eum ad exitum, tunc teneat quantum potest.	What if medicine compels him to evacuation, then let it be done as much as possible.
Et si dormit cum ea nocte tota, est magis ultimum in iuuamento.	And if he sleeps all night with this, it is more likely to be the last one beneficially.
Si autem clisterizas eum in aegritudinibus solutionis uentris, et festinat exitus eius: tunc itera clistere, donec sanetur.	But if you cleanse him with cathartics in the pains of intestinal dissolution and his exit is hastened: then iterate the catheter until he is healed.
Quod si in ano sunt hemorroides, aut apostemata laedentia, tunc sit clistere subtile ualde, lene, ex clisteribus quibus clisterizantur pueri.	What if there are hemorrhoids or painful ulcers in the anus: then let the catheter be very fine, soft, made from those catheters with which children are cleansed.
Et haec sit forma clisteris subtilis super quod sit stricta cutis.	And this is the form of a fine poultice on which the skin should be tightly stretched.
¶ De curatione Vulnerum capitis sine fractura ossis.	On the treatment of wounds of the head without bone fracture.
Caput LXXXIIII.	Chapter 44 of the Head.
Iam dixi in diuisione de curatione uulnerum quod conueniebat libro, et ego dicam hic curationem eorum cum manu, et cum medicinis secundum complementum.	Now I have spoken in the division of wound treatment about what was fitting for the book, and I will say here the treatment of those wounds with hand and with medicines according to need.
Dico ergo, quod uulnera diuersificantur secundum illud quo fiunt uulnera, et secundum locum super quem cadit uulnus.	I say therefore that wounds are differentiated according to what causes the wound and according to the place on which the wound falls.
Res ergo quibus fiunt uulnera multotiens, sunt sicut iactus lapidis: aut incisio ensis, aut cultelli: aut percussio cum lancea, aut ligno, aut sagitta: et similibus illis ex rebus multis.	Therefore, the causes of wounds are often like a thrown stone: either from a knife's cutting or a razor's cut; or from a blow with a lance, wood, or arrow, and similar things from many other objects.
Vulnera autem quae fiunt secundum loca corporis sunt, sicut uulnus quod cadit super caput, aut collum, aut pectus, aut uentrem, aut epar: et similia ex eis membris.	But wounds that are caused by locations on the body are, such as a wound that falls on the head, or neck, or chest, or belly, or hip: and similar ones from those other members.
Et ego sum narrans curationes quorundam uulnerum, ut ponam eam ratiocinationem et regulam super reliqua uulnera.	And I am telling the treatments for some wounds, in order to set forth a reason and rule over the remaining wounds.
Et ego incipiam a uulneribus capitis simplicibus: quoniam rememoratio compositorum ueniet in principio capituli tertii.	And I begin with simple head wounds, since the recollection of compound ones will come at the beginning of chapter three.
Dico ergo.	I say therefore.
Quando accidit in capite uulnus simplex, et non est fractura ossis: considera tunc, si est ex iactu lapidis, aut ei similibus, et iam fregit cutem tantum: et est uulnus magnum, et times super infirmum euentum apostematis calidi: tunc propera, et phlebotoma cephalicam statim: et non tardes illud: et extrahe ei ex sanguine secundum quantitatem uirtutis eius: si non fuerit prohibens aliquid a phlebotomia, praecipue si fuerit sanguis qui egreditur ex uulnere paucus.	When a simple wound occurs on the head and is not accompanied by bone fracture: consider then whether it was caused by a thrown stone or something similar, and only has broken the skin; and if it's a large wound and you fear a bad outcome from suppuration, then hasten to perform a cephalic bloodletting immediately, and don't delay; and take out of his blood according to the quantity of its virtue: unless some obstacle prevents bloodletting, especially if the blood flowing out of the wound is scant.
Et sit phlebotomia ex contrario partis uulneratae.	And let the bloodletting be from the opposite side of the wounded part.
Et caueat infirmus sibi a repletione, et uino, et cibis grossis.	And let the patient beware of fullness, and wine, and heavy foods.
Si autem minutionem prohibet aliquid, tunc minoretur ex cibo, et non appropinquet carnibus, neque uinis.	But if something prevents cutting off, then let less be taken from food, and let him not approach flesh nor wine.
Et pone super uulnus si accidit ei apostema calidum, cotum infusum in oleo rosato solo, aut cum uino in quo est stipticitas.	And place on the wound if a warm abscess occurs to him, a poultice infused in rose oil alone, or with wine having purging properties.
Si autem securus fueris ab apostemate calido, tunc pone super uulnus, si est recens cum sanguine suo, et non mutauit ipsum aer, puluerem quem ego narrabo post paululum: et si iam mutauit ipsum aer, tunc pone super ipsum quaedam unguenta, donec sanetur.	But if you are free from a warm abscess, then place on the wound, if it is recent and still with its own blood, and has not been disturbed by air: and that powder which I will tell you afterwards; and if it has already been disturbed by air, then place some ointments upon it until it heals.
Si autem uulnus est magnum, aut est ex incisione ensis, et similium: et non aggregantur labia eius per puluillos, tunc aggrega ipsa cum sutura, secundum quod ego narrabo in uulneribus uentris de sutura eorum.	But if the wound is large, or is from an incision with a sword, and similar: and its edges are not brought together by poutlices, then bring them together with suture, according to what I will tell you about the sutures of their wounds in the belly.
Si autem uulnus iam detectum est ab osse, et pendet, et non est retentio eius, nisi in suspensorio paruo: tunc incide ipsum.	But if the wound is already detected by bone and hangs, and there is no retention of it except with a small sling: then cut it.
Deinde cura uulnus cum medicinis, et restaura in eo carnem duram loco cutis, et praecipe infirmo, ut alatur cibis in quibus est grossitudo, sicut sunt capita, et triticum coctum, donec sit ut puls: et eis similia.	Then care for the wound with medicines and restore hard flesh to its place under the skin. And especially instruct the patient to eat foods that are heavy, such as heads and cooked wheat, until he is like a pulse: and similar things.
Quod si inuenis in cute putrefactionem, et non adhaeret ossi: tunc incide putrefactum totum, et proiice ipsum: deinde cura illud.	What if you find putrefaction on the skin and it does not adhere to the bone: then cut out the putrefaction entirely and throw it away. Then care for that one.
Si autem in his uulneribus est arteria, aut uena ex qua fluit sanguis: et non abscinditur per medicinas, tunc inquire super arteriam.	But if there is an artery or vein from which blood flows in these wounds, and it is not cut off by medicines, then inquire about the artery.
Si ergo inuenis eam non sectam, tunc seca eam cum Spatumili, aut liga eam.	So if you find it not severed, then sever it with a Spatulum or tie it.
Quod si necessitas prouocat quando non confert illud quod diximus, tunc cauteriza eam, donec abscindatur sanguis.	What if necessity demands when what we said does not help, then cauterize it until the blood is cut off.
Si autem uulnera ista sunt parua, simplicia, tunc res eorum est facilis, leuis: ita ut puluerizes super ea hunc puluerem: quoniam consolidat ea antequam mutet ea aer.	If however these wounds are small, simple, then the remedy for them is easy, light: so that you may sprinkle powder over them this powder because it consolidates them before they change with air.
¶ Modus Pulueris incarnatiui.	Mode of the Powdered Incarnate.
Recipe olibani partem unam, et sanguinis draconis partes duas, et calcis non extinctae partes tres: teratur totum multum, et cribelletur: et impleatur ex eo uulnus, et constringatur constrictione bona, donec adhaereat super ipsum bene, et coaguletur cum sanguine.	Recipe: Take one part of olibanum, two parts of dragon's blood, and three parts of unextinguished lime. Grind it well and sift it through a sieve. Fill the wound with this mixture and bind it tightly until it adheres well to the skin and coagulates with the blood.
Deinde stringe ipsum desuper cum puluillis, et dimitte ipsum, neque soluas ipsum dum permanet, ita quod non apostemetur.	Then bind the wound above with lint, and let it be, nor loose it until it remains sound, so that it does not suppurate.
Nam non eradicatur ab eo medicina, donec sanatur.	For this medicine is not to be removed from the wound until it has healed.
Et quandoque facit illud calx sola, quando non sunt tibi in praesenti olibanum, et sanguis draconis etiam facit eandem operationem in multis ex uulneribus magnis, quando conuenit ut ponatur super ea et stringantur, et sunt uulnera recentia cum sanguine suo, quae non alterauit aer.	And sometimes the lime alone does this work when you do not have olibanum and dragon's blood in front of you. And it also performs the same operation on many large wounds when it is suitable to be placed on them and bound up, and they are recent wounds with their own blood which has not been altered by air.
Quod si iam alterauit ea aer quadam alteratione, praecipue quando est in tempore aestatis, tunc non est in positione huius pulueris intentio: cura ergo ipsum cum eo quod diximus, ita ut ponas super ea quaedam unguenta digestiua: aut ponas super ea pultes ex farina hordei, factas cum aqua et melle, donec emittant pus.	But if the air has already altered them in some way, especially during the time of summer, then there is no intention to use this powder: therefore, care for it with what we have said, so that you place over it certain digested ointments or put on it poultices made from barley flour mixed with water and honey until they discharge pus.
Deinde cura ea reliqua curatione, donec sanentur.	Then care for the rest of the cure, until they are healed.
Si uero accidat cum uulnere fractura in osse, et est parua, tunc extrahe illud cum Gesti: et ego iam dicam curationem fracturarum capitis in eo quod futurum est.	If, however, a fracture occurs with the wound in a bone and it is small, then extract that with Gesta: and I will now speak of the cure for fractures of the head, as future.
¶ De uulneribus Colli.	The Wounds of the Neck.
Caput LXXXV.	Chapter 85.
