Praefatio.	Here is the translation:
Deinde restaura ipsam cum unguentis quae generant carnem sanam, donec sanetur.	Then restore it with ointments that produce healthy flesh, until it is healed.
Si uero non sanatur per illud, tunc cauteriza ipsam secundum quod narrauimus.	But if it does not heal through that, then cauterize it according to what we have narrated.
Si ergo caussa Fistulae est os, et certificatur apud te illud: tunc inquire ipsum, et seca ipsum secundum quod narraui tibi: si non prohibet te aliquid ex uena, aut neruo, aut membro principali, sicut diximus.	So if the cause of the fistula is a bone, and you are certain about it in your own judgment: then examine it, and cut it off according to what I told you; unless something prevents you from doing so, such as a vein, nerve, or main limb, just as we said.
Si ergo detegitur tibi os, et est in eo quiddam corruptionis, et nigredinis: tunc rade ipsum, donec auferatur corruptio eius tota.	So if you uncover a bone and there is something in it that is decayed and discolored: then scrape it off until the entire decay is removed.
Deinde cura ipsum cum eo quod incarnat ipsum, donec sanetur.	Then care for it with whatever closes it up, until it heals.
Quod si non sanatur, et emittat pus sicut faciebat: tunc scias, quod tu non peruenisti ad totam eradicationem corruptionis.	What if it does not heal and discharges pus as before: then you will know that you have not reached the complete eradication of the corruption.
Detege ergo super illud secundo, et exquisite fac rasionem eius, et mundificationem ipsius cum ultima fortitudine tua.	Therefore, uncover it again, and thoroughly make an incision in it, and purify it with your utmost strength.
Deinde restaura ipsum.	Then restore it.
Si ergo sanatur, bonum est: et si non, tunc scias quod illa corruptio est in profunditate longinqua corporis, quam non es consecutus.	So if it heals, that is good; and if not, then you will know that the corruption is deep within the body, which you did not reach.
Non est ergo tibi in ea ingenium, nisi dimittere ipsam naturae.	You do not have the skill for it unless you leave it to nature.
Quod si corruptum est os paruum, et est possibile tibi, attrahe ipsum cum forficibus subtilibus quae conueniunt ad illud.	What if the small bone is corrupted and it's possible for you, then draw it out with fine forceps that are suitable for it.
Si autem sunt ossa multa, tunc exquisite fac attractionem eorum omnium, neque dimittas ex eis aliquid cum tua fortitudine.	But if there are many bones, then thoroughly make an attempt to draw out all of them, and do not leave anything behind with your strength.
Si uero contrarietatem facit tibi aliquid ex humiditatibus, et non est in incisione eorum timor, uel error: tunc incide illas humiditates et carnes, si sunt illic, et libera ossa.	But if something from the humors causes opposition to you, and there is no fear or error in making an incision into them: then cut through those humors and flesh, if it's present, and free the bones.
Si uero non est tibi praeparatio auferendi ossa ex hora tua, tunc pone super uulnus quod putrefaciat ipsum: et dimitte ipsum, donec putrefiat quod est in circumitu illorum ossium ex carnibus et humiditatibus.	But if you do not have the preparation to remove the bones from your own hour, then place over the wound that would cause it to decay: and leave it until it decays what is in the surrounding flesh and humors.
Et custodi uulnus ut non consolidetur.	And guard the wound so that it may not consolidate.
Et constringatur sectio quam tu secuisti in operatione tua.	And be tightened the incision which you made in your operation.
Imo pone super ipsum, si times, cotum submersum sulfure trito cum oleo: aut cotum submersum in unguento aegyptio, aut aliquo unguentorum uiridium.	Then place over it, if you fear, a poultice submerged in bruised sulphur with oil; or a poultice submerged in Egyptian ointment, or some green ointments.
Nam quando putrefient illae scilicet humiditates, et separantur ex eis ossa, alleuiatur ablatio eorum, et ipsorum attractio.	For when those humors decay, and the bones are separated from them, the removal of these things is alleviated and their attraction.
Si autem est os unum magnum, sicut os cruris, aut os coxae, et similia illis, et quod ex eo corruptum est, est pars magna: tunc rade ipsum rasione ultima, donec auferatur illa nigredo et corruptio.	But if it is a large bone, such as the tibia or hip bone, and what has decayed from it is a great part; then scrape away its last layer until that blackness and corruption are removed.
Deinde restaura uulnus.	Then repair the wound.
Si uero quod est in eo corruptum, est pars magna, et corruptio iam consecuta est medullam ossis, tunc necesse est serrare ipsum, et incidere ipsum totum usque ad locum, ubi peruenit corruptio: tunc cura ipsum, donec consolidetur.	But if what is corrupted in it is a great part, and corruption has already reached the bone marrow, then it is necessary to cut away the whole thing up to the point where the corruption has reached: then care for it until it consolidates.
Et ego narro tibi zuken, quae accidit uiro in crure suo: ut ponas ipsam exemplum et adiutorium super operationem tuam.	And I narrate to you a story about what happened to a man in his leg: that you may put it as an example and aid for your operation.
Fuit uir iuuenis aetate circiter triginta annos, cui accidit dolor in crure suo, a caussa quae mota est super ipsum intra corpus, id est, ab interioribus, donec peruenerunt materiae ad crus, et apostematum est apostemate magno: et non fuit ei caussa extrinseca.	There was a young man of around thirty years old who suffered from pain in his leg, caused by something that had moved within him, that is, from the inside, until it reached his leg and became a large abscess; and he did not have an external cause.
Extensum est ergo cum eo tempus cum errore medicorum, donec apertum est apostema, et concurrerunt cum eo materiae multae.	Therefore, with him, a long time passed with the mistake of doctors, until the abscess was opened and many materials converged on it.
Et postposita est curatio eius, donec fistulatum est crus, et facta sunt in eo orificia multa: quae omnia emittebant pus, et humiditates corporis.	And his treatment was delayed until his leg became ulcerated and many openings were made; which all discharged pus and bodily humors.
Curauit ergo ipsum multitudo medicorum circiter duos annos, et non fuit in eo sapiens in arte manus, donec uocatus sum, et uidi crus eius, et materias quae currebant ex illis orificiis cursu magno: etiam omne uiri corpus iam tabuerat, et color eius citrinus erat.	So a multitude of doctors treated him for about two years, and there was no one skilled in the art with him, until I was called, and I saw his leg and the materials flowing from those openings in a great current; also his whole body had already become emaciated, and his color was yellow.
Intromisi ergo tentam in uno locorum orificiorum, et peruenit tenta ad os.	I therefore inserted a probe into one of the openings of the place, and the probe reached the mouth.
Deinde perscrutatus sum orificia omnia: et inueni ea peruenire ad se inuicem ex omnibus partibus cruris.	Then I examined all the openings: and I found them to reach each other from all parts of the leg.
Properaui ergo, et secui super unum illorum orificiorum, donec detexi partem ossis: et inueni ipsum corruptum: quod iam corrosum erat, et denigratum, et putruerat, et perforatum erat, donec penetrauerat usque ad medullam.	I therefore proceeded and cut above one of those openings until I exposed a part of the bone: and I found it to be corrupted: which was already gnawed away, and denigrated, and putrid, and perforated until it had penetrated as far as the marrow.
Serraui ergo quod detectum est mihi, et praeparatum ex osse corrupto.	I therefore sawed what was discovered to me and prepared from the corrupted bone.
Et deputaui, quod non esset in osse nisi illa corruptio, quam abscidi, et serraui.	And I cut off that which was not in the bone except for that corruption, which I excised and sawed.
Et ego iam eradicaueram eam.	And I had already removed it.
Deinde posui restaurationem uulneris cum medicinis consolidatiuis spacio longo.	Then I applied the restoration of the wound with consolidating medicines over a long space.
Et non est consolidatum.	And it is not consolidated.
Deinde tentaui, et detexi super os secundo supra detectionem primam: et inueni corruptionem continuam cum osse: et serraui quod apparuit mihi etiam ex illa corruptione.	Then I probed and exposed above the bone a second time after the first discovery: and I found continuous corruption with the bone: and I sawed what appeared to me even from that corruption.
Deinde conatus sum restaurationem eius.	Then I tried to restore it.
Et non est restauratum.	And it is not restored.
Detexi ergo super ipsum iterum, et non cessaui incidere os particulatim, et conari restaurationem eius: et non est restauratum, donec incidi ex osse circiter palmum unum, et extraxi illud cum medulla sua.	I therefore exposed it again on top and did not cease to cut the bone bit by bit, and tried to restore it: and it is not restored until I cut away about a palm's width of bone, and extracted it with its marrow.
Deinde restauraui ipsum cum medicinis, et consolidatum est uelociter, et sanatum: et non fuit necessaria haec iteratio in operatione eius, et sectione ipsius, nisi propter dispositionem debilitatis infirmi, et paucitatem tolerantiae eius, et timorem meum super ipsum de morte: quoniam accidebat ei in omnibus horis ex superfluitate euacuationis syncopis mala.	Then I restored it with medicines and it was consolidated quickly and healed: and this iteration was not necessary for the operation and section of it, except on account of the debilitation of the sick person, and his lack of tolerance, and my fear for him in regard to death: because he was threatened by a bad syncopes at every hour from excessive evacuation.
Sanatus est ergo sanatione integra: et nata est in loco ossis caro dura, et bona facta est dispositio in corpore suo, et rediit uirtus eius: et conuersatus est in dispositionibus suis: et non fecit ei contrarietatem in ambulatione nocumentum omnino.	He was therefore restored by complete healing: and a hard, good flesh grew in the place of the bone, and a good arrangement was made in his body, and his strength returned: and he regained his normal disposition: and there was no harm to him at all in his walking.
Si autem os eminens in loco corporis iam fractum est: tunc oportet ut serres ipsum, secundum hunc modum: et est: ut accipias ligamentum, et stringe ipsum in extremitate ossis eminentis: et praecipe alicui, qui extendat ipsum ad sursum: et pone ligamentum aliud ex lana grossius ligamento primo.	If however the prominent bone is already broken in the body's location: then it is necessary to stitch it up, in this way: and this is: take a bandage, and tie it at the end of the prominent bone: and appoint someone to stretch it upwards: and place another bandage of coarse wool over the first bandage.
Deinde liga ipsum super carne, quae est suh osse: et extende extremitatem eius, ut trahas carnem ad inferiora: et tu detegis carnem super locum quem uis serrare, ut non laedat Serra carnem.	Then bind the bandage over the flesh that is near the bone: and stretch out its end so as to pull the flesh down towards the lower part: and you shall uncover the flesh above the place which you wish to suture, so that the suture does not harm the flesh.
Pone lignum, aut tabulam sub osse inferius decenter: quoniam quando facis illud, non prohibetur quin secet carnem corruptam.	Place a stick or board under the bone below decently: because when you do that, it is not prevented from cutting corrupted flesh.
Et oportet ut sit Serratura super locum corruptum parumper, ut non sit in concauitate ossis corruptio: et non appareat in apparitione sua sensui, et cogat ad Serraturam sui uice alia.	And it is necessary that the suture be placed above the corrupted area for a little while, so that there is not corruption of the bone in its concavity: and does not appear to the sense, and causes another suture to take its place.
Quod si os est corruptum, et non est eminens, imo continuatur pars eius cum parte: et corruptio est in medio eius, aut in parte ipsius: tunc detege carnem ab omnibus partibus totam.	What if the bone is corrupted and not prominent, but is continuous with another part of it; and the corruption is in its middle or in one of its parts: then remove the flesh from all its parts altogether.
Deinde pone lignum inferius.	Then place a stick below.
Postea serra illud ex parte prima, ubi est corruptio, donec continuetur Serratura ex parte altera: et sit Serratura secundum longitudinem a corruptione parumper, secundum quod diximus.	Afterwards, cut that from the first part where there is corruption, until the suture is continuous from the other side; and let the suture be according to the length, a little bit away from the corruption, as we said.
Quod si corruptio est in iunctura, incide ipsam iuncturam corruptam, et serra os ubi continuatur ex parte altera.	What if the corruption is at the joint, cut out the corrupted joint and then cut the bone where it continues on the other side.
Si uero corruptio est in continuatione duarum iuncturarum, tunc non est in ea ingenium nisi abrasio.	If however the corruption is in the continuation of two joints, then there is no skill needed except for scraping away.
Quod si corruptio est in pectine manus, aut in pectine pedis: tunc res in eo est difficilis ualde.	What if the corruption is in the breastbone of the hand or in the breastbone of the foot: then there is great difficulty in it.
Verum oportet, ut inquiras corruptionem qualiter appareat tibi.	But it is necessary that you investigate how the corruption appears to you.
Et abradas eam, et mundes ipsam secundum quamcunque dispositionem tibi possibile est, et cum quocunque ingenio rectificatur tibi: quando non facit tibi contrarietatem Vena, aut Neruus.	And scrape it clean, and purify it according to any arrangement possible for you, and with whatever skill is available to you; when it does not make a contradiction in the Vein, or Nerve.
Et scias quod incisoria, et Serrae ad incidendum ista ossa sunt multa, secundum situm ossium, et praparationem eorum, et ipsorum grossitudinem, et subtilitatem eorum, et magnitudinem, et paruitatem ipsorum, et duriciem ipsorum, et eorum raritatem.	And know that incisors and saws for cutting those bones are many, according to the location of the bones, and their preparation, and their thickness, and subtlety, and magnitude, and smallness, and hardness, and rarity.
Quapropter oportet, ut praepares omni speciei operationis instrumentum conueniens ad illam operationem.	Therefore, it is necessary to prepare the suitable instrument for every kind of operation.
Et scias, quod operationes istae significant tibi super speciem instrumenti quo indiges, quando tecum est studium longum.	And know that these operations signify to you according to the type of instrument which you need, when with you is a long study.
Et cognitio modorum huius artis, testimonium modorum aegritudinum: tunc enim iam inuenies per teipsum illud quod conuenit ei ex instrumentis ad omnem infirmitatem.	And the knowledge of the methods of this art is a testimony to the methods of diseases: then indeed you will find within yourself what suits each infirmity from the instruments.
Et ego sum firmans tibi in ultimo huius capituli numerum instrumentorum, quae pones exempla super quae incides, et probationem qua experiaris super alia.	And I am setting forth for you at the end of this chapter the number of instruments which you will put examples on to cut into, and a proof by which you will test other things.
Forma Serrae.	Saw form.
Forma alterius Serrae.	Form of another saw.
Forma Serrae alterius.	Form of another saw.
Forma Serrae alterius.	Form of yet another saw.
Haec forma Serrae depicta, sit decenter facta.	This form of the saw is depicted, made with precision.
Fiat arcus eius superior, acuitas eius ex ferro: et manubrium eius ex buxo, et sit pyramidale decenter factum.	Let its upper curve be made of a bow, its edge sharp from iron; and let its handle be made of boxwood, and let it be well-proportioned in the shape of a pyramid.
Forma Rasorii iuncturarum.	Razor form for joints.
Sit caput huius Rasorii, secundum formam capitis claui stellati: et puncta eius sint secundum formam punctorum elischetfegi.	Let the head of this razor be shaped like the head of a star-shaped awl; and let its points be shaped like those of an engraver's tool.
Et non conuenit, nisi ut fricentur cum eo capita iuncturarum, quando corrumpuntur, aut os amplum, et magnum est.	And it is not suitable, unless the heads of joints are rubbed with it when they are corrupted, or a large and great bone.
Forma maioris Rasorii.	Greater Razor form.
Forma medii Rasorii.	The form of the middle razor.
Forma Rasorii lati.	The form of the broad razor.
Forma Rasorii in quo est concauitas.	The form of the razor in which there is concavity.
Forma Rasorii alterius subtilis.	The form of the other subtle razor.
Forma Rasorii alterius curuatae extremitatis.	The form of the other curved extremity razor.
Forma Rasorii parui, subtilis tentae.	The form of the small subtle probe.
Forma Rasorii cum quo inciduntur ossa.	The form of the razor with which bones are cut.
Forma etiam Rasorii magni.	The form also of the great razor.
Hoc similatur Radio, et extremitas est sicut Serra: exhibetur in locis multis ex rasione ossium.	This resembles a saw, and its extremity is like a file: it is shown in many places for the removal of bones.
Forma Rasorii quod conuenit ad rasionem eius quod perforatum est ex ossibus.	The form of the razor which is suitable for the removal of that which has been perforated from bones.
Extremitas eius triangula, acutarum est extremitatum.	Its extremity is triangular, and sharp at its edges.
Fit ex Indi.	It comes from India.
Et similiter oportet, ut fiant omnia quae diximus ex Rasoriis, et Incisoriis, et Serris.	And similarly all the things we have said should be made of Razors, and Knives, and Files.
¶ De incisione extremitatum, et Serratura ossium.	On the cutting off of extremities, and on the sawing of bones.
Caput LXXXIX.	Chapter 89.
Putrefiunt extremitates, aut ex caussa extrinseca, aut intrinseca.	They putrefy due to an external or internal cause.
Cum ergo medicatus fueris illam corruptionem curatione medicinarum, et non confert curatio: et uides corruptionem incidere in membrum, quam non repercutit aliquid: tunc oportet ut incidas illud membrum usque ubi consequitu corruptio, ut euadat infirmus per illud a morte, aut a malicia quae est maior defectu membri.	Therefore, when you have treated the corruption with medical remedies and the cure does not take effect: and you see the corruption occurring in a member which does not respond to anything; then it is necessary that you cut off that member as far as the corruption extends, so that the sick person may escape through that member from death or from a greater defect of the member.
Et signum cui accidit illud est, quod denigratur membrum, donec putetur: quod ignis combussit ipsum, aut putrefit post nigredinem: donec inciditur illa putredo usque ad illud quod sequitur illud membrum, et serpit in totum corpus.	And the sign that this happens is that the member becomes blackened until it rots: or if fire has consumed it, or it has putrefied after blackening: until the putridity reaches as far as the following bone and spreads throughout the entire body.
Propera ergo cum incisione eius, et similiter si caussa corruptionis est a percussione quorundam uenenosorum: sicut scorpionis marini, et uiperae, et rutellae, et similium.	Therefore, proceed with the incision of it, and similarly if the cause of corruption is due to the striking of certain veneneous things, such as the sea scorpion, viper, adder, and similar.
Si ergo corruptio, aut percussio est in extremitate digiti, tunc incide digitum, et non des spacium corruptioni, ut incedat usque ad reliquam manum.	If therefore a corruption or percussion is at the end of the finger, then cut off the finger and do not leave space for the corruption to spread, until it reaches the rest of the hand.
Et similiter si accidit in manu, tunc incide eam ex radice focilis, et non des spacium corruptioni, donec capiat in focili brachii.	And similarly if it happens in the hand, then cut it off from the wrist and do not leave space for the corruption, until it reaches the armpit of the arm.
Et si inuadit in eo, tunc incide brachium apud cubitum in iunctura sua.	And if it spreads into that, then cut off the arm at the elbow joint.
Si autem pertransit corruptio, et uides eum circiter cubitum: tunc in illo est mors infirmi.	But if corruption passes through and you see him about the elbow: then it is the death of the infirm person.
Et administrare praeter illud ex curatione, est quantitas uirtus.	And to apply something beyond that from a cure, is a quantity of power.
Et similiter fac de pede, quando inuadit corruptio in digito, tunc incide ipsum apud unum nodorum: et si capit in pectine pedis, tunc incide pedem totum.	And similarly do the same for the foot, when corruption spreads into a toe, then cut it off at one of the joints; and if it reaches to the shinbone, then cut off the whole foot.
Si autem ascendit ad genu, tunc incide crus apud iuncturam genu.	But if it ascends to the knee, then cut off the leg at the knee joint.
Quod si corruptio iam peruenit supra genu, tunc non est in ea ingenium, nisi dimissio, et relinquere infirmum morti.	What if corruption has already reached above the knee, then there is no remedy for it except death, and to leave the sick person to die.
Et modus incidendi membrum, aut serrandi ipsum est, ut stringas ligamentum in inferiori, quem uis incidere: et stringe ligamentum aliud supra locum.	And the method of cutting off a limb or sawing it is to tie the ligament at the lower part which you wish to cut off: and tie another ligament above that place.
Et extendat minister ligamentum unum ad inferiora: et extendat minister aliud ligamentum superius ad sursum.	And have one assistant stretch out a ligament down below: and have another assistant stretch out the other ligament up above.
Et tu separa carnem quae est inter duo ligamenta, cum Spatumili lato, donec detegatur caro tota.	And you separate the flesh that is between the two ligaments, with a broad spatula, until the whole flesh is uncovered.
Deinde incidatur, aut serretur.	Then it should be cut or sawed.
Et oportet, ut ponas ab omnibus partibus pannum lini, et non tangat Serra locum sanum: et accidat infirmo laesio addita, et apostema calidum.	And it is necessary to place a linen cloth around all parts, and not have the saw touch a healthy area; lest an additional injury befall the sick person, and a hot abscess occur.
Si autem accidat fluxus sanguinis interius dum operaris, tunc cauteriza locum uelociter: aut pone super ipsum quosdam pulueres abscindentes sanguinem.	But if bleeding occurs internally while you are operating, then cauterize the area quickly or place some powder above it that absorbs blood.
Deinde redi ad medicationem tuam, donec compleatur.	Then return to your treatment until it is complete.
Deinde liga membrum uulneratum cum ligamento conueniente ei, et cura ipsum, donec sanetur.	Then bind the wounded member with a suitable bandage and care for it until it heals.
Et ego narro tibi quod accidit uiro in pede suo, hoc idem accidens quod narro tibi.	And I will tell you what happened to a man on his foot, the same thing that is happening to him.
Quod est, quia accidit in pede suo nigredo, cum adustione quae assimilatur combustioni ignis: et corruptio illa in primis accidit in digito suo, donec coepit pedem totum.	What is this? Because a blackening occurred on his foot, with a burning that resembles the combustion of fire: and that corruption first occurred on his toe, until it spread to his entire foot.
Properauit ergo uir ex seipso, postquam uidit corruptionem incidere in membro cum uehementia eius, quod inuenit ex dolore, et adustione eius: et incidit ipsum apud iuncturam, et sanatus est.	Therefore the man took care of himself after he saw corruption spreading on his member with its swelling, which he found to be caused by pain and burning; and it happened that he was healed at the joint.
Et postquam praeteriit ei tempus longum, accidit ei illa eadem corruptio in digito manus suae indice.	And after a long time had passed, the same corruption occurred on his index finger of his hand.
Venit ergo ad me, et conatus sum recuperare illam superfluitatem cum eo quod posui super manum ex medicinis post mundificationem corporis eius: et non repercussa est superfluitas, et coepit incedere in digitum alium: donec coepit coruptio in manum.	So he came to me and I tried to remove the excess with him after applying medicines on his body once it was cleansed; and the excess did not recur, but began to spread to another finger, until corruption began to spread throughout his hand.
Vocauit ergo me, ad incidendum manum eius: et nolui illud, sperans ex me super repercussionem illius superfluitatis: et timui etiam super ipsum apud incisionem manus eius mortem.	So he called on me to cut open his hand: and I refused, hoping that the excess would recur spontaneously; and I was also afraid of death at the point of incision in his hand.
Quoniam uirtus uiri erat super casum.	Because the man's strength was greater than the accident.
Postquam ergo desperauit de me, reuersus est ad terram suam: et peruenit ad me de eo, quia properauit, et incidit manum suam totam: et sanatus est.	Afterward, since he had given up on me, he returned to his land and came back to me about it, because he was in a hurry and cut open his entire hand; and he was healed.
Et non attuli hanc narrationem, nisi ut sit adiutorium super illud quod cadit de genere huius aegritudinis: et ut sit significatio qua significetur, et secundum quam agatur.	And I did not narrate this story, unless it is to be a help for that which falls under the category of this illness; and to signify what should be signified, and according to how one should act.
¶ De cura Sinuum, et qualitate clisterizationis cum medicinis.	Of the treatment of wounds, and the quality of cleansing with medicines.
Caput XC.	Chapter 90.
Quando accidit apostema in quibusdam membris carnosis, et prolongatur spacium apostematis, donec collectionem facit saniei: deinde rumpitur, aut perforatur, et egreditur quod in eo est ex sanie, et remanet locus uacuus quasi sit uas: et cutis quae est super ipsum sicut pannus qui iam subtiliatus est: et non peruenit ad ultimum in corruptione sua, neque imprimit in os, neque in neruum, neque in ligamentum: meretur ut nominetur Sinus: et non nominatur Fistula: uerumtamen si prolongatur spacium eius, donec imprimat corruptio in aliquid horum membrorum, tunc nominatur Fistula, aut zuken.	Here is the translation:
Et cura eius est, ut incidas illam cutem totam sicut reuoluitur: et praecipue quando subtiliata est, et facta sicut pannus: et confidis quia non aaehaeret cum loco, propter corruptionem suam.	And the treatment for this is to cut off that skin entirely as it has rolled back: and especially when it has been thinned out and become like a cloth: and you can trust that it will not reunite with its location due to its own corruption.
Si autem speras quod adhaereat cutis, et non consequitur ex eo corruptio illa ultima consecutione: et si in cute est spissitudo ex carne, tunc cura ipsum cum Clisteri: et est, ut consideres ad Sinum.	But if you hope that the skin will stick together and it does not result from that last corruption; and if there is a thickness of flesh under the skin, then treat it with a poultice and is, to consider the navel.
Tunc si est magnus, et pus quod emittitur ex eo est foetidi odoris: tunc clisteriza ipsum cum medicamine aegyptio, quod est aceti, et olei, et ziniar, partes recipiens aequales, aggregentur in uase: et decoquantur super ignem, donec rubeat medicamen: et ueniat in spissitudinem mellis.	Then if it is large and the pus that is discharged from it has a foul odor: then treat it with a poultice made of Egyptian medicine, which is vinegar, oil, and zinar, taking equal parts, mixed together in a vessel: and let them simmer over fire until the medicine becomes thick like honey.
Deinde accipe ex eo quod tibi necesse est: et dissolue ipsum cum aqua et melle, et clisteriza cum eo Sinum: et stringe orificium eius, et dimitte medicinam in eo ad quantitatem duarum horarum.	Then take from it what is necessary for you: and dissolve it with water and honey, and treat the navel with it: and close up its opening, and leave the medicine in it for a period of two hours.
Deinde extrahe ipsum cum expressione: fac illud diebus tot, donec mundificetur Sinus, et remoueatur foetor.	Then draw out what remains with expression: make this happen every day until the navel is purified and the foul odor is removed.
Et quandoque clisterizatur cum aqua cineris, quando non est tibi praesens hoc medicamen: et est, ut accipias cinerem lignorum uitis, aut cinerem ex lignis ilicis: et proiicias super eam aquam.	And sometimes treat it with ash water when this medicine is not available to you: and take the ash of vine wood or ash from ilex trees: and pour water over it.
Deinde cola eam, et clisteriza cum ea, donec confidas quod Sinus iam ablutus est.	Then soak it in that, and treat with it, until you are confident that the navel is already cleansed.
Quod si infirmo non est tolerantia super medicamen aegyptium, neque aquam cineris, tunc clisteriza ipsum cum aqua et melle, cui iam permixtum est aliquid ex ziniar contrito.	And if the patient is not tolerant of Egyptian medicine or ash water, then treat it with water and honey to which something from crushed zinar has been mixed.
Aut clisteriza ipsum cum melle et uino permixtis, quoniam de proprietate mellis est, ut mundificet, et abluat: et uinum facit adhaerere Sinum, praecipue quando in uino est superfluitas stipticitatis et siccitatis.	Or treat it with honey and wine mixed together, because of the property of honey that it cleanses and washes: and wine makes the navel stick together, especially when there is an excess of astringency and dryness in the wine.
Cum facis illud aliquotiens, et confidis quod Sinus corruptio iam remota est: tunc clisteriza ipsum cum eo quod facit nasci carnem in eo.	When you do that thing many times and trust that corruption of the sinus is now removed: then cleanse it with what makes flesh grow in it.
Et est, ut accipias ex emplastro dyafinicon: et dissoluas ipsum cum oleo rosato, et uino stiptico: aut clisteriza ipsum cum quibusdam medicinis, et unguentis aliis, quorum proprietates scripsi in tractatu unguentorum.	And it is, that you take from diaphrenic plaster: and dissolve it with rose oil, and astringent wine: or cleanse it with certain medicines, and other ointments, the properties of which I wrote in the treatise on ointments.
Quod si orificium Sinus est strictum, in quo non capit cannula clisteris: tunc amplifica ipsum cum ferro parumper: aut pone in ipso licinium inuolutum in unguento aegyptio, aut in unguento basilicon, donec amplificetur.	But if the orifice of the sinus is narrow, into which the cannula of the cleanse does not fit: then dilate it with a small iron instrument: or put a linen cloth wrapped in Egyptian ointment, or Basilikon ointment, until it is dilated.
Et similiter si est orificium etiam amplum, tunc aggrega labia eius cum sutura: et dimitte ex eo quantitatem in quam ingrediatur clistere sine additione.	And similarly if the orifice is also wide, then bring together its lips with a suture: and let it be free from that amount which the cleanse can enter without addition.
Et similiter si orificium eius ex quo currit pus, est eleuatum ad superiora: tunc seca ipsum in depressiori loco qui est in ipso, ut currat ex eo pus usque inferius: quoniam pus quando coartatur in profunditate Sinus, prohibet carnem generari in eo.	And similarly if the orifice from which pus runs is elevated to above: then cut it in a lower place that is in it, so that pus may flow out of it downwards: for pus when constricted in the depth of the sinus prevents flesh from being generated in it.
Quod si non est tibi possibile secare Sinum circiter inferius eius secundum quod uis: tunc conare, ut praepares membrum praeparatione qua currat ex eo pus cum facilitate secundum quod praeparatur tibi.	And if it is not possible for you to cut the sinus around its lower part as you wish: then try to prepare the member with a preparation by which pus may flow out of it easily as it is prepared for you.
Conare, ut non retineatur in eo aliquid ex pus omnino: et accipe medicinas consolidatiuas quae ponuntur super signum, conuenientes ad illud quod uis.	Try to make sure that nothing at all of the pus is retained in it: and take consolidating medicines which are placed on a sign, corresponding to what you wish.
Et extende eas super pannum lini.	And spread them over a linen cloth.
Et sit pannus tantae quantitatis, qua fiat communicatio totius Sinus.	And let the cloth be of such a size that it may be in contact with the whole sinus.
Deinde incide cum forficibus in directo orificii Sinus foramen, amplius orificio Sinus parumper.	Then cut with forceps into the straight orifice of the sinus, making the opening a little wider than the orifice of the sinus.
Deinde extende ex unguentis lenibus super pannum alium, secundum quantitatem foraminis: et pone eum super ipsum positione longinqua ab orificio Sinus, ut alleuietur exitus pus ex eo: et non auferas pannum magnum, nisi post dies aliquos uice una.	Then spread a layer of soft ointment over another cloth, according to the size of the opening; and place it on top in a distant position from the orifice of the sinus, so that the exit of pus may be eased out: and do not remove the cloth until several days have passed.
Ille autem qui est super orificium Sinus, est ille quem remoues in omni hora, ut egrediatur quod aggregatur in eo ex pus: et ut scias, an illud quod currit ex eo uirus, est multum, aut parum: aut digestum, aut indigestum.	He who is above the opening of the sinus, is he whom you remove every hour, so that what gathers in it from pus may go out: and to know whether that which flows out of it is much or little, or digested or undigested.
Et cum hoc iterum considera locum Sinus ipsius, an in ipso sentiat dominus eius dolorem, aut non sit in eo dolor, et an sit in eo apostema, aut non sit in eo apostema.	And when you have considered this again, look at the place of the sinus itself: whether its lord feels pain in it or does not feel pain in it; and whether there is an apostema in it or not.
Cum ergo protenditur medicatio tua taliter, et uides materiam quae egreditur super orificium Sinus, tunc scias, quod Sinus iam adhaeret, aut approximat adhaerentiae: tunc ergo solue ipsum in mane, aut in tertio die: et quando soluis uulnus, tunc permuta pannum alium, et renoua unguentum.	So when your treatment is proceeding thus and you see the matter that flows out above the opening of the sinus, then you will know that the sinus has already adhered or approaches adhesion: then therefore dissolve it in the morning or on the third day; and when you dissolve the wound, then change the cloth for another one, and renew the ointment.
Si autem egreditur ex Sinu post spacium longum uirus subtile, tunc non desperes de adhaerentia eius, nam sanatio eius appropinquat, quoniam ex hominibus sunt qui tardant generationem carnis in uulneribus suis, et ex eis sunt qui agunt econtrario illius.	But if there flows from the sinus after a long time a subtle pus, then do not despair of its adhesion, for its healing is approaching, because among men are those who slow down the formation of flesh in their wounds and among them are those who act contrary to it.
Si autem egreditur ex Sinu post dies multos pus indigestum, tunc scias quod sinus non adhaeret.	But if there flows from the sinus after many days an undigested pus, then you will know that the sinus is not adhering.
Si ergo tardatur adhaerentia Sinus, et prolongatur res eius: tunc adde in exiccatione medicinarum, uerum faciant medici, ut sint medicinae in substantia sua humidae, et in uirtute sua siccae: sicut unguentum dyafinicon, quando additur in eo superfluitas additionis ex zegi.	So if the adhesion of the sinus is delayed and its process prolonged: then add to the drying remedy, let the physicians truly do so, that the medicine be in its substance humid and in its virtue dry: just as diaphrenic ointment, when something in excess is added to it from zegi.
Et ex magis ultimo quo curatur, est, ut accipias unguentum dyafinicon, et soluatur cum oleo rosato, et roretur super ipsum uinum antiquum aequale in substantia sua.	And from the last remedy used for healing, it is to take diaphrenic ointment and dissolve it with rose oil, and sprinkle over it ancient wine equal in its substance.
Deinde confice ipsum cum eo, et utere ipso.	Then compress it with that, and use it.
