Ayssi comensan las paraulas de Albucasim .	Thus begins Al-Buqashani's words.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	And if the hand is inflamed on the other, and it is not possible to reduce that by the curvature of it, then when it is wrapped up well over that; and take out that part before all are removed, and cut that or at the joint of the hand or at the knee.
E ayssi cove que fassas en l’autra ma e en les dos pes.	And so you can make the other hand and feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	And if the head of the fetus is large, or happens to it by the curvature in the inflammation, or is in the water, then when you enter between the fingers spined and cut off the head and extract the water, or dislodge that with an instrument which is called "alundat", the shape of which will come to the shapes of the other instruments in the chapter which is near this.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	And in the same way if the fetus is of large head by nature: and then when you cut that with an awl or alundat, as we have said; and take out the bones with pliers.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And if the head is inflamed and curved by the furcula, then cut it in so that the moisture which is in the feet is poured out.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	And if not complicated, and does not obey to inflammation, then you cut the head soonest according that at your service is possible.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the entrails of the belly are pomphous or in him, then you cut that part in so that the moisture which is in it runs out.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	And if the fetus is on top of his feet, then the attraction of him is light and its direction to the mouth of the mother is also light.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	And if the fetus is curved by the belly and feet, then when you extract that with a cloth which you have wrapped around your hand, and cut the belly and feet in so that the water which is in them runs out.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	And if the other members are still alive and turn back the head, then the mother puts her left hand; if the mouth of the mother is open, then she enters her hand in the front of it, and turns that to the mouth, and throws that with the fingers within, and throws those inside.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mouth of the mother is curved by swelling, and it happens to it by the juice which we have said, then when not disturbed it; in advance when administer a fluid that is moistening greatly.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	And administer plasters; and follow the patient with water which softens and moistens.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	And if the fetus is on top of his rib, then when possible it is, let him be cut out: and water which we have said to keep the live fetus.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	And if water is not possible, then cut that in pieces, and extract it.
E cove que non layssas alcuna causa dedintz de la segondina.	Then there is no cause remaining within the second.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	And when you have finished all your operation, then administer water which we have said of the cure in the swellings by swelling; and let those things happen to the mother which happened before.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	And if it happens a flow of blood from the mouth, then send that in strict water and administer the other cure.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	And I have already seen a woman in her womb which had a dead fetus, and another child was found to be pregnant on that same day; and the other was a dead fetus.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	And it happened soon to another woman who had a swelling in her womb by swelling, and it swelled within so that the fetus was raised up; and she began to feel pain.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	And I was called to treat him, and I treated him for a long time, and the plague did not become fixed.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	And then I put on him a few plasters of strong attraction, and drew out an arm, and passed some time, and drew out another arm; and I was astonished at this, for in the womb there was no arm.
E adonc yeu cogitegui que eran dels osses del fet mort.	And then I thought that they were the bones of the dead fetus.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	And then I cured the plague, and extracted from him some bones; for the existing woman in her own mind, and I have worked with that method for a long time, and corrected that little arm.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	And I did not consider it strange, but that water has science and helps to the mother's illness which is treated by artificial means.
De las formas dels instrumentz que so necessaris a extrayre le fet.	From the shapes of the instruments which are necessary to extract the fetus.
Forma de vertitge am la qual es uberta la mayre:	Shape of turning around with which the mother is turned around:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is the shape of strength in which the points are fitted, and by that fitting the points are two turns in two ends of a spike; and it is used to turn the skin around.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	And yet this turn is useful when it is put gently with caution; and it is made or of wheat or of oats or of barley.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	And the length of each stalk is a palm and a half; and the width of each is a palm and a quarter, and the height of each is a palm and a little less. And the lengths of those two stalks are adjusted to that same type of stalk which is already closed, of which the lengths are the greater part of a palm and a little less, and the widths are two palms, or a little less.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	And these two additions are inserted into the mouth of the mother so that it is opened by those two prescribed turns; and you make those turns with your hands.
Forma autra semblant de aquela pus subtil e pus leugiera:	Other shape similar to that more subtle and more light:
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	Be made of wood or of iron according to appearance.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	However, at the end of it there are two additions, and the length of these additions is a palm, and their width is two fingers.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	And when you want to cover the lower part, then place your hand between the legs so that they are hanging down, and make a cut here.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	Then return your hand to the instrument in such a way that it is grasped according to the quantity you want of the mouth of the mother opening so that the needle makes its passage that you wish.
La forma de vertitge la qual diysero les antics:	The shape of the turn, which they said the ancients:
Forma de impellent am le qual es empellit le fet:	Shape of a push, which is pushed by a push:
Forma de amisidat2 am le qual es conterit le cap gran	Shape of a hammering, which is hammered on the top head:
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	It is assembled with forceps at the end of it, several times, and some are forged long with the same type of forceps according to this shape, several times, which are dented here and there on the part that is to be cut, and marked and contoured.
Forma de amesidat pauc:	Shape of a small hammering:
Forma de unci havent una spina:	Shape of an unsharpened awl:
Forma de unci havent doas spinas:	Shape of an unsharpened awl with two spines:
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	Shape of pliers which are closed on the part that has to be cut, and whose ends are marked and contoured:
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	Shape of a chisel with two ends from which the top is separated:
Forma de dos espatums latz:	Shape of two wide chisels:
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	All these instruments are used, and when the medicine is less or more of those, depending on the patient's condition, it is necessary that the doctor prepare it well, and when it is given to the sick person, it should be in a good way, and the men who give it must be qualified.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	And do not open these instruments again once they are prepared, because the necessity of those is not excusable.
De extraccio de la segondina.	Of extraction of the second one.
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	When the second one is held back, it should be commanded to the mother that she retain her child in her lap, and if it sneezes, it is good.
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	And if not, then take a drop and pierce the cover with it, and place it in the mother's mouth, pressing and rubbing and anointing with chamomile and sage, and adding Arabic and cassia and holy wood.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	All these herbs or some of them are submerged in water in the drop, and place it over the fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	Then return a cannula of chamomile to the mother' mouth, and hold it so that the vapor comes out into the cavity of the mother.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	Then return to make her sneeze, and the second one is also forgotten with speed.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	If it remains, then return this purification to the mother's mouth with water or salt water, and if she does not sneeze again, then place her other hand over the one that has been used, and when the second sneezes, then remove this hand. If it is difficult, then return to make her sneeze, and if it is not possible, then return to the mother's purification with oil or salt water, and if she does not sneeze again, then return to the second one.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	Then leave that it is turned around right and left easily.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	And then return to adjust the quantity of attraction, because she will obey and avoid adhesion.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the mother' mouth is closed, we have already described the purification with sneezing and the medicine of the drop with herbs.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	If not forgotten with all the causes that we have described, then you should remember to do this again in the abstraction of the mother' mouth, but if it is not possible, and if it sneezes, you can prepare it by adding a little vinegar and salt, because this will cause her to sneeze.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	But if it is prepared, it has a bad smell to the head and the stomach, and then return to the mother' mouth; and if not possible, return to administer it with smoke and appropriately to water.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	Some of the Ancients have already prepared this purification by smoking with tobacco and dried fig trees.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	Shape of an instrument that is used to smoke the mother according to the retention of blood and the second one:
Sia fayta de veyre o de eram.	Be made of vinegar or of oil.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	Then return the small end to the cavity and the wide one over the fire, and make the smoking over the fire' braids.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And hold it so that it is consumed by this smoking, and repeat.
De curacio del cul del enfant no-perforat.	Of purification of the bottom of the non-pierced child.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	Make an incision at the bottom of the child' behind, which is not pierced, and then prepare with subtlety and precision.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Then return to the mother that she pierce her child with this, and if not, then pierce it with an awl, and check so as not to touch the blood.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	Then return to that it is covered with smoke of wine and oil; and prepare this one with vinegar within which it is relaxed.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	If you fear that it will be burned, then return to pierce with a small knife, and if it is not possible, prepare it in the smoke of wine as described above. If the child wants to urinate, cover it with a towel.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	And the burning of the bottom is due to the consolidation of plague or pustule; if this consolidation is carved out, then return to wash with water that we have described in purification and bloodletting.
De curacio de las fistulas que endeveno dejos.	Of purification of the fistulas that we leave.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	The fistula that we leave in the separation of parts is covered with a knot and its roughness according to the distance from the bottom or in the space between the two parts.
E es una fistula o motas.	And it is a fistula or a wound.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	With this knot, the wetness that comes out is white or mild, and some of these fistulas are piercing.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And these piercing ones are known by the exit of water and by wind; and some have used the exit of wine, and it is difficult to get out of those that come out quickly.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And some of these fistulas are located in the space that enters the bladder, and inside the neck of the urethra; and some enter the space between the hips and the pubic bone.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	And with water in which the piercing fistula enters the bottom and not, it is because you put the child' mouth into the bottom, and return to try a little oil or iron into the fistula when it is not painful.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	If this is painful, then return to try a little iron or hair of a horse into the fistula when you feel the pain or the hair on the child' mouth.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	And if you do not feel this or the hair in the mouth, and if it does not come out with the hook, then you will know that it is not piercing; then return to purification.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	And when the fistula enters the bladder or the neck of the urethra, the meaning is clear that it is urine; and the prohibition is that the location be treated with medicine to consolidate.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	If it is piercing into the space between the hips or the bone and causing pain in the loop of the hip, then the meaning is clear that it hurts here if it enters the bone, and hurting the loop; and that it is burnt there from time to time; and that this purification does not work with oil and does not consolidate.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	And in all those tubes penetrating into it there is no cure of any kind, and the cure of them is labour and futility of the medical practitioners who deal with them, over which they are shut up.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	But in that which does not penetrate and does not old there is expected the cure according to what you have told me, and what I have already heard and tried.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And it is that the patient lies between your two legs and raises his legs inside them, the cushions are inclined towards his belly, and then introduce the probe into the fistula, or iron if it is in the small of the back, into the spot where you feel pain, so that you know where the probe enters.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	And if he feels pain in his lower back when the patient lies down, then cover yourself so that you do not get hurt when the probe enters the anus.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	And if you feel the probe enter the anus when it is already inside you, or feel pain between your legs and that part of the body, then certainly it enters; so do not try to treat that one, for there is no cure for it, as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	But they say that it cures in some men.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And of the cure by which health is expected in him, that you use subtle cauterization according to the width of the fistula, thus: before doing it, introduce that same cauterization into the fistula until it enters through his anus; and then repeat it two or three times, until you know that all those adjusted fistula tissues, which are like feathers of an ash tree, have been burned.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	And that one is cured with bandages wrapped around it, until all those tissues which are joined together are burned; and if it is healed with medicines that give birth to and strengthen flesh, then it is well; and if not, then it is not cured by any other cure.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	And if the probe enters and does not penetrate into the anus, between which and the probe there is a small piece of flesh or a fistula, and sometimes the fistula extends to where the skin is cut; then dry the skin from the beginning of the fistula, and you will see if the skin dries up completely with the probe; and if the fistula has been cut all the way through, then the probe is freed and passed; but if it has not been cut all the way through, then the probe goes no further.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	Then wash those fistula tissues which are joined together like a tube of ash, and do not let them be ripped by any other cause.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	But if blood comes out repeatedly between you and your work when you open those tissues, then the instrument which is used to stop it, whether it be with fire or with acute medicine, for fire cauterization does well in two things: it joins together those flesh tissues very well; and it stops any flow of blood from them by drying them up completely.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	And that one is cured with bandages wrapped around it or with a three-pronged instrument, until the spot gets better; and then cure the gout with hot medicine that gives birth to and strengthens flesh,
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	and then treat it with medicines that make it tighten and stop bleeding; and when this has been done, then she is well and there is no fear of recurrence.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	But if the fistula has already entered through his anus and is long in length from its surface, then introduce the probe into his anus and feel it.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	And if the probe goes in and is only skin or flesh between you and it, then it is near penetration; and there is no operation for him except by a trusted and hopeful method.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	The cause is to administer it in him one of three ways: either to cauterize it as we have said; or to dry it out completely within its cavity so that you can easily enter the probe into it and then cure it; or to lengthen it slightly with a sharp instrument, and then cure it; but do not cut it open because it will not heal; and if it leaks pus, then open the fistula at the opening of his anus, and clean out those foul-smelling secretions through his buttocks; and if the orifice does not get better and remains open, then open the fistula in the part of his anus from which he passes stool; but use cauterization to stop any bleeding.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	And sometimes the fistula ends in this way: when you introduce the probe into the fistula, and it is in the part of his anus close to its surface and on the edge of his buttocks, then take care not to pierce it with a sharp instrument, for this is how you prepare the skin before piercing it;
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	and then put a thin bandage around it, or wrap it in it; and then introduce the probe into that same bandage, wrapped tightly around it, and then cure it; and if you cannot reach the inner cavity of his anus with the probe, then use a sharp instrument to open it.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	But if it penetrates into his anus towards the back, then you pull out that same bandage from there and then introduce the probe into his anus; and when you pull out one end of the bandage, then make sure to wrap both ends tightly around its other end so that they do not slip; and when you pull it out, let it rest for a day or two, and then if you put it on the flesh, it will stick to where those tissues are joined together, which are between the two ends of the bandage.
E aprop cura la plagua entro que sia consolidada e sanada.	And that is how the disease is cured when it is healed and well.
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	But if the opening of the fistula does not penetrate, then make it do so in some way, whether by cauterization or by piercing it, for you must pierce it so that you do not hurt yourself; and then cure it.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	The shape of the probe that is curved: its curve is sharp and the other end is not, so that you do not hurt yourself; and this is how it is done when it needs to be done.
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	Of stitches for hemorrhoids where blood flows in the opening of those.
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	Hemorrhoids are like two things: either they are between the buttocks and look like charcoal, or those are with grass-like hair.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	And those are small and large, and the blood from them flows together; and it is only in one place, and on its edges.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	But those that are in the part of the buttocks are according to two things: either there is little moisture in them, from which blood flows as yellow water or a little blood in one place; and according to the colour of the skin.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	And the cure for those inside his anus is that you order him to lie down, and to squeeze himself so that the hemorrhoids appear.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	Then you cut off and hang them by nails or what you have; and then you pierdes those with your fingernails.
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	But if those claws are not on them because of their moisture and softener; then take them by the sharp points, and remove those with a sharp object or a knife, and feel them where they join; and then cut off those with your nails, and then dry them up completely.
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	And that one is cured with the other cure, so that they are well.
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	And if the buttocks do not obey in leaving: then order the patient to lie down on his back, and to wash himself with that water which is in the anus, and that water will help him to leave easily; and then use a sharp instrument to cut through those.
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	If the hemorrhoids are pushing out from behind, then the cause is itching, and it is because you are rubbing them with your fingernail, or with an uncut nail, and scratching them, and then treating them with water that has already been used to clean something dirty so that they are cured.
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	And whoever wants to do the incision, follow this method: take a thread and wind it around two needles, and insert those into the hole, and remove the hemorrhoids from above, and make the other end of the thread come out over the hole, and horizontally; then tighten the hemorrhoid by stretching firmly, and then remove the thread and needle.
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	Do this to everyone, and leave one of them uncut, so that the excess blood from the body runs out from there.
