Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Buqaa'.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	And then heal those with bandages wrapped around or with a trisse of flesh inside that place gets swollen, and then quickly heal the plague with a strong fire that generates and consolidates hard flesh.
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	And thus medicines in which there is stringency and excision; when they are restored, they are already healed, and you do not fear repetition.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	But if the fistula has already penetrated into the anus' surface and is elongated, then the master says in the anus and examines it.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	And so if the attempt is a hundred and between you and it is velament of skin or of flesh, and it is about to penetrate, then there is no operation in the syno in which one does not have trust and hope.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	The cause is to administer it in a way of three methods: either to cauterize it as we have said; or to dry it out within that you can reach the cavity with which one can possibly enter the fistula, and if necessary, separate them by a knife so that they do not cut the skin containing the penis, and to come across the patient's back slightly of their own will; and then heal those with water that we have said, because it is strong medicine that heals; or to elongate that velament and make pus that you dry out within that you can reach the anus' cavity, as we have said, either by the attempt or by another instrument with a sharp end, and then clean those fistulated tissues that are in the section within the anus, which you can do by perforation; and then try to restore the whole plague with a cut, and if the pus hole above it is not consolidated, and the fistula opens at the base of the anus, and leave pus out through the patient's back.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	And in some cases the fistula ends according to this method: when you enter the attempt into the fistula, and it is at the back of the anus' surface next to the penis, then take an attempt with a sharp end, which is thus how one prepares wounds according to this form:
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	and put it inside the envelope of five fields or into those; and then enter the attempt in the envelope within that you can reach the cavity,
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	But if it penetrates in the back of the anus slightly inside, then you take out the envelope from there, as you enter the master in the anus; and you pull out the end of the envelope and adjust its two extremities evenly, and you cut them both, and you leave it there for a day or two, and when it bleeds more, put it back into the flesh, and you can see those tissues that are between two extremities of the envelope that fall.
E aprop cura la plagua entro que sia consolidada e sanada.	And then heal the plague within that it is consolidated and healed.
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	But if the orifice of the fistula is not penetrate, then make it so that it penetrates in some way, as it is not your task to do it so that you do not cut the skin; and then make it so that it is healed.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	The shape of a pointy thing for the fistula to split: its curve is sharp and the other end is blunt, so that you do not cut it where it is unnecessary, as sometimes happens.
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	Of stitches of hemorrhoids in which blood runs out in the incision of those.
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	Hemorrhoids as if they were made of wood, or because they are made of fat flesh.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	And those are small and large, and the blood flows from them at any time, and they are just below the anus, and on their two ends.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	But those that are outside the anus are according to the second: because they have little moisture, and from which yellow water or a little blood flows continuously on the skin, and according to the color of the skin.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	And the cure for those inside the penis is that you order the patient to sit and press within so that the penis relaxes, and the hemorrhoids will appear to you.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	And then you cut yourself and hang them on a nail or what you have in your hand, and then cut off their branches.
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	But if the nails are not holding them because of their moisture and softness, then take them by a sharp or rough edge of a cloth, or a piece of stone or wool, and pull them out by the roots, and cut them off at the base where they join the body, and dust over them some powdered herbs appropriate for cauterizing, so that the blood does not flow; or cauterize them according to what has been said in the chapter on cauterizing.
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	And then heal those with the other cure before they are healed.
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	And if the anus does not obey the exit, then christen the patient with a small biting, and wash it with water that is in the penis and which obeys the exit slightly.
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	But if the hemorrhoids are outside the anus, then the cause of them is slight, and it is because you pick them up with your fingernail or pick them up with a nail, and cut them off, and then heal those with water that we have said within that they are healed.
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	And that person who performs the incision, let him prepare sutures for them according to this method: take an envelope wrapped with a field and put it in a needle, and then pull out the emorrhoid by its two ends, and wrap the two ends of the envelope around the head of the needle, and so stretch the emorrhoid strongly, and then cut it with the needle, and you leave it there; and then remove the needle.
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	And do this to all of them, and leave one of them uncut, so that the excess blood runs from it.
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	And place on his rear side a drape in rose oil or in wax; and that one over the back, and commands the patient to rest.
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	And he lets fall that which is inside a box; and when it falls, he heals those with oil or with another cure within that which is to be cured.
De curacio de fistulas.	Of the treatment of fistulas.
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	Such things as are seen happen because of drying up of a wound or because of constriction in nature.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And with this old medicine that is not good for those things, let it be that you cut those things at the tip of a spit or at your own nail into moist humors and fed upon those by pus from above, which one forbids to consolidate; and he heals those within that are consolidated.
Lahoras tu osta aquelas am razio pus vehement que la primieyra entro que mot sancno e sian excoriadas; e aprop cura aquelas entro que sian sanadas.	Then let it be that you cut those things with a very sharp pus that the first within that are to be cured and are inflamed, and he heals those within that have been cured.
De curacio de almesamir, so es clau.	Of the treatment of ulcers, as much as is needed.
Sapias que alamermar, so es clau, e no es si no notz redon segon la color del cors semblant a cap de claviel, e es fayt en tot le cors e majorment en las partidas dejos les pes e als ditz, e endeve per aquels dolor deves le anament.	You know that if it is red in the whole body and more so in the legs and feet, and especially on the toes, and also because of which there is pain throughout the entire body, then one should be concerned about the liver.
E adonc cove que sia inscidit aquo que es en le circuit del clau, e sia tengut am les forfexs o am unci, e sia eradicat de la sua razit; e aprop cura aquel.	And then let it be that what is incised there is removed from the nail bed or with oil, and that it is cut off from its root; and he heals that one.
E si vols, cauteriza le segont que es precedit en le sieu capitol.	And if you wish, cauterize the second that precedes in the foot.
Mays de veruca es eminencia petita aspre fistulada redonda sobre la superficia del cos, e motas veguadas veno en las mas dels enfantz.	May be a wart is a small, round, painful swelling on the surface of the body, and such things are seen in many children.
E curacio de lu es que estendas e inscidas aquela, o que estrenhas aquela am fiel o am pel entro que caja.	And for the treatment of it is that you spread and incise it or that you open it with a chisel or within what is inside a box.
E si vols, cauteriza aquo, segon que havem dit, am foc o am medicina acuta.	And if you wish, cauterize it, as we have said, with fire or with acute medicine.
E ja so eradicadas enversas e no-enversas am le instrument le qual yeu diyre.	And they are removed in both directions with the instrument that I direct.
Mays formica es eminencia petita feutrada o fistulada grossa sobre la superficia del cos anant mot en le preon, e quan le freg atroba aquela es centit en lu semblant de mordificacio de formigua, e es fayta entorn le cos.	May be a fungus is a small swollen area on the skin, and when it comes into contact with something, it feels like a fungal infection, and it happens all over the body.
E curacio de lu es que prenguas una canula de pena de auca o de pena de voltor, e sia fort, e pausa aquela sobre la formigua entro que la contengua le cercle de la canula de las partidas de lu; e aprop revolveys la tua ma am la canula entro que inscidas aquo que es en le circuit de la formigua, e pauses aquela en le preon de la carn, e que eradiques la formigua de la sua razit.	And for the treatment of it is that you take a tube from a pen or from a whip, and press hard, and place that one on the fungus within the circle of the tube, and then turn your hand around the tube; and he heals those that are on the side of the meat by pressing the tube against them, and cutting off the fungus from its root.
E si vols, fay aquo am canula de eram o de ferr segon aquesta forma:	And if you wish, make it with a steel or iron tube according to this form:
Sia la partida desus de la canulha trahent a subtilitat, sorda (so es no-perforada), envolopada per so que sobre le dit la aprencio de lu sia ablaviada e la revolucio de aquela.	May be the tip of the tube is made to go in easily, silent (if it is not a piercing one), wrapped around what that turns it from side to side.
E si vols cauteriza la formiga segon que es denant dit en la cauterizacio de atheyl en le capitol de cauteri.	And if you wish, cauterize the fungus as we have said in the cauterization of athyium in the capitulum of cautery.
De forma dels instrumentz que so aministratz a dar cristeri.	Of the shape of the instruments that are used to administer therapy.
Alcunas veguadas es fayt cristeri de argent o de lato o de eram fondut o malleat; e alcunas veguadas es fayt de aquels instrumentz petit e gran segon aquels als quals so aministratz, quar aquel que es aministrat en la curacio dels petitz enfants sia petit; e de aquel dels quals los culs son freuls o doloyrozes, les cristeris de aquels sian petitz.	Some are made of silver or lead or fused or hammered; and some are made of small instruments and large according to those with which they are administered, because those that are administered in the treatment of small children are small; and those of those that are painful or painful are small.
La forma de cristeri gran e pauc:	The shape of a large crystal:
Le cap de la canula de lu desus en le qual es liada la borsa sia ampla segon aquesta manieyra; e sia a lu distinacio la on la borsa es liada ayssi cum vezes.	May be the tip of the tube is wide according to this way: and its distance from where the bag is tied in such a way that it may fall there several times.
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	And the end of it that is to be inserted into the anus is silent  (if not pierced) and is turned slightly toward the outside, being a small opening on one side and a larger one on the other; and that which is on the edge of the anus is made wider according to the thickness of the rays and larger at the end.
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	May be the bag in which are held the medicines of animal bladder or of sheep's skin, and its handle be a palm.
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	May be the opening is made with sharp edges as it is turned; and if the space between the edges is large according to the thickness of the finger.
E aprop entromet en aquels traucs fiel fort de fiel cru le qual sia de detz fiels, o enviro aquels; e ajusta am aquel la borsa; e quan es pausada en lu la borsa, sia streyt en le cap del cristeri entre dos distingentz am fort costriccio, e aprop cristeriza am aquel quascun trauc: Mays la qualitat de cristerizar am aquel es que tu omples la borsa de la medicina, que sia escalfada segon la quantitat de la tolleransa del malaute; e guarda te que no sia trop cauda ni trop freja.	And it is inserted into those sharp edges with a strong thread of a red wine, which should be of the color of blood, and adjust to one the bag; and when it is placed in that one the bag, it is made straight on the tip of the crystal between two different and strong pressure, and he cuts each hole: May be the quality of cutting through one is that you fill the bag with medicine, which should be heated according to the quantity of tolerance of the patient; and you must not let it fall too much or become too sharp.
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	And then the patient is to be raised on his two feet, and the bed lifted up so that the feet are over the footrest, and the minister takes the bag and presses it with two hands and forces it out into the body until all of it that is in the crystal is emptied; and he removes the crystal and the patient moves his legs away from the wall.
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	And if the medicine forces it out of the body by force, keep as much as you can; and if it sleeps in that one for all a night, it is a sign of recovery.
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	May be if you cut those things with a sharp knife according to the treatment of flatulency and the pain of the gut, then do so within the crystal that is to be healed.
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	And if there are in the anus painful hemorrhoids or pus-filled cysts, then use a very small crystal; those of those with which children are treated are made small.
De curacio de las plaguas.	Of the treatment of blisters.
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	You have already said and done in the division of the treatment of blisters that it is convenient for the foot, and I say thus the treatment of those with feet and medicines according to the complaint.
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	And so I say that blisters are different according to what causes them and according to the place where they occur on the body.
E las causas per que motas vetz son faytas las plaguas so ayssi cum getament de peyra, o inscisio d’espaza o de cotel, o percussio am lansa, o am fustz, o am sageta, o semblantz ad aquels de motas causas.	And the causes of blister formation are due to heat of the weather, or incising a space or a knife, or striking with an axe, or with a spear, or similar to those that cause blisters.
Mays las plaguas que so en les locz del cos so ayssi cum plagua la qual catz sobre le cap, o·l col, o·l pietz, o·l ventre, o·l fitge, e semblantz ad aquels dels membres.	May be blisters that are in the places of the body are due to a blister that occurs on the head, or the neck, or the foot, or the belly, or the thigh, and similar to those of the limbs.
E yeu so recomtant la curacio de alcunas plaguas per que pauses aquela ratiocinacio e regla sobre las autras plaguas.	And I recommend the treatment of some blisters in order that that reasoning and rule may be applied to the other blisters.
E yeu comensare de las plaguas del cap simplas, quar la rememoracio de las compostas vindra al comensament del tertz capitol.	And I will begin with the simple blisters of the head, because the remembrance of the composed things will come at the beginning of the third chapter.
Donc dic que quan accideys en le cap plagua simpla e no es fractura, lahoras considera: si es per getament de peyra o de semblant, e ja ha trinquada la codena tant solament e es gran plagla e temes sobre aquel malaute havinement de apostema caut, lahoras tu te coyta e fleubotoma la cephalica tantost, e no tardas aquo; e extrats ad aquel del sanc segon la quantitat de la vertut de lu si no mes alcuna causa prohibent de fleubotomia, majorment si·l sanc que es eyssit de la plagua es pauc.	And so I say that when it occurs on the head a simple blister is not broken, then consider: if it is because of heat or similar, and you have already tied up the knot so much only and it is a large blister and you are worried about a pus blister forming over the head, then you rest and take a light diet for some time, and do not delay taking medicine; and extract from it according to the quantity of its virtue if there is no other cause that prevents you from taking light food, especially if the blister is small.
E sia la flaubotomia del contrari de la partida plaguada; e guardase le malaute de replecio e de vi e de viandas grossas.	And it is the flabotomy of the opposite of the infected part; and keep the patient from eating rich food and from eating thick foods.
Mays si de la minuicio prohibeys alcuna causa, lahoras sia aminorat de la vianda e no apropinque a carn ni a vi.	May we then of the minuteness of the matter for any cause, let it be lessened by the food and not brought near to meat or drink.
E pausa sobre la plagua, si a lu accideys apostema caut, coto enfus en oli rozat solet o en vi en le qual es stipticat.	And pause over the wound if it bleeds, a drop of rose water or wine let be put on it or in it which is dried up.
Mays si est segur de apostema caut, lahoras pausa sobre la plagua, si es recent am le sieu sanc e le ayre no ha mudat aquela la polvera la qual yeu recomtare aprop petit.	May we then if it is certain that the wound bleeds, pause over it, if it is recent let him sweat and put air on it not having changed that powder which I will recommend to put small.
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	And if the air has already changed that powder, then pause over ashes wet him up until it is healed.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	May we then if the wound is large or by cut of a blade and similar things, and the lips are not closed by pustules, let those be sutured according to what I recommend about suturing them.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	May we then if the wound is already discovered from the bone and pen, and it does not retain it but only a small suspensory, let that be cut and cure the wound with medicines and restore the flesh to its place instead of coden, and command the patient that he eat food that is dry: cheese and fruitlet and similar things until it is healed.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	And if the putridness in the coden does not adhere to the bone, then let you cut all of it and remove it, and cure it.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	May we then if these wounds are artery or vein from which the flow of blood may come out, and it is not cured by medicines, then you inquire about the artery, and if you do not cut that that does not heal, let you cut it with a blade, or let you pierce it; and if necessity forces you to put what we have said, let you cauterize it so that the blood be stopped.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	And if these wounds are simple and small, the cause of them is little; therefore you put on those this powder, for once solid they do not change before the air.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	And the way of the powder is this: take one part of olive oil, two parts of dragon's blood, three parts of non-extinct resin; all mixed together and well shaken, and if it is a wound filled with pus and confined by good constriction so that it does not adhere to it and coagulate on top.
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	And let you put those on the powder and leave it there, and not remove it while it is still like that so that it does not bleed, for it is not needed to be removed before being healed.
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	And some time later pour oil alone into the wound, when there is no need for you in present olive and dragon' blood.
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	And this operation should be done in large wounds when it is convenient to pause them on those and make them straight, and only recently wounded wounds whose air has not changed them.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	And if the air has changed them, and mainly when it is in summer time, then do not put this powder on, but cure those with oil that we have said, or let you pause over them with a hot compress, or let you pause over their ankles with flour of ordi soaked in water and honey until they are healed; and let you cure those with other treatment until they be healed.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	May we then if a fracture in the bone occurs and it is small, then you extract oil with gestures.
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	I will direct the cure of fractures in the head in the poison water.
De las plaguas del col.	Of wounds in the neck.
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	May we then if a wound occurs in the neck, let it not be treated differently from medication, and for wounds in the head when they are simple.
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	May we then if the neck nerves are cut or an artery, let them be avoided with treatment of water that causes violent contraction, and also to rub it and oil that is bitter and similar to it for nerves do not grow there.
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	And let you not pause over the wound for any cause of all is fresh, for the substance of the nerves is fresh and the continuation of it is to the brain, which is the pus of all members.
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	And if it is cured with light medicines, then let it be washed with double water, and put some drops of rose water in it, and wash it when it is washed with double water and other things to be mentioned below, and rub it.
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	May we then if the wound is large, then administer sutures or tie up the lips, and let those be cured with powder until they are healed.
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	May we then if the wound is deep or it occurs in the pus that is low broken, then pierce it in the place most sunken.
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	May we then if the wound is already an artery and there is a flow of blood, then separate or dry that, or pierce it, or cauterize it if necessity forces you to put water on.
Mays si ja ha insciditz les spondils del golayro o tot, e so salvadas las venas del col, lahoras tu ajusta las labias de la codena am sutura sobre la cana del golayro e no toques aquel; abantz egala aquel e reduzeys aquel sobre la sua figura natural, e aprop strenh aquel am strectura decent, e leyssa aquela per alcus jorns; e aprop cura aquel am enguentz en les quals es stipticitat e excitacio entro que sia sanat.	May we then if the spine of the neck is already broken and all of it, and the veins of the neck are only saved, then you adjust the lips of the coden with sutures on the cane of the neck and do not touch that; before doing so, make that one equal to its natural figure, and let those be strengthened by stretching them decently, and leave those for a few days; and let those be cured with rubbing in which contraction and excitement are caused until it is healed.
Mays si la plagua ja en le os a fayta enprecio, lahoras percuireys aquela, e lahoras si en lu ha fragmentz de hos, extratz totz aquels que podes de lor; e aquo que a tu no es apparelhat, leyssa aquo entro que la plagua se poyrisca, e sia separat e la egrecio de lu sia alleujada.	May we then if the wound in the bone has already begun to heal, then strike that, and if it has fragments of bones, extract all that you can; and if it is not covered with cloth, leave it until the wound is healing, and let those be separated and its relief be obtained.
E si la plagua es recent lahoras polveriza sobre aquela polvera la qual t’e recomtada.	And if the wound is recent then put on it this powder that I have recommended to you.
Mays si en la plagua es fayta fistula, lahoras cura aquela am aquo del qual la rememoracio vindra aprop en le sieu capitol.	May we then if the wound has become a fistula, then let those be cured with oil that will bring to mind that which is mentioned in the chapter of the head.
De las plaguas del col o de semblantz quan fayta entre las spallas e es fayta am spaza o am cotel o am lansa o am semblantz.	Of wounds in the neck or similar things when it is between the shoulders and has become a space, a cut, a lance, or similar things.
Si es percussio de lansa o de cotel, e vezes de lu la profunditat, lahoras considera mays si de la plagua yeys ventositat quan le malaute elena; lahoras sapias que la plagua es mortal.	If it is a cut of a lance or a cut, and many times deeper, then consider whether the patient has fever, for the wound is dangerous. You will know that the wound is deadly.
E si en lu no es profunditat e la plagua es recent am le sieu sanc, lahoras tu pauses en lu de la primieyra horo polvera, e no strenhas aquel per que no sia le sanc retengut en la profunditat de lu e que retorne al cor e que aucigua le malaute, mays pausa en lu enguent atractiu, e deslia aquela doas veguadas le dia.	And if it is not deep and the wound is recent with his sanc, then let you pause in it this powder for the first hour, and do not tighten that so that it does not retain his sanc in the depth of it and return to the pulse, but let you rub it gently, and leave that for two days.
E si l’enguent no es a tu present, lahoras tu pausa en le orrifici de la plagua coto viel per que sucque aquo que yeys de las humiditatz; e fay que le malaute dorma sobre la plagua per que corra aquo que es en lu ajustat.	And if the oil is not with you now, then let you pause in the wound a blade for sucking water that it has of humidity; and do so that the patient sleeps on the wound so that water runs through it.
Mays si ja de la plagua son passatz tres dias o mays e no accideys al malaute spasme ni tremor de cor mal ni strictura de ale, e vezes las autras dispozicios bonas de lu, lahoras sapias que plagua es salva; e adonc cura aquela am calguas e am l’autra curacio entro que sia sanada.	May we then if the wound has passed three days or more and there is no spasm of the patient or tremor of the heart or constriction of it, and many times other good dispositions of him, then you will know that the wound is healed; and let you cure those with water and other treatment until they be healed.
Mays si la sanacio de lu es excusada, e ja tot temps es uberta, lahoras sapias que ja es fayta fistula; cura donc aquela per le sieu capitol.	May we then if the patient's healing is not finished and time has passed, then you will know that it has become a fistula; therefore let you heal those in his head.
E si la plagua es per inscisio de spaza o de cotel, e es simpla en la superficia del pietz o del dos, lahoras cura aquela am aquo que es precedit de sutura, si es gran, o am polvera, si es petita.	And if the wound is by incision of a space or a cut, and it is simple on the surface of the foot or hand, then cure that with water preceded by sutures if it is large, or with powder if it is small.
Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquelas pessas, si so separadas.	Mays si ja ha fayta enprecio en le os, e so ja de lu inscizas pessas, lahoras tu torqua la plagua e coyta ad extrayre aquellas pessas, si so separadas.
Mays si no so separadas, lahoras leyssa las entro que se poyresca la plagua, que la extraccio de lor es alleujada.	If they are not separated, leave them in place so that the plague can be removed later, which is a relief.
E de las autras plaguas accidentz en les autres membres le juvament en curacio es le juvament de aquo que havem dit.	And of the other plagues that happen to the other members, healing in therapy is the healing of water that we have said.
De las plaguas del ventre.	Of the plagues of the belly.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The discomfort that occurs in the belly is great, little, or mild.
