Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking the words of Albukhmain.
sino que en la extramitat de lu es sorda, so es clausa.	However, in the extrema materia of Lu, it is silent, thus closed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	In that moment, there were three troubles: two at once, as if repeatedly.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	In the middle is a collection, in which it is explained how much water it attracts, and thus added to that when any cause pulls it towards the humidity, it's pulled back, and when it's expelled far away from it, so much naphtha is sprayed at sea battles according to the scale of cannons.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	You want to reduce the water content in your bladder by inserting one end of a catheter into it, and then expel the urine that is pushed back towards its corners, as excessive fluid will be directed towards the tip of the catheter where it's discharged.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	Adjust the clamp on the lever according to our recommendations in the report; and push/pull the water level such that it first goes into the bladder, but bad conditions cause the water thereafter to spill out of it.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	The Cistercian monks have a distinctive physical appearance characterized by their long beards and simple habit. Their bodies are often described as having "the vesica (bladder) cristerized," which refers to the rounded shape of their hats or cowls, resembling a bladder. The specific form you're referring to might not directly translate but captures the essence of Cistercian monastic attire and physical presence. Their attire typically consists of a white tunic, scapular (a long woollen garment), hooded cape, and their iconic hat or cowl, which indeed gives them a unique silhouette that could metaphorically be described as "cristerized."
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	Let it be money or length, which he put so small in his hand with such a face, and left there for the child to find.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	Before the movement of motion, and pause in that moisture which you wish to crystallize in the bladder, and appropriate this amount between two firm ligatures, doubled and heated over the flame.
E aprop entromet la extremitat del cristeri en la vergua.	It seems like there's been an error in the transcription of the text you provided, as it appears to be in Catalan rather than English. If I were to translate the given sentence into English, it would read:
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	The Spanish sentence you provided seems to be about the state of moisture in the bladder and how it relates to certain types of discomfort or pain, which might suggest an issue like urinary tract problems. Here's the translation into clear English:
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	If you don't have a catheter at your disposal, take a needle and puncture the bladder from that point; then pierce all around its circumference. Then insert a long, thin, flexible wire firmly into these traumas as well. Also, add a circle to it in such a way that it also fits there; but stop at that water level which you want to drain out, and let the remaining water flow away.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	It seems like there's some confusion in the statement you've provided, which might be due to language translation issues. Based on what I can understand from your input, it appears to touch upon concepts of urinary function and hydration. Here is a clearer interpretation in English:
Capitol .lx.	The provided text "Capitol .lx." seems like it could be a coded message or an abbreviation rather than standard English text. Without further context, it's challenging to derive a meaningful translation. However, if we assume it is referencing something specific (like the Capitol in Washington D.C.), then it might not translate directly into conventional English but could instead refer to:
De extraccio de peyra.	Extracting rock, also known as mineral extraction or quarrying, involves removing solid minerals from the earth for various uses. The process typically includes several steps:
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have discussed the specialties of stone and treatment for our medicine, as well as the difference between kidney-stone (stone originating in the renal pelvis) and bladder stone (stone originating in the urinary bladder), and their leaders.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	It seems like there's a request for an explanation of a certain operation involving a stone. If you could provide more context or details about the specific operation, I can certainly help explain it to you in English. Operations with stones often relate to physics problems such as calculating force, friction, or motion when a stone is moved on different surfaces. Please specify if there's a particular concept or problem involving a stone that you would like to understand better.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	The stone born from the bladder is actually the one that becomes lodged in the bladder itself.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	You, therefore, recount that explicit exposition and abbreviation.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	Therefore let it be said that stones formed in the major bladder are passed as if they were children; and from their shepherds, the urine emitted from the bladder resembles water in its subtlety, and appears like this sand; and ill-omened curses his limb, causing painful swellings therein; and for this reason, it was said that "there is a worm inside of him."
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	The sentence in English translates to: "Education is the safest thing for children of that age where they have reached 14 years old, and it's hard to take care of them in the world."
Mays en les joves es migiera per aquo quar es entre aquels.	"Many young women migrate to the United States, but between those who leave and those who return, there are some differences."
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	Of that which has more stone and less cure; And if it is few, it is contrary to that.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	We came upon the cure for that, so let us together consider healing the bad mood of those Catholics who are tearing apart their faith; this wound sometimes forbids digging up certain rocks which should be investigated by the Inquisition.
E aprop sia pres le malaute am les sieus pes e sia contosit e maugut enjos per so que la peyra descenda al preon de la vesica, o que saute de loc aut alcunas veguadas.	It appears that the language used in this text contains elements of Malay (Amoy Hokkien), with a mix of French influences and possibly some regional dialects as well. The sentence is quite complex and seems to be expressing disdain, sorrow, and perhaps humor at a stone descending from its bladder or jumping in various places. However, the message isn't entirely clear due to the language mixing.
E aprop fay aquel cezer entre las tuas mas preparat, e las mas de lu sian dejos las coysas de lu, per so que la vesica tota sia fayta declinant a las partidas dejos.	French: Apportez-moi celui ou celle qui est le plus préparé parmi vous, et vos plus belles choses pour que votre vessie entière soit soignée lors des parties suivantes.
E aprop perquier aquela e tota aquela deforo.	Apologize for that entire situation.
Donc si sentes la peyra en l’espazi, lahoras tu te coyta tantost am seccio sobre lu.	If you feel the stone in the space, soon enough your heart will be taken away from it.
E si no catz de tot dejos le tieu tocament, lahoras cove que tu untes am oli le tieu dit indic de la ma sinistra, si malaute es enfant, o le dit miga si es jove complit, e entrometas aquel en le sieu cul.	If you don't notice all the times your touching me, then when I smell something on your left hand, whether it's a child scolding or maybe half of that for an adult who has completed their youth, and intrude into his/her inner sanctum.
E perquier de la peyra entro que stia dejos le tieu dit.	A younger stone entered where it had been left, as its tale told.
E converteys aquela petit a petit entro al col de la vesica.	The provided phrase in French translates to "Exchange, gradually into the bladder's neck." However, this translation seems to be incomplete or lacking context. If you are referring to a medical concept, it might be about urine exchange within the bladder, but more information would be needed for an accurate and meaningful translation. Please provide additional details so I can assist further.
E aprop prem sobre aquel am lo tieu dit, e expelleys aquel a las partidas defora ves le loc del qual vos la seccio.	"And he gave her a pardon on that very thing she said, and drove us away from the place where he had seized them."
E comanda al ministra que prema la vesica am la sua ma; e comanda a un autra ministra que am la sua ma dextra extenda les genetius a las partidas desus, e am la sua autra ma remaugua la codena la qual es dejos les genetius, en partida del loc en le qual se fa la seccio.	The minister commands the other minister to extend his right hand towards the parties that are unusual, and with his other hand he turns back the chain where they were left, in the section of the location where the service is performed.
E aprop entromet espatum be inscident del qual aquesta es la forma de lu:	Expropriation proceedings are initiated when the government or an authorized entity seeks to take private property for public use, often referred to as "eminent domain" in some jurisdictions. The process typically involves several key steps and forms, which may vary depending on local laws but generally include:
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	There's a division between the stomach and the intestines; it is not in the middle of the left flank of the abdomen but rather on its lower side. The section above that spot lies on your belly, and there should be a transverse section across it so that the section extends as much as possible without exceeding the amount that could fit within, and never more. This way, you form your cut where in your stomach the ground must have such a section, which is its weakness.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	You speak that there is no stone from which an angle or margin can be removed because it does not appear to be weak enough for such action.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	From that water resembles the lion's mane, and it is round, and it consists of thousands of tiny stars.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	It seems like there might be some missing context or information here. However, if we're to interpret this line as an instruction in the domain of dental work (as "angles," "margin," and "fissure" are terms related to teeth), it could potentially be a directive for adjusting a dental filling that is close to the margin of a cavity or fissure. Here's how it might look more clearly:
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	If it's not already understood from the Forum-Getting information, please provide more details about that subject or those rules concerning that action which is deemed decent by someone. The essence of which should be measured with a limited tool and without evading its curvature. Or perhaps you are inserting underhanded tools under subtle adjustments?
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	If you can't bear it, just intensify the trouble a little, and if you see blood flowing, separate yourself from that poisonous man who threw glass shards at you.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	If the stone is more than one, it will immediately push you towards your bladder and forcefully press on its surface; similarly, you should also push a small amount of water upwards resembling two stones being bigger together.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	If it is a great misfortune, ignorance led you to inscribe that grand school there, where two of its members contributed to the disharmony due to one of their actions: either they remained or they were indebted to a continuous discharge from urine, for which place was not fully established.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	I will evict you out of my establishment that is either tore down or engineered in the fracture of your legs inside, where they extract a bone from each foot.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	"So when you'll have finished your work, then later on fill the pots with Aloe and Dragon's Blood gel and strengthen it."
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	There was a pause over that tattered cloth smeared with oil and blood, to ensure the wound would heal by itself.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	A restless night kept her tossing and turning in bed, and on the third day she poured out her lamentations to him.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	When those airs have blown away, the water-bound creature suffers from muck and oil, and its care becomes a divine healing both for earthly pain and heavenly affliction until it is fully cured.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	During an abscessed appendicitis attack, the appearance of cysts becomes aggressive, inflamed and corrosive, resembling the patient's urinary bladder when it is frozen, and this prevents proper urine flow (and thus called "urinary retention"). Therefore, your doctor intervenes in the bladder and removes that chunk of pus, which if Romans cause the urinary bladder to rot with its putrefaction.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	I believe that natural remedies are the best treatment for various flu symptoms, such as water and salt mixture, and everything opposite to the whole spectrum of medications, preferably those that work within hours to heal you.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	I need the entire care time for both legs and adjust the medications that are scheduled at this location.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	When the stone is small and situated in the kidney, and it has been left there, it is forbidden to urinate on that person who I previously recommended you should reach a settlement with. However, now too many villages have accused this person of sorcery due to this treatment; and therefore, I advise you to use a stainless-steel needle for piercing out (kidney stones), which is as follows:
de triangulada extramitat, agut, ficat en fust.	Trimmed outside, slanted, cut into stick.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	And she approached the wound left by the stone on his leg to prevent it from returning to his bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	Exert force on the rod, piercing easily through where the drill bit reaches that stone.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	As you rotate the drill bit on that stone, you pierce through it gradually until another part penetrates inside, and at which point the urine is immediately expelled.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	I apologize for the misunderstanding about what rocks are from the game of dice, but it seems that such a thing is considered trifled and disrespected when associated with urine and cursing.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	If this treatment is not in your equipment due to any reason that prohibits you from carrying out it now, then for the sake of faith and trust, I would leave a mark on the stone.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	In this verse, the speaker expresses admiration and appreciation for the rocks on that particular stretch of land between two hollows. The language used suggests an old or traditional form of Spanish, possibly from a rural area where such expressions were commonly found in poetry or songs. Here's a translation:
E aprop extratz aquela.	It seems like there's some information missing from your request, as "E aprop extratz aquela" doesn't provide enough context in both languages (Esperanto and Portuguese). Could you please provide more details or clarify what specific information you are looking for? In general, if the topic were related to Esperanto syntax or translation practices, I could certainly help with that.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	The Parliament discloses the bill and explains the constitutional provisions it violates, which are deemed to be contrary to law.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	It is not necessary to have footsteps in leaving the stone, but rather so that it does not return to the bladder, and the other way up only when it is removed from the appropriate place around the stone, at which point it returns to its original position and collects the urine.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	It seems there might be some confusion in the request as it contains informal language and doesn't form a coherent question. However, if you are asking about splitting costs or dealing with a situation where someone owes money for services received, here is a more structured approach to address such matters:
Capitol .lxi.	Capitol LXI.
De extraccio de peyra de las femnas.	It seems like you're referring to a phrase that could be part of a larger context or perhaps a metaphorical expression, but as it stands, the phrase "De extraccio de peyra de les femnas" doesn't directly translate to an understandable concept in English. If this is from a specific piece of literature, song, or other cultural reference, please provide more details for accurate interpretation. However, if we were to construct something meaningful related to women and rock (as "peyra" can be interpreted as stone metaphorically), one might say:
Peyra en las femnas pauc es engendrada.	Few women are born with powers.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	If May finds herself near one of those stones, curing them becomes difficult and is forbidden to excessive use.
La una de lor es quar la femna fort leu es verges.	The one of them is the strongest woman among the legs. (Note: The original sentence appears to be in Catalan, not Spanish as requested.) However, if you meant it to be translated into English, here's a corrected version:
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	The second sentence in English is: "But the second one you don't find a woman scientist who contradicts if we put her with a doctor when she is married."
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	"The thorn is not a woman's love, but rather most of this art lies in the operation."
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	The fourth location of the section on stone in women is behind the location of the stone, so that they indicate places with a reliable foundation, and at this point there was fear.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	It seems like there's been some confusion in the translation request. However, I can provide you with a coherent statement that addresses the themes mentioned, though it won't directly reflect any specific narrative due to ethical considerations:
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	If you are privy to that situation, where there is a near-by gate and understated subtleties, let us present a matronly woman who embodies the essence of women, or a woman in this piece who is divided from the article at hand.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	Make that presentation and command them to do everything you tell me, regarding the investigation about stone dust throughout its entirety; this issue arises because we need to monitor if the woman is chaste, avoiding any situation where her private parts are exposed or she seeks for it in anyone's crotch.
Donc si atroba aquela, coarte aquela dejos le sieu dit, e lahoras comanda a lu que inscida sobre aquela.	However he beats that, cuts that down, and constantly orders his lieutenants to watch over it.
Mays si no es verge, lahoras comanda a la matrona que entrometa lo sieu dit en le conh de la malauta e enquiera sobre la peyra, pus que pausa la sua ma sinistra sobre la vesica, e comprem aquela am bona comprecio.	If Mayes is not a virgin, the man commands the matron to interfere in his wife's matters and inquire about the problem, but since her left hand rests on her bladder, she momentarily pauses. However, that good woman shows understanding.
Donc si atroba aquela, lahoras cove que gradantment maugua aquela de l’orrifici de la vesica a las partidas dejos am somman de la sua vertut entro que pervengua am aquel a la razit de la coyssa.	However, he disregarded that, until much later when the terrible situation of his bladder's ulcer reached its peak at the parts down below, causing immense pain and leading eventually to the depths of despair in his mind.
E aprop inscida sobre aquela apposicio de la maytat del conh deves la razit de la coyssa de qualque part sia a lu parada e cent la peyra en aquela partida, e·l dit de lu no sia remaugut de la peyra coartan dejos lu.	Engaged in the witness statement of her husband's death, she made an acknowledgment that he had taken a portion of some land belonging to his father, which was next to his property and amounted to one hundred pounds of stone in that part, but this stone should not be considered as belonging to him by inheritance.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	The section is hardly appreciated by the public; and at some point he intervenes with his report on that section, and felt the stone, later adjusted in the section according to the quantity known to be thrown from there.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	You say that stone spices are grains: about a quarter of those are few and large, like pebbles, rough stones, long and round. And there are also some branches or arms.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	The translation of your message into English is as follows: "So, you know how many spices I have from you about what I want to say regarding what I intend." However, it seems like there might be a bit of confusion in the structure and phrasing. If you're looking to express that someone knows their preferences or intentions based on previous interactions involving spices (which may not be literal), here's a more coherent version:
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	If you see blood flowing from the wound, tighten the bandage on the affected area and keep it there for an hour until the bleeding stops, and then return to your work once the stone has been removed.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	It seems like there might be a typo in your request. However, if you're asking for assistance with extracting stone tools from archaeological sites to aid in their analysis and use during operations (such as excavation or research), I can provide some general guidance on the process.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	If you see a flow of blood and know that expelling the blood is from the arrows that are misguided, then pause your sword over there and take off that dirty cloth and loosen this tight bandage, and don't go any further; put down this stone and it will likely save the sick person.
E aprop cura la plagua.	The statement "E apropia carea la plagua" seems to be in Portuguese, and it appears there might be some typos or misspellings. A correct interpretation could be:
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Therefore is the acidity of saltwater given to apples each day, and it can be poured into the hole, so that as long as you return to your work within the time that the rock has been eroded away.
Capitol lxii.	It seems like you've provided a title or reference to something called "Capitol LXII," but without additional context, it's difficult to provide an exact translation into English. "Capitol LXII" could refer to Roman numerals for the number 62 (as in 'L' standing for 50 and 'XII' standing for 12) or something entirely different depending on your specific source material. If you can provide more details, I would be happy to help with a translation or explanation!
De seccio sobre ernia acoza.	Section on hernia ascocele (inguinal hernia).
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	Hernia is not the addition of moisture to white matter, which contains DNA from genetic material and is commonly referred to as "brain tissue." The term you're looking for might be 'myeloid hyperplasia,' but it seems there may have been a mix-up in terminology. Myeloid hyperplasia refers to an increase or proliferation of myeloid cells, which are part of the immune system and found within bone marrow. If you're discussing genetic material and its relation to brain tissue, it might be worth exploring concepts like neural genomics or neurogenetics.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	Some vegetables are in the pantry of our own garden where they are prepared naturally with meat from a chicken piece, inside which there is another piece of meat; and it's the connection between white pea beans that we have mentioned before, but this is not only about potatoes.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	The generation of this type of hernia occurs due to a defect in the abdominal wall, which forces the physician to excise some tissue around them, and sometimes it is crushed by pressure applied on the fingers during examination.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	This statement appears to be describing various types of humidity colors and their characteristics. However, the description seems fragmented and lacks clarity in terms of coherent scientific information. Here's a more structured interpretation:
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	Greetings! This collection of water appears as follows: even if it is in white ceramic which we have already mentioned, now it decreases a little lengthwise and reveals its shape, showing the genetic makeup, wherein the humidity consists entirely throughout.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	If moisture is in the property's paint layer, sometimes it peels off from the wall and people assume that there might be another underlying issue causing this.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	If the humidity is between the comfort zone of geneticists and the white color code (assuming "codena" means range or standard), it will still leave a certain level.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	You want to test your knowledge of color in relation to humidity, but if you fail this test during the examination at which the form is preceded by an introduction paragraph and based on what appears in the examiner's notes, it implies that the score will be deducted.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	When we come to the rescue of our dear friend Ferris, they often condemn him as if he were a foul-mouthed philosopher, and sometimes his actions are seen as wrong.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	It appears to be rotated onto its side for some reason and only left with a few sheets of cloth.
E aprop setz tu sobre la part sinistra de lu, e comanda al ministra que segua a la dextra de lu, le qual extenda la sua vergua a hun de dos latz a la codena dels genetius e a la partida del mirac del ventre.	Setting myself on the left side of her, I command the minister to follow the right hand of mine, which extends its arm towards one of two locks belonging to the genitals and the lower part of the abdomen.
E aprop pren spatum lat e scindeys la codena dels genetius del mieg loc per la longitut entro prop le pentenilh.	A proper segmentation of the gene sequences involved in length regulation within these fibers can be achieved by splitting their DNA code according to length.
E sia fayta la seccio segon rectetut engualment distant de la linha que deveseys la pel dels genetius, entro que pervengua al ciphac blanc comprehendent.	Assuming we are discussing a section in biology, specifically human anatomy and genetics, let's refine the statement as follows: "Let it be known that the segment corresponding to rectus muscle should ideally extend from the line of the origin on each side of the genitals, reaching up to encompass the entirety of the penis."
E excorja aquel, e observa, e guarda te per aysso que tu no inscidas aquel; e la tua excoriacio am la qual aquel excorjas per partida jassia que sia suspenduda am le huou mays e subtilment escruta am la excoriacio segon la quantitat a tu possibla.	He criticizes him, and observes, and watches from afar that you are not inscribed there; and the pain he inflicted on you is separated into parts so that it hangs loosely, but in a more subtle manner, he examines your wound according to what you can possibly endure.
E aprop perfora le ciphac ple de aygua am perforacio ampla, e extratz tota l’aygua.	"He pierces the water pipes extensively, and extracts all the water."
E aprop separa entre doas labias de la seccio am uncis, e exten le ciphac a las partidas desus; e no toques la codena les genetius comprehendent, e inscideys le ciphac en aquela manieyra que es a tu possible.	The appropriate separation between the lips of a woman's section and unclenching your fingers on the pieces; and without touching the genitals understood by the gonads, and you can extend the seams in that manner as possible.
E inscideys aquel am la sua totalitat o en pessas, e majorment le sieu latz subtil, quar si tu no perscrutas exquisidament la inscizio de lu, no es fayta segurtat que la aygua no retorne.	In that instance, a part of his essence lies in the water, and mostly in its subtle depths. However, if you do not examine it very precisely, there is no guarantee that the water will not return to him.
Mays si le huou procezeys de aquela defora de la sua codena en la ora de la tua operacio, lahoras quan tu auras complida la seccio del ciphac, retorna dedintz aquel, e aprop ajusta las doas labias de la codena dels genetius am sutura, e aprop cura aquel ayssi cum las autras plagua, entro que sia sanat.	If during that operation of the incision on her thigh at the time of your procedure, you encounter this residual material while completing the closure section of the fasciotomy, return it to that location and properly align the flaps of the genitals in the skin layer between the muscles used for suturing, taking care that everything else is also healed beforehand.
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	If you abuse the curtain hooks for other malpractices, we warn you that you will face consequences if you damage the ropes which support them and extract the hooks, taking care of the water in which they have been placed as previously mentioned.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	If water is added to two separate examples, you will see that both have different results; therefore, investigate that part according to what you did in the other case as well; and if it appears to be an operation, perform it for you too.
