Ayssi comensan las paraulas de Albucasim .	Aysa started learning the language of Albucasim.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	These herbs or some of them are submerged in water in the wave, and then placed over the fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	Now take the end of a straw and insert it into the mouthpiece of the mask, holding that in place until the vaculete pulls back to the curvature of the mask.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	In response to that sneezing fit we had earlier, the second runner took off with increased speed.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	In the event that Mays does not recover from this illness and is not excreted, then instruct the midwife to immerse his left hand in sesame oil or almond milk, and afterwards insert it into the womb to search for the second fetus, and when found, gently pull out the second baby a little at a time, following proper technique so that the mother does not injure herself during delivery.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	Abantza coves de ser permutades a dreta i esquerra, amb el seu ajuntament de facilitar-les.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	D) The amount of attraction will be directly adjusted, thus it would comply and avoid sticking to the surface.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	If the mother's mouth is obstructed, we have repeated the healing, detoxification, and medicinal herbs treatment for the wound.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	"If Mays is not removed from all the causes which we have recommended, he should guard against working on that in the state of abstraction; but rather ensure it is taken to the woman's mouth and provided with a tetrapack medicine (fourfold remedy); for such will cause her to perish within fourteen days and be dissolved and washed away."
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	In Mays Quan se poyreys is of high regard to the head and stompit, as it leads to illness; therefore, it should be administered with appropriate fumigants and care according to the water quality.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	Old Cathay's ancient castle, as well as its underground smoking of tobacco and dried figs.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	The form of the instrument by which a woman is suspected to retain menstrual flow and secondary discharge should be examined.
Sia fayta de veyre o de eram.	The sheep of the valley are white or black in color.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	H be paused at the subtle extremity near the hinge and the broad extremeby over the fireplace, and the undercurrent be paused beneath the feet of the furnace.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	The tongue is what consumes that which may be smoked or burned, and then becomes another thing.
De curacio del cul del enfant no-perforat.	The treatment of the child's posterior fontanelle does not perforate.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	As a child, I often read "The Cul-de-sac of Little Lu" series; they are subtle and cleverly written books.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	The maiden should approach the midwife and ask her to pierce that particular spot you mentioned earlier; otherwise, let the midwife press firmly on the area above it, but be careful not to touch the spine.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	A prophecy over that wool scattered in the wind and the smell; and the prophecy cares for that man who enters within its scent.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	May seem afraid that he is exhausted; therefore, taking breaks through a tube for several days and resting when the child needs to recover.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	E ja accidents opilaciones del cul por consolidación de pulgas o de pústulas; entonces cubre que esa consolidación sea descubierto, y así se aplique lo indicado para el cuidado y el uso de la pomada.
De curacio de las fistulas que endeveno dejos.	The treatment of the fistulas that you left unattended to.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	The fistula that develops between the remnants of tissue and large thickness, which emerges from the back or in the space of one wound.
E es una fistula o motas.	E is a type of grommet or vent tube. (In English)
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	C with that old stain continues to be affected by the damp white moisture or subtle rot, and some patches are evident as a result of these permeating fissures.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	The translations for "Aquelas penetrantes são boas para o uso do que é exigido da saída e por ventos; algumas vagas usam a má influência da saída, mas fortemente se afastam das ervas." would be:
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	Certain cysts are formed from those fistulas that have healed in the space penetrating between the bladard and within the vaginal canal, as well as in the area where the labia meet at the vulva's notch.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	The water in which a penetrating enema is known as "cul-entering" and a non-penetrant one, it's that you insert your instrument into the rectum, and try to subtly push or use something like iron within the fistula when not turbulent.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	In that it is tempting, the hours you spend in such a subtle lure of lead or horsehair into which you feel tempted to stick your tongue.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	If you do not feel that of anything in the case of vomiting or diarrhea or gas, as we have said, hours know when it is non-invasive and hours cautiously to the treatment.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	When the fistula is penetrating into the bladard or at the base of the urethra, its significance consists in the discharge of urine from that and interruption to him who has this condition that he may receive medical care as soon as possible.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	Mays, if you feel pain at the junction of the thigh or in the leg and even during circulation, this is a sign that you may want to try here without it being too hard on your legs or causing discomfort; and that sometimes there are redness spots. However, it may not be effective for everyone nor guaranteed by medical experts.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	In all cases of penetrating anus fistulas, not all are curable, and the treatment of such involves hard work and diligence from skilled surgeons on whom you rely.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	In that which is not transparent and not antique, fresh and full of iron, I hope for as you recommend to me, and what I have already experienced.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	The illness of jaundice mostly affects the liver and increases its bile channels within it; symptoms may include yellowing of skin and eyes, fatigue, dark urine, among others; if you suspect this condition, seek medical advice promptly.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	If you hear someone nearby is sick, now offer to put your words into their mouth. (However, this phrase does not make sense in English and seems like a mix-up of languages or phrases.) A more appropriate translation would be: "If you hear that someone nearby has fallen ill, now consider offering them kind words or assistance."
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	If you sit in your chair and feel a strange sensation underneath as if something is trying to get through, other than water that flows between your seat and the cushion, there are times when you know for certain that it's penetrating; then do not work with that feeling because it'cuu not healthy, just as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	However, they still preferred to stay in cozy cottages rather than modern houses.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	E of the medication for which it is hoped to bring relief, you should apply cauterization subtilly according to the depth of the fistula, as previously described, and insert that cautery into the fistula until it reaches around its wall; and then repeat with a needle or three times, inserting those so that you feel them all adequately adjusted within these seemingly plume-like canine-fistulated caruncles.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	A is the one who wraps those wounds in a dressing within which he observes all those cares that are properly adjusted, and also applies proper medicines to engender and consolidate flesh, and if it is cured, you will be well; otherwise, at no time can such an injury be healthy without any other treatment.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	If a stone is introduced and does not penetrate into the anus, but enters that which is immediately close to it (the anal opening), and touches the fistula just as it becomes filled with flesh or pus, one should press on the surface of the fistula, causing blood to be expelled from the puncture. Then check if the area around the anus dries up after a meal related to the faster (the process), and if so, continue until the stone reaches the location where it can exit through the fistula opening, at which point the object will be released and removed.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	In English, the sentence would be translated to: "The modification of those furrowed sins gathered in the pen's tube and not from that wicker basket has its root cause." However, it seems there might have been an error or confusion with the original Portuguese text since some words do not seem to make sense. If you could provide more context or clarify the text, I would be happy to help translate a different sentence!
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	Mays be the flux of blood to occur between you and your afflicted area when applying those veins, let it happen one thousand times if possible, or at least through the use of a more efficient instrument which is cauterized with heat or acute medicine; so adjusting of such veins is done properly, and excision of blood that has been dried up from humidity.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	In the area covered by or within four hours of the event, be aware that there are strong winds and thunderstebounds which may cause damage to buildings with weak roofing structures. These conditions often result in heavy rain causing hard-to-remove debris and accumulation. Stay alert and take necessary precautions.
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	"Such medicines have anti-inflamprise and efficacy; the hours they are restored, healed already and do not fear relapse."
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	If you have a hemorrhoid or anal fissure inside the anus and it extends to the surface of your skin, your buttocks may experience pain during bowel movements and there may be bleeding from that area.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	If she is tempted by you or someone else in any way, whether with words or actions, and it becomes known to her, then now it'n not considered a violation but according to the law of trust and hope.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	The cause for performing surgery on a stomach ulcer is due to one of three reasons: either the ulcer must be cauterized as previously discussed; or the ulcer should heal by itself if possible, and you do not proceed with any excision unless it encroaches upon the healthy tissue in the region where the ulcer exists. You also ensure that no scar tissue is involved during this process to avoid complications related to the underlying disease progression; or alternatively, you remove the outer membrane of the ulcer and cleanse any pus found within it as previously discussed, either by using a sharp instrument or another tool with acute extremities. Finally, make sure to perform complete healing of the wound following excision, if the discharged pulses do not consolidate, rupture the open fistula at the backside of the anus and seal it over with a thicker layer for better protection against any malaise.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	Certain fistulas can be closed following this method: when you insert the probe into the fistula, place it at a depth of approximately one centimeter around the skin surface near the buttocks and along the edge of the anus. Then gently attempt to perforate the tissue with the prepared needle in the following manner:
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	He, the sly fox snuck into that faithful farmstead amidst those fields or around them; and he tried to get in through the small hole which leads to the treasure chamber.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	Here is the English translation of your text:
E aprop cura la plagua entro que sia consolidada e sanada.	A) The President of the Republic shall take care that peace is achieved within as soon as possible and restored.
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	If the opening of the abscess is not penetrating, wait for it to open on its own in any manner that is suitable for your treatment, but do not insert anything into it except if you are doing so to drain the pus; and then proceed with care within that area until healed.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	The form of spatulate spinous bone through which the fistula is divided; the curvature of which is sharp on one side and blunt on the other, so that it does not enter into a place where it is unnecessary, as in some cases.
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	Emory's stitches for which the thread ran through in the intention of those.
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	Morroyds are found in two types of areas, one on the sea coast resembling coal but actually made of carbon, while others occur as fatty deposits or layers.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	I of those little and big, and that his edge is from those seasons and he has one, and most others, and outside the hull, and at the ends of him.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	However, those that were not of gold had the following characteristics due to low moisture content, from which clear water or a little blood continues to flow, and its color is according to its composition.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	Translation: And the cure of that which is within the coffin, you shall command the evil to be burned and pressed into it so that the charcoals appear before thee.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	And do not judge according to appearance and suspend your own prejudices or those you have about others on the basis of their faith; instead, weigh them by what is within their hearts, just as you would with yours.
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	Mays let the needles not get wet in that humidity or softening of those, then take those with a coarse cloth or scissors and remove any threads protruding from them, also powder over them some tailor's chalk dust so that they may be stuck to those instead of cauterizing; or cauterize as is preceded in the chapter on cauterizing.
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	A) He who seeks healing shall find it within the other remedy, where those are cured.
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	If the tail does not obey exiting, hours of crisprism lead to malady in which it is sharply bitten, and bathed with water that lies within the bowl and eagerly exits when the malady oozes.
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	If you have hemorrhoids inside the anus and it is causing discomfort or pain, do not hesitate to seek treatment as it can be very effective. To allee this issue, one may consider using over-the-counter creams such as Preparation H or Tucks pads. These products contain ingredients that help reduce swelling and relieve irritation.
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	That one who is willing to perform suturing, take the threaded needle and insert it through the scar tissue on this manner: hold the threaded needle firmly, and carefully push it through the scars situated above; then, penetrate that same needle into the opposite part of the body at an equal distance from the hole left by the needle. Wind both remaining ends of the thread around that portion, longitudinally. Then tighten the scar tissue firmly, and pull the threaded needle through again without removing the needle's eyelet.
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	In the beginning God created the heavens and the earth. The earth was formless and empty, darkness covered the deep waters, and the Spirit of God was hovering over the surface of the water. Then God said, "Let there be light," and there was light.
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	In English, the text would read as follows: "A sneeze on his back that burst into laughter and a gasp upon the chest; and he commands it to reappear."
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	A proper application is within that box and when used, it heals those ills or other remeder whereby they are made well.
De curacio de fistulas.	Treatment of fistulas.
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	Repeated failures due to wear and tear of the gasket or natural cracking.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	"Cumin in that medicine, use antimony and not exceed the dose at the point of stump or within your ointment, where they are made wet with that essence, which prevents those from constricting; moreover cure those within which it is constricted."
Lahoras tu osta aquelas am razio pus vehement que la primieyra entro que mot sancno e sian excoriadas; e aprop cura aquelas entro que sian sanadas.	Lahora, ta ostes tues en quella ration plus vehemens quel la prima entro qu'am sanegts e sains excoriatas; e apropa curant aquellas entro quels am sanadats.
De curacio de almesamir, so es clau.	The care of Almezaimir is a key issue.
Sapias que alamermar, so es clau, e no es si no notz redon segon la color del cors semblant a cap de claviel, e es fayt en tot le cors e majorment en las partidas dejos les pes e als ditz, e endeve per aquels dolor deves le anament.	"Know that almonds are black and not white unless dyed according to the color of their shell resembling a clover leaf at its head; they'cuauhticuiltia in Nahuatl, meaning 'it is shaped like a small wing', referring to the shape of the seed itself. They are found throughout the entire body and particularly in areas previously occupied by lymaturous tissues such as breast or chest regions. Additionally, they may be associated with chronic pain."
E adonc cove que sia inscidit aquo que es en le circuit del clau, e sia tengut am les forfexs o am unci, e sia eradicat de la sua razit; e aprop cura aquel.	Therefore let the water that is in the lock of the nail be held with tweezeburn or a hook, and extracted from its root; and then treat it accordingly.
E si vols, cauteriza le segont que es precedit en le sieu capitol.	If you wish to do so, proceed with the second that is mentioned in your chapter.
Mays de veruca es eminencia petita aspre fistulada redonda sobre la superficia del cos, e motas veguadas veno en las mas dels enfantz.	Warts of Verruca are small rough pimpled and round on the surface of the skin, with visible veins in most children' groves.
E curacio de lu es que estendas e inscidas aquela, o que estrenhas aquela am fiel o am pel entro que caja.	The essence of love is to extend and include the one you care for within your heart.
E si vols, cauteriza aquo, segon que havem dit, am foc o am medicina acuta.	If it bursts, cauterize the wound with hot water, as we have instructed; use heat or acute medicine.
E ja so eradicadas enversas e no-enversas am le instrument le qual yeu diyre.	The correct conjugation in Spanish for the verb "to eradicate" (erradicar) would be:
Mays formica es eminencia petita feutrada o fistulada grossa sobre la superficia del cos anant mot en le preon, e quan le freg atroba aquela es centit en lu semblant de mordificacio de formigua, e es fayta entorn le cos.	May's ant hill is a small, muddy and rough formation located on the surface of the ground near the roadway, and when someone touches it, there appears to be a sting like ants, but it is made around the mound.
E curacio de lu es que prenguas una canula de pena de auca o de pena de voltor, e sia fort, e pausa aquela sobre la formigua entro que la contengua le cercle de la canula de las partidas de lu; e aprop revolveys la tua ma am la canula entro que inscidas aquo que es en le circuit de la formigua, e pauses aquela en le preon de la carn, e que eradiques la formigua de la sua razit.	The cure for Lu fever is to use a quill from the tail of a crow or rooster; ensure it's strong and pure. Place that over the insect within which the liquid you apply with the quill will encircle its path in the circuit of the insect, then rotate your hand while holding the quill inside where you insert into this circuit, placing it on the edge of the carn (possibly referring to skin), and removing the insect from its residence.
E si vols, fay aquo am canula de eram o de ferr segon aquesta forma:	If you wish, I'll provide some water or an iron straw according to this manner:
Sia la partida desus de la canulha trahent a subtilitat, sorda (so es no-perforada), envolopada per so que sobre le dit la aprencio de lu sia ablaviada e la revolucio de aquela.	The strap of the earring hangs subtly, muffled (it's not pierced), wrapped around itself such that on top lies its shine and rotation of that one.
E si vols cauteriza la formiga segon que es denant dit en la cauterizacio de atheyl en le capitol de cauteri.	If the ant is to be burned, it shall then approach as mentioned in the cauterization of Athyle in the Capitoline Cautery.
De forma dels instrumentz que so aministratz a dar cristeri.	Of the various instruments you manage, which one do you administer for christening ceremonamen?
Alcunas veguadas es fayt cristeri de argent o de lato o de eram fondut o malleat; e alcunas veguadas es fayt de aquels instrumentz petit e gran segon aquels als quals so aministratz, quar aquel que es aministrat en la curacio dels petitz enfants sia petit; e de aquel dels quals los culs son freuls o doloyrozes, les cristeris de aquels sian petitz.	Some veguades are made from Argent or Latte cheese, melted and fried; others are made with small to large instruments according to those they serve, such as the creatures in pediatric care requiring smaller instruments, while for those with scrotums (testicles) that are firm or sensitive, their crispy veguades should be slightly larger.
La forma de cristeri gran e pauc:	Large Crater and Few Lakes:
Le cap de la canula de lu desus en le qual es liada la borsa sia ampla segon aquesta manieyra; e sia a lu distinacio la on la borsa es liada ayssi cum vezes.	The tip of the tube is left out in such a way that the bag attached to it is wide according to this method; and its distance from the point where the bag is attached is thus measured as well.
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	The tip of the last mentioned finger (i.e., the little finger), which is inserted into the buttocks and is interposed in the anus, is numb (that is, not hairy); it is slightly tapered; and on one side of its length there are two grooves, while on the other side there is a single groove. The width of these groovers corresponds to the thickness of the fingers according to their coarseness and being somewhat thicker in proportion to the size of the nails.
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	E is the bag in which urine from an animal or sheep's wool are stored, and its quantity should be a pound.
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	S is punctured for motion along the tracks and then revolved; and its space between the tracks is increased to the desired width.
E aprop entromet en aquels traucs fiel fort de fiel cru le qual sia de detz fiels, o enviro aquels; e ajusta am aquel la borsa; e quan es pausada en lu la borsa, sia streyt en le cap del cristeri entre dos distingentz am fort costriccio, e aprop cristeriza am aquel quascun trauc: Mays la qualitat de cristerizar am aquel es que tu omples la borsa de la medicina, que sia escalfada segon la quantitat de la tolleransa del malaute; e guarda te que no sia trop cauda ni trop freja.	When applying the ointment in those wounds far from a clean and dry place which is of different kinds, or enclosing them; and adjust that bag; and when placed on it, tightly fasten that at the head of cristern, between two distinguishable strings with a strong knot: But the quality of applying this ointment is such that you apply the medicine in the pouch which should be heated according to the tolerance level of the pain; and watch out so it's not too cool or too hot.
E aprop le malaute sia resupinat sobre le sieu dos, e eleva las suas cambas en sus e pausa dejos lu un cuer sobre le qual ja so les homes o un lansol; e aprop unta la extramitat del cauteri am oli o am album de huou o am mucellage de fenugrec o de semblantz; e aprop entromet aquel en le cul am facilitat, e aprop le ministre prengua la borsa e exprema aquel am doas mas e essemps am vehemencia entro que sia evacuat en le budelh tot aquo que es en le cristeri; e aprop extra le cristeri e le malaute leva las suas cambas a la paret.	The person lays on their back, elevates the soles of their feet and places a weight upon which they have previously stood or a pillow; then anoints the extremity of the incision with oil, almond paste, or fenugreek seeds. They introduce that into the rectum and express it out in two to three emissions vigorously until completely evacuated. Then remove the instrument from the rectum and the person lifts their buttocks off the cradle.
E si la medicina forsa aquel a eyssiment, tengua le tant quant poyra; e si dorm am aquel per tota una nueyt, es mays derier en juvament.	If you have diarrhea, try to drink plenty of fluids and if possible, take oral rehydration solutions (ORS); if you sleep all night through it without waking up, there is a risk of dehaturification.
Mays si tu cristerizas aquel en las malautias de solucio de ventre e l’eyssiment de lu le coyta, lahoras tu itera le cauteri entro que sia sanat.	May I be thy plaster in times of great distress and trouble of stomach and bowel movement; at this time I iterate the healing that shall make thee whole. (This is an English translation of the original Catalan text)
E si en le cul so emorroydas o apostemas ledens, lahoras sia le cristeri mot subtil e leon, dels cristeris am les quals les enfantz so criterisatz.	If you have hemorrhoids or painful boils, the remedeby for these mild symptoms include herbal and natural treatments such as using warm sitz baths, applying witch hazel pads, and taking over-the-counter topical creams.
De curacio de las plaguas.	Treatment of the Plagues.
Yeu ja e dit en la divisio de la curacio de las plaguas aquo que convenia al libre, e yeu dic assi la curacio de aquelas am ma e am medicinas segon le conpliment.	In the division of the treatment of these ailments, water is essential to be considered free and I thus prescribe the use of those remedeis and medicine according to your complaint.
Donc dic que las plaguas son diversificadas segon aquo en que son faytas las plaguas e segon le loc sobre le qual cazo las plaquas.	I say that the plots are diverse according to when they were made and depending on the location where these plots are located.
