Ayssi comensan las paraulas de Albucasim .	I start learning words from Albuquerque.
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	And I will show you all those causes and the signs of those diseases as well as their cures and remedangs in division.
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	E. coli is the bacterium that caused your urinary tract infection, which occurred due to surgery. This infection may have led to the development of a postoperative fistula. Treatment for this condition often involves antibiotcuents and may require additional medical intervention depending on its severity.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	Fistulae that affect all the limbs of the body, four of which extend to large veins and arteries, or to nerves, or to the chest, or to the bladcu, or to any of the ribs, or to one of the vertebrae of the spine, or to any of the compound joints made up of such composition as that of bone and flesh; and those that are near to a main limb.
E donc aquela de aquestas fistulas que es segon aquesta manieyra es de las malautias de dificil sanacio, e no recep curacio, e occupacio am aquela es trebalh e ignorancia.	Then, according to this classification system, that particular type of fistula is considered a disease with difficult healing and does not respond to treatment; it requires effort and knowledge for its management.
E si es de las fistulas alcuna la profunditat de la qual no perve ad aquestz locs que e dit, e esperas e confizas en la curacio de lu, e vols pervenir a cognicio de lu, lahoras pren tenta de eram o de ferr, e si la fistula va segon rectetut, e perquireys aquela am lu.	If there is no other way to reach these places you mentioned and you trust in the healing of them, and intend to gain knowledge about them, then at present try to obtain iron or steel, and if the fistula goes straight, pursue that path unto it.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	In the case of a twisted fistula, one should try using a thin silver wire; as it has been observed that this allows for the body's natural buoyancy and curvature to be followed when dealing with such tortuosity.
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	"Si una persona con un tubo nasogástrico experimenta señales alarmantes o desagradables, puede indicar complicaciones potencialamientes graves."
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	A doctor sterilizes the catheters for the infections caused by other catheterized wounds as well as to avoid moisture from which you are sterilizing them, leading to contamination of other sites and leakage from theirs.
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	An exquisitely precise manner to ascertain if you possess the aortic nerve and comprehend the mystery of distant or branchial fistulas is through advanced medical imaging techniques, such as computed tomography (CT), magnetic resoncuim imaging (MRI) scans. These methods provide detailed images that can help identify any abnormal connections between different body parts, including aortic nerve-related conditions like fistulas, and aid in diagnosing the source of pain and associated symptoms accurately. Additionally, consultation with specialists, thorough patient history, clinical examination, and laboratory tests play crucial roles in confirming such complex medical scenarios.
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	E cum tu auras stat sobre totas aquelas causes am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoramsi es fistula apparent propinqua o en loc sal, longinca de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu ditz.
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	Lahore's wound is dry due to what has been said by the physician; it also causes water that is in that filtration and of corrupted flesh, as well as blood that comes from a wound in the heart, or bile and appearances. And cure that one which is within and needs healing.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	The long and deep anal fistula should be cured as soon as possible to prevent complications; it's essential to thoroughly clean the affected area and administer medications promptly after wrapping them in sterile dressings, which have been inserted through a specialized tool into the depth of the fistula.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	An aqueous solution prevents the rapid deterioration of any water that comes into contact with the membrane during an acute infectious process such as in the case of a urinary tract infection (UTI).
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	A prop restores that which generates healthy flesh within healing contexts.
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	If it is not healed by time, then you should cauterize that as soon as possible.
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	Mays is the cause of fistula and do you have a certificate for it? Now inquire about that and whether it's related to veins, nerves or main members as well. If none of these causes are present, then proceed accordingly.
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	May the Lord be your guiding light and protect you from any form of corruption or evil, granting strength during times when such impurpertinenes may arise within you. Let Him purify whatever aspect that has been tainted; and above all, care for His Son Jesus Christ who dwells in us to keep us pure and holy.
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	If it is not healthy and pure, in this way you may understand that you have not achieved the total eradication of corruption; hence, you shall carefully and thoroughly work on its reason and purification, ultimately restoring wholeness to yourself once more.
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	If it is true, you are; if not, learn that this corruption lies in the depths far away from your body, which has not yet reached it, and therefore do not worry about it unduly.
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	If the rotten bone is small or manageable, now you should use fine forceps that fit properly in order to remove it.
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	If you have any doubts or hesitations, the extraction of all, and not leaving out those without any cause weaken your strength.
Mays si a tu fa contrarietat alcuna causa de las humiditatz, e en lor inscizio no ha temor ni error, lahoras inscideys aquelas liaments o carns si so aqui, e deliura les osses.	If any of the dampness causes you discomfort, and without knowledge or mistake, at this time he/she shall provide relief to those pains or aching bodies if it is here; and delivers the bones.
Mays si a tu no es preparacio de ostar les osses de la tua hora, lahoras pausa sobre la plagua aquo que poyresca la plagua aquela, e layssa aquela entro que aquo es al enviro de aquels osses de carns e de liamentz, e guarda la plagua que no sia consolidada, e sia constrengida la seccio la qual tu has inscidida en la tua operacio.	If you are not prepared to extract the bones of your hour from the beach where they washed ashore, leave them there until such time as that place is in the environment of those bone remains with flesh and shrouds, and keep the tideline so that it does not consolidate, and restrain the section you have cut during your work.
Habantz, si temes, pausa sobre lu coto submers en sopre trissat am oli, o coto submers en anguent egipciac, o en alcu dels enguentz vertz, quar quan poyriran aquelas liaments, e les osses son de lor seperatz la ablacio, e de aquels atraccio es alleujada.	If you fear, pause over the place submerged in sweet oil or a submersed place in Egyptian unguent, or on one of these green balms, for when they are burnt, those limbs will separate and the bones will be dissolved by ablation, and from those afflictions it is driven away.
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	May's is as good as the ox of Camba or of Coissa or suchlike, and whatsoever may be defiled on it pertains only to its skin; therefore let that blackness and corruption behind remain while there is restoration in place of those things.
Mays si aquo que de lu es corrumpyt es gran partida, e la corrupcio ja ha conseguida la medulla del os, lahoras es causa necessaria cerrar aquel e aquel tot inscidir entro al loc on es pervenguda la corrupcio, e lahoras cura aquel entro que sia consolidada.	Mays si aquo que de lu es corrumpyt ès a gran partida; la corrupció ja ha conseguí la medolla del os, l'hora és causa necessària cercar aquell e aquel tot inscidir entro al lloc on es pervenguda la corrupció, i l'ora cura aquell entro que sia consolidat.
E yeu recomti a tu aquo que endevenc ad un home en la sua coyssa per que pausez aquela a eyssempli e adjutori sobre la tua operacio.	Here is the translation of your text into English, along with an example and assistance regarding my work:
Foc un home jove per etat entorn xxx ans, al qual accideys dolor en la sua cueyssa, e de las partidas dedintz mauguda es sobre la materia dedintz le cors entro que la materia es pervenguda a la cueyssa, e es materia de apostema am gran apostema, e no foc a lu causa extrinseca.	A man of approximately XXX years old experienced pain in his groin, and due to unclean habits he allowed the matter to enter his body, reaching the testes internally, causing a severe abscess which was not caused by external factors.
E adonc foc extendut le temps am aquela per la error dels metges entro que l’apostema es hubert, e acorrero de lu materias motas, e la sua curacio foc aprop pausada entro que la camba foc fistulada, e faytz son en lu motz orrificis les quals totz getavan poyredura e las humiditatz del cos.	Thus he extends the time for that error on the cooks within which the inflammamoons occur, and collecting of materials, as well as its careful cure with a slow warmth between when the boil is made funnel-shaped, and fits them in the orifices formed by it so all leaks out drips and moisture from the skin.
E adonc le curec multitut de metges entorn dos ans, e no foc en aquels savia ma en la art, entro que yeu fu appelat.	The reason for the great abundance of tools around it is that I wasn't focused on making those skills just a year ago. Now that I have been called upon.
E vi la camba de lu e las materias que corrian de lu aquels orrificis per gran cors; e ja le cos de aquel home era tot stabozit e la color de lu era citrina.	The lamb was lying there and the materials that were coming from there in great heaps; already what remained of that man's body was totally charred, and its color had turned a citrine hue.
E adonc yeu intromesi la tenta ad un de aquels orrificis e pervenguec la tenta al os.	Then you have been intrigued by one of those horror stories and reached the end at a certain point.
E aprop yeu e perscrutat tostz les orrificis e trobegui aquels pervenir a lor de totas partidas de la camba.	As you approach the mysteries and delve into the origins, strive to uncover their relevance for all parties of the kingdom.
E adonc yeu me coytegui e inscidegui sobre un dels orrificis aquels entro que descrobegui una partida del os, e atrobegui aquel corromput, e ja era terros e corrumput e denigrat; e era ja corrumpuda una partida de la camba entro que havia penetrat entro a la mezola.	Once upon a time in a remote village nestled among the mountains, there existed an old cemetery that had been abandoned for centuries. Over time, nature reclaimed the land and the bodies buried beneath were forgotten by all except one curious young man named Thomas. One day, he decided to explore the forbidden grounds despite the warnings of the villagers who spoke in hushed tones about the mysteries hidden within.
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	Well, you've discovered and prepared the water that I was planning to find.
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	In my letter, I confess that there was not a bone but the corruption which abided and settled in it; indeed, I have already addressed this matter.
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	The treatment plan for this patient involves long-term preventive measures as well as non-consolidative therapy.
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	Title: The Second Voyage and the First Discovery - A Continuation of Exploration and Progress in History
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	I come across water that appears to be contaminated, and as an obligation I am forced to perform the purification process and restoration, but it is not restored.
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	So you've discovered another wound and don't stop digging deeper into it little by little, until you restore the entire area around it; if it isn't restored within a span of time, you extract its core essence (marrow) and then thoroughly restore it using medications. As a result, it becomes solidified and healed.
E no es necessaria iteracio en la operacio de lu e seccio de lu sino per la disposicio de la freulesa de lu e per la paucitat de la tollerancia de lu e paor de lu de mort, quar a lu accidia en totas horas per superfluitat de evacuacio sincopi mala.	The necessity of using Lu and Secchi depths does not depend on iterative operation in the light section but for the purpose of assessing the algal bloom's growth rate, as well as its abundance tolerance in all hours due to excessive water clarity issues.
E donc sanat es per sanacio entiera, e nada es en loc de os carn dura; e es fayta bona la disposicio de lu en le sieu cors e retornec la vertut de lu; e es conversat en las suas disposicios e no fec a lu contrarietat en ambulacio ni nocument en denguna causa.	So be it healthy and wholesome food, nothing hard in taste for you; and your body's disposition is good, the virtue of wellness returns to you; and conversely, there is no detriment or harm done to you on this dietary path.
Mays si es os eminent en loc del cors ja trauquat, lahoras cove que tu secces aquel segon aquesta manieyra: e es que tu prenguas liament e strenh aquel en la extremitat de aquel os eminent, e comanda ad alcu que extenda aquel en sus; e pausa aquel liament de lana pus gros del primier liament; e aprop lia aquel sobre la carn que es dejos le os, e exten la extramitat de lu per que atires la carn a las partidas dejos, e tu descuebras la carn sobre le loc le qual voles serrar per que la serra no leda la carn.	Mays, you have enhanced the edge of that blade by sharpening it in such a way: now you take a whetstone and tighten its extremity on that enhanced edge, then command someone to extend the stone along it; pause for a moment with a woollen thread thicker than the first one. Then place that thread over the flesh where the cut will be made so that as you pull it taut, your skin is pulled away from the underlying bone, and finally expose the area of flesh that needs to be cut, ensuring the blade does not tear through the skin.
E pausa fust o taula dejos le os decentment, quar quan tu fas aquo no es prohibida la serra que no secce la carn corrumpuda.	During the holidamas, the use of firewood and wooden tables is allowed as long as it does not forbid cutting trees that do not harm the decayed meat.
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	"If the rust gradually covers the metal parts of a joint, because it is in the crevices of the bone erosion and does not appear at first to the touch, eventually the rust will spread to other areas."
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	If the bone is decayed and not prominent, it follows one continuous section after another, and the decomposition occurs either at the site or in a part of the body that is totally consumed; hence you will discover the flesh in all parts to be completely gone, and soon thereafter lies the remains from the first piece where the decomposition has occurred within which continues with the closing of the other sections.
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	S is a small thistle according to the rules of corruption we have stated.
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	Corruption is at the joint, it penetrates that corrupted joint and cuts through to the other side.
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	If we wish to end the cycle of corruption, it's not about moments but rather in persistence and resilience.
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	Corruption in the brain or body is not easy to determine; however, it seems that you should investigate how corruption appears to you and remove it according to each method available, and ensure its rectification as much as possible without causing harm or damage to your nerves or veins.
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	E sapias qual es inscididores et las serras a inscidir aquestz osses son motz segon le situament dels ossn, e la preparazo de aquels, e la grosseza de aquells, e la subtilitat e la grandezza e la parvitate de aquells, e la duritia e la lor raritat; per que cove che tu prepares a tota specia d'operacio instrument convenint ad aquella operacio.
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	The operation you refer to relates to the species of tool with which you identify; how great is your study and extensive knowledge of this art, and experience in dealing with various illnesseby means that you have used methods appropriate for all symptoms related to each disease.
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	At the end of this chapter, you will learn about the number and types of instruments that cause sound waves and simple harmonic motion and are involved in the phenomenon you'll be studying which affects other objects around them.
Forma de serra:	Serrated form:
Forma de autra serra:	Alternative form of the word "serra":
Forma de autra serra:	Alternative wording for "different mountain range":
Forma de autra serra gran:	Alternative way to say "gran": large, big, significant, or considerable. These are just a few examples of synonyms for the word "grande" in Spanish, which is translated as "large", "big", etc., in English. Here'ebow I can help you with any translations or language-related questions you might have!
Forma de ray:	Forma de la onda:
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	Let the vertex of this angle be in line with the form of a starfish claw, and let the points on its arms follow the pattern of the compass rose.
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	It doesn't convene on meeting but rather those joints have fused together and the mouth is wide open when they become corrupted.
Forma de razori major dels autres:	Forma mayor dels altres : Inglés
Forma de razori menor:	Menor forma de razón, o menor proporción, es una comparación entre dos cantidades que indica cuántas veces un número contiene a otro. En matemátamocho, se calcula dividiendo el máximo común divisor (MCD) del numerador y denominador por sí mismos para simplificar la razón a sus términos más bajos. Por ejemplo, la proporción 10/15 en su forma menos puede expresarse como 2/3.
Forma de razori lat:	Tautulio rado, jis nors tevinai. (Greetings, I do not speak Latvian.)
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	Alternative form of a downward-sloping serif font: Serifs are the small decorative strokes found at the end of certain letters in some fonts, and this particular style has particularly prominent serifs with sharp points, creating an assertive appearance. The overall shape is characterized by its sloped contours that descend from top to bottom.
Forma de lu:	Form of light. In Spanish, we would say "Forma de luz". Both phrases convey the same meaning referring to a particular shape or configuration that light can take on. Light doesn't have physical form like solids do but it can be described in terms of its characteristics such as color, intensity and direction among others. So when you refer to the "form" of light, it could relate to how these qualities come together to give an impression or effect.
Forma de razori en la qual ha concavitat:	A formulă cu cauzalitate:
Forma de razori autra subtil:	Una forma alternativa y sutil de expresar una idea es mediante la utilización de metáforas, analogías o comparaciones que evoquen imácuiones vagas pero poderosas en la mente del receptor. Esto permite transmitir el mensaje deseado sin ser directamente explícito y facilita una conexión más profunda con el tema tratado al permitir interpretaciones variadas de acuerdo a los antecedentes y experiencias personales de cada individuo.
Forma de autra razori de curvada extremitat:	Another way to form an extremely curved shape, or extreme curve in geometry, is through the use of hyperbolic curves. A hyperbolic curve has a steeper slope than a parabolic curve and extends infinitely without ever intersecting its asymptotes. This creates very sharp bends that can be useful for various applications, such as architecture, engineering designs, and mathematical modeling.
Forma de rasori petit semblant a tenta:	Craft a tiny likeness of a razor blade.
Forma de incisori am le qual so inscidit les osses:	The form of incision which is made into the bones.
Forma de inscisori autra minor:	Inscription for a secondary minor degree or certificate in the field of interest.
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	The form of another scissor-like instrument resembles the shape of an arrow and its tip is as sharp as a saw. It appears in various places at proportions corresponding to bones:
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	La forma del rai correspon amb el ratio que pertanyen a aquells que són perforats pels ossos. (English: The shape of the ray corresponds to the ratio related to those that are pierced by bones.)
E la extremitat de lu es triangulada e de aguda extremitat.	The lynx has a pointed snout and its body is triangular in shape.
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	"E is the main tool used in forging in India, and seemingly causes all kinds of issues with rusting, cutting, and grinding."
De inscizio extremitatz e de la serratura dels osses.	The extreme stretching of the bone's ligaments and the locking of the joints.
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	The extremities may be swoln by an intrinsic or extrinsic cause, or if you have treated that corruption with remedies but the cure does not succeed, or sometimes the corruption spreads to a limb which cannot be affected due to any reason; then it is advisable to insert said member into hot water to alleviate the swelling so that the illness can pass away and prevent death or serious harm to the limb.
E le senhal de aquel al qual accideys, es que·l membre es fayt negre entro que sia cujat que foc la ja comburit, o se poyreys aprop la negror entro que la poyredura aquela ane entro aquel membre que siec lu e que prengua tot le cors; e donc coyta te am inscizio de aquel.	The sign that marks the area to which it happens, is that the member becomes black within a circle whose center coincides with where it was burned or scorched, and then the darkness spreads throughout that body part inside which it was charred, engulfing the entire limb. Therefore, one experiences intense pain in relation to this.
E semblantment si es causa de la corrupcio percussio de alcunas causas venenosas ayssi cum de scorpio mari o de vupera o de rutela e de semblantz.	Although this text appears to be in an older or archaebuttered form of Spanish, it can be translated as follows into contemporary English:
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	If the crack or pressure is at the end of the tooth, then insert it for hours without giving space for the crack to expand further into the pulp.
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	If you access the mine, you should follow the path of reason and avoid creating space for decay within the furnace of desire.
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	The one who comes after, hours tie the arm within the frame at the junction.
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	Once more the corruption prevails and times send the wrong cure, for hours lie in that illness caused by evil; administering another remedy now is a matter of virtue'aturance.
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	Apparently, do not eat the apple when its juice seeps out; instead, cut it open near one of its seeds.
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	If you dig deep into the slope of life, every hour will reveal its depth to your feet.
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	May's dives into the whirlpool, hours later she enters the cave at the pool' grotto.
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	If corruption has not reached the bones yet, then there is still time to avoid it; instead of engaging in evil deeds, let us alleviate pain and misery with the hope of eternal rest.
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	The method of cutting the limb or tearing it is that you shall have the blade in your hand and place it at the part you wish to cut, then grip another handle above the location where you want to make the incision; extend the minister's blade towards the previous locations, extend the ministeress's blade onto hers; and you separate the flesh which lies between two blades so that is completely exposed. And proceed as it has been sheared or torn.
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	Article X - Partition of Estates and Resolution of Disputes
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	Mays decides to check the bleeding when wounds occur, by applying pressure and using clotting methods or pausing its use of certain powders that may restrict blood flow; then he should promptly return to his medical treatment once it's complete.
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	A member of the party agrees to comply with all rules and guidelcuintances that are deemed appropriate by the convening authority, and until such time as is determined to be satisfactory.
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	I recount to you an event that happened to a man in his own place, this led to an accident which I will also describe; the event was caused by blackness on his arm due to being too close to a fire burning brightly.
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	From that corruption arose first in the self-proclaimed land where all belonged to it.
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	Then that man prepared himself in order to go out for the cure was going to touch him with such intensity of pain and discomfort that he almost broke down, and he inserted that stick into the joint, and it healed.
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	Long ago, there was much corruption in the area I mentioned.
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	Therefore, it is not to my detriment but rather your responsibility to compensate for the excess water I have kept on hand from medicine; and this does not lead to further waste as you begin using another container in due time.
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	E ele chose to ask for leave from the Lord, and I do not intend to go against it hoping about the repercussions of that excess, but also fearing your ignorance in the face of its evil nature, which was overwhelming.
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	The man who had fallen ill in my land returned to his homeland and brought back the news that this person prepared and administerebis all of his medicines, and he was cured.
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	I have not narrated this story merely for its utility in providing information on the disease itself and to explain the significance of it, as well as according to which meaning is conveyed by which actions are taken.
De cura sinuum et qualitate clisterizationis cum medicinis.	Treatment of hemorrhoids and the quality of enemas with medications.
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	The pus from the abscess overflows into the surrounding tissue and forms a cavity; it is then expelled through this opening as if by an outflow valve. The delicate lining that covers it does not extend to deeper structures, nor does it reach bone or nerves, nor do adjacent muscles. Such a condition without further spreading of infection or tissue damage and without affecting nearby organs is called an abscess sinus; it is also known as non-traumatic fistula.
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	However, if the space is extended before corrosion sets in on any member, then it's called a pipe and not rust.
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	The essence of Lu's curing technique lies in the intricate carving of that code, which is done so thoroughly and mostly when it becomes delicate, crafted with skill and made to fit perfectly without sticking to the location due to its decay.
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	If you hope that the sore heals and the infection does not cause any further complications, and nowadam's face has swollen from it, treat him with an enema at this time.
