Ayssi comensan las paraulas de Albucasim .	Aysa learns the words of Albuquerque.
Capitol .xxi.	Title: Capitol XXI (Capitol 21)
De lentinge e de carn eminent per causas de las femnas.	The condom is prominently used by women for various reasons.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	The lentigo fortissimo is a condition where skin lesions become inflamed due to natural causes, and in some cases it can intensify significantly among women as if spreading like contagion through intimate contact.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	I urge you to reduce the excess of language at your hand, either by your mother's or an uncle and aunties'.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	In the last paragraphs of the article, it is primarily emphasized that maintaining adequate blood flow is crucial to prevent tissue damage and ensure proper organ function.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	A proper care for the health of plants is essential to ensure they are nurtured and thrive in their environment.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	Mays carn nacuda es la carn de nossos amigus em le horrifico del mar, e fort ela è eixidada en les partides fora segon semblança de capellera (e per aqüot, vam anomenar aquesta "malaltia coaduda"). Entant cobre que nós ens inscrevem així com ignorem lentingut, e cura-m aquela en què es sia sana.
Capitol .lxxii.	Chapter LXXII.
De curacio de alratica.	The Curaçao Alrataca is a traditional liqueur from the Caribbean island of Curaçae, part of the Netherlands Antilles. This unique spirit has been produced since at least the early 20th century and has its origins in the alrática or alratica tree (Bourreria principis), native to the island's dry forests.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	The condition of the woman is not pierced or has a small wound.
E es o natural o accidental.	In the context of music theory, a pitch that is "E" could be either a natural note or it might have an accidental (sharp or flat). Natural notes are those without any sharps or flats next to them on the musical staff. Accidentals modify these natural notes; they raise or lower their pitch by half a step:
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	The accident has resulted from illness which was unintentional or by no fault of anyone, and that is done either without any fraudulent intent or through very subtle means.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	Fayt of the father: The man shall not have intercourse with his wife's sister (or half-sister), niece, daughter-in-law or granddaughter; nor with any woman who is related to him in a prohibited degree as mentioned above. He must also refrain from adultery and prostitution, and strongly forbids engaging in sexual activity during the menstrual period of his wife.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	The understanding of that structure was made with regard to the meter, if the occupation is evident, it's proper; but if not evident, measure your steps or use a laser distance tool.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	Mays gently presses her lips against yours, warmly enveloping your mouth as you feel an overwhaturming sensation of pleasure and the barrier between you dissipates in a passionate kiss.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	The text appears to be in Basque (Euskera), and it seems to talk about the importance of lips for speech and communication but is not clear or grammatically correct as presented. A more coherent translation could be:
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	The lady lays back on her bed, legs apart and spread wide, as the healer carefully inserts a slender tool into that tender space between her labia; she takes a deep breath in anticipation of relief.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	A proposal for the urban and rural planning in this area is to implement level 4 energy efficiency standards for buildings as well as introducing a pause on further development until that location has become more established, ensebut only if it does not compromise its sustainability.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	The Cipher is big and thick, sometimes it covers the entire area with a layer of mist or a cloak made of myrtle leaves.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	The fish swims rapidly through the water, its scales glistening in the sunlight. After a while, it slows down and suspends itself near an underwater plant. With precision, it bites into the tender leaves of the vegetation for nourishment.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	Indeed, the medicine that halts blood flow and is as painful as acacia, along with dragon'cuir bouilli', and honey, are mixed well in an almond milk base.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	An appropriate method is to insert a wide rubber catheter in order for the plaque not to be excessively constricted.
E tengua aquela per alcus jorns e aministra calgua de li sec.	The heat of those days and the provision of enough water.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	A proper healing comes with the other aspects of rehabilitation, once it is cured.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	In some cases, birthmarks appear on the skin at or around the time of a baby's conception with another parent, and it is believed that these markings follow this manner.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	The stye on the eyelid is an inflammamnet of one or more hair follicles, and the styes that are present do not cause any discomfort in any manner.
Capitol .lxxiii.	Chapter LXXIII: The Capitol Building in Washington, D.cuperior
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	Treatment of Embolisms and Their Impact on Female Pregnancies
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	The mucous membranangs appreciate the openings of small vessels that run through those veins; and with aging, these mucous membranes become thinner over time.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	The division of spices and their properties, as well as the signs associated with them - those that bring healing and those that do not provide relief.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	I believe that the reasons why people don't express their feelings are quite diverse and it isn'e always due to a lack of care; sometimes, it is simply because they fear getting hurt.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	Those that are in the wound of the mother over which she feels concern, these are those that are healing.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	"Put the woman on an examination table and carefully prepare the instruments; then make a precise incision with the scalpel through those layers."
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	A propeller spray is applied onto those wounds to stop the bleeding from one of the insidious powders, just like with cayenne and others similar.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	He proposes his peas for an hour, and then he rests in the flowing water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	If he persists in his flow of bloodshed, hours will pass until there are only remnants of courage and past victories, as well as the illusions and appearances that once were.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	Preheat the oven and prepare the pie crust by mixing flour, butter, milk, vinegameganess, and water until it forms a doughy consistency on top of its base.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	If the wounds separate, then do not sew them together; but if they do not, attach both edges and suture with a subcutaneous stitching technique.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	First, clean the surface area and immerse it in either collagen solution, arnagloza solution or guar gum solution for an appropriate period of time to allow them to adhere to the site; then apply a sealant that is suitable once the area is healed.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	My dear Arya Rogue, I must express my sincere regret that you included such an error in your previous message. Please make sure to do so next time according to what I mentioned earlier about correct spelling and grammar alignment.
E cura aquel entro que sia sanat.	And heal within those who are sick.
Capitol .lxxiv.	Chapter LXXIV.
De perforacio de eyssedura accident en la mayre.	Accidental Perforation of the Eye during Childbirth
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	Various types of boils arise in the breast, such as hard and soft pimples, cysts, ulcers, abscesses, herpes lesions, fissures, hemorrhoids, ganglion-like lumps, and others.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	In his letter to the bishop of Tours and fellow physicians, Paul of Aegina detailed various illnesscuoes and their remedies, as well as treatments for those ailments and related symptoms. He also provided guidance on dividing and managing medical cases effectively.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	A text discussing the most common types of ulcers that heal spontanecuously and how to perform an operation for treatment if desired.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	I believe that if the pain from a boil at the beginning is sharp upon pressure and swelling with fever, and occasionally reddening over it, and you do not experience aggraebtion due to perforation within a certain period of time, then apply aqua (water) or any other substance that helps reduce inflammation until the discomfort from these symptoms subsides.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	Then the bridegroom shall lay thee upon a bed that has two couches; and recline on his side facing you, with your bodies lying apart as much as is proper in front of each other's genitals, and let your breasts be uncovered, and rest your thighs so they are widely spread, and place any coverings around them according to what is suitable.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	The midwife shall then proceed with the right and proper handling of the instruments used to perform the operation on the mother; the form of which will be determined in those cases that may arise.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	E cove quan vols ministrar aquesta medicina, tu fiques amb lo remed mantint-lo ple de la mare de la dona i aquota quant el receptacle es introdui en la mare no pugui ésser més que el preeminència de la mare.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	In Mays's ensemble, the instrument is larger than that of the principal in the main part; hence, you must play softly on the texture of the principal part so as to avoid any intrusion from other instruments within the main part.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	The priest places the holy water in the sprinkler used during baptism and ensures that the minister holds the instrument and turns on the faucet so that it is full before proceedebouts into the baptismal font of the mother church.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	When the storm started, it began raining heavily and thundering, hours later you would notice that your head is spinning from all the noise outside.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	When skin is exposed, avoid staying in water for prolonged periods at a submerged secluded beach where there are rotten or vertically growing algae; also rinse off the salt immediately after swimming and before sun exposure.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	"The mother and son overlook the field, with a woolen blanket laid on water where bad habits are being built."
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	A suitable ointment should be applied for two days and the one that is appropriate to use with water as soon as it heals.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	Some vegetable varieties are washed with both fresh and salt water before being sterilized in boiling water to which rhubarb or asparagus has been added; the mixture then returns to the vat.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	If the storm is coming at dawn and you are forbidden from the healing of your own wound, then have care about that water we mentioned in the division.
Capitol .lxxv.	In the United States, a "Capitol" refers to the building where each state's legislature meets and conducts its business. The most well-known Capitol is the U.S. Capitol in Washington D.C., which houses both chambamoons of Congress - the Senate and the House of Representatives.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	Mothers can learn about how to ensure their unborn children are healthy and develop according to a non-typical pattern by following these methods:
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	Necessary cause is that the midwife should recognize in childbirth the natural figure of labor by signs from her, and it is when you see a woman starting to push out afterpains and desire to smell the air, she then becomes overwhamoyed with pain as it comes upon her, and hurries the birth of the infant. At this time know that this parting is according to the natural figure, and the infant's birth occurs under its own capability, with the second stage being either suspended or pendent at the umbilicus.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	And thus with these words, the belly of him shall be opened so that his embryo may depart lightly as when he would go to sleep on his own bed, and then will be given to him a second infant, and this excess is properly cleansed by good hygiene.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu .i., o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	The one that is not natural or acceptable, as when he drinks from his vessels and the contents of them are poured before him and the vessels themselves, along with their handles, all in a row. He bows his head and touches the ground with his feet; he empties his belly of what's inside him, and strongly turns over his back to look at unpleasant figures.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	A woman must be wise and subtle in all matters of such importance, and she should avoid mistakes and deceit.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	The text you have provided appears to be in Occitan or a similar Romance language spoken in southern France. However, the phrase as written does not immediately translate to standard English because it seems somewhat disjointed and lacking context. Translating without full understanding of its meaning could result in a loss of nuance. If we attempt an approximate translation with available information:
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	Quan l'ait fait s'enfuir au-dessus de son épaule naturelle; et cela est vivement sur la femme et il lui a donné une partie difficile, parfois le défiant, ou bien que les femmes puissent avoir, et dissipé le fumée de sa chair avec fenouil coupé et huile d'olive.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	The interdental brush is a small tool used to clean between the teeth; it consists of thin wires and an elongated handle that contains a reserebrush inside which absorbs moisture.
E preme le ventre de la femna entro que deyssenda le fet.	The woman should lie on her back and relax as the baby is delivered.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	"If they do not allow it, she should be examined to see if the woman has pills of dill and seeds of fenugreek."
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	In the land of Lumen, where light governs all creatures great and small, a decree was set forth by the wise council to maintain harmony within its realm. Each inhabitant must take heed - be it beast or human alike - for every creature shall partake in an age-old ritual: they were to breathe deeply into their lungs and expel with gusto, ensuring that the very essence of life flowed freely within them.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	If both of your teeth were knocked out during the meal, you should cover it up by gradually replacing them little by little.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	If Mays disobeys the commandment, he shall pause and have a woman stand on a plank, while he lifts up her burden from below, and then pushes the plume onto the ground; and the woman must be held so that she does not fall off during this process.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	Eso sí que no se trata de distinciones morales y muertes rotas; las horas ideales aquellas y extrañas del tema o lazo a la mano de su amor deportivo o extraño amigablemente igualitario, porque así será fortalecido.
De eyssiment del embrio sobre les sieus pes.	The development of the embryo on its feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	The fish that you see in the sky above your head is actually not what it appears to be; rather than being real fish swimming around up there, they are simply clouds taking on the shape of fish. As time passes and winds shift, these cloud-fish change their form - some may grow larger or smaller, while others might take on completely different shapes entirely.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	"May the Lord bless and keep you; may He make His face shine upon you and be gracious to you; may He establish the work of your hands now and forevermore." - This is a traditional Jewish prayer known as the Priestly Blessing or the Birkat Hamazon. In Hebrew, it's written:
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	If it is not the hour that we have previously set, return the small amount gradually until you pause at the time indicated in the next figure (natural), because then those hours will be passed as per your previous agreement.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	If it is prohibited to use any kind of oil, we advise using a gentle massage cream or lotion and applying firm but soothing pressure with your hands on the abdomen area below the umbilicus for about five minutes per session, preferably twice daily. Please consult with your healthcare provider before trying this method.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	In the midst of that city by the sea in water, within which I can find my melanchol cups.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	When the matches end and are no longer lit, there is a brief moment of reflection and pause before the next match begins.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	Evan the subcutaneous injection shall be administerired for one hour; then you may lie down on your back, and prepare that person to sneeze and exhale through their mouth, and take away from them, and press firmly upon the lower abdomen area near the injection site. This will help ease any discomfort immediately afterward.
Eyssiment del fet sobre les sieus denols e las suas mas.	Essay on the Influence of Dreams and Memories
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	Quan el fèt empressaria selon cette forme, tocs temps endigués s'enfoncent peu à peu; et appuye la femme étendue sur son cou, et les pès de lui pênent au-dessus, et ces nageurs se déplacent doucement sur le lit, et complètent leurs mouvements.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	The small fish is gently placed on the hot pan and cooked until it turns opaque within its scales, ready to be served as the first course.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	If the seed is not dispersed, over time it becomes heavier and harder, and gradually penetrates deeper until it reaches further downward areas.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	A man sneaks up on the women and compares his small genitals to hers, while commanding her to express herself once he is finished.
Eyssiment del fet latutidinalment pendent una de las suas mas.	The sediment from the late geological period is located on one of its slopes.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	As you approach the hill of truth, try to reduce it as much as possible, but if not, raise the woman and let her go that way.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	If we cannot go out, the hours will linger on our lips, and together we recall things of his conquests with fervor, and also provide us comforting thoughts that I and you share in memories.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	If the childbirth is successful, after one or two hours of rest, she should study the reduction in milk production and compare her baby's natural figure, then breastfeeding while instructing herself to compress within which it feels full.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	The element of the text suggests that "his father expanded his lands and possessions, which are now twice as big as their mother's." (Note: The original Catalan text seems to have grammatamatic or syntactic errors)
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	The midwife should guide the mother in giving birth to her baby gradually and with ease.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	The Cumu'ha e Quant So Es Engualhat, and the Pause over His Head of Gold that He Has Recommended Oil and Waxes.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	A person commands the lamb to move quietly and slowly, until it reaches that spot, then make sure they stand on one leg right there and command them to tilt their head straight down, and instruct them to sneeze as per the given condition.
Exitus foetus praeparati super latus.	Death of the fetus before delivery, on the side.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	Many people experience the frustration of a foggy bathroom mirror after taking a hot shower, and it often seems that there's no solution to this problem. However, if you consider the science behind condensation, there are ways to minimize its occurrence.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	The vine is attached to the face of the column and left for a while at an angle, so that it's not held back and can grow.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	A propounder the idea to depart within those days that pass after he is called, and command the woman to prepare some provisions with him, so that they may set out without delay if God wills it.
Exitus geminorum aut foetuum multorum.	The phrase "Exitus geminorum, aut foetuum multorum" is a Latin proverb that roughly translates to "The fate of the twins or the birth of many". In an English context and in more common usage, this phrase might be used metappertively to mean that when you make a decision it can lead to either success (twins) or failure (many).
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	"Know that two twin motes departed and some vessels left three or four nowad cups are strange and tartly flavored; however, it's because of nature, not how I live."
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	Those ones that are multiplied in quantity, a second or two, they separate into groups and distinguish those within the cluster through their ligament in each of them as if by natural instinct; some may become wasteful while others remain useful, similarly to how traits are passed on naturally.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	"It's challenging to predict the birth of a child; however, based on what has been said about non-natural figures, time heals all as you have recounted."
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	The wise woman's fluid that brings ease and subtlety, as well as promptness and cleverness, has been carefully prepared by the skillful artisan for your health benefit.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	Memorization of that which is formed in the womb from embryos and abortions.
Mays le cauteri am medicina comburent aquest es que comandes al malaute que leyse les pels entro que sian prolonguatz e engualhatz, e aprop sia fayta de carta de drap la forma de fuelha de mirtra.	May's cauterization is the medicine that commands this illness to read the skin cells so they are lengthened and equalized, and thus make it as if by a willow leaf parchment.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	A total absence of trust in the science of medicine has led them to have a great deal of doubt about its effectiveness, and therefore they do not believe it can work wonders as claimed.
Capitol .lxxvi.	The capital cities of the United Kingdom are London, Edinburgh, Cardiff, and Belfast. Each one is located in a different constituent country - England, Scotland, Wales, and Northern Ireland respectively. These four capitals together represent the political unity as well as diversity within the UK.
De extraccio del fet quan es mort.	The removal of the fetus when it is deceased.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	Do you think that the medical treatment administered in this case is appropriate and necessary? If not, what alternative methods do you suggest for a woman who is healthy but fears potential harm from accidents or complications?
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	The woman is seated with her legs crossed over the left side of her body and the top of her head tilted downwards while the objects around her are raised up.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	The Minister held the belief that they should divide the land as evenly as possible, in order for his intent not to extend beyond what was fair and just by extracting more than their share of the crop yield.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	She applies the lip balm to her mother'n lips, enriched with aloe and wheat germ oil and fenugreek and fennel seed extracts.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	The matron took her mother's advice and collected the olives and grapes; then she approached the hollow where the lamb was kept, and there she found the golden fleeeback sheep.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	Eloc locations convenient for applying aquavit (aquavit): then consider whether the bottle is ready to be poured on its cap, and hours later you will place drops in your ears, or on your neck, or in your mouth, or on your palate, or just below the chin, or on the collarbones, or behind the earlobes.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	The translation for "Mais se limita aos peixes do lago, durante a estação da primavera ou no verão nas costas" is:
