Ayssi comensan las paraulas de Albucasim .	Aysse learns the words from Albuquerque.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	A) The minister extends his right hand over the ballots of those absent, and accordingly places the white envelope on their left side, raising the thumb over the envelope at the section's corner; then he commands the clerk to extend the thumb above and break the adhesion that is behind once the solution is completed.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	The circle claims that there is no reason for the enclosed area in the white square to be so.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	If you sow thistles in the field, later you must weed out those that remain in its belly.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	Fit a purpose to insert a needle with a thick and large thread of x threads, and enter the very last of the crease, which is atop the seam line, the one that runs between the buttocks; then cut both extremities of the thread so that they are four feet long each, and on either side make loops in any cross shape as you wish; finally tie them securely to two parts (e.n. "butt cheeks") with a strong knot.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	A proper care involves the extremities of the fields and linking those firmly together so that all vessels do not become inflamed which cannot transmit any cause due to this, an abscess does not occur hereafter.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	After a certain period of time following the first ejaculation, not less than three months as mentioned; and at this point these two semen deposits leave behind the quantity equivalent to the size of what was initially expelled, and then both are inserted into the urethra in full roundness, and thus it enters through the glans.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	Article VII - Duties of the Trustee
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	A propaministra lana submersa in olive oil and pause at the beach; then apply the poultice which has been previously prepared (and some white cabbage leaves are chilled, which have been said to prevent excessive bleeding as these patches can sometimes cause) and place it over that area where you experience pain.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	If it rained last night, the amount of water collected in your barrel will be greater, and it will spill over onto that area where you've indicated.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	A) The cause of the disease is another cure for diseases within which it has been healed.
Capitol .lxvi.	Chapter LXVI (66) of the English Bible, commonly known as "Capitol", refers to a passage in the Book of Genesis. This chapter is part of the section on primeval history and includes accounts from Adam'amolegacy through Noah and his descendants. Here are some key points from this particular chapter:
De hernia ventosa.	Ventose Hernia.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this hernia, there is no one who has been seen to show up for his treatment session.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	The first physicians believed that the hernia was caused by an accumulation of fluid underneath it; which is why they advised placing vessels close to the affected section where there was a tendency for dryness and infection, with water flowing through this area during healing.
E cura la plagua segon que havem dit entro que sia sanada.	We will cure the wound according to what we have said, and it shall be healed within that time.
Capitol .lxvii.	Chapter LXVII: The Capital City
De la disropcio que es fayta en les anguonars.	De la dispersion that is made in the orchards.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Some apologies have led to a breakdown in the relationships; we hope this message finds you well.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	E: The germ doesn't exit as a genius from the germ itself; and if it did, that would be rare; and returns in every hour.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	If the water is prolonged for some time there may be an adjustment in the pipe that causes the container to crack; as a result of extending the pipe as we have mentioned above, the pressure increases so much that it weakens and softens the spot, causing it to bulge out.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	The care of her hands was as meticulous as she desired, thus preceding the narration about her.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	Some wounds are treated with iron according to this method: and if the illness spreads on its side between your fingers, apply a drying agent at the rupture site of the blisters in accordance with the degree of three drops.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	Strengthening the encryption of the white paper that lies behind the code name within which is hidden.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	A propensity to lean towards the side of balance and pause on that prominent location over the cifra (figure), and prefer it above all else in your stomach.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	Using the appropriate surgical instruments, carefully lift both prominent locations over the tip of the cytoplasmic catheter and adjust one against the other along the suture line.
E aprop extratz la extremitat del ray, e no inscidas del ciphac de tot, ni no extenda le huou, ni autra causa ayssi cum yeu te fi saber en la curacio de hernia entestinal.	"Provide instructions for avoiding the extremities of a ray (ray fish), and not include the entire cyanobacteria, nor extend your hand, nor any other reason so that you can be aware in the treatment of intestinal herniation."
E aprop cura aquela am la curacio de las plaguas, e cum inscideyses les fiels, mundifica aquela e restaura la plagua entro que sia consolidada; quar le ciphac es contrayt e no es ajustada la eminencia de ruptura.	The ointment shall cleanse that wound, and as it penetrates the flesh, purify that and restore the plague within which may become consolidated; however, if the cyst is contracted and not properly drained, the risk of rupture increases.
E cauteri es milhor en aquest loc, quar es pus propda a salut.	Cauterization is better in this place since it's more conducive to healing.
Capitol .lxviii.	Chapter LXVIII (68)
De mollificacio de la codena dels testiculs.	Relaxation of the scrotal skin.
Motas veguadas la codena dels testiculs en alcus homes es mollificada per aysso quar las carns que so entre aquela son mollificadas, e es fedat le reguardament de lu.	The swelling of the testicles in elderly men is relieved by using ice as cold temperatures reduce inflammation and it's recommended to monitor the area carefully.
Adonc necessari es ad aquel que es preguat en la curacio de lu que fassa jazer le malaute segon le sieu dos, e enscida tota la codena la qual es mollificada sobre la codena natural; e aprop que ajuste doas labias am la sutura.	In order to effectively treat the wound and promote healing according to its nature, it is necessary that you follow these steps with care: ensure that all the surrounding tissues are relaxed over the natural skin; and be sure to bring together your lips near the seam.
E si vols, cus en le comensament la superfluitat de la codena mollificada am tres cozeduras o quatre e am ferma sutura.	If there is excessive softening of the tissue after three or four heating cycles and it does not resolve, consider reducing the temperature by one degree each time until resolution occurs. Then proceed with suturing.
E aprop inscideys entre las suturas; e aprop cura per curacio de las autras plaguas entro que sia sanat e caian les fiels.	Borders encase between the seams; and borders protect against diseases in which others are healed and fall their fields.
Capitol .lxix.	Title: The Capitol, CXCIX (199 in Roman numerals)
De castracio.	Castle or fortification in Latin, from "castrum" meaning a fortified place or encampment. The term is typically associated with medieval architecture and military structures built to defend against attacks.
Sapias que castratio en nostre ley es excomengada, mays per causa es legut a mi que·m remembre de lu en aquest libre; e no es necessaria la rememoracio de lu sino per doas manieyras, de las quals es la una per so que aquo sia en la sciensa del metge quan es enterroguat de aquela, que sapia la curacio de lu al qual accideys; e l’autra manieyra es que nos motas vetz havem necessitat de castracio de autras bestias per les juvamentz nostres per aquelas, ayssi cum de motos, e de bocs, e de porcs, e de semblantz a las bestias.	As we have said that castration in our law is excommunicated, however for the sake of this matter I remind you of it in this book; and there is no need to recall it except by two ways, one of which is if it happens on account of the physician's knowledge when he attends to such a case, who knows its cure and treatment; and the other way is that we have sometimes had necessity for castration of other animals as well due to our own needs, just like with horses, oxen, pigs, etc.
E donc dic que castracio es fayta en dos manieyras: o per atrissio, o per fissura a seccio.	Castraccio is formed in two ways: by erosion or by cracking due to rock stresses and weathering processes.
Mays en aquela que es fayta per atrissio, la via de la opera es que nos fassam cezer la bestia en aygua cauda entro que·ls genetius de lu sian mollificatz e sian linhitz e que pendan.	In that which is written by Augustine, the road to salvation consists in our taming the beast within us; so that its fiery and unruly nature may be cooled and calmed down before we become masters over it.
E aprop pren aquels am la tua ma entro que sian resols e no apparescan dejos le tocament.	Article: Those that are within your mother's reach and do not appear above her sight shall be resolved upon.
Mays en castracio fayta per fissura e seccio, cove que tu tenguas la bestia e premas la codena dels testicols de lu am la ma senestra.	In English, this phrase would be translated to "Mays has performed a castration on a ram using the split pin technique, where you hold the animal's body and press its testicles with your left hand." Please note that it is essential to use such techniques only under professional guidance or in accordance with local laws and regulations.
E aprop lia le suspensori, e inscideys sobre quascun huou am una seccio entro que dos huous proceseysso.	A propria avvocato evidenziò la presenza di sospetti e si soffermò su ogni oggetto all'interno del luogo in cui i fatti erano accaduti.
E aprop inscideys aquels pus que auras quascu excorjat.	C) Those who have been forgiven much, love much.
E no leysses sobre aquels del ciphac alcuna causa, sino le ciphac subtil le qual es sobre les vazes.	E even though the law does not concern itself with those of a certain cause, it is rather with that subtle thing which is over the voids.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	This particular type of castration is better the one done by surgery, because surgical method strongly prevents any cause from the testicles that could make the animal desire to mate.
E aprop cura la plagua entro que sia sanada.	A) The law provides the cure before the sickness is healed.
Capitol .lxx.	The House of Representatives is the lower chamber of Congress in the United States government, which meets at the United States Capitol building in Washington, D.C. It consists of representatives elected by the American people based on population from each state. The number of representatives per state varangs depending on its population size and ranges from one to fifty-three members across 435 districts nationwide. Each representative serves a two-year term. Together with the Senate, which is the upper chamber, they form the legislative branch responsible for making federal laws.
De la cura de hermafrodozia.	The treatment of Hermaphroditism (also known as true hermaphroid syndrome).
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	Hermaphroditism in humans occurs due to two mechanisms: one is the presence of ovaries within a male's scrotum (where it looks like an ovary, similar to a female's uterus). The other mechanism involves both testicles being present, but there may be underdeveloped or nonfunctional tissue that resembles internal female organs.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	Some veins of that current urine which is in the cord within the testicles.
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	Mays en las mujeres, el conducto deferente (el equivalente femenino) es tan grueso como los dos conductos deferentes de un hombre y una mínima parte del tracto reproductor se asemeja a la próstata masculina.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	The cure for curse is of three kinds: one from men and one kind from women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	Punto eres para que cubras aquellos huesos desnudos dentro del cual se evapora el empleo de aquella y aprovecha aquellamo para curar esas mismas úlceras.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	In the second chapter of men'evolution, it is mentioned that there exists a fluid produced by the kidneys (urine) which ends up in the scrotum (testicles). This does not have any curative or healing effects on you.
Capitol .xxi.	Book XIX: The Senate and People of Rome
De lentinge e de carn eminent per causas de las femnas.	The bandage and the meat prominently affect women due to certain reasons.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	"Little fort, a lightweight adjustable lingerie over natural causes that may cause slight discomfort and is legally worn; however, certain versions are designed to enhance the appearance of women in such a way as they do so naturally during intercourse."
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	I ask you to avoid the excessive use of language when talking about your mother or any other person.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	In the last stages of hemostasis, primarily at the site of injury, ensures that there is no excess bleeding or blood loss.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	A) The physician shall provide the appropriate treatment for diseases within that are healed.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	In the horrifying days of autumn when leaves fall and fill that space, and fortunately it becomes clear through various indications (and for this reason we first called it "tail-chasing"), thus it is believed that they are descending in a similar manner, and healing takes place within those affected. Therefore, let us inscribe them as such and care so that the affected may be cured.
Capitol .lxxii.	Chapter LXXII - The Capital City and Its Government
De curacio de alratica.	The Alaskan Cure.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	The urethra of the woman is not pierced or has a small injury.
E es o natural o accidental.	English translation of the Spanish sentence "E es un número primo":
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	The accident is due to illness or it has been done unintentionally and without any evil intent. This could be caused by negligence or subtle oversight.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	The most direct translation for "E es fayt o" from Arpitan to English would be "It is made of". However, without additional context or a complete sentence, it's difficult to provide an accurate and meaningful translation. Please provide the full sentence or more information.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	The cognizance of that which is made with regard to the meterstick, if the overflowing is evident, proceed accordingly; but if it is not evident, use your own judgment or seek advice from others.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	Mays seduces you with a subtle charm and leads to your lips, capturing that moment of excitement and tearing it apart.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	E is that you pause over the two lips, and then press your thumbs to indicate with signs the most emphatic words.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	The woman should lie on her back with her legs extended and gently squeeze the vaginal lips apart so that a thin, subtle object can be inserted and the cavity is opened up.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	A proposal for the land management and development of area number four in relation to that place above includes ensuring that it remains unaltered and preserving its natural state as far as possible during this day's timeframe, without any significant changes being made.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	"Mays si el riz è gross e spess, alora conosco che tue inseris in chell' agn a lo strutur di lìon."
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	Maya's choice was indeed for a snack, so she suspended that one bun and then sliced it open.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	As it turns out, I dislike the herbal remedamo that helps to stop bleeding from wounds, such as Yarrow and Dragon's Blood, along with hemostatic agents like henna powder.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	A broad-bladed syringe should be used to ensure that the fluid is not injected too deeply.
E tengua aquela per alcus jorns e aministra calgua de li sec.	Your tongue is on those spicy days and needs some cooling relief.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	A properly cured, the other healing and consolidation will occur within that it is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	Some people have the custom of lighting candles on the birthdays of others, and these occasions call for following this tradition.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	In English, this phrase could be translated as follows: "Mays is also called cramp bumpers; the bumpers are not causing discomfort and do not need to be treated in any particular way."
Capitol .lxxiii.	Chapter LXXIII. The United States Congress Building, more commonly known as the Capitol, is an iconic symbol of democracy and federal government in Washington D.C. It serves as the home to the legislative branch of the U.S. government and houses both the Senate and House of Representatives chambers where laws are debated and created.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	Treatment of Eczema, Psoriasis, and Red Bumps in the Vulva Area that Affect Women
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	The glands secrete substances into the openings of various vessels through which a continuous flow of blood passes; and with their aging, these glands become less effective in doing so.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	"And behold, I will divide the species of those and the signs of those, so that you may discern which ones receive healing and which ones do not." (Isaiah 35:5)
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	Now I say that sometimes there are things in the heart of a mother and they do not express their feelings because at times such actions can be hurtful.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	Those flowers that are in the garden of the mother about which one feels affection, are those that have been cared for.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	"I urge you to treat the woman with respect and not cause her pain or harm using any sharp objects or harsh words."
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	A prop pulverized over those who devote much of their blood to the essence of one of these subtle powders with a certain zest, so too is it as in the case of cacao and seemingly similar substances.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	C apporte ses poids pour une heure, et puis il fait une pause dans l'eau froide.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	If the blood flow persists, it may cause various symptoms such as headaches, dizziness, and sometimes even memory loss or vision problems. These could be related to high blood pressure or past injuries and conditions like migraebrainvasospasm or nerve damage.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	To make apple and cinnamn pastries, you will need the following ingredients:
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	If the bull does not release its semen, it is okay; and if not, try attaching two vessels to its testicles and stimulating them.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	Before applying the lime paint, thoroughly clean and immerse that surface (brick or concrete) in one of the following solutions - slaked lime solution, whitewash solution or clay-based solution, then let it dry completely; before applying to ensure a sound location is sanitized.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	Athy Rogers's stark regard is that you include him in your thoughts from now on, as I have mentioned before regarding their similarities.
E cura aquel entro que sia sanat.	And within the same house in which he is to be cured.
Capitol .lxxiv.	In the context of political and geographical terms, "Capitol" usually refers to a building where a legislative body meets. The most famous one is likely the United States Capitol in Washington D.C., which houses both chambamber assemblies that make up the U.S. Congress – the Senate and the House of Representatives.
De perforacio de eyssedura accident en la mayre.	Accidental perforation of the eye during childbirth.
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	Various types of boils include furuncles, carbuncles, skin abscesses, pustules, ulcerating boils, herpes blisters, fissures and cracks in the skin, abrasions or scrapes, and other similar boils.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	I have to tell you about these diseases and the remedangs of those as well as their symptoms in this division (chapter).
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	E book that you referred to in this treatise on herbal remedangs and which mentions the most common diseases treated by these means; if you want to know how the operation of applying it is done.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	I consider it necessary to assess if the pain from a boil at its onset is acute with redness and swelling, or rather caused by an infection as indicated by increased sensitivity upon touching that area. If there's no improvement after perforation (lancing), treatment should include using an antiseptic solution to promote healing until the symptoms of these conditions subside.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	In the presence of a woman who has just given birth to twins, make sure you have enough time to care for her and the two babies; let her lie on her side with one baby against each breast; adjust your body parts towards them at an angle so they can latch properly, making sure their mouths are open wide as if about to say "ah"; ensure that both nipples reach the child's mouth for optimal feeding.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	The mother should follow the proper technique and administer the instrument with which she intends to clean the umbilical cord, the form of which will come in those cases that will be performed.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	E shall provide this instrument that you remain with the clay of the mother of the woman, and as soon as the instrument enters into the mother it must not be more than the clot of the mother and a little blood (i.e., no excessive bleeding). This seems to refer to guidelines around childbirth, emphasizing minimal trauma or loss during labor.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	Mays is a larger instrument than the primary of the elder, therefore you should avoid playing loudly over the texture of the primary of the elder so as to not disturb other instruments in the primary of the elder.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	Blessed art thou, O Lord, our God, who hast caused the vine to yield its fruit with abundance and made it grow in the soil of the land; that thy ministers may bring forth fruit from the tree through their labors, and so bless the houses of your people.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	In the excitement of the race, you are pumped up and filled with energy; soon enough, it'll be your turn to take the lead as you sprint towards the finish line on that wide-open track.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	When you have been in the water, wait a while before getting out of the shower/bath - especially if it has a strong or unpleasant smell; and rinse your hair thoroughly at the tap end of the sink.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	"He paused to observe the mother and her children swimming in water filled with built-up algae."
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	B) Apply the ointment as directed on the days indicated and ensure that it is kept moist during the healing process.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	In some washing machines, the white and colored fabrics are separated to prevent color bleeding into water mixed with detergent or softener, and then returned to the drum for thorough rinsing. The rinse cycle may include water that has been heated to a certain temperature, and in this process, lye (sodium hydroxide) is often used as an additional agent for enhancing cleaning power, especially when dealing with tough stains or odors.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	If the rain is prevented in its early stages of development, take care that you are not forbidden from the treatment of your iron (medical condition). Have faith in that water which we have mentioned in the division.
Capitol .lxxv.	Chapter LXXV, or "Capitol" in Roman numerals, translates to Chapter 75 in English. This chapter numbering system is used commonly in books and legal documents for easy reference. In this context, without additional information on the content of "Chapter amo," it could pertain to any subject depending upon its source material or document type where the Roman numerals were employed.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	The midwives should educate themselves on how to properly handle and treat the biological birth of a baby following an unconventlete or unusual presentation, in accordance with medical guidelines and protocols. This may involve understanding different fetal positions, such as breech, transverse, or shoulder presentations, and learning techniques like external cephalic version (ECV), which can help reposition the baby for a safer delivery.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	Essential cause is that the midwife should know in childbirth the natural figure of labor by signs and words from her, and when you see the woman straining with residual contractions and desiring to smell the air, she becomes enlightened because at this point the parturition occurs on top of her, hastening the delivery of the baby, then know that this part is according to the natural figure, and it's the emergence from above onto his own head, and the second one suspended or hanging from the navel.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	And thus you shall proceed with those signs, the hours I declare that your child's belly be comforted so that when she gives birth, it will happen easily, and to her is given a second child, which frees her from those excesses by good cleansing.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu .i., o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	The one who is other than this part is not natural and indefensible because when he gets drunk, he casts upon his own burdens and the weight of him lies before his head, and his burden or at the foot of him, etc. It stands on its head and the mouth of it, as if turning over its own neck, with a threatening appearance resembling some of its features.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	A wise and subtle midwife is necessary for all causes, to guard against errors and deceit.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	A very similar figure to that one is the Mosaic of Palestrina, which has a significant meaning for this period and was discovered atop Mount Cavo near Rome.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	Once upon a time there was an old man who had the habit of telling fairy tales to his grandchildren, and one such tale he shared with them concerned their origin as natural beings. The story went that once upon a time, a woman faced great difficulties but displayed immense courage throughout her journey. During hard times, she would always find solace in consuming fenugreek seeds and olives, which helped strengthen her spirit and overcome the challenges she faced.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	The key between his lips and the second inch that is within it, or that of its nail, enters into her moist interior.
E preme le ventre de la femna entro que deyssenda le fet.	E presses the woman's abdomen until she gives birth to the baby.
