Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Al-Baghdadi.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	And I have already described these illnesses and their species and their signs, as well as the treatments for them in this section.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	And you should know that I will speak about the treatment of boils in this treatise when they occur during pregnancy for those that have a tendency to heal naturally, and if you want to know how the operation is performed with iron.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	So when you consider that the pain of the boil in its beginning is sharp to percussion and pus and fever, and sometimes it becomes red and if there's pain over it, then you should recognize the need for perforation of it, and treat it with whatever helps during its maturation until the sharpness of the accidents ceases.
E lahoras cove que tu fassas cezer la femna sobre una cezelha que aia doas cezelhas; e recline sobre le sieu dos e ajusta les sieus pes a la partida pus dejos del ventre, e las sieus coyssas sian expandudas, e pausa les sieus brasses dejos les sieus denols, e lia quascus am liament ad aquo convenient.	And when you do that, make the woman lie down on a board with two boards; recline her back against her hips and extend her thighs, let her knees be spread apart, place her arms under her buttocks and tie them loosely to whatever is convenient.
E aprop la matrona segua del latz dreyt e aministre le instrument am le qual es ubert le orrifici de la mayre, la forma del qual vindra en aquelas causas que·s faran aprop.	And when the midwife follows with the knife and administers the tool which opens the mother's opening, its shape will come about in those causes that are to be done later.
E cove quan vols ministrar aquest instrument que tu fiques am lo ray le preon de la mayre de la femna, e aquo que del instrument es intrat en la mayre no sia mays que·l preon de la mayre e leda le malaute.	And when you want to administer this tool, fix it at the beginning of the mother's opening in the woman, and let what enters the mother from the instrument not be more than the beginning of her opening and spare the patient.
Mays si l’estrument es major que·l preon de la mayre, lahoras cove que tu pauses pulvils sobre la textura del preon de la mayre per sso que sia prohibit l’intrament de tot instrument en le preon de la mayre.	And if the tool is larger than the beginning of her opening, then you should apply powders to the texture of her mother's opening so that it prevents the entire tool from entering her mother's opening.
E cove que tu pauses le vertitge que corr en le strument del latz pus desus e que le ministre tengua le strument e revolva le vertitge entro que sia ubert le orrifici de la mayre.	And you should make the fluid inside the tool move down, with a whirl above it, so that the minister has the tool and turns the fluid until it opens her mother's opening.
E cum appar la excitura, e es tocada am la ma e es leon e molh, lahoras cove que tu secces aquela deves le cap de lu am spatum lat.	And when the fever appears, and it is touched by your hand and is hot and wet, then uncover what you must release, you should remove the head of them with a sharp cut.
E cum la sania es evacuada, lahoras cove que tu pauses en la plagua una meca submersa en oli rozat o oli vert en le qual sia alcuna stiptisitat; e pausa la calca7 en la seccio en le preon de la mayre.	And when the fever is evacuated, then cover the wound with a cloth submerged in camphorated oil or in turpentine oil containing some medicinal properties; and place your foot on the section at the heel of the larger part.
E pause deforo la mayre e sobre le pentenilh lana munda submersa en aygua en la qual sian bulidas malvas.	And place your hand on her (patient) and over the knee, woolen cloth submerged in water in which some pomegranates are boiling.
E aprop sia curada aprop dos dias am enguent le qual conveneys ad aquo entro que sia sanat.	And it is cured approximately two days with oil which, when mixed with this, should result in healing.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	And some baths are given to her (patient) and the wound is soaked in water that is mixed with honey, which should be used until she heals. Then, it returns to using oil again.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	And if the wound is inside her swollen belly, then do not allow any treatment with iron for her until you apply that which we have said in this section.
Capitol .lxxv.	Section 75.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	To teach midwives in which manner they should medicate the embryos when it happens according to an unnatural figure.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	The necessary cause is that the midwife knows in the beginning the figure of normal birth by signs from her, and when you see a woman force to expel at the parts leave her and desire to smell the air, and on this she is stimulated by this which happens with her during labor, accelerating the movement of the embryo. Then you know that this part is according to a natural figure, and it is the movement of her on her own head, and the second one towards that or suspended or hanging from the umbilical cord.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	So when you see those signs, then you know that her abdomen should be compressed by itself so that the embryo is gently expelled as it goes over its head. Then give the second one to her and eliminate those excesses with good digestion.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu .i., o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	It may happen that this part is not natural and unmanageable when the embryo is expelled on its own feet and her body is ahead of her head, and her feet are behind her, or one hand is by her belly,. or when her head is expelled and her hand is by it, or on her belly, and firmly she is turned over her neck, seeming like impossible figures.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	The necessary cause for the midwife is to be knowledgeable and discerning in all those causes, and avoid mistakes and deception.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And I am showing you every figure of these, and which instrument is used in each one according to what it signifies and its position.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the fetus is expelled on its head by normal effort, and it is strong on her (patient) causing difficulty for her part, and weakens her virtue. Then she should take this measure, or whatever women have under their beds, and evaporate her sweat with fennel seeds and with wet olive oil.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	And it is necessary for the midwife to intervene between her (patient's) small intestine and appendix orifice. Or if she cannot do this, then dry that area with her hand where there is moisture.
E preme le ventre de la femna entro que deyssenda le fet.	And press the belly of the woman so that it expels the fetus.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	It may happen if it does not expel, then you must make the woman sweat with fever caused by mustard and fennel in bed.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And it is necessary to command her (patient), and prepare her well. Then make her sneeze with mustard oil; and let her open her mouth and her nose for an hour, so that the fetus can come out quickly.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if both ends of the fetus are expelled at the beginning, then you should reduce those efforts gradually to facilitate it little by little.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	It may happen if she does not follow the instructions. Then let the woman rest on one elbow and raise her legs from her body, then press the elbow to the ground; and make sure the woman does not fall due to this concussion.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if the efforts are not turned inside and the fetus is not expelled, then you should intervene by pushing the uterus of the fetus or lie it down on your hand with a cloth and pull it out evenly, so that it can come out easily.
De eyssiment del embrio sobre les sieus pes.	When the embryo is being expelled onto its own feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the fetus is expelled onto its own feet, then you should push those upwards and gradually turn the fetus, then make it equal and take one of its legs and spread those in little steps.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	When it is expelled inside the thighs, then you should command her (patient) to push and make her sneeze with mustard oil, which will come out quickly if God willing.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	And if it does not come out as we have recommended with mustard oil, then you should gradually return the fetus back inside according to its natural position, so that this will happen quickly with a little effort.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	And if it is forbidden to do all that we have recommended, then take mustard of saffron and of dissolved gum, and crush it thoroughly in the mortar for good crushing. Then pour this over her (patient's) sweat and the lower part of her belly's pus.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	And it is necessary to have her squat in hot water so that she can reach her hips.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And when the parts leave your body and are softened, then have her (patient) be exposed to fumarole of myrtle and keep that area exposed to her.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And when you perform the under-fumigation for an hour, then you have to make them sit on a chair, and subsequently make them sneeze and widen their mouth, and remove them from that position. Then apply light pressure to the lower part of their abdominal area, which makes them feel as if they had passed gas.
Eyssiment del fet sobre les sieus denols e las suas mas.	Positioning the person on their thighs and their chest.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	When the person feels like this, then you begin to place their smaller hands gradually; and have the woman sit up on her chest, and put their feet down, and those should be bent under them, and make sure their hands are comfortable.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	And gradually press on their abdomen, and gently remove whatever is causing the discomfort beneath their ears where it's prepared in the lower part underneath them.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	And if the person doesn't pass gas, then take their feet and move them vigorously, and gradually press what is above the lower ribs inside where the body releases through the organs above.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	And gradually place their hands and guide the person gently, commanding the woman to squeeze as soon as she feels like passing gas.
Eyssiment del fet latutidinalment pendent una de las suas mas.	Positioning the person in a lateral position on one of their sides.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	It's important to have the hand reduced for this, but if you can't reduce it there, then lift the woman and let her try.
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	And if she can't pass it that way, then have her lie on her back, and shake her thighs vigorously, and apply medicine from my remedies involving mucus.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	And if the childbirth has come about, then have her sit on a chair, and study the reduction of the hand, and guide her as naturally, make her sneeze and command her to compress herself as soon as she feels like passing gas.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	Positioning the person on their chest, spread out their hands and the abdominal muscle of them is as wide as half their mother's.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	Make sure the midwife holds onto the fetus' hand and gently turn that small part little by little, making it easy for them.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And when they're equalized and this is done, then rest on the fetus' head that we've recommended using oil and mucus.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	And then command her to cough gradually, and once you've done this, have her sit on a chair and command her that she should be leaning forward, and also tell her to squeeze herself; and make her sneeze under pressure.
Exitus foetus praeparati super latus.	The fetus has been prepared for delivery on the side.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When the mother experiences horrors as this method dictates, consider it, and then you should insert your second finger into her until she has expelled the moisture.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if the fetus is hanging over her face and chest, then you should insert that of the navel, so that it isn't retained and causes distress.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	And then gently push the fetus towards the organs inside until you pause it as soon as you can feel it, and command the woman to squeeze herself a few times, and he will pass gas almost immediately if God wishes.
Exitus geminorum aut foetuum multorum.	The delivery of twins or multiple fetuses has occurred.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	You should know that normal twins have felt movements, and sometimes they feel three or four, but this is strange and hard to detect; mostly these are due to natural causes and not illness.
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	Count those, whether they are multiplets, one second, and are separated by ciphers, distinguishing them within the umbilical cord of each of those. And sometimes movements feel like passing gas as if it's a fetus passing naturally almost immediately, and there are some feelings due to unnatural pressure as we have recommended.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	And if some of them are difficult for you to deliver, then proceed with the birth as we have said about non-natural figures, and treat those in this manner as we have recounted.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And if the midwife is skilled and makes her actions easy and skillfully, and in a delayed manner, and has been instructed according to every figure when she prepares herself leading to health.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	Remembering what is formed in the womb from embryos and those that abort.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Some boils are formed in the majority one, two, three, four, five, six, seven, and more than ten, you should verify that with me whether a woman aborting conceives once again, and another all of them, which is caused by measurement of the glorious senses.
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And all this is to be as what's in the science of the midwife that she relies on that pale resemblance to it, and then stops herself according to what feels right.
Capitol .lxxvi.	Chapter 76.
De extraccio del fet quan es mort.	On extracting the fetus when it is dead.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you treat the dead fetus as we said in the division of medicine and it is not expelled naturally, then you may use operation with your hand if necessary. Consider whether the woman is of sound health and is not affected by any accidents that could lead to her loss.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	And when the woman is lying on her back on a bed with her head tilted towards her chest and her thighs raised.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	And the minister should hold that [the patient] from both sides or tie him/her up in a bed, so that the body of the patient does not extend beyond the removal of the fetus.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	And then you wet the mouth of the mother with oil and salt water, as well as other medicinal herbs and seeds.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	And then anoint the midwife's hands with those oils and medicaments, and place her hand under the mother's abdomen, and settle her hand in the location where she will place her fingers into the fetus.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	Position yourself conveniently in this manner: then consider if the fetus is ready to be delivered by turning it down its head, and once you've done that, place your fingers on the fetus's buttocks or neck, or mouth, or palate, or chin, or belly button, or other suitable locations near the back, or leave your hands at the armpits.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	If the descent is below its legs, then place it on the knees, or in the middle of the back.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	And have your finger on the right hand, and hold the curve of it in that spot which is between the last two fingers of the left hand, and place your hand under the assistance and have your finger rest in one of those spots we've mentioned, until it reaches the final position.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	And then place and keep it in the position of where the other finger is, or the thumb if needed, so that there is equal pressure, and not an extension according to its straightness only.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	And soothe the entire area, so that the pain of the patient is relieved as when toothache occurs during the extraction of a tooth.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	And apply in such a way that the extension is made smoother; and if any part of it is being held back, then ensure that the midwife applies oil to some of her fingers and uses them skillfully, rotating in those areas where it is being held back.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	So if the part of the fetus is outside, then the fingers should be moved into the location that is more suitable; and do this until the entire fetus is out.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	If the hand is in front of the other and it's not possible to reduce that by restraining the mother, then ensure that a cloth covers that; and extract that until all is out, and cut it or at the junction of the hand or on the side.
E ayssi cove que fassas en l’autra ma e en les dos pes.	And do this with the other hand as well and in both feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	If the head of the fetus is large, or causes restraint during delivery, or it's in the position of water in front of the head, then ensure that you insert between the fingers a sharp instrument and cut open the head, or remove the water, or use an instrument known as "alundat", whose shape will resemble the shapes of other instruments near this one.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	Similarly do this if the fetus has a large head by nature: and ensure that you cut that with ligatures, or take that with an awl as we have said; and remove the bones with forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And if the head is compressed and restricted at the sternum, then ensure it is cut through where the moisture in the feet is dispersed.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	So if there's no complication and you don't experience pain during delivery, then ensure that you cut the head immediately as soon as it is feasible to do so.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the intestines of the abdomen are protruding or in the case of water-bag delivery, then ensure that you pierces it where the moisture is present.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	So if the fetus is above its legs, then the pain during delivery will be slight and the direction of it towards the mother's mouth will also be slight.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	So if it's constricted in the abdomen and feet, then ensure that you remove that with cloth which you will wrap around your hand, and cut the abdomen and feet where the liquid is flowing from those.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	So if the other limbs remain and turn the head, then the midwife will insert her left hand; but if the mother's mouth is opened, then place your hand in the pre-anal region, and around that place the head, and pull it with your fingers into the mother's mouth, and place one or two fingers there and pull it towards those.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mother's mouth is constricted due to an abscess causing pain in one, then ensure that it isn't excessively high from it; before this, apply fatty humid cause application.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	And apply bandages; and care for the patient with waters that soothe and moisturize.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	And if the fetus is on its side, then as much as possible make it straight: and provide what we have said for living fetuses.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	And if this isn't possible, then ensure that it is cut into pieces, and be extracted.
E cove que non layssas alcuna causa dedintz de la segondina.	And ensure that you don't leave any cause for a second delivery.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	And as you have completed all your operation, then provide the treatment we have discussed for the abscesses that occurred in the mother.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	And if there is bleeding, then use收敛ing waters and apply the other treatment.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	And I have indeed seen a woman in her womb who had a dead fetus, and then about that fetus there was another pregnancy started, and the fetus was also dead.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	It happened to him after a long period of time when an abscess occurred in his abdominal cavity; it inflated inside and then made an incision, started bleeding, and began to discharge pus.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	I was summoned to treat him, and treated him for a long time, but the wound did not heal properly.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	So I applied some powerful healing ointment to him and operated on him several times, passing days each time, and operated on him again; and I was very amazed, for there was no bone in his stomach.
E adonc yeu cogitegui que eran dels osses del fet mort.	And then I realized that they were from the bones of a dead person.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	Then I cleaned the wound, removed the flesh and bones from him, identified them according to their anatomical positions, and treated them in such a manner for a long time, cut off a small piece of his arm.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	And I didn't consider it strange at all, but rather that in this is knowledge and help for whoever the medical artisan administers care with their hands.
De las formas dels instrumentz que so necessaris a extrayre le fet.	From the forms of the tools that are necessary to remove the fetus.
Forma de vertitge am la qual es uberta la mayre:	Shape for turning in which the majority is opened:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is the shape of a stretcher on which the free are equalized, to which two strengths lie at both ends of two futs.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	Yet make this strength smoother for the sake of ease in handling, and have it made either of wood or of metal rod.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	And let the thickness of each rod be two inches and the edge of both is one inch; and the length of each is a hand plus half. And in the middle of the two rods there are two adjustments of these metal rods which are already fastened, where their length is about a hand plus a little less than that, and the thickness of each is about two inches, or a little less than that.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	And these two adjustments should be inserted in the mouth of the mother so that they open when you turn the two prescribed strengths.
Forma autra semblant de aquela pus subtil e pus leugiera:	Another shape similar to that, but more subtle and lighter:
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	It should be made of wood or metal rod according to the resemblance of forceps.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	Yet at the end of it there are two adjustments just as often, and the length of those adjustments is about a hand, and the thickness of each is two inches.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	And when you want to open the mother with those, then place a cushion under her while she is hanging from her feet, and make an incision in the space between her thighs.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	And then open your hand on the tool in such a way as you do with scissors evenly according to how much you want of the extraction from the mouth of the mother while you measure it, making it as you desire.
La forma de vertitge la qual diysero les antics:	The shape of the turning that they were said by the ancients:
Forma de impellent am le qual es empellit le fet:	Shape of the forceps, on which the fetus is pushed:
Forma de amisidat2 am le qual es conterit le cap gran	Shape of the spoon-like tool where the large head is being held.
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	And it resembles forceps with teeth at the end like before, as often as possible. Some times are made long like forceps according to this shape, as often as possible, where there are teeth like those of a rasp on which it is sharpened and held.
Forma de amesidat pauc:	Shape of the spoon:
Forma de unci havent una spina:	Shape of a cup having one spine:
Forma de unci havent doas spinas:	Shape of a cup having two spines:
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	Shape of the forceps where the teeth are closed on which the head of the fetus is held:
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	Shape of a spatula having two ends where the head is cut off.
Forma de dos espatums latz:	Shape of two spatulas lying side by side:
