Praefatio.	Prologue.
¶ De cura eminentiae Vmbilici.	¶ On the treatment of hernias of the navel.
Caput LII.	Chapter 52
Fit eminentia Vmbilici ex caussis multis.	A hernia of the navel may occur due to many causes.
Aut ex fissuris sifac, quod super uentrem est: et exit ex eo althub, aut intestinum, secundum quod accidit in reliquis rupturis.	Or it happens through tears or openings that are above the belly, and either a bubble of wind or an intestinal loop protrudes from it, just as occurs in other ruptures.
Aut ex sanguine qui fluit ex Vena, aut ex Arteria, secundum quod praemissum est.	Or it arises from blood flowing from a vein or artery, according to what was mentioned previously.
Aut ex uentositate coartata in eo.	Or from constricted windiness within it.
Si autem est propter fissuram sifac, et exitum thirbi: tunc est color apostematis similis colori corporis: et est lene, absque dolore: et apparet diuersi situs.	But if it is due to a tear or opening at the navel and there is a prolapse of the intestine, then its appearance resembles that of an abscess, with no pain; it is soft to the touch and has a varied position.
Et si est propter egressionem intestini, tunc est situs eius, cum eo quod narrauimus, uehementioris diuersitatis.	And if it is due to prolapse of the intestine, then its position varies even more markedly than what we have described.
Cum ergo tu premis ipsum digitis tuis, occultatur: deinde redit, et fortasse est cum eo sonitus: et magnificatur multum apud introitum balnei, et laborem uehaementum.	And when you press it with your fingers, it disappears but then returns; often there is a noise associated with its return. It also becomes greatly enlarged at the entrance to the bladder and causes intense pain.
Si uero est propter humiditatem, est lene, tunc non occultatur quando premis ipsum manu tua, neque constringium, neque additur.	But if it is due to excessive moisture, then it remains soft when you press it with your hand, and there is no constriction or increase in size.
Quod si est propter sanguinem, tunc cum istis signis apparet apostema ad nigredinem de cliue.	If it is due to blood, then it appears as an abscess that is dark bluish-red in color.
Si autem est propter carnem natam: tunc est apostema graue, grossum, durum, et figitur secundum quantitatem unam.	But if it is due to a fatty tumor, then the swelling is hard, coarse, and large; its size depends on the amount of fat present.
Si uero est propter uentositatem, tunc tactus eius est lenis.	If it is due to windiness, then it feels soft to the touch.
Et operatio in illo est, ut consideres tunc, si eminentia umbilici est propter sanguinem Arteriae, aut Venae, aut uentositatem: tunc oportet ut prohibearis a curatione eius.	And its treatment is as follows: first, determine whether the hernia of the navel has occurred due to blood from an artery or vein, or windiness. If so, do not attempt to treat it.
Nam in illo est timor et pauor, sicut docui te in capitulo, in quo dixi apostemata propter arteriam et uenam.	For there is fear and fright in that matter, as I have taught you in the chapter where I spoke about abscesses caused by an artery or vein.
Quod si eminentia umbilici est propter intestinum, aut zirbum: tunc oportet ut praecipias infirmo, quatenus teneat anhelitum suum, et stet stans extensus.	But if the protrusion of the navel is due to an intestine or a hernia, then you must instruct the patient to hold their breath and remain standing upright.
Deinde signa cum encaustro in circumitu umbilici totius.	Then make marks with a hot iron around the entire circumference of the navel.
Postea praecipe ei, ut resupinetur inter manus tuas super dorsum suum.	Next, instruct them to lie down on their back between your hands.
Deinde circunda cum spatumili lato in circumitu umbilici super locum quem signasti cum encaustro.	Then circle the navel with a wide bandage around the spot you marked with the cautery.
Postea extende medium apostematis ad superiora, cum uncino magno.	Next, extend the center of the swelling upwards using a large hook.
Deinde liga eum in circumitu forti cum filo, aut cum chorda de serico ligamento firmo: et sit nodus ligamenti alenxotati.	Then bind it firmly around with thread or silk cord, and make sure the knot is tied tightly.
Deinde aperi medium apostematis extensum supra ligamentum.	Then open the center of the swelling where you have extended it above the bandage.
Si ergo inueneris ipsum iam captum a ligamento: tunc extrahe alenxotati, et intromitte in ipsum digitum indicem, et impelle intestinum ad interiora uentris: et si inueneris zirbum, tunc accipe ipsum cum uncino, et incide superfluitatem eius.	If you find that it is already captured by the bandage, then extract it carefully and insert your index finger into it. Push the intestine back inside the abdomen, and if you find a hernia, then grasp it with the hook and cut its excess.
Si autem contraria est tibi arteria, aut uena: tunc circunda ipsum multum.	But if an artery or vein is contrary to your intent, then bind it very tightly.
Deinde redi ad operationem tuam.	Then return to the operation.
Et accipe duas acus, et intromitte in eis duo fila fortia: et intromitte duas acus in circumitu quem fecisti circa apostema in modum crucis, quas facis penetrare.	And take two needles and thread two strong threads through them. Insert these needles into the circumference you made around the swelling like a cross, making sure they penetrate.
Deinde stringe apostema in quatuor locis super acus: et si uis, aufer acus, et dimitte locum, donec putrefiat caro extensa: et cadat per se: aut incide ipsam quando subtiliatur et putrefit.	Then tie the swelling at four points over the needles. If you wish, remove the needles and leave the area until the extended flesh rots and falls off on its own, or cut it when it becomes thin and rotten.
Deinde cura ipsum cum eo quod oportet ex unguentis, donec sanetur.	Then treat it with appropriate ointments until it heals.
Quod si eminentia umbilici est ex carne nara in eo, aut ex humiditate: tunc oportet ut concaues apostema, sicut diximus.	But if the navel hernia is from fatty tissue or moisture, then you must hollow out the swelling as we have described.
Et extrahas sanguinem, aut humiditatem, quam inuenis in eo.	And draw out blood or moisture that you find within it.
Deinde cura ipsum cum eo quod solidat locum.	Then treat the hernia with something that will hold the place.
¶ De cura CANCRI.	On the treatment of a CANCER.
Caput LIII.	Chapter 53
Iam diximus in diuisione species Cancri, et qualiter est uia ad curationem eius cum medicinis: et cauendum ab eo cum curatione eius cum ferro, ut non ulceretur: et diximus Cancrum generatum in matrice, et cautelam a curatione eius.	We have already spoken about the division of species of CANCER and how it can be treated with medications. We have also warned against its treatment with iron lest it should become ulcerated. And we spoke about CANCER generated in the womb and precautions against its treatment.
Et dixerunt antiqui, quod quandoque Cancer est in loco, ubi possibilis est eius eradicatio: sicut Cancer qui est in mammillis, aut in coxa, et eis similibus, ex membris locatis ad extrahendum totum eius: praecipue quando est incipiens paruus.	And the ancients said that sometimes CANCER occurs in a location where its removal is possible, such as CANCER found in the breasts or thighs and similar parts, from which it can be completely removed. Especially when it is just beginning and small.
Quando uero antiquatur, et est magnus, non oportet ut appropinques ei.	But when it has spread and become large, you should not attempt to approach it
Ego enim non potui sanare ex eo aliquem: neque uidi alium ante me qui peruenerit ad illud.	For indeed I have been unable to cure anyone from this condition, nor have I seen another before me who succeeded in doing so.
Et operatio in eo, quando est locatus sicut diximus, est, ut praecedas, et soluas infirmum ex cholera nigra aliquotiens.	And the operation when it is located as we have described, is to cut around and solve the inflamed area with black bile occasionally.
Deinde phlebotoma ipsum si inuenis cum repletione manifesta.	Then perform phlebotomy on it if you find it visibly engorged
Deinde praepara infirmum praeparatione, in qua locetur cum operatione.	Then prepare the patient with a preparation for the operation.
Deinde proiice in Cancrum uncinos qui conueniunt ei.	Then insert hooks into the CANCER that fit it
Postea concaua ipsum ab omni parte cum cute, secundum perscrutationem, donec non remaneat aliquid ex radicibus eius: et dimitte sanguinem currere, et non abscindas ipsum uelociter, imo exprime loca, et absterge sanguinem grossum totum manu tua, aut cum quo possibile est ibi ex instrumentis.	Then hollow it out from all sides with skin, according to your examination, until no trace of its roots remains. Let the blood flow freely and do not cut it off hastily, but squeeze the area and wipe away thick blood completely either by hand or with whatever instruments are possible at the time
Si autem contrarietatem facit tibi fluxus sanguinis grossi ex incisione arteriae, aut uenae: tunc cauteriza uenam, donec abscindatur sanguis.	But if there is difficulty in the flow of thick blood from the incision due to an artery or vein, then cauterize the vein until bleeding stops.
Deinde cura ipsum cum reliqua curatione, donec sanetur.	Then treat it with the remaining treatment until it heals
¶ De cura Hydropisis.	On the treatment of Dropsy
Caput LIIII.	Chapter 54
Iam narrauimus in diuisione species Hydropisis, et qualiter fit aggregatio aquae: et signa omnis speciei, et curationem eius cum medicinis.	We have now described the division of kinds of dropsy and how water collects; also signs of each kind and their treatment with medications.
Et illa quae curatur cum ferro, non est nisi species asclitis sola: et non approximatur cum ferro speciei timpanitis: neque speciei hyposarcae penitus: nam illud mortale est.	And the one that is treated with iron is only a single kind of ascites; it does not approach the kind called tympanites, nor at all that called hygrosarcoma, for the latter is fatal.
Quando tu iam medicatus es hanc speciem Hydropisis timpanitis cum medicinis, et non contulit medicatio tua: tunc considera.	But when you have treated this species of dropsy called tympanites with medications and your treatment has not helped,
Nam si infirmo iam consecuta est debilitas, aut est cum eo infirmitas alia praeter Hydropisim: sicut si sit cum eo tussis, aut uentris solutio, et similia illis: tunc caue ne mediceris ei cum ferro: quoniam est timor illud.	For if weakness has already come upon the sick person or there is another illness besides dropsy—for example, coughing, diarrhea, and similar ailments—then beware of treating him with iron, for it carries danger.
Si autem uides infirmum exuberantis uirtutis, neque est cum eo aegritudo praeter Hydropisim solam: et non est puer, neque senex: tunc modus operationis in eo est, ut tu eleues infirmum stantem inter manus tuas, et minister post ipsum exprimat uentrem eius manu sua impellendo aquam ad inferiorem partem pectinis.	But if you see the sick person is robust and there is no other illness besides dropsy alone, neither a child nor an elder: then the way of operation in this case is that you should lift the sick person standing between your hands, and your assistant behind him press his belly with his hand to push the water towards the lower part of the chest.
Deinde accipe spatumile spinosum, secundum hanc formam.	Then take a pointed spatula of this shape.
Sit duarum partium acutarum, longum, acutae extremitatis sicut Spatumile.	It should have two pointed ends and be long, with a sharp point like a spathulum.
Verumtamen in eo sit quiddam breuitatis paulatim, ut non pertranseas cum eo apud operationem usque ad intestinum, et laedas ipsum.	But let it be somewhat shortened gradually, so that you do not pierce through with it during the operation all the way to the intestine and injure him.
Deinde considera.	Then consider this:
Nam si est generatio Hydropisis ex parte intestinorum, tunc oportet ut elongeris cum sectione ab umbilico quantitate trium digitorum, ad inferiora in directo eius supra pectinem.	For if the dropsy comes from the intestines, then you should lengthen the incision by three finger widths below the navel directly upwards towards the chest.
Si uero generatio Hydropisis est propter aegritudinem epatis: tunc sit sectio tua sinistra ab umbilico tribus digitis.	But if the dropsy is due to an illness of the liver, then your incision should be three fingers to the left of the navel.
Et si generatio eius est propter splenem, tunc sit sectio in latere dextro: et non oportet etiam ut sit sectio in latere super quod uult iacere infirmus, ut non currant superfluitates ad illum locum debilem.	And if its cause is the spleen, then the incision should be on the right side; and it must not be made on the side where the sick person wishes to lie, so that the excess fluids do not flow into that weak spot.
Deinde perfora cum instrumento cutem totam.	Then pierce the whole skin with an instrument.
Deinde intromitte in illam sectionem, et eleua manum tuam cum Spatumili inter cutem, et sifac, quasi tu excories ipsum: et sit quantitas quae excoriatur quantitas unguis, aut circiter ilud.	Then insert your hand with a speculum into that incision, and scrape the skin as if you were scraping it off; and the amount scraped should be about the size of a fingernail or somewhat like that.
Deinde perfora sifac, donec perueniat Spatumile ad locum uacuum: et est locus aquae.	Then pierce the skin while scraping until the speculum reaches an empty space; and this is the location of water (fluid).
Deinde extrahe ipsum, et intromitte in foramen instrumentum, cuius haec est forma.	Then remove it and insert into the opening an instrument whose shape is as follows.
Et est simile cannulae: fit ex argento, aut aere, aut aurichalco, lene, tersum: cui in inferiori parte sui est foramen paruum, et in lateribus eius sunt tria foramina, duo ab una parte, et unum a parte altera: et facia est extremitas eius incisa, secundum modum incisionis calami, sicut uides: in extremitate eius superiore est armilla.	And it resembles a cannula; made of silver, or brass, or bronze, smooth and polished. Its lower part has a small opening, and there are three openings on its sides - two on one side and one on the other. Its end is cut like a reed, as you see, with an eyelet at the upper end.
Nam quando instrumentum peruenit ad aquam, tunc ipsa descendit statim super instrumentum, ergo euacua ex aqua in hora quantitatem mediam.	For when the instrument reaches the water (fluid), it will immediately be drawn up into it; therefore, empty out half of it in an hour.
Quoniam si tu euacuas ex ea plus quam oportet, in hora fortasse moritur infirmus per resolutionem spiritus sui animalis: aut accidit ei syncopis quae appropinquat morti.	Because if you remove more than what is necessary from it in an hour, the sick person may perhaps die from the loss of their vital spirit; or a syncope (fainting spell) may occur that approaches death.
Verum euacua ex ea secundum quantitatem uirtutis eius, et secundum quod significant tibi dispositiones infirmi ex uirtute pulsus eius, et ex bonitate eius.	But remove from it according to its quantity and according to what the conditions of the sick person indicate to you through the strength of their pulse, and according to their good constitution.
Deinde extrahe instrumentum, et retine aquam.	Then remove the instrument and retain the water (fluid).
Quod est, quia retinetur statim propter cutem quae retinet foramen quod est super sifac: de quo narraui, ut perfores ipsum secundum illum modum.	This is because it is retained immediately due to the skin that retains the opening which is on top of the speculum, about which I have spoken earlier, so that you pierce it in that manner.
Deinde itera instrumentum die altero, si uides infirmum tolerare illud: et extrahe etiam ex aqua quantitatem paruam.	Then repeat the procedure on the second day if you see that the sick person tolerates it; and also remove a small quantity of water.
Fac illud diebus aliquot sine timore, et custodi te ab errore: donec non remaneat ex aqua nisi parum.	Do this for several days without fear, and guard yourself against error until only a little water remains.
Si autem times super infirmum, et dimittis ex aqua rem multam: tunc cura ipsum cum sepultura in harena calida, et sudore multo in balneo et sole, et expectet super sitim: et cura ipsum cum medicinis exiccatiuis, donec sanetur: et cauteriza super stomachum, et epar, et splenem, post extractionem aquae: secundum quod narraui in eo quod praecessit.	But if you are afraid for the sick person and allow much water to remain, then treat them with burial in hot sand and much sweat in a bath and sunshine, and let them wait until they are thirsty; and treat them with drying medicines until they recover: and cauterize them on the stomach, liver, and spleen after removing the water, according to what I have described previously.
¶ De cura infantium qui nascuntur locis urinae eorum non perforatis.	On treating infants born with incomplete urine passage.
Caput LV.	Chapter 50.
Quando egreditur aliquis infantium ex uentre matris suae, et caput mutonis eius est non perforatum, aut est foramen strictum, aut in non suo loco.	If a child comes out of its mother's womb and the head of its foreskin is not pierced, or is pierced too narrowly or in the wrong place,
Oportet ergo succurrere cum perforatione eius statim cum nascitur cum Spatumili subtili ualde, secundum hanc formam.	It is therefore necessary to immediately assist with its piercing using a very fine spatula, according to this shape.
Deinde pone in foramine clauum subtilem ex plumbo, et liga ipsum: et tene ipsum tribus diebus, aut quatuor.	Then place a fine lead peg in the hole and tie it; hold it for three or four days.
Quando ergo uult urinam emittere, remoueatur, et mingat.	When he wants to pass urine, remove the peg and let him void.
Deinde reduc ipsum.	Then replace it.
Et si tu non ponis plumbum, iam possibile est, ut urina quae incedit super locum, non permittat ipsum claudi.	But if you do not use lead, then urine flowing over the spot may cause it to close up again.
Ille autem cuius foramen est strictum, medicatur cum plumbo, sicut diximus, diebus multis, donec amplificetur.	However, one whose hole is too narrow is treated with lead, as we have said, for many days until it widens.
Illi autem in quibus est foramen in non suo loco, laeduntur.	Those whose opening is not in the correct place are harmed.
Quod est, quia ex eis qui nascitur, foramen est apud finem capitis uirgae: quare non potest mingere ad anteriora, donec eleuat uirgam manu sua ad superiora.	This is because in some newborns the opening is at the tip of the foreskin: therefore they cannot void urine properly until they lift the foreskin with their hand.
Neque est ei generatio, propterea, quod sperma non potest peruenire ad matricem secundum rectitudinem: et est aegritudo foeda ualde.	And there is no procreation because semen cannot reach the womb properly: and it causes great distress.
Et modus operationis in illo est, ut resupinetur infirmus super dorsum suum.	The method of treatment for this condition is to lay the sick child on its back.
Deinde extende caput uirgae eius manu tua sinistra extensione uehementi, et incide caput capitis uirgae ex loco priapi, cum acumine, aut spatumili acuto: sicut est incisio calami, aut sicut tu radis aliquid, ut medium eius ueniat simile capiti uirgae: et ut cadat foramen in medio secundum quod oportet.	Then stretch the head of the foreskin with your left hand using great force, and cut the tip of its head with a sharp needle or scalpel like cutting a reed, so that it resembles the head of the foreskin and so that the hole falls in the middle as it should.
Et caue tibi apud operationem tuam a fluxu sanguinis.	And beware during your procedure from blood flow.
Multotiens enim accidit illud.	For this happens very often.
Oppone ergo ei cum eo quod abscindit sanguinem, et cura uulnus, donec sanetur.	So apply to it what stops bleeding and care for the wound until it heals.
¶ De Albather quae accidunt in praeputio et capite uigae, et corruptione, nigredine, et adhaerentia.	On the Elephantiasis which occurs on the foreskin and head of the penis, and corruption, blackness, and adhesion.
Caput LVI.	Chapter 65.
Multotiens accidunt istae Albather in uirga, et est eminentia carnis foedae.	Often these elephantiasis occur on the penis, which is an elevation of corrupt flesh.
Et ex ea alia est maligna, et alia non maligna.	And among them there is one that is malignant, and another that is not malignant.
Non malignam ergo oportet ut suspendas cum uncino subtili, et abscindas eam, donec mundes eam totam.	So you must hang the benign one with a fine hook and cut it off until you cleanse it entirely.
Deinde pone super eam cotum submersum in unguento aegyptio.	Then place over it a cotton wick dipped in Egyptian ointment.
Deinde cura ipsum post illud cum unguento dyafinicon, donec sanetur.	Then treat it afterwards with linseed oil until it heals.
Quod si Albather est maligna, foedi coloris, tunc oportet ut administres in ea cauterium post incisionem eius et ipsius rasionem.	But if the elephantiasis is malignant and of foul color, then you must apply a caustic after cutting it off along with its root.
Si autem Albather est in praeputio captiui, non circumcisi, et est pars Albather inter praeputium, et pars eius extra: tunc oportet ut auferas Albather, quae est intus in primis, donec quando consolidatur, tunc cura ipsum exterius: quoniam quando tu curas eam simul, non securatur praeputium quin preforetur.	But if elephantiasis is on the foreskin of an uncircumcised captive and part of it is inside the foreskin while another part is outside, then you must first remove the elephantiasis that is inside until it solidifies. Then treat the outside; because when you treat both at once, the foreskin will not be torn.
Et iam accidunt etiam in testiculis, et praeputio nigredo et corruptio.	And indeed blackness and corruption also occur on the testicles and foreskin.
Oportet ergo, ut tu concaues totum quod iam denigratum est, et quod uult corrumpi, aut iam corruptum est.	Therefore you must hollow out all that has already turned black or is about to decay or has already decayed.
Deinde line super ipsum post illud cum melle quod iam concussum est cum farina corticum granatorum, et herbi tritorum cribellatorum.	Then apply a linen cloth over it afterwards dipped in honey that has been mixed with powdered pomegranate rind and sieved barley groats.
Deinde cura illud cum reliqua curatione, donec sanetur.	Then care for it with the rest of the treatment until it heals.
Si autem accidat fluxus sanguinis, tunc administra cauterium cum cauterio lunari, secundum hanc formam.	If blood flow occurs, then apply a lunar cautery branding iron according to this shape.
Cauterium enim est iuuatiuum ad duas dispositiones simul, scilicet ad fluxum sanguinis, et uulnus quando corrumpitur.	For the cautery is helpful for two conditions at once: for blood flow and when a wound becomes corrupted.
Quod si corroditur caput uirgae, et destruitur totum in hora: tunc oportet ut intromittas in meatum priapi cannulam ex plumbo, ut mingat infirmus super eam.	But if the tip of the wand is eaten away and completely destroyed within an hour: then it is necessary to insert a lead cannula into the opening of the penis so that the patient may urinate over it.
In adhaerentia uero praeputii cum capite uirgae, et haec quidem adhaerentia non accidit, nisi in eo cuius praeputium est sanum, et non exigitur super ipsum circumcisio: et quandoque accidit adhaerentia propter uulnus, aut apostema: oportet ergo ut excories eam cum Spatumili obtuso, donec soluatur ligamentum, et liberetur caput uirgae ab omni parte.	But in the case of adhesion of the foreskin to the head of the wand, which indeed does not occur except in one whose foreskin is healthy and circumcision is not required upon it: and sometimes adhesion occurs due to a wound or an abscess: therefore you should scrape it off with a blunt spatula until the bond is loosened and the head of the wand is freed from all sides.
Quod si est difficile discernere ea exquisite, tunc oportet ut excories aliquid ex capite uirgae, et ex praeputio.	But if it is difficult to distinguish them carefully, then you should scrape off some from the head of the wand and from the foreskin.
Quod est, quia praeputium quando est subtile, fortasse perforatur propter subtilitatem suam uelociter.	This is because when the foreskin is thin, it may be quickly punctured due to its thinness.
Deinde separa inter praeputium, et caput uirgae cum panno lini subtili, qui iam madefactus est in aqua frigida, ut non adhereant iterum.	Then separate between the foreskin and the head of the wand with a fine linen cloth that has been soaked in cold water so that they do not stick together again.
Deinde curetur cum uino stiptico, donec consolidetur.	Then treat it with astringent wine until it is consolidated.
¶ De mundificatione infantium, et curatione ex errore eis accidente.	Concerning the purification of infants and the treatment of errors that may happen to them.
Caput LVII.	Chapter 57.
Circumcisio non est solutio continuitatis, sicut reliqua uulnera: uerumtamen cum sit ex operatione nostra, uoluntate nostra, et usus eius sit in pueris proprie, est necesse ut signemus in ea operationem meliorem, et uiam leuiorem perducentem ad salutem.	Circumcision is not the solution to continuity as other wounds are: nevertheless, since it is our operation by our will and its use is proper for boys, it is necessary that we mark a better operation and an easier path leading to health in it.
Dico ergo, quod antiqui non dixerunt circumcisionem in aliquo suorum librorum: quoniam non utuntur in legibus suis, et non est nisi quod acquisiuimus per experimentum.	I say therefore that the ancients did not mention circumcision in any of their books because they do not use it in their laws and it is only what we have acquired through experience.
Quod est, quia ego inueni maiorem partem artificum, et phlebotomatorum uti mundificatione, circumcidendo cum nouacula, et cum forficibus: et utuntur alfecati, et ligaudo cum filo, et incisione cum ungula.	It is because I have found most artisans and bloodletting practitioners using cleansing, circumcising with razors or forceps, and binding with thread and cutting with a nail.
Et ego quidem iam probaui omnes istos modos, et non inueni meliorem mundificatione cum forficibus, et ligamento cum filo.	And I have already tested all these methods and found no better cleansing than with forceps and binding with thread.
Quoniam in mundificatione cum nouacula, multotiens effugit cutis.	For in cleansing with a razor, the skin often slips away.
Quoniam cutis praeputii duas habet tunicas: ergo forsitan inciditur cutis superior, et temanet tunica inferior: cogitur ergo ad incisionem ad incidendum alteram, et dolorem futurum.	For the foreskin has two coats of skin, so perhaps the upper one is cut and the lower one remains intact. Therefore, he must make another incision to cut the other [coat], causing pain.
Et cum mundificatione quae fit per alfecati, id est, digitalis, quo utuntur sutores, non securatur incisio extremitatis uirilis membri: quoniam fortasse ingreditur in foramen eius.	And with cleansing done by cautery, that is, digitally, as surgeons use it, the incision of the end of the male organ is not secure because perhaps it may enter its hole.
In mundificatione autem cum ungula, fortasse euadit ferrum, et corrumpit operationem tuam: et cutis quidem pueri est breuis natura, et multotiens nascuntur taliter, quod non indigent mundificatione: et iam uidi illud.	But with cleansing done by nail, perhaps the iron may slip and spoil your operation. And indeed, the skin of a boy is naturally short, and many are born such that they do not need cleansing, as I have seen.
Mundificationis autem cum forficibus, et ligamento cum filo, bonum experimentum detexit mihi: quoniam forfices sunt proportionalis incisionis: propterea, quod acuitas quae est superius, est sicut acuitas quae est inferius.	However, cleansing with forceps and binding with thread has shown me a good result because the forceps are proportionate to the incision, so that the sharpness which is above is like the sharpness which is below.
Cum ergo premis manum tuam, proportionantur duae acuitates, et incidunt secundum operationem unam in tempore uno: et fit compressio simili figura, continens cutem uirgae ab omni parte, cum qua non cadit error omnino.	Therefore, when you press your hand [to hold the foreskin], two sharp points are proportionate and they make one incision at once. And compression is made in a similar figure, containing the skin of the penis on all sides, with which there is no possibility of error.
Et modus operationis propriae est, ut facias extimare, puerum praecipue, si est ex eis qui intelligunt parumper, quod tu non facis, nisi quod ligas filum in uirga sua tantum: et dimittas ipsum usque ad diem alium.	And the way of your own operation is such that you should make him understand, especially a boy who understands somewhat, that you are only tying the thread on his penis and leaving him until another day.
Deinde fac eum gaudere et laetari omnimodo quo possibile est tibi illud, ex eo quod recipit intelligentia sua.	Then make him rejoice and be glad in every possible way according to his understanding.
Deinde fac eum stare inter manus tuas praeparatae staturae, et non sit sedens: et occulta forfices in manica tua, aut sub pede tuo, ne uideat eos puer omnino, neque aliquid ex instrumentis.	Then make him stand between your prepared hands, and not sit. Hide the scissors in your sleeve or underfoot so that the child sees nothing at all of them nor any of the instruments.
Deinde intromitte manum tuam ad uirgam eius, et suffla in cutem, et trahe eam sursum, donec egrediatur caput uirgae.	Then insert your hand towards his buttock and blow on the skin, then pull it upwards until the head of the probe emerges.
Deinde mundifica ipsam ex eo quod aggregatur in ea sordicie.	Then cleanse it with what gathers there from filth.
Deinde liga locum signatum cum filo duplo.	Then ligature the marked place with doubled thread.
Postea liga inferius eo parumper ligamentum secundum.	Then tie below that a little lower.
Deinde tene cum indice tuo, et pollice locum ligamenti inferioris retentione bona, et incide inter duo ligamenta.	Then hold it with your index finger and thumb while retaining the lower ligature well, and cut between the two ligatures.
Deinde eleua cutem sursum uelociter, et extrahe caput uirgae.	Then elevate the skin upwards swiftly, and extract the head of the probe.
Deinde dimitte sanguinem currere paulatim (est enim melius) et pone puluerem desuper: et super puluerem pannum in quo expansus est uitellus oui decocti in aqua rosata, concussum cum oleo ros.	Then let the blood flow gradually (for it is better), and put powder on top. Then place on the powder a cloth in which an egg yolk boiled in rose water mixed with rose oil has been shaken.
Recenti bono: et dimitte eum super ipsum usque ad diem alium: et cura ipsum reliqua curatione, donec sanetur.	Then bind it well and leave him on it until the next day. Then treat him with the rest of the treatment until he is healed.
Forma autem forficis ad mundificationem haec est.	This is the shape of the scissors used for cleansing:
Sint hebetes duae extremitates, et sint incidentes: ne egrediatur in eis ramus claui: et sit longitudo duarum acuitatum, sicut longitudo duorum manubriorum aequaliter.	Let the two ends be blunt and the points meet so that no branch of the nail may escape. Let the length of the two sharp parts be equal to the length of the two handles.
Error uero cadens in mundificatione est: quoniam fortasse effugit cutis intrinseca tota, aut pars eius apud incisionem.	The error occurring in cleansing is that perhaps the entire inner skin or a part of it escapes at the incision.
Ergo oportet, ut extendas eam ex hora tua cum ungue tuo ante apostemationem loci: et incidas eam secundum aequalitatem.	Therefore you should stretch it out with your fingernail before the application of the ligature and cut it according to its length.
Quod si non potes tenere eam cum ungue tuo, tunc extrahe eam cum uncino, et incide eam.	But if you cannot hold it with your fingernail, then extract it with a hook and cut it.
Si autem praeterierint ei tres dies, et remanet quod est sub uirga inflatum, apostematum: tunc dimitte illud, donec sedetur apostema calidum, et excoria illud cum facilitate, et incide illud secundum quod praeparatur tibi: et caue tibi a capite uirgae.	But if three days pass and the swelling around the probe remains unabsorbed, then leave it until the swelling is hot. Then remove it easily and cut it according to how it prepares itself for you, but beware of cutting off the head of the probe.
Non enim nocebit ei illud.	This will not harm him.
Cura ergo illud cum eo quod consolidat uulnus ex pulueribus, quos narrauimus in tractatu de pulueribus: et si inciditur ex cute supra mensuram, et euadit ad superiora, non nocet ei illud etiam.	Therefore treat it with the substances that heal wounds from powders, which we have mentioned in the book on powders. And if it is cut deeper than intended and reaches internal organs, it will still not harm him.
Cura ergo illud cum eo quod diximus, donec sanetur.	So treat it as we said until it heals.
¶ De extractione Vrinae retentae in uesica.	On the Extraction of a Retained Foreign Body from the Bladder.
Caput LVIII.	Chapter 58
Urinae retentio in uesica, fit ab opilatione facta ex lapide, aut sanguine congelato, aut pus, aut carne nata, et similibus illis ex eis quae diximus ex modis curationis in diuisione.	Retention of urine in the bladder occurs due to obstruction caused by a stone, coagulated blood, pus, or flesh growth, and similar conditions, as we have discussed among the methods of treatment in division.
Et si non soluitur Vrina, et uides retentionem eius esse propter Lapidem, qui iam est in collo uesicae: tunc oportet ut sit infirmus super genua sua curuatus.	And if the urine does not dissolve and you see that its retention is due to a stone already in the neck of the bladder, then it is necessary for the patient to be positioned on his knees.
Deinde componantur pedes eius super dorsum eius, et extendat uentrem suum ex superiori parte dorsi eius, et stringat infirmus anhelitum suum quantum possibile est ei.	Then place his feet over his back and have him stretch out his abdomen from the upper part of his back. The patient should hold his breath as much as possible.
Cogitur ergo cum collo uesicae ad expulsionem Lapidis ad posteriora: quare absoluitur Vrina.	So press on the neck of the bladder towards the posterior side for the expulsion of the stone, whereby urine is released.
Quod si non soluitur cum eo quod diximus, et uehemens sit res super infirmum: tunc oportet ut administres extractionem eius cum instrumento, quod nominatur siringa, cuius haec est forma Sit ex argento, et sit subtile, lene, concauum sicut cannula pennae auis in subtilitate radii, longum in similitudine palmi unius et medii: cui sit cannula subtilis in capite eius.	If this does not work as we said and the condition is urgent for the patient, then you must perform its extraction using an instrument called a 'syringe,' which has the following shape: It should be made of silver, smooth, gentle, hollow like a quill's cannula in thinness, about the length of one and a half palms. Its cannula should be fine at its head.
Et modus exitus Vrinae per ipsum est, ut accipias filum duplicatum, et liges in extremitate eius lanam, aut cotum, ligatura bona: et intromittas extremitatem fili in inferiori parte Siringae: et incide cum forficibus si superfluit aliquid ex lana, uerum intromitte in cannulam cum uehementia, sicut alzer.	And the method of extracting urine through it is as follows: Take a doubled thread and tie some wool or cotton at its end with a good ligature. Insert the end of the thread into the lower part of the syringe. If there is any leakage from the wool, cut it off with forceps. Then insert the cannula forcibly like a dart.
Deinde inunge siringam cum oleo, aut cum butyro, et albugine oui: et fac sedere infirmum super sedem, et embroca uesicam, et ipsius uirgam cum oleis humidis, et oleo oliuae, et aqua tepida.	Then fill the syringe with oil or butter and egg white. Have the patient sit on a chair and expose their bladder, then insert the tip of the syringe with oily lubricant made from olive oil and warm water.
Deinde intromitte siringam in uirgam cum facilitate, donec perueniat ad radicem uirgae.	Then gently insert the syringe into the urethra until it reaches the root of the penis.
