Praefatio.	Prologue.
Quod si foetus est super latus suum, tunc possibile est ut aequetur: tunc administretur quod diximus in foetu uiuo.	If the fetus is lying on its side, then it may be possible to turn it. In this case, what was said about a live fetus should be administered.
Quod si non est possibile illud, tunc incidatur frustatim, et extrahatur.	But if it is not possible, then cut it out piece by piece and remove it.
Et oportet ut non dimittas aliquid ex secundina intus omnino.	And you must not leave any of the afterbirth inside at all.
Cum ergo compleueris operationem tuam, tunc administra quod diximus in apostematibus calidis quae accidunt in matricibus.	When you have completed your procedure, then apply what was said regarding hot abscesses that occur in the womb.
Quod si accidat fluxus sanguinis, tunc descendat in aquis stipticis, et administra reliquam curationem.	But if bleeding occurs, then let her sit in astringent water and apply further treatment.
Et ego quidem iam uidi mulierem, in cuius uentre mortuus erat foetus: deinde impregnata est super ipsum uice alia, postea mortuus est foetus alius etiam.	And indeed I have seen a woman whose fetus died within her womb; afterwards she became pregnant again upon it, and then another fetus also died.
Accidit ergo ei post tempus longum apostema in umbilico suo, et inflatum est, donec apertum est: et coepit emittere pus.	Therefore, after a long time had passed, an abscess occurred at her navel and it swelled until it opened; and it began to discharge pus.
Vocatus sum ergo ad curationem eius, et medicatus sum ei tempore longo: et non consolidatum est uulnus.	I was then called for to attend to her, and I treated her for a long time, but the wound did not heal.
Posui ergo super ipsum ex quibusdam emplastris fortis attractionis: et exiuit ex loco os.	So I applied poultices of strong attraction over it, and bone came out from its place.
Deinde praeterierunt ei dies aliquot, et exiuit os aliud.	Then after some days had passed, another bone came out.
Miratus sum ergo inde, cum in uentre non sit os.	And I was amazed at this, for there is no bone in the womb.
Cogitaui ergo, quia erant ex ossibus foetus mortui.	Therefore, I thought that they were from the bones of the dead fetus.
Inquisiui ergo uulnus, et extraxi ossa multa, muliere existente in melioribus dispositionibus suis: et iam uixit taliter tempore longo, et mittit ex loco pus parum.	So I examined the wound and removed many bones while she was in better condition. And now she lives fairly well after a long time, and only a little pus is discharged from there.
Et ego non firmaui hic hoc extraneum, nisi quoniam in eo est scientia, et adiutorium ad illud, quod administrat medicus artifex cum manu ex curatione.	And I would not have mentioned this strange thing unless it contained knowledge and help for that which the skilled physician performs with his hand in treating.
¶ De formis Instrumentorum necessariorum in extractione foetus.	¶ On the shapes of necessary instruments for the extraction of a fetus.
Caput LXXVII.	Chapter 77.
Hic inferius est forma Strictorii, quo aequantur libri, cui aequaliter sunt duae uertigines in duabus extremitatibus duorum lignorum.	Below is the shape of the Press, with which books are made even, having two windlasses at both ends on two wooden beams.
Verumtamen haec Vertigo oportet ut sit subtilior strictorio: et ut fiat, aut ex ebano, aut ex ligno bussi.	But this windlass must be thinner than the press itself and should be made either from ivory or boxwood.
Et sit latitudo omnis ligni quasi duo digiti: et margo cuiusque amborum est quasi digitus unus, et longitudo cuiusque eorum est palmus et medietas: et in medio duorum lignorum sunt duo additamenta ex genere eiusdem ligni, quae iam firmata sunt in utrisque, quorum longitudo est medietas palmi et plus parum: et latitudo utriusque est quasi duo digiti, aut plus parum.	And the width of all the wood is about two fingers, and the edge of each is about one finger, and their length is half a palm, and between the two pieces of wood are two additions of the same kind of wood, firmly attached on both sides, whose length is half a palm and slightly more, and the width of each is about two fingers or slightly more.
Et ista duo additamenta intromittuntur in os matricis, ut aperiatur cum eis quando tu reuoluis duas Vertigines.	And these two additions are inserted into the mouth of the uterus so that it may open along with them when you turn both windlasses.
Forma Vertiginis qua aperitur matrix.	The shape of the windlass with which the uterus is opened.
Forma alia ad simile illius, subtilior, et leuior.	Another shape similar to this one, thinner and lighter.
Fiat ex ligno ebani, aut bussi, secundum similitudinem forcipum.	It should be made from ivory or boxwood, in the likeness of tongs.
Verumtamen in extremitate eius sint duo additamenta, sicut uides hic supra: et longitudo omnis additamenti ex eis est quasi palmus: et latitudo utriusque est, duo digiti.	However, at its end there should be two additions as you see above; and the length of each addition is about a palm, and their width is two fingers.
Cum ergo uis aperire matricem cum eo, tunc fac sedere mulierem super lectum, pendentibus pedibus eius, aperto quod est inter crura eius.	When you wish to open the uterus with this, then cause the woman to sit on a bed, with her feet hanging down, having opened what is between her legs.
Deinde intromitte ista duo additamenta coniuncta in matricem: et tu es tenens extremitatem instrumenti inferius inter coxas eius.	Then insert these two joined additions into the uterus, and you hold the lower end of the instrument between her thighs.
Deinde aperi manum tuam cum instrumento, sicut facis cum forficibus, aequaliter secundum quantitatem quam uis ex apertione oris matricis, donec faciat Obstetrix quod uult.	Then open your hand with the instrument as you do with tongs, evenly according to the amount you wish from the opening of the mouth of the uterus, until the midwife does what she wishes.
Forma Vertiginis alterius quam dixerunt antiqui Forma Impellentis quo impellitur foetus.	The shape of another windlass which the ancients called 'Forma Impellentis', with which the fetus is pushed forth.
Forma Almisdac, qua conteritur caput magnum: et assimilatur forcipi, cui sunt dentes in extremitate, sicut uides.	The shape of the Almisdac, with which a large head is crushed; and it resembles tongs, having teeth at its end as you see.
Et quandoque fit oblungum, sicut forcipes secundum hanc formam, sicut uides, cui sunt dentes sicut dentes serrae, quo inciditur et conteritur.	And sometimes it is made oblong, like tongs in this shape, with teeth like those of a saw, by which it cuts and crushes.
Forma Almisdac quo conteritur caput paruum.	The shape of the Almisdac for crushing a small head.
Forma Vncini habentis spinam unam.	The form of the pincer having one spine.
Forma Vncini habentis spinas duas.	Form of pincers with two spines
Forma forcipis cui sunt dentes serrae, cum quo conteritur caput foetus.	Shape of tongs with saw teeth, used to crush a fetus' head
Forma Spatumilis habentis duas extremitates ad abscindendum caput.	Form of the spatula having two ends for cutting off the head
Forma duorum Spatumilium etiam latorum.	Form of two spatulas also broader.
Ista instrumenta omnia exercentur, et quanto plus multiplicantur species eorum, et praeparata sunt apud artificem, est uelocior ad operationem suam, et altior apud homines, propter quantitatem suam.	These instruments are all exercised, and the more various their shapes become, and the better they are prepared by the craftsman, the quicker is the operation itself, and the greater is its reputation among people because of its multitude.
Non ergo despicies ex eis instrumentum, quin sit apud te praeparatum.	Therefore do not disdain to have one of these instruments ready at hand.
Inexcusabilis est enim necessitas eorum.	For the need of them is inexcusable.
¶ De extractione Secundinae.	Chapter on the Extraction of the Afterbirth.
Caput LXXVIII.	Chapter 78
Quando retinetur Secundina apud partum, tunc oportet ut praecipias infirmae, ut retineat anhelitum suum.	When the afterbirth is retained at birth, then it is necessary to instruct the woman in labor to hold her breath.
Deinde fac eam sternutare cum condisi: et stringe manum tuam super os eius, et nares ipsius.	Then have her sneeze with condis (a mixture), and place your hand on her mouth and nose.
Si ergo egreditur per hoc, bonum est.	If it comes out this way, that is good.
Si non: tunc accipe ollam, et perfora in coopertorio foramen: et pone in ea herbas aperientes os matricis, sicut calamentum, rutam, et anetum, et camomillam, et sseham, et cassiam ligneam, et centauream: accipe omnes istas herbas, aut quasdam earum, et submerge eas cum aqua, et pone eas super ignem.	If not, then take a pot and make a hole in its cover. Place herbs that open the mouth of the womb in it, such as calamentum, ruta, anethum, camomilla, sseham, lignum aloes, and centaurea. Take all these herbs or some of them, immerse them in water, and put them on the fire.
Deinde pone embulam arundinis super foramen coopertorii ollae, et extremitatem aliam in os matricis: et teneat eam donec perueniat uapor ad concauitatem matricis.	Then place a reed bellows over the hole of the pot's cover and put its other end into the mouth of the womb. Hold it until steam reaches the cavity of the womb.
Deinde fac eam sternutare, sicut diximus.	Then have her sneeze as we said before.
Secundina enim egredietur cum facilitate.	For the second will come out with ease.
Si autem remaneat post hanc curationem, et non egrediatur: tunc praecipe Obstetrici, ut submergat manum suam in oleo sisamino, aut mucillagine alteae.	But if it remains after this treatment and does not come out: then instruct the midwife to immerse her hand in sesame oil or mallow mucilage.
Deinde intromittat in uuluam, et quaerat cum ea Secundinam.	Then she should insert her hand into the vulva and search for it with care.
Cum ergo inuenerit eam, tunc accipiat eam, et extendat ipsam paulatim.	When she finds it, then she should take hold of it and pull it out gradually.
Si autem fuerit annexa in profundo matricis, tunc intromittat manum, secundum quod narrauimus, donec quando inuenerit Secundinam, et extrahat eam paulatim secundum rectitudinem, ut non cadat matrix apud attractionem uehementem: imo oportet, ut permutetur cum facilitate ad latera dextra et sinistra: deinde addatur in quantitatem attractionis.	But if it is attached deep within the uterus, then insert your hand as we have described until you find the secundine. Then pull it out gradually in a straight line, so that the uterus does not prolapse due to strong traction. Instead, gently move it towards the right and left sides alternately before increasing the force of traction.
Ipsa enim obedit tunc, et seruatur, et euadit ab adhaerentia.	She will then obey and be preserved, and come away from its attachment.
Quod si os matricis est coartatum, sicut nos iam narrauimus: cura eam cum sternutatione, et ex medicatione ollae cum herbis.	But if the mouth of the uterus is constricted, as we have already described: treat it with sneezing and use a poultice with herbs cooked in oil.
Si autem non egreditur cum omnibus quae narrauimus, tunc caue ne fatigeris super eam in iteratione extractionis.	But if it still does not come out despite all that we have said: be careful not to tire her with repeated attempts at extraction.
Verum oportet, ut quod egreditur ad os matricis ex ea, liges ad coxam mulieris.	However, whatever comes out of the uterus must be tied to the woman's hipbone.
Deinde clisteriza eam cum unguento tetrapharmacon.	Then administer a suppository with the Tetrapharmakon ointment.
Ipsum enim putrefaciet eam post dies, et dissoluetur, et egredietur.	For it will rot her after several days and dissolve and come out on its own.
Verumtamen quando putrefit, eleuatur ex ea odor malus ad stomachum et caput, et laedit illud infirmam.	But when it begins to decay, a foul smell rises to the stomach and head, causing harm to the patient.
Oportet ergo ut administrentur suffumigationes conuenientes ad illud.	Therefore, appropriate fumigations should be administered to counteract this.
Quidam autem antiquorum iam experti sunt suffumigationem nasturtii, et ficuum siccarum.	Some of the ancients have already tried fumigating with mustard seeds and dried figs.
Forma instrumenti quo suffumigatur mulier apud retentionem Secundinae et menstruorum.	The shape of the instrument used for fumigation in cases of retained secundine and menstrual flow is as follows:
Fiat ex uitro simile alcama, aut ex zere: et ponatur extremitas ampla super ignem: et suffumigatio sit posita super prunas: teneat eam, donec consumatur illa suffumigatio: et itera aliam.	Make a vessel like an alembic or of earthenware; place its wide end over the fire and put the fumigation on top of charcoal. Hold it until that fumigation is consumed, then repeat with another one.
¶ De curatione Ani non perforati.	Regarding the treatment of unperforated Anal Fissures.
Caput LXXIX.	Chapter 79
Nascuntur multi puerorum, et Ani eorum sunt non perforati, quos iam opilauit sifac subtile.	Many children are born with anal fissures that have not opened up, which should be treated with a fine probe.
Oportet ergo, ut obstetrix perforet illud sifac digito suo: et si non, perforet ipsum cum Spatumili acuto: et caueat lacertum, ne tangat eum.	Therefore, the midwife should pierce it with her finger using a fine probe; and if she cannot do so, she should use an acute spatula to pierce it. She must be careful not to touch the infant's skin.
Deinde pone super ipsum lanam infusam in uino et oleo.	Then place over it wool soaked in wine and oil.
Deinde cura ipsum cum ungentis, donec sanetur.	Then treat it with ointments until it heals.
Si autem times quod opiletur, tunc pone in foramine cannulam de plumbo diebus multis, et auferatur quando puer uult egerere.	But if you fear that it will not open up, then place a lead cannula in the hole for many days, and remove it when the child begins to defecate.
Et iam accidit opilatio Ani etiam ex consolidatione uulneris, aut apostematis.	And it happens that anal fissures also become closed due to scarring or accumulation of pus.
Oportet ergo ut secetur illa consolidatio, deinde curetur cum eo quod diximus ex curatione et plumbo.	Therefore, the scar tissue must be cut away, and then treated with what we have said for treatment using lead.
¶ De curatione Fistularum quae accidunt in inferiori parte.	Regarding the treatment of fistulas that occur in the lower part.
Caput LXXX.	Chapter 80
Fistulae quae accidunt in inferiori, sunt Nodatio, et Grossitudo quae accidunt prope anum deforis: aut in spacio unius partium: et est Fistula una, aut plures.	Fistulas that occur in the lower part are knots and swellings that appear near the anus externally or in the space between its parts; there may be one fistula or several.
Cum ergo antiquatur illa Nodatio, aperitur, et currit ex ea humiditas aquosa alba, aut pus subtile.	When that knot becomes inflamed, it opens up and white watery fluid or thin pus begins to flow from it.
Et quandoque sunt ex istis Fistulis penetrantes.	And sometimes these fistulas penetrate deeply.
Ergo penetrantes cognoscuntur per illud quod egreditur ex egestione, et uentositate, quando utitur infirmus egestione: et fortasse egreditur ex eis uermis.	Therefore, penetrating fistulas are recognized by what comes out during defecation and by windiness when the patient defecates; sometimes worms may also come out of them.
Et sunt ex eis Fistulae quando sunt in spacio penetrantes usque ad uesicam, et usque ad meatum uirgae.	And there are fistulas that penetrate to the space between the bladder and the urethra.
Et sunt ex eis penetrantes usque ad iuncturam coxae, et usque ad nodum caudae.	And there are also fistulas that penetrate as far as the hip joint and as far as the coccyx node.
Ex eo autem quo cognoscitur Fistula penetrans usque ad anum, etiam a non penetrante, est, ut intromittas digitum tuum indicem in anum: et intromittas tentam subtilem in Fistulam ex aere, aut ferro: quando non est tortuositas.	However, when recognizing a fistula that passes through to the anus, whether penetrating or not, it is necessary for you to insert your index finger into the anus. Then, insert a thin probe made of silver or iron into the fistula. If there are no twists or turns.
Quod si in ea est tortuositas, tunc intromitte in eam tentam ex plumbo subtilem, aut pilum ex pilis equarum, donec sentias tentam, aut pilum in digito tuo.	If it is twisted, then insert into it a thin probe made of lead or horsehair until you feel the probe or hair with your finger.
Quod si non sentis ipsam penitus, neque procedit ex foramine aliquid ex egestione, neque uentositas, neque uermis sicut dixi: tunc scias, quia est non penetrans: propera ergo ad curationem.	If you do not feel the probe at all and there is no discharge from the opening, nor wind nor worms as I have said, then know that it is not penetrating. Therefore, proceed to treat it promptly.
Et quando Fistula est penetrans usque ad uesicam, aut ad meatum urinae: tunc significatio eius est exitus urinae ex ea, et prohibitio eius ab hoc ut consolidetur locus cum medicinis.	And when a fistula passes through to the urethra or urinary bladder, its sign is that urine will come out of it. Its prevention is that the place should be consolidated with medications.
Si uero est penetrans usque ad iuncturam coxae, aut ad os coxae: tunc signum eius est, quod perueniat tenta usque illuc, si non est in ea tortuositas usque ad os: et inuentio doloris in circumitu partis, et quod egreditur pus ex ea semper: et quod non ualeat in ea medicatio, neque consolidatur cum unguento.	But if it passes through to the hip joint or the bone of the hip, then its sign is that the probe will reach there if there are no twists up to the bone. There will also be pain around that part and pus will always come out from it. And medication will not work on it nor will it consolidate with ointment.
Et in istis Fistulis omnibus penetrantibus non est curatio omnino: et curatio earum est labor et uanitas ei, ex stultis medicis, super quem formatur.	And for all these penetrating fistulas there is no cure at all; their treatment is useless and foolishness on the part of physicians who attempt them.
In illa autem quae non est penetrans, et non antiqua, speratur sanatio cum serro: secundum quod ego narro tibi, et ego iam probaui: et est, ut iaceat infirmus inter manus tuas super dorsum suum: et eleua crura eius usque supra coxas ipsius, et coxae eius sint inclinatae ad uentrem ipsius.	But for one that is not penetrating and not old, healing can be hoped for with a seton. As I have told you, I myself have proven this method: and it should be done thus - let the patient lie on their back in your hands; raise their legs up to above their hips and incline their hips toward their belly.
Deinde intromittetentam plumbi, aut aeris, si est in Fistula tortuositas, donec scias ubi peruenit tenta.	Then insert a probe made of lead or silver if the fistula is twisted until you know where the probe has reached.
Si autem sentit eam infirmus circa anum, tunc oportet ut intromittas digitum tuum indicem in anum.	But if the patient feels it around the anus, then you must insert your index finger into the anus.
Si ergo sentis in digito tuo tentam iam penetrasse per seipsam detectam, praeter quod sentias inter digitum tuum, et inter ipsum sifac, aut carnem: tunc ergo scias certe, quia est penetrans: non ergo labores in ea, quoniam non est eius sanatio, sicut diximus.	Therefore, if you feel that the probe has already passed through on its own and detect it, aside from feeling it between your finger and the tissue or flesh, then know for certain that it is penetrating: therefore do not attempt to heal it, as we have said.
Dixerunt tamen, quia sanatur in quibusdam hominibus caro, et ex medicatione qua ei speratur iuuamentum, est, ut ignias cauterium subtile secundum amplitudinem Fistulae, sicut praecessit, et intromittas ipsum ignitum in Fistulam, donec perueniat circa anum.	However, they say that flesh is healed in some people, and there is a remedy hoped for through medication, such as cauterizing with fire using a thin cautery according to the width of the fistula, as previously stated, and inserting it into the fistula until it reaches around the anus.
Deinde itera illud bis, aut ter, donec scias, quia iam adustae sunt omnes illae carnes additae filtratae, quae sunt similes cannulae pennae auis.	Then repeat this twice or thrice until you know that all the added and filtered flesh resembling a bird's feather has been burned.
Deinde cura illud cum liciniis inuolutis in butyro, donec egrediantur illae carnes, quae adustae sunt: deinde cura illud cum unguentis generantibus carnem et consolidantibus.	Then wrap it with cloths soaked in butter until the burned flesh emerges; then dress it with ointments that promote tissue growth and consolidation.
Si ergo sanatur, bonum est.	If it heals, then that is good.
Et si non, tunc non sanatur cum alia curatione unquam.	And if not, then it will never heal with any other treatment.
Et si egreditur tenta, et non peruenerit usque ad digitum tuum, qui est in ano, et est inter ipsum et tentam uelamen spissum ex carne, aut sifac: et uides Fistulam in eo quod sequitur superficiem cutis, tunc seca cutem ab initio Fistulae, et tu uadis secando cum tenta quod est in fistula, donec perueniat secatio ubi peruenit tentae extremitas, et liberatur tenta et cadit.	And if the probe emerges and does not reach your finger which is inside the anus, and there is a thick layer of flesh or tissue between them, then cut the skin from the beginning of the fistula, and continue cutting with the probe until you reach where the tip of the probe has reached, and the probe will be released and fall out.
Deinde mundifica illas carnes filtratas, quae assimilantur cannulae pennae auis, ut non remaneat ex eis aliquid.	Then cleanse those filtered flesh resembling a bird's feather so that none of it remains.
Si autem uincit te sanguis, et soluit inter te et inter operationem tuam ut seces illas carnes: tunc melius quod fit, et uelocioris iuuamenti, cauterizare eam cum igne, aut cum medicina acuta.	But if blood hinders you and dissolves between you and your operation so that you cannot cut those flesh, then it is better and quicker to cauterize it with fire or with an acid medicine.
Quoniam cauterium cum igne aggregat habitudines bonas, adustionem illarum carnium additarum, et abscisionem sanguinis, et exiccationem humiditatum.	For cautery with fire binds together good tissues, burns the added flesh, cuts off blood vessels, and dries out moisture.
Deinde cura illud cum liciniis inuolutis in butyro, aut caulibus tritis, donec locus emittat pus, et egrediantur illae carnes adustae in pus.	Then apply it wrapped in linen soaked in butter or crushed onions until the wound emits pus and the burnt flesh comes out into the pus.
Deinde cura tunc uulnus cum unguentis consolidatiuis, generantibus carnem duram: et sunt medicinae in quibus sunt stipticitas et exiccatio.	Then dress the wound with unguents that promote tissue growth and hardness; they are medicines with astringent properties and drying effects.
Nam quando restaurantur, tunc iam sanatur: et non times iterationem.	For when they are restored, then indeed it is healed: and do not fear repetition.
Si autem Fistula iam peruenit usque ad profundum ani, et elongatur a superfluitate corporis: tunc intromitte digitum tuum in anum, et inquire cum eo.	But if the fistula has already reached the depth of the anus and is distant from the body's surface, then insert your finger into the anus and explore with it.
Si ergo sentis tentam, et inter te, et inter eam est uelamen ex sifac, aut carne, et est propinqua penetrationi: tunc non est operatio in illo, nisi secundum uiam fiduciae et spei.	If you feel a band, and there is a membrane of skin or flesh between it and yourself, and it is close to penetrating, then do not operate on it except by the way of trust and hope.
Quod est, quia administratur in eo unus trium modorum: aut ut cauterizes ipsam, sicut diximus: aut seces eam, donec consequaris concauitatem eius, ut sit possibile tibi intromittere licinia, et curationem ex proximo.	That is to say, one of three methods is applied in such cases: either cauterize it as mentioned earlier; or cut it open until you reach its depth so that it is possible for you to insert a wick and treat it from close by.
Et non procedas multum cum sectione, ut non incidas lacertum continentem anum, et accidat super infirmum exitus egestionis absque uoluntate.	And do not proceed too deeply with the incision, lest you cut into the muscle that holds the anus and accidentally cause involuntary bowel incontinence upon the patient.
Deinde cura illud cum eo quod diximus.	Then dress it with what we have said.
Fortasse enim sanabitur: aut elonges ipsum uelamen, et mundes ipsum postquam secas ipsum usque prope anum, sicut diximus, aut cum tenta, aut cum instrumento alio acutae extremitatis.	Perhaps it will heal; or else you can extend that membrane and cleanse it after cutting it almost up to the anus, as mentioned earlier, either with a tent or some other sharp-pointed instrument.
Deinde mundifica illas carnes filtratas quae sunt in sectione, usque ubi potes cum perscrutatione.	Then cleanse the filtered flesh that is in the incision as much as possible through examination.
Deinde conare restaurationem uulneris totius cum sectione, et orificio superiore ubi consolidatur: et remanet Fistula aperta in interiore parte anus, et erit leuius super infirmum.	Then attempt to restore the entire wound with the incision and the upper orifice where it solidifies; leaving the fistula open in the interior part of the anus will be easier for the patient.
Et quandoque suitur Fistula secundum hunc modum: et est, quando intromittis tentam in Fistulam: et est in latere ani circa superficiem corporis cum cute et margine ani: tunc accipe tentam perforatae extremitatis, quae est sicut acus aleskef, id est, praeparantium coria, secundum hanc formam.	And sometimes the fistula follows this method: when you insert a tent into the fistula and it is on the side of the anus near the body's surface with skin and the margin of the anus, then take a tent with a pierced tip, like a bird's needle, that is, prepared leather in this shape.
Et intromitte in eam filum inuolutum ex quinque filis, et circiter ea.	And insert into it a thread wound around five threads and wrap it around it.
Deinde intromitte tentam cum filo in Fistulam, donec consequatur concauitatem eius.	Then insert the tent with the thread into the fistula until it reaches its cavity.
Si ergo est penetrans in margine ani interius prope, tunc extrahe filum ex illo foramine: ita ut intromittas digitum tuum in anum, et extrahas extremitatem fili, et aggreges duas extremitates simul: et stringe utramque, et dimitte illud die uno, aut duobus diebus: et quanto plus incidit filum in carne, stringe ipsum bene, donec incidantur illae carnes quae sunt inter duas extremitates fili, et cadant: deinde cura uulnus, donec consolidetur, et sanetur.	If it passes into the inner margin of the anus nearby, then draw out the thread from that opening so that you insert your finger into the anus and bring out the end of the thread, and join both ends together; and tie each one tightly, and leave it for one or two days. And as much as the thread enters into flesh, pull it tight well until those tissues which are between the two ends of the thread become cut and fall off. Then care for the wound until it consolidates and heals.
Si autem orificium Fistulae non est penetrans: tunc fac ipsum penetrare quocunque modo praeparatur tibi, nisi sit in profundo multum.	But if the opening of the fistula is not passing through, then make it pass through however it can be prepared for you, unless it is too deep.
Non enim inest tibi, ut facias illud propter lacertum, ut non incidas ipsum.	For it is not proper for you to do this because of the side [of the body], so that you may not cut into it.
Deinde fac cum ea sicut diximus, donec sanetur.	Then do with it as we have said until it heals.
Forma Spatumilis spinosi quo finditur Fistula, cuius curuitas est acuta ualde, et pars altera est non acuta, ut non incidat illud quod non est necesse, sicut uides.	The shape of the spiked probe used to incise the fistula is very sharply curved on one side and not sharp on the other side, so that it does not cut into what is not necessary, as you can see.
¶ De sutura Hemorroidarum, ex quibus currit sanguis ex incisione earum: et cura fissurarum.	On sewing hemorrhoids from which blood flows after their incision, and the care of splits.
Caput LXXXI.	Chapter 81
Sunt Hemorroides secundum duos modos.	There are two kinds of hemorrhoids.
Aut enim sunt intra anum, similes uesicis carbonum, uel prunarum: aut quasi ipsae sint grana uuae.	Either they are inside the anus like charcoal or plum stones, or they appear like grapes themselves.
Et ex eis sunt paruae, et magnae: et sanguis currit ex eis semper, et est una, et sunt multae.	And among them there are small ones and large ones; blood flows from them continuously, either one or many.
Et sunt extra anum, et in extremitatibus eius.	And they are also found outside the anus, at its ends.
Verumtamen istae quae sunt extra anum, sunt secundum plurimum paucae humiditatis, ex quibus currit aqua citrina, aut parum sanguinis cursu assiduo: et sunt secundum colorem corporis.	But these that are outside the anus are mostly few in moisture, from which yellow water flows, or little blood runs continuously: and they are according to the color of the body.
Et curatio eius quae est intra anum, est, ut praecipias infirmo ut assellet: et exprimatur, donec egrediatur anus, et appareant athelil tibi.	And its treatment that is inside the anus is, to advise the sick person to tie up: and express out, until it comes out of the anus, and appear to you.
Propterea ergo et suspende cum uncinis: aut tene eos cum ungue tuo.	Therefore also suspend them with hooks: or hold them with your nail.
Deinde incide eos apud radices suas.	Then cut them at their roots.
Si autem non retinentur in eis uncini, propter humiditatem eorum et ipsorum mollificationem: tunc cape eos cum panno aspero, aut cum coto ex diploide lanea, et extrahe eos cum digitis tuis.	But if hooks do not hold on them due to their moisture and softness, then take them with a rough cloth, or with a wick from doubled wool, and pull them out with your fingers.
Deinde incide eos, et pulueriza super eos post incisionem quosdam pulueres calidos, ut stent eis loco cauterii.	Then cut them, and sprinkle on them after cutting some warm powders, so that they serve them instead of cautery.
Aut cauteriza eos secundum quod praecessit in capitulo cauterizandi.	Or cauterize them according to what precedes in the chapter on cauterizing.
Deinde cura eos cum reliqua curatione, donec sanentur.	Then treat them with the rest of the treatment until they are healed.
Quod si non obedit anus egressioni, tunc clisteriza infirmum clisteri in quo sit mordicatio parua, ut lauetur cum eo quod est in ano, et obediat egressioni uelociter, quando exprimit se infirmus.	But if the anus does not obey to the evacuation, then give the sick person a clyster with a little bite in it, so that it may wash out what is in the anus, and quickly obey to the evacuation when the sick person expresses himself.
Si autem athelil sunt extrinseci ab ano, tunc res eorum est leuis, facilis: et est ut capias eos cum ungue tuo, aut capias eos cum uncino, et incidas eos.	But if piles are external to the anus, then their treatment is easy and simple: it is to take them with your nail or take them with a hook, and cut them.
Deinde cura eos cum eo quod diximus, donec sanentur.	Then treat them with what we have said until they are healed.
Et qui abhorret incisionem cum ferro, tunc oportet ut administres suturam eorum secundum hunc modum.	And whoever shrinks from cutting with iron, then it is necessary to perform suturing of them in this manner.
Accipe filum inuolutum, et intromitte ipsum in acum.	Take a thread wound around and insert it into the needle.
Deinde extrahe athelil ad superiora, et fac ipsum penetrare cum acu in radice eius ex parte altera: et inuolue duas extremitates fili, in inferiori parte acus, et sint latitudinaliter: et stringe athelil strictura forti.	Then draw out piles upwards and make the needle penetrate into its root from the other side; wrap two ends of the thread around the lower part of the needle, so that they are crosswise; and tie the pile tightly with a strong knot.
Deinde noda filum, et extrahe acum.	Then tie the thread, and remove the needle.
Fac illud cum omnibus athelil, et dimitte ex eis unum: nec suas ipsum, ut currat ex eo superfluitas sanguinis.	Do likewise with all piles, leaving one alone; do not bind it so that blood may flow freely from it.
Deinde pone super anum pannum infusum in oleo rosato, aut caeroto, et pone ipsum super anum: et praecipe infirmo, ut quiescat.	Then place on the wound a piece of linen dipped in rose oil or cypress oil, and lay it upon it; and instruct the sick person to rest.
Deinde dimitte ipsum, donec cadat.	Leave him thus until he falls asleep.
Cum ergo cadunt athelil, cura eos cum unguentis, et reliqua curatione, donec sanentur.	When piles fall out, treat them with ointments and other remedies until they heal.
¶ De cura Fissurarum.	On the Treatment of Fissures.
Multotiens enim accidunt ex exiccatione stercoris, et constrictione naturae.	For indeed fissures often occur due to dryness of feces and constriction of nature.
Cum ergo antiquantur, et non ualet in eis medicina: tunc oportet ut radas cum puncta Spatumilis, aut cum ungue tuo, donec fiant humidae, et auferatur ab eis cortex superior qui prohibet eas a consolidatione.	When they are opened and medicine does not help them, then it is necessary to scrape them with a spoon or your nail until they become moist, and remove the upper skin which prevents their healing.
Deinde cura eas, donec consolidentur secundum quod oportet.	Then treat them until they heal properly.
Si autem non consolidantur: tunc itera eas cum rasione uehementiori quam prima, donec sanguinentur multum, et excorientur deinde cura eas, donec sanentur.	But if they do not heal, then repeat the process with greater vigor than before until they bleed much and are cleaned out, and then treat them until they are healed.
¶ De curatione Almirmar inuersorum, et non inuersorum: et Athelil siccorum, et Formicae.	On the Treatment of Hemorrhoids Which Are Inflamed and Not Inflamed; and Dry Piles and Ants.
Caput LXXXII.	Chapter 82
Scias quod Almirmar non est nisi nodus rotundus secundum colorem corporis, similis capiti claui: et fit in toto corpore, praecipue in inferioribus partibus pedum, et digitis: et accidit ex eis dolor apud ambulationem.	Know that hemorrhoids are nothing but a round knot resembling the head of a nail in color; it occurs throughout the body, especially in the lower parts of the feet and toes, and causes pain during walking.
Oportet ergo ut secetur quod est in circumitu claui, et teneatur cum forficibus, aut cum uncino, et eradicetur ex radice sua.	Therefore it should be cut off at its circumference with forceps or a hook, and removed from its root.
Deinde cura illud: et si uis cauteriza illud secundum quod praecessit in capitulo suo.	Then treat the wound; and if you wish, cauterize it according to what has been said in its chapter.
Ex athelil autem siccis unus est eminentia parua, aspera, filtrata, rotunda supra superficiem corporis.	From dry piles there is one small, rough, porous, round elevation on the surface of the body.
Et multotiens accidunt in manibus puerorum.	And such occurrences happen frequently in children's hands
Et curatio eius est, ut extendas athelil, et incidas ipsum: aut stringas ipsum cum filo de serico: aut cum pilo, donec cadat.	Its treatment is to stretch the pile and cut it; or tie it with a silk thread; or with a hair, until it falls off.
